,DECK_Open,DECK_High,DECK_Low,DECK_Close,DECK_Adj Close,DECK_Volume,DECK_Dividend Amount,DECK_Split Coefficient
2007-06-01,88.31,88.96,87.82,88.2,4.8999951,210600,0.0,1.0
2007-05-31,87.0,88.1999,86.68,87.89,4.882772895,319100,0.0,1.0
2007-05-30,84.75,88.3,83.66,86.87,4.826106285,459100,0.0,1.0
2007-05-29,83.49,85.31,83.22,85.16,4.73110638,208300,0.0,1.0
2007-05-25,82.61,84.23,82.11,83.06,4.61443983,153700,0.0,1.0
2007-05-24,83.72,85.27,82.2,82.37,4.576106535,251900,0.0,1.0
2007-05-23,84.81,85.48,83.0,84.15,4.674995325,209200,0.0,1.0
2007-05-22,83.86,85.34,83.2,85.01,4.722773055,295000,0.0,1.0
2007-05-21,81.5,83.85,81.4,83.61,4.644995355,241300,0.0,1.0
2007-05-18,80.5,81.5,79.88,81.25,4.513884375,196900,0.0,1.0
2007-05-17,79.9,81.81,79.33,80.45,4.469439975,218500,0.0,1.0
2007-05-16,80.3,81.71,78.78,79.9,4.43888445,307600,0.0,1.0
2007-05-15,79.74,80.89,78.78,79.63,4.423884465,261300,0.0,1.0
2007-05-14,80.8,81.2099,79.38,79.9,4.43888445,276000,0.0,1.0
2007-05-11,80.09,81.32,79.82,80.7,4.48332885,184600,0.0,1.0
2007-05-10,79.66,80.61,78.57,79.54,4.41888447,333300,0.0,1.0
2007-05-09,79.45,81.05,79.2,80.2,4.4555511,250500,0.0,1.0
2007-05-08,79.28,80.18,78.51,79.95,4.441662225,276600,0.0,1.0
2007-05-07,81.25,81.32,79.05,79.7,4.42777335,396000,0.0,1.0
2007-05-04,78.27,81.34,78.25,80.99,4.499439945,436500,0.0,1.0
2007-05-03,78.98,79.15,76.88,78.45,4.358328975,402600,0.0,1.0
2007-05-02,76.31,79.15,76.14,79.0,4.3888845,464600,0.0,1.0
2007-05-01,76.25,76.5,73.44,76.42,4.24555131,447000,0.0,1.0
2007-04-30,77.02,79.45,75.6,75.73,4.207218015,761700,0.0,1.0
2007-04-27,71.18,77.74,71.18,76.8,4.2666624,872700,0.0,1.0
2007-04-26,71.47,73.5,71.01,72.78,4.04332929,580600,0.0,1.0
2007-04-25,71.11,72.0,70.54,71.5,3.97221825,354700,0.0,1.0
2007-04-24,74.98,74.98,70.6,71.27,3.959440485,688600,0.0,1.0
2007-04-23,73.21,76.32,73.1,74.69,4.149440295,559700,0.0,1.0
2007-04-20,72.91,73.74,72.04,73.47,4.081662585,262800,0.0,1.0
2007-04-19,72.42,72.85,71.54,72.15,4.008329325,202100,0.0,1.0
2007-04-18,72.69,73.75,72.02,72.27,4.014995985,264800,0.0,1.0
2007-04-17,72.5,73.74,71.75,73.12,4.06221816,327900,0.0,1.0
2007-04-16,72.03,73.2,71.6,72.47,4.026107085,279400,0.0,1.0
2007-04-13,71.34,71.83,70.42,71.6,3.9777738,322100,0.0,1.0
2007-04-12,69.0,71.22,68.26,71.13,3.951662715,403200,0.0,1.0
2007-04-11,69.75,70.14,68.3,69.13,3.840551715,295600,0.0,1.0
2007-04-10,69.64,70.14,69.57,69.89,3.882773895,188900,0.0,1.0
2007-04-09,70.6,71.13,69.68,70.05,3.891662775,200400,0.0,1.0
2007-04-05,71.3,71.38,70.15,70.52,3.91777386,158700,0.0,1.0
2007-04-04,70.28,71.65,70.2,71.31,3.961662705,301200,0.0,1.0
2007-04-03,70.49,70.82,69.67,70.42,3.91221831,471600,0.0,1.0
2007-04-02,71.98,72.0,69.84,69.99,3.888329445,372000,0.0,1.0
2007-03-30,70.47,71.65,70.0,71.02,3.94555161,173800,0.0,1.0
2007-03-29,70.6,71.2,69.64,70.7,3.92777385,206700,0.0,1.0
2007-03-28,71.09,72.24,69.79,70.52,3.91777386,243000,0.0,1.0
2007-03-27,72.74,72.74,71.19,71.47,3.970551585,478600,0.0,1.0
2007-03-26,72.9,73.65,72.65,72.86,4.04777373,348600,0.0,1.0
2007-03-23,73.25,73.34,72.408,72.89,4.049440395,262500,0.0,1.0
2007-03-22,72.97,73.55,71.51,73.51,4.083884805,288200,0.0,1.0
2007-03-21,72.66,73.3,71.29,72.75,4.041662625,241000,0.0,1.0
2007-03-20,71.38,72.62,71.01,72.6,4.0333293,217900,0.0,1.0
2007-03-19,70.28,71.41,70.03,71.13,3.951662715,298200,0.0,1.0
2007-03-16,70.44,70.45,68.72,69.91,3.883885005,320700,0.0,1.0
2007-03-15,69.62,70.74,69.47,70.45,3.913884975,344900,0.0,1.0
2007-03-14,69.32,70.4,68.0,69.16,3.84221838,346400,0.0,1.0
2007-03-13,70.49,70.74,69.3,69.55,3.863885025,422800,0.0,1.0
2007-03-12,69.25,70.53,69.23,70.42,3.91221831,190000,0.0,1.0
2007-03-09,70.1,70.2199,68.7,69.21,3.844996155,335100,0.0,1.0
2007-03-08,69.6,70.45,69.37,69.8,3.8777739,469400,0.0,1.0
2007-03-07,69.08,69.89,68.61,69.06,3.83666283,325500,0.0,1.0
2007-03-06,67.88,69.3299,67.61,68.89,3.827218395,516300,0.0,1.0
2007-03-05,66.74,69.41,66.04,67.58,3.75444069,573700,0.0,1.0
2007-03-02,67.82,68.18,66.77,66.87,3.714996285,573700,0.0,1.0
2007-03-01,64.11,68.9,62.11,67.88,3.77110734,914000,0.0,1.0
2007-02-28,65.35,66.44,64.4,65.2,3.6222186,1663700,0.0,1.0
2007-02-27,62.82,62.82,60.68,61.45,3.413885475,620100,0.0,1.0
2007-02-26,63.17,64.05,62.39,63.61,3.533885355,264500,0.0,1.0
2007-02-23,64.11,64.11,63.14,63.61,3.533885355,169200,0.0,1.0
2007-02-22,64.92,65.64,63.15,64.0,3.555552,252800,0.0,1.0
2007-02-21,66.31,66.42,64.5,64.92,3.60666306,244100,0.0,1.0
2007-02-20,64.5,66.87,64.26,66.29,3.682774095,307600,0.0,1.0
2007-02-16,63.39,64.5,63.31,64.32,3.57332976,119100,0.0,1.0
2007-02-15,63.58,63.81,63.17,63.36,3.51999648,137600,0.0,1.0
2007-02-14,63.32,64.68,63.2,63.51,3.528329805,172700,0.0,1.0
2007-02-13,62.58,64.24,62.58,63.39,3.521663145,155800,0.0,1.0
2007-02-12,62.71,62.76,61.34,62.59,3.477218745,286700,0.0,1.0
2007-02-09,63.96,64.2,62.21,62.97,3.498329835,186800,0.0,1.0
2007-02-08,64.29,64.9,63.72,64.08,3.55999644,158300,0.0,1.0
2007-02-07,64.12,64.85,63.53,64.41,3.578329755,229200,0.0,1.0
2007-02-06,63.0,64.72,62.8,63.99,3.554996445,406800,0.0,1.0
2007-02-05,60.57,64.0,59.35,63.26,3.51444093,1333000,0.0,1.0
2007-02-02,58.64,59.22,58.2,58.32,3.23999676,239200,0.0,1.0
2007-02-01,58.5,58.7,57.77,58.61,3.256107855,178500,0.0,1.0
2007-01-31,58.31,58.41,57.53,58.31,3.239441205,144700,0.0,1.0
2007-01-30,57.8,58.87,57.74,58.2,3.2333301,173400,0.0,1.0
2007-01-29,57.51,58.11,56.89,57.9,3.21666345,179300,0.0,1.0
2007-01-26,58.17,58.58,56.1,57.74,3.20777457,282700,0.0,1.0
2007-01-25,59.0,59.21,57.9,58.24,3.23555232,169600,0.0,1.0
2007-01-24,58.0,58.96,58.0,58.96,3.27555228,122200,0.0,1.0
2007-01-23,57.36,58.19,57.06,57.99,3.221663445,237300,0.0,1.0
2007-01-22,58.57,58.57,57.36,57.52,3.19555236,215800,0.0,1.0
2007-01-19,58.4,58.87,57.51,58.62,3.25666341,145900,0.0,1.0
2007-01-18,58.86,59.1,57.94,58.25,3.236107875,125100,0.0,1.0
2007-01-17,58.59,59.24,58.59,58.78,3.26555229,202500,0.0,1.0
2007-01-16,58.94,59.24,58.05,58.86,3.26999673,223300,0.0,1.0
2007-01-12,58.79,59.61,58.58,59.0,3.2777745,177600,0.0,1.0
2007-01-11,58.8,59.64,58.57,58.68,3.25999674,191500,0.0,1.0
2007-01-10,57.58,58.78,56.5,58.58,3.25444119,261500,0.0,1.0
2007-01-09,57.46,57.75,57.1,57.68,3.20444124,190300,0.0,1.0
2007-01-08,57.02,57.7,55.98,57.58,3.19888569,316500,0.0,1.0
2007-01-05,58.5,58.68,56.8,57.16,3.17555238,305500,0.0,1.0
2007-01-04,58.82,59.11,58.02,58.63,3.257218965,261700,0.0,1.0
2007-01-03,59.83,59.939,58.66,59.0,3.2777745,628900,0.0,1.0
2006-12-29,59.295,60.0,59.1,59.95,3.330552225,211100,0.0,1.0
2006-12-28,60.33,60.33,59.45,59.51,3.306107805,207800,0.0,1.0
2006-12-27,60.14,60.56,59.32,60.31,3.350552205,157800,0.0,1.0
2006-12-26,58.69,60.09,58.46,59.91,3.328330005,188700,0.0,1.0
2006-12-22,58.16,58.85,56.9311,58.51,3.250552305,145000,0.0,1.0
2006-12-21,59.17,59.33,57.85,58.2,3.2333301,177800,0.0,1.0
2006-12-20,57.9,59.95,57.53,58.96,3.27555228,366900,0.0,1.0
2006-12-19,56.98,57.8,56.51,57.63,3.201663465,240700,0.0,1.0
2006-12-18,57.95,58.0,56.95,57.0,3.1666635,197800,0.0,1.0
2006-12-15,57.35,58.25,57.09,57.64,3.20221902,345800,0.0,1.0
2006-12-14,56.76,57.52,56.6,57.06,3.16999683,122800,0.0,1.0
2006-12-13,57.4,57.82,56.17,56.84,3.15777462,226100,0.0,1.0
2006-12-12,58.29,58.29,56.0,57.37,3.187219035,301800,0.0,1.0
2006-12-11,57.76,58.37,57.71,58.2,3.2333301,258800,0.0,1.0
2006-12-08,57.25,57.61,56.0,57.56,3.19777458,329300,0.0,1.0
2006-12-07,57.31,57.72,56.6,57.1,3.17221905,218400,0.0,1.0
2006-12-06,58.01,58.43,57.17,57.49,3.193885695,254000,0.0,1.0
2006-12-05,57.0,58.38,56.65,58.2,3.2333301,361200,0.0,1.0
2006-12-04,56.71,57.69,56.52,56.8,3.1555524,278400,0.0,1.0
2006-12-01,55.6,56.69,55.0,56.63,3.146107965,456500,0.0,1.0
2006-11-30,54.99,55.94,54.51,55.748,3.097108014,370700,0.0,1.0
2006-11-29,55.07,56.08,54.74,55.28,3.07110804,249000,0.0,1.0
2006-11-28,53.99,54.93,53.05,54.93,3.051663615,362500,0.0,1.0
2006-11-27,54.38,54.53,52.91,54.05,3.002774775,439100,0.0,1.0
2006-11-24,54.42,55.0,54.2801,54.41,3.022774755,56600,0.0,1.0
2006-11-22,54.86,54.98,54.28,54.87,3.048330285,85100,0.0,1.0
2006-11-21,54.6,55.36,54.02,54.69,3.038330295,193200,0.0,1.0
2006-11-20,54.63,55.22,54.16,54.24,3.01333032,244200,0.0,1.0
2006-11-17,54.66,54.88,53.86,54.54,3.02999697,247600,0.0,1.0
2006-11-16,55.45,55.61,53.87,54.9,3.04999695,224500,0.0,1.0
2006-11-15,54.94,56.36,54.89,55.25,3.069441375,283400,0.0,1.0
2006-11-14,54.54,55.24,54.15,55.22,3.06777471,279900,0.0,1.0
2006-11-13,52.96,54.62,52.92,54.16,3.00888588,451300,0.0,1.0
2006-11-10,52.46,53.07,51.84,52.92,2.93999706,240800,0.0,1.0
2006-11-09,53.25,53.48,51.93,52.21,2.900552655,201100,0.0,1.0
2006-11-08,52.64,53.73,52.5,53.33,2.962774815,225600,0.0,1.0
2006-11-07,52.25,53.2,52.2186,52.97,2.942774835,324000,0.0,1.0
2006-11-06,51.64,52.69,51.3,52.08,2.89333044,204500,0.0,1.0
2006-11-03,51.8,52.12,51.0,51.29,2.849441595,295100,0.0,1.0
2006-11-02,51.78,52.26,51.32,51.64,2.86888602,297900,0.0,1.0
2006-11-01,53.47,53.59,51.86,52.29,2.904997095,381300,0.0,1.0
2006-10-31,53.85,53.94,51.5,53.17,2.953885935,707700,0.0,1.0
2006-10-30,53.9,54.01,53.21,53.7,2.98333035,518700,0.0,1.0
2006-10-27,52.77,55.0,52.37,53.87,2.992774785,1651400,0.0,1.0
2006-10-26,49.83,54.0,48.18,49.42,2.74555281,968100,0.0,1.0
2006-10-25,50.33,50.47,49.45,49.95,2.774997225,253000,0.0,1.0
2006-10-24,49.91,50.3,49.63,50.27,2.792774985,271800,0.0,1.0
2006-10-23,49.25,50.1,48.98,49.91,2.772775005,244800,0.0,1.0
2006-10-20,49.83,49.9,49.3,49.32,2.73999726,251500,0.0,1.0
2006-10-19,49.15,49.82,48.87,49.6,2.7555528,251500,0.0,1.0
2006-10-18,49.36,49.55,48.55,49.12,2.72888616,168700,0.0,1.0
2006-10-17,50.16,50.16,48.12,48.95,2.719441725,253200,0.0,1.0
2006-10-16,50.94,51.0,49.9,50.19,2.788330545,198600,0.0,1.0
2006-10-13,50.0,51.16,49.84,50.87,2.826108285,310300,0.0,1.0
2006-10-12,48.84,50.09,48.83,50.01,2.778330555,461900,0.0,1.0
2006-10-11,49.21,50.39,45.98,49.97,2.776108335,1641300,0.0,1.0
2006-10-10,49.37,49.62,48.79,49.48,2.74888614,141200,0.0,1.0
2006-10-09,48.85,49.65,48.789,49.5,2.74999725,189500,0.0,1.0
2006-10-06,48.7,49.01,48.36,48.97,2.720552835,147000,0.0,1.0
2006-10-05,48.89,49.03,48.49,48.74,2.70777507,207200,0.0,1.0
2006-10-04,47.73,49.18,47.49,48.76,2.70888618,496900,0.0,1.0
2006-10-03,47.18,48.2,46.92,47.53,2.640552915,160400,0.0,1.0
2006-10-02,47.15,47.5,46.66,47.07,2.614997385,187500,0.0,1.0
2006-09-29,47.29,47.84,47.17,47.32,2.62888626,153500,0.0,1.0
2006-09-28,47.9,47.9,47.25,47.32,2.62888626,174900,0.0,1.0
2006-09-27,47.15,47.99,47.15,47.65,2.647219575,203300,0.0,1.0
2006-09-26,48.1,48.148,47.0,47.19,2.621664045,202700,0.0,1.0
2006-09-25,46.8,48.39,46.8,48.09,2.671663995,312600,0.0,1.0
2006-09-22,46.06,47.09,45.9,46.84,2.60221962,186800,0.0,1.0
2006-09-21,47.5,47.5,45.21,46.13,2.562775215,180400,0.0,1.0
2006-09-20,47.05,47.78,46.76,47.16,2.61999738,168700,0.0,1.0
2006-09-19,46.8,47.18,45.81,46.55,2.586108525,209700,0.0,1.0
2006-09-18,46.18,46.79,46.06,46.74,2.59666407,286000,0.0,1.0
2006-09-15,46.99,47.19,45.8,46.25,2.569441875,222000,0.0,1.0
2006-09-14,47.07,47.11,45.51,46.52,2.58444186,384900,0.0,1.0
2006-09-13,46.04,47.26,45.99,47.17,2.620552935,587400,0.0,1.0
2006-09-12,44.16,46.9,43.98,46.45,2.580552975,753100,0.0,1.0
2006-09-11,42.75,44.26,42.3,44.05,2.447219775,325500,0.0,1.0
2006-09-08,42.65,42.75,42.13,42.68,2.37110874,130700,0.0,1.0
2006-09-07,41.92,43.14,41.58,42.43,2.357219865,181100,0.0,1.0
2006-09-06,42.09,42.72,41.57,42.05,2.336108775,172200,0.0,1.0
2006-09-05,41.82,42.5,41.5,42.16,2.34221988,141800,0.0,1.0
2006-09-01,41.23,42.0,40.93,41.89,2.327219895,172400,0.0,1.0
2006-08-31,41.24,41.43,40.55,41.01,2.278331055,184600,0.0,1.0
2006-08-30,42.16,42.44,41.31,41.35,2.297219925,149500,0.0,1.0
2006-08-29,41.55,42.35,41.27,42.23,2.346108765,162100,0.0,1.0
2006-08-28,40.9,42.11,40.9,41.61,2.311664355,140000,0.0,1.0
2006-08-25,41.76,42.36,40.97,41.21,2.289442155,121400,0.0,1.0
2006-08-24,42.35,42.35,41.41,41.89,2.327219895,213300,0.0,1.0
2006-08-23,42.63,43.48,41.7,42.23,2.346108765,193200,0.0,1.0
2006-08-22,42.84,43.7,42.43,42.65,2.369442075,129400,0.0,1.0
2006-08-21,43.525,43.525,42.69,42.96,2.38666428,203100,0.0,1.0
2006-08-18,43.92,44.32,43.6,43.7,2.42777535,169000,0.0,1.0
2006-08-17,43.78,45.25,43.46,43.94,2.44110867,334300,0.0,1.0
2006-08-16,43.51,44.06,42.83,43.77,2.431664235,203300,0.0,1.0
2006-08-15,41.89,43.34,41.805,43.2,2.3999976,254800,0.0,1.0
2006-08-14,42.65,43.87,41.37,41.5,2.30555325,361100,0.0,1.0
2006-08-11,42.42,43.52,41.82,42.005,2.3336087775,215400,0.0,1.0
2006-08-10,42.42,44.1,42.42,43.57,2.420553135,192600,0.0,1.0
2006-08-09,43.47,43.97,42.435,42.52,2.36221986,204300,0.0,1.0
2006-08-08,43.91,44.35,42.7,42.84,2.37999762,208100,0.0,1.0
2006-08-07,43.51,44.52,43.0,43.83,2.434997565,161100,0.0,1.0
2006-08-04,44.72,45.18,43.16,43.69,2.427219795,237400,0.0,1.0
2006-08-03,43.1,44.77,42.84,44.14,2.45221977,339200,0.0,1.0
2006-08-02,41.99,43.89,41.92,43.41,2.411664255,287100,0.0,1.0
2006-08-01,42.2,42.42,40.78,41.79,2.321664345,456500,0.0,1.0
2006-07-31,42.75,43.43,41.89,42.64,2.36888652,411700,0.0,1.0
2006-07-28,38.885,43.83,38.5,43.31,2.406108705,1835600,0.0,1.0
2006-07-27,38.05,39.0,36.32,37.14,2.06333127,443100,0.0,1.0
2006-07-26,37.88,38.45,37.04,38.04,2.11333122,175000,0.0,1.0
2006-07-25,37.92,38.65,37.38,38.2,2.1222201,194400,0.0,1.0
2006-07-24,36.53,38.82,36.47,38.04,2.11333122,401200,0.0,1.0
2006-07-21,36.82,36.88,35.52,36.22,2.01222021,183400,0.0,1.0
2006-07-20,36.5,37.42,36.49,36.75,2.041664625,272300,0.0,1.0
2006-07-19,34.03,36.9,33.89,36.31,2.017220205,334300,0.0,1.0
2006-07-18,35.36,36.38,33.36,34.18,1.89888699,346700,0.0,1.0
2006-07-17,34.65,35.71,34.65,35.49,1.971664695,164600,0.0,1.0
2006-07-14,36.07,36.07,34.51,34.76,1.93110918,333500,0.0,1.0
2006-07-13,35.95,36.84,35.12,36.08,2.00444244,318500,0.0,1.0
2006-07-12,37.25,37.95,36.06,36.09,2.004997995,163100,0.0,1.0
2006-07-11,36.0,37.45,35.91,37.4,2.0777757,179900,0.0,1.0
2006-07-10,36.58,37.06,36.03,36.19,2.010553545,253400,0.0,1.0
2006-07-07,38.19,38.19,36.51,36.67,2.037220185,302400,0.0,1.0
2006-07-06,38.6,38.86,37.69,38.02,2.11222011,197000,0.0,1.0
2006-07-05,39.04,39.04,36.94,38.45,2.136108975,350500,0.0,1.0
2006-07-03,38.4,39.06,38.34,39.06,2.16999783,62700,0.0,1.0
2006-06-30,38.0,39.05,38.0,38.56,2.14222008,300100,0.0,1.0
2006-06-29,37.0,38.13,36.77,37.87,2.103886785,302800,0.0,1.0
2006-06-28,35.75,36.65,35.07,36.6,2.0333313,441300,0.0,1.0
2006-06-27,36.9,37.01,35.13,35.44,1.96888692,519800,0.0,1.0
2006-06-26,37.64,37.64,36.48,36.95,2.052775725,233000,0.0,1.0
2006-06-23,36.79,37.91,36.35,37.2,2.0666646,162600,0.0,1.0
2006-06-22,36.75,37.12,36.08,37.04,2.05777572,292900,0.0,1.0
2006-06-21,36.47,37.34,36.46,36.65,2.036109075,228100,0.0,1.0
2006-06-20,36.6,37.69,36.39,36.68,2.03777574,185500,0.0,1.0
2006-06-19,36.77,37.46,36.39,36.75,2.041664625,185600,0.0,1.0
2006-06-16,36.87,37.1299,36.1,36.67,2.037220185,306900,0.0,1.0
2006-06-15,36.08,37.45,35.69,36.96,2.05333128,168800,0.0,1.0
2006-06-14,34.45,36.45,34.08,35.77,1.987220235,394900,0.0,1.0
2006-06-13,37.26,37.35,33.74,34.5,1.91666475,699800,0.0,1.0
2006-06-12,37.14,38.06,37.05,37.31,2.072775705,200200,0.0,1.0
2006-06-09,38.57,38.59,37.7,37.97,2.109442335,250600,0.0,1.0
2006-06-08,38.89,39.88,37.55,38.8,2.1555534,499900,0.0,1.0
2006-06-07,38.26,40.63,38.12,39.5,2.19444225,386900,0.0,1.0
2006-06-06,37.29,38.32,37.25,38.09,2.116108995,182600,0.0,1.0
2006-06-05,38.33,38.41,37.31,37.35,2.074997925,294400,0.0,1.0
2006-06-02,36.95,38.43,36.87,38.02,2.11222011,262900,0.0,1.0
2006-06-01,35.56,36.95,35.56,36.75,2.041664625,276400,0.0,1.0
2006-05-31,35.0,36.13,34.87,35.46,1.96999803,211900,0.0,1.0
2006-05-30,36.72,36.92,35.1,35.22,1.95666471,197900,0.0,1.0
2006-05-26,35.74,37.16,35.5,36.72,2.03999796,196700,0.0,1.0
2006-05-25,36.03,36.1,34.6,35.59,1.977220245,259700,0.0,1.0
2006-05-24,35.96,36.37,34.75,35.35,1.963886925,301400,0.0,1.0
2006-05-23,36.08,36.71,35.61,35.92,1.99555356,313400,0.0,1.0
2006-05-22,36.45,36.91,34.46,35.99,1.999442445,375800,0.0,1.0
2006-05-19,36.86,37.05,35.04,36.79,2.043886845,400800,0.0,1.0
2006-05-18,37.29,37.99,36.79,36.81,2.044997955,279700,0.0,1.0
2006-05-17,37.01,37.87,36.7,37.1,2.06110905,558200,0.0,1.0
2006-05-16,36.63,37.5,36.5,37.01,2.056109055,513400,0.0,1.0
2006-05-15,37.45,37.54,36.08,36.64,2.03555352,338000,0.0,1.0
2006-05-12,39.28,39.42,37.46,37.76,2.09777568,322500,0.0,1.0
2006-05-11,41.7,41.73,39.16,39.49,2.193886695,394000,0.0,1.0
2006-05-10,42.71,42.89,41.55,41.79,2.321664345,204200,0.0,1.0
2006-05-09,42.97,43.23,42.45,42.86,2.38110873,162400,0.0,1.0
2006-05-08,43.08,43.4,42.4,43.11,2.394997605,156800,0.0,1.0
2006-05-05,43.3,43.3,42.44,43.24,2.40221982,167600,0.0,1.0
2006-05-04,42.81,43.2,42.29,43.16,2.39777538,183300,0.0,1.0
2006-05-03,42.26,43.29,41.97,42.71,2.372775405,206000,0.0,1.0
2006-05-02,42.34,42.88,42.27,42.36,2.35333098,423400,0.0,1.0
2006-05-01,42.77,43.1575,42.22,42.49,2.360553195,1486200,0.0,1.0
2006-04-28,40.58,43.5,40.26,42.69,2.371664295,771200,0.0,1.0
2006-04-27,42.3,43.47,41.41,42.07,2.337219885,628800,0.0,1.0
2006-04-26,42.61,44.02,41.82,42.18,2.34333099,472600,0.0,1.0
2006-04-25,42.2,44.75,42.05,42.82,2.37888651,883400,0.0,1.0
2006-04-24,41.9,41.9,40.26,40.74,2.26333107,414100,0.0,1.0
2006-04-21,43.83,43.83,41.33,41.99,2.332775445,535300,0.0,1.0
2006-04-20,42.0,44.27,41.75,43.56,2.41999758,369000,0.0,1.0
2006-04-19,41.24,42.25,41.24,42.0,2.333331,203000,0.0,1.0
2006-04-18,40.0,41.36,39.72,41.17,2.287219935,189600,0.0,1.0
2006-04-17,39.82,40.34,39.31,39.79,2.210553345,152700,0.0,1.0
2006-04-13,39.04,39.73,39.0,39.6,2.1999978,89300,0.0,1.0
2006-04-12,39.76,39.76,38.5101,39.16,2.17555338,211700,0.0,1.0
2006-04-11,41.34,42.0,39.6,39.67,2.203886685,226300,0.0,1.0
2006-04-10,39.97,41.06,39.8,40.69,2.260553295,258400,0.0,1.0
2006-04-07,40.53,40.98,39.78,40.12,2.22888666,232200,0.0,1.0
2006-04-06,39.94,41.23,39.88,40.68,2.25999774,320900,0.0,1.0
2006-04-05,39.67,40.15,39.39,40.04,2.22444222,179300,0.0,1.0
2006-04-04,38.76,39.8,38.5,39.11,2.172775605,264300,0.0,1.0
2006-04-03,40.93,40.95,38.64,38.98,2.16555339,362000,0.0,1.0
2006-03-31,40.07,41.1,39.5801,40.54,2.25221997,246100,0.0,1.0
2006-03-30,39.67,40.39,39.17,39.93,2.218331115,531000,0.0,1.0
2006-03-29,38.43,39.71,38.22,39.71,2.206108905,186100,0.0,1.0
2006-03-28,39.69,39.69,38.0,38.38,2.13222009,213700,0.0,1.0
2006-03-27,39.78,40.1,39.12,39.64,2.20222002,142800,0.0,1.0
2006-03-24,39.02,40.1,38.8,39.78,2.20999779,301600,0.0,1.0
2006-03-23,38.5,39.0,37.9855,38.84,2.15777562,124100,0.0,1.0
2006-03-22,37.67,38.42,37.23,38.22,2.12333121,133200,0.0,1.0
2006-03-21,37.26,38.74,37.22,37.46,2.08110903,236100,0.0,1.0
2006-03-20,36.35,38.31,36.22,37.37,2.076109035,328200,0.0,1.0
2006-03-17,36.63,36.75,36.18,36.34,2.01888687,312700,0.0,1.0
2006-03-16,36.15,36.91,36.12,36.45,2.024997975,299900,0.0,1.0
2006-03-15,35.73,36.68,35.56,36.16,2.00888688,157700,0.0,1.0
2006-03-14,35.43,36.1,35.19,35.7,1.98333135,206400,0.0,1.0
2006-03-13,35.6,36.1,35.31,35.44,1.96888692,152800,0.0,1.0
2006-03-10,35.34,35.75,35.21,35.5,1.97222025,229700,0.0,1.0
2006-03-09,34.84,36.0,34.8,35.35,1.963886925,376600,0.0,1.0
2006-03-08,34.9,35.28,34.3,34.83,1.934998065,271900,0.0,1.0
2006-03-07,35.76,35.9,34.56,34.9,1.93888695,306600,0.0,1.0
2006-03-06,36.17,36.48,35.67,35.9,1.99444245,150600,0.0,1.0
2006-03-03,36.5,36.87,36.0,36.26,2.01444243,227500,0.0,1.0
2006-03-02,36.65,37.64,36.42,36.64,2.03555352,472400,0.0,1.0
2006-03-01,35.45,37.25,35.39,36.73,2.040553515,1665000,0.0,1.0
2006-02-28,35.36,35.87,33.5,33.9,1.88333145,659300,0.0,1.0
2006-02-27,35.28,36.25,35.028,35.59,1.977220245,514900,0.0,1.0
2006-02-24,34.59,35.25,34.59,35.22,1.95666471,277500,0.0,1.0
2006-02-23,33.05,34.99,33.02,34.593,1.9218314115,623300,0.0,1.0
2006-02-22,31.6,33.25,31.51,33.16,1.84222038,367000,0.0,1.0
2006-02-21,31.44,31.81,31.0,31.51,1.750553805,355700,0.0,1.0
2006-02-17,32.02,32.07,31.5,31.59,1.754998245,194000,0.0,1.0
2006-02-16,31.7,32.1,31.5,31.7,1.76110935,257400,0.0,1.0
2006-02-15,32.2,32.21,31.5,31.92,1.77333156,116800,0.0,1.0
2006-02-14,31.5,32.12,31.25,31.79,1.766109345,290900,0.0,1.0
2006-02-13,32.37,32.37,31.42,31.55,1.752776025,363900,0.0,1.0
2006-02-10,32.29,32.5,31.3,32.41,1.800553755,209600,0.0,1.0
2006-02-09,31.37,32.75,31.13,32.3,1.79444265,201900,0.0,1.0
2006-02-08,31.68,31.81,31.25,31.42,1.74555381,183200,0.0,1.0
2006-02-07,32.13,32.16,31.15,31.73,1.762776015,296100,0.0,1.0
2006-02-06,32.48,33.0,32.0,32.32,1.79555376,136800,0.0,1.0
2006-02-03,32.77,32.82,32.07,32.59,1.810553745,139100,0.0,1.0
2006-02-02,33.29,33.84,31.99,32.57,1.809442635,460900,0.0,1.0
2006-02-01,31.97,33.27,31.94,33.27,1.848331485,410100,0.0,1.0
2006-01-31,32.22,32.32,30.56,31.93,1.773887115,329900,0.0,1.0
2006-01-30,31.37,32.41,31.13,32.0,1.777776,210900,0.0,1.0
2006-01-27,30.75,31.74,30.62,31.65,1.758331575,274700,0.0,1.0
2006-01-26,30.44,31.18,30.1,30.74,1.70777607,257300,0.0,1.0
2006-01-25,30.81,31.3,30.25,30.98,1.72110939,167100,0.0,1.0
2006-01-24,31.24,31.37,30.33,30.78,1.70999829,287800,0.0,1.0
2006-01-23,31.4,32.61,30.55,31.24,1.73555382,438100,0.0,1.0
2006-01-20,30.61,30.69,29.7,30.05,1.669442775,283200,0.0,1.0
2006-01-19,31.5,31.54,30.52,30.67,1.703887185,194900,0.0,1.0
2006-01-18,31.25,31.75,30.4301,31.17,1.731664935,206700,0.0,1.0
2006-01-17,32.2,32.38,31.07,31.3,1.73888715,237500,0.0,1.0
2006-01-13,32.65,32.7,31.29,32.35,1.797220425,346900,0.0,1.0
