,GTLS_Open,GTLS_High,GTLS_Low,GTLS_Close,GTLS_Adj Close,GTLS_Volume,GTLS_Dividend Amount,GTLS_Split Coefficient
2010-11-12,24.55,24.58,23.52,23.77,23.77,155600,0.0,1.0
2010-11-11,24.37,24.91,24.23,24.74,24.74,73400,0.0,1.0
2010-11-10,25.19,25.2,24.56,24.69,24.69,238900,0.0,1.0
2010-11-09,24.92,25.13,24.69,25.05,25.05,168600,0.0,1.0
2010-11-08,24.6,24.9,24.55,24.78,24.78,90500,0.0,1.0
2010-11-05,24.71,24.899,24.07,24.82,24.82,222200,0.0,1.0
2010-11-04,24.0,25.0,24.0,24.78,24.78,166200,0.0,1.0
2010-11-03,23.75,23.95,23.42,23.92,23.92,188500,0.0,1.0
2010-11-02,23.5,23.85,23.11,23.85,23.85,165200,0.0,1.0
2010-11-01,23.63,24.19,22.78,23.2,23.2,234700,0.0,1.0
2010-10-29,24.12,24.12,22.66,23.3,23.3,540400,0.0,1.0
2010-10-28,21.05,24.76,21.05,24.13,24.13,1141000,0.0,1.0
2010-10-27,21.32,21.35,20.28,20.39,20.39,348400,0.0,1.0
2010-10-26,21.66,21.96,21.37,21.44,21.44,319300,0.0,1.0
2010-10-25,21.73,22.25,21.57,21.66,21.66,163500,0.0,1.0
2010-10-22,21.41,21.73,21.03,21.44,21.44,104200,0.0,1.0
2010-10-21,22.06,22.49,21.0925,21.41,21.41,132800,0.0,1.0
2010-10-20,20.75,22.13,20.43,21.84,21.84,139900,0.0,1.0
2010-10-19,21.35,21.44,20.29,20.61,20.61,183600,0.0,1.0
2010-10-18,21.32,21.85,21.32,21.74,21.74,58000,0.0,1.0
2010-10-15,21.76,21.79,21.0,21.19,21.19,110500,0.0,1.0
2010-10-14,21.15,21.59,20.99,21.41,21.41,98000,0.0,1.0
2010-10-13,21.13,21.6,21.0,21.36,21.36,164000,0.0,1.0
2010-10-12,21.09,21.189,20.64,20.91,20.91,109000,0.0,1.0
2010-10-11,21.09,21.76,20.96,21.22,21.22,85200,0.0,1.0
2010-10-08,20.82,21.32,20.55,21.05,21.05,169800,0.0,1.0
2010-10-07,21.34,21.34,20.54,20.87,20.87,132000,0.0,1.0
2010-10-06,21.0,21.55,20.83,21.2,21.2,251900,0.0,1.0
2010-10-05,20.57,21.26,20.33,21.13,21.13,278300,0.0,1.0
2010-10-04,20.7,20.83,19.91,20.24,20.24,162500,0.0,1.0
2010-10-01,20.61,20.88,19.89,20.72,20.72,149100,0.0,1.0
2010-09-30,20.22,20.685,20.005,20.36,20.36,210300,0.0,1.0
2010-09-29,20.02,20.27,19.76,19.99,19.99,421400,0.0,1.0
2010-09-28,19.96,20.24,19.35,20.07,20.07,183600,0.0,1.0
2010-09-27,20.11,20.23,19.37,19.84,19.84,212200,0.0,1.0
2010-09-24,19.52,20.07,19.26,20.05,20.05,282500,0.0,1.0
2010-09-23,18.19,19.55,18.11,19.19,19.19,421000,0.0,1.0
2010-09-22,18.2,18.47,17.93,18.44,18.44,146800,0.0,1.0
2010-09-21,18.45,18.73,18.25,18.25,18.25,133100,0.0,1.0
2010-09-20,17.6,18.52,17.45,18.42,18.42,214400,0.0,1.0
2010-09-17,17.76,17.86,17.04,17.45,17.45,353200,0.0,1.0
2010-09-16,17.4,17.68,17.32,17.48,17.48,152500,0.0,1.0
2010-09-15,17.56,17.7,17.285,17.49,17.49,145600,0.0,1.0
2010-09-14,17.36,17.87,17.29,17.68,17.68,248700,0.0,1.0
2010-09-13,17.4,17.89,17.2,17.38,17.38,158900,0.0,1.0
2010-09-10,17.39,17.69,16.95,17.2,17.2,137700,0.0,1.0
2010-09-09,16.91,17.28,16.72,17.27,17.27,181500,0.0,1.0
2010-09-08,16.65,17.075,16.54,16.61,16.61,133500,0.0,1.0
2010-09-07,16.87,16.87,16.36,16.53,16.53,156400,0.0,1.0
2010-09-03,16.87,17.33,16.29,16.97,16.97,154900,0.0,1.0
2010-09-02,16.67,16.75,15.9,16.63,16.63,168200,0.0,1.0
2010-09-01,16.3,16.83,15.92,16.67,16.67,295500,0.0,1.0
2010-08-31,15.34,15.99,15.14,15.92,15.92,365600,0.0,1.0
2010-08-30,16.16,16.29,15.36,15.4,15.4,237000,0.0,1.0
2010-08-27,15.78,16.38,15.4,16.31,16.31,270100,0.0,1.0
2010-08-26,16.25,16.82,15.4,15.5,15.5,499400,0.0,1.0
2010-08-25,14.17,16.2,14.17,16.16,16.16,567600,0.0,1.0
2010-08-24,14.39,14.42,13.88,14.32,14.32,518900,0.0,1.0
2010-08-23,15.22,15.3195,14.37,14.47,14.47,220500,0.0,1.0
2010-08-20,15.17,15.37,14.85,15.13,15.13,170000,0.0,1.0
2010-08-19,15.83,15.86,15.15,15.3,15.3,212300,0.0,1.0
2010-08-18,15.57,16.05,15.4,15.9,15.9,145700,0.0,1.0
2010-08-17,15.25,15.9,15.12,15.61,15.61,267800,0.0,1.0
2010-08-16,14.85,15.2599,14.61,15.06,15.06,189700,0.0,1.0
2010-08-13,15.0,15.55,14.91,14.93,14.93,209100,0.0,1.0
2010-08-12,15.0,15.36,14.91,15.04,15.04,206300,0.0,1.0
2010-08-11,16.17,16.45,15.21,15.3,15.3,332900,0.0,1.0
2010-08-10,16.41,16.98,15.93,16.7,16.7,399800,0.0,1.0
2010-08-09,17.36,17.47,16.63,16.7,16.7,173600,0.0,1.0
2010-08-06,16.98,17.34,16.71,17.24,17.24,141600,0.0,1.0
2010-08-05,17.76,17.79,17.04,17.24,17.24,185500,0.0,1.0
2010-08-04,18.11,18.11,17.7,17.91,17.91,193800,0.0,1.0
2010-08-03,18.04,18.4,17.66,17.93,17.93,131700,0.0,1.0
2010-08-02,18.0,18.25,17.75,18.1,18.1,229100,0.0,1.0
2010-07-30,17.81,18.58,17.69,17.81,17.81,349000,0.0,1.0
2010-07-29,17.95,18.58,17.53,18.05,18.05,211000,0.0,1.0
2010-07-28,18.12,18.33,17.74,17.77,17.77,223100,0.0,1.0
2010-07-27,18.74,18.81,18.2,18.23,18.23,190200,0.0,1.0
2010-07-26,18.64,18.77,18.08,18.6,18.6,370500,0.0,1.0
2010-07-23,17.73,18.64,17.64,18.5,18.5,328000,0.0,1.0
2010-07-22,16.6,17.91,16.6,17.88,17.88,293700,0.0,1.0
2010-07-21,15.95,16.56,15.95,16.44,16.44,272500,0.0,1.0
2010-07-20,15.3,15.89,15.18,15.72,15.72,262800,0.0,1.0
2010-07-19,15.44,15.65,15.23,15.63,15.63,98400,0.0,1.0
2010-07-16,16.09,16.22,15.38,15.41,15.41,218700,0.0,1.0
2010-07-15,16.3,16.49,15.96,16.31,16.31,120800,0.0,1.0
2010-07-14,16.29,16.5,16.09,16.32,16.32,125700,0.0,1.0
2010-07-13,15.64,16.4,15.3,16.35,16.35,203800,0.0,1.0
2010-07-12,15.61,15.76,15.174,15.3,15.3,152000,0.0,1.0
2010-07-09,14.79,15.67,14.79,15.64,15.64,196400,0.0,1.0
2010-07-08,14.58,15.13,14.58,14.85,14.85,458400,0.0,1.0
2010-07-07,14.26,14.44,13.85,14.345,14.345,844300,0.0,1.0
2010-07-06,15.43,15.74,13.93,14.14,14.14,566400,0.0,1.0
2010-07-02,15.52,15.54,15.01,15.02,15.02,275600,0.0,1.0
2010-07-01,15.57,15.8,15.0,15.43,15.43,294300,0.0,1.0
2010-06-30,15.88,16.32,15.44,15.58,15.58,274300,0.0,1.0
2010-06-29,16.63,16.64,15.75,15.88,15.88,361800,0.0,1.0
2010-06-28,17.21,17.48,16.9601,16.99,16.99,158300,0.0,1.0
2010-06-25,16.96,17.26,16.79,17.21,17.21,1422600,0.0,1.0
2010-06-24,17.34,17.56,16.72,16.79,16.79,302100,0.0,1.0
2010-06-23,17.59,17.87,17.11,17.52,17.52,163100,0.0,1.0
2010-06-22,18.38,18.78,17.6,17.66,17.66,206200,0.0,1.0
2010-06-21,18.74,19.13,18.08,18.32,18.32,156000,0.0,1.0
2010-06-18,18.07,18.42,17.89,18.39,18.39,312300,0.0,1.0
2010-06-17,18.68,18.75,17.61,17.96,17.96,234700,0.0,1.0
2010-06-16,18.21,18.92,18.07,18.5,18.5,113400,0.0,1.0
2010-06-15,18.01,18.59,17.77,18.47,18.47,189300,0.0,1.0
2010-06-14,18.34,18.72,17.88,17.99,17.99,133900,0.0,1.0
2010-06-11,17.82,18.32,17.58,18.13,18.13,412700,0.0,1.0
2010-06-10,17.81,18.36,17.7,18.195,18.195,347500,0.0,1.0
2010-06-09,16.56,17.88,16.49,17.4,17.4,249200,0.0,1.0
2010-06-08,16.91,17.18,16.13,16.41,16.41,154600,0.0,1.0
2010-06-07,17.28,17.57,16.71,16.79,16.79,283100,0.0,1.0
2010-06-04,17.66,17.9,17.13,17.23,17.23,278300,0.0,1.0
2010-06-03,17.65,18.37,17.63,18.27,18.27,193700,0.0,1.0
2010-06-02,17.03,17.62,16.76,17.62,17.62,160300,0.0,1.0
2010-06-01,18.2,18.24,16.95,16.97,16.97,238000,0.0,1.0
2010-05-28,18.67,18.72,17.935,18.42,18.42,273600,0.0,1.0
2010-05-27,18.34,18.78,18.05,18.75,18.75,257500,0.0,1.0
2010-05-26,18.0,18.93,17.61,17.72,17.72,345900,0.0,1.0
2010-05-25,16.5,17.9,16.18,17.86,17.86,307200,0.0,1.0
2010-05-24,17.62,17.74,16.95,16.97,16.97,159200,0.0,1.0
2010-05-21,16.84,18.14,16.8101,17.68,17.68,297200,0.0,1.0
2010-05-20,17.48,17.8975,16.91,17.2,17.2,384400,0.0,1.0
2010-05-19,18.71,18.77,17.36,18.13,18.13,417600,0.0,1.0
2010-05-18,19.75,19.87,18.62,18.85,18.85,214000,0.0,1.0
2010-05-17,19.78,20.04,18.75,19.43,19.43,189000,0.0,1.0
2010-05-14,20.27,20.3825,19.38,19.68,19.68,219300,0.0,1.0
2010-05-13,20.96,20.98,20.3,20.49,20.49,149800,0.0,1.0
2010-05-12,20.26,21.12,20.26,20.99,20.99,266400,0.0,1.0
2010-05-11,19.93,20.61,19.73,20.23,20.23,351500,0.0,1.0
2010-05-10,19.75,20.5,19.635,20.16,20.16,533400,0.0,1.0
2010-05-07,19.63,19.85,18.17,18.74,18.74,516900,0.0,1.0
2010-05-06,20.55,21.25,18.49,19.82,19.82,475900,0.0,1.0
2010-05-05,21.18,21.5599,20.53,20.83,20.83,383600,0.0,1.0
2010-05-04,22.97,22.97,21.49,21.69,21.69,471800,0.0,1.0
2010-05-03,23.08,23.56,22.9,23.34,23.34,222900,0.0,1.0
2010-04-30,23.9,24.15,22.98,22.99,22.99,353500,0.0,1.0
2010-04-29,24.5,25.02,21.77,23.97,23.97,1208000,0.0,1.0
2010-04-28,24.46,24.99,24.2908,24.83,24.83,217100,0.0,1.0
2010-04-27,25.53,25.9,24.45,24.51,24.51,227000,0.0,1.0
2010-04-26,25.65,26.43,25.55,25.7,25.7,160200,0.0,1.0
2010-04-23,25.7,25.77,25.1,25.62,25.62,183200,0.0,1.0
2010-04-22,25.88,25.99,25.1,25.75,25.75,150000,0.0,1.0
2010-04-21,24.9775,26.4,24.96,26.2,26.2,242100,0.0,1.0
2010-04-20,24.57,25.09,24.15,25.0,25.0,343600,0.0,1.0
2010-04-19,24.35,24.76,24.0,24.48,24.48,275700,0.0,1.0
2010-04-16,24.12,24.9,23.95,24.44,24.44,392600,0.0,1.0
2010-04-15,23.2,24.24,23.18,24.15,24.15,167500,0.0,1.0
2010-04-14,22.62,23.17,22.5,23.17,23.17,161800,0.0,1.0
2010-04-13,22.32,22.54,22.14,22.51,22.51,430100,0.0,1.0
2010-04-12,21.58,22.5,21.53,22.46,22.46,197400,0.0,1.0
2010-04-09,21.62,21.71,21.43,21.63,21.63,120700,0.0,1.0
2010-04-08,21.53,21.89,21.21,21.69,21.69,154100,0.0,1.0
2010-04-07,21.32,21.85,21.32,21.73,21.73,207900,0.0,1.0
2010-04-06,21.85,21.88,21.27,21.44,21.44,162000,0.0,1.0
2010-04-05,20.47,21.53,20.3,21.53,21.53,215600,0.0,1.0
2010-04-01,20.15,20.39,20.0,20.38,20.38,163100,0.0,1.0
2010-03-31,20.24,20.43,19.96,20.0,20.0,200800,0.0,1.0
2010-03-30,20.6,20.86,19.84,20.3,20.3,239500,0.0,1.0
2010-03-29,20.81,20.93,20.37,20.62,20.62,155400,0.0,1.0
2010-03-26,20.68,21.05,20.36,20.55,20.55,177600,0.0,1.0
2010-03-25,20.41,21.19,20.29,20.5,20.5,174600,0.0,1.0
2010-03-24,20.9,21.11,20.26,20.3,20.3,268000,0.0,1.0
2010-03-23,21.14,21.38,20.6001,20.98,20.98,145900,0.0,1.0
2010-03-22,19.97,21.8,19.69,21.07,21.07,374900,0.0,1.0
2010-03-19,20.09,20.18,19.67,20.13,20.13,447900,0.0,1.0
2010-03-18,19.99,20.27,19.62,19.95,19.95,154900,0.0,1.0
2010-03-17,20.25,20.58,19.81,19.86,19.86,143000,0.0,1.0
2010-03-16,19.71,20.14,19.5,20.13,20.13,195800,0.0,1.0
2010-03-15,19.5,19.69,19.2,19.66,19.66,135400,0.0,1.0
2010-03-12,20.44,20.44,19.46,19.61,19.61,243600,0.0,1.0
2010-03-11,19.7,20.29,19.3,20.22,20.22,231600,0.0,1.0
2010-03-10,19.85,19.99,19.5206,19.85,19.85,144700,0.0,1.0
2010-03-09,19.85,20.06,19.6452,19.79,19.79,163900,0.0,1.0
2010-03-08,20.31,20.41,19.8,19.89,19.89,125900,0.0,1.0
2010-03-05,19.94,20.444,19.58,20.26,20.26,165600,0.0,1.0
2010-03-04,20.15,20.39,19.58,19.79,19.79,221600,0.0,1.0
2010-03-03,21.15,21.22,20.09,20.15,20.15,301600,0.0,1.0
2010-03-02,21.1,21.79,20.85,21.0,21.0,281600,0.0,1.0
2010-03-01,20.52,21.33,20.5,20.98,20.98,372200,0.0,1.0
2010-02-26,19.57,20.48,19.19,20.36,20.36,391600,0.0,1.0
2010-02-25,19.07,19.74,18.72,19.49,19.49,416100,0.0,1.0
2010-02-24,17.09,19.78,16.75,19.53,19.53,766600,0.0,1.0
2010-02-23,17.84,17.84,17.18,17.2,17.2,299800,0.0,1.0
2010-02-22,18.5,18.566,17.86,17.94,17.94,322200,0.0,1.0
2010-02-19,17.53,18.12,17.46,17.96,17.96,260500,0.0,1.0
2010-02-18,16.81,17.61,16.77,17.53,17.53,292500,0.0,1.0
2010-02-17,16.66,16.935,16.4801,16.8,16.8,177500,0.0,1.0
2010-02-16,16.38,16.64,15.8701,16.61,16.61,216700,0.0,1.0
2010-02-12,16.02,16.1,15.76,16.1,16.1,260800,0.0,1.0
2010-02-11,15.64,16.25,15.5,16.19,16.19,466700,0.0,1.0
2010-02-10,15.68,16.0,15.6,15.67,15.67,217100,0.0,1.0
2010-02-09,16.0,16.54,15.6,15.7,15.7,500100,0.0,1.0
2010-02-08,16.5,16.55,15.77,15.78,15.78,284000,0.0,1.0
2010-02-05,16.82,16.91,16.0,16.45,16.45,305500,0.0,1.0
2010-02-04,16.9,17.05,16.67,16.81,16.81,462400,0.0,1.0
2010-02-03,16.55,17.05,16.55,17.03,17.03,313900,0.0,1.0
2010-02-02,16.53,17.09,16.2,16.73,16.73,333500,0.0,1.0
2010-02-01,16.29,16.57,16.01,16.46,16.46,265400,0.0,1.0
2010-01-29,16.5,16.7,16.06,16.13,16.13,557400,0.0,1.0
2010-01-28,16.74,16.95,16.3,16.47,16.47,221200,0.0,1.0
2010-01-27,16.3,16.75,15.87,16.68,16.68,692600,0.0,1.0
2010-01-26,17.1,17.1,16.42,16.44,16.44,455800,0.0,1.0
2010-01-25,17.74,17.882,17.01,17.14,17.14,232000,0.0,1.0
2010-01-22,18.43,18.5165,17.5,17.57,17.57,342500,0.0,1.0
2010-01-21,18.58,18.71,18.25,18.48,18.48,415000,0.0,1.0
2010-01-20,18.91,18.95,18.13,18.56,18.56,551500,0.0,1.0
2010-01-19,19.13,19.51,19.04,19.12,19.12,200500,0.0,1.0
2010-01-15,19.8,19.8,18.62,18.96,18.96,417300,0.0,1.0
2010-01-14,19.96,19.96,19.61,19.71,19.71,223400,0.0,1.0
2010-01-13,20.0,20.0756,19.56,19.97,19.97,179400,0.0,1.0
2010-01-12,20.7,20.71,19.59,19.94,19.94,271500,0.0,1.0
2010-01-11,20.95,21.38,20.75,20.87,20.87,270500,0.0,1.0
2010-01-08,19.65,21.0,19.61,20.67,20.67,594000,0.0,1.0
2010-01-07,18.43,19.75,17.81,19.64,19.64,534300,0.0,1.0
2010-01-06,17.62,18.55,17.5301,18.4,18.4,237800,0.0,1.0
2010-01-05,16.94,18.68,16.74,17.71,17.71,417600,0.0,1.0
2010-01-04,16.81,17.04,16.6,17.03,17.03,193600,0.0,1.0
2009-12-31,16.72,16.98,16.5,16.52,16.52,174400,0.0,1.0
2009-12-30,16.8,16.83,16.56,16.77,16.77,102100,0.0,1.0
2009-12-29,17.18,17.2,16.91,16.95,16.95,71000,0.0,1.0
2009-12-28,17.45,17.46,17.03,17.17,17.17,121900,0.0,1.0
2009-12-24,17.46,17.58,17.3,17.4,17.4,46600,0.0,1.0
2009-12-23,17.37,17.49,17.15,17.44,17.44,141500,0.0,1.0
2009-12-22,17.09,17.48,17.03,17.29,17.29,190700,0.0,1.0
2009-12-21,17.08,17.11,16.69,17.09,17.09,254200,0.0,1.0
2009-12-18,17.14,17.14,16.68,16.97,16.97,356400,0.0,1.0
2009-12-17,17.11,17.37,16.66,16.87,16.87,186500,0.0,1.0
2009-12-16,18.03,18.12,17.1,17.2,17.2,400700,0.0,1.0
2009-12-15,18.4,18.46,17.75,17.86,17.86,462200,0.0,1.0
2009-12-14,18.61,18.69,18.46,18.51,18.51,244800,0.0,1.0
2009-12-11,18.36,18.78,17.88,18.39,18.39,271100,0.0,1.0
2009-12-10,18.01,18.63,17.885,18.25,18.25,436800,0.0,1.0
2009-12-09,17.86,18.02,17.41,17.98,17.98,184500,0.0,1.0
2009-12-08,18.4,18.6,17.61,17.78,17.78,263700,0.0,1.0
2009-12-07,18.52,18.97,18.5122,18.6,18.6,239700,0.0,1.0
2009-12-04,17.52,18.57,16.94,18.37,18.37,360300,0.0,1.0
2009-12-03,17.28,17.6,16.94,16.95,16.95,168700,0.0,1.0
2009-12-02,16.8,17.3,16.7,17.13,17.13,433300,0.0,1.0
2009-12-01,16.89,17.02,16.64,16.89,16.89,303400,0.0,1.0
2009-11-30,16.66,16.75,15.9512,16.6,16.6,329200,0.0,1.0
2009-11-27,16.24,16.95,16.14,16.83,16.83,170900,0.0,1.0
2009-11-25,16.79,17.0,16.69,16.9,16.9,126600,0.0,1.0
2009-11-24,16.91,17.07,16.59,16.75,16.75,143700,0.0,1.0
2009-11-23,16.07,17.65,15.8,16.91,16.91,248500,0.0,1.0
2009-11-20,16.07,16.31,15.6001,15.72,15.72,209400,0.0,1.0
2009-11-19,17.06,17.06,16.11,16.19,16.19,175900,0.0,1.0
2009-11-18,17.64,17.793,17.08,17.16,17.16,162100,0.0,1.0
2009-11-17,17.62,17.87,17.59,17.67,17.67,253700,0.0,1.0
2009-11-16,17.63,18.11,17.5,17.95,17.95,316700,0.0,1.0
2009-11-13,16.93,17.54,16.71,17.49,17.49,321700,0.0,1.0
2009-11-12,17.61,18.03,16.74,16.88,16.88,292000,0.0,1.0
2009-11-11,18.49,18.56,17.34,17.72,17.72,260400,0.0,1.0
2009-11-10,19.22,19.45,18.03,18.23,18.23,263400,0.0,1.0
2009-11-09,19.13,19.5,18.75,19.33,19.33,136700,0.0,1.0
2009-11-06,19.09,19.7,18.57,18.86,18.86,193900,0.0,1.0
2009-11-05,19.28,19.78,19.03,19.39,19.39,247200,0.0,1.0
2009-11-04,19.79,19.92,18.74,19.05,19.05,309300,0.0,1.0
2009-11-03,19.11,19.83,18.96,19.72,19.72,212200,0.0,1.0
2009-11-02,19.87,20.244,18.95,19.25,19.25,344800,0.0,1.0
2009-10-30,21.07,21.23,19.21,19.77,19.77,428100,0.0,1.0
2009-10-29,20.79,21.62,20.79,21.28,21.28,394200,0.0,1.0
2009-10-28,21.3,21.37,20.0,20.05,20.05,258600,0.0,1.0
2009-10-27,21.72,22.03,21.19,21.42,21.42,158300,0.0,1.0
2009-10-26,21.94,22.8486,21.14,21.53,21.53,158300,0.0,1.0
2009-10-23,23.02,23.33,21.85,21.93,21.93,182100,0.0,1.0
2009-10-22,22.56,23.07,21.76,23.03,23.03,169600,0.0,1.0
2009-10-21,22.94,23.92,22.54,22.62,22.62,224700,0.0,1.0
2009-10-20,23.68,23.68,22.24,23.12,23.12,281800,0.0,1.0
2009-10-19,22.9,23.88,22.51,23.56,23.56,340800,0.0,1.0
2009-10-16,22.88,23.11,22.44,22.84,22.84,196800,0.0,1.0
2009-10-15,22.92,23.2999,22.54,23.09,23.09,129600,0.0,1.0
2009-10-14,22.71,23.28,22.62,23.2,23.2,165900,0.0,1.0
2009-10-13,22.45,22.59,22.05,22.33,22.33,150700,0.0,1.0
2009-10-12,23.09,23.09,22.25,22.42,22.42,236700,0.0,1.0
2009-10-09,22.18,22.9,22.14,22.69,22.69,162200,0.0,1.0
2009-10-08,21.95,22.59,21.32,22.13,22.13,247400,0.0,1.0
2009-10-07,21.37,21.86,21.28,21.7,21.7,70100,0.0,1.0
2009-10-06,21.38,21.79,21.14,21.57,21.57,145400,0.0,1.0
2009-10-05,20.34,21.31,20.34,21.21,21.21,196200,0.0,1.0
2009-10-02,20.19,20.77,20.19,20.26,20.26,166900,0.0,1.0
2009-10-01,21.52,21.54,20.3,20.39,20.39,189600,0.0,1.0
2009-09-30,21.78,22.22,21.49,21.59,21.59,365600,0.0,1.0
2009-09-29,21.81,22.06,21.59,21.82,21.82,219500,0.0,1.0
2009-09-28,21.65,22.19,21.0708,21.85,21.85,265800,0.0,1.0
2009-09-25,21.0,21.68,21.0,21.48,21.48,187600,0.0,1.0
2009-09-24,21.0,21.92,20.88,21.12,21.12,258800,0.0,1.0
2009-09-23,20.75,20.97,20.38,20.46,20.46,130400,0.0,1.0
2009-09-22,20.58,20.91,20.37,20.55,20.55,117400,0.0,1.0
2009-09-21,20.9,20.9,20.28,20.3,20.3,160300,0.0,1.0
2009-09-18,20.77,21.2968,20.1,21.2,21.2,242200,0.0,1.0
2009-09-17,21.55,21.79,20.54,20.63,20.63,210900,0.0,1.0
2009-09-16,21.15,21.66,21.13,21.55,21.55,169500,0.0,1.0
2009-09-15,20.7,21.38,20.1901,21.09,21.09,261100,0.0,1.0
2009-09-14,19.91,20.76,19.51,20.75,20.75,211900,0.0,1.0
2009-09-11,20.3,20.75,19.93,20.05,20.05,137200,0.0,1.0
2009-09-10,19.6,20.39,19.52,20.15,20.15,169200,0.0,1.0
2009-09-09,19.87,20.3,19.125,19.66,19.66,282300,0.0,1.0
2009-09-08,19.71,19.78,19.15,19.41,19.41,222900,0.0,1.0
2009-09-04,18.7,19.39,18.24,19.39,19.39,214900,0.0,1.0
2009-09-03,17.86,18.84,17.58,18.81,18.81,245000,0.0,1.0
2009-09-02,17.55,17.97,17.43,17.64,17.64,360500,0.0,1.0
2009-09-01,18.58,18.66,17.6021,17.65,17.65,298500,0.0,1.0
2009-08-31,19.45,19.59,18.56,18.66,18.66,222600,0.0,1.0
2009-08-28,20.17,20.17,19.5,19.73,19.73,120100,0.0,1.0
2009-08-27,20.45,20.45,19.5,19.96,19.96,122600,0.0,1.0
2009-08-26,20.53,20.74,20.0,20.37,20.37,144200,0.0,1.0
2009-08-25,21.01,21.3691,20.54,20.64,20.64,247800,0.0,1.0
2009-08-24,21.96,22.34,20.62,20.92,20.92,293800,0.0,1.0
2009-08-21,21.47,22.27,20.55,21.82,21.82,401600,0.0,1.0
2009-08-20,20.67,21.15,20.65,21.08,21.08,137300,0.0,1.0
2009-08-19,19.89,21.0,19.68,20.72,20.72,125000,0.0,1.0
2009-08-18,19.73,21.01,19.73,20.26,20.26,148700,0.0,1.0
2009-08-17,20.14,20.26,19.5,19.63,19.63,197500,0.0,1.0
2009-08-14,22.16,22.28,20.45,20.73,20.73,197300,0.0,1.0
2009-08-13,21.91,22.23,21.47,22.14,22.14,214600,0.0,1.0
2009-08-12,20.86,22.042,20.86,21.66,21.66,191100,0.0,1.0
2009-08-11,21.18,21.56,20.51,20.77,20.77,153800,0.0,1.0
2009-08-10,21.56,22.05,21.11,21.29,21.29,144100,0.0,1.0
2009-08-07,21.68,22.21,21.0787,21.83,21.83,330000,0.0,1.0
2009-08-06,21.43,21.84,20.98,21.05,21.05,357700,0.0,1.0
2009-08-05,21.97,22.75,20.98,21.4,21.4,261900,0.0,1.0
2009-08-04,20.43,22.18,20.43,21.73,21.73,354600,0.0,1.0
2009-08-03,19.35,20.88,19.35,20.54,20.54,604500,0.0,1.0
2009-07-31,18.23,19.46,18.07,19.26,19.26,494400,0.0,1.0
2009-07-30,20.22,21.36,17.92,18.14,18.14,927300,0.0,1.0
2009-07-29,19.33,19.47,18.75,19.21,19.21,261400,0.0,1.0
2009-07-28,20.0,20.27,18.84,19.51,19.51,270600,0.0,1.0
2009-07-27,20.35,20.58,19.51,20.27,20.27,386100,0.0,1.0
2009-07-24,19.94,20.42,19.51,20.34,20.34,218400,0.0,1.0
2009-07-23,19.86,20.52,19.78,20.12,20.12,315900,0.0,1.0
2009-07-22,19.72,20.19,19.43,19.9,19.9,246300,0.0,1.0
2009-07-21,19.81,20.48,19.3901,19.91,19.91,252300,0.0,1.0
2009-07-20,19.38,19.6,18.96,19.55,19.55,314500,0.0,1.0
2009-07-17,19.22,19.59,18.8,19.17,19.17,285800,0.0,1.0
2009-07-16,18.91,19.34,18.4,19.27,19.27,271200,0.0,1.0
2009-07-15,18.17,19.0978,18.17,19.03,19.03,397400,0.0,1.0
2009-07-14,16.5,17.93,16.5,17.74,17.74,392500,0.0,1.0
2009-07-13,16.18,16.64,15.58,16.49,16.49,350100,0.0,1.0
2009-07-10,16.37,16.64,15.81,16.13,16.13,300000,0.0,1.0
2009-07-09,16.22,17.04,16.1725,16.54,16.54,263200,0.0,1.0
2009-07-08,16.17,16.43,15.3601,16.08,16.08,369400,0.0,1.0
2009-07-07,16.92,17.0,16.04,16.06,16.06,351700,0.0,1.0
2009-07-06,18.02,18.17,16.75,16.96,16.96,358400,0.0,1.0
2009-07-02,18.87,18.97,18.18,18.21,18.21,249300,0.0,1.0
2009-07-01,18.59,19.49,18.2,19.31,19.31,281800,0.0,1.0
2009-06-30,18.73,18.94,17.9,18.18,18.18,306700,0.0,1.0
2009-06-29,19.52,19.76,18.67,18.8,18.8,245200,0.0,1.0
2009-06-26,19.18,19.69,18.74,19.51,19.51,520000,0.0,1.0
2009-06-25,18.42,19.56,18.37,19.29,19.29,287500,0.0,1.0
2009-06-24,18.62,19.6,18.24,18.56,18.56,191500,0.0,1.0
2009-06-23,18.14,18.77,17.9901,18.41,18.41,304500,0.0,1.0
2009-06-22,19.5,19.54,18.09,18.1,18.1,354300,0.0,1.0
2009-06-19,20.3,20.71,19.37,19.86,19.86,598200,0.0,1.0
2009-06-18,19.9,20.17,19.32,20.0,20.0,236700,0.0,1.0
2009-06-17,20.12,20.25,19.5,19.99,19.99,334100,0.0,1.0
2009-06-16,20.44,21.25,19.97,20.17,20.17,353900,0.0,1.0
2009-06-15,21.53,21.64,19.75,20.02,20.02,507800,0.0,1.0
2009-06-12,22.24,22.39,21.15,22.33,22.33,431600,0.0,1.0
2009-06-11,22.65,23.06,22.23,22.26,22.26,383000,0.0,1.0
2009-06-10,23.2,23.42,22.11,22.55,22.55,396000,0.0,1.0
2009-06-09,22.61,23.02,22.39,22.68,22.68,452700,0.0,1.0
2009-06-08,24.05,24.05,21.98,22.43,22.43,808900,0.0,1.0
2009-06-05,24.17,24.62,23.63,24.32,24.32,449300,0.0,1.0
