,GPOR_Open,GPOR_High,GPOR_Low,GPOR_Close,GPOR_Adj Close,GPOR_Volume,GPOR_Dividend Amount,GPOR_Split Coefficient
2021-11-11,79.06,82.09,78.9,79.46,79.46,39091,0.0,1.0
2021-11-10,81.73,82.155,79.17,79.27,79.27,90901,0.0,1.0
2021-11-09,82.06,82.72,80.29,82.16,82.16,64334,0.0,1.0
2021-11-08,81.59,83.64,81.19,82.49,82.49,31134,0.0,1.0
2021-11-05,81.32,82.01,79.6,81.84,81.84,24541,0.0,1.0
2021-11-04,81.94,83.8025,80.47,81.37,81.37,41482,0.0,1.0
2021-11-03,83.26,83.63,79.7,81.66,81.66,96903,0.0,1.0
2021-11-02,82.34,83.26,81.2011,82.5,82.5,66401,0.0,1.0
2021-11-01,82.7,83.85,81.74,82.35,82.35,28615,0.0,1.0
2021-10-29,83.71,83.83,81.84,82.04,82.04,109686,0.0,1.0
2021-10-28,84.4,85.9899,83.84,83.97,83.97,24933,0.0,1.0
2021-10-27,84.0,85.6,83.2045,84.0,84.0,56432,0.0,1.0
2021-10-26,84.51,86.21,84.18,84.74,84.74,45232,0.0,1.0
2021-10-25,83.23,84.805,83.23,84.19,84.19,56769,0.0,1.0
2021-10-22,83.38,84.5812,82.69,83.0,83.0,18606,0.0,1.0
2021-10-21,84.25,86.15,82.62,83.14,83.14,22170,0.0,1.0
2021-10-20,82.7,84.63,82.7,84.0,84.0,85323,0.0,1.0
2021-10-19,83.52,83.84,82.11,82.94,82.94,17650,0.0,1.0
2021-10-18,84.42,85.058,82.37,83.47,83.47,56430,0.0,1.0
2021-10-15,86.7,87.36,84.17,84.42,84.42,24746,0.0,1.0
2021-10-14,87.11,87.275,86.09,86.73,86.73,32285,0.0,1.0
2021-10-13,86.96,87.44,86.35,86.96,86.96,56549,0.0,1.0
2021-10-12,88.14,88.855,86.6754,87.72,87.72,57467,0.0,1.0
2021-10-11,85.67,88.8,85.67,87.86,87.86,59688,0.0,1.0
2021-10-08,83.37,85.88,82.75,85.8,85.8,49382,0.0,1.0
2021-10-07,82.59,83.71,82.0,82.72,82.72,84397,0.0,1.0
2021-10-06,82.74,82.975,81.04,81.93,81.93,36978,0.0,1.0
2021-10-05,83.5,83.85,82.1,83.5,83.5,83729,0.0,1.0
2021-10-04,81.98,83.53,81.845,83.14,83.14,63568,0.0,1.0
2021-10-01,82.06,83.25,81.44,82.02,82.02,32981,0.0,1.0
2021-09-30,81.65,82.95,81.0001,82.21,82.21,38850,0.0,1.0
2021-09-29,82.4,82.46,81.8,82.22,82.22,35959,0.0,1.0
2021-09-28,84.28,84.28,81.55,82.79,82.79,55345,0.0,1.0
2021-09-27,81.87,83.75,81.87,82.99,82.99,77678,0.0,1.0
2021-09-24,80.26,81.86,78.52,81.0,81.0,57214,0.0,1.0
2021-09-23,77.0203,87.26,77.0203,79.98,79.98,182917,0.0,1.0
2021-09-22,79.29,79.84,77.215,78.0,78.0,32685,0.0,1.0
2021-09-21,79.2,80.75,78.56,78.59,78.59,128067,0.0,1.0
2021-09-20,77.94,79.74,76.3222,78.27,78.27,130194,0.0,1.0
2021-09-17,80.0,81.935,78.57,78.57,78.57,923769,0.0,1.0
2021-09-16,76.9,79.98,76.6772,79.97,79.97,311826,0.0,1.0
2021-09-15,74.41,78.14,74.35,76.72,76.72,306688,0.0,1.0
2021-09-14,72.5,73.56,71.52,73.04,73.04,105060,0.0,1.0
2021-09-13,71.09,73.02,71.09,72.17,72.17,102869,0.0,1.0
2021-09-10,72.0,72.0,70.5284,71.27,71.27,54228,0.0,1.0
2021-09-09,71.62,72.5,71.1701,71.76,71.76,55132,0.0,1.0
2021-09-08,72.04,72.8599,70.83,71.74,71.74,72456,0.0,1.0
2021-09-07,70.39,72.38,70.38,71.71,71.71,181921,0.0,1.0
2021-09-03,69.38,70.2,69.27,69.92,69.92,38597,0.0,1.0
2021-09-02,68.12,70.13,68.05,69.0,69.0,49561,0.0,1.0
2021-09-01,66.65,67.95,66.215,67.94,67.94,44507,0.0,1.0
2021-08-31,66.28,68.01,66.0,66.86,66.86,42396,0.0,1.0
2021-08-30,67.0,67.475,66.1,66.15,66.15,18003,0.0,1.0
2021-08-27,65.24,67.5,65.24,67.31,67.31,73136,0.0,1.0
2021-08-26,64.81,65.47,64.43,64.99,64.99,15930,0.0,1.0
2021-08-25,64.98,66.65,64.75,65.25,65.25,22636,0.0,1.0
2021-08-24,65.26,65.655,64.2,65.21,65.21,12718,0.0,1.0
2021-08-23,65.16,65.295,64.3,64.85,64.85,18758,0.0,1.0
2021-08-20,64.24,65.55,64.24,64.42,64.42,19607,0.0,1.0
2021-08-19,64.0,65.84,64.0,64.76,64.76,23699,0.0,1.0
2021-08-18,64.0001,65.44,64.0001,64.64,64.64,36992,0.0,1.0
2021-08-17,64.35,65.595,64.025,64.81,64.81,48611,0.0,1.0
2021-08-16,66.04,66.04,64.35,65.01,65.01,22775,0.0,1.0
2021-08-13,66.8,67.25,66.52,66.52,66.52,22018,0.0,1.0
2021-08-12,66.63,67.105,65.29,66.89,66.89,16681,0.0,1.0
2021-08-11,66.94,67.285,65.35,66.44,66.44,27695,0.0,1.0
2021-08-10,67.0,67.39,65.81,67.25,67.25,31524,0.0,1.0
2021-08-09,68.0,68.0,65.5,66.76,66.76,47627,0.0,1.0
2021-08-06,69.88,70.355,66.9725,68.55,68.55,25942,0.0,1.0
2021-08-05,69.71,70.315,69.02,69.4,69.4,71357,0.0,1.0
2021-08-04,70.0,71.12,69.29,69.36,69.36,144385,0.0,1.0
2021-08-03,67.35,71.18,66.0,70.76,70.76,33138,0.0,1.0
2021-08-02,68.8,68.989,67.59,68.18,68.18,36431,0.0,1.0
2021-07-30,68.75,68.75,67.28,68.3,68.3,11530,0.0,1.0
2021-07-29,67.35,68.9799,66.96,68.71,68.71,24968,0.0,1.0
2021-07-28,66.74,67.31,66.74,66.88,66.88,14571,0.0,1.0
2021-07-27,67.13,69.1225,65.78,66.88,66.88,29929,0.0,1.0
2021-07-26,65.58,69.05,65.44,67.49,67.49,57791,0.0,1.0
2021-07-23,65.91,66.8925,64.81,65.0,65.0,28070,0.0,1.0
2021-07-22,65.88,66.475,65.0,65.64,65.64,11350,0.0,1.0
2021-07-21,62.59,66.415,62.59,65.75,65.75,17332,0.0,1.0
2021-07-20,63.6,64.47,60.43,61.62,61.62,142523,0.0,1.0
2021-07-19,66.13,66.13,63.0,63.02,63.02,18633,0.0,1.0
2021-07-16,68.61,68.61,66.5,67.7,67.7,26795,0.0,1.0
2021-07-15,68.22,69.22,68.05,68.24,68.24,43569,0.0,1.0
2021-07-14,68.79,69.69,67.0834,68.5,68.5,33511,0.0,1.0
2021-07-13,67.89,69.57,67.42,69.33,69.33,36006,0.0,1.0
2021-07-12,65.9,70.24,65.9,68.79,68.79,35229,0.0,1.0
2021-07-09,65.31,66.46,65.2,66.31,66.31,55661,0.0,1.0
2021-07-08,64.08,65.3,63.59,65.3,65.3,12109,0.0,1.0
2021-07-07,63.52,65.11,63.52,63.86,63.86,19278,0.0,1.0
2021-07-06,64.46,64.59,62.4683,63.09,63.09,8073,0.0,1.0
2021-07-02,65.15,66.0,64.49,64.49,64.49,17717,0.0,1.0
2021-07-01,62.04,66.0,62.04,65.82,65.82,41782,0.0,1.0
2021-06-30,62.4,65.33,62.4,64.7,64.7,48503,0.0,1.0
2021-06-29,62.75,63.4258,61.1864,62.59,62.59,27630,0.0,1.0
2021-06-28,64.75,65.3499,62.24,62.52,62.52,26487,0.0,1.0
2021-06-25,64.8,65.7443,64.75,64.75,64.75,27732,0.0,1.0
2021-06-24,65.105,65.105,64.1944,64.61,64.61,20541,0.0,1.0
2021-06-23,63.89,64.95,63.89,64.48,64.48,33597,0.0,1.0
2021-06-22,64.24,64.7799,63.02,64.19,64.19,15945,0.0,1.0
2021-06-21,62.74,65.5,62.74,64.0,64.0,51732,0.0,1.0
2021-06-18,63.72,63.79,62.82,62.82,62.82,17583,0.0,1.0
2021-06-17,65.09,65.09,64.27,64.27,64.27,3187,0.0,1.0
2021-06-16,66.27,66.27,65.0,65.1,65.1,20569,0.0,1.0
2021-06-15,65.8,67.0,65.8,66.7,66.7,204209,0.0,1.0
2021-06-14,65.48,66.51,65.21,65.73,65.73,15817,0.0,1.0
2021-06-11,64.88,66.6299,64.88,65.75,65.75,95497,0.0,1.0
2021-06-10,63.0,63.99,63.0,63.6,63.6,39571,0.0,1.0
2021-06-09,61.79,63.2,60.01,62.97,62.97,41190,0.0,1.0
2021-06-08,61.225,63.165,61.01,61.79,61.79,108411,0.0,1.0
2021-06-07,63.12,64.09,61.0,62.17,62.17,31134,0.0,1.0
2021-06-04,63.705,64.4999,62.0,63.55,63.55,41131,0.0,1.0
2021-06-03,62.63,64.27,62.33,63.6,63.6,65119,0.0,1.0
2021-06-02,63.0,63.87,62.95,63.5,63.5,17561,0.0,1.0
2021-06-01,62.5,63.81,61.605,63.53,63.53,109590,0.0,1.0
2021-05-28,61.6,64.76,61.6,62.5,62.5,4709,0.0,1.0
2021-05-27,63.34,65.7,62.228,62.23,62.23,18660,0.0,1.0
2021-05-26,60.8,62.17,60.8,61.21,61.21,11352,0.0,1.0
2021-05-25,58.75,62.55,58.71,61.8,61.8,12738,0.0,1.0
2021-05-24,59.9,63.95,59.9,63.0,63.0,32283,0.0,1.0
2021-05-21,64.51,65.125,63.0,63.59,63.59,54500,0.0,1.0
2021-05-20,64.0,70.0,64.0,66.05,66.05,48020,0.0,1.0
2021-05-19,67.0,82.16,64.953,68.01,68.01,100920,0.0,1.0
