,ZBH_Open,ZBH_High,ZBH_Low,ZBH_Close,ZBH_Adj Close,ZBH_Volume,ZBH_Dividend Amount,ZBH_Split Coefficient
2012-05-04,63.560001,63.849998,63.130001,63.150002,55.2627503891125,1838600,0.0,1.0
2012-05-03,63.790001,64.779999,63.459999,64.019997,56.0240855435401,2255400,0.0,1.0
2012-05-02,63.990002,64.059998,63.380001,63.77,55.805312441854,2163800,0.0,1.0
2012-05-01,62.990002,64.839996,62.630001,64.489998,56.4353847853934,2733700,0.0,1.0
2012-04-30,63.0,63.119999,62.57,62.93,55.0702259991512,1598200,0.0,1.0
2012-04-27,63.009998,64.489998,62.509998,63.02,55.1489852608693,2334900,0.0,1.0
2012-04-26,61.150002,62.540001,60.279999,62.07,54.3176374982888,2857200,0.0,1.0
2012-04-25,63.080002,63.889999,62.939999,63.43,55.5077774531409,1928700,0.0,1.0
2012-04-24,62.200001,62.389999,61.900002,62.389999,54.5976695537393,1345600,0.0,1.0
2012-04-23,62.400002,62.490002,61.650002,62.130001,54.3701445478705,1645600,0.0,1.0
2012-04-20,63.07,63.279999,62.709999,63.080002,55.2014931855539,2940300,0.0,1.0
2012-04-19,64.349998,64.440002,62.830002,63.060001,55.1839902522914,2874100,0.0,1.0
2012-04-18,65.0,66.410004,64.220001,64.290001,56.2603668291062,3091000,0.0,1.0
2012-04-17,63.5,64.830002,63.5,64.650002,56.5754047510818,1778000,0.0,1.0
2012-04-16,63.75,63.75,62.669998,63.209999,55.3152539382825,1676200,0.0,1.0
2012-04-13,64.239998,64.760002,63.279999,63.369999,55.4552704035593,1824900,0.0,1.0
2012-04-12,63.150002,64.559998,63.02,64.220001,56.1991096255477,2584400,0.0,1.0
2012-04-11,63.599998,63.959999,63.09,63.189999,55.2977518801229,1312100,0.0,1.0
2012-04-10,63.98,64.239998,63.150002,63.150002,55.2627503891125,1738000,0.0,1.0
2012-04-09,63.91,64.309998,63.349998,64.150002,56.137853297092,1193500,0.0,1.0
2012-04-05,64.32,64.809998,64.07,64.720001,56.6366610795374,1084300,0.0,1.0
2012-04-04,64.669998,65.139999,64.339996,64.57,56.5053947682376,1770400,0.0,1.0
2012-04-03,65.120003,65.779999,64.660004,65.120003,56.986703992935,1618600,0.0,1.0
2012-04-02,64.5,65.769997,64.220001,65.25,57.1004647456637,2510600,0.0,1.0
2012-03-30,63.43,64.330002,63.43,64.279999,56.2516140498206,1787400,0.0,1.0
2012-03-29,63.310001,63.52,62.59,63.290001,55.3852639211267,1668600,0.0,1.0
2012-03-28,64.059998,64.330002,63.43,63.619999,55.6740461305541,1266800,0.18,1.0
2012-03-27,64.589996,64.809998,64.110001,64.25,56.0667322876933,1301600,0.0,1.0
2012-03-26,63.889999,64.650002,63.810001,64.43,56.2238064014955,758000,0.0,1.0
2012-03-23,63.200001,63.689999,63.099998,63.490002,55.4035322191302,839200,0.0,1.0
2012-03-22,63.240002,63.48,62.790001,63.16,55.1155612652251,867100,0.0,1.0
2012-03-21,63.98,64.010002,63.439999,63.619999,55.516972016752,761100,0.0,1.0
2012-03-20,63.849998,64.139999,63.709999,63.849998,55.7176769561985,993600,0.0,1.0
2012-03-19,63.990002,64.529999,63.73,64.32,56.127816665283,839300,0.0,1.0
2012-03-16,63.77,64.290001,63.59,64.099998,55.9358354475903,1810600,0.0,1.0
2012-03-15,62.970001,63.900002,62.720001,63.869999,55.7351305081438,958400,0.0,1.0
2012-03-14,62.990002,63.48,62.43,62.73,54.7403286600312,1093600,0.0,1.0
2012-03-13,61.84,63.119999,61.580002,62.990002,54.9672152363466,1357900,0.0,1.0
2012-03-12,61.59,61.73,61.16,61.459999,53.6320826511269,812000,0.0,1.0
2012-03-09,60.98,61.799999,60.830002,61.560001,53.7193477929515,1766500,0.0,1.0
2012-03-08,60.669998,61.220001,60.27,60.950001,53.1870410739555,997900,0.0,1.0
2012-03-07,60.0,60.540001,59.889999,60.330002,52.6460088879378,1130300,0.0,1.0
2012-03-06,59.860001,60.049999,59.669998,59.84,52.2184164995419,1239000,0.0,1.0
2012-03-05,60.080002,60.529999,59.959999,60.439999,52.7419960062483,1015500,0.0,1.0
2012-03-02,60.299999,60.5,60.07,60.240002,52.5674718310368,635400,0.0,1.0
2012-03-01,60.869999,60.93,60.139999,60.369999,52.6809116286586,1451200,0.0,1.0
2012-02-29,61.5,61.5,60.490002,60.75,53.0125134082081,2429500,0.0,1.0
2012-02-28,61.959999,62.02,61.110001,61.419998,53.5971764198702,1389700,0.0,1.0
2012-02-27,61.77,62.290001,61.169998,62.009998,54.1120304595549,1086700,0.0,1.0
2012-02-24,61.41,62.360001,61.380001,62.209999,54.2865581253023,1379600,0.0,1.0
2012-02-23,61.130001,61.549999,60.82,61.400002,53.5797272310947,1465200,0.0,1.0
2012-02-22,60.490002,61.439999,60.490002,61.009998,53.2393964939877,1079600,0.0,1.0
2012-02-21,61.549999,61.970001,61.049999,61.25,53.4488303909917,849700,0.0,1.0
2012-02-17,61.869999,62.0,61.32,61.529999,53.6931670287166,1268300,0.0,1.0
2012-02-16,61.529999,61.66,61.0,61.540001,53.7018951136402,1636100,0.0,1.0
2012-02-15,61.880001,62.0,61.189999,61.560001,53.7193477929515,1472700,0.0,1.0
2012-02-14,61.41,61.799999,61.150002,61.790001,53.920053605032,2151000,0.0,1.0
2012-02-13,60.900002,61.740002,60.900002,61.25,53.4488303909917,1686600,0.0,1.0
2012-02-10,60.709999,60.860001,59.759998,60.84,53.0910504651092,2737700,0.0,1.0
2012-02-09,62.439999,62.439999,60.450001,61.029999,53.256850045933,3199900,0.0,1.0
2012-02-08,62.459999,63.02,62.09,62.470001,54.5134447016177,1768700,0.0,1.0
2012-02-07,62.310001,62.5,61.77,62.360001,54.4174549654053,1119700,0.0,1.0
2012-02-06,62.41,62.779999,61.98,62.59,54.6181599048518,1623700,0.0,1.0
2012-02-03,61.950001,62.68,61.759998,62.509998,54.5483474423385,2026600,0.0,1.0
2012-02-02,60.900002,61.57,60.799999,61.360001,53.5448209998381,1818500,0.0,1.0
2012-02-01,60.639999,61.580002,60.32,60.849998,53.0997750594969,2630600,0.0,1.0
2012-01-31,61.119999,61.599998,60.419998,60.75,53.0125134082081,1873800,0.0,1.0
2012-01-30,60.049999,61.200001,59.639999,60.950001,53.1870410739555,2432500,0.0,1.0
2012-01-27,59.57,60.919998,59.380001,60.5,52.7943549168163,1766700,0.0,1.0
2012-01-26,60.91,61.889999,59.049999,59.610001,52.0177115600954,4641400,0.0,1.0
2012-01-25,56.310001,58.07,55.98,57.75,50.3946115115065,2796700,0.0,1.0
2012-01-24,55.580002,56.700001,54.959999,56.549999,49.3474498801919,1861500,0.0,1.0
2012-01-23,55.91,56.419998,55.720001,56.060001,48.9198609823318,1002500,0.0,1.0
2012-01-20,56.110001,56.240002,55.669998,56.049999,48.9111328974082,1028600,0.0,1.0
2012-01-19,55.290001,56.470001,55.0,56.139999,48.9896699543093,1818900,0.0,1.0
2012-01-18,55.299999,55.700001,54.790001,55.549999,48.4748159146246,1308700,0.0,1.0
2012-01-17,55.529999,56.220001,55.049999,55.189999,48.1606676870204,1452300,0.0,1.0
2012-01-13,54.849998,55.189999,54.610001,55.040001,48.0297743374533,1046300,0.0,1.0
2012-01-12,55.419998,55.419998,54.619999,55.060001,48.0472270167646,1557400,0.0,1.0
2012-01-11,55.189999,55.5,54.869999,55.299999,48.2566574232328,1182400,0.0,1.0
2012-01-10,54.830002,55.790001,54.540001,55.52,48.4486377682916,2765600,0.0,1.0
2012-01-09,53.939999,54.5,53.889999,54.380001,47.4538359201789,1711600,0.0,1.0
2012-01-06,53.860001,54.310001,53.639999,53.98,47.1047814613181,1643000,0.0,1.0
2012-01-05,52.970001,53.970001,52.700001,53.84,46.9826127061387,2199000,0.0,1.0
2012-01-04,53.66,53.919998,52.990002,53.209999,46.4328524351974,1755000,0.0,1.0
2012-01-03,54.48,54.84,53.889999,53.939999,47.0698752300614,1958100,0.0,1.0
2011-12-30,53.259998,54.060001,53.23,53.419998,46.6161046953325,1106900,0.0,1.0
2011-12-29,53.119999,53.5,52.860001,53.439999,46.6335582472778,1101000,0.0,1.0
2011-12-28,53.41,53.599998,53.09,53.16,46.389221609553,2361400,0.0,1.0
2011-12-27,53.169998,53.720001,52.970001,53.279999,46.4939368127871,934500,0.0,1.0
2011-12-23,53.099998,53.439999,52.799999,53.209999,46.4328524351974,1278900,0.0,1.0
2011-12-22,52.48,53.099998,52.34,53.040001,46.2845064063189,2344600,0.0,1.0
2011-12-21,50.650002,52.060001,50.52,51.830002,45.2286201806165,2672400,0.0,1.0
2011-12-20,49.869999,50.939999,49.849998,50.700001,44.2425429268916,3211300,0.0,1.0
2011-12-19,48.740002,49.299999,47.549999,47.700001,41.62464103019,1710900,0.0,1.0
2011-12-16,48.150002,48.41,47.380001,47.52,41.4675660437539,3411000,0.0,1.0
2011-12-15,48.0,48.48,47.599998,47.740002,41.6595472614466,1473100,0.0,1.0
2011-12-14,47.57,47.720001,47.0,47.470001,41.4239352181095,1670000,0.0,1.0
2011-12-13,48.5,48.849998,47.360001,47.720001,41.6420937095013,1750300,0.0,1.0
2011-12-12,48.779999,48.939999,48.02,48.27,42.1220415179293,1673500,0.0,1.0
2011-12-09,48.27,49.48,48.169998,49.259998,42.9859473985729,2054400,0.0,1.0
2011-12-08,48.689999,48.860001,47.82,48.080002,41.9562428097395,2046400,0.0,1.0
2011-12-07,49.400002,49.490002,48.580002,49.080002,42.8288767753067,2744400,0.0,1.0
2011-12-06,49.720001,50.029999,49.419998,49.689999,43.3611808764008,1201600,0.0,1.0
2011-12-05,50.02,50.610001,49.419998,49.610001,43.2913719044233,2738800,0.0,1.0
2011-12-02,51.240002,51.59,48.080002,48.919998,42.6892518502801,5917500,0.0,1.0
2011-12-01,50.470001,51.650002,50.290001,50.860001,44.3821643613823,1358800,0.0,1.0
2011-11-30,49.360001,50.59,49.130001,50.549999,44.1116460867886,2008700,0.0,1.0
2011-11-29,48.560001,48.740002,47.91,48.029999,41.9126084935592,1746000,0.0,1.0
2011-11-28,48.450001,48.889999,48.09,48.43,42.2616629524201,1453400,0.0,1.0
2011-11-25,47.610001,48.049999,47.41,47.41,41.3715763075415,695000,0.0,1.0
2011-11-23,47.57,48.02,47.25,47.57,41.5111977420323,2440900,0.0,1.0
2011-11-22,48.25,48.68,47.52,47.860001,41.7642624646807,1753300,0.0,1.0
2011-11-21,47.959999,48.450001,47.66,48.139999,42.0085982297716,2439100,0.0,1.0
2011-11-18,50.380001,50.48,48.349998,48.439999,42.2703884194418,3882700,0.0,1.0
2011-11-17,51.119999,51.119999,49.860001,50.0,43.6316982783606,2016800,0.0,1.0
2011-11-16,51.650002,51.810001,51.0,51.16,44.6439536784185,3394500,0.0,1.0
2011-11-15,52.259998,52.490002,51.529999,52.209999,45.5602184696302,1657200,0.0,1.0
2011-11-14,52.200001,52.549999,51.689999,52.5,45.8132831922786,2235600,0.0,1.0
2011-11-11,51.950001,52.77,51.77,52.5,45.8132831922786,1228500,0.0,1.0
2011-11-10,52.09,52.349998,51.580002,51.669998,45.0889952555899,2232200,0.0,1.0
2011-11-09,52.73,53.27,51.459999,51.669998,45.0889952555899,2006600,0.0,1.0
2011-11-08,53.150002,54.119999,52.950001,54.049999,47.1658649662738,1772600,0.0,1.0
2011-11-07,51.27,52.900002,51.27,52.860001,46.1274322925168,1664100,0.0,1.0
2011-11-04,52.279999,52.369999,51.169998,51.299999,44.766121560964,3165700,0.0,1.0
2011-11-03,52.369999,52.790001,51.860001,52.689999,45.9790827731024,2010900,0.0,1.0
2011-11-02,51.380001,52.330002,51.220001,51.84,45.2373447750043,1874700,0.0,1.0
2011-11-01,51.619999,52.43,50.619999,50.810001,44.338532663104,3480100,0.0,1.0
2011-10-31,53.84,54.080002,52.630001,52.630001,45.9267264804363,1522000,0.0,1.0
2011-10-28,54.110001,54.849998,54.040001,54.299999,47.3840234576656,2115200,0.0,1.0
2011-10-27,53.970001,55.060001,51.369999,54.169998,47.2705801695079,4954600,0.0,1.0
2011-10-26,54.259998,54.419998,52.860001,54.02,47.1396868199408,2919800,0.0,1.0
2011-10-25,54.639999,54.790001,53.470001,53.580002,46.7557296203591,1476900,0.0,1.0
2011-10-24,54.32,55.43,54.32,55.0,47.9948681061966,1470400,0.0,1.0
2011-10-21,53.639999,54.650002,53.57,54.639999,47.6807190059585,1676500,0.0,1.0
2011-10-20,53.02,53.400002,52.099998,53.130001,46.3630434632199,1619000,0.0,1.0
2011-10-19,52.630001,53.700001,52.400002,53.02,46.2670528543736,1832500,0.0,1.0
2011-10-18,51.73,53.099998,51.18,52.560001,45.8656421028466,1528300,0.0,1.0
2011-10-17,52.360001,52.860001,51.82,51.959999,45.3420599782384,1250500,0.0,1.0
2011-10-14,53.639999,54.0,52.810001,52.959999,46.2146939438056,1706800,0.0,1.0
2011-10-13,53.529999,53.59,52.25,52.990002,46.2408755806745,1828500,0.0,1.0
2011-10-12,54.09,54.75,53.759998,53.799999,46.947706474882,1256300,0.0,1.0
2011-10-11,53.490002,54.130001,53.41,53.799999,46.947706474882,1134700,0.0,1.0
2011-10-10,53.490002,54.130001,52.959999,53.790001,46.9389818804943,1542200,0.0,1.0
2011-10-07,53.650002,53.650002,52.490002,52.75,46.0314416836704,1343700,0.0,1.0
2011-10-06,52.040001,53.049999,51.650002,53.049999,46.2932310007066,1693900,0.0,1.0
2011-10-05,51.529999,52.23,51.07,52.040001,45.4118724407517,2033800,0.0,1.0
2011-10-04,50.459999,51.639999,49.669998,51.52,44.9581019060227,3000000,0.0,1.0
2011-10-03,53.009998,53.509998,51.009998,51.099998,44.5915938952166,2589800,0.0,1.0
2011-09-30,55.060001,55.34,53.470001,53.48,46.6684644785345,2356800,0.0,1.0
2011-09-29,55.77,55.77,54.73,55.66,48.570806523471,3145000,0.0,1.0
2011-09-28,56.540001,56.560001,54.84,54.98,47.9774154268853,2275100,0.0,1.0
2011-09-27,56.099998,57.419998,56.0,56.529999,49.3299972008805,3274500,0.0,1.0
2011-09-26,54.049999,55.540001,53.709999,55.450001,48.3875542633359,2671700,0.0,1.0
2011-09-23,53.189999,53.650002,52.700001,53.52,46.7033698371572,2948900,0.0,1.0
2011-09-22,52.540001,53.709999,52.23,53.459999,46.6510109265892,4846500,0.0,1.0
2011-09-21,57.419998,57.450001,55.450001,55.459999,48.3962788577236,2304600,0.0,1.0
2011-09-20,56.779999,58.169998,56.59,57.290001,49.9932007599795,1999500,0.0,1.0
2011-09-19,56.16,56.779999,55.630001,56.5,49.3038190545475,3229400,0.0,1.0
2011-09-16,57.040001,57.349998,56.259998,56.939999,49.6877771267631,1823800,0.0,1.0
2011-09-15,56.630001,57.060001,55.549999,56.720001,49.4957993996062,2481300,0.0,1.0
2011-09-14,55.27,56.43,54.82,55.860001,48.7453341892184,2927200,0.0,1.0
2011-09-13,53.970001,55.16,53.439999,55.029999,48.0210462525297,3458600,0.0,1.0
2011-09-12,52.939999,53.720001,52.290001,53.720001,46.8778975029046,3896500,0.0,1.0
2011-09-09,56.23,56.299999,53.73,53.82,46.9651600268273,3557700,0.0,1.0
2011-09-08,56.700001,57.720001,56.07,56.900002,49.6528743860423,2365100,0.0,1.0
2011-09-07,55.700001,57.360001,55.540001,57.349998,50.0455561800117,3210400,0.0,1.0
2011-09-06,53.75,54.959999,53.470001,54.779999,47.8028877611379,1807100,0.0,1.0
2011-09-02,55.279999,55.639999,54.720001,54.919998,47.9250556436833,1327200,0.0,1.0
2011-09-01,56.869999,57.580002,56.240002,56.400002,49.2165574032587,1996000,0.0,1.0
2011-08-31,56.150002,57.25,56.09,56.889999,49.6441454284847,1907000,0.0,1.0
2011-08-30,55.43,56.119999,54.900002,55.77,48.6667962596834,1328700,0.0,1.0
2011-08-29,54.91,55.619999,54.779999,55.580002,48.5009975514936,1025500,0.0,1.0
2011-08-26,52.889999,54.349998,52.049999,54.18,47.2793082544315,1984800,0.0,1.0
2011-08-25,53.790001,54.0,52.389999,53.080002,46.3194126375755,1925800,0.0,1.0
2011-08-24,52.41,53.619999,52.18,53.48,46.6684644785345,1190300,0.0,1.0
2011-08-23,51.110001,53.0,50.720001,52.810001,46.0838005942384,3002800,0.0,1.0
2011-08-22,51.889999,52.049999,50.889999,51.060001,44.5566911544958,3004000,0.0,1.0
2011-08-19,50.009998,51.869999,49.919998,50.98,44.4868795646164,3360000,0.0,1.0
2011-08-18,51.580002,51.669998,50.02,50.470001,44.0418371148111,2117500,0.0,1.0
2011-08-17,53.310001,53.810001,52.080002,52.799999,46.0750725093148,1472400,0.0,1.0
2011-08-16,53.060001,53.459999,52.32,53.049999,46.2932310007066,2310800,0.0,1.0
2011-08-15,53.700001,53.82,52.59,53.380001,46.5812019546117,1888700,0.0,1.0
2011-08-12,53.18,53.470001,51.5,53.23,46.4503059871427,4113500,0.0,1.0
2011-08-11,51.759998,53.290001,51.150002,52.75,46.0314416836704,3981100,0.0,1.0
2011-08-10,53.290001,53.849998,51.34,51.48,44.9231965474001,3531500,0.0,1.0
2011-08-09,51.799999,54.73,51.799999,54.349998,47.42765428331,6722400,0.0,1.0
2011-08-08,55.66,56.580002,53.740002,53.900002,47.0349724893406,5633300,0.0,1.0
2011-08-05,57.23,58.16,55.650002,57.560001,50.2288119306827,4640800,0.0,1.0
2011-08-04,56.84,58.169998,56.459999,56.5,49.3038190545475,5755700,0.0,1.0
2011-08-03,57.32,57.73,56.610001,57.540001,50.2113592513713,2994000,0.0,1.0
2011-08-02,57.580002,58.400002,57.27,57.290001,49.9932007599795,2744500,0.0,1.0
2011-08-01,60.41,60.439999,58.139999,58.540001,51.0839932169385,2525900,0.0,1.0
2011-07-29,59.639999,60.57,59.25,60.02,52.375490613344,1940100,0.0,1.0
2011-07-28,60.849998,61.099998,60.099998,60.240002,52.5674718310368,2578900,0.0,1.0
2011-07-27,60.990002,62.189999,60.450001,60.84,53.0910504651092,3011200,0.0,1.0
2011-07-26,62.189999,62.209999,61.16,61.580002,53.7368013448968,1755200,0.0,1.0
2011-07-25,62.610001,62.669998,61.880001,62.240002,54.3127397621712,2430200,0.0,1.0
2011-07-22,64.620003,64.629997,63.099998,63.290001,55.2290045533828,1537200,0.0,1.0
2011-07-21,64.330002,65.239998,64.169998,64.739998,56.4943211855534,1704600,0.0,1.0
2011-07-20,63.580002,64.18,62.93,63.860001,55.7264059137561,1698700,0.0,1.0
2011-07-19,63.459999,63.610001,62.490002,63.509998,55.4209814079057,1628500,0.0,1.0
2011-07-18,63.439999,63.5,62.400002,63.220001,55.1679201757931,840800,0.0,1.0
2011-07-15,64.0,64.120003,63.220001,63.68,55.56933092732,825200,0.0,1.0
2011-07-14,64.010002,64.559998,63.57,63.860001,55.7264059137561,1040700,0.0,1.0
2011-07-13,63.810001,64.879997,63.619999,63.91,55.7700367394005,1465300,0.0,1.0
2011-07-12,62.77,63.950001,62.700001,63.57,55.4733411911076,1501700,0.0,1.0
2011-07-11,63.619999,63.82,62.189999,62.77,54.7752340186539,1462400,0.0,1.0
2011-07-08,65.139999,65.139999,64.220001,64.519997,56.3023408404946,2023900,0.0,1.0
2011-07-07,64.970001,66.029999,64.550003,65.730003,57.3582331746347,1744700,0.0,1.0
2011-07-06,64.5,64.879997,64.160004,64.550003,56.3285250952654,2019100,0.0,1.0
2011-07-05,64.900002,64.970001,64.230003,64.419998,56.2150783165718,1211200,0.0,1.0
2011-07-01,62.970001,65.25,62.939999,65.089996,56.7997413282339,1764900,0.0,1.0
2011-06-30,62.650002,63.279999,62.619999,63.200001,55.1504674964817,1094600,0.0,1.0
2011-06-29,63.02,63.099998,62.349998,62.650002,54.6705196880537,1015600,0.0,1.0
2011-06-28,62.119999,63.02,62.02,62.860001,54.8537719481889,1148400,0.0,1.0
2011-06-27,61.52,62.310001,61.490002,62.119999,54.2080210684012,822900,0.0,1.0
2011-06-24,61.990002,62.119999,61.419998,61.5,53.6669888823835,2604300,0.0,1.0
2011-06-23,61.52,62.07,60.73,62.009998,54.1120304595549,1934400,0.0,1.0
2011-06-22,63.169998,63.240002,62.110001,62.150002,54.2342027052701,1940700,0.0,1.0
2011-06-21,62.75,63.689999,62.59,63.48,55.3948041342066,1542100,0.0,1.0
2011-06-20,61.860001,62.400002,61.790001,62.240002,54.3127397621712,1173000,0.0,1.0
2011-06-17,62.619999,63.119999,61.759998,62.049999,54.1469366908115,2272200,0.0,1.0
2011-06-16,62.91,63.139999,62.18,62.509998,54.5483474423385,1246500,0.0,1.0
2011-06-15,63.5,63.990002,62.599998,62.790001,54.7926875705992,1141900,0.0,1.0
2011-06-14,63.93,64.239998,63.630001,63.790001,55.6653215361664,1397200,0.0,1.0
2011-06-13,63.049999,63.650002,62.939999,63.400002,55.3249951622292,1570800,0.0,1.0
2011-06-10,63.91,64.040001,62.84,62.860001,54.8537719481889,1297600,0.0,1.0
2011-06-09,63.73,64.419998,63.509998,64.050003,55.8922081124818,1064500,0.0,1.0
2011-06-08,64.279999,64.449997,63.259998,63.43,55.3511724359282,2322000,0.0,1.0
2011-06-07,65.339996,65.449997,64.459999,64.470001,56.2587126327521,1626300,0.0,1.0
2011-06-06,65.739998,65.739998,65.110001,65.110001,56.8171983707151,1052700,0.0,1.0
2011-06-03,65.559998,65.900002,65.300003,65.82,57.4367676136339,1954700,0.0,1.0
2011-06-02,66.5,66.620003,65.910004,66.330002,57.8818126813411,1641800,0.0,1.0
2011-06-01,67.68,68.059998,66.529999,66.529999,58.0563368565526,1060000,0.0,1.0
2011-05-31,68.470001,68.639999,67.610001,67.760002,59.1296792521022,1617700,0.0,1.0
2011-05-27,68.040001,68.379997,67.809998,68.18,59.4961837723725,861300,0.0,1.0
2011-05-26,67.169998,68.029999,66.849998,68.029999,59.3652878049034,1391500,0.0,1.0
2011-05-25,66.639999,67.279999,66.419998,67.169998,58.6148217218817,1955600,0.0,1.0
2011-05-24,67.040001,67.269997,66.790001,66.970001,58.4402975466701,1489500,0.0,1.0
2011-05-23,67.120003,67.309998,66.57,67.0,58.4664756930032,1394200,0.0,1.0
2011-05-20,68.239998,68.419998,67.239998,67.699997,59.0773168509983,1402400,0.0,1.0
2011-05-19,68.980003,69.0,68.040001,68.279999,59.5834462962953,1848600,0.0,1.0
2011-05-18,68.68,69.110001,68.599998,68.870003,60.0983038265158,1814500,0.0,1.0
2011-05-17,68.540001,68.889999,68.220001,68.800003,60.0372194489261,1380200,0.0,1.0
2011-05-16,68.739998,69.0,68.610001,68.879997,60.1070249303676,1177200,0.0,1.0
2011-05-13,69.5,69.870003,68.480003,68.889999,60.1157530152912,998400,0.0,1.0
2011-05-12,69.010002,69.75,68.779999,69.540001,60.6829668381779,2066800,0.0,1.0
2011-05-11,69.279999,69.93,68.900002,69.150002,60.3426404642406,3158900,0.0,1.0
2011-05-10,68.150002,69.739998,68.080002,69.690002,60.8138628056469,2517100,0.0,1.0
2011-05-09,67.370003,68.029999,67.029999,67.940002,59.2867533659043,1597800,0.0,1.0
2011-05-06,67.139999,68.139999,66.580002,67.5,58.9027926757868,3163400,0.0,1.0
2011-05-05,65.779999,67.360001,65.709999,66.32,57.8730845964175,2281900,0.0,1.0
2011-05-04,66.160004,66.290001,65.519997,66.169998,57.7421877563145,1743000,0.0,1.0
2011-05-03,65.620003,66.279999,65.449997,66.139999,57.7160096099814,1200400,0.0,1.0
2011-05-02,65.660004,66.669998,65.57,65.889999,57.4978511185896,1701900,0.0,1.0
2011-04-29,66.290001,66.75,65.220001,65.25,56.9393662532606,2359100,0.0,1.0
2011-04-28,64.099998,66.669998,64.019997,65.760002,57.3844113209678,4135400,0.0,1.0
2011-04-27,62.759998,63.32,62.189999,62.91,54.8974027738333,1572900,0.0,1.0
2011-04-26,61.57,62.93,61.439999,62.790001,54.7926875705992,1700000,0.0,1.0
2011-04-25,62.119999,62.43,61.400002,61.439999,53.6146299718155,759600,0.0,1.0
2011-04-21,61.860001,62.369999,61.610001,62.240002,54.3127397621712,1111200,0.0,1.0
2011-04-20,62.77,62.810001,61.18,61.540001,53.7018951136402,3172700,0.0,1.0
2011-04-19,61.509998,63.32,61.400002,63.32,55.2551826997158,2112100,0.0,1.0
2011-04-18,61.560001,61.68,61.09,61.41,53.5884518254825,1101100,0.0,1.0
2011-04-15,60.330002,62.43,60.330002,62.0,54.1033058651671,2290300,0.0,1.0
2011-04-14,59.650002,60.880001,59.509998,60.169998,52.5063839629112,1597100,0.0,1.0
2011-04-13,59.77,60.150002,59.52,59.869999,52.244594645875,1030700,0.0,1.0
2011-04-12,59.720001,60.41,59.490002,59.66,52.0613423857398,1312200,0.0,1.0
2011-04-11,60.049999,60.610001,59.919998,60.419998,52.724542454303,907600,0.0,1.0
2011-04-08,61.0,61.049999,59.779999,59.91,52.2795008771316,1322700,0.0,1.0
2011-04-07,60.549999,61.43,60.439999,60.700001,52.9688825825637,1225800,0.0,1.0
2011-04-06,60.639999,61.259998,60.509998,60.700001,52.9688825825637,3137700,0.0,1.0
2011-04-05,60.610001,60.68,60.130001,60.380001,52.6896397135822,1292700,0.0,1.0
2011-04-04,61.27,61.419998,60.540001,60.82,53.0735977857978,1116700,0.0,1.0
2011-04-01,60.869999,61.720001,60.830002,61.279999,53.4750085373248,1278200,0.0,1.0
2011-03-31,60.700001,60.919998,60.400002,60.529999,52.8205330631494,1039300,0.0,1.0
2011-03-30,61.02,61.27,60.889999,60.950001,53.1870410739555,767200,0.0,1.0
2011-03-29,60.68,61.049999,60.259998,60.959999,53.1957656683433,913000,0.0,1.0
2011-03-28,60.77,60.939999,60.509998,60.57,52.855439294406,608300,0.0,1.0
2011-03-25,60.16,61.07,60.110001,60.740002,53.0037888138204,875700,0.0,1.0
2011-03-24,60.27,60.380001,59.630001,60.0,52.3580379340327,1498300,0.0,1.0
2011-03-23,60.540001,60.799999,59.709999,60.099998,52.4452995853215,1508800,0.0,1.0
2011-03-22,61.349998,61.380001,60.75,60.75,53.0125134082081,1007800,0.0,1.0
2011-03-21,60.91,61.66,60.91,61.360001,53.5448209998381,1163400,0.0,1.0
2011-03-18,60.450001,61.0,60.029999,60.310001,52.6285553359925,1586200,0.0,1.0
2011-03-17,60.23,60.389999,59.5,59.709999,52.1049732113842,1033900,0.0,1.0
2011-03-16,60.360001,60.889999,59.119999,59.41,51.843183894348,2031700,0.0,1.0
2011-03-15,59.75,60.849998,59.360001,60.669998,52.9427009456948,1692600,0.0,1.0
2011-03-14,61.23,61.48,60.369999,61.02,53.2481245789113,1055200,0.0,1.0
2011-03-11,61.419998,61.900002,60.689999,61.68,53.8240629961856,914100,0.0,1.0
2011-03-10,62.32,62.400002,61.27,61.27,53.4662830703031,1470900,0.0,1.0
2011-03-09,62.700001,63.27,62.630001,63.009998,54.9846644251221,891700,0.0,1.0
2011-03-08,61.98,63.0,61.689999,62.779999,54.7839594856756,1037400,0.0,1.0
2011-03-07,62.91,62.990002,61.599998,61.869999,53.9898625770094,1643600,0.0,1.0
2011-03-04,63.060001,63.349998,62.380001,62.75,54.7577813393425,1106000,0.0,1.0
2011-03-03,62.610001,63.400002,62.470001,63.220001,55.1679201757931,1346700,0.0,1.0
2011-03-02,61.060001,62.27,60.599998,62.209999,54.2865581253023,1535800,0.0,1.0
2011-03-01,63.330002,63.330002,61.209999,61.220001,53.4226522446587,1464700,0.0,1.0
2011-02-28,62.130001,62.860001,61.779999,62.34,54.40000141346,1544400,0.0,1.0
2011-02-25,61.34,62.330002,61.330002,62.0,54.1033058651671,1804000,0.0,1.0
2011-02-24,61.560001,61.970001,60.740002,61.009998,53.2393964939877,1840400,0.0,1.0
2011-02-23,63.200001,63.459999,61.450001,61.459999,53.6320826511269,2784600,0.0,1.0
2011-02-22,62.700001,63.18,61.939999,62.0,54.1033058651671,3326600,0.0,1.0
