,MDXG_Open,MDXG_High,MDXG_Low,MDXG_Close,MDXG_Adj Close,MDXG_Volume,MDXG_Dividend Amount,MDXG_Split Coefficient
2011-08-26,1.05,1.05,1.02,1.02,1.02,86300,0.0,1.0
2011-08-25,1.1,1.1,1.1,1.1,1.1,22000,0.0,1.0
2011-08-24,1.08,1.1,1.08,1.1,1.1,10000,0.0,1.0
2011-08-23,1.05,1.08,1.0,1.08,1.08,14400,0.0,1.0
2011-08-22,1.15,1.15,1.06,1.1,1.1,50400,0.0,1.0
2011-08-19,1.08,1.15,1.08,1.15,1.15,26800,0.0,1.0
2011-08-18,1.18,1.18,1.1,1.15,1.15,11100,0.0,1.0
2011-08-17,1.2,1.2,1.2,1.2,1.2,0,0.0,1.0
2011-08-16,1.2,1.2,1.2,1.2,1.2,5000,0.0,1.0
2011-08-15,1.1,1.25,1.1,1.15,1.15,12300,0.0,1.0
2011-08-12,1.25,1.25,1.21,1.25,1.25,11100,0.0,1.0
2011-08-11,1.1,1.25,1.1,1.2,1.2,35400,0.0,1.0
2011-08-10,1.1,1.15,1.1,1.15,1.15,14600,0.0,1.0
2011-08-09,1.1,1.15,1.08,1.15,1.15,13000,0.0,1.0
2011-08-08,0.9,1.25,0.9,1.08,1.08,12400,0.0,1.0
2011-08-05,1.05,1.15,1.05,1.15,1.15,7500,0.0,1.0
2011-08-04,1.18,1.18,1.1,1.1,1.1,19000,0.0,1.0
2011-08-03,1.18,1.18,1.18,1.18,1.18,3400,0.0,1.0
2011-08-02,1.2,1.2,1.2,1.2,1.2,10200,0.0,1.0
2011-08-01,1.2,1.2,1.2,1.2,1.2,3900,0.0,1.0
2011-07-29,1.15,1.15,1.15,1.15,1.15,5000,0.0,1.0
2011-07-28,1.2,1.2,1.15,1.15,1.15,28300,0.0,1.0
2011-07-27,1.23,1.25,1.2,1.2,1.2,6500,0.0,1.0
2011-07-26,1.23,1.28,1.23,1.23,1.23,164800,0.0,1.0
2011-07-25,1.34,1.34,1.16,1.23,1.23,59400,0.0,1.0
2011-07-22,1.35,1.35,1.34,1.34,1.34,23000,0.0,1.0
2011-07-21,1.35,1.35,1.3,1.3,1.3,16000,0.0,1.0
2011-07-20,1.34,1.35,1.34,1.35,1.35,2000,0.0,1.0
2011-07-19,1.34,1.35,1.34,1.35,1.35,6000,0.0,1.0
2011-07-18,1.3,1.34,1.3,1.34,1.34,4900,0.0,1.0
2011-07-15,1.3,1.3,1.3,1.3,1.3,1100,0.0,1.0
2011-07-14,1.3,1.36,1.25,1.25,1.25,22800,0.0,1.0
2011-07-13,1.35,1.35,1.35,1.35,1.35,5000,0.0,1.0
2011-07-12,1.25,1.39,1.25,1.39,1.39,5100,0.0,1.0
2011-07-11,1.45,1.45,1.32,1.32,1.32,59200,0.0,1.0
2011-07-08,1.4,1.4,1.3,1.3,1.3,106800,0.0,1.0
2011-07-07,1.3,1.35,1.3,1.3,1.3,37700,0.0,1.0
2011-07-06,1.1,1.3,1.1,1.3,1.3,39500,0.0,1.0
2011-07-05,1.05,1.1,1.03,1.1,1.1,12000,0.0,1.0
2011-07-01,1.01,1.01,1.01,1.01,1.01,0,0.0,1.0
2011-06-30,1.08,1.08,0.96,1.01,1.01,58000,0.0,1.0
2011-06-29,1.08,1.1,1.05,1.05,1.05,17000,0.0,1.0
2011-06-28,0.96,1.09,0.96,1.05,1.05,36500,0.0,1.0
2011-06-27,1.07,1.09,0.95,1.09,1.09,58200,0.0,1.0
2011-06-24,1.06,1.08,1.01,1.08,1.08,38000,0.0,1.0
2011-06-23,1.01,1.04,0.92,1.04,1.04,36300,0.0,1.0
2011-06-22,1.02,1.2,0.85,1.02,1.02,140200,0.0,1.0
2011-06-21,1.05,1.05,1.0,1.02,1.02,5300,0.0,1.0
2011-06-20,1.0,1.0,0.75,0.76,0.76,45600,0.0,1.0
2011-06-17,1.05,1.05,1.05,1.05,1.05,5000,0.0,1.0
2011-06-16,1.1,1.1,1.05,1.05,1.05,20400,0.0,1.0
2011-06-15,1.1,1.15,1.05,1.06,1.06,47800,0.0,1.0
2011-06-14,1.05,1.05,1.0,1.0,1.0,25500,0.0,1.0
2011-06-13,1.04,1.04,1.04,1.04,1.04,0,0.0,1.0
2011-06-10,1.07,1.07,1.01,1.04,1.04,38100,0.0,1.0
2011-06-09,1.0,1.04,0.99,1.04,1.04,7800,0.0,1.0
2011-06-08,0.95,0.95,0.95,0.95,0.95,700,0.0,1.0
2011-06-07,0.99,0.99,0.99,0.99,0.99,0,0.0,1.0
2011-06-06,0.99,0.99,0.99,0.99,0.99,0,0.0,1.0
2011-06-03,0.99,0.99,0.99,0.99,0.99,0,0.0,1.0
2011-06-02,1.02,1.02,0.99,0.99,0.99,3600,0.0,1.0
2011-06-01,0.99,0.99,0.99,0.99,0.99,1400,0.0,1.0
2011-05-31,0.99,0.99,0.99,0.99,0.99,0,0.0,1.0
2011-05-27,0.99,0.99,0.99,0.99,0.99,0,0.0,1.0
2011-05-26,0.99,0.99,0.99,0.99,0.99,2900,0.0,1.0
2011-05-25,0.95,0.95,0.95,0.95,0.95,0,0.0,1.0
2011-05-24,0.95,0.95,0.95,0.95,0.95,0,0.0,1.0
2011-05-23,0.95,0.95,0.95,0.95,0.95,1500,0.0,1.0
2011-05-20,1.04,1.04,1.04,1.04,1.04,0,0.0,1.0
2011-05-19,1.04,1.04,1.04,1.04,1.04,500,0.0,1.0
2011-05-18,1.04,1.04,1.04,1.04,1.04,0,0.0,1.0
2011-05-17,1.04,1.04,1.04,1.04,1.04,37100,0.0,1.0
2011-05-16,1.04,1.04,1.04,1.04,1.04,5900,0.0,1.0
2011-05-13,1.04,1.08,1.04,1.08,1.08,45200,0.0,1.0
2011-05-12,1.04,1.04,1.04,1.04,1.04,0,0.0,1.0
2011-05-11,1.06,1.06,1.04,1.04,1.04,2000,0.0,1.0
2011-05-10,1.08,1.08,1.08,1.08,1.08,4000,0.0,1.0
2011-05-09,1.0,1.08,1.0,1.08,1.08,41000,0.0,1.0
2011-05-06,1.0,1.0,0.98,1.0,1.0,6000,0.0,1.0
2011-05-05,0.95,0.98,0.95,0.98,0.98,6200,0.0,1.0
2011-05-04,0.98,0.98,0.98,0.98,0.98,2600,0.0,1.0
2011-05-03,0.98,0.98,0.98,0.98,0.98,13700,0.0,1.0
2011-05-02,1.04,1.04,0.98,0.98,0.98,8800,0.0,1.0
2011-04-29,1.04,1.04,1.04,1.04,1.04,11000,0.0,1.0
2011-04-28,1.04,1.04,1.04,1.04,1.04,6700,0.0,1.0
2011-04-27,1.1,1.1,0.98,1.04,1.04,20300,0.0,1.0
2011-04-26,1.06,1.12,1.05,1.05,1.05,9000,0.0,1.0
2011-04-25,1.1,1.12,1.1,1.12,1.12,17200,0.0,1.0
2011-04-21,1.1,1.1,1.1,1.1,1.1,200,0.0,1.0
2011-04-20,1.02,1.12,1.02,1.02,1.02,30400,0.0,1.0
2011-04-19,1.0,1.0,0.92,1.0,1.0,44800,0.0,1.0
2011-04-18,1.0,1.0,1.0,1.0,1.0,10500,0.0,1.0
2011-04-15,1.05,1.05,1.0,1.0,1.0,11200,0.0,1.0
2011-04-14,1.05,1.05,1.05,1.05,1.05,2100,0.0,1.0
2011-04-13,1.03,1.05,1.03,1.05,1.05,5700,0.0,1.0
2011-04-12,0.94,1.03,0.94,1.03,1.03,2100,0.0,1.0
2011-04-11,1.0,1.05,1.0,1.0,1.0,21000,0.0,1.0
2011-04-08,1.03,1.03,1.0,1.0,1.0,8000,0.0,1.0
2011-04-07,1.02,1.05,1.0,1.05,1.05,60700,0.0,1.0
2011-04-06,1.05,1.1,1.01,1.04,1.04,31600,0.0,1.0
2011-04-05,1.15,1.15,1.05,1.05,1.05,5600,0.0,1.0
2011-04-04,1.03,1.15,1.03,1.15,1.15,10100,0.0,1.0
2011-04-01,1.1,1.1,1.1,1.1,1.1,7000,0.0,1.0
2011-03-31,1.03,1.1,1.01,1.1,1.1,12000,0.0,1.0
2011-03-30,1.05,1.07,1.04,1.04,1.04,18500,0.0,1.0
2011-03-29,1.07,1.1,1.05,1.07,1.07,27000,0.0,1.0
2011-03-28,1.15,1.15,1.15,1.15,1.15,3500,0.0,1.0
2011-03-25,1.15,1.15,1.0,1.15,1.15,26300,0.0,1.0
2011-03-24,1.15,1.23,1.12,1.18,1.18,8900,0.0,1.0
2011-03-23,1.15,1.15,1.15,1.15,1.15,300,0.0,1.0
2011-03-22,1.2,1.2,1.15,1.15,1.15,15700,0.0,1.0
2011-03-21,1.23,1.23,1.23,1.23,1.23,2000,0.0,1.0
2011-03-18,1.23,1.23,1.23,1.23,1.23,0,0.0,1.0
2011-03-17,1.23,1.23,1.23,1.23,1.23,500,0.0,1.0
2011-03-16,1.23,1.23,1.23,1.23,1.23,700,0.0,1.0
2011-03-15,1.2,1.23,1.15,1.23,1.23,34000,0.0,1.0
2011-03-14,1.23,1.23,1.23,1.23,1.23,10000,0.0,1.0
2011-03-11,1.28,1.29,1.28,1.29,1.29,3100,0.0,1.0
2011-03-10,1.28,1.28,1.28,1.28,1.28,400,0.0,1.0
2011-03-09,1.28,1.28,1.28,1.28,1.28,0,0.0,1.0
2011-03-08,1.28,1.28,1.28,1.28,1.28,4900,0.0,1.0
2011-03-07,1.24,1.28,1.23,1.28,1.28,5100,0.0,1.0
2011-03-04,1.29,1.29,1.29,1.29,1.29,500,0.0,1.0
2011-03-03,1.3,1.3,1.3,1.3,1.3,0,0.0,1.0
2011-03-02,1.3,1.3,1.3,1.3,1.3,1000,0.0,1.0
2011-03-01,1.25,1.26,1.22,1.22,1.22,20500,0.0,1.0
2011-02-28,1.29,1.29,1.28,1.28,1.28,3700,0.0,1.0
2011-02-25,1.3,1.3,1.3,1.3,1.3,0,0.0,1.0
2011-02-24,1.28,1.3,1.23,1.3,1.3,1800,0.0,1.0
2011-02-23,1.24,1.3,1.24,1.3,1.3,1500,0.0,1.0
