,EQIX_Open,EQIX_High,EQIX_Low,EQIX_Close,EQIX_Adj Close,EQIX_Volume,EQIX_Dividend Amount,EQIX_Split Coefficient
2003-12-16,26.98,27.4,25.46,26.04,19.9019345121458,126300,0.0,1.0
2003-12-15,28.61,28.69,26.4,27.17,20.7655745274579,158500,0.0,1.0
2003-12-12,26.95,29.15,26.26,27.43,20.9642881592996,100400,0.0,1.0
2003-12-11,25.74,26.71,24.06,26.49,20.2458619518719,97400,0.0,1.0
2003-12-10,27.13,27.39,25.53,26.0,19.8713631841702,69600,0.0,1.0
2003-12-09,27.42,28.0,26.3,26.54,20.2840761118414,146200,0.0,1.0
2003-12-08,25.14,27.12,24.92,26.9,20.5592180636222,160100,0.0,1.0
2003-12-05,25.46,26.0,24.66,24.85,18.9924375048704,103800,0.0,1.0
2003-12-04,27.6,27.6,25.02,25.78,19.7032208803041,210900,0.0,1.0
2003-12-03,28.26,29.12,27.51,27.51,21.0254308152509,171400,0.0,1.0
2003-12-02,27.84,29.07,27.4,28.21,21.5604290548247,265700,0.0,1.0
2003-12-01,26.55,28.4,26.55,27.39,20.9337168313239,269300,0.0,1.0
2003-11-28,26.1,26.89,25.99,26.71,20.4140042557379,22200,0.0,1.0
2003-11-26,25.57,26.55,25.57,26.05,19.9095773441398,124500,0.0,1.0
2003-11-25,24.35,27.8,24.35,25.48,19.4739359204868,478700,0.0,1.0
2003-11-24,22.3,25.33,22.3,24.5,18.7249383850835,554600,0.0,1.0
2003-11-21,22.41,22.48,22.0,22.35,17.0817295063925,238900,0.0,1.0
2003-11-20,21.85,22.49,21.6,22.25,17.0053011864533,483400,0.0,1.0
2003-11-19,22.32,23.0,21.97,22.15,16.9288728665142,251900,0.0,1.0
2003-11-18,21.8,22.9,21.7,22.6,17.2728003062403,2455900,0.0,1.0
2003-11-17,20.0,21.5,19.75,21.4,16.3556604669709,475600,0.0,1.0
2003-11-14,19.7,20.25,19.49,20.15,15.4003064677319,138300,0.0,1.0
2003-11-13,19.6,19.88,19.4,19.8,15.132807347945,56000,0.0,1.0
2003-11-12,19.71,19.75,19.25,19.73,15.0793075239876,41900,0.0,1.0
2003-11-11,19.14,19.67,19.1,19.67,15.0334505320241,33200,0.0,1.0
2003-11-10,18.76,19.68,18.76,19.47,14.8805938921459,91700,0.0,1.0
2003-11-07,17.8,19.06,17.7,19.0,14.5213807884321,179200,0.0,1.0
2003-11-06,17.35,17.77,16.8,17.77,13.5813124531809,199800,0.0,1.0
2003-11-05,18.24,18.24,16.87,17.04,13.0233857176254,98000,0.0,1.0
2003-11-04,18.89,18.89,17.6,18.24,13.9405255568948,47700,0.0,1.0
2003-11-03,18.2,18.9,18.0,18.85,14.4067383085234,70000,0.0,1.0
2003-10-31,18.31,18.79,18.16,18.2,13.9099542289191,33800,0.0,1.0
2003-10-30,18.93,19.1,18.11,18.5,14.1392391887365,58200,0.0,1.0
2003-10-29,18.61,19.39,18.61,18.81,14.3761669805477,22500,0.0,1.0
2003-10-28,19.8,19.9,18.56,18.89,14.437309636499,78100,0.0,1.0
2003-10-27,19.9,20.1,19.5,19.81,15.1404501799389,46400,0.0,1.0
2003-10-24,18.94,20.0,18.8,20.0,15.2856639878232,64900,0.0,1.0
2003-10-23,18.41,19.11,18.0,19.11,14.6054519403651,32300,0.0,1.0
2003-10-22,19.84,19.95,18.56,18.65,14.2538816686452,26400,0.0,1.0
2003-10-21,18.75,19.48,18.75,19.45,14.8653082281581,32400,0.0,1.0
2003-10-20,18.02,18.73,18.02,18.61,14.2233103406695,38100,0.0,1.0
2003-10-17,19.0,19.23,17.6,18.5,14.1392391887365,57800,0.0,1.0
2003-10-16,19.2,19.47,18.92,19.37,14.8041655722068,24900,0.0,1.0
2003-10-15,18.95,19.0,18.06,18.77,14.3455956525721,61900,0.0,1.0
2003-10-14,20.14,20.21,19.0,19.2,14.6742374283103,44600,0.0,1.0
2003-10-13,20.1,20.75,19.9,19.99,15.2780211558293,44600,0.0,1.0
2003-10-10,20.15,20.18,19.86,19.86,15.1786643399085,41200,0.0,1.0
2003-10-09,19.72,20.3,19.68,20.15,15.4003064677319,82600,0.0,1.0
2003-10-08,20.1,20.15,19.37,19.72,15.0716646919937,37100,0.0,1.0
2003-10-07,19.21,20.15,19.2,19.93,15.2321641638658,37100,0.0,1.0
2003-10-06,19.6,20.47,18.95,19.89,15.2015928358902,131700,0.0,1.0
2003-10-03,18.8,19.79,18.5,19.45,14.8653082281581,92800,0.0,1.0
2003-10-02,18.0,18.99,17.8,17.82,13.6195266131505,49800,0.0,1.0
2003-10-01,18.35,18.89,18.0,18.0,13.7570975890409,90800,0.0,1.0
2003-09-30,18.61,19.1,18.45,18.64,14.2462388366513,96800,0.0,1.0
2003-09-29,18.55,19.15,18.35,18.82,14.3838098125417,78300,0.0,1.0
2003-09-26,21.11,21.11,17.76,18.95,14.4831666284625,224300,0.0,1.0
2003-09-25,22.85,22.87,20.5,20.82,15.912376211324,158400,0.0,1.0
2003-09-24,23.43,23.43,21.71,21.72,16.600231090776,88800,0.0,1.0
2003-09-23,23.65,23.65,22.5,23.25,17.7695843858445,107800,0.0,1.0
2003-09-22,21.75,23.58,21.75,23.37,17.8612983697714,300300,0.0,1.0
2003-09-19,20.4,22.64,20.3,22.0,16.8142303866056,477700,0.0,1.0
2003-09-18,18.85,20.0,18.85,19.84,15.1633786759206,67100,0.0,1.0
2003-09-17,19.0,19.49,19.0,19.15,14.6360232683407,57100,0.0,1.0
2003-09-16,18.78,19.25,18.78,19.23,14.697165924292,27500,0.0,1.0
2003-09-15,18.08,19.3,18.01,19.13,14.6207376043529,73300,0.0,1.0
2003-09-12,19.0,19.29,18.92,19.25,14.7124515882799,31000,0.0,1.0
2003-09-11,18.98,19.45,18.9,19.03,14.5443092844138,45200,0.0,1.0
2003-09-10,19.2,19.58,18.84,19.05,14.5595949484016,127600,0.0,1.0
2003-09-09,19.49,19.51,18.8,19.05,14.5595949484016,116900,0.0,1.0
2003-09-08,18.73,19.62,18.5,19.38,14.8118084042007,102400,0.0,1.0
2003-09-05,19.75,19.95,19.63,19.71,15.0640218599998,62800,0.0,1.0
2003-09-04,18.58,20.0,18.27,19.71,15.0640218599998,101900,0.0,1.0
2003-09-03,18.55,20.29,18.27,18.52,14.1545248527243,199400,0.0,1.0
2003-09-02,18.0,19.2,17.5,19.2,14.6742374283103,90600,0.0,1.0
2003-08-29,18.11,18.55,17.5,18.54,14.1698105167121,48400,0.0,1.0
2003-08-28,18.75,18.75,18.0,18.19,13.9023113969252,48100,0.0,1.0
2003-08-27,17.59,18.73,17.59,18.55,14.177453348706,104600,0.0,1.0
2003-08-26,17.88,18.0,17.17,17.66,13.4972413012479,24300,0.0,1.0
2003-08-25,17.65,18.5,17.6,18.11,13.8411687409739,179900,0.0,1.0
2003-08-22,17.45,18.0,17.13,17.18,13.1303853655402,126200,0.0,1.0
2003-08-21,16.97,18.15,16.96,17.683,13.5148198148339,105700,0.0,1.0
2003-08-20,15.64,16.98,15.61,16.95,12.9546002296802,92500,0.0,1.0
2003-08-19,15.92,16.0,15.17,15.77,12.0527460543986,30100,0.0,1.0
2003-08-18,14.35,16.1,14.1,15.89,12.1444600383256,166300,0.0,1.0
2003-08-15,13.53,14.55,13.43,14.1,10.7763931114154,19500,0.0,1.0
2003-08-14,13.63,13.77,13.08,13.5,10.3178231917807,35700,0.0,1.0
2003-08-13,14.03,14.03,13.41,13.73,10.4936083276406,50700,0.0,1.0
2003-08-12,14.83,14.83,13.95,13.95,10.6617506315067,51100,0.0,1.0
2003-08-11,12.97,14.81,12.9,14.55,11.1203205511414,73200,0.0,1.0
2003-08-08,12.67,13.84,12.0,12.89,9.85161044015207,193900,0.0,1.0
2003-08-07,15.0,15.1,13.0,13.18,10.0732525679755,149900,0.0,1.0
2003-08-06,15.97,16.15,14.6,15.0,11.4642479908674,95900,0.0,1.0
2003-08-05,16.48,17.43,15.65,15.91,12.1597457023134,129000,0.0,1.0
2003-08-04,14.9,17.24,14.9,16.89,12.9087432377167,228600,0.0,1.0
2003-08-01,17.75,18.0,14.5,14.61,11.1661775431049,346900,0.0,1.0
2003-07-31,20.0,20.25,18.5,19.05,14.5595949484016,108900,0.0,1.0
2003-07-30,19.47,19.95,18.09,19.4,14.8270940681885,122000,0.0,1.0
2003-07-29,20.09,20.1,18.17,18.74,14.3226671565904,66000,0.0,1.0
2003-07-28,18.6,20.0,18.25,19.98,15.2703783238354,80500,0.0,1.0
2003-07-25,19.0,19.4,18.15,19.0,14.5213807884321,141200,0.0,1.0
2003-07-24,17.68,20.25,16.84,19.28,14.7353800842616,271000,0.0,1.0
2003-07-23,13.7,17.55,13.51,17.51,13.3825988213392,203600,0.0,1.0
2003-07-22,12.25,13.7,12.25,13.58,10.378965847732,56400,0.0,1.0
2003-07-21,12.88,13.0,12.25,12.56,9.59939698435299,52200,0.0,1.0
2003-07-18,12.95,13.5,12.8,12.88,9.84396760815816,117600,0.0,1.0
2003-07-17,12.33,13.0,11.58,12.95,9.89746743211554,118900,0.0,1.0
2003-07-16,10.5,12.9,10.44,12.81,9.79046778420078,224600,0.0,1.0
2003-07-15,10.22,10.53,10.22,10.53,8.04790208958893,45100,0.0,1.0
2003-07-14,10.1,10.53,10.1,10.3,7.87211695372896,36600,0.0,1.0
2003-07-11,10.0,10.3,9.85,10.29,7.86447412173505,39700,0.0,1.0
2003-07-10,10.0,10.01,9.62,10.0,7.64283199391162,21800,0.0,1.0
2003-07-09,9.5,10.2,9.37,10.09,7.71161748185682,45600,0.0,1.0
2003-07-08,9.43,9.5,9.09,9.5,7.26069039421603,26300,0.0,1.0
2003-07-07,8.79,9.46,8.6,9.02,6.89383445850828,52400,0.0,1.0
2003-07-03,8.65,8.8,8.41,8.75,6.68747799467266,16300,0.0,1.0
2003-07-02,8.0,8.86,8.0,8.75,6.68747799467266,45100,0.0,1.0
2003-07-01,7.61,8.2,7.5,8.03,6.13719409111103,62700,0.0,1.0
2003-06-30,9.0,9.0,7.61,7.85,5.99962311522062,171400,0.0,1.0
2003-06-27,9.56,9.96,8.45,8.8,6.72569215464222,139900,0.0,1.0
2003-06-26,10.11,10.67,8.9,9.1,6.95497711445957,92800,0.0,1.0
2003-06-25,10.27,10.64,10.2,10.4,7.94854527366808,76200,0.0,1.0
2003-06-24,9.75,10.45,9.65,10.19,7.78804580179594,110100,0.0,1.0
2003-06-23,9.14,9.69,9.14,9.6,7.33711871415515,110500,0.0,1.0
2003-06-20,9.14,9.14,8.67,9.05,6.91676295449001,38600,0.0,1.0
2003-06-19,9.49,9.49,8.68,8.9,6.80212047458134,51200,0.0,1.0
2003-06-18,8.88,9.8,8.85,9.3,7.1078337543378,69700,0.0,1.0
2003-06-17,8.75,9.06,8.6,8.85,6.76390631461178,49600,0.0,1.0
2003-06-16,8.23,8.7,8.11,8.41,6.42762170687967,17700,0.0,1.0
2003-06-13,8.49,8.5,8.04,8.23,6.29005073098926,27200,0.0,1.0
2003-06-12,8.51,8.65,8.31,8.51,6.50405002681878,11800,0.0,1.0
2003-06-11,7.69,8.5,7.5,8.4,6.41997887488576,45400,0.0,1.0
2003-06-10,7.45,7.8,7.4,7.69,5.87733780331803,31100,0.0,1.0
2003-06-09,8.0,8.74,7.36,7.8,5.96140895525106,93200,0.0,1.0
2003-06-06,8.05,9.17,7.86,8.1,6.19069391506841,41400,0.0,1.0
2003-06-05,7.8,8.22,7.66,8.05,6.15247975509885,42100,0.0,1.0
2003-06-04,8.35,8.49,7.56,7.77,5.93848045926932,73500,0.0,1.0
2003-06-03,8.34,8.62,8.32,8.35,6.3817647149162,22600,0.0,1.0
2003-06-02,8.31,8.8,8.31,8.49,6.48876436283096,72200,0.0,1.0
2003-05-30,8.2,8.56,8.02,8.32,6.35883621893446,112500,0.0,1.0
2003-05-29,8.45,8.63,8.2,8.36,6.38940754691011,145600,0.0,1.0
2003-05-28,7.58,9.0,7.11,8.29,6.33590772295273,266800,0.0,1.0
2003-05-27,6.48,7.65,6.39,7.58,5.793266651385,201800,0.0,1.0
2003-05-23,5.8,6.74,5.76,6.2,4.7385558362252,212800,0.0,1.0
2003-05-22,5.6,5.81,5.4,5.78,4.41755689248091,93100,0.0,1.0
2003-05-21,5.5,5.61,5.34,5.5,4.20355759665139,78500,0.0,1.0
2003-05-20,5.28,5.6,5.16,5.5,4.20355759665139,210500,0.0,1.0
2003-05-19,5.36,5.59,5.0,5.25,4.0124867968036,54500,0.0,1.0
2003-05-16,5.73,5.96,5.1,5.7,4.35641423652962,92800,0.0,1.0
2003-05-15,5.2,5.43,5.06,5.27,4.02777246079142,89400,0.0,1.0
2003-05-14,4.58,5.54,4.35,5.24,4.00484396480969,221700,0.0,1.0
2003-05-13,4.6,4.73,4.31,4.6,3.51570271719934,29800,0.0,1.0
2003-05-12,4.2,4.6,4.19,4.58,3.50041705321152,40800,0.0,1.0
2003-05-09,4.1,4.3,3.74,4.2,3.20998943744288,154700,0.0,1.0
2003-05-08,4.55,4.62,4.1,4.1,3.13356111750376,72300,0.0,1.0
2003-05-07,4.85,4.97,4.25,4.5,3.43927439726023,62000,0.0,1.0
2003-05-06,5.38,5.8,4.75,4.99,3.8137731649619,134900,0.0,1.0
2003-05-05,3.89,5.42,3.89,5.38,4.11184361272445,142400,0.0,1.0
2003-05-02,3.42,4.06,3.42,4.05,3.0953469575342,42300,0.0,1.0
2003-05-01,3.3,3.41,3.3,3.39,2.59092004593604,24700,0.0,1.0
2003-04-30,3.22,3.35,3.2,3.25,2.48392039802127,87300,0.0,1.0
2003-04-29,3.14,3.24,3.11,3.15,2.40749207808216,7700,0.0,1.0
2003-04-28,3.1,3.2,3.1,3.2,2.44570623805172,11800,0.0,1.0
2003-04-25,3.1,3.2,3.1,3.19,2.43806340605781,7400,0.0,1.0
2003-04-24,3.11,3.16,3.1,3.1,2.3692779181126,2800,0.0,1.0
2003-04-23,3.16,3.2,3.1,3.17,2.42277774206998,11100,0.0,1.0
2003-04-22,3.15,3.25,3.1,3.19,2.43806340605781,24400,0.0,1.0
2003-04-21,3.19,3.24,3.03,3.21,2.45334907004563,15400,0.0,1.0
2003-04-17,3.0,3.12,3.0,3.0,2.29284959817348,9700,0.0,1.0
2003-04-16,3.15,3.19,3.0,3.0,2.29284959817348,168200,0.0,1.0
2003-04-15,2.99,3.25,2.99,3.25,2.48392039802127,10900,0.0,1.0
2003-04-14,3.04,3.1,3.0,3.03,2.31577809415522,21800,0.0,1.0
2003-04-11,2.96,3.01,2.9,2.95,2.25463543820393,6200,0.0,1.0
2003-04-10,2.94,3.1,2.9,2.9,2.21642127823437,13500,0.0,1.0
2003-04-09,2.93,3.1,2.93,3.0,2.29284959817348,10100,0.0,1.0
2003-04-08,3.15,3.17,2.9,2.95,2.25463543820393,21600,0.0,1.0
2003-04-07,3.38,3.38,3.09,3.1,2.3692779181126,53300,0.0,1.0
2003-04-04,3.28,3.43,2.9,3.14,2.39984924608825,114500,0.0,1.0
2003-04-03,2.97,3.31,2.95,3.07,2.34634942213087,126000,0.0,1.0
2003-04-02,3.0,3.0,2.85,2.99,2.28520676617957,30600,0.0,1.0
2003-04-01,3.04,3.07,2.95,2.96,2.26227827019784,19700,0.0,1.0
2003-03-31,3.05,3.05,2.95,2.95,2.25463543820393,21400,0.0,1.0
2003-03-28,3.01,3.03,2.95,3.03,2.31577809415522,47600,0.0,1.0
2003-03-27,3.5,3.5,2.85,3.1,2.3692779181126,78500,0.0,1.0
2003-03-26,3.6,3.62,3.18,3.2,2.44570623805172,38400,0.0,1.0
2003-03-25,3.62,3.94,3.53,3.53,2.6979196938508,45500,0.0,1.0
2003-03-24,3.8,3.8,3.52,3.6,2.75141951780818,35000,0.0,1.0
2003-03-21,4.0,4.0,3.75,3.86,2.95013314964988,11800,0.0,1.0
2003-03-20,4.01,4.05,3.81,4.0,3.05713279756465,32500,0.0,1.0
2003-03-19,3.93,4.17,3.93,4.02,3.07241846155247,12800,0.0,1.0
2003-03-18,3.9,4.1,3.9,4.04,3.08770412554029,28200,0.0,1.0
2003-03-17,3.73,4.38,3.62,4.02,3.07241846155247,112000,0.0,1.0
2003-03-14,3.7,3.73,3.7,3.73,2.85077633372903,2300,0.0,1.0
2003-03-13,3.45,3.84,3.45,3.82,2.91956182167424,16000,0.0,1.0
2003-03-12,3.45,3.6,3.45,3.53,2.6979196938508,8300,0.0,1.0
2003-03-11,3.42,3.6,3.4,3.45,2.63677703789951,43100,0.0,1.0
2003-03-10,3.14,3.47,3.13,3.33,2.54506305397257,67300,0.0,1.0
2003-03-07,3.28,3.32,3.1,3.12,2.38456358210042,47700,0.0,1.0
2003-03-06,3.25,3.44,3.25,3.25,2.48392039802127,60200,0.0,1.0
2003-03-05,4.01,4.01,3.1,3.37,2.57563438194821,68900,0.0,1.0
2003-03-04,3.5,3.96,3.41,3.96,3.026561469589,87600,0.0,1.0
2003-03-03,3.42,3.58,3.4,3.41,2.60620570992386,54300,0.0,1.0
2003-02-28,3.36,3.65,3.36,3.45,2.63677703789951,56900,0.0,1.0
2003-02-27,3.59,3.59,3.4,3.4,2.59856287792995,15500,0.0,1.0
2003-02-26,3.76,3.79,3.51,3.58,2.73613385382036,19300,0.0,1.0
2003-02-25,3.89,3.89,3.7,3.7,2.8278478377473,16500,0.0,1.0
2003-02-24,3.88,4.06,3.86,3.86,2.95013314964988,37600,0.0,1.0
2003-02-21,3.93,3.95,3.86,3.86,2.95013314964988,13900,0.0,1.0
2003-02-20,3.95,4.04,3.88,3.98,3.04184713357682,17400,0.0,1.0
2003-02-19,3.94,4.09,3.89,3.91,2.98834730961944,63300,0.0,1.0
2003-02-18,3.87,3.93,3.86,3.93,3.00363297360727,26300,0.0,1.0
2003-02-14,4.06,4.06,3.9,3.9,2.98070447762553,7900,0.0,1.0
2003-02-13,3.86,4.02,3.86,4.0,3.05713279756465,11800,0.0,1.0
2003-02-12,4.0,4.09,3.87,3.87,2.9577759816438,9200,0.0,1.0
2003-02-11,3.66,4.05,3.66,4.05,3.0953469575342,52600,0.0,1.0
2003-02-10,3.76,3.79,3.63,3.69,2.82020500575339,25500,0.0,1.0
2003-02-07,3.87,3.96,3.75,3.75,2.86606199771686,16600,0.0,1.0
2003-02-06,4.14,4.2,3.71,3.76,2.87370482971077,49900,0.0,1.0
2003-02-05,3.46,4.49,3.46,4.14,3.16413244547941,59600,0.0,1.0
2003-02-04,3.18,3.52,3.18,3.35,2.56034871796039,9400,0.0,1.0
2003-02-03,3.12,3.4,3.0,3.23,2.46863473403345,100700,0.0,1.0
2003-01-31,3.1,3.5,3.1,3.5,2.67499119786907,14200,0.0,1.0
2003-01-30,3.35,3.37,3.02,3.06,2.33870659013695,6700,0.0,1.0
2003-01-29,3.45,3.7,3.21,3.29,2.51449172599692,18700,0.0,1.0
2003-01-28,3.25,3.68,2.0,3.68,2.81256217375947,145500,0.0,1.0
2003-01-27,3.95,4.0,3.15,3.16,2.41513491007607,79500,0.0,1.0
2003-01-24,4.32,4.32,3.88,3.88,2.96541881363771,68200,0.0,1.0
2003-01-23,4.6,4.63,4.13,4.13,3.1564896134855,56800,0.0,1.0
2003-01-22,5.0,5.0,4.48,4.49,3.43163156526632,55100,0.0,1.0
2003-01-21,5.34,5.48,4.9,4.9,3.74498767701669,59400,0.0,1.0
2003-01-17,6.09,6.1,5.2,5.37,4.10420078073054,32300,0.0,1.0
2003-01-16,6.86,6.95,6.01,6.07,4.63919902030435,18600,0.0,1.0
2003-01-15,6.48,6.48,5.98,6.13,4.68505601226782,21100,0.0,1.0
2003-01-14,6.77,6.95,6.27,6.47,4.94491230006081,22600,0.0,1.0
2003-01-13,6.85,7.1,6.74,7.1,5.42641071567725,12600,0.0,1.0
2003-01-10,7.0,7.13,6.74,6.83,5.22005425184163,12000,0.0,1.0
2003-01-09,7.35,7.35,7.02,7.07,5.40348221969551,10900,0.0,1.0
2003-01-08,7.71,7.73,6.93,6.99,5.34233956374422,70200,0.0,1.0
2003-01-07,5.75,7.95,5.52,7.7,5.88498063531194,120200,0.0,1.0
2003-01-06,5.5,5.99,5.25,5.64,4.31055724456615,113400,0.0,1.0
2003-01-03,5.27,5.27,5.0,5.08,3.8825586529071,46600,0.0,1.0
2003-01-02,5.76,5.76,4.98,5.24,4.00484396480969,30900,0.0,1.0
2002-12-31,6.5,6.5,5.6,5.7,4.35641423652962,22800,0.0,0.03125
2002-12-30,0.22,0.22,0.2,0.21,5.13598309990861,572800,0.0,1.0
2002-12-27,0.22,0.23,0.2,0.22,5.38055372371378,307200,0.0,1.0
2002-12-26,0.22,0.23,0.21,0.22,5.38055372371378,864000,0.0,1.0
2002-12-24,0.23,0.24,0.22,0.23,5.62512434751895,112000,0.0,1.0
2002-12-23,0.25,0.26,0.22,0.23,5.62512434751895,1238400,0.0,1.0
2002-12-20,0.24,0.26,0.23,0.25,6.11426559512929,604800,0.0,1.0
2002-12-19,0.24,0.26,0.23,0.24,5.86969497132412,412800,0.0,1.0
2002-12-18,0.25,0.26,0.24,0.24,5.86969497132412,214400,0.0,1.0
2002-12-17,0.25,0.26,0.24,0.25,6.11426559512929,412800,0.0,1.0
2002-12-16,0.24,0.26,0.23,0.25,6.11426559512929,211200,0.0,1.0
2002-12-13,0.26,0.26,0.23,0.24,5.86969497132412,896000,0.0,1.0
2002-12-12,0.26,0.27,0.25,0.26,6.35883621893446,636800,0.0,1.0
2002-12-11,0.29,0.29,0.27,0.27,6.60340684273964,598400,0.0,1.0
2002-12-10,0.3,0.3,0.28,0.29,7.09254809034998,492800,0.0,1.0
2002-12-09,0.29,0.29,0.27,0.28,6.84797746654481,441600,0.0,1.0
2002-12-06,0.3,0.3,0.28,0.28,6.84797746654481,291200,0.0,1.0
2002-12-05,0.28,0.3,0.27,0.29,7.09254809034998,284800,0.0,1.0
2002-12-04,0.31,0.32,0.28,0.29,7.09254809034998,777600,0.0,1.0
2002-12-03,0.32,0.33,0.31,0.31,7.58168933796032,332800,0.0,1.0
2002-12-02,0.36,0.37,0.31,0.32,7.82625996176549,764800,0.0,1.0
2002-11-29,0.36,0.39,0.35,0.35,8.55997183318101,729600,0.0,1.0
2002-11-27,0.35,0.37,0.34,0.35,8.55997183318101,1075200,0.0,1.0
2002-11-26,0.38,0.4,0.34,0.36,8.80454245698618,4358400,0.0,1.0
2002-11-25,0.3,0.38,0.3,0.34,8.31540120937584,4992000,0.0,1.0
2002-11-22,0.29,0.31,0.27,0.28,6.84797746654481,528000,0.0,1.0
2002-11-21,0.27,0.32,0.26,0.3,7.33711871415515,1308800,0.0,1.0
2002-11-20,0.27,0.27,0.26,0.27,6.60340684273964,137600,0.0,1.0
2002-11-19,0.26,0.27,0.26,0.26,6.35883621893446,467200,0.0,1.0
2002-11-18,0.27,0.29,0.26,0.27,6.60340684273964,339200,0.0,1.0
2002-11-15,0.27,0.28,0.26,0.28,6.84797746654481,329600,0.0,1.0
2002-11-14,0.26,0.28,0.26,0.28,6.84797746654481,478200,0.0,1.0
2002-11-13,0.28,0.28,0.26,0.26,6.35883621893446,313600,0.0,1.0
2002-11-12,0.28,0.28,0.26,0.26,6.35883621893446,188800,0.0,1.0
2002-11-11,0.27,0.29,0.26,0.27,6.60340684273964,339200,0.0,1.0
2002-11-08,0.27,0.29,0.27,0.29,7.09254809034998,300800,0.0,1.0
2002-11-07,0.28,0.29,0.27,0.27,6.60340684273964,348800,0.0,1.0
2002-11-06,0.31,0.31,0.26,0.3,7.33711871415515,1068800,0.0,1.0
2002-11-05,0.3,0.36,0.3,0.33,8.07083058557067,1363200,0.0,1.0
2002-11-04,0.27,0.32,0.26,0.31,7.58168933796032,1414400,0.0,1.0
2002-11-01,0.27,0.28,0.25,0.26,6.35883621893446,396800,0.0,1.0
2002-10-31,0.27,0.29,0.26,0.28,6.84797746654481,291200,0.0,1.0
2002-10-30,0.29,0.31,0.25,0.28,6.84797746654481,931200,0.0,1.0
2002-10-29,0.3,0.34,0.29,0.3,7.33711871415515,4492800,0.0,1.0
2002-10-28,0.27,0.27,0.24,0.26,6.35883621893446,268800,0.0,1.0
2002-10-25,0.23,0.27,0.23,0.24,5.86969497132412,556800,0.0,1.0
2002-10-24,0.24,0.25,0.23,0.23,5.62512434751895,352100,0.0,1.0
2002-10-23,0.23,0.25,0.23,0.23,5.62512434751895,114700,0.0,1.0
2002-10-22,0.22,0.24,0.22,0.23,5.62512434751895,160000,0.0,1.0
2002-10-21,0.23,0.23,0.21,0.22,5.38055372371378,96000,0.0,1.0
2002-10-18,0.23,0.24,0.22,0.22,5.38055372371378,425600,0.0,1.0
2002-10-17,0.22,0.24,0.22,0.22,5.38055372371378,579200,0.0,1.0
2002-10-16,0.23,0.24,0.21,0.22,5.38055372371378,355200,0.0,1.0
2002-10-15,0.27,0.27,0.22,0.23,5.62512434751895,275200,0.0,1.0
2002-10-14,0.24,0.25,0.22,0.25,6.11426559512929,304000,0.0,1.0
2002-10-11,0.22,0.22,0.21,0.22,5.38055372371378,150400,0.0,1.0
2002-10-10,0.21,0.22,0.21,0.22,5.38055372371378,419200,0.0,1.0
2002-10-09,0.23,0.24,0.22,0.22,5.38055372371378,275200,0.0,1.0
2002-10-08,0.24,0.26,0.22,0.22,5.38055372371378,508800,0.0,1.0
2002-10-07,0.27,0.29,0.24,0.25,6.11426559512929,483200,0.0,1.0
2002-10-04,0.3,0.31,0.27,0.29,7.09254809034998,486400,0.0,1.0
2002-10-03,0.36,0.36,0.3,0.3,7.33711871415515,284800,0.0,1.0
2002-10-02,0.41,0.46,0.35,0.36,8.80454245698618,1459200,0.0,1.0
2002-10-01,0.32,0.37,0.32,0.36,8.80454245698618,368000,0.0,1.0
2002-09-30,0.31,0.35,0.25,0.34,8.31540120937584,371200,0.0,1.0
2002-09-27,0.25,0.34,0.25,0.33,8.07083058557067,723200,0.0,1.0
2002-09-26,0.22,0.26,0.21,0.25,6.11426559512929,185600,0.0,1.0
2002-09-25,0.24,0.24,0.22,0.24,5.86969497132412,137600,0.0,1.0
2002-09-24,0.24,0.25,0.2,0.24,5.86969497132412,438400,0.0,1.0
2002-09-23,0.27,0.27,0.23,0.25,6.11426559512929,364800,0.0,1.0
2002-09-20,0.27,0.29,0.25,0.27,6.60340684273964,265600,0.0,1.0
2002-09-19,0.29,0.3,0.25,0.25,6.11426559512929,227200,0.0,1.0
2002-09-18,0.23,0.34,0.22,0.27,6.60340684273964,1276800,0.0,1.0
2002-09-17,0.21,0.24,0.2,0.21,5.13598309990861,284800,0.0,1.0
2002-09-16,0.22,0.22,0.2,0.22,5.38055372371378,144000,0.0,1.0
2002-09-13,0.23,0.24,0.2,0.21,5.13598309990861,368000,0.0,1.0
2002-09-12,0.26,0.26,0.19,0.22,5.38055372371378,649600,0.0,1.0
2002-09-11,0.29,0.29,0.25,0.26,6.35883621893446,512000,0.0,1.0
2002-09-10,0.3,0.3,0.27,0.28,6.84797746654481,105600,0.0,1.0
2002-09-09,0.31,0.32,0.28,0.29,7.09254809034998,83200,0.0,1.0
2002-09-06,0.3,0.33,0.3,0.31,7.58168933796032,64000,0.0,1.0
2002-09-05,0.33,0.34,0.3,0.32,7.82625996176549,393600,0.0,1.0
2002-09-04,0.27,0.4,0.27,0.33,8.07083058557067,294400,0.0,1.0
2002-09-03,0.3,0.3,0.26,0.27,6.60340684273964,150400,0.0,1.0
2002-08-30,0.31,0.31,0.28,0.31,7.58168933796032,502400,0.0,1.0
2002-08-29,0.31,0.31,0.29,0.3,7.33711871415515,323200,0.0,1.0
2002-08-28,0.35,0.35,0.3,0.32,7.82625996176549,486400,0.0,1.0
2002-08-27,0.35,0.37,0.34,0.35,8.55997183318101,240000,0.0,1.0
2002-08-26,0.37,0.38,0.35,0.36,8.80454245698618,131200,0.0,1.0
