,AMWD_Open,AMWD_High,AMWD_Low,AMWD_Close,AMWD_Adj Close,AMWD_Volume,AMWD_Dividend Amount,AMWD_Split Coefficient
2023-04-26,49.29,49.78,48.015,48.03,48.03,47451,0.0,1.0
2023-04-25,50.72,51.29,49.46,49.55,49.55,81770,0.0,1.0
2023-04-24,51.41,52.1299,50.7627,51.34,51.34,38530,0.0,1.0
2023-04-21,51.45,51.8799,50.89,51.36,51.36,62805,0.0,1.0
2023-04-20,51.4,52.28,51.12,51.55,51.55,56582,0.0,1.0
2023-04-19,51.38,51.95,50.7148,51.55,51.55,68195,0.0,1.0
2023-04-18,51.58,51.93,51.17,51.48,51.48,69790,0.0,1.0
2023-04-17,51.02,51.59,50.83,51.46,51.46,57668,0.0,1.0
2023-04-14,51.24,52.09,50.525,50.81,50.81,59530,0.0,1.0
2023-04-13,50.81,51.355,49.97,51.16,51.16,102044,0.0,1.0
2023-04-12,51.22,51.47,50.21,50.3,50.3,96962,0.0,1.0
2023-04-11,50.02,51.08,49.575,50.55,50.55,155886,0.0,1.0
2023-04-10,49.2,50.0,49.09,49.7,49.7,150460,0.0,1.0
2023-04-06,49.57,49.81,48.6514,49.42,49.42,72247,0.0,1.0
2023-04-05,49.92,49.92,49.1,49.4,49.4,68258,0.0,1.0
2023-04-04,52.35,52.35,49.76,50.12,50.12,94833,0.0,1.0
2023-04-03,52.26,52.68,51.33,52.15,52.15,108899,0.0,1.0
2023-03-31,50.54,52.34,50.4176,52.07,52.07,142384,0.0,1.0
2023-03-30,50.64,51.02,49.73,50.1,50.1,53402,0.0,1.0
2023-03-29,51.0,51.035,49.94,50.13,50.13,94580,0.0,1.0
2023-03-28,50.16,51.16,49.87,50.28,50.28,66928,0.0,1.0
2023-03-27,50.56,50.87,50.01,50.25,50.25,137831,0.0,1.0
2023-03-24,50.16,50.27,48.935,49.84,49.84,111073,0.0,1.0
2023-03-23,51.59,52.195,49.71,50.59,50.59,152681,0.0,1.0
2023-03-22,51.81,52.895,51.22,51.3,51.3,101979,0.0,1.0
2023-03-21,51.96,52.62,51.3,52.09,52.09,143944,0.0,1.0
2023-03-20,51.09,51.955,50.87,50.88,50.88,96308,0.0,1.0
2023-03-17,50.72,51.72,49.9,50.61,50.61,565040,0.0,1.0
2023-03-16,49.86,52.32,49.28,51.49,51.49,91080,0.0,1.0
2023-03-15,50.6,51.72,49.875,50.31,50.31,128602,0.0,1.0
2023-03-14,52.83,52.98,51.13,51.82,51.82,124401,0.0,1.0
2023-03-13,52.19,52.93,51.35,51.52,51.52,135257,0.0,1.0
2023-03-10,53.5,54.17,52.3,53.02,53.02,131929,0.0,1.0
2023-03-09,54.29,55.155,53.23,53.71,53.71,107265,0.0,1.0
2023-03-08,53.97,54.4,53.3,54.14,54.14,97913,0.0,1.0
2023-03-07,54.84,55.11,53.65,54.06,54.06,132922,0.0,1.0
2023-03-06,57.17,57.57,53.53,54.79,54.79,204360,0.0,1.0
2023-03-03,56.09,57.76,54.6,57.36,57.36,188540,0.0,1.0
2023-03-02,51.93,55.95,51.93,55.66,55.66,168865,0.0,1.0
2023-03-01,51.8,53.482,50.4,52.61,52.61,217166,0.0,1.0
2023-02-28,55.42,57.42,49.98,50.98,50.98,310287,0.0,1.0
2023-02-27,58.7,59.47,58.19,58.62,58.62,114743,0.0,1.0
2023-02-24,56.58,58.678,56.58,58.14,58.14,85058,0.0,1.0
2023-02-23,57.58,58.24,56.96,57.83,57.83,123613,0.0,1.0
2023-02-22,57.0,58.3658,56.825,57.41,57.41,113134,0.0,1.0
2023-02-21,57.64,58.02,56.63,56.87,56.87,116614,0.0,1.0
2023-02-17,59.48,59.48,58.06,58.54,58.54,59758,0.0,1.0
2023-02-16,58.39,59.75,58.03,59.21,59.21,87608,0.0,1.0
2023-02-15,57.89,59.75,57.0,59.47,59.47,63499,0.0,1.0
2023-02-14,58.27,58.805,57.55,58.36,58.36,92158,0.0,1.0
2023-02-13,57.17,58.7,57.17,58.7,58.7,60077,0.0,1.0
2023-02-10,56.55,59.0299,55.52,57.03,57.03,67324,0.0,1.0
2023-02-09,58.17,59.3,56.36,56.93,56.93,124379,0.0,1.0
2023-02-08,57.73,58.39,56.55,57.56,57.56,81344,0.0,1.0
2023-02-07,57.75,58.64,56.68,58.21,58.21,79344,0.0,1.0
2023-02-06,58.57,59.01,57.49,57.75,57.75,61699,0.0,1.0
2023-02-03,59.2,60.56,58.38,59.24,59.24,97034,0.0,1.0
2023-02-02,58.47,60.78,58.2201,60.26,60.26,84609,0.0,1.0
2023-02-01,56.84,58.56,55.557,57.98,57.98,143067,0.0,1.0
2023-01-31,54.58,57.45,54.58,57.29,57.29,111220,0.0,1.0
2023-01-30,53.61,54.97,53.61,54.31,54.31,67208,0.0,1.0
2023-01-27,52.84,54.28,52.84,54.06,54.06,57346,0.0,1.0
2023-01-26,53.49,53.93,51.86,52.93,52.93,99832,0.0,1.0
2023-01-25,52.87,53.33,52.62,53.31,53.31,53833,0.0,1.0
2023-01-24,52.72,53.75,52.0,53.23,53.23,55450,0.0,1.0
2023-01-23,52.54,53.63,52.33,52.99,52.99,46860,0.0,1.0
2023-01-20,52.29,52.66,51.0,52.57,52.57,83277,0.0,1.0
2023-01-19,53.71,53.71,51.69,51.76,51.76,97135,0.0,1.0
2023-01-18,54.5,55.735,53.95,54.01,54.01,57389,0.0,1.0
2023-01-17,54.07,54.69,53.8,54.08,54.08,92575,0.0,1.0
2023-01-13,53.15,54.4,52.89,54.02,54.02,78936,0.0,1.0
2023-01-12,53.64,54.06,52.51,53.79,53.79,104191,0.0,1.0
2023-01-11,52.32,53.18,51.76,53.18,53.18,132046,0.0,1.0
2023-01-10,51.1,52.09,51.1,51.84,51.84,89370,0.0,1.0
2023-01-09,52.37,53.3499,51.1501,51.34,51.34,78306,0.0,1.0
2023-01-06,50.88,54.9599,50.015,51.56,51.56,82665,0.0,1.0
2023-01-05,50.83,50.99,49.03,50.18,50.18,98896,0.0,1.0
2023-01-04,50.02,51.6,49.5,51.39,51.39,118485,0.0,1.0
2023-01-03,49.3,50.01,48.74,49.32,49.32,68224,0.0,1.0
2022-12-30,49.21,49.5,48.51,48.86,48.86,56236,0.0,1.0
2022-12-29,49.27,50.33,49.27,49.56,49.56,80942,0.0,1.0
2022-12-28,51.13,51.445,48.89,49.04,49.04,103531,0.0,1.0
2022-12-27,51.02,55.364,49.95,51.05,51.05,88341,0.0,1.0
2022-12-23,50.91,51.13,50.0,50.99,50.99,79147,0.0,1.0
2022-12-22,51.49,51.77,50.21,51.04,51.04,86983,0.0,1.0
2022-12-21,52.43,52.7201,51.43,52.1,52.1,259436,0.0,1.0
2022-12-20,52.99,53.07,51.74,51.85,51.85,84696,0.0,1.0
2022-12-19,54.4,54.74,52.77,53.39,53.39,140007,0.0,1.0
2022-12-16,53.29,55.73,52.53,54.28,54.28,305753,0.0,1.0
2022-12-15,54.89,54.89,52.94,54.0,54.0,101071,0.0,1.0
2022-12-14,55.96,56.85,54.9201,55.78,55.78,54171,0.0,1.0
2022-12-13,58.46,59.47,55.92,56.09,56.09,89062,0.0,1.0
2022-12-12,54.29,56.24,54.02,55.82,55.82,98794,0.0,1.0
2022-12-09,52.97,54.11,52.91,53.82,53.82,111315,0.0,1.0
2022-12-08,51.19,53.7,50.86,53.33,53.33,111546,0.0,1.0
2022-12-07,52.43,53.405,50.84,50.85,50.85,116031,0.0,1.0
2022-12-06,52.37,53.43,51.6185,52.46,52.46,123954,0.0,1.0
2022-12-05,53.31,53.83,52.15,52.37,52.37,84577,0.0,1.0
2022-12-02,53.8,54.92,53.01,54.52,54.52,59430,0.0,1.0
2022-12-01,54.29,55.49,53.66,54.94,54.94,89716,0.0,1.0
2022-11-30,53.34,54.28,51.6291,54.2,54.2,160264,0.0,1.0
2022-11-29,53.8,55.1621,53.02,53.41,53.41,153888,0.0,1.0
2022-11-28,55.49,55.86,53.21,53.62,53.62,116377,0.0,1.0
2022-11-25,56.87,56.87,55.62,56.0,56.0,38095,0.0,1.0
2022-11-23,54.69,57.32,54.69,56.7,56.7,108772,0.0,1.0
2022-11-22,56.0,59.485,54.04,54.73,54.73,247056,0.0,1.0
2022-11-21,55.7,56.12,53.79,54.35,54.35,136036,0.0,1.0
2022-11-18,54.27,55.55,53.4046,55.3,55.3,101285,0.0,1.0
2022-11-17,52.79,53.91,50.32,53.08,53.08,111352,0.0,1.0
2022-11-16,54.02,54.02,52.73,53.78,53.78,49166,0.0,1.0
2022-11-15,52.38,54.835,51.96,54.28,54.28,100843,0.0,1.0
2022-11-14,52.78,53.71,51.61,51.61,51.61,81472,0.0,1.0
2022-11-11,51.12,53.58,50.95,52.89,52.89,115714,0.0,1.0
2022-11-10,48.72,52.32,46.7452,50.56,50.56,211066,0.0,1.0
2022-11-09,46.12,46.8,46.055,46.32,46.32,63971,0.0,1.0
2022-11-08,45.55,46.87,44.37,46.54,46.54,81725,0.0,1.0
2022-11-07,45.09,45.09,43.86,44.93,44.93,66318,0.0,1.0
2022-11-04,44.33,45.49,43.2701,44.65,44.65,39067,0.0,1.0
2022-11-03,45.07,46.76,43.6,43.71,43.71,70590,0.0,1.0
2022-11-02,46.81,47.82,45.16,45.27,45.27,73632,0.0,1.0
2022-11-01,46.35,47.4896,45.8408,46.9,46.9,94280,0.0,1.0
2022-10-31,45.53,46.23,45.18,45.35,45.35,68407,0.0,1.0
2022-10-28,44.9,46.405,44.13,46.22,46.22,83275,0.0,1.0
2022-10-27,45.32,46.27,44.51,44.72,44.72,89793,0.0,1.0
2022-10-26,45.76,46.13,44.1753,44.99,44.99,54529,0.0,1.0
2022-10-25,43.76,46.06,43.5,45.36,45.36,71291,0.0,1.0
2022-10-24,42.93,44.1299,42.29,43.59,43.59,90607,0.0,1.0
2022-10-21,42.1,43.36,41.17,42.81,42.81,69740,0.0,1.0
2022-10-20,43.72,44.35,41.05,41.81,41.81,138004,0.0,1.0
2022-10-19,45.62,45.64,43.21,44.325,44.325,68578,0.0,1.0
2022-10-18,46.15,47.13,45.2,46.06,46.06,72736,0.0,1.0
2022-10-17,44.76,47.1599,44.44,45.1,45.1,79772,0.0,1.0
2022-10-14,46.06,46.06,43.63,43.68,43.68,59870,0.0,1.0
2022-10-13,44.06,45.7,42.55,45.14,45.14,54657,0.0,1.0
2022-10-12,45.69,45.69,44.75,44.97,44.97,50104,0.0,1.0
2022-10-11,45.65,46.41,45.08,45.97,45.97,93755,0.0,1.0
2022-10-10,45.43,46.25,44.92,45.82,45.82,52454,0.0,1.0
2022-10-07,46.7,46.7,44.81,45.16,45.16,65002,0.0,1.0
2022-10-06,45.86,47.76,45.86,47.2,47.2,75466,0.0,1.0
2022-10-05,46.93,47.5,46.19,46.44,46.44,74071,0.0,1.0
2022-10-04,46.79,48.37,46.79,47.9,47.9,76628,0.0,1.0
2022-10-03,44.95,46.43,44.3,46.03,46.03,92548,0.0,1.0
2022-09-30,44.27,45.47,43.79,43.86,43.86,116235,0.0,1.0
2022-09-29,45.31,45.31,43.71,44.35,44.35,89364,0.0,1.0
2022-09-28,44.49,46.045,43.995,45.79,45.79,282569,0.0,1.0
2022-09-27,44.63,45.18,43.01,43.89,43.89,136145,0.0,1.0
2022-09-26,45.62,46.7999,44.15,44.28,44.28,105674,0.0,1.0
2022-09-23,46.48,46.48,45.09,45.88,45.88,87584,0.0,1.0
2022-09-22,48.84,48.84,46.26,46.81,46.81,81886,0.0,1.0
2022-09-21,49.26,50.4975,48.79,48.84,48.84,83379,0.0,1.0
2022-09-20,49.3,49.455,47.98,48.91,48.91,98966,0.0,1.0
2022-09-19,48.87,50.04,47.85,49.89,49.89,141496,0.0,1.0
2022-09-16,46.69,48.475,45.91,48.42,48.42,301368,0.0,1.0
2022-09-15,48.36,48.88,47.29,47.46,47.46,134141,0.0,1.0
2022-09-14,49.25,50.0,47.61,48.22,48.22,93308,0.0,1.0
2022-09-13,52.13,52.13,49.265,49.47,49.47,75311,0.0,1.0
2022-09-12,52.73,53.58,52.46,52.83,52.83,71813,0.0,1.0
2022-09-09,51.27,52.77,51.27,52.73,52.73,91176,0.0,1.0
2022-09-08,51.0,51.48,49.99,51.05,51.05,73759,0.0,1.0
2022-09-07,50.19,51.65,49.79,51.46,51.46,67847,0.0,1.0
2022-09-06,51.3,51.72,49.16,50.15,50.15,133431,0.0,1.0
2022-09-02,53.19,53.77,51.27,51.43,51.43,105065,0.0,1.0
2022-09-01,51.6,53.09,50.93,52.59,52.59,134931,0.0,1.0
2022-08-31,53.17,54.1,51.83,51.83,51.83,177273,0.0,1.0
2022-08-30,52.17,55.46,50.5133,52.44,52.44,309590,0.0,1.0
2022-08-29,47.1,48.15,46.82,47.44,47.44,89771,0.0,1.0
2022-08-26,51.07,51.07,47.72,47.82,47.82,80763,0.0,1.0
2022-08-25,49.21,51.07,48.76,51.07,51.07,61456,0.0,1.0
2022-08-24,48.55,50.03,48.29,49.3,49.3,61471,0.0,1.0
2022-08-23,50.18,50.63,48.81,49.0,49.0,56484,0.0,1.0
2022-08-22,50.38,50.92,49.83,50.16,50.16,49650,0.0,1.0
2022-08-19,52.72,52.72,51.04,51.13,51.13,51655,0.0,1.0
2022-08-18,52.56,53.5099,51.49,52.23,52.23,84395,0.0,1.0
2022-08-17,53.4,53.85,52.18,53.79,53.79,103112,0.0,1.0
2022-08-16,53.04,54.11,52.68,53.92,53.92,57136,0.0,1.0
2022-08-15,51.86,53.41,51.01,53.13,53.13,50637,0.0,1.0
2022-08-12,52.21,52.9373,51.6,52.61,52.61,54708,0.0,1.0
2022-08-11,49.94,52.18,49.28,51.86,51.86,50491,0.0,1.0
2022-08-10,48.94,50.12,48.94,49.2,49.2,85858,0.0,1.0
2022-08-09,50.74,50.74,47.87,48.19,48.19,75870,0.0,1.0
2022-08-08,49.64,51.12,49.64,50.73,50.73,76324,0.0,1.0
2022-08-05,49.12,49.65,48.4,49.54,49.54,43557,0.0,1.0
2022-08-04,49.88,50.22,49.1,49.78,49.78,60235,0.0,1.0
2022-08-03,49.76,50.48,49.2,49.7,49.7,56902,0.0,1.0
2022-08-02,51.02,51.02,49.52,49.52,49.52,91506,0.0,1.0
2022-08-01,49.99,51.84,48.77,50.99,50.99,94184,0.0,1.0
2022-07-29,50.27,50.45,49.55,50.22,50.22,113980,0.0,1.0
2022-07-28,48.45,50.22,48.15,49.91,49.91,160665,0.0,1.0
2022-07-27,48.12,48.66,47.29,48.23,48.23,70627,0.0,1.0
2022-07-26,47.9,48.345,47.3,48.06,48.06,131290,0.0,1.0
2022-07-25,48.02,48.32,47.16,47.92,47.92,65884,0.0,1.0
2022-07-22,48.03,48.48,46.95,48.0,48.0,65280,0.0,1.0
2022-07-21,46.74,47.94,45.9,47.88,47.88,49249,0.0,1.0
2022-07-20,46.9,47.41,46.9,47.18,47.18,68166,0.0,1.0
2022-07-19,46.26,47.4,45.732,47.11,47.11,85430,0.0,1.0
2022-07-18,45.81,46.41,45.31,45.55,45.55,63686,0.0,1.0
2022-07-15,46.24,46.24,45.0,45.34,45.34,56663,0.0,1.0
2022-07-14,44.81,45.42,44.21,45.33,45.33,46471,0.0,1.0
2022-07-13,44.52,45.87,43.95,45.78,45.78,68924,0.0,1.0
2022-07-12,44.7,46.38,44.7,45.27,45.27,62312,0.0,1.0
2022-07-11,44.81,45.65,44.49,44.91,44.91,67199,0.0,1.0
2022-07-08,45.57,47.08,44.7801,45.34,45.34,66607,0.0,1.0
2022-07-07,45.89,46.82,45.68,45.71,45.71,48064,0.0,1.0
2022-07-06,46.36,46.95,44.8418,45.57,45.57,109857,0.0,1.0
2022-07-05,46.28,46.62,45.63,46.47,46.47,113217,0.0,1.0
2022-07-01,45.44,47.52,44.3,47.21,47.21,107125,0.0,1.0
2022-06-30,43.26,45.08,43.05,45.01,45.01,82944,0.0,1.0
2022-06-29,45.09,45.09,43.84,44.08,44.08,149755,0.0,1.0
2022-06-28,46.82,47.64,45.11,45.17,45.17,78514,0.0,1.0
2022-06-27,46.0,47.41,45.5,46.75,46.75,125898,0.0,1.0
2022-06-24,44.2,47.19,44.2,45.92,45.92,271499,0.0,1.0
2022-06-23,41.58,43.03,40.97,42.95,42.95,152144,0.0,1.0
2022-06-22,41.16,42.06,40.7,41.25,41.25,140664,0.0,1.0
2022-06-21,42.32,43.6497,41.28,41.7,41.7,209573,0.0,1.0
2022-06-17,42.55,43.0899,41.0,41.73,41.73,284162,0.0,1.0
2022-06-16,46.57,47.09,42.41,42.62,42.62,118547,0.0,1.0
2022-06-15,47.69,48.2,46.57,47.53,47.53,64202,0.0,1.0
2022-06-14,48.27,49.538,46.58,47.22,47.22,70458,0.0,1.0
2022-06-13,49.16,49.66,47.43,47.7,47.7,84171,0.0,1.0
2022-06-10,53.925,54.07,50.33,50.54,50.54,76033,0.0,1.0
2022-06-09,53.1,55.04,52.8495,54.72,54.72,96472,0.0,1.0
2022-06-08,54.27,54.34,52.8,53.16,53.16,62924,0.0,1.0
2022-06-07,53.86,55.3004,52.86,54.33,54.33,150707,0.0,1.0
2022-06-06,54.04,54.95,53.75,54.27,54.27,83755,0.0,1.0
2022-06-03,51.78,53.85,51.61,53.73,53.73,113535,0.0,1.0
2022-06-02,52.2,53.12,52.2,52.4,52.4,99832,0.0,1.0
2022-06-01,52.26,52.72,51.0,52.02,52.02,136384,0.0,1.0
2022-05-31,52.59,53.0,51.52,52.08,52.08,212875,0.0,1.0
2022-05-27,52.55,53.81,52.55,53.03,53.03,140763,0.0,1.0
2022-05-26,53.4,55.55,51.79,51.85,51.85,303322,0.0,1.0
2022-05-25,48.54,51.47,48.54,51.46,51.46,99607,0.0,1.0
2022-05-24,48.86,49.32,47.32,48.84,48.84,81530,0.0,1.0
2022-05-23,50.92,51.4799,48.21,49.47,49.47,134233,0.0,1.0
2022-05-20,50.49,50.5,48.89,50.33,50.33,101508,0.0,1.0
2022-05-19,49.89,51.57,49.59,50.05,50.05,85146,0.0,1.0
2022-05-18,50.86,52.07,50.06,50.35,50.35,125412,0.0,1.0
2022-05-17,49.5,51.53,48.71,51.51,51.51,98786,0.0,1.0
2022-05-16,47.97,49.88,47.0431,48.67,48.67,82078,0.0,1.0
2022-05-13,49.11,49.88,47.59,48.21,48.21,59537,0.0,1.0
2022-05-12,46.54,49.27,46.0001,48.68,48.68,102660,0.0,1.0
2022-05-11,47.99,49.3399,46.45,46.51,46.51,136143,0.0,1.0
2022-05-10,49.38,49.995,46.65,47.75,47.75,112680,0.0,1.0
2022-05-09,47.94,49.66,46.2924,48.79,48.79,96925,0.0,1.0
2022-05-06,48.5,48.73,47.49,48.62,48.62,55099,0.0,1.0
2022-05-05,50.02,50.07,47.01,48.76,48.76,81790,0.0,1.0
2022-05-04,49.04,51.07,48.54,50.8,50.8,68362,0.0,1.0
2022-05-03,48.11,49.22,47.66,48.86,48.86,69744,0.0,1.0
2022-05-02,46.92,48.0825,46.41,48.03,48.03,93467,0.0,1.0
2022-04-29,48.51,49.5099,46.535,46.85,46.85,95467,0.0,1.0
2022-04-28,48.02,49.52,47.6113,48.81,48.81,103247,0.0,1.0
2022-04-27,47.23,48.24,46.7817,47.47,47.47,105443,0.0,1.0
2022-04-26,46.7,48.15,46.35,46.99,46.99,106271,0.0,1.0
2022-04-25,45.35,47.17,44.21,47.04,47.04,217282,0.0,1.0
2022-04-22,46.47,47.1885,45.9,46.05,46.05,62086,0.0,1.0
2022-04-21,48.0,48.97,46.41,46.83,46.83,74779,0.0,1.0
2022-04-20,47.93,48.265,47.02,47.51,47.51,76419,0.0,1.0
2022-04-19,46.32,48.5001,46.32,47.29,47.29,83234,0.0,1.0
2022-04-18,46.13,46.77,45.51,46.1,46.1,84637,0.0,1.0
2022-04-14,47.52,47.7374,45.87,46.27,46.27,61317,0.0,1.0
2022-04-13,46.36,47.625,46.36,47.34,47.34,69018,0.0,1.0
2022-04-12,47.17,48.78,46.33,46.36,46.36,67586,0.0,1.0
2022-04-11,46.36,47.92,46.01,46.71,46.71,85472,0.0,1.0
2022-04-08,47.0,48.235,46.38,46.73,46.73,74595,0.0,1.0
2022-04-07,47.53,47.705,46.16,47.25,47.25,109309,0.0,1.0
2022-04-06,48.71,48.75,47.26,47.56,47.56,76571,0.0,1.0
2022-04-05,50.79,51.66,48.96,49.07,49.07,140067,0.0,1.0
2022-04-04,48.76,50.91,47.97,50.73,50.73,120456,0.0,1.0
2022-04-01,48.9,50.4,47.5,48.8,48.8,109104,0.0,1.0
2022-03-31,50.23,50.26,48.89,48.95,48.95,108520,0.0,1.0
2022-03-30,52.85,53.14,49.87,50.02,50.02,90601,0.0,1.0
2022-03-29,52.2,53.86,52.2,53.26,53.26,89610,0.0,1.0
2022-03-28,50.21,51.43,48.85,51.35,51.35,109825,0.0,1.0
2022-03-25,50.32,51.17,49.01,50.07,50.07,145296,0.0,1.0
2022-03-24,53.86,53.86,50.54,50.66,50.66,144561,0.0,1.0
2022-03-23,53.23,55.1,52.75,53.91,53.91,157159,0.0,1.0
2022-03-22,56.92,57.685,55.9,56.19,56.19,80455,0.0,1.0
2022-03-21,59.83,60.415,56.77,56.92,56.92,93765,0.0,1.0
2022-03-18,59.74,60.32,58.76,60.12,60.12,171843,0.0,1.0
2022-03-17,58.77,60.1999,58.76,59.76,59.76,79531,0.0,1.0
2022-03-16,58.49,59.8366,57.575,58.79,58.79,100511,0.0,1.0
2022-03-15,56.86,58.24,56.26,58.04,58.04,77896,0.0,1.0
2022-03-14,58.53,58.53,55.59,56.25,56.25,108446,0.0,1.0
2022-03-11,60.16,60.16,58.19,58.33,58.33,71086,0.0,1.0
2022-03-10,58.75,59.41,57.36,59.24,59.24,131909,0.0,1.0
2022-03-09,58.39,60.74,57.95,59.28,59.28,157512,0.0,1.0
2022-03-08,58.33,60.07,56.91,57.13,57.13,200767,0.0,1.0
2022-03-07,58.25,60.18,57.76,58.42,58.42,192652,0.0,1.0
2022-03-04,57.29,58.95,56.8558,58.82,58.82,161105,0.0,1.0
2022-03-03,56.75,58.31,55.11,57.89,57.89,259539,0.0,1.0
2022-03-02,55.16,57.005,55.16,56.35,56.35,109811,0.0,1.0
2022-03-01,53.22,55.13,52.91,54.71,54.71,183845,0.0,1.0
2022-02-28,53.21,53.7,51.69,53.58,53.58,148519,0.0,1.0
2022-02-25,48.89,52.91,48.76,52.74,52.74,204624,0.0,1.0
2022-02-24,45.21,48.84,44.01,48.73,48.73,196208,0.0,1.0
2022-02-23,49.69,51.07,48.02,48.13,48.13,122275,0.0,1.0
2022-02-22,53.26,53.26,49.55,49.69,49.69,171526,0.0,1.0
2022-02-18,54.23,55.16,53.6001,53.85,53.85,80948,0.0,1.0
2022-02-17,55.4,55.4,54.038,54.41,54.41,79916,0.0,1.0
2022-02-16,55.17,55.73,54.38,55.45,55.45,60618,0.0,1.0
2022-02-15,53.84,55.41,53.83,55.3,55.3,126720,0.0,1.0
2022-02-14,54.92,54.92,52.62,53.29,53.29,132744,0.0,1.0
2022-02-11,53.46,54.05,52.22,53.2,53.2,104371,0.0,1.0
2022-02-10,54.77,55.53,52.994,53.41,53.41,148895,0.0,1.0
2022-02-09,56.29,56.71,55.43,55.66,55.66,82691,0.0,1.0
2022-02-08,54.75,56.4866,54.75,55.79,55.79,104605,0.0,1.0
2022-02-07,55.67,55.7758,54.48,54.75,54.75,116240,0.0,1.0
2022-02-04,56.49,56.49,53.94,55.16,55.16,193391,0.0,1.0
2022-02-03,57.72,58.09,56.35,56.98,56.98,208838,0.0,1.0
2022-02-02,59.45,59.94,57.31,58.3,58.3,136461,0.0,1.0
2022-02-01,59.72,60.33,58.54,59.31,59.31,120640,0.0,1.0
2022-01-31,59.08,60.06,58.69,59.93,59.93,148890,0.0,1.0
2022-01-28,58.12,59.77,57.0,59.73,59.73,100432,0.0,1.0
2022-01-27,60.31,60.9516,57.65,58.42,58.42,110519,0.0,1.0
2022-01-26,62.06,63.17,59.1,59.66,59.66,90406,0.0,1.0
2022-01-25,62.14,62.45,60.12,61.57,61.57,62590,0.0,1.0
2022-01-24,58.51,63.34,57.8369,63.23,63.23,156070,0.0,1.0
2022-01-21,59.05,61.25,59.0,59.63,59.63,118584,0.0,1.0
2022-01-20,61.0,62.085,59.72,59.85,59.85,112193,0.0,1.0
2022-01-19,62.9,64.82,60.39,60.45,60.45,147699,0.0,1.0
2022-01-18,64.11,64.64,62.6,62.71,62.71,198961,0.0,1.0
2022-01-14,64.31,64.85,63.95,64.77,64.77,72414,0.0,1.0
2022-01-13,65.48,66.65,64.84,65.12,65.12,80090,0.0,1.0
2022-01-12,65.68,66.47,64.37,64.93,64.93,98690,0.0,1.0
2022-01-11,63.74,64.94,62.03,64.88,64.88,94451,0.0,1.0
2022-01-10,62.13,63.61,61.22,63.59,63.59,113498,0.0,1.0
2022-01-07,65.81,65.81,62.44,62.59,62.59,86317,0.0,1.0
2022-01-06,65.67,66.3,64.6201,65.64,65.64,71439,0.0,1.0
2022-01-05,66.45,68.4771,65.52,66.05,66.05,132102,0.0,1.0
2022-01-04,64.36,66.49,64.36,66.3,66.3,98705,0.0,1.0
2022-01-03,66.29,66.35,63.99,64.22,64.22,129563,0.0,1.0
2021-12-31,64.735,65.92,63.97,65.2,65.2,93344,0.0,1.0
2021-12-30,64.87,66.605,63.99,64.26,64.26,135336,0.0,1.0
2021-12-29,64.48,65.3,64.33,64.58,64.58,59935,0.0,1.0
2021-12-28,64.81,65.78,64.66,64.7,64.7,96706,0.0,1.0
2021-12-27,62.88,64.88,61.635,64.76,64.76,195165,0.0,1.0
2021-12-23,62.44,63.0488,62.21,62.59,62.59,108930,0.0,1.0
2021-12-22,62.33,62.95,61.705,61.91,61.91,135883,0.0,1.0
2021-12-21,58.32,62.42,58.24,62.1,62.1,263503,0.0,1.0
2021-12-20,59.94,60.0,56.285,56.99,56.99,204106,0.0,1.0
2021-12-17,62.77,63.36,60.24,60.9,60.9,735875,0.0,1.0
2021-12-16,65.05,65.1,62.37,62.7,62.7,124629,0.0,1.0
2021-12-15,63.92,64.49,62.395,64.27,64.27,173244,0.0,1.0
2021-12-14,64.31,65.28,63.09,64.01,64.01,175629,0.0,1.0
2021-12-13,65.06,65.72,63.2345,64.18,64.18,176678,0.0,1.0
2021-12-10,66.29,66.67,64.65,65.08,65.08,205453,0.0,1.0
2021-12-09,66.64,66.775,65.2534,66.06,66.06,96857,0.0,1.0
2021-12-08,67.98,68.16,67.2,67.31,67.31,73683,0.0,1.0
2021-12-07,68.57,69.11,67.44,67.8,67.8,120898,0.0,1.0
2021-12-06,67.23,69.355,66.55,68.0,68.0,145456,0.0,1.0
2021-12-03,65.54,65.99,64.12,65.68,65.68,133210,0.0,1.0
2021-12-02,61.88,65.89,61.88,65.28,65.28,134519,0.0,1.0
2021-12-01,63.67,65.27,62.36,62.41,62.41,235277,0.0,1.0
2021-11-30,63.36,63.69,60.7,61.64,61.64,244356,0.0,1.0
2021-11-29,65.36,65.92,62.67,62.78,62.78,180193,0.0,1.0
2021-11-26,66.21,69.59,63.9,64.67,64.67,103562,0.0,1.0
2021-11-24,67.73,68.53,66.44,68.32,68.32,89364,0.0,1.0
2021-11-23,67.06,68.435,65.63,67.79,67.79,281573,0.0,1.0
2021-11-22,71.68,73.22,71.495,71.63,71.63,127617,0.0,1.0
2021-11-19,69.98,72.0802,69.98,71.39,71.39,103534,0.0,1.0
2021-11-18,71.29,72.01,70.03,70.64,70.64,135238,0.0,1.0
2021-11-17,72.31,72.9,69.86,71.14,71.14,169023,0.0,1.0
2021-11-16,73.84,75.18,73.46,75.17,75.17,54491,0.0,1.0
2021-11-15,75.02,75.4554,73.65,73.86,73.86,59078,0.0,1.0
2021-11-12,73.58,74.73,73.13,74.5,74.5,86585,0.0,1.0
