,AMWD_Open,AMWD_High,AMWD_Low,AMWD_Close,AMWD_Adj Close,AMWD_Volume,AMWD_Dividend Amount,AMWD_Split Coefficient
2012-12-27,27.74,27.86,27.46,27.7,27.7,64300,0.0,1.0
2012-12-26,28.26,28.26,27.72,27.82,27.82,34800,0.0,1.0
2012-12-24,28.0,28.245,27.95,27.99,27.99,46600,0.0,1.0
2012-12-21,28.56,28.73,27.7431,28.06,28.06,168000,0.0,1.0
2012-12-20,28.41,29.07,27.93,29.03,29.03,128200,0.0,1.0
2012-12-19,28.7,28.7,27.94,28.45,28.45,96800,0.0,1.0
2012-12-18,28.0,28.78,27.09,28.76,28.76,170900,0.0,1.0
2012-12-17,26.12,27.91,25.98,27.91,27.91,111500,0.0,1.0
2012-12-14,26.34,26.34,25.37,25.87,25.87,93700,0.0,1.0
2012-12-13,27.02,27.17,26.07,26.42,26.42,70300,0.0,1.0
2012-12-12,27.86,27.86,26.5,26.9,26.9,88900,0.0,1.0
2012-12-11,27.85,28.0,27.59,27.84,27.84,51100,0.0,1.0
2012-12-10,27.76,28.1,27.29,27.51,27.51,50200,0.0,1.0
2012-12-07,28.32,28.32,27.12,27.52,27.52,72100,0.0,1.0
2012-12-06,28.74,28.74,28.0,28.1,28.1,106400,0.0,1.0
2012-12-05,28.84,28.9,28.32,28.55,28.55,125900,0.0,1.0
2012-12-04,28.66,28.9599,28.38,28.66,28.66,244800,0.0,1.0
2012-12-03,28.58,29.28,28.23,28.5189,28.5189,367200,0.0,1.0
2012-11-30,28.16,28.54,28.08,28.41,28.41,147000,0.0,1.0
2012-11-29,28.4,28.5,27.5,28.01,28.01,182200,0.0,1.0
2012-11-28,27.63,28.06,27.5101,27.99,27.99,196700,0.0,1.0
2012-11-27,28.15,28.45,27.4301,27.63,27.63,165500,0.0,1.0
2012-11-26,28.14,28.25,27.25,28.04,28.04,187500,0.0,1.0
2012-11-23,27.54,28.1899,27.23,27.96,27.96,75000,0.0,1.0
2012-11-21,26.1,27.4499,25.76,27.24,27.24,188900,0.0,1.0
2012-11-20,24.0,26.26,24.0,25.86,25.86,392600,0.0,1.0
2012-11-19,22.85,23.37,22.83,23.03,23.03,218600,0.0,1.0
2012-11-16,22.37,22.8,21.66,22.48,22.48,26800,0.0,1.0
2012-11-15,22.82,22.94,21.83,22.38,22.38,41200,0.0,1.0
2012-11-14,22.73,23.69,22.5,22.74,22.74,134000,0.0,1.0
2012-11-13,23.06,23.22,22.62,23.02,23.02,52800,0.0,1.0
2012-11-12,23.66,23.72,22.972,23.31,23.31,24200,0.0,1.0
2012-11-09,23.33,23.77,23.14,23.43,23.43,20800,0.0,1.0
2012-11-08,23.51,23.66,23.4,23.4,23.4,25900,0.0,1.0
2012-11-07,23.69,23.94,23.26,23.53,23.53,82800,0.0,1.0
2012-11-06,23.62,24.12,23.57,23.98,23.98,128700,0.0,1.0
2012-11-05,23.36,23.6,23.018,23.5,23.5,37400,0.0,1.0
2012-11-02,23.54,23.54,23.1,23.43,23.43,30700,0.0,1.0
2012-11-01,23.0,23.56,22.81,23.53,23.53,112300,0.0,1.0
2012-10-31,22.49,23.0,22.49,23.0,23.0,76600,0.0,1.0
2012-10-26,21.38,22.4192,21.38,22.39,22.39,48000,0.0,1.0
2012-10-25,23.0,23.3,22.29,22.59,22.59,35400,0.0,1.0
2012-10-24,23.04,23.05,22.66,22.94,22.94,39200,0.0,1.0
2012-10-23,22.63,23.05,22.424,22.99,22.99,242600,0.0,1.0
2012-10-22,21.75,23.0,21.75,22.92,22.92,73500,0.0,1.0
2012-10-19,22.6,22.6,21.155,21.76,21.76,54100,0.0,1.0
2012-10-18,22.45,22.95,22.4,22.78,22.78,160700,0.0,1.0
2012-10-17,22.0,22.92,21.96,22.42,22.42,135500,0.0,1.0
2012-10-16,21.59,21.99,21.59,21.9,21.9,37100,0.0,1.0
2012-10-15,21.36,21.48,21.25,21.34,21.34,19500,0.0,1.0
2012-10-12,21.05,21.39,21.03,21.2,21.2,44700,0.0,1.0
2012-10-11,20.93,21.23,20.85,21.1,21.1,19000,0.0,1.0
2012-10-10,20.48,20.85,20.48,20.61,20.61,11700,0.0,1.0
2012-10-09,21.01,21.21,20.43,20.57,20.57,30200,0.0,1.0
2012-10-08,21.14,21.28,20.92,21.04,21.04,6500,0.0,1.0
2012-10-05,21.13,21.54,21.09,21.34,21.34,30000,0.0,1.0
2012-10-04,21.19,21.31,20.7,21.05,21.05,27800,0.0,1.0
2012-10-03,20.94,21.7,20.56,21.0,21.0,30300,0.0,1.0
2012-10-02,20.57,20.96,20.57,20.8,20.8,21300,0.0,1.0
2012-10-01,20.19,20.81,20.0,20.39,20.39,40700,0.0,1.0
2012-09-28,20.33,20.44,19.84,19.97,19.97,25700,0.0,1.0
2012-09-27,19.31,20.42,19.29,20.36,20.36,72200,0.0,1.0
2012-09-26,20.0,20.18,19.08,19.11,19.11,71500,0.0,1.0
2012-09-25,20.25,20.47,19.99,20.0,20.0,106500,0.0,1.0
2012-09-24,20.3,20.3999,20.08,20.27,20.27,43000,0.0,1.0
2012-09-21,20.1,20.43,19.93,20.35,20.35,71400,0.0,1.0
2012-09-20,20.57,20.586,19.87,20.04,20.04,28800,0.0,1.0
2012-09-19,20.13,20.8,20.13,20.71,20.71,45300,0.0,1.0
2012-09-18,20.16,20.16,19.78,20.0,20.0,71400,0.0,1.0
2012-09-17,20.12,20.392,19.0,20.1,20.1,638300,0.0,1.0
2012-09-14,20.75,20.98,20.08,20.18,20.18,74300,0.0,1.0
2012-09-13,20.43,21.77,19.73,20.99,20.99,70400,0.0,1.0
2012-09-12,20.08,20.41,20.0,20.27,20.27,20700,0.0,1.0
2012-09-11,19.65,20.14,19.58,19.93,19.93,30200,0.0,1.0
2012-09-10,19.96,20.18,19.56,19.67,19.67,21100,0.0,1.0
2012-09-07,19.91,20.09,19.66,19.87,19.87,41000,0.0,1.0
2012-09-06,19.75,19.99,19.585,19.75,19.75,32400,0.0,1.0
2012-09-05,19.75,20.0,19.64,19.68,19.68,29200,0.0,1.0
2012-09-04,19.5,19.99,19.03,19.75,19.75,79800,0.0,1.0
2012-08-31,19.23,19.52,18.9,19.36,19.36,26700,0.0,1.0
2012-08-30,19.25,19.25,18.87,18.98,18.98,7500,0.0,1.0
2012-08-29,19.65,20.08,19.17,19.48,19.48,11200,0.0,1.0
2012-08-28,19.95,20.249,19.57,19.6,19.6,24400,0.0,1.0
2012-08-27,19.4,19.92,19.0601,19.88,19.88,17800,0.0,1.0
2012-08-24,18.83,19.38,18.61,19.37,19.37,16900,0.0,1.0
2012-08-23,19.13,19.37,18.49,18.94,18.94,24700,0.0,1.0
2012-08-22,18.94,19.3,18.332,19.07,19.07,35500,0.0,1.0
2012-08-21,22.0,22.0,18.3,18.99,18.99,65900,0.0,1.0
2012-08-20,20.42,20.42,18.1,18.24,18.24,38300,0.0,1.0
2012-08-17,17.72,20.97,17.72,20.7,20.7,58900,0.0,1.0
2012-08-16,17.91,17.91,17.3,17.81,17.81,34500,0.0,1.0
2012-08-15,17.36,17.9,17.24,17.9,17.9,10300,0.0,1.0
2012-08-14,17.41,17.93,17.13,17.55,17.55,21400,0.0,1.0
2012-08-13,17.28,17.28,17.08,17.2,17.2,7000,0.0,1.0
2012-08-10,17.3,17.32,17.07,17.28,17.28,6700,0.0,1.0
2012-08-09,18.04,18.04,16.98,17.14,17.14,36900,0.0,1.0
2012-08-08,18.39,18.815,18.13,18.15,18.15,3600,0.0,1.0
2012-08-07,18.6,18.81,17.95,18.58,18.58,17700,0.0,1.0
2012-08-06,17.97,18.48,17.58,18.36,18.36,13000,0.0,1.0
2012-08-03,17.25,18.75,16.656,18.29,18.29,14900,0.0,1.0
2012-08-02,16.45,16.9,16.45,16.78,16.78,15500,0.0,1.0
2012-08-01,16.84,17.0,16.46,16.46,16.46,17900,0.0,1.0
2012-07-31,17.31,17.31,16.53,16.67,16.67,41000,0.0,1.0
2012-07-30,17.83,17.83,17.36,17.44,17.44,5800,0.0,1.0
2012-07-27,16.92,18.0,16.71,17.87,17.87,20700,0.0,1.0
2012-07-26,16.81,17.23,16.81,16.99,16.99,24300,0.0,1.0
2012-07-25,16.57,16.85,16.36,16.45,16.45,21900,0.0,1.0
2012-07-24,16.71,16.94,16.35,16.36,16.36,26400,0.0,1.0
2012-07-23,16.31,17.225,16.31,17.04,17.04,25400,0.0,1.0
2012-07-20,17.74,17.74,16.27,16.49,16.49,30700,0.0,1.0
2012-07-19,18.77,18.91,17.86,17.86,17.86,6500,0.0,1.0
2012-07-18,18.66,18.95,18.44,18.61,18.61,17600,0.0,1.0
2012-07-17,18.0901,18.9,18.0901,18.76,18.76,15200,0.0,1.0
2012-07-16,18.71,18.71,18.32,18.45,18.45,7300,0.0,1.0
2012-07-13,18.5,18.94,18.3,18.85,18.85,16600,0.0,1.0
2012-07-12,17.96,18.5,17.64,18.38,18.38,22200,0.0,1.0
2012-07-11,17.78,18.09,17.58,18.04,18.04,16300,0.0,1.0
2012-07-10,18.11,18.11,17.53,17.7,17.7,16000,0.0,1.0
2012-07-09,17.71,18.21,17.71,18.0,18.0,13000,0.0,1.0
2012-07-06,18.19,18.33,17.68,17.81,17.81,20000,0.0,1.0
2012-07-05,18.39,18.5,18.29,18.49,18.49,10300,0.0,1.0
2012-07-03,17.75,18.36,17.64,18.36,18.36,11900,0.0,1.0
2012-07-02,17.27,17.83,16.76,17.81,17.81,54600,0.0,1.0
2012-06-29,17.31,17.31,16.85,17.1,17.1,61100,0.0,1.0
2012-06-28,16.71,16.83,16.07,16.76,16.76,17700,0.0,1.0
2012-06-27,16.89,17.19,16.35,16.88,16.88,33300,0.0,1.0
2012-06-26,16.0,17.0,15.96,16.81,16.81,44100,0.0,1.0
2012-06-25,16.54,16.63,15.82,16.18,16.18,33800,0.0,1.0
2012-06-22,17.34,17.525,16.59,16.95,16.95,141400,0.0,1.0
2012-06-21,17.218,17.81,17.18,17.24,17.24,26000,0.0,1.0
2012-06-20,17.19,17.74,16.53,17.7,17.7,34900,0.0,1.0
2012-06-19,16.44,17.34,16.23,17.23,17.23,75900,0.0,1.0
2012-06-18,15.91,16.63,15.91,16.29,16.29,22700,0.0,1.0
2012-06-15,15.93,16.25,15.72,16.12,16.12,70600,0.0,1.0
2012-06-14,15.86,16.2,15.71,15.99,15.99,36800,0.0,1.0
2012-06-13,16.62,16.62,15.67,15.79,15.79,17600,0.0,1.0
2012-06-12,16.84,16.84,16.34,16.43,16.43,25500,0.0,1.0
2012-06-11,17.93,17.93,16.57,16.63,16.63,22300,0.0,1.0
2012-06-08,16.92,17.66,16.88,17.62,17.62,21000,0.0,1.0
2012-06-07,17.37,17.37,16.86,16.99,16.99,22800,0.0,1.0
2012-06-06,16.57,17.3,16.36,17.08,17.08,42700,0.0,1.0
2012-06-05,16.46,17.21,15.46,16.39,16.39,34400,0.0,1.0
2012-06-04,16.71,16.8,16.37,16.48,16.48,29100,0.0,1.0
2012-06-01,16.42,17.04,15.95,16.6,16.6,27800,0.0,1.0
2012-05-31,16.91,17.0,16.49,16.91,16.91,43000,0.0,1.0
2012-05-30,16.695,17.1,16.58,16.81,16.81,23200,0.0,1.0
2012-05-29,16.82,17.017,16.51,16.94,16.94,26400,0.0,1.0
2012-05-25,16.83,16.83,16.44,16.57,16.57,24400,0.0,1.0
2012-05-24,16.73,16.75,16.39,16.75,16.75,15300,0.0,1.0
2012-05-23,16.38,16.68,16.35,16.68,16.68,39000,0.0,1.0
2012-05-22,16.77,16.88,16.38,16.57,16.57,43000,0.0,1.0
2012-05-21,16.55,16.77,16.43,16.75,16.75,31100,0.0,1.0
2012-05-18,16.54,16.8,16.45,16.53,16.53,22200,0.0,1.0
2012-05-17,16.57,16.97,16.5,16.55,16.55,29000,0.0,1.0
2012-05-16,16.6,17.13,16.5,16.5,16.5,29000,0.0,1.0
2012-05-15,16.5,16.87,16.3701,16.43,16.43,15000,0.0,1.0
2012-05-14,16.26,17.03,16.26,16.44,16.44,18800,0.0,1.0
2012-05-11,16.7,17.25,16.16,16.58,16.58,26900,0.0,1.0
2012-05-10,16.77,16.99,16.32,16.92,16.92,15000,0.0,1.0
2012-05-09,16.28,16.65,16.28,16.54,16.54,8500,0.0,1.0
2012-05-08,16.27,16.6,15.99,16.54,16.54,13200,0.0,1.0
2012-05-07,16.22,16.81,16.22,16.47,16.47,16000,0.0,1.0
2012-05-04,17.38,17.38,16.18,16.31,16.31,20900,0.0,1.0
2012-05-03,17.53,17.71,17.44,17.46,17.46,16000,0.0,1.0
2012-05-02,17.51,17.7,17.32,17.44,17.44,17200,0.0,1.0
2012-05-01,17.93,18.95,17.37,17.7,17.7,38000,0.0,1.0
2012-04-30,18.71,19.52,17.94,17.95,17.95,19000,0.0,1.0
2012-04-27,17.76,18.85,17.76,18.83,18.83,29400,0.0,1.0
2012-04-26,17.07,17.93,17.07,17.78,17.78,11200,0.0,1.0
2012-04-25,16.67,17.29,16.67,17.17,17.17,20700,0.0,1.0
2012-04-24,15.65,16.48,15.65,16.36,16.36,15100,0.0,1.0
2012-04-23,15.82,16.02,15.68,15.69,15.69,18300,0.0,1.0
2012-04-20,17.05,17.05,15.76,16.15,16.15,33600,0.0,1.0
2012-04-19,16.93,17.13,16.56,16.67,16.67,28300,0.0,1.0
2012-04-18,17.66,17.66,16.77,16.86,16.86,18700,0.0,1.0
2012-04-17,17.84,18.15,17.6605,17.86,17.86,28200,0.0,1.0
2012-04-16,16.83,17.75,16.563,17.61,17.61,27400,0.0,1.0
2012-04-13,17.49,17.515,16.5,16.8,16.8,28400,0.0,1.0
2012-04-12,16.75,18.0,16.75,17.67,17.67,36700,0.0,1.0
2012-04-11,16.73,16.76,16.315,16.73,16.73,24000,0.0,1.0
2012-04-10,17.8,17.81,16.37,16.42,16.42,34800,0.0,1.0
2012-04-09,17.49,18.11,17.48,17.83,17.83,53800,0.0,1.0
2012-04-05,18.13,18.17,17.98,18.0,18.0,3500,0.0,1.0
2012-04-04,17.95,18.2,17.95,18.17,18.17,25200,0.0,1.0
2012-04-03,18.16,18.32,18.04,18.13,18.13,42400,0.0,1.0
2012-04-02,17.85,18.5601,17.85,18.19,18.19,29200,0.0,1.0
2012-03-30,18.61,18.95,18.0,18.0,18.0,60400,0.0,1.0
2012-03-29,18.45,19.14,18.27,18.38,18.38,32300,0.0,1.0
2012-03-28,18.62,18.94,18.25,18.65,18.65,24100,0.0,1.0
2012-03-27,18.54,19.13,18.52,18.63,18.63,34300,0.0,1.0
2012-03-26,18.03,18.46,17.86,18.46,18.46,44800,0.0,1.0
2012-03-23,17.55,17.85,17.18,17.8,17.8,15300,0.0,1.0
2012-03-22,17.07,17.52,16.98,17.49,17.49,24000,0.0,1.0
2012-03-21,17.0,17.51,16.92,17.37,17.37,17100,0.0,1.0
2012-03-20,16.72,17.14,16.55,16.86,16.86,51200,0.0,1.0
2012-03-19,16.47,17.17,15.79,16.87,16.87,40500,0.0,1.0
2012-03-16,15.7,16.69,15.34,16.45,16.45,43800,0.0,1.0
2012-03-15,15.52,15.64,15.1,15.6,15.6,12600,0.0,1.0
2012-03-14,16.38,16.73,15.15,15.48,15.48,37200,0.0,1.0
2012-03-13,15.92,16.4,15.61,16.35,16.35,32600,0.0,1.0
2012-03-12,15.1,15.89,14.54,15.78,15.78,16200,0.0,1.0
2012-03-09,14.51,15.3,14.51,15.04,15.04,35400,0.0,1.0
2012-03-08,14.02,14.63,14.0,14.56,14.56,44900,0.0,1.0
2012-03-07,13.36,14.01,13.19,13.93,13.93,43400,0.0,1.0
2012-03-06,13.25,13.4,13.21,13.26,13.26,27800,0.0,1.0
2012-03-05,13.9,14.1,13.237,13.47,13.47,32900,0.0,1.0
2012-03-02,14.8,15.12,13.88,13.93,13.93,59600,0.0,1.0
2012-03-01,14.37,15.36,14.25,14.8,14.8,24300,0.0,1.0
2012-02-29,15.31,15.31,14.06,14.21,14.21,26400,0.0,1.0
2012-02-28,15.06,15.55,15.06,15.32,15.32,15100,0.0,1.0
2012-02-27,15.09,15.2,14.85,15.09,15.09,10900,0.0,1.0
2012-02-24,15.33,15.44,15.1679,15.26,15.26,9000,0.0,1.0
2012-02-23,14.1,15.35,13.81,15.3,15.3,32000,0.0,1.0
2012-02-22,13.68,14.0,13.58,13.84,13.84,135700,0.0,1.0
2012-02-21,14.22,14.22,13.34,13.6,13.6,166100,0.0,1.0
2012-02-17,14.08,14.11,13.93,13.97,13.97,21200,0.0,1.0
2012-02-16,13.74,14.205,13.74,14.0,14.0,36300,0.0,1.0
2012-02-15,13.91,14.02,13.66,13.7,13.7,18300,0.0,1.0
2012-02-14,14.105,14.15,13.69,13.8,13.8,30500,0.0,1.0
2012-02-13,14.14,14.34,14.05,14.27,14.27,15800,0.0,1.0
2012-02-10,14.01,14.08,13.88,13.89,13.89,9300,0.0,1.0
2012-02-09,14.21,14.29,14.04,14.22,14.22,41300,0.0,1.0
2012-02-08,14.09,14.3,14.05,14.21,14.21,16200,0.0,1.0
2012-02-07,14.16,14.31,14.01,14.09,14.09,37400,0.0,1.0
2012-02-06,14.17,14.4,14.01,14.13,14.13,56400,0.0,1.0
2012-02-03,14.55,14.98,14.16,14.24,14.24,46000,0.0,1.0
2012-02-02,14.25,14.3,14.05,14.22,14.22,20500,0.0,1.0
2012-02-01,14.39,14.399,14.14,14.27,14.27,39900,0.0,1.0
2012-01-31,14.55,14.55,13.76,14.22,14.22,112600,0.0,1.0
2012-01-30,14.58,14.7,14.27,14.36,14.36,26100,0.0,1.0
2012-01-27,15.93,16.14,14.41,14.78,14.78,90500,0.0,1.0
2012-01-26,16.21,16.5,15.5,15.97,15.97,27600,0.0,1.0
2012-01-25,15.35,16.41,14.9,16.18,16.18,13400,0.0,1.0
2012-01-24,14.59,15.45,14.35,15.35,15.35,12900,0.0,1.0
2012-01-23,14.58,14.8,14.58,14.76,14.76,6400,0.0,1.0
2012-01-20,14.65,14.96,13.9,14.51,14.51,31400,0.0,1.0
2012-01-19,14.73,14.92,14.38,14.72,14.72,13900,0.0,1.0
2012-01-18,13.42,14.81,13.24,14.53,14.53,20200,0.0,1.0
2012-01-17,13.69,13.69,13.24,13.4,13.4,58300,0.0,1.0
2012-01-13,13.58,13.82,13.44,13.52,13.52,24900,0.0,1.0
2012-01-12,13.91,13.94,13.7,13.86,13.86,16300,0.0,1.0
2012-01-11,13.25,13.96,13.25,13.89,13.89,10100,0.0,1.0
2012-01-10,13.42,13.72,13.23,13.4,13.4,16000,0.0,1.0
2012-01-09,13.3,13.3,13.01,13.14,13.14,11300,0.0,1.0
2012-01-06,13.23,13.28,13.05,13.16,13.16,17600,0.0,1.0
2012-01-05,13.24,13.47,12.86,13.28,13.28,14400,0.0,1.0
2012-01-04,13.83,13.83,13.13,13.33,13.33,38900,0.0,1.0
2012-01-03,14.04,14.48,13.59,13.92,13.92,22000,0.0,1.0
2011-12-30,13.13,13.95,13.13,13.66,13.66,33100,0.0,1.0
2011-12-29,12.81,13.33,12.81,13.08,13.08,21800,0.0,1.0
2011-12-28,13.04,13.41,12.55,12.8,12.8,38100,0.0,1.0
2011-12-27,13.06,13.5801,13.06,13.43,13.43,19200,0.0,1.0
2011-12-23,13.14,13.14,12.79,13.1,13.1,39700,0.0,1.0
2011-12-22,12.28,13.18,12.2,13.1,13.1,55100,0.0,1.0
2011-12-21,12.15,12.28,11.5999,12.23,12.23,47200,0.0,1.0
2011-12-20,11.32,12.19,11.25,12.14,12.14,32800,0.0,1.0
2011-12-19,11.57,12.06,10.89,10.91,10.91,98600,0.0,1.0
2011-12-16,11.53,12.25,11.12,11.39,11.39,61100,0.0,1.0
2011-12-15,12.33,12.33,10.88,11.38,11.38,31300,0.0,1.0
2011-12-14,12.7,12.7,11.58,12.08,12.08,63300,0.0,1.0
2011-12-13,11.54,11.7,11.11,11.22,11.22,20700,0.0,1.0
2011-12-12,11.53,11.77,11.27,11.38,11.38,15700,0.0,1.0
2011-12-09,11.63,12.08,11.61,11.7,11.7,41700,0.0,1.0
2011-12-08,12.37,12.37,11.53,11.56,11.56,15100,0.0,1.0
2011-12-07,12.28,12.57,12.28,12.5,12.5,15300,0.0,1.0
2011-12-06,12.68,12.68,12.37,12.48,12.48,18400,0.0,1.0
2011-12-05,12.14,12.88,12.05,12.7,12.7,23200,0.0,1.0
2011-12-02,12.07,12.09,11.64,11.92,11.92,8800,0.0,1.0
2011-12-01,12.59,12.8,11.62,11.78,11.78,27300,0.0,1.0
2011-11-30,12.0,12.87,11.82,12.73,12.73,53700,0.0,1.0
2011-11-29,11.81,11.81,11.07,11.3,11.3,13200,0.0,1.0
2011-11-28,11.59,11.97,11.55,11.7,11.7,32100,0.0,1.0
2011-11-25,11.72,11.815,11.0,11.0,11.0,13300,0.0,1.0
2011-11-23,12.5,12.67,11.47,11.71,11.71,40500,0.0,1.0
2011-11-22,12.81,13.48,12.6,12.6,12.6,15600,0.0,1.0
2011-11-21,12.8,13.26,12.8,12.85,12.85,15100,0.0,1.0
2011-11-18,13.0,13.335,13.0,13.17,13.17,17200,0.0,1.0
2011-11-17,13.03,13.11,12.85,12.93,12.93,43200,0.0,1.0
2011-11-16,13.01,13.3879,13.0,13.0,13.0,51800,0.0,1.0
2011-11-15,13.59,13.7,13.2,13.23,13.23,33700,0.0,1.0
2011-11-14,13.54,13.63,13.15,13.23,13.23,41500,0.0,1.0
2011-11-11,13.41,13.95,13.35,13.66,13.66,30000,0.0,1.0
2011-11-10,13.96,13.96,13.2,13.41,13.41,45400,0.0,1.0
2011-11-09,13.67,14.01,13.54,13.6,13.6,23000,0.0,1.0
2011-11-08,14.62,14.72,13.57,14.13,14.13,28500,0.0,1.0
2011-11-07,14.23,14.65,14.0,14.48,14.48,10400,0.0,1.0
2011-11-04,14.6,14.62,13.68,14.19,14.19,9400,0.0,1.0
2011-11-03,14.92,14.92,14.13,14.86,14.86,31800,0.0,1.0
2011-11-02,16.04,16.16,14.3,14.63,14.63,33600,0.0,1.0
2011-11-01,16.17,17.99,15.5,15.53,15.53,22300,0.0,1.0
2011-10-31,17.41,17.76,16.82,17.01,17.01,13600,0.0,1.0
2011-10-28,18.05,18.2,17.57,17.81,17.81,26900,0.0,1.0
2011-10-27,16.6,18.35,15.96,18.14,18.14,54100,0.0,1.0
2011-10-26,16.12,16.19,15.28,15.89,15.89,16300,0.0,1.0
2011-10-25,16.21,16.59,15.53,15.78,15.78,17900,0.0,1.0
2011-10-24,15.5,16.38,15.5,16.35,16.35,12800,0.0,1.0
2011-10-21,15.41,15.77,14.97,15.57,15.57,17000,0.0,1.0
2011-10-20,15.17,15.17,14.92,15.04,15.04,6800,0.0,1.0
2011-10-19,15.0,15.61,15.0,15.06,15.06,8800,0.0,1.0
2011-10-18,14.78,15.99,14.4699,15.35,15.35,47200,0.0,1.0
2011-10-17,15.04,15.31,14.29,14.65,14.65,19500,0.0,1.0
2011-10-14,13.94,15.31,13.894,15.31,15.31,14500,0.0,1.0
2011-10-13,13.32,13.74,13.32,13.71,13.71,4300,0.0,1.0
2011-10-12,13.15,13.81,12.63,13.75,13.75,16700,0.0,1.0
2011-10-11,13.58,14.21,13.05,13.42,13.42,14800,0.0,1.0
2011-10-10,13.26,13.76,12.64,13.74,13.74,20600,0.0,1.0
2011-10-07,13.75,13.75,12.28,12.67,12.67,15400,0.0,1.0
2011-10-06,13.52,13.81,13.18,13.75,13.75,14000,0.0,1.0
2011-10-05,13.28,13.57,12.855,13.56,13.56,14000,0.0,1.0
2011-10-04,11.78,15.34,11.76,13.23,13.23,31300,0.0,1.0
2011-10-03,12.06,12.71,11.85,11.86,11.86,25500,0.0,1.0
2011-09-30,12.7,13.26,12.03,12.11,12.11,22600,0.0,1.0
2011-09-29,12.98,13.05,12.39,12.92,12.92,12500,0.0,1.0
2011-09-28,14.1,14.1,12.55,12.55,12.55,16200,0.0,1.0
2011-09-27,12.88,13.67,11.8,13.08,13.08,16700,0.0,1.0
2011-09-26,11.63,12.57,11.53,12.48,12.48,5700,0.0,1.0
2011-09-23,11.87,12.21,11.87,11.91,11.91,9900,0.0,1.0
2011-09-22,11.67,12.49,11.67,11.83,11.83,23800,0.0,1.0
2011-09-21,12.71,12.71,12.07,12.14,12.14,28000,0.0,1.0
2011-09-20,13.0,13.29,12.61,12.67,12.67,23000,0.0,1.0
2011-09-19,13.69,13.69,12.9,12.9,12.9,7900,0.0,1.0
2011-09-16,14.29,14.29,13.8,14.03,14.03,24100,0.0,1.0
2011-09-15,14.25,14.25,13.92,14.15,14.15,8400,0.0,1.0
2011-09-14,13.92,14.35,13.27,14.14,14.14,35800,0.0,1.0
2011-09-13,12.81,13.9,12.81,13.71,13.71,10800,0.0,1.0
2011-09-12,12.56,12.99,12.44,12.74,12.74,12500,0.0,1.0
2011-09-09,13.37,13.37,12.51,12.68,12.68,44700,0.0,1.0
2011-09-08,14.25,14.705,13.42,13.5,13.5,10400,0.0,1.0
2011-09-07,13.4,15.02,13.4,14.34,14.34,16300,0.0,1.0
2011-09-06,12.51,13.67,12.51,13.1,13.1,14700,0.0,1.0
2011-09-02,14.27,14.3,12.86,12.86,12.86,31000,0.0,1.0
2011-09-01,15.96,16.35,14.54,14.65,14.65,12800,0.0,1.0
2011-08-31,16.33,16.37,15.16,15.86,15.86,52800,0.0,1.0
2011-08-30,15.78,16.36,15.78,16.33,16.33,11600,0.0,1.0
2011-08-29,15.74,16.3,15.3,16.17,16.17,28100,0.0,1.0
2011-08-26,15.02,15.74,15.02,15.51,15.51,10300,0.0,1.0
2011-08-25,15.81,15.81,15.04,15.08,15.08,12000,0.0,1.0
2011-08-24,14.45,15.62,14.05,15.59,15.59,5100,0.0,1.0
2011-08-23,13.96,14.64,13.31,14.55,14.55,19300,0.0,1.0
2011-08-22,14.23,14.28,13.52,13.84,13.84,23400,0.0,1.0
2011-08-19,13.23,14.16,13.23,13.68,13.68,17100,0.0,1.0
2011-08-18,13.57,14.32,13.22,13.45,13.45,25800,0.0,1.0
2011-08-17,14.35,14.57,14.02,14.1,14.1,7700,0.0,1.0
2011-08-16,14.38,14.64,14.0,14.22,14.22,19700,0.0,1.0
2011-08-15,14.07,14.62,13.89,14.62,14.62,12100,0.0,1.0
2011-08-12,14.06,14.55,13.66,13.95,13.95,16800,0.0,1.0
2011-08-11,13.87,14.82,13.51,13.94,13.94,134000,0.0,1.0
2011-08-10,16.26,17.46,13.51,13.68,13.68,31900,0.0,1.0
2011-08-09,16.9,19.87,14.46,16.77,16.77,35500,0.0,1.0
2011-08-08,16.51,17.21,16.21,16.3,16.3,29100,0.0,1.0
2011-08-05,17.0,17.09,16.56,16.63,16.63,8200,0.0,1.0
2011-08-04,16.95,17.26,16.78,16.78,16.78,23200,0.0,1.0
2011-08-03,16.89,17.31,16.7,17.21,17.21,32900,0.0,1.0
2011-08-02,17.21,17.5,16.74,16.79,16.79,22300,0.0,1.0
2011-08-01,16.75,17.45,16.49,17.28,17.28,38000,0.0,1.0
2011-07-29,16.36,16.65,16.36,16.62,16.62,5300,0.0,1.0
2011-07-28,16.06,16.7,16.06,16.65,16.65,16500,0.0,1.0
2011-07-27,16.5,16.73,16.0,16.05,16.05,19000,0.0,1.0
2011-07-26,16.5222,16.884,16.5222,16.59,16.59,10800,0.0,1.0
2011-07-25,16.98,17.28,16.94,16.99,16.99,8400,0.0,1.0
2011-07-22,17.63,17.64,17.02,17.24,17.24,16800,0.0,1.0
2011-07-21,17.45,17.76,17.3,17.75,17.75,4800,0.0,1.0
2011-07-20,17.31,17.5905,17.16,17.33,17.33,7100,0.0,1.0
2011-07-19,17.56,17.75,17.17,17.6,17.6,19500,0.0,1.0
2011-07-18,17.74,17.82,17.19,17.27,17.27,11000,0.0,1.0
