,ANIP_Open,ANIP_High,ANIP_Low,ANIP_Close,ANIP_Adj Close,ANIP_Volume,ANIP_Dividend Amount,ANIP_Split Coefficient
2003-10-16,3.33,3.33,3.33,3.33,119.88,0,0.0,1.0
2003-10-15,3.31,3.38,3.3,3.35,120.6,7200,0.0,1.0
2003-10-14,3.4,3.4,3.35,3.35,120.6,3600,0.0,1.0
2003-10-13,3.25,3.35,3.25,3.3,118.8,3600,0.0,1.0
2003-10-10,3.27,3.27,3.21,3.21,115.56,10800,0.0,1.0
2003-10-09,3.3,3.3,3.3,3.3,118.8,0,0.0,1.0
2003-10-08,3.25,3.35,3.25,3.29,118.44,21600,0.0,1.0
2003-10-07,3.26,3.46,3.2,3.25,117.0,39600,0.0,1.0
2003-10-06,3.3,3.3,3.3,3.3,118.8,0,0.0,1.0
2003-10-03,3.43,3.45,3.3,3.3,118.8,7200,0.0,1.0
2003-10-02,3.6,3.6,3.4,3.45,124.2,14400,0.0,1.0
2003-10-01,3.6,3.75,3.5,3.6,129.599999999999,25200,0.0,1.0
2003-09-30,3.5,3.6,3.5,3.5,126.0,21600,0.0,1.0
2003-09-29,3.5,3.5,3.35,3.4,122.4,54000,0.0,1.0
2003-09-26,3.6,3.75,3.4,3.45,124.2,68400,0.0,1.0
2003-09-25,3.09,3.6,3.06,3.55,127.799999999999,79200,0.0,1.0
2003-09-24,3.1,3.1,3.06,3.06,110.16,0,0.0,1.0
2003-09-23,3.05,3.1,2.9,3.1,111.6,57600,0.0,1.0
2003-09-22,3.0,3.1,2.8,3.0,108.0,18000,0.0,1.0
2003-09-19,2.97,3.15,2.97,3.01,108.36,18000,0.0,1.0
2003-09-18,3.05,3.05,3.0,3.0,108.0,7200,0.0,1.0
2003-09-17,3.05,3.05,3.0,3.0,108.0,36000,0.0,1.0
2003-09-16,2.96,3.05,2.95,3.05,109.8,7200,0.0,1.0
2003-09-15,3.05,3.05,3.0,3.0,108.0,32400,0.0,1.0
2003-09-12,3.0,3.05,2.9,3.05,109.8,21600,0.0,1.0
2003-09-11,3.0,3.05,3.0,3.0,108.0,3600,0.0,1.0
2003-09-10,2.98,3.0,2.98,2.99,107.64,3600,0.0,1.0
2003-09-09,2.98,2.98,2.98,2.98,107.28,0,0.0,1.0
2003-09-08,2.75,3.0,2.75,2.9,104.4,36000,0.0,1.0
2003-09-05,2.7,2.7,2.7,2.7,97.1999999999996,0,0.0,1.0
2003-09-04,2.75,2.75,2.75,2.75,98.9999999999996,0,0.0,1.0
2003-09-03,2.7,2.75,2.7,2.75,98.9999999999996,0,0.0,1.0
2003-09-02,2.8,2.8,2.77,2.8,100.8,21600,0.0,1.0
2003-08-29,2.77,2.77,2.77,2.77,99.7199999999996,0,0.0,1.0
2003-08-28,2.85,2.85,2.7,2.75,98.9999999999996,7200,0.0,1.0
2003-08-27,2.85,2.85,2.8,2.85,102.6,3600,0.0,1.0
2003-08-26,2.85,2.85,2.8,2.8,100.8,0,0.0,1.0
2003-08-25,2.85,2.85,2.85,2.85,102.6,0,0.0,1.0
2003-08-22,2.7,2.85,2.7,2.85,102.6,0,0.0,1.0
2003-08-21,2.85,2.85,2.85,2.85,102.6,3600,0.0,1.0
2003-08-20,2.8,2.85,2.8,2.8,100.8,10800,0.0,1.0
2003-08-19,2.9,3.1,2.8,2.8,100.8,32400,0.0,1.0
2003-08-18,2.72,2.75,2.72,2.72,97.9199999999996,7200,0.0,1.0
2003-08-15,2.72,2.75,2.72,2.75,98.9999999999996,7200,0.0,1.0
2003-08-14,2.75,2.8,2.72,2.75,98.9999999999996,10800,0.0,1.0
2003-08-13,2.9,2.95,2.8,2.8,100.8,0,0.0,1.0
2003-08-12,2.9,2.9,2.75,2.75,98.9999999999996,0,0.0,1.0
2003-08-11,2.8,2.85,2.8,2.85,102.6,0,0.0,1.0
2003-08-08,2.78,2.95,2.75,2.75,98.9999999999996,10800,0.0,1.0
2003-08-07,2.65,3.1,2.65,2.75,98.9999999999996,14400,0.0,1.0
2003-08-06,2.55,2.6,2.55,2.6,93.5999999999996,3600,0.0,1.0
2003-08-05,2.45,2.55,2.45,2.55,91.7999999999996,3600,0.0,1.0
2003-08-04,2.6,2.6,2.6,2.6,93.5999999999996,0,0.0,1.0
2003-08-01,2.6,2.6,2.6,2.6,93.5999999999996,0,0.0,1.0
2003-07-31,2.47,2.47,2.47,2.47,88.9199999999997,0,0.0,1.0
2003-07-30,2.47,2.47,2.47,2.47,88.9199999999997,0,0.0,1.0
2003-07-29,2.55,2.59,2.47,2.47,88.9199999999997,7200,0.0,1.0
2003-07-28,2.5,2.5,2.5,2.5,89.9999999999996,0,0.0,1.0
2003-07-25,2.5,2.5,2.5,2.5,89.9999999999996,0,0.0,1.0
2003-07-24,2.5,2.5,2.5,2.5,89.9999999999996,0,0.0,1.0
2003-07-23,2.55,2.55,2.5,2.5,89.9999999999996,0,0.0,1.0
2003-07-22,2.55,2.55,2.55,2.55,91.7999999999996,0,0.0,1.0
2003-07-21,2.65,2.65,2.6,2.6,93.5999999999996,0,0.0,1.0
2003-07-18,2.65,2.67,2.65,2.67,96.1199999999996,3600,0.0,1.0
2003-07-17,2.65,2.7,2.65,2.7,97.1999999999996,3600,0.0,1.0
2003-07-16,2.7,2.71,2.65,2.7,97.1999999999996,21600,0.0,1.0
2003-07-15,2.7,2.71,2.7,2.71,97.5599999999996,0,0.0,1.0
2003-07-14,2.71,2.8,2.7,2.7,97.1999999999996,0,0.0,1.0
2003-07-11,2.71,2.8,2.71,2.8,100.8,0,0.0,1.0
2003-07-10,2.7,2.7,2.7,2.7,97.1999999999996,0,0.0,1.0
2003-07-09,2.9,2.9,2.9,2.9,104.4,0,0.0,1.0
2003-07-08,2.9,2.9,2.85,2.9,104.4,0,0.0,1.0
2003-07-07,2.7,2.9,2.7,2.9,104.4,0,0.0,1.0
2003-07-03,2.85,2.85,2.84,2.85,102.6,7200,0.0,1.0
2003-07-02,2.8,2.9,2.8,2.89,104.04,7200,0.0,1.0
2003-07-01,2.8,2.85,2.8,2.85,102.6,0,0.0,1.0
2003-06-30,2.8,2.93,2.8,2.93,105.48,0,0.0,1.0
2003-06-27,2.8,2.85,2.8,2.85,102.6,10800,0.0,1.0
2003-06-26,2.84,2.85,2.75,2.85,102.6,3600,0.0,1.0
2003-06-25,2.65,2.7,2.65,2.7,97.1999999999996,0,0.0,1.0
2003-06-24,2.7,2.7,2.7,2.7,97.1999999999996,0,0.0,1.0
2003-06-23,2.65,2.7,2.65,2.7,97.1999999999996,0,0.0,1.0
2003-06-20,2.8,2.8,2.8,2.8,100.8,0,0.0,1.0
2003-06-19,3.0,3.0,3.0,3.0,108.0,0,0.0,1.0
2003-06-18,3.0,3.0,3.0,3.0,108.0,0,0.0,1.0
2003-06-17,3.0,3.02,2.8,2.8,100.8,7200,0.0,1.0
2003-06-16,3.0,3.0,3.0,3.0,108.0,0,0.0,1.0
2003-06-13,3.0,3.0,3.0,3.0,108.0,0,0.0,1.0
2003-06-12,3.05,3.1,3.0,3.0,108.0,28800,0.0,1.0
2003-06-11,2.3,2.3,2.3,2.3,82.7999999999997,0,0.0,1.0
2003-06-10,2.8,3.05,2.25,2.25,80.9999999999997,10800,0.0,1.0
2003-06-09,2.9,3.05,2.8,3.03,109.08,10800,0.0,1.0
2003-06-06,2.75,2.8,2.75,2.8,100.8,0,0.0,1.0
2003-06-05,3.0,3.0,2.25,2.25,80.9999999999997,0,0.0,1.0
2003-06-04,2.12,3.1,2.12,2.75,98.9999999999996,54000,0.0,1.0
2003-06-03,2.25,2.25,2.12,2.12,76.3199999999997,0,0.0,1.0
2003-06-02,2.25,2.25,2.12,2.12,76.3199999999997,0,0.0,1.0
2003-05-30,2.28,2.28,2.28,2.28,82.0799999999997,0,0.0,1.0
2003-05-29,2.28,2.28,2.28,2.28,82.0799999999997,0,0.0,1.0
2003-05-28,2.25,2.35,2.25,2.3,82.7999999999997,7200,0.0,1.0
2003-05-27,2.4,2.4,2.4,2.4,86.3999999999997,0,0.0,1.0
2003-05-23,2.35,2.5,2.1,2.4,86.3999999999997,18000,0.0,1.0
2003-05-22,2.22,2.35,2.22,2.33,83.8799999999997,43200,0.0,1.0
2003-05-21,2.25,2.25,2.22,2.25,80.9999999999997,3600,0.0,1.0
2003-05-20,2.17,2.17,2.17,2.17,78.1199999999997,0,0.0,1.0
2003-05-19,2.26,2.26,2.26,2.26,81.3599999999997,0,0.0,1.0
2003-05-16,2.1,2.25,2.1,2.2,79.1999999999997,0,0.0,1.0
2003-05-15,2.17,2.17,2.17,2.17,78.1199999999997,0,0.0,1.0
2003-05-14,2.17,2.17,2.17,2.17,78.1199999999997,0,0.0,1.0
2003-05-13,2.1,2.17,2.05,2.17,78.1199999999997,3600,0.0,1.0
2003-05-12,2.25,2.25,2.1,2.19,78.8399999999997,3600,0.0,1.0
2003-05-09,2.2,2.2,2.2,2.2,79.1999999999997,0,0.0,1.0
2003-05-08,2.2,2.2,2.2,2.2,79.1999999999997,0,0.0,1.0
2003-05-07,2.35,2.35,2.25,2.33,83.8799999999997,32400,0.0,1.0
2003-05-06,2.25,2.25,2.25,2.25,80.9999999999997,0,0.0,1.0
2003-05-05,2.05,2.35,2.05,2.26,81.3599999999997,25200,0.0,1.0
2003-05-02,2.2,2.3,2.2,2.3,82.7999999999997,0,0.0,1.0
2003-05-01,2.28,2.28,2.2,2.25,80.9999999999997,10800,0.0,1.0
2003-04-30,2.25,2.35,2.2,2.3,82.7999999999997,46800,0.0,1.0
2003-04-29,2.05,2.05,2.05,2.05,73.7999999999997,0,0.0,1.0
2003-04-28,2.05,2.05,2.05,2.05,73.7999999999997,0,0.0,1.0
2003-04-25,2.05,2.23,2.05,2.23,80.2799999999997,0,0.0,1.0
2003-04-24,2.05,2.2,2.05,2.15,77.3999999999997,3600,0.0,1.0
2003-04-23,2.05,2.05,2.05,2.05,73.7999999999997,0,0.0,1.0
2003-04-22,2.05,2.05,2.05,2.05,73.7999999999997,0,0.0,1.0
2003-04-21,2.05,2.05,2.05,2.05,73.7999999999997,0,0.0,1.0
2003-04-17,2.05,2.05,2.05,2.05,73.7999999999997,0,0.0,1.0
2003-04-16,2.05,2.05,2.05,2.05,73.7999999999997,0,0.0,1.0
2003-04-15,2.05,2.05,2.05,2.05,73.7999999999997,0,0.0,1.0
2003-04-14,2.24,2.24,2.24,2.24,80.6399999999997,0,0.0,1.0
2003-04-11,2.24,2.24,2.24,2.24,80.6399999999997,0,0.0,1.0
2003-04-10,2.0,2.0,2.0,2.0,71.9999999999997,0,0.0,1.0
2003-04-09,2.0,2.0,2.0,2.0,71.9999999999997,0,0.0,1.0
2003-04-08,2.1,2.1,2.05,2.05,73.7999999999997,0,0.0,1.0
2003-04-07,2.0,2.25,2.0,2.2,79.1999999999997,0,0.0,1.0
2003-04-04,2.22,2.25,2.22,2.25,80.9999999999997,0,0.0,1.0
2003-04-03,1.85,1.85,1.85,1.85,66.5999999999997,0,0.0,1.0
2003-04-02,1.85,1.85,1.85,1.85,66.5999999999997,0,0.0,1.0
2003-04-01,2.2,2.27,1.85,1.85,66.5999999999997,10800,0.0,1.0
2003-03-31,2.12,2.15,2.1,2.15,77.3999999999997,0,0.0,1.0
2003-03-28,2.25,2.25,2.25,2.25,80.9999999999997,0,0.0,1.0
2003-03-27,2.23,2.25,2.23,2.25,80.9999999999997,0,0.0,1.0
2003-03-26,2.12,2.27,2.12,2.27,81.7199999999997,0,0.0,1.0
2003-03-25,2.21,2.25,2.2,2.2,79.1999999999997,7200,0.0,1.0
2003-03-24,2.25,2.25,2.21,2.25,80.9999999999997,10800,0.0,1.0
2003-03-21,2.25,2.25,2.2,2.25,80.9999999999997,0,0.0,1.0
2003-03-20,2.15,2.25,2.12,2.25,80.9999999999997,0,0.0,1.0
2003-03-19,2.2,2.3,2.2,2.3,82.7999999999997,0,0.0,1.0
2003-03-18,2.15,2.3,2.05,2.25,80.9999999999997,21600,0.0,1.0
2003-03-17,2.15,2.15,1.9,1.9,68.3999999999997,0,0.0,1.0
2003-03-14,2.15,2.15,2.15,2.15,77.3999999999997,0,0.0,1.0
2003-03-13,2.0,2.15,2.0,2.15,77.3999999999997,0,0.0,1.0
2003-03-12,2.0,2.0,2.0,2.0,71.9999999999997,0,0.0,1.0
2003-03-11,2.0,2.0,2.0,2.0,71.9999999999997,0,0.0,1.0
2003-03-10,2.0,2.0,2.0,2.0,71.9999999999997,0,0.0,1.0
2003-03-07,2.0,2.0,2.0,2.0,71.9999999999997,0,0.0,1.0
2003-03-06,2.0,2.0,2.0,2.0,71.9999999999997,0,0.0,1.0
2003-03-05,1.75,2.0,1.65,2.0,71.9999999999997,10800,0.0,1.0
2003-03-04,2.15,2.2,1.95,1.95,70.1999999999997,14400,0.0,1.0
2003-03-03,2.15,2.15,2.15,2.15,77.3999999999997,0,0.0,1.0
2003-02-28,2.1,2.35,2.1,2.35,84.5999999999997,0,0.0,1.0
2003-02-27,2.3,2.3,2.3,2.3,82.7999999999997,3600,0.0,1.0
2003-02-26,2.32,2.32,2.25,2.32,83.5199999999997,3600,0.0,1.0
2003-02-25,2.4,2.4,2.4,2.4,86.3999999999997,0,0.0,1.0
2003-02-24,2.4,2.4,2.4,2.4,86.3999999999997,0,0.0,1.0
2003-02-21,2.25,2.4,2.25,2.4,86.3999999999997,0,0.0,1.0
2003-02-20,2.25,2.25,2.25,2.25,80.9999999999997,0,0.0,1.0
2003-02-19,2.4,2.4,2.4,2.4,86.3999999999997,0,0.0,1.0
2003-02-18,2.4,2.4,2.4,2.4,86.3999999999997,0,0.0,1.0
2003-02-14,2.33,2.33,2.33,2.33,83.8799999999997,0,0.0,1.0
2003-02-13,2.25,2.25,2.25,2.25,80.9999999999997,0,0.0,1.0
2003-02-12,2.25,2.25,2.25,2.25,80.9999999999997,0,0.0,1.0
2003-02-11,2.25,2.25,2.25,2.25,80.9999999999997,0,0.0,1.0
2003-02-10,2.25,2.35,2.15,2.35,84.5999999999997,10800,0.0,1.0
2003-02-07,2.35,2.45,2.35,2.45,88.1999999999997,7200,0.0,1.0
2003-02-06,2.45,2.45,2.4,2.4,86.3999999999997,0,0.0,1.0
2003-02-05,2.5,2.5,2.5,2.5,89.9999999999996,0,0.0,1.0
2003-02-04,2.6,2.6,2.6,2.6,93.5999999999996,0,0.0,1.0
2003-02-03,2.6,2.6,2.6,2.6,93.5999999999996,0,0.0,1.0
2003-01-31,2.6,2.6,2.6,2.6,93.5999999999996,0,0.0,1.0
2003-01-30,2.6,2.6,2.6,2.6,93.5999999999996,0,0.0,1.0
2003-01-29,2.75,2.75,2.75,2.75,98.9999999999996,0,0.0,1.0
2003-01-28,2.75,2.75,2.75,2.75,98.9999999999996,0,0.0,1.0
2003-01-27,2.75,2.75,2.75,2.75,98.9999999999996,0,0.0,1.0
2003-01-24,2.75,2.75,2.75,2.75,98.9999999999996,0,0.0,1.0
2003-01-23,2.5,2.5,2.5,2.5,89.9999999999996,0,0.0,1.0
2003-01-22,2.5,2.5,2.5,2.5,89.9999999999996,0,0.0,1.0
2003-01-21,2.75,2.75,2.75,2.75,98.9999999999996,0,0.0,1.0
2003-01-17,2.6,2.75,2.45,2.75,98.9999999999996,0,0.0,1.0
2003-01-16,2.45,2.8,2.45,2.8,100.8,0,0.0,1.0
2003-01-15,2.8,2.8,2.8,2.8,100.8,0,0.0,1.0
2003-01-14,2.6,2.8,2.45,2.8,100.8,18000,0.0,1.0
2003-01-13,2.65,2.75,2.6,2.75,98.9999999999996,0,0.0,1.0
2003-01-10,2.65,2.75,2.65,2.75,98.9999999999996,0,0.0,1.0
2003-01-09,2.6,2.75,2.6,2.75,98.9999999999996,14400,0.0,1.0
2003-01-08,2.7,2.8,2.55,2.55,91.7999999999996,14400,0.0,1.0
2003-01-07,2.75,3.05,2.5,2.75,98.9999999999996,18000,0.0,1.0
2003-01-06,3.3,3.6,2.9,2.9,104.4,129600,0.0,1.0
2003-01-03,3.22,3.3,3.22,3.3,118.8,43200,0.0,1.0
2003-01-02,3.3,3.3,3.3,3.3,118.8,0,0.0,1.0
2002-12-31,3.6,3.6,3.3,3.35,120.6,46800,0.0,1.0
2002-12-30,3.25,3.6,3.0,3.6,129.599999999999,10800,0.0,1.0
2002-12-27,3.25,3.25,2.75,3.25,117.0,3600,0.0,1.0
2002-12-26,2.2,3.0,2.2,3.0,108.0,3600,0.0,1.0
2002-12-24,2.75,2.75,2.2,2.2,79.1999999999997,0,0.0,1.0
2002-12-23,2.65,2.65,2.5,2.5,89.9999999999996,0,0.0,1.0
2002-12-20,2.55,2.55,2.55,2.55,91.7999999999996,0,0.0,1.0
2002-12-19,2.75,2.75,2.75,2.75,98.9999999999996,0,0.0,1.0
2002-12-18,2.75,2.75,2.56,2.56,92.1599999999996,28800,0.0,1.0
2002-12-17,2.75,2.75,2.5,2.75,98.9999999999996,0,0.0,1.0
2002-12-16,2.8,2.8,2.51,2.75,98.9999999999996,0,0.0,1.0
2002-12-13,2.65,2.8,2.5,2.8,100.8,3600,0.0,1.0
2002-12-12,2.65,2.85,2.65,2.85,102.6,10800,0.0,1.0
2002-12-11,2.65,2.65,2.65,2.65,95.3999999999996,0,0.0,1.0
2002-12-10,2.6,2.6,2.6,2.6,93.5999999999996,0,0.0,1.0
2002-12-09,2.55,2.75,2.55,2.6,93.5999999999996,0,0.0,1.0
2002-12-06,2.5,2.8,2.5,2.8,100.8,3600,0.0,1.0
2002-12-05,2.9,2.9,2.9,2.9,104.4,0,0.0,1.0
2002-12-04,2.5,2.9,2.5,2.9,104.4,0,0.0,1.0
2002-12-03,2.9,2.9,2.9,2.9,104.4,0,0.0,1.0
2002-12-02,2.5,2.9,2.5,2.9,104.4,0,0.0,1.0
2002-11-29,2.9,2.9,2.9,2.9,104.4,0,0.0,1.0
2002-11-27,2.1,2.6,2.1,2.6,93.5999999999996,0,0.0,1.0
2002-11-26,2.35,2.35,2.35,2.35,84.5999999999997,0,0.0,1.0
2002-11-25,2.35,2.35,2.35,2.35,84.5999999999997,0,0.0,1.0
2002-11-22,2.2,2.35,2.1,2.35,84.5999999999997,0,0.0,1.0
2002-11-21,2.2,2.2,2.2,2.2,79.1999999999997,0,0.0,1.0
2002-11-20,2.2,2.3,2.15,2.2,79.1999999999997,7200,0.0,1.0
2002-11-19,2.3,2.3,2.3,2.3,82.7999999999997,0,0.0,1.0
2002-11-18,2.3,2.3,2.3,2.3,82.7999999999997,0,0.0,1.0
2002-11-15,2.3,2.3,2.3,2.3,82.7999999999997,0,0.0,1.0
2002-11-14,2.0,2.15,2.0,2.15,77.3999999999997,0,0.0,1.0
2002-11-13,2.1,2.3,2.1,2.3,82.7999999999997,7200,0.0,1.0
2002-11-12,2.1,2.1,2.1,2.1,75.5999999999997,68400,0.0,1.0
2002-11-11,2.0,2.15,2.0,2.1,75.5999999999997,3600,0.0,1.0
2002-11-08,2.25,2.25,1.91,2.0,71.9999999999997,61200,0.0,1.0
2002-11-07,2.4,2.5,2.05,2.25,80.9999999999997,57600,0.0,1.0
2002-11-06,2.4,2.75,2.4,2.75,98.9999999999996,0,0.0,1.0
2002-11-05,2.9,2.9,2.9,2.9,104.4,0,0.0,1.0
2002-11-04,2.95,2.95,2.95,2.95,106.2,0,0.0,1.0
2002-11-01,2.95,2.95,2.95,2.95,106.2,0,0.0,1.0
2002-10-31,2.95,2.98,2.5,2.98,107.28,0,0.0,1.0
2002-10-30,2.75,2.75,2.75,2.75,98.9999999999996,0,0.0,1.0
2002-10-29,2.75,2.75,2.75,2.75,98.9999999999996,0,0.0,1.0
2002-10-28,2.95,2.95,2.95,2.95,106.2,0,0.0,1.0
2002-10-25,2.75,2.95,2.75,2.95,106.2,0,0.0,1.0
2002-10-24,2.65,2.95,2.65,2.95,106.2,0,0.0,1.0
2002-10-23,2.65,3.0,2.65,3.0,108.0,0,0.0,1.0
2002-10-22,2.75,2.95,2.75,2.95,106.2,0,0.0,1.0
2002-10-21,3.0,3.0,3.0,3.0,108.0,0,0.0,1.0
2002-10-18,2.9,2.9,2.9,2.9,104.4,0,0.0,1.0
2002-10-17,3.1,3.1,3.1,3.1,111.6,0,0.0,1.0
2002-10-16,3.0,3.25,3.0,3.1,111.6,10800,0.0,1.0
2002-10-15,2.3,3.0,2.3,3.0,108.0,10800,0.0,1.0
2002-10-14,2.7,2.7,2.7,2.7,97.1999999999996,0,0.0,1.0
2002-10-11,2.49,2.7,2.25,2.25,80.9999999999997,3600,0.0,1.0
2002-10-10,2.3,2.6,2.3,2.6,93.5999999999996,0,0.0,1.0
2002-10-09,2.5,2.5,2.25,2.25,80.9999999999997,0,0.0,1.0
2002-10-08,2.35,2.5,2.35,2.49,89.6399999999997,3600,0.0,1.0
2002-10-07,3.35,3.4,2.7,2.7,97.1999999999996,7200,0.0,1.0
2002-10-04,3.6,3.6,3.6,3.6,129.599999999999,0,0.0,1.0
2002-10-03,3.75,3.75,3.75,3.75,134.999999999999,0,0.0,1.0
2002-10-02,3.75,3.75,3.75,3.75,134.999999999999,0,0.0,1.0
2002-10-01,3.75,3.75,3.75,3.75,134.999999999999,0,0.0,1.0
2002-09-30,3.8,3.9,3.8,3.9,140.399999999999,3600,0.0,1.0
2002-09-27,3.8,3.9,3.4,3.4,122.4,0,0.0,1.0
2002-09-26,3.8,3.8,3.8,3.8,136.799999999999,0,0.0,1.0
2002-09-25,3.8,3.8,3.8,3.8,136.799999999999,0,0.0,1.0
2002-09-24,3.8,3.8,3.8,3.8,136.799999999999,0,0.0,1.0
2002-09-23,3.8,3.8,3.8,3.8,136.799999999999,0,0.0,1.0
2002-09-20,4.05,4.05,4.05,4.05,145.799999999999,0,0.0,1.0
2002-09-19,4.2,4.55,4.05,4.05,145.799999999999,7200,0.0,1.0
2002-09-18,4.05,4.05,4.05,4.05,145.799999999999,0,0.0,1.0
2002-09-17,4.05,4.2,4.05,4.2,151.199999999999,3600,0.0,1.0
2002-09-16,4.2,4.2,4.2,4.2,151.199999999999,0,0.0,1.0
2002-09-13,4.2,4.2,4.2,4.2,151.199999999999,0,0.0,1.0
2002-09-12,4.2,4.2,4.2,4.2,151.199999999999,0,0.0,1.0
2002-09-11,4.2,4.2,4.2,4.2,151.199999999999,0,0.0,1.0
2002-09-10,3.9,4.2,3.8,4.2,151.199999999999,0,0.0,1.0
2002-09-09,3.6,3.9,3.6,3.75,134.999999999999,0,0.0,1.0
2002-09-06,3.7,3.7,3.45,3.45,124.2,0,0.0,1.0
2002-09-05,3.6,3.6,3.6,3.6,129.599999999999,0,0.0,1.0
2002-09-04,3.6,3.6,3.6,3.6,129.599999999999,0,0.0,1.0
2002-09-03,3.75,3.75,3.75,3.75,134.999999999999,0,0.0,1.0
2002-08-30,3.75,3.75,3.75,3.75,134.999999999999,0,0.0,1.0
2002-08-29,3.75,3.75,3.75,3.75,134.999999999999,0,0.0,1.0
2002-08-28,3.75,3.75,3.75,3.75,134.999999999999,0,0.0,1.0
2002-08-27,3.75,3.75,3.75,3.75,134.999999999999,0,0.0,1.0
2002-08-26,3.75,3.75,3.75,3.75,134.999999999999,0,0.0,1.0
2002-08-23,3.35,3.75,3.35,3.75,134.999999999999,0,0.0,1.0
2002-08-22,3.5,3.5,3.5,3.5,126.0,0,0.0,1.0
2002-08-21,3.5,3.5,3.5,3.5,126.0,0,0.0,1.0
2002-08-20,3.5,3.5,3.5,3.5,126.0,0,0.0,1.0
2002-08-19,3.5,3.5,3.5,3.5,126.0,0,0.0,1.0
2002-08-16,3.5,3.5,3.5,3.5,126.0,0,0.0,1.0
2002-08-15,3.55,3.55,3.5,3.5,126.0,0,0.0,1.0
2002-08-14,3.8,3.9,3.8,3.9,140.399999999999,3600,0.0,1.0
2002-08-13,3.8,3.9,3.8,3.8,136.799999999999,0,0.0,1.0
2002-08-12,3.8,3.8,3.8,3.8,136.799999999999,0,0.0,1.0
2002-08-09,3.8,3.8,3.8,3.8,136.799999999999,0,0.0,1.0
2002-08-08,3.8,3.8,3.8,3.8,136.799999999999,0,0.0,1.0
2002-08-07,3.8,3.8,3.8,3.8,136.799999999999,0,0.0,1.0
2002-08-06,4.0,4.0,4.0,4.0,143.999999999999,0,0.0,1.0
2002-08-05,4.0,4.0,4.0,4.0,143.999999999999,0,0.0,1.0
2002-08-02,4.0,4.0,4.0,4.0,143.999999999999,0,0.0,1.0
2002-08-01,4.2,4.2,4.2,4.2,151.199999999999,0,0.0,1.0
2002-07-31,4.2,4.2,4.2,4.2,151.199999999999,0,0.0,1.0
2002-07-30,4.2,4.2,4.2,4.2,151.199999999999,0,0.0,1.0
2002-07-29,4.2,4.2,4.2,4.2,151.199999999999,0,0.0,1.0
2002-07-26,4.0,4.0,4.0,4.0,143.999999999999,0,0.0,1.0
2002-07-25,3.9,4.2,3.9,4.19,150.839999999999,0,0.0,1.0
2002-07-24,3.85,4.25,3.85,4.25,152.999999999999,7200,0.0,1.0
2002-07-23,3.85,3.85,3.85,3.85,138.599999999999,0,0.0,1.0
2002-07-22,4.2,4.25,3.85,4.25,152.999999999999,0,0.0,1.0
2002-07-19,4.25,4.25,4.2,4.2,151.199999999999,0,0.0,1.0
2002-07-18,4.25,4.25,4.2,4.25,152.999999999999,3600,0.0,1.0
2002-07-17,4.3,4.3,4.1,4.1,147.599999999999,0,0.0,1.0
2002-07-16,4.3,4.3,4.3,4.3,154.799999999999,0,0.0,1.0
2002-07-15,4.3,4.3,4.3,4.3,154.799999999999,0,0.0,1.0
2002-07-12,4.65,4.65,4.3,4.5,161.999999999999,0,0.0,1.0
2002-07-11,4.65,5.0,4.65,4.65,167.399999999999,0,0.0,1.0
2002-07-10,4.9,4.9,4.9,4.9,176.399999999999,0,0.0,1.0
2002-07-09,5.2,5.25,5.0,5.0,179.999999999999,7200,0.0,1.0
2002-07-08,5.25,5.25,5.25,5.25,188.999999999999,0,0.0,1.0
2002-07-05,5.25,5.25,5.25,5.25,188.999999999999,0,0.0,1.0
2002-07-03,5.2,5.25,5.2,5.25,188.999999999999,0,0.0,1.0
2002-07-02,5.2,5.2,5.2,5.2,187.199999999999,0,0.0,1.0
2002-07-01,5.2,5.2,5.2,5.2,187.199999999999,0,0.0,1.0
2002-06-28,5.0,5.0,5.0,5.0,179.999999999999,0,0.0,1.0
2002-06-27,5.0,5.2,5.0,5.0,179.999999999999,3600,0.0,1.0
2002-06-26,5.25,5.25,5.0,5.0,179.999999999999,0,0.0,1.0
2002-06-25,5.25,5.25,5.0,5.0,179.999999999999,0,0.0,1.0
2002-06-24,5.25,5.25,5.25,5.25,188.999999999999,0,0.0,1.0
2002-06-21,5.25,5.25,5.25,5.25,188.999999999999,0,0.0,1.0
2002-06-20,5.6,6.0,5.6,6.0,215.999999999999,0,0.0,1.0
2002-06-19,5.25,5.25,5.25,5.25,188.999999999999,0,0.0,1.0
2002-06-18,4.9,5.25,4.85,5.25,188.999999999999,0,0.0,1.0
2002-06-17,4.4,4.4,4.4,4.4,158.399999999999,0,0.0,1.0
2002-06-14,4.4,4.4,4.4,4.4,158.399999999999,0,0.0,1.0
2002-06-13,4.5,4.5,4.5,4.5,161.999999999999,0,0.0,1.0
2002-06-12,4.5,4.5,4.5,4.5,161.999999999999,0,0.0,1.0
2002-06-11,3.95,4.5,3.95,4.5,161.999999999999,0,0.0,1.0
2002-06-10,4.0,4.5,3.7,4.5,161.999999999999,3600,0.0,1.0
2002-06-07,3.98,3.98,3.98,3.98,143.279999999999,0,0.0,1.0
2002-06-06,4.0,4.0,3.98,3.98,143.279999999999,0,0.0,1.0
2002-06-05,4.0,4.0,4.0,4.0,143.999999999999,0,0.0,1.0
2002-06-04,4.0,4.0,4.0,4.0,143.999999999999,0,0.0,1.0
2002-06-03,4.0,4.0,3.98,4.0,143.999999999999,36000,0.0,0.1
