,ACET_Open,ACET_High,ACET_Low,ACET_Close,ACET_Adj Close,ACET_Volume,ACET_Dividend Amount,ACET_Split Coefficient
2021-11-12,9.66,9.88,9.44,9.75,9.75,40682,0.0,1.0
2021-11-11,9.15,9.69,9.15,9.58,9.58,49104,0.0,1.0
2021-11-10,9.29,9.6,9.07,9.19,9.19,657860,0.0,1.0
2021-11-09,9.28,9.35,9.07,9.28,9.28,79996,0.0,1.0
2021-11-08,9.34,9.43,9.13,9.32,9.32,111605,0.0,1.0
2021-11-05,9.38,9.38,9.07,9.2,9.2,40694,0.0,1.0
2021-11-04,9.36,9.36,9.08,9.23,9.23,38854,0.0,1.0
2021-11-03,9.22,9.365,9.0,9.31,9.31,85918,0.0,1.0
2021-11-02,9.23,9.4465,9.03,9.25,9.25,66645,0.0,1.0
2021-11-01,8.61,9.14,8.4701,9.13,9.13,62720,0.0,1.0
2021-10-29,8.57,8.72,8.36,8.6,8.6,50449,0.0,1.0
2021-10-28,8.75,8.9628,8.58,8.69,8.69,57988,0.0,1.0
2021-10-27,8.34,8.87,8.1,8.71,8.71,94958,0.0,1.0
2021-10-26,7.83,8.3,7.7049,8.2,8.2,50435,0.0,1.0
2021-10-25,8.09,8.1,7.707,7.88,7.88,44130,0.0,1.0
2021-10-22,8.53,8.53,8.01,8.1,8.1,53560,0.0,1.0
2021-10-21,8.46,8.8699,8.45,8.55,8.55,73474,0.0,1.0
2021-10-20,8.66,8.79,8.31,8.43,8.43,59369,0.0,1.0
2021-10-19,7.96,8.82,7.85,8.74,8.74,154892,0.0,1.0
2021-10-18,7.86,8.19,7.8,7.85,7.85,44547,0.0,1.0
2021-10-15,8.14,8.31,7.86,8.04,8.04,85021,0.0,1.0
2021-10-14,8.03,8.1,7.85,7.97,7.97,35019,0.0,1.0
2021-10-13,7.1916,8.14,7.1916,8.02,8.02,110709,0.0,1.0
2021-10-12,7.41,7.42,7.26,7.38,7.38,13985,0.0,1.0
2021-10-11,7.41,7.47,7.17,7.41,7.41,24978,0.0,1.0
2021-10-08,7.59,7.59,7.2587,7.37,7.37,47391,0.0,1.0
2021-10-07,7.39,7.75,7.13,7.6,7.6,63329,0.0,1.0
2021-10-06,7.36,7.43,7.16,7.37,7.37,67541,0.0,1.0
2021-10-05,8.2,8.2,7.26,7.5,7.5,92324,0.0,1.0
2021-10-04,8.09,8.27,7.7,8.16,8.16,66439,0.0,1.0
2021-10-01,7.81,8.13,7.73,8.13,8.13,43792,0.0,1.0
2021-09-30,8.11,8.11,7.73,7.84,7.84,46146,0.0,1.0
2021-09-29,8.39,8.4251,7.83,8.04,8.04,76741,0.0,1.0
2021-09-28,7.89,8.42,7.81,8.36,8.36,128098,0.0,1.0
2021-09-27,7.56,8.0,7.37,7.79,7.79,353257,0.0,1.0
2021-09-24,7.32,7.89,7.25,7.6,7.6,170597,0.0,1.0
2021-09-23,7.02,7.39,7.01,7.28,7.28,45989,0.0,1.0
2021-09-22,7.05,7.106,6.96,7.01,7.01,35389,0.0,1.0
2021-09-21,6.94,7.17,6.87,7.05,7.05,44952,0.0,1.0
2021-09-20,7.15,7.274,6.75,6.89,6.89,109131,0.0,1.0
2021-09-17,7.08,7.28,7.06,7.19,7.19,92575,0.0,1.0
2021-09-16,7.03,7.6499,6.9501,7.04,7.04,43571,0.0,1.0
2021-09-15,7.21,7.34,7.0,7.06,7.06,56751,0.0,1.0
2021-09-14,7.55,7.94,7.2,7.24,7.24,63646,0.0,1.0
2021-09-13,7.7,7.823,7.48,7.49,7.49,16216,0.0,1.0
2021-09-10,7.98,7.98,7.61,7.61,7.61,41134,0.0,1.0
2021-09-09,8.03,8.32,7.79,7.83,7.83,65767,0.0,1.0
2021-09-08,7.94,8.1,7.7,7.96,7.96,106614,0.0,1.0
2021-09-07,7.9,8.02,7.71,7.85,7.85,75055,0.0,1.0
2021-09-03,8.35,8.38,7.83,7.96,7.96,40803,0.0,1.0
2021-09-02,8.29,8.58,8.0276,8.35,8.35,62683,0.0,1.0
2021-09-01,8.3,8.46,8.05,8.29,8.29,63391,0.0,1.0
2021-08-31,7.99,8.41,7.99,8.35,8.35,115422,0.0,1.0
2021-08-30,8.13,8.18,7.85,8.0,8.0,66096,0.0,1.0
2021-08-27,7.71,8.275,7.7,8.07,8.07,77619,0.0,1.0
2021-08-26,7.35,7.77,7.3,7.7,7.7,92266,0.0,1.0
2021-08-25,7.26,7.54,7.26,7.34,7.34,67914,0.0,1.0
2021-08-24,7.2,7.3284,7.125,7.27,7.27,120255,0.0,1.0
2021-08-23,6.93,7.3099,6.81,7.25,7.25,96335,0.0,1.0
2021-08-20,6.25,6.93,6.25,6.92,6.92,99492,0.0,1.0
2021-08-19,6.74,6.75,6.26,6.29,6.29,80246,0.0,1.0
2021-08-18,6.66,7.12,6.639,6.73,6.73,91793,0.0,1.0
2021-08-17,7.02,7.4014,6.61,6.73,6.73,135929,0.0,1.0
2021-08-16,7.78,8.1999,7.02,7.1,7.1,79321,0.0,1.0
2021-08-13,7.29,7.73,7.16,7.73,7.73,135677,0.0,1.0
2021-08-12,7.09,7.21,6.863,7.13,7.13,67709,0.0,1.0
2021-08-11,7.17,7.19,6.81,7.15,7.15,128785,0.0,1.0
2021-08-10,7.07,7.15,6.91,7.12,7.12,63957,0.0,1.0
2021-08-09,6.94,7.1,6.82,7.0,7.0,232123,0.0,1.0
2021-08-06,7.06,7.195,6.95,6.99,6.99,88586,0.0,1.0
2021-08-05,7.27,7.27,7.0,7.12,7.12,89719,0.0,1.0
2021-08-04,7.31,7.4,7.05,7.25,7.25,70346,0.0,1.0
2021-08-03,7.43,7.43,6.95,7.27,7.27,208437,0.0,1.0
2021-08-02,7.4,7.64,7.3,7.36,7.36,163303,0.0,1.0
2021-07-30,7.59,7.76,7.31,7.4,7.4,207379,0.0,1.0
2021-07-29,7.54,7.69,7.34,7.49,7.49,104342,0.0,1.0
2021-07-28,7.42,7.63,7.35,7.57,7.57,130365,0.0,1.0
2021-07-27,7.53,7.64,7.42,7.49,7.49,113939,0.0,1.0
2021-07-26,8.14,8.255,7.54,7.57,7.57,100014,0.0,1.0
2021-07-23,8.16,8.16,7.8069,8.13,8.13,108796,0.0,1.0
2021-07-22,8.09,8.68,7.95,8.2,8.2,124249,0.0,1.0
2021-07-21,8.51,8.51,7.96,8.02,8.02,179947,0.0,1.0
2021-07-20,8.08,8.49,8.08,8.4,8.4,96397,0.0,1.0
2021-07-19,7.7,8.05,7.61,8.02,8.02,90295,0.0,1.0
2021-07-16,8.02,8.12,7.64,7.8,7.8,75029,0.0,1.0
2021-07-15,8.11,8.28,7.8,7.98,7.98,88317,0.0,1.0
2021-07-14,8.51,8.81,8.05,8.12,8.12,86561,0.0,1.0
2021-07-13,8.91,8.99,8.445,8.5,8.5,62854,0.0,1.0
2021-07-12,9.29,9.32,8.93,9.0,9.0,96737,0.0,1.0
2021-07-09,9.12,9.335,8.94,9.25,9.25,54965,0.0,1.0
2021-07-08,9.03,9.49,8.73,9.12,9.12,87817,0.0,1.0
2021-07-07,9.58,9.59,9.14,9.19,9.19,78918,0.0,1.0
2021-07-06,10.0,10.13,9.525,9.58,9.58,104362,0.0,1.0
2021-07-02,9.71,10.03,9.65,9.93,9.93,99706,0.0,1.0
2021-07-01,10.24,10.3765,9.61,9.7,9.7,119419,0.0,1.0
2021-06-30,10.1,10.4737,9.95,10.29,10.29,293904,0.0,1.0
2021-06-29,9.96,10.36,9.96,10.12,10.12,192692,0.0,1.0
2021-06-28,9.7,10.19,9.48,10.0,10.0,250705,0.0,1.0
2021-06-25,9.72,10.41,9.5,9.7,9.7,2600534,0.0,1.0
2021-06-24,9.32,10.18,9.32,9.73,9.73,263206,0.0,1.0
2021-06-23,9.59,9.7,9.07,9.19,9.19,266282,0.0,1.0
2021-06-22,10.18,10.29,9.41,9.44,9.44,218728,0.0,1.0
2021-06-21,10.54,10.665,9.8257,10.28,10.28,283396,0.0,1.0
2021-06-18,10.3,10.605,10.05,10.54,10.54,478630,0.0,1.0
2021-06-17,10.52,10.66,10.27,10.49,10.49,162560,0.0,1.0
2021-06-16,10.84,10.975,10.33,10.4,10.4,241580,0.0,1.0
2021-06-15,11.7,11.7,10.72,10.97,10.97,124164,0.0,1.0
2021-06-14,11.71,11.96,11.62,11.77,11.77,84740,0.0,1.0
2021-06-11,11.84,12.06,11.66,11.75,11.75,65743,0.0,1.0
2021-06-10,12.42,12.57,11.67,11.91,11.91,83455,0.0,1.0
2021-06-09,12.0,12.64,12.0,12.28,12.28,95401,0.0,1.0
2021-06-08,11.52,12.03,11.45,12.0,12.0,143817,0.0,1.0
2021-06-07,12.31,12.31,11.42,11.51,11.51,233312,0.0,1.0
2021-06-04,12.38,12.415,11.95,12.27,12.27,81882,0.0,1.0
2021-06-03,12.31,12.825,11.5601,12.24,12.24,185172,0.0,1.0
2021-06-02,12.41,13.12,12.31,12.47,12.47,83131,0.0,1.0
2021-06-01,13.37,13.38,12.3,12.39,12.39,119254,0.0,1.0
2021-05-28,13.17,13.65,13.1059,13.42,13.42,56787,0.0,1.0
2021-05-27,13.7,13.74,12.92,13.12,13.12,72512,0.0,1.0
2021-05-26,13.72,13.83,13.32,13.75,13.75,89510,0.0,1.0
2021-05-25,14.43,14.43,13.71,13.89,13.89,64995,0.0,1.0
2021-05-24,14.52,14.71,13.8,14.27,14.27,54353,0.0,1.0
2021-05-21,15.05,15.05,14.17,14.46,14.46,138676,0.0,1.0
2021-05-20,13.78,14.6,13.78,14.6,14.6,49314,0.0,1.0
2021-05-19,13.25,13.89,12.65,13.73,13.73,80316,0.0,1.0
2021-05-18,13.43,14.3199,13.3,13.62,13.62,80792,0.0,1.0
2021-05-17,13.18,13.51,12.641,13.18,13.18,67459,0.0,1.0
2021-05-14,12.91,14.09,12.91,13.42,13.42,89810,0.0,1.0
2021-05-13,13.14,13.75,12.5,12.96,12.96,103730,0.0,1.0
2021-05-12,13.16,13.87,12.9749,13.19,13.19,54452,0.0,1.0
2021-05-11,13.14,13.9,13.14,13.2,13.2,75628,0.0,1.0
2021-05-10,14.07,14.32,13.38,13.4,13.4,61086,0.0,1.0
2021-05-07,14.26,14.84,14.06,14.24,14.24,65664,0.0,1.0
2021-05-06,13.63,14.31,13.31,14.2,14.2,76101,0.0,1.0
2021-05-05,15.04,15.28,13.51,13.63,13.63,94001,0.0,1.0
2021-05-04,15.34,15.56,14.6,15.01,15.01,114655,0.0,1.0
2021-05-03,16.0,16.1,14.76,15.6,15.6,241715,0.0,1.0
2021-04-30,15.46,16.15,15.17,15.93,15.93,88988,0.0,1.0
2021-04-29,15.5,15.805,14.77,15.75,15.75,128905,0.0,1.0
2021-04-28,15.03,15.32,14.49,14.94,14.94,98635,0.0,1.0
2021-04-27,15.69,15.85,14.9,15.12,15.12,113546,0.0,1.0
2021-04-26,14.42,15.88,14.37,15.69,15.69,155340,0.0,1.0
2021-04-23,13.9,15.23,13.8381,14.19,14.19,130013,0.0,1.0
2021-04-22,12.9,13.415,12.77,13.11,13.11,68586,0.0,1.0
2021-04-21,12.07,12.95,11.94,12.78,12.78,66959,0.0,1.0
2021-04-20,12.17,12.455,11.76,12.09,12.09,72992,0.0,1.0
2021-04-19,12.39,12.6024,12.15,12.2,12.2,46581,0.0,1.0
2021-04-16,12.98,12.98,12.12,12.24,12.24,56597,0.0,1.0
2021-04-15,13.25,13.5309,12.75,12.95,12.95,74560,0.0,1.0
2021-04-14,13.17,13.74,12.92,13.02,13.02,193030,0.0,1.0
2021-04-13,12.86,12.9,12.175,12.71,12.71,152827,0.0,1.0
2021-04-12,13.17,13.17,12.71,12.84,12.84,58659,0.0,1.0
2021-04-09,12.76,13.55,12.61,13.19,13.19,76068,0.0,1.0
2021-04-08,14.03,14.03,12.79,12.88,12.88,150350,0.0,1.0
2021-04-07,12.97,13.28,12.69,12.87,12.87,90263,0.0,1.0
2021-04-06,12.79,13.36,12.62,13.01,13.01,88292,0.0,1.0
2021-04-05,13.08,13.46,12.57,12.77,12.77,129947,0.0,1.0
2021-04-01,13.13,13.74,12.655,13.11,13.11,119498,0.0,1.0
2021-03-31,13.16,13.56,12.7,13.08,13.08,170715,0.0,1.0
2021-03-30,12.52,13.62,11.71,13.02,13.02,229907,0.0,1.0
2021-03-29,13.1,13.14,12.31,12.66,12.66,91459,0.0,1.0
2021-03-26,12.98,13.52,12.69,13.14,13.14,86503,0.0,1.0
2021-03-25,13.58,13.58,12.85,13.0,13.0,99949,0.0,1.0
2021-03-24,14.35,14.51,13.43,13.6,13.6,69864,0.0,1.0
2021-03-23,14.55,14.72,13.94,14.37,14.37,180558,0.0,1.0
2021-03-22,14.88,14.99,14.22,14.71,14.71,157772,0.0,1.0
2021-03-19,14.37,15.09,14.04,14.54,14.54,490037,0.0,1.0
2021-03-18,14.83,15.17,14.33,14.55,14.55,185399,0.0,1.0
2021-03-17,15.71,16.0,14.9,15.19,15.19,226731,0.0,1.0
2021-03-16,16.02,16.02,14.475,15.78,15.78,224710,0.0,1.0
2021-03-15,14.84,16.75,14.1988,16.6,16.6,148483,0.0,1.0
2021-03-12,14.0,14.95,13.52,14.76,14.76,94459,0.0,1.0
2021-03-11,14.87,15.3,14.13,14.13,14.13,233097,0.0,1.0
2021-03-10,15.0,15.3334,14.21,14.855,14.855,75312,0.0,1.0
2021-03-09,14.48,15.0,14.33,14.77,14.77,136998,0.0,1.0
2021-03-08,13.55,14.585,13.3,14.11,14.11,76332,0.0,1.0
2021-03-05,14.0,14.0,12.52,13.7,13.7,144032,0.0,1.0
2021-03-04,15.44,15.68,13.63,13.79,13.79,203281,0.0,1.0
2021-03-03,15.57,16.0,14.81,15.59,15.59,197379,0.0,1.0
2021-03-02,15.47,15.79,15.12,15.75,15.75,170497,0.0,1.0
2021-03-01,15.31,15.88,14.62,15.6,15.6,121230,0.0,1.0
2021-02-26,15.85,15.85,14.77,15.31,15.31,218337,0.0,1.0
2021-02-25,16.34,16.89,15.4701,15.75,15.75,89451,0.0,1.0
2021-02-24,15.72,16.89,15.56,16.4,16.4,86239,0.0,1.0
2021-02-23,15.99,15.99,14.27,15.71,15.71,228692,0.0,1.0
2021-02-22,16.17,17.12,15.855,16.28,16.28,153007,0.0,1.0
2021-02-19,16.05,16.38,15.3,16.12,16.12,93454,0.0,1.0
2021-02-18,16.0,16.5,14.01,15.8,15.8,420104,0.0,1.0
2021-02-17,16.75,16.82,15.53,16.11,16.11,316080,0.0,1.0
2021-02-16,16.82,17.17,16.27,16.75,16.75,272589,0.0,1.0
2021-02-12,17.26,17.26,15.35,16.82,16.82,192003,0.0,1.0
2021-02-11,16.17,17.545,15.05,17.17,17.17,288743,0.0,1.0
2021-02-10,14.5,17.8,14.09,16.7,16.7,1564789,0.0,1.0
2021-02-09,14.12,14.16,13.4771,13.69,13.69,36753,0.0,1.0
2021-02-08,12.67,14.08,12.67,13.97,13.97,97471,0.0,1.0
2021-02-05,12.61,13.23,12.13,12.67,12.67,95887,0.0,1.0
2021-02-04,12.19,12.61,12.085,12.54,12.54,72969,0.0,1.0
2021-02-03,12.41,12.9451,12.23,12.37,12.37,46341,0.0,1.0
2021-02-02,12.38,12.965,12.2,12.2,12.2,53007,0.0,1.0
2021-02-01,12.61,12.8023,12.05,12.12,12.12,70871,0.0,1.0
2021-01-29,12.7,13.1222,12.05,12.3,12.3,77911,0.0,1.0
2021-01-28,13.36,13.4999,12.41,12.41,12.41,58570,0.0,1.0
2021-01-27,13.56,13.93,12.6941,13.06,13.06,53494,0.0,1.0
2021-01-26,14.66,14.97,13.81,13.93,13.93,54505,0.0,1.0
2021-01-25,14.76,14.9999,14.0667,14.7,14.7,35269,0.0,1.0
2021-01-22,14.5,14.7,13.9,14.54,14.54,42333,0.0,1.0
2021-01-21,14.4,14.92,13.465,14.5,14.5,94101,0.0,1.0
2021-01-20,13.88,15.185,13.88,14.44,14.44,160169,0.0,1.0
2021-01-19,13.14,13.5,12.68,13.49,13.49,53836,0.0,1.0
2021-01-15,13.4,13.44,12.91,13.1,13.1,25695,0.0,1.0
2021-01-14,13.49,13.53,13.05,13.42,13.42,33320,0.0,1.0
2021-01-13,13.5,13.82,13.03,13.27,13.27,56738,0.0,1.0
2021-01-12,13.87,13.93,13.26,13.51,13.51,47218,0.0,1.0
2021-01-11,13.5,14.03,13.48,13.77,13.77,50765,0.0,1.0
2021-01-08,14.08,14.1,13.47,13.72,13.72,47480,0.0,1.0
2021-01-07,14.06,14.31,13.97,14.06,14.06,34562,0.0,1.0
2021-01-06,13.78,14.08,13.635,14.02,14.02,38406,0.0,1.0
2021-01-05,13.26,13.96,13.1,13.55,13.55,31041,0.0,1.0
2021-01-04,14.06,14.32,13.06,13.42,13.42,61733,0.0,1.0
2020-12-31,14.08,14.08,13.2,14.05,14.05,52939,0.0,1.0
2020-12-30,13.59,14.14,13.54,14.09,14.09,35775,0.0,1.0
2020-12-29,14.41,14.41,13.5,13.66,13.66,33476,0.0,1.0
2020-12-28,14.44,14.73,14.18,14.34,14.34,26115,0.0,1.0
2020-12-24,14.0199,14.44,13.92,14.35,14.35,13555,0.0,1.0
2020-12-23,14.5,14.91,13.77,14.31,14.31,106602,0.0,1.0
2020-12-22,13.8,14.715,13.4,14.6,14.6,168735,0.0,1.0
2020-12-21,13.71,14.93,13.22,13.91,13.91,183561,0.0,1.0
2020-12-18,14.85,15.38,14.27,14.48,14.48,167341,0.0,1.0
2020-12-17,13.93,14.85,13.8,14.77,14.77,233308,0.0,1.0
2020-12-16,13.15,13.98,13.09,13.95,13.95,102563,0.0,1.0
2020-12-15,13.01,13.44,12.9,13.24,13.24,54948,0.0,1.0
2020-12-14,12.58,13.13,12.58,12.98,12.98,51556,0.0,1.0
2020-12-11,12.37,13.07,12.28,12.56,12.56,93645,0.0,1.0
2020-12-10,12.93,13.29,12.35,12.61,12.61,38250,0.0,1.0
2020-12-09,13.47,13.47,12.73,12.87,12.87,52124,0.0,1.0
2020-12-08,10.39,13.45,10.39,13.35,13.35,99813,0.0,1.0
2020-12-07,13.8,13.8,12.845,13.04,13.04,45227,0.0,1.0
2020-12-04,13.38,13.99,12.83,13.76,13.76,90825,0.0,1.0
2020-12-03,11.98,13.39,11.66,13.39,13.39,61079,0.0,1.0
2020-12-02,11.85,12.1,11.4701,12.05,12.05,26805,0.0,1.0
2020-12-01,12.32,12.32,11.7,12.0,12.0,37122,0.0,1.0
2020-11-30,12.43,12.5379,12.0,12.33,12.33,42680,0.0,1.0
2020-11-27,12.23,12.59,12.23,12.43,12.43,20187,0.0,1.0
2020-11-25,12.12,12.608,12.01,12.16,12.16,29806,0.0,1.0
2020-11-24,12.91,12.92,12.2185,12.66,12.66,29579,0.0,1.0
2020-11-23,12.84,13.2,12.49,12.66,12.66,39075,0.0,1.0
2020-11-20,12.25,12.82,11.79,12.8,12.8,27275,0.0,1.0
2020-11-19,12.8,13.02,11.82,12.25,12.25,45761,0.0,1.0
2020-11-18,12.0501,13.17,12.0501,12.56,12.56,58604,0.0,1.0
2020-11-17,12.47,13.34,12.29,13.28,13.28,24238,0.0,1.0
2020-11-16,13.45,13.5,12.4055,12.57,12.57,42202,0.0,1.0
2020-11-13,12.55,13.45,12.55,13.3,13.3,39660,0.0,1.0
2020-11-12,11.91,12.48,11.76,12.48,12.48,30618,0.0,1.0
2020-11-11,12.39,12.5364,11.61,11.96,11.96,39043,0.0,1.0
2020-11-10,11.2,12.35,11.1174,12.28,12.28,65355,0.0,1.0
2020-11-09,12.05,12.09,11.02,11.05,11.05,36747,0.0,1.0
2020-11-06,11.88,12.05,11.1986,11.91,11.91,49746,0.0,1.0
2020-11-05,11.48,12.05,11.33,11.92,11.92,40128,0.0,1.0
2020-11-04,11.75,11.75,11.19,11.25,11.25,57853,0.0,1.0
2020-11-03,10.57,11.01,10.42,10.76,10.76,38876,0.0,1.0
2020-11-02,10.85,10.9814,9.71,10.36,10.36,70686,0.0,1.0
2020-10-30,11.59,11.975,10.62,10.72,10.72,44919,0.0,1.0
2020-10-29,11.31,12.12,11.059,11.67,11.67,17213,0.0,1.0
2020-10-28,11.9,12.15,11.0789,11.27,11.27,36724,0.0,1.0
2020-10-27,12.64,12.64,12.02,12.23,12.23,36593,0.0,1.0
2020-10-26,12.49,12.49,11.265,11.98,11.98,69106,0.0,1.0
2020-10-23,13.0,13.3663,12.1541,12.49,12.49,74948,0.0,1.0
2020-10-22,13.6,13.83,12.57,12.86,12.86,32810,0.0,1.0
2020-10-21,13.18,13.31,12.86,13.1,13.1,26111,0.0,1.0
2020-10-20,13.29,13.4225,12.938,13.18,13.18,32552,0.0,1.0
2020-10-19,13.53,13.75,13.23,13.35,13.35,25945,0.0,1.0
2020-10-16,14.07,14.2,13.35,13.52,13.52,31805,0.0,1.0
2020-10-15,13.18,13.68,12.85,13.04,13.04,45985,0.0,1.0
2020-10-14,14.1,15.0,13.4,13.51,13.51,67684,0.0,1.0
2020-10-13,13.78,14.24,13.5765,14.0,14.0,220086,0.0,1.0
2020-10-12,13.72,14.3499,13.54,13.66,13.66,62522,0.0,1.0
2020-10-09,12.93,13.9599,12.92,13.72,13.72,58359,0.0,1.0
2020-10-08,12.92,12.98,12.37,12.64,12.64,20408,0.0,1.0
2020-10-07,12.22,12.77,11.9629,12.66,12.66,31324,0.0,1.0
2020-10-06,12.28,12.44,12.0,12.14,12.14,30271,0.0,1.0
2020-10-05,12.08,12.3299,11.92,12.03,12.03,32004,0.0,1.0
2020-10-02,11.68,12.31,11.57,11.89,11.89,71455,0.0,1.0
2020-10-01,12.0,12.5,11.89,12.25,12.25,46558,0.0,1.0
2020-09-30,12.82,12.82,11.7,11.89,11.89,84175,0.0,1.0
2020-09-29,10.59,12.71,10.585,12.53,12.53,156112,0.0,1.0
2020-09-28,11.24,11.24,10.53,10.57,10.57,242189,0.0,1.0
2020-09-25,10.69,11.4036,10.69,11.08,11.08,132134,0.0,1.0
2020-09-24,11.1,11.23,10.2,10.55,10.55,218100,0.0,1.0
2020-09-23,12.51,14.93,11.1,11.27,11.27,1599572,0.0,1.0
2020-09-22,13.3,13.3,10.1,10.175,10.175,865576,0.0,1.0
2020-09-21,17.77,18.89,12.92,13.48,13.48,674760,0.0,1.0
2020-09-18,16.69,21.4,16.0,21.4,21.4,378899,0.0,1.0
2020-09-17,14.98,16.2,14.845,16.11,16.11,90589,0.0,1.0
2020-09-16,16.0,16.09,14.56,15.4,15.4,108649,0.0,0.142857142857143
2020-09-15,2.38,2.46,2.21,2.28,15.96,854733,0.0,1.0
2020-09-14,2.14,2.39,2.14,2.37,16.59,715317,0.0,1.0
2020-09-11,2.13,2.19,2.06,2.15,15.05,211654,0.0,1.0
2020-09-10,2.11,2.18,2.03,2.11,14.77,172828,0.0,1.0
2020-09-09,2.0,2.15,2.0,2.09,14.63,230229,0.0,1.0
2020-09-08,2.0,2.06,1.92,1.97,13.79,221526,0.0,1.0
2020-09-04,2.06,2.08,1.882,2.0,14.0,453652,0.0,1.0
2020-09-03,2.18,2.2,2.045,2.08,14.56,240337,0.0,1.0
2020-09-02,2.12,2.2,2.09,2.17,15.19,188278,0.0,1.0
2020-09-01,2.29,2.3,2.1,2.13,14.91,278314,0.0,1.0
2020-08-31,2.05,2.3,2.05,2.28,15.96,608744,0.0,1.0
2020-08-28,2.03,2.13,2.03,2.05,14.35,244363,0.0,1.0
2020-08-27,2.16,2.1792,2.02,2.05,14.35,151797,0.0,1.0
2020-08-26,2.06,2.21,2.02,2.15,15.05,212563,0.0,1.0
2020-08-25,2.03,2.11,2.02,2.05,14.35,317782,0.0,1.0
2020-08-24,2.17,2.18,2.02,2.08,14.56,511025,0.0,1.0
2020-08-21,2.3,2.34,2.14,2.19,15.33,313429,0.0,1.0
2020-08-20,2.15,2.3,2.15,2.27,15.89,250322,0.0,1.0
2020-08-19,2.23,2.29,2.16,2.17,15.19,389088,0.0,1.0
2020-08-18,2.28,2.36,2.23,2.23,15.61,249993,0.0,1.0
2020-08-17,2.35,2.35,2.22,2.25,15.75,322821,0.0,1.0
2020-08-14,2.29,2.32,2.23,2.31,16.17,292393,0.0,1.0
2020-08-13,2.31,2.38,2.26,2.28,15.96,280646,0.0,1.0
2020-08-12,2.4,2.43,2.215,2.31,16.17,810493,0.0,1.0
2020-08-11,2.59,2.59,2.38,2.38,16.66,614703,0.0,1.0
2020-08-10,2.48,2.66,2.45,2.59,18.13,713412,0.0,1.0
2020-08-07,2.5,2.54,2.42,2.45,17.15,311855,0.0,1.0
2020-08-06,2.61,2.6394,2.5,2.51,17.57,397009,0.0,1.0
2020-08-05,2.6,2.7,2.56,2.59,18.13,553736,0.0,1.0
2020-08-04,2.55,2.69,2.51,2.59,18.13,472830,0.0,1.0
2020-08-03,2.51,2.58,2.49,2.54,17.78,444942,0.0,1.0
2020-07-31,2.75,2.85,2.45,2.49,17.43,1026149,0.0,1.0
2020-07-30,2.4,2.775,2.34,2.72,19.04,1185765,0.0,1.0
2020-07-29,2.38,2.49,2.33,2.48,17.36,894614,0.0,1.0
2020-07-28,2.74,2.75,2.25,2.37,16.59,3252445,0.0,1.0
2020-07-27,2.59,2.5951,2.5,2.52,17.64,666680,0.0,1.0
2020-07-24,2.45,2.54,2.37,2.51,17.57,436192,0.0,1.0
2020-07-23,2.63,2.71,2.41,2.46,17.22,809930,0.0,1.0
2020-07-22,2.74,2.79,2.58,2.585,18.095,573581,0.0,1.0
2020-07-21,2.701,2.89,2.66,2.8,19.6,865647,0.0,1.0
2020-07-20,3.04,3.049,2.58,2.63,18.41,2066348,0.0,1.0
2020-07-17,2.52,3.1,2.5,2.99,20.93,4401077,0.0,1.0
2020-07-16,2.35,2.52,2.31,2.49,17.43,890710,0.0,1.0
2020-07-15,2.28,2.4,2.25,2.35,16.45,421698,0.0,1.0
2020-07-14,2.32,2.35,2.19,2.27,15.89,564218,0.0,1.0
2020-07-13,2.48,2.49,2.27,2.3,16.1,955014,0.0,1.0
2020-07-10,2.31,2.51,2.265,2.45,17.15,1251922,0.0,1.0
2020-07-09,2.33,2.404,2.28,2.31,16.17,599809,0.0,1.0
2020-07-08,2.25,2.39,2.24,2.31,16.17,682097,0.0,1.0
2020-07-07,2.4,2.46,2.22,2.31,16.17,1109958,0.0,1.0
2020-07-06,2.56,2.62,2.31,2.49,17.43,2880964,0.0,1.0
2020-07-02,2.14,2.35,2.05,2.31,16.17,2558474,0.0,1.0
2020-07-01,2.14,2.18,2.015,2.06,14.42,819819,0.0,1.0
2020-06-30,2.11,2.16,2.06,2.15,15.05,465158,0.0,1.0
2020-06-29,2.2,2.3,2.08,2.13,14.91,563403,0.0,1.0
2020-06-26,2.12,2.2,2.059,2.18,15.26,2439297,0.0,1.0
2020-06-25,2.14,2.18,2.06,2.14,14.98,851650,0.0,1.0
2020-06-24,2.29,2.37,2.07,2.12,14.84,871135,0.0,1.0
2020-06-23,2.23,2.42,2.224,2.32,16.24,1337873,0.0,1.0
2020-06-22,2.12,2.23,2.035,2.2,15.4,577449,0.0,1.0
2020-06-19,2.12,2.2,2.09,2.1,14.7,758574,0.0,1.0
2020-06-18,2.16,2.16,2.04,2.13,14.91,559952,0.0,1.0
2020-06-17,2.21,2.21,2.11,2.175,15.225,347344,0.0,1.0
2020-06-16,2.25,2.28,2.095,2.16,15.12,688217,0.0,1.0
2020-06-15,2.05,2.25,1.92,2.18,15.26,734979,0.0,1.0
2020-06-12,2.07,2.155,1.99,2.09,14.63,822756,0.0,1.0
2020-06-11,2.18,2.226,1.981,2.04,14.28,1392576,0.0,1.0
2020-06-10,2.44,2.49,2.23,2.25,15.75,831896,0.0,1.0
2020-06-09,2.26,2.45,2.24,2.4,16.8,1555706,0.0,1.0
2020-06-08,2.18,2.33,2.12,2.23,15.61,768655,0.0,1.0
