,CMI_Open,CMI_High,CMI_Low,CMI_Close,CMI_Adj Close,CMI_Volume,CMI_Dividend Amount,CMI_Split Coefficient
2023-06-30,243.81,246.87,242.67,245.16,237.238117328919,849933,0.0,1.0
2023-06-29,239.83,246.345,238.815,242.0,234.180226764556,987197,0.0,1.0
2023-06-28,238.61,239.42,236.39,239.13,231.402965397555,1033708,0.0,1.0
2023-06-27,234.82,239.83,232.88,239.62,231.877131972408,1168830,0.0,1.0
2023-06-26,232.95,236.11,232.5,234.23,226.661299649016,731474,0.0,1.0
2023-06-23,228.22,232.6,227.23,232.02,224.522711627736,1459623,0.0,1.0
2023-06-22,232.37,232.37,228.7913,230.94,223.477609789283,559158,0.0,1.0
2023-06-21,231.0,234.82,229.76,233.25,225.712966499308,1287388,0.0,1.0
2023-06-20,232.56,234.87,229.64,233.13,225.596844072813,1297420,0.0,1.0
2023-06-16,238.09,238.3725,234.81,235.81,228.190244931198,1789444,0.0,1.0
2023-06-15,233.98,238.78,233.91,237.19,229.525652835888,1260694,0.0,1.0
2023-06-14,240.03,241.53,233.87,234.31,226.738714600013,1649911,0.0,1.0
2023-06-13,231.43,239.37,231.1,238.64,230.928798822701,1371783,0.0,1.0
2023-06-12,227.05,231.82,225.28,229.73,222.30670865546,917077,0.0,1.0
2023-06-09,227.6,227.6,224.36,226.63,219.306879304344,941839,0.0,1.0
2023-06-08,227.07,228.76,225.52,226.9,219.568154763957,1064982,0.0,1.0
2023-06-07,223.39,228.14,221.755,226.73,219.40364799309,1122027,0.0,1.0
2023-06-06,218.5,224.555,217.4001,222.85,215.649022869757,1106851,0.0,1.0
2023-06-05,216.68,218.69,214.78,218.26,211.20734005633,897331,0.0,1.0
2023-06-02,210.08,218.9,209.0,217.8,210.7622040881,1513773,0.0,1.0
2023-06-01,204.79,208.7,203.93,206.86,200.175709539322,1056736,0.0,1.0
2023-05-31,207.77,208.49,203.18,204.41,197.804876665053,1637695,0.0,1.0
2023-05-30,212.87,213.9,207.08,209.06,202.304620691727,998710,0.0,1.0
2023-05-26,212.31,213.67,210.53,212.64,205.768939748823,733023,0.0,1.0
2023-05-25,210.0,212.765,208.64,210.96,204.143225777895,774212,0.0,1.0
2023-05-24,214.85,214.9,210.07,210.53,203.727120416289,790493,0.0,1.0
2023-05-23,216.54,218.745,215.01,215.98,209.001013952929,513887,0.0,1.0
2023-05-22,216.35,219.86,215.295,218.03,210.984772072215,743821,0.0,1.0
2023-05-19,216.89,217.36,212.7,216.68,209.678394774148,788202,0.0,1.0
2023-05-18,213.04,215.8,210.32,214.65,207.713990392611,828458,1.57,1.0
2023-05-17,213.72,217.88,212.14,215.71,207.224053591666,978916,0.0,1.0
2023-05-16,217.09,217.49,212.16,212.63,204.265219578119,914506,0.0,1.0
2023-05-15,217.58,219.74,215.73,218.75,210.144461189454,597093,0.0,1.0
2023-05-12,218.37,218.86,214.82,217.25,208.70347059844,650482,0.0,1.0
2023-05-11,213.33,217.05,212.06,216.95,208.415272480238,1115237,0.0,1.0
2023-05-10,223.17,223.745,213.96,215.55,207.070347928625,1581179,0.0,1.0
2023-05-09,219.25,221.08,217.43,221.04,212.344373491734,1330135,0.0,1.0
2023-05-08,228.07,228.1999,222.06,223.74,214.938156555558,712341,0.0,1.0
2023-05-05,224.45,227.35,223.63,226.38,217.474299995742,865998,0.0,1.0
2023-05-04,223.95,224.578,218.93,221.45,212.738244253278,875414,0.0,1.0
2023-05-03,229.94,230.6025,223.005,224.45,215.620225435305,1074716,0.0,1.0
2023-05-02,237.43,238.99,225.24,227.64,218.684732092193,1598540,0.0,1.0
2023-05-01,235.27,238.12,233.895,234.58,225.351715226615,1026755,0.0,1.0
2023-04-28,230.77,235.21,230.65,235.04,225.793619007859,756175,0.0,1.0
2023-04-27,227.28,231.1,224.9,230.89,221.806878372722,922813,0.0,1.0
2023-04-26,231.77,233.6,227.5,227.83,218.867257567055,1097884,0.0,1.0
2023-04-25,233.86,235.88,232.69,233.46,224.275775585325,517819,0.0,1.0
2023-04-24,233.63,236.08,233.315,234.91,225.668733156638,555051,0.0,1.0
2023-04-21,233.97,234.99,231.26,232.88,223.7185925568,448933,0.0,1.0
2023-04-20,233.42,235.78,232.21,234.48,225.255649187214,664952,0.0,1.0
2023-04-19,235.43,235.43,233.42,234.45,225.226829375394,458023,0.0,1.0
2023-04-18,235.82,237.78,234.12,235.96,226.677426570347,645652,0.0,1.0
2023-04-17,234.69,236.17,232.67,234.52,225.294075602974,607328,0.0,1.0
2023-04-14,231.34,235.445,231.34,233.61,224.419874644426,571836,0.0,1.0
2023-04-13,232.21,233.23,228.29,231.08,221.989403847584,644213,0.0,1.0
2023-04-12,231.01,236.51,230.9,232.82,223.660952933159,1969503,0.0,1.0
2023-04-11,227.0,231.71,226.5,229.85,220.807791562953,956111,0.0,1.0
2023-04-10,220.39,225.94,220.22,225.7,216.821050927816,1145454,0.0,1.0
2023-04-06,220.42,221.7399,218.4191,220.33,211.662304611988,861183,0.0,1.0
2023-04-05,229.64,231.01,217.3082,220.35,211.681517819868,1843743,0.0,1.0
2023-04-04,238.88,239.04,229.849,231.9,222.777145370671,879779,0.0,1.0
2023-04-03,238.83,241.51,236.65,238.64,229.251996426291,698561,0.0,1.0
2023-03-31,235.17,239.33,234.41,238.88,229.482554920853,1158351,0.0,1.0
2023-03-30,234.54,235.57,233.55,234.09,224.880991633551,818167,0.0,1.0
2023-03-29,232.33,232.88,230.22,232.71,223.555280289818,659673,0.0,1.0
2023-03-28,226.92,229.98,225.74,229.46,220.433134009289,1065717,0.0,1.0
2023-03-27,226.0,227.4825,223.63,226.94,218.012269816387,685753,0.0,1.0
2023-03-24,223.84,224.675,220.59,223.9,215.0918622186,1366078,0.0,1.0
2023-03-23,229.31,231.8104,224.475,226.19,217.29177452088,989357,0.0,1.0
2023-03-22,234.17,236.12,229.33,229.43,220.404314197469,811936,0.0,1.0
2023-03-21,233.43,234.92,232.62,234.37,225.149976543873,1040389,0.0,1.0
2023-03-20,227.52,232.0,225.82,229.97,220.923070810234,1064552,0.0,1.0
2023-03-17,230.0,230.435,223.81,225.21,216.350327334751,6126622,0.0,1.0
2023-03-16,228.9,232.74,226.665,231.84,222.719505747031,1355847,0.0,1.0
2023-03-15,232.85,234.09,225.76,230.49,221.422614215119,1391579,0.0,1.0
2023-03-14,239.87,241.425,234.955,237.79,228.435435091384,1413066,0.0,1.0
2023-03-13,238.0,238.96,232.93,236.26,226.96562468855,2043084,0.0,1.0
2023-03-10,249.84,251.43,241.19,241.82,232.30689647924,1049652,0.0,1.0
2023-03-09,257.07,258.27,249.59,250.58,240.722281530758,1567564,0.0,1.0
2023-03-08,256.82,257.48,254.41,256.49,246.399784459351,1041234,0.0,1.0
2023-03-07,257.8,261.91,255.69,256.29,246.207652380549,1467970,0.0,1.0
2023-03-06,257.88,259.47,256.78,257.86,247.715889199143,934923,0.0,1.0
2023-03-03,253.38,258.5,252.334,258.06,247.908021277945,1043084,0.0,1.0
2023-03-02,248.18,254.55,247.52,252.87,242.922193833038,1043724,0.0,1.0
2023-03-01,243.61,250.75,242.99,249.21,239.406176790966,1441456,0.0,1.0
2023-02-28,243.55,244.38,242.27,243.08,233.517328575691,1677358,0.0,1.0
2023-02-27,246.1,246.86,242.2,243.2,233.632607822972,765200,0.0,1.0
2023-02-24,245.61,245.61,240.9,244.11,234.50680878152,940630,0.0,1.0
2023-02-23,249.96,251.89,245.99,247.66,237.917153180252,714566,1.57,1.0
2023-02-22,251.52,253.95,248.93,250.04,238.69038631461,854353,0.0,1.0
2023-02-21,255.76,256.52,250.46,251.3,239.8931934125,839325,0.0,1.0
2023-02-17,254.36,259.52,252.51,257.47,245.783129756929,1317001,0.0,1.0
2023-02-16,250.55,256.55,249.84,253.97,242.441998929457,920903,0.0,1.0
2023-02-15,247.97,254.0799,246.55,253.84,242.317899784437,793295,0.0,1.0
2023-02-14,248.06,249.36,242.89,248.41,237.134373957816,640162,0.0,1.0
2023-02-13,247.43,248.89,246.225,248.84,237.544855745191,623273,0.0,1.0
2023-02-10,245.8,246.97,243.66,246.92,235.71200683412,837073,0.0,1.0
2023-02-09,248.9,250.78,245.22,246.16,234.986504140155,577776,0.0,1.0
2023-02-08,250.08,251.63,246.17,247.11,235.893382507612,796551,0.0,1.0
2023-02-07,250.37,252.3899,247.75,251.66,240.236852583325,784605,0.0,1.0
2023-02-06,257.69,257.69,249.25,250.9,239.51134988936,1267730,0.0,1.0
2023-02-03,254.86,258.27,254.86,256.11,244.484861778254,924916,0.0,1.0
2023-02-02,251.67,257.54,248.77,256.51,244.866705301394,1510542,0.0,1.0
2023-02-01,247.25,252.54,246.0,250.91,239.520895977438,772107,0.0,1.0
2023-01-31,247.39,249.55,244.69,249.54,238.213081910685,584835,0.0,1.0
2023-01-30,247.29,249.77,246.62,246.82,235.616545953335,398083,0.0,1.0
2023-01-27,248.19,250.32,247.62,248.69,237.401664424013,457707,0.0,1.0
2023-01-26,247.79,249.4699,245.46,247.78,236.532970408871,521935,0.0,1.0
2023-01-25,245.62,246.49,241.95,246.26,235.08196502094,767589,0.0,1.0
2023-01-24,244.0,251.11,240.0,247.86,236.609339113498,1676302,0.0,1.0
2023-01-23,235.95,242.97,235.79,242.87,231.845841162331,1023393,0.0,1.0
2023-01-20,236.28,237.94,234.57,235.55,224.858104688875,982040,0.0,1.0
2023-01-19,240.0,240.98,233.475,235.48,224.791282072326,785520,0.0,1.0
2023-01-18,249.91,250.225,240.98,241.37,230.413927950557,1037694,0.0,1.0
2023-01-17,253.0,254.47,248.81,249.14,237.831238387545,769036,0.0,1.0
2023-01-13,248.68,252.81,247.08,252.65,241.181915303096,775287,0.0,1.0
2023-01-12,250.17,252.355,249.13,250.11,238.757208931159,534597,0.0,1.0
2023-01-11,249.16,250.17,247.02,250.17,238.81448545963,743828,0.0,1.0
2023-01-10,243.42,247.9,242.7401,247.72,236.4756938804,525994,0.0,1.0
2023-01-09,243.64,247.5,243.0,244.29,233.201385669477,977596,0.0,1.0
2023-01-06,238.65,245.055,238.65,243.9,232.829088234416,733624,0.0,1.0
2023-01-05,238.56,240.24,235.57,236.72,225.974996994059,1039291,0.0,1.0
2023-01-04,241.59,242.51,236.94,240.46,229.545233935415,1135190,0.0,1.0
2023-01-03,243.14,243.617,238.865,241.04,230.098907043967,609879,0.0,1.0
2022-12-30,240.72,242.39,239.355,242.29,231.292168053778,480397,0.0,1.0
2022-12-29,242.81,243.46,239.15,241.73,230.757587121383,681144,0.0,1.0
2022-12-28,244.94,245.46,239.68,241.3,230.347105334008,504813,0.0,1.0
2022-12-27,242.03,246.4199,241.87,244.09,233.010463907907,805128,0.0,1.0
2022-12-23,240.99,243.809,239.8572,241.26,230.308920981694,409326,0.0,1.0
2022-12-22,240.4,241.92,237.1,240.68,229.755247873141,573193,0.0,1.0
2022-12-21,239.46,243.7,238.7814,242.22,231.225345437229,794910,0.0,1.0
2022-12-20,237.81,240.9,237.24,237.46,226.681407511867,591385,0.0,1.0
2022-12-19,236.3,241.28,236.11,237.19,226.423663133748,1097005,0.0,1.0
2022-12-16,232.73,235.8,231.57,235.6,224.905835129267,2596082,0.0,1.0
2022-12-15,239.56,239.84,233.59,235.92,225.211309947779,935115,0.0,1.0
2022-12-14,244.19,248.03,240.81,241.84,230.862594090246,967196,0.0,1.0
2022-12-13,246.955,246.955,239.79,242.75,231.731288105389,909767,0.0,1.0
2022-12-12,237.67,242.18,236.51,242.12,231.129884556444,835379,0.0,1.0
2022-12-09,243.92,244.41,237.33,238.14,227.330541501204,841102,0.0,1.0
2022-12-08,245.61,246.07,241.64,243.58,232.523613415904,750107,0.0,1.0
2022-12-07,244.94,246.8,243.82,243.94,232.86727258673,689703,0.0,1.0
2022-12-06,246.27,247.83,244.2652,245.78,234.623752793172,676608,0.0,1.0
2022-12-05,247.26,248.055,244.19,245.35,234.213271005797,662559,0.0,1.0
2022-12-02,246.72,250.83,246.28,249.75,238.413549760333,551898,0.0,1.0
2022-12-01,251.94,252.52,247.69,249.26,237.945791444487,1018721,0.0,1.0
2022-11-30,245.96,252.74,243.81,251.16,239.759548179401,1786042,0.0,1.0
2022-11-29,246.25,249.32,244.51,246.42,235.234702430196,946067,0.0,1.0
2022-11-28,248.5,249.67,244.5,245.64,234.490107560073,870203,0.0,1.0
2022-11-25,251.11,251.78,249.69,250.42,239.053137661592,253387,0.0,1.0
2022-11-23,251.03,253.525,249.915,250.86,239.473165537046,858319,0.0,1.0
2022-11-22,248.36,250.9,247.83,250.27,238.909946340415,1057071,0.0,1.0
2022-11-21,250.01,251.37,246.7251,246.85,235.645184217571,1064721,0.0,1.0
2022-11-18,251.25,251.63,247.62,250.31,238.948130692729,788061,0.0,1.0
2022-11-17,244.99,248.58,241.62,248.38,237.10573569358,886829,1.57,1.0
2022-11-16,249.05,251.96,248.47,249.97,237.124707946886,872190,0.0,1.0
2022-11-15,250.37,254.085,249.685,250.71,237.826681319214,1128805,0.0,1.0
2022-11-14,248.42,252.6,248.0,249.07,236.27095654811,1067356,0.0,1.0
2022-11-11,242.12,250.15,241.7784,248.17,235.417205149333,1432284,0.0,1.0
2022-11-10,243.37,243.53,238.55,242.13,229.687584650876,1475116,0.0,1.0
2022-11-09,237.48,239.68,236.82,237.69,225.475744416912,945656,0.0,1.0
2022-11-08,236.0,241.31,235.64,239.17,226.879691161566,1095427,0.0,1.0
2022-11-07,239.4,240.0,233.16,236.55,224.394325978461,1362579,0.0,1.0
2022-11-04,236.555,239.86,234.34,238.37,226.120801029321,1238288,0.0,1.0
2022-11-03,222.3,234.7601,217.75,232.76,220.799083976946,2438933,0.0,1.0
2022-11-02,244.98,249.85,240.59,241.25,228.852805505406,1355409,0.0,1.0
2022-11-01,246.98,248.4,243.84,246.7,234.022744531331,1034970,0.0,1.0
2022-10-31,243.18,246.07,241.45,244.51,231.945282794308,820337,0.0,1.0
2022-10-28,239.37,246.25,238.93,244.78,232.201408213941,851849,0.0,1.0
2022-10-27,240.04,242.065,237.23,238.93,226.652024121893,911647,0.0,1.0
2022-10-26,236.34,238.71,233.805,236.97,224.79274329789,835878,0.0,1.0
2022-10-25,234.0,237.65,231.42,234.68,222.620420294336,777996,0.0,1.0
2022-10-24,233.5,235.75,231.0,233.56,221.557974109192,881445,0.0,1.0
2022-10-21,222.83,234.98,221.99,232.79,220.827542356905,1873095,0.0,1.0
2022-10-20,224.75,225.64,218.88,220.28,208.96039791391,654017,0.0,1.0
2022-10-19,223.15,225.878,221.72,224.76,213.210182654487,729587,0.0,1.0
2022-10-18,224.79,225.97,221.105,223.94,212.432320268935,590060,0.0,1.0
2022-10-17,222.95,224.715,219.8025,220.11,208.799133760808,647888,0.0,1.0
2022-10-14,224.97,226.45,218.81,219.25,207.983326868643,740718,0.0,1.0
2022-10-13,215.0,226.24,212.45,224.34,212.811765335058,924618,0.0,1.0
2022-10-12,220.3,220.92,218.1,218.1,206.89242230354,884480,0.0,1.0
2022-10-11,218.54,223.21,216.4177,220.07,208.761189254195,727870,0.0,1.0
2022-10-10,218.39,220.76,217.0,219.24,207.97384074199,600324,0.0,1.0
2022-10-07,218.99,219.63,216.0001,218.04,206.835505543621,1028425,0.0,1.0
2022-10-06,223.69,226.005,220.62,220.78,209.434704246564,1288443,0.0,1.0
2022-10-05,219.63,225.265,217.35,224.36,212.830737588364,1275635,0.0,1.0
2022-10-04,213.22,221.69,212.61,221.53,210.146163745544,1396598,0.0,1.0
2022-10-03,206.32,211.8,205.45,209.59,198.819728521774,911009,0.0,1.0
2022-09-30,204.94,208.0,201.38,203.51,193.052163516705,978363,0.0,1.0
2022-09-29,205.79,206.43,201.335,204.59,194.076665195237,944154,0.0,1.0
2022-09-28,204.72,209.0945,203.36,207.57,196.903530937853,618311,0.0,1.0
2022-09-27,204.8,207.29,200.395,203.17,192.729635210501,1005208,0.0,1.0
2022-09-26,203.22,206.62,202.445,202.68,192.2648150045,648031,0.0,1.0
2022-09-23,204.43,204.44,200.74,204.0,193.516983722706,772010,0.0,1.0
2022-09-22,210.8,212.0,207.04,207.04,196.40076622524,779267,0.0,1.0
2022-09-21,214.25,216.22,210.74,210.76,199.929605340184,877380,0.0,1.0
2022-09-20,213.5,213.83,211.29,212.69,201.760427784227,571856,0.0,1.0
2022-09-19,209.12,215.44,208.8417,215.11,204.056070434271,507360,0.0,1.0
2022-09-16,209.76,212.065,208.44,211.19,200.337508786266,1290945,0.0,1.0
2022-09-15,212.54,214.56,210.695,211.51,200.641064839164,629580,0.0,1.0
2022-09-14,212.89,214.23,210.825,213.26,202.301137003452,642570,0.0,1.0
2022-09-13,215.04,216.99,211.56,212.68,201.750941657574,840266,0.0,1.0
2022-09-12,219.81,221.78,218.74,219.61,208.324827428154,637804,0.0,1.0
2022-09-09,217.81,219.3399,216.53,218.47,207.243408989704,594458,0.0,1.0
2022-09-08,213.92,215.03,211.25,214.8,203.762000508026,586352,0.0,1.0
2022-09-07,212.14,216.66,211.185,216.0,204.900335706394,684828,0.0,1.0
2022-09-06,214.15,215.68,211.26,212.44,201.5232746179,640003,0.0,1.0
2022-09-02,217.82,218.55,211.945,212.87,201.931178063982,565240,0.0,1.0
2022-09-01,213.88,215.2,212.1201,214.92,203.875834027862,664618,0.0,1.0
2022-08-31,217.75,218.08,213.93,215.37,204.302709727251,1146384,0.0,1.0
2022-08-30,221.9,222.0868,216.73,218.16,206.949339063458,726979,0.0,1.0
2022-08-29,220.55,222.55,219.835,221.29,209.91849670587,745911,0.0,1.0
2022-08-26,230.19,230.32,222.35,222.5,211.066318030892,863434,0.0,1.0
2022-08-25,226.75,229.13,226.05,228.97,217.203841975431,636550,0.0,1.0
2022-08-24,224.6,225.63,223.455,225.29,213.7129473671,640414,0.0,1.0
2022-08-23,224.73,227.51,223.455,225.02,213.456821947467,857802,0.0,1.0
2022-08-22,225.11,225.815,223.46,224.4,212.868682094976,684784,0.0,1.0
2022-08-19,229.31,229.59,227.43,228.58,216.833883035961,597132,0.0,1.0
2022-08-18,229.58,230.73,228.6,230.2,218.370635553759,479052,1.57,1.0
2022-08-17,229.24,232.63,228.53,230.27,216.95735534782,920744,0.0,1.0
2022-08-16,230.17,233.85,230.17,232.4,218.964213240254,818208,0.0,1.0
2022-08-15,225.82,231.095,225.5,230.74,217.400183145681,826550,0.0,1.0
2022-08-12,224.13,227.86,223.25,227.76,214.59246646988,719668,0.0,1.0
2022-08-11,224.16,225.61,222.94,223.88,210.936781670517,909237,0.0,1.0
2022-08-10,221.74,222.9501,221.14,221.89,209.061829930637,649848,0.0,1.0
2022-08-09,219.27,219.48,216.96,218.12,205.509785679708,591503,0.0,1.0
2022-08-08,222.81,223.2,218.56,219.51,206.819425337212,749649,0.0,1.0
2022-08-05,217.96,220.45,217.4515,220.02,207.299940607232,658315,0.0,1.0
2022-08-04,216.49,221.26,216.3,219.54,206.847690941331,672151,0.0,1.0
2022-08-03,219.62,220.0,217.0,217.77,205.180020298322,895368,0.0,1.0
2022-08-02,218.99,223.94,215.7,218.61,205.971457213648,1385317,0.0,1.0
2022-08-01,218.28,220.299,216.28,217.84,205.245973374599,1053322,0.0,1.0
2022-07-29,216.44,221.54,215.632,221.31,208.51536158434,1073396,0.0,1.0
2022-07-28,210.47,216.05,210.04,215.19,202.749178344106,1251007,0.0,1.0
2022-07-27,205.01,210.525,203.46,209.17,197.077213784268,977529,0.0,1.0
2022-07-26,205.46,208.13,202.89,204.45,192.630092069578,647363,0.0,1.0
2022-07-25,206.33,207.61,204.215,206.29,194.363715788864,702618,0.0,1.0
2022-07-22,206.82,207.43,203.57,205.2,193.336732172548,696251,0.0,1.0
2022-07-21,204.17,206.23,203.29,206.13,194.21296590023,649559,0.0,1.0
2022-07-20,201.38,206.78,200.34,205.68,193.788981838448,994443,0.0,1.0
2022-07-19,199.94,205.73,199.57,205.05,193.195404151954,1321572,0.0,1.0
2022-07-18,198.5,199.43,195.84,197.62,186.194956198533,911838,0.0,1.0
2022-07-15,198.1,198.88,195.3,196.36,185.007800825543,2874409,0.0,1.0
2022-07-14,195.95,196.075,191.6,194.83,183.566255015485,1037222,0.0,1.0
2022-07-13,198.53,202.86,197.58,199.59,188.051064202333,1030541,0.0,1.0
2022-07-12,196.69,203.93,196.36,201.17,189.53971935259,1083124,0.0,1.0
2022-07-11,199.45,201.37,196.355,196.79,185.412941151246,672772,0.0,1.0
2022-07-08,201.34,202.19,198.0,200.53,188.936719798056,1020894,0.0,1.0
2022-07-07,201.17,203.61,199.9202,201.28,189.643359901025,1093328,0.0,1.0
2022-07-06,193.58,196.13,191.52,194.52,183.274177106257,678907,0.0,1.0
2022-07-05,189.8,194.2,187.92,194.08,182.859614912515,764099,0.0,1.0
2022-07-01,194.18,196.98,190.745,194.11,182.887880516634,760030,0.0,1.0
2022-06-30,191.19,194.41,189.1,193.53,182.341412170337,715288,0.0,1.0
2022-06-29,196.37,196.37,192.74,193.75,182.548693267208,689727,0.0,1.0
2022-06-28,197.33,201.25,195.5,196.06,184.725144784355,731694,0.0,1.0
2022-06-27,196.95,198.8898,193.21,195.38,184.084457757663,583492,0.0,1.0
2022-06-24,188.02,195.1,187.93,195.02,183.745270508237,1130490,0.0,1.0
2022-06-23,192.69,194.46,184.275,185.89,175.143104988084,1227245,0.0,1.0
2022-06-22,191.76,195.68,191.575,193.87,182.661755683683,750393,0.0,1.0
2022-06-21,195.5,197.1235,192.6138,196.19,184.84762906887,726952,0.0,1.0
2022-06-17,188.1,192.56,186.71,191.55,180.475882298497,2027822,0.0,1.0
2022-06-16,195.18,196.185,186.17,189.15,178.214633968993,1420453,0.0,1.0
2022-06-15,197.61,201.9,197.19,199.16,187.645923876631,707055,0.0,1.0
2022-06-14,196.06,199.145,194.99,196.61,185.243347526533,844374,0.0,1.0
2022-06-13,200.91,201.29,194.89,196.2,184.85705093691,1193279,0.0,1.0
2022-06-10,207.72,208.26,204.4341,205.5,193.619388213736,694775,0.0,1.0
2022-06-09,212.29,214.29,211.07,211.5,199.272509037494,771373,0.0,1.0
2022-06-08,214.64,216.9,212.9,213.78,201.420694950523,658794,0.0,1.0
2022-06-07,210.83,215.47,208.32,215.26,202.815131420383,676227,0.0,1.0
2022-06-06,212.0,214.18,211.03,212.65,200.356023862048,787480,0.0,1.0
2022-06-03,209.89,211.92,209.29,211.02,198.820259371594,648352,0.0,1.0
2022-06-02,209.4,211.79,207.67,211.64,199.404415190049,565704,0.0,1.0
2022-06-01,211.1,211.16,204.35,207.85,195.833527203041,669274,0.0,1.0
2022-05-31,205.76,210.335,204.07,209.12,197.03010444407,1246901,0.0,1.0
2022-05-27,206.53,208.88,206.17,207.97,195.946589619516,642888,0.0,1.0
2022-05-26,205.0,207.65,202.92,203.55,191.782123946014,691253,0.0,1.0
2022-05-25,196.61,203.51,195.87,202.62,190.905890218332,1135109,0.0,1.0
2022-05-24,198.34,198.43,192.5739,196.51,185.149128846137,875687,0.0,1.0
2022-05-23,200.55,202.84,197.97,198.74,187.250205418968,640642,0.0,1.0
2022-05-20,201.95,202.3353,193.675,197.31,185.902878289305,819090,0.0,1.0
2022-05-19,200.03,204.91,196.9,201.88,190.208671983401,931648,1.45,1.0
2022-05-18,207.77,209.96,203.57,204.16,190.985110274584,1435969,0.0,1.0
2022-05-17,206.48,208.67,203.69,208.2,194.764400270222,825458,0.0,1.0
2022-05-16,200.71,204.24,198.28,202.69,189.609972578152,750755,0.0,1.0
2022-05-13,200.59,203.06,198.26,201.12,188.141288099649,1043304,0.0,1.0
2022-05-12,195.0,199.62,194.55,199.44,186.569702160869,1063976,0.0,1.0
2022-05-11,198.5,200.4,194.586,196.18,183.52007706538,1094006,0.0,1.0
2022-05-10,204.93,205.08,194.31,197.41,184.670702484844,1029733,0.0,1.0
2022-05-09,198.89,204.5,198.56,202.71,189.628681934566,1047613,0.0,1.0
2022-05-06,204.34,204.34,198.12,201.72,188.702568792071,886177,0.0,1.0
2022-05-05,205.61,207.34,202.075,204.03,190.863499457893,808043,0.0,1.0
2022-05-04,200.84,209.04,199.59,208.75,195.278907571608,1171772,0.0,1.0
2022-05-03,195.0,205.6614,195.0,202.13,189.086110598559,1532521,0.0,1.0
2022-05-02,189.28,195.51,187.72,194.93,182.350742289502,1276461,0.0,1.0
2022-04-29,193.43,195.85,188.42,189.19,176.981156998671,854298,0.0,1.0
2022-04-28,196.08,196.77,192.53,194.48,181.929781770186,915040,0.0,1.0
2022-04-27,190.53,197.13,190.42,194.87,182.29461422026,927280,0.0,1.0
2022-04-26,194.86,197.93,190.45,190.59,178.290811947654,936831,0.0,1.0
2022-04-25,198.0,198.0,191.37,196.15,183.492013030759,1415562,0.0,1.0
2022-04-22,204.85,205.61,198.855,199.2,186.345189883901,855255,0.0,1.0
2022-04-21,207.2,209.62,206.11,206.86,193.51087339048,971232,0.0,1.0
2022-04-20,203.5,205.75,202.86,204.81,191.593164358041,875628,0.0,1.0
