,CMI_Open,CMI_High,CMI_Low,CMI_Close,CMI_Adj Close,CMI_Volume,CMI_Dividend Amount,CMI_Split Coefficient
2014-03-19,142.45,143.2999,141.58,142.76,106.873431975725,1084600,0.0,1.0
2014-03-18,142.55,143.74,142.12,142.68,106.813542128722,879300,0.0,1.0
2014-03-17,140.86,143.3099,140.86,142.79,106.895890668351,1197100,0.0,1.0
2014-03-14,140.24,141.24,139.16,139.36,104.328113478124,1063100,0.0,1.0
2014-03-13,143.52,143.96,139.79,140.62,105.271378568411,1077700,0.0,1.0
2014-03-12,141.8,143.11,140.58,143.07,107.105505132859,1598200,0.0,1.0
2014-03-11,145.43,145.85,142.37,142.9,106.978239207979,1355200,0.0,1.0
2014-03-10,144.4,145.33,143.055,143.9,107.726862295509,978400,0.0,1.0
2014-03-07,146.8,146.98,144.95,145.62,109.014494006059,891100,0.0,1.0
2014-03-06,145.93,146.89,145.86,146.12,109.388805549824,886800,0.0,1.0
2014-03-05,146.09,147.0,144.83,145.26,108.744989694549,1104800,0.0,1.0
2014-03-04,144.69,146.33,144.51,145.7,109.074383853062,1596900,0.0,1.0
2014-03-03,144.17,144.17,142.09,143.0,107.053101516732,1800900,0.0,1.0
2014-02-28,145.59,146.76,145.12,145.92,109.239080932318,1193800,0.0,1.0
2014-02-27,145.33,145.57,143.49,145.3,108.77493461805,1734100,0.0,1.0
2014-02-26,145.0,147.33,144.55,145.9,109.224108470568,1365000,0.0,1.0
2014-02-25,144.69,146.58,143.07,145.63,109.021980236935,1828200,0.0,1.0
2014-02-24,143.87,148.6,143.76,146.01,109.306457010196,2489100,0.0,1.0
2014-02-21,142.45,143.83,141.84,142.83,106.925835591852,1889800,0.0,1.0
2014-02-20,140.38,141.77,139.82,141.75,106.11732265732,2298300,0.0,1.0
2014-02-19,141.39,143.03,139.76,139.98,104.792259792393,2056400,0.625,1.0
2014-02-18,142.42,143.2,141.58,143.1,106.65177181673,1582700,0.0,1.0
2014-02-14,140.9,143.6,140.645,142.12,105.921382324205,2220600,0.0,1.0
2014-02-13,136.94,141.23,136.89,140.92,105.027027843561,2298100,0.0,1.0
2014-02-12,135.69,139.05,135.56,138.59,103.290489560312,2335500,0.0,1.0
2014-02-11,133.12,136.45,132.9,135.52,101.002432680666,2141600,0.0,1.0
2014-02-10,133.91,133.99,132.4,133.02,99.1391941793255,1505400,0.0,1.0
2014-02-07,132.5,135.572,131.94,134.33,100.115531154028,2566900,0.0,1.0
2014-02-06,123.5,131.4899,123.5,130.78,97.4697324821244,3444100,0.0,1.0
2014-02-05,126.24,127.14,125.48,126.67,94.4065683859206,2486900,0.0,1.0
2014-02-04,123.76,126.7,122.641,126.4,94.2053386277758,2494400,0.0,1.0
2014-02-03,127.13,127.92,123.15,123.7,92.1930410463281,2321800,0.0,1.0
2014-01-31,126.73,128.01,126.06,126.98,94.6376099600868,1886900,0.0,1.0
2014-01-30,129.65,129.9199,128.04,128.48,95.7555530608911,1419300,0.0,1.0
2014-01-29,126.87,130.02,126.5,128.59,95.8375355549501,2103200,0.0,1.0
2014-01-28,126.61,128.71,126.53,128.63,95.8673473709715,1567700,0.0,1.0
2014-01-27,128.32,128.68,124.03,125.95,93.8699556975345,2528900,0.0,1.0
2014-01-24,131.1,131.22,126.06,126.31,94.1382620417276,3021900,0.0,1.0
2014-01-23,134.5,135.49,131.52,132.08,98.4386165028214,2392800,0.0,1.0
2014-01-22,136.5,136.55,134.8,134.88,100.525443624323,1585800,0.0,1.0
2014-01-21,138.04,138.5,135.76,136.41,101.665745587143,1625000,0.0,1.0
2014-01-17,138.96,139.07,137.51,137.74,102.656988469856,1319100,0.0,1.0
2014-01-16,137.05,138.55,137.05,137.84,102.73151800991,931200,0.0,1.0
2014-01-15,137.49,138.25,137.36,137.79,102.694253239883,1105400,0.0,1.0
2014-01-14,137.0,137.49,136.37,137.13,102.202358275529,1095800,0.0,1.0
2014-01-13,137.59,138.42,135.76,136.15,101.471968783004,1400400,0.0,1.0
2014-01-10,139.36,139.545,137.8,138.1,102.925294814049,1033600,0.0,1.0
2014-01-09,140.15,140.6226,137.94,138.67,103.350113192355,866900,0.0,1.0
2014-01-08,139.59,140.23,138.83,139.35,103.85691406472,976900,0.0,1.0
2014-01-07,138.87,140.25,138.8,139.89,104.259373581009,879500,0.0,1.0
2014-01-06,140.22,141.67,138.25,138.72,103.387377962382,1353700,0.0,1.0
2014-01-03,138.77,140.0,138.34,139.16,103.715307938618,1092300,0.0,1.0
2014-01-02,140.43,140.98,138.28,138.56,103.268130698296,1533500,0.0,1.0
2013-12-31,140.0,141.39,139.955,140.97,105.064292613588,762700,0.0,1.0
2013-12-30,139.81,140.485,139.3,139.93,104.289185397031,714000,0.0,1.0
2013-12-27,140.43,140.43,139.285,139.83,104.214655856977,616000,0.0,1.0
2013-12-26,139.48,140.215,139.14,139.85,104.229561764988,625000,0.0,1.0
2013-12-24,138.99,139.84,138.13,139.4,103.894178834746,407400,0.0,1.0
2013-12-23,138.76,139.5,138.16,138.66,103.34266023835,1286400,0.0,1.0
2013-12-20,136.75,138.47,136.56,137.75,102.664441423862,1856800,0.0,1.0
2013-12-19,137.13,138.0,136.28,137.2,102.254528953567,2284000,0.0,1.0
2013-12-18,133.26,136.3099,133.0,136.03,101.382533334939,1515600,0.0,1.0
2013-12-17,132.86,133.89,132.67,133.25,99.3106121214488,1128000,0.0,1.0
2013-12-16,131.1,133.62,131.1,133.09,99.191364857363,1647000,0.0,1.0
2013-12-13,130.26,130.47,129.35,130.01,96.8958550237115,860500,0.0,1.0
2013-12-12,130.33,131.0075,129.05,129.54,96.5455661854595,1119700,0.0,1.0
2013-12-11,132.75,132.8,130.291,130.66,97.38029703406,1121500,0.0,1.0
2013-12-10,131.43,133.48,131.25,132.86,99.0199469152397,1151500,0.0,1.0
2013-12-09,130.16,132.84,130.01,131.66,98.1255924345962,1253100,0.0,1.0
2013-12-06,131.39,131.72,130.17,130.48,97.2461438619635,1128700,0.0,1.0
2013-12-05,128.87,130.13,128.49,129.6,96.5902839094917,1135900,0.0,1.0
2013-12-04,129.5,130.14,127.8101,129.02,96.1580125771807,1777200,0.0,1.0
2013-12-03,132.29,132.665,129.19,130.03,96.9107609317222,1673600,0.0,1.0
2013-12-02,132.55,134.05,131.61,132.98,99.109382363304,878400,0.0,1.0
2013-11-29,132.99,133.31,132.17,132.36,98.6472992149716,377900,0.0,1.0
2013-11-27,131.51,132.79,131.0,132.63,98.8485289731163,708300,0.0,1.0
2013-11-26,130.8,131.41,130.5,130.98,97.6187915622316,750200,0.0,1.0
2013-11-25,130.9,131.61,130.54,130.8,97.4846383901351,872100,0.0,1.0
2013-11-22,129.01,130.4,128.7,130.37,97.1641613679045,695200,0.0,1.0
2013-11-21,128.99,129.89,128.86,129.26,96.3368834733093,687300,0.0,1.0
2013-11-20,130.64,131.0,128.3,128.74,95.9493298650305,908300,0.0,1.0
2013-11-19,131.86,132.49,129.5,130.0,96.8884020697061,926900,0.625,1.0
2013-11-18,132.38,133.86,132.26,132.59,98.3459003285921,1425400,0.0,1.0
2013-11-15,132.27,132.86,131.1,132.04,97.9379491619828,1388800,0.0,1.0
2013-11-14,131.55,132.91,131.38,132.49,98.2717273892086,1092100,0.0,1.0
2013-11-13,129.21,131.69,128.6,131.55,97.5745017590036,1131900,0.0,1.0
2013-11-12,132.39,132.55,129.8,130.1,96.4989941379427,1066900,0.0,1.0
2013-11-11,130.89,130.94,130.02,130.1,96.4989941379427,868500,0.0,1.0
2013-11-08,129.3,130.94,129.3,130.7,96.9440317742438,1379300,0.0,1.0
2013-11-07,132.44,132.98,128.76,128.89,95.6015015714023,2206800,0.0,1.0
2013-11-06,132.06,132.7501,130.71,132.48,98.2643100952702,1468000,0.0,1.0
2013-11-05,129.85,132.55,128.4,131.72,97.7005957559555,2123600,0.0,1.0
2013-11-04,129.08,130.84,129.05,129.91,96.3580655531141,2250600,0.0,1.0
2013-11-01,127.42,129.145,127.0,128.85,95.5718323956489,2493500,0.0,1.0
2013-10-31,125.63,128.08,124.47,127.02,94.2144676049307,2277100,0.0,1.0
2013-10-30,127.55,128.17,124.99,125.44,93.0425351626713,3201900,0.0,1.0
2013-10-29,124.84,128.27,122.52,127.9,94.8671894715056,8651800,0.0,1.0
2013-10-28,135.63,136.31,134.5937,134.91,100.066712522289,1381500,0.0,1.0
2013-10-25,137.92,137.92,133.89,135.59,100.571088510097,2242000,0.0,1.0
2013-10-24,136.19,137.9,135.5,137.86,102.254814234103,1337500,0.0,1.0
2013-10-23,137.15,137.19,134.8,135.54,100.534002040406,1734000,0.0,1.0
2013-10-22,137.6,139.17,137.45,138.18,102.49216764013,1114100,0.0,1.0
2013-10-21,136.68,137.43,136.125,136.91,101.55017130996,597100,0.0,1.0
2013-10-18,134.66,136.87,134.412,136.44,101.201558494857,1045500,0.0,1.0
2013-10-17,132.84,134.32,132.48,133.98,99.3769041860228,777100,0.0,1.0
2013-10-16,133.2,133.41,131.57,133.29,98.8651109042766,1204300,0.0,1.0
2013-10-15,133.71,134.42,132.0,132.52,98.2939792710236,1913600,0.0,1.0
2013-10-14,131.42,134.55,131.14,134.07,99.443659831468,1210800,0.0,1.0
2013-10-11,131.96,132.63,131.2,132.31,98.1382160983182,938300,0.0,1.0
2013-10-10,131.19,133.22,130.91,132.65,98.3904040922222,1033400,0.0,1.0
2013-10-09,129.57,130.47,128.15,129.34,95.9352797986281,969600,0.0,1.0
2013-10-08,131.29,132.62,129.34,129.47,96.0317046198266,1362500,0.0,1.0
2013-10-07,131.84,132.48,131.1101,131.15,97.2778100014696,957900,0.0,1.0
2013-10-04,131.92,133.68,131.4,133.21,98.8057725527698,787400,0.0,1.0
2013-10-03,134.6,134.9099,131.0007,131.76,97.7302649317089,1247300,0.0,1.0
2013-10-02,131.98,134.77,131.82,134.64,99.866445585954,1608900,0.0,1.0
2013-10-01,132.01,134.09,132.0,132.73,98.449742443729,1222700,0.0,1.0
2013-09-30,132.15,133.87,131.74,132.87,98.5535845588659,925100,0.0,1.0
2013-09-27,132.98,133.8,132.6,133.54,99.0505432527354,893000,0.0,1.0
2013-09-26,134.21,135.08,133.535,134.19,99.5326673587282,896300,0.0,1.0
2013-09-25,133.92,134.71,132.46,133.7,99.169219955749,980500,0.0,1.0
2013-09-24,133.16,135.19,132.62,133.93,99.3398177163311,1364700,0.0,1.0
2013-09-23,134.52,134.55,132.89,133.61,99.1024643103038,917000,0.0,1.0
2013-09-20,135.24,136.5,134.28,134.57,99.8145245283855,1745000,0.0,1.0
2013-09-19,134.0,135.54,133.5,135.25,100.318900516193,1891900,0.0,1.0
2013-09-18,131.99,134.03,131.05,133.72,99.1840545436257,1830600,0.0,1.0
2013-09-17,133.22,133.47,131.74,131.96,97.878610810476,1702500,0.0,1.0
2013-09-16,136.24,136.24,133.4901,133.85,99.2804793648242,1285800,0.0,1.0
2013-09-13,133.46,134.29,132.24,133.68,99.1543853678723,1482800,0.0,1.0
2013-09-12,131.99,133.67,131.76,133.05,98.6870958497562,1725400,0.0,1.0
2013-09-11,131.8,132.34,130.37,132.34,98.1604679801333,826000,0.0,1.0
2013-09-10,130.07,132.4,130.03,131.75,97.7228476377706,1497000,0.0,1.0
2013-09-09,127.1,130.0,127.08,129.38,95.9649489743815,1345400,0.0,1.0
2013-09-06,127.82,128.23,125.51,126.77,94.0290352564719,812500,0.0,1.0
2013-09-05,126.74,128.25,126.3,127.11,94.2812232503759,1208500,0.0,1.0
2013-09-04,124.4,127.518,124.006,127.0,94.199633017054,1782500,0.0,1.0
2013-09-03,125.0,126.0,123.4605,124.13,92.0708696567474,974100,0.0,1.0
2013-08-30,123.55,123.94,122.72,123.2,91.3810613204808,1025800,0.0,1.0
2013-08-29,122.08,124.74,122.07,123.44,91.5590763750012,1275500,0.0,1.0
2013-08-28,121.66,123.57,121.66,122.76,91.0547003871933,1263600,0.0,1.0
2013-08-27,122.82,124.05,121.91,122.03,90.5132379296937,1738400,0.0,1.0
2013-08-26,125.27,126.25,124.51,124.57,92.3972305900348,891700,0.0,1.0
2013-08-23,126.57,126.57,124.82,125.21,92.8719374020892,1176600,0.0,1.0
2013-08-22,124.14,127.59,124.14,126.56,93.8732720837666,1848100,0.0,1.0
2013-08-21,123.41,125.35,122.84,123.43,91.5516590810628,1738600,0.0,1.0
2013-08-20,123.79,124.3,122.58,123.57,91.6555011961997,992800,0.625,1.0
2013-08-19,125.02,125.82,123.64,123.83,91.3861323976441,1459500,0.0,1.0
2013-08-16,124.73,126.2364,124.53,124.94,92.2053087439365,1156200,0.0,1.0
2013-08-15,125.89,125.89,124.142,124.72,92.0429494680948,1437400,0.0,1.0
2013-08-14,127.88,128.3,127.15,127.51,94.1019602844513,1711400,0.0,1.0
2013-08-13,126.79,128.13,125.84,127.52,94.109340251535,1850000,0.0,1.0
2013-08-12,122.79,126.97,122.52,125.84,92.8695057814709,1676100,0.0,1.0
2013-08-09,123.47,124.4801,123.06,124.02,91.5263517722347,1411900,0.0,1.0
2013-08-08,123.43,124.5,123.13,123.7,91.2901928255558,1250300,0.0,1.0
2013-08-07,121.7,122.44,120.7101,122.19,90.1758177959148,1287100,0.0,1.0
2013-08-06,122.07,122.12,121.15,122.09,90.1020181250777,1196800,0.0,1.0
2013-08-05,122.88,123.05,121.81,122.73,90.5743360184355,922000,0.0,1.0
2013-08-02,122.24,123.18,121.0,123.05,90.8104949651143,1646800,0.0,1.0
2013-08-01,122.6,123.83,122.34,122.94,90.7293153271935,2229000,0.0,1.0
2013-07-31,119.18,121.91,119.02,121.19,89.4378210875433,2423200,0.0,1.0
2013-07-30,120.01,123.9,117.379,118.23,87.2533508307637,5301700,0.0,1.0
2013-07-29,115.89,117.05,115.5,116.44,85.9323367227787,1490000,0.0,1.0
2013-07-26,115.9,116.54,115.37,115.88,85.5190585660906,1459700,0.0,1.0
2013-07-25,115.65,117.1,115.3,116.58,86.0356562619507,1158900,0.0,1.0
2013-07-24,117.76,117.76,115.73,116.24,85.7847373811043,2243700,0.0,1.0
2013-07-23,118.57,119.39,117.43,117.67,86.8400726740756,1775000,0.0,1.0
2013-07-22,118.29,119.0,117.68,118.01,87.0909915549219,871100,0.0,1.0
2013-07-19,116.77,118.32,116.24,118.14,87.1869311270102,1561300,0.0,1.0
2013-07-18,116.92,117.5,116.192,117.02,86.3603748136341,1476600,0.0,1.0
2013-07-17,116.87,117.1599,115.63,116.48,85.9618565911135,793700,0.0,1.0
2013-07-16,117.61,118.04,115.25,115.99,85.6002382040115,1384900,0.0,1.0
2013-07-15,115.5,117.87,115.12,117.29,86.5596339248944,1397300,0.0,1.0
2013-07-12,115.28,115.86,114.18,115.4,85.1648201460723,1421300,0.0,1.0
2013-07-11,116.01,117.33,114.99,115.28,85.0762605410677,1892200,0.0,1.0
2013-07-10,112.94,114.96,112.9,113.7,83.9102257418407,1312500,0.0,1.0
2013-07-09,111.395,113.17,111.33,112.62,83.1131892967995,1357600,0.0,1.0
2013-07-08,111.16,111.54,110.5,110.83,81.7921751888145,1215200,0.0,1.0
2013-07-05,109.92,110.84,108.74,110.79,81.7626553204796,908600,0.0,1.0
2013-07-03,108.69,109.3,107.51,108.9,80.3678415416575,1552600,0.0,1.0
2013-07-02,110.01,111.72,109.845,110.2,81.3272372625404,1496600,0.0,1.0
2013-07-01,109.25,110.94,108.72,110.33,81.4231768346287,1605300,0.0,1.0
2013-06-28,108.27,109.73,107.8,108.46,80.043122989974,2775000,0.0,1.0
2013-06-27,108.29,108.98,107.91,108.51,80.0800228253926,1868900,0.0,1.0
2013-06-26,108.81,109.4,107.03,107.36,79.2313266107654,2177000,0.0,1.0
2013-06-25,107.23,109.03,106.75,107.44,79.2903663474351,2532900,0.0,1.0
2013-06-24,109.11,109.26,105.55,105.94,78.1833712848778,4270800,0.0,1.0
2013-06-21,113.0,113.3599,110.84,111.12,82.0061942342422,2635100,0.0,1.0
2013-06-20,114.56,115.03,111.86,112.42,82.9655899551252,2850600,0.0,1.0
2013-06-19,117.37,117.61,115.59,115.6,85.3124194877466,1255200,0.0,1.0
2013-06-18,116.36,117.65,115.7134,117.37,86.6186736615642,865200,0.0,1.0
2013-06-17,116.61,117.37,115.3,116.06,85.6518979735975,1446100,0.0,1.0
2013-06-14,117.12,118.69,115.93,116.13,85.7035577431835,1111300,0.0,1.0
2013-06-13,115.11,118.45,114.91,118.27,87.2828706990985,1557200,0.0,1.0
2013-06-12,118.56,118.63,115.57,115.74,85.4157390269186,1643300,0.0,1.0
2013-06-11,117.11,119.5,116.38,117.43,86.6629534640665,1756000,0.0,1.0
2013-06-10,119.13,119.13,117.82,118.65,87.5633094482797,897500,0.0,1.0
2013-06-07,118.25,119.63,117.35,118.54,87.4821298103588,1105000,0.0,1.0
2013-06-06,116.01,118.33,115.74,117.34,86.596533760313,1764600,0.0,1.0
2013-06-05,117.65,117.83,115.71,116.0,85.6076181710952,1628800,0.0,1.0
2013-06-04,118.24,119.33,116.918,118.21,87.2385908965962,1522800,0.0,1.0
2013-06-03,119.75,120.71,116.72,118.44,87.4083301395217,2251700,0.0,1.0
2013-05-31,117.33,122.315,116.8,119.63,88.2865462224838,2956300,0.0,1.0
2013-05-30,117.86,118.88,117.01,117.69,86.854832608243,1781400,0.0,1.0
2013-05-29,115.95,118.2,115.76,117.72,86.8769725094942,1277800,0.0,1.0
2013-05-28,118.01,119.11,116.91,117.27,86.544873990727,1276100,0.0,1.0
2013-05-24,115.9,116.65,115.26,116.31,85.8363971506904,1670000,0.0,1.0
2013-05-23,115.47,118.18,115.33,116.94,86.3013350769644,1637300,0.0,1.0
2013-05-22,118.55,119.5,117.09,117.5,86.7146132336525,1869200,0.5,1.0
2013-05-21,118.14,119.51,117.72,118.83,87.3245550047027,1660300,0.0,1.0
2013-05-20,116.04,119.441,115.731,118.15,86.8248436742037,1716000,0.0,1.0
2013-05-17,115.06,116.66,114.69,116.43,85.5608679558827,1051400,0.0,1.0
2013-05-16,114.16,116.16,113.9,114.33,84.0176417881652,1318000,0.0,1.0
2013-05-15,113.98,115.145,113.075,114.68,84.2748461494514,1505300,0.0,1.0
2013-05-14,113.65,115.19,112.95,114.8,84.3630305018924,1543500,0.0,1.0
2013-05-13,114.23,114.39,113.05,113.4,83.3342130567474,1514200,0.0,1.0
2013-05-10,114.08,114.96,113.54,114.38,84.0543852683489,1853700,0.0,1.0
2013-05-09,114.71,114.95,113.641,114.24,83.9515035238344,1837400,0.0,1.0
2013-05-08,113.05,115.22,112.44,115.01,84.5173531186642,1782100,0.0,1.0
2013-05-07,111.14,113.09,111.14,112.98,83.0255678232039,1524100,0.0,1.0
2013-05-06,111.06,112.06,109.935,110.85,81.4602955673761,1977600,0.0,1.0
2013-05-03,108.45,111.85,107.8,110.6,81.2765781664573,2748400,0.0,1.0
2013-05-02,104.14,106.58,104.14,106.41,78.197474527059,2358500,0.0,1.0
2013-05-01,105.25,106.2,103.41,103.66,76.1765831169527,4185000,0.0,1.0
2013-04-30,110.44,110.63,105.95,106.39,78.1827771349855,5944700,0.0,1.0
2013-04-29,112.15,113.77,111.51,113.25,83.2239826161961,1805100,0.0,1.0
2013-04-26,112.3,112.36,110.7703,111.2,81.7174999286623,1272400,0.0,1.0
2013-04-25,110.76,114.04,110.52,112.16,82.4229747481904,1551400,0.0,1.0
2013-04-24,108.17,110.62,108.055,110.08,80.8944459725463,1602200,0.0,1.0
2013-04-23,108.57,109.37,107.0,107.49,78.991133699028,1635800,0.0,1.0
2013-04-22,107.17,108.55,106.16,107.67,79.1234102276895,1352000,0.0,1.0
2013-04-19,106.11,107.6,106.02,107.06,78.6751397694478,2069400,0.0,1.0
2013-04-18,108.39,109.04,105.86,106.02,77.9108753816257,2250700,0.0,1.0
2013-04-17,110.0,110.5,107.52,108.01,79.373265892939,2099200,0.0,1.0
2013-04-16,111.27,112.25,110.07,111.32,81.8056842811033,1547400,0.0,1.0
2013-04-15,116.1,116.1299,109.72,109.75,80.6519390033336,3633900,0.0,1.0
2013-04-12,117.62,117.93,116.39,117.11,86.0605792863817,1281600,0.0,1.0
2013-04-11,118.28,118.69,116.9501,118.18,86.846889762314,1972200,0.0,1.0
2013-04-10,115.58,118.35,115.13,118.1,86.78810019402,2080400,0.0,1.0
2013-04-09,113.11,115.32,113.02,114.98,84.4953070305539,1276000,0.0,1.0
2013-04-08,113.0,113.21,111.7,112.83,82.9153373826526,1072200,0.0,1.0
2013-04-05,111.85,113.21,110.25,112.94,82.9961730390569,1907600,0.0,1.0
2013-04-04,112.71,114.25,112.54,114.07,83.8265756912096,1630700,0.0,1.0
2013-04-03,111.86,112.92,111.3,112.54,82.7022251975869,2030900,0.0,1.0
2013-04-02,113.08,113.5399,111.33,111.84,82.1878164750143,1346000,0.0,1.0
2013-04-01,115.81,115.97,112.38,112.71,82.8271530302116,1385100,0.0,1.0
2013-03-28,114.14,116.0,113.82,115.81,85.1052488016042,1773400,0.0,1.0
2013-03-27,112.36,114.77,111.88,113.92,83.7163452506584,2564100,0.0,1.0
2013-03-26,112.4,113.3,112.25,113.15,83.1504956558286,1911400,0.0,1.0
2013-03-25,113.91,114.12,111.58,112.31,82.5332051887416,2336800,0.0,1.0
2013-03-22,114.23,114.53,113.02,113.5,83.4077000171149,1730700,0.0,1.0
2013-03-21,115.96,116.01,113.85,114.01,83.7824835149891,1455900,0.0,1.0
2013-03-20,116.95,117.66,115.73,116.25,85.4285914272212,1851900,0.0,1.0
2013-03-19,116.41,116.82,113.995,115.08,84.5687939909214,1552300,0.0,1.0
2013-03-18,115.97,118.05,115.34,116.31,85.4726836034417,1652100,0.0,1.0
2013-03-15,116.77,117.84,116.46,117.36,86.2442966873005,1365000,0.0,1.0
2013-03-14,118.3,118.31,116.58,117.28,86.1855071190065,1759700,0.0,1.0
2013-03-13,118.29,118.489,117.301,117.77,86.5455932248072,1089700,0.0,1.0
2013-03-12,119.6,119.62,117.532,118.63,87.1775810839677,1022300,0.0,1.0
2013-03-11,119.11,119.77,118.51,119.62,87.905101991606,934200,0.0,1.0
2013-03-08,118.35,119.73,118.24,119.63,87.9124506876428,1905700,0.0,1.0
2013-03-07,117.01,118.385,116.41,117.28,86.1855071190065,1297600,0.0,1.0
2013-03-06,117.07,117.79,115.55,116.87,85.8842105814997,1246000,0.0,1.0
2013-03-05,115.48,118.43,115.39,116.45,85.5755653479562,1702500,0.0,1.0
2013-03-04,114.3,114.64,112.33,114.13,83.8706678674301,1557500,0.0,1.0
2013-03-01,114.96,116.0,113.02,115.05,84.5467479028112,1453500,0.0,1.0
2013-02-28,115.87,117.34,115.52,115.87,85.1493409778247,1411600,0.0,1.0
2013-02-27,113.12,116.65,112.45,115.77,85.0758540174572,1635800,0.0,1.0
2013-02-26,111.88,113.76,110.87,113.38,83.3195156646739,1923700,0.0,1.0
2013-02-25,115.76,116.26,111.22,111.25,81.7542434088461,1963200,0.0,1.0
2013-02-22,113.44,114.0,112.44,112.79,82.8859425985056,1715700,0.0,1.0
2013-02-21,114.07,114.15,111.46,112.53,82.6948765015501,2488300,0.0,1.0
2013-02-20,118.01,118.19,114.52,114.83,84.3850765900027,2122300,0.5,1.0
2013-02-19,119.23,119.41,118.01,118.87,86.9752367489258,1394500,0.0,1.0
2013-02-15,119.32,119.79,118.485,119.21,87.2240091935682,1343300,0.0,1.0
2013-02-14,118.54,119.34,117.89,118.73,86.8728010364261,1233000,0.0,1.0
2013-02-13,119.79,119.92,118.0,119.04,87.099622971247,1438000,0.0,1.0
2013-02-12,119.42,119.93,118.94,119.19,87.2093755203539,1276000,0.0,1.0
2013-02-11,118.8,119.99,118.53,119.26,87.2605933766038,1055500,0.0,1.0
2013-02-08,118.47,120.0,118.12,119.47,87.4142469453535,963300,0.0,1.0
2013-02-07,119.85,120.48,117.41,118.96,87.04108827839,1941100,0.0,1.0
2013-02-06,120.5,122.54,118.83,120.38,88.0800790766021,4058900,0.0,1.0
2013-02-05,117.19,117.98,116.27,117.39,85.892344931071,1846900,0.0,1.0
2013-02-04,115.05,117.7,115.0,116.42,85.1826117801796,1907400,0.0,1.0
2013-02-01,115.56,116.91,113.79,116.34,85.1240770873225,1608100,0.0,1.0
2013-01-31,114.97,115.95,113.81,114.83,84.0192347596463,1410700,0.0,1.0
2013-01-30,116.13,116.36,114.83,115.52,84.5240964855381,1582100,0.0,1.0
2013-01-29,115.78,116.338,115.0,116.05,84.9118888257158,1495100,0.0,1.0
2013-01-28,117.39,117.95,114.75,115.91,84.8094531132161,1261200,0.0,1.0
2013-01-25,115.57,117.24,115.28,116.98,85.5923546301787,1248400,0.0,1.0
2013-01-24,113.52,117.61,112.61,115.46,84.4801954658953,2411600,0.0,1.0
2013-01-23,115.52,115.76,114.39,115.27,84.3411755703599,1124100,0.0,1.0
2013-01-22,115.22,115.79,114.5,115.75,84.692383727502,959800,0.0,1.0
2013-01-18,114.08,115.805,113.35,115.59,84.575314341788,1878700,0.0,1.0
2013-01-17,112.56,114.5,111.72,114.2,83.5582740533972,1465100,0.0,1.0
2013-01-16,111.53,112.23,111.025,112.06,81.9924710194719,996000,0.0,1.0
2013-01-15,110.83,112.08,110.83,111.82,81.8168669409009,869900,0.0,1.0
2013-01-14,110.17,111.645,110.17,111.55,81.6193123525084,1385100,0.0,1.0
2013-01-11,110.93,111.47,109.19,110.59,80.9168960382242,1870200,0.0,1.0
2013-01-10,113.97,114.09,111.22,112.44,82.2705108105428,1969000,0.0,1.0
2013-01-09,111.25,114.24,110.54,113.12,82.7680556998275,1880600,0.0,1.0
2013-01-08,111.91,112.39,110.7,111.16,81.3339557248304,1396300,0.0,1.0
2013-01-07,113.26,113.63,111.56,112.53,82.3363623400069,1654900,0.0,1.0
2013-01-04,114.82,115.0,113.255,113.86,83.3095016087549,1741300,0.0,1.0
2013-01-03,113.16,114.93,112.78,114.17,83.5363235435759,2160300,0.0,1.0
2013-01-02,111.5,113.82,111.3,113.37,82.9509766150057,2674100,0.0,1.0
2012-12-31,105.37,108.54,105.24,108.35,79.2779246382276,1680500,0.0,1.0
2012-12-28,106.08,106.63,105.51,105.82,77.4267649766243,890500,0.0,1.0
2012-12-27,107.55,107.74,104.68,106.8,78.1438149641228,1093200,0.0,1.0
2012-12-26,107.46,108.84,106.6,107.16,78.4072210819794,859000,0.0,1.0
2012-12-24,107.32,107.32,106.51,107.16,78.4072210819794,666500,0.0,1.0
2012-12-21,106.35,108.17,105.75,108.07,79.073053213228,2157400,0.0,1.0
2012-12-20,108.04,108.33,107.3,107.77,78.8535481150142,1627000,0.0,1.0
2012-12-19,108.79,109.78,107.87,107.95,78.9852511739425,1835600,0.0,1.0
2012-12-18,106.12,109.45,105.92,108.67,79.5120634096557,3770400,0.0,1.0
2012-12-17,107.11,107.17,104.97,105.75,77.3755471203744,2337100,0.0,1.0
2012-12-14,105.27,107.38,105.27,106.3,77.7779731337664,1755400,0.0,1.0
2012-12-13,105.54,106.75,104.6,105.48,77.177992531982,2417900,0.0,1.0
2012-12-12,106.16,107.56,105.8,105.88,77.4706659962671,2369800,0.0,1.0
2012-12-11,103.82,106.52,103.336,105.48,77.177992531982,2952800,0.0,1.0
2012-12-10,101.03,103.74,101.03,103.24,75.5390211319854,1540300,0.0,1.0
2012-12-07,101.25,102.8,101.08,101.69,74.4049114578806,1579000,0.0,1.0
2012-12-06,101.07,101.07,99.23,100.41,73.4683563721683,1553400,0.0,1.0
2012-12-05,98.0,102.3,98.0,101.31,74.1268716668098,3000300,0.0,1.0
2012-12-04,97.63,98.34,96.76,97.31,71.2001370239587,1640500,0.0,1.0
2012-12-03,98.86,99.04,97.34,97.37,71.2440380436015,1722100,0.0,1.0
2012-11-30,99.68,99.78,97.85,98.16,71.8220681355646,2139700,0.0,1.0
