,MSTR_Open,MSTR_High,MSTR_Low,MSTR_Close,MSTR_Adj Close,MSTR_Volume,MSTR_Dividend Amount,MSTR_Split Coefficient
2004-06-23,43.09,43.66,42.6,43.49,4.349,285800,0.0,1.0
2004-06-22,42.75,43.05,41.6,42.99,4.299,281400,0.0,1.0
2004-06-21,42.28,43.0,42.21,42.6,4.26,321300,0.0,1.0
2004-06-18,41.15,43.09,41.0,42.36,4.236,598200,0.0,1.0
2004-06-17,41.02,42.21,40.71,40.98,4.098,694100,0.0,1.0
2004-06-16,43.93,44.05,41.13,41.25,4.125,1317400,0.0,1.0
2004-06-15,44.93,45.49,43.9,44.11,4.411,445400,0.0,1.0
2004-06-14,45.5,45.54,43.51,43.93,4.393,344000,0.0,1.0
2004-06-10,46.3,46.69,45.17,45.57,4.557,270900,0.0,1.0
2004-06-09,47.95,48.45,45.81,45.83,4.583,380000,0.0,1.0
2004-06-08,47.85,48.61,47.64,48.03,4.803,240800,0.0,1.0
2004-06-07,47.17,48.0,47.17,47.82,4.782,252600,0.0,1.0
2004-06-04,47.23,47.44,46.35,46.83,4.683,303900,0.0,1.0
2004-06-03,48.341,48.341,46.47,46.5,4.65,247900,0.0,1.0
2004-06-02,48.8,49.2,48.21,48.54,4.854,203500,0.0,1.0
2004-06-01,47.96,49.0,47.75,48.99,4.899,184100,0.0,1.0
2004-05-28,47.64,48.79,47.64,48.05,4.805,189700,0.0,1.0
2004-05-27,47.85,48.5,46.83,47.9,4.79,400300,0.0,1.0
2004-05-26,48.44,49.0,47.74,48.04,4.804,305200,0.0,1.0
2004-05-25,48.27,48.96,46.75,48.8,4.88,438600,0.0,1.0
2004-05-24,47.76,48.66,47.45,48.16,4.816,291200,0.0,1.0
2004-05-21,47.71,48.1,46.58,47.08,4.708,204400,0.0,1.0
2004-05-20,47.0,48.35,45.52,47.03,4.703,386300,0.0,1.0
2004-05-19,45.93,49.16,45.9,47.02,4.702,684200,0.0,1.0
2004-05-18,45.39,45.99,45.05,45.4,4.54,233100,0.0,1.0
2004-05-17,44.63,45.19,44.06,44.89,4.489,371400,0.0,1.0
2004-05-14,45.2,46.25,43.24,45.74,4.574,656700,0.0,1.0
2004-05-13,44.13,46.47,44.13,45.08,4.508,424800,0.0,1.0
2004-05-12,45.77,45.95,43.0,44.43,4.443,731800,0.0,1.0
2004-05-11,44.25,46.1,44.25,45.99,4.599,529200,0.0,1.0
2004-05-10,43.84,44.88,42.44,43.86,4.386,680800,0.0,1.0
2004-05-07,46.9,48.25,44.3,44.95,4.495,729000,0.0,1.0
2004-05-06,49.02,49.02,47.01,47.02,4.702,383000,0.0,1.0
2004-05-05,49.49,49.84,48.81,49.3,4.93,212800,0.0,1.0
2004-05-04,48.36,49.9,48.15,49.2,4.92,399300,0.0,1.0
2004-05-03,48.67,50.03,47.26,48.37,4.837,621100,0.0,1.0
2004-04-30,52.31,52.57,47.68,48.05,4.805,851900,0.0,1.0
2004-04-29,53.03,53.9,50.64,51.83,5.183,522700,0.0,1.0
2004-04-28,56.0,57.2,52.56,53.54,5.354,1176800,0.0,1.0
2004-04-27,52.05,52.79,51.72,52.4,5.24,561900,0.0,1.0
2004-04-26,50.85,52.5,50.68,51.89,5.189,275500,0.0,1.0
2004-04-23,51.61,53.01,50.69,50.98,5.098,298500,0.0,1.0
2004-04-22,50.85,51.8,50.08,51.46,5.146,335400,0.0,1.0
2004-04-21,50.43,51.5,50.04,50.55,5.055,231500,0.0,1.0
2004-04-20,51.02,52.17,50.56,50.81,5.081,415400,0.0,1.0
2004-04-19,50.631,51.89,49.56,51.56,5.156,357700,0.0,1.0
2004-04-16,51.5,51.86,50.1,50.89,5.089,275300,0.0,1.0
2004-04-15,53.29,53.84,50.81,51.55,5.155,260800,0.0,1.0
2004-04-14,54.12,55.29,52.89,53.51,5.351,319600,0.0,1.0
2004-04-13,55.95,56.84,52.87,54.05,5.405,372300,0.0,1.0
2004-04-12,52.89,55.81,52.87,55.81,5.581,384400,0.0,1.0
2004-04-08,54.29,54.7,52.76,53.15,5.315,128700,0.0,1.0
2004-04-07,53.02,53.9,52.36,53.47,5.347,169700,0.0,1.0
2004-04-06,54.32,55.06,52.68,53.33,5.333,248200,0.0,1.0
2004-04-05,54.38,55.35,54.03,54.78,5.478,229900,0.0,1.0
2004-04-02,53.72,54.5,53.43,54.44,5.444,330500,0.0,1.0
2004-04-01,53.309,53.75,52.51,52.97,5.297,171100,0.0,1.0
2004-03-31,53.21,53.545,51.82,53.3,5.33,376200,0.0,1.0
2004-03-30,53.0,53.97,52.7,53.29,5.329,327400,0.0,1.0
2004-03-29,53.0,54.68,52.8,53.46,5.346,381300,0.0,1.0
2004-03-26,50.9,53.23,50.63,52.01,5.201,439700,0.0,1.0
2004-03-25,48.23,51.6,47.9,51.33,5.133,873800,0.0,1.0
2004-03-24,49.4,49.4,47.5,47.71,4.771,463200,0.0,1.0
2004-03-23,48.17,49.92,46.73,48.9,4.89,682200,0.0,1.0
2004-03-22,50.29,50.3,46.85,47.4,4.74,979800,0.0,1.0
2004-03-19,51.52,52.53,50.38,50.76,5.076,429300,0.0,1.0
2004-03-18,52.48,53.45,51.34,52.11,5.211,373000,0.0,1.0
2004-03-17,53.03,55.1,52.48,52.64,5.264,893800,0.0,1.0
2004-03-16,57.8,58.8,49.32,52.73,5.273,2761200,0.0,1.0
2004-03-15,61.03,61.14,57.67,57.67,5.767,587300,0.0,1.0
2004-03-12,59.94,61.25,58.22,61.2,6.12,348100,0.0,1.0
2004-03-11,59.3,61.46,57.93,59.55,5.955,350000,0.0,1.0
2004-03-10,61.6,61.91,59.43,59.5,5.95,332700,0.0,1.0
2004-03-09,63.7848,63.98,61.06,61.15,6.115,309400,0.0,1.0
2004-03-08,64.6,65.5,63.51,63.51,6.351,282800,0.0,1.0
2004-03-05,62.97,64.9,62.41,64.17,6.417,213200,0.0,1.0
2004-03-04,61.95,63.5,61.45,63.5,6.35,92700,0.0,1.0
2004-03-03,62.72,63.08,61.86,62.06,6.206,144800,0.0,1.0
2004-03-02,63.78,64.389,62.79,62.85,6.285,152800,0.0,1.0
2004-03-01,62.63,65.0,62.53,63.79,6.379,296900,0.0,1.0
2004-02-27,62.2,63.15,61.63,62.41,6.241,216600,0.0,1.0
2004-02-26,62.64,62.64,61.09,62.2,6.22,243000,0.0,1.0
2004-02-25,58.31,62.5,58.03,62.25,6.225,453600,0.0,1.0
2004-02-24,60.08,60.47,57.76,57.76,5.776,470200,0.0,1.0
2004-02-23,60.5,60.89,59.75,60.24,6.024,391200,0.0,1.0
2004-02-20,61.241,61.63,60.11,60.22,6.022,254400,0.0,1.0
2004-02-19,63.44,63.83,61.0,61.35,6.135,206700,0.0,1.0
2004-02-18,64.14,64.29,62.95,63.41,6.341,177500,0.0,1.0
2004-02-17,63.88,64.185,63.061,63.89,6.389,171300,0.0,1.0
2004-02-13,64.24,64.98,62.93,63.05,6.305,225400,0.0,1.0
2004-02-12,64.79,65.4,63.88,64.0,6.4,246500,0.0,1.0
2004-02-11,63.73,64.9364,62.9,64.78,6.478,216700,0.0,1.0
2004-02-10,63.68,64.53,63.02,63.53,6.353,315600,0.0,1.0
2004-02-09,62.27,64.85,61.85,63.43,6.343,328800,0.0,1.0
2004-02-06,61.13,62.38,60.8,62.08,6.208,303900,0.0,1.0
2004-02-05,61.44,62.23,60.38,60.89,6.089,206600,0.0,1.0
2004-02-04,63.15,63.23,59.95,61.05,6.105,607600,0.0,1.0
2004-02-03,60.08,63.97,59.76,63.3,6.33,701400,0.0,1.0
2004-02-02,62.4,62.8,59.94,60.25,6.025,858100,0.0,1.0
2004-01-30,56.08,64.18,56.08,62.4,6.24,2160100,0.0,1.0
2004-01-29,56.277,56.28,50.81,53.5,5.35,1069000,0.0,1.0
2004-01-28,57.24,57.79,55.64,55.68,5.568,218100,0.0,1.0
2004-01-27,58.86,59.4,56.9,56.97,5.697,175500,0.0,1.0
2004-01-26,57.571,59.45,57.342,58.62,5.862,359300,0.0,1.0
2004-01-23,56.97,57.91,56.18,56.9,5.69,129100,0.0,1.0
2004-01-22,57.14,58.33,56.16,56.17,5.617,148200,0.0,1.0
2004-01-21,58.58,58.58,57.48,57.61,5.761,135600,0.0,1.0
2004-01-20,56.81,58.64,56.55,58.5,5.85,515700,0.0,1.0
2004-01-16,57.04,57.5,56.7,57.05,5.705,275000,0.0,1.0
2004-01-15,56.78,57.31,54.84,56.8,5.68,209000,0.0,1.0
2004-01-14,55.99,57.65,55.8,56.85,5.685,271200,0.0,1.0
2004-01-13,55.41,57.25,55.26,55.55,5.555,474400,0.0,1.0
2004-01-12,54.8,55.8,54.19,55.8,5.58,198100,0.0,1.0
2004-01-09,54.15,55.74,53.65,54.42,5.442,195900,0.0,1.0
2004-01-08,55.15,55.3,54.45,54.75,5.475,257600,0.0,1.0
2004-01-07,55.2,55.38,54.28,55.15,5.515,157300,0.0,1.0
2004-01-06,53.55,55.38,53.4,55.26,5.526,272400,0.0,1.0
2004-01-05,52.52,54.2,52.18,54.12,5.412,287400,0.0,1.0
2004-01-02,52.58,53.0,51.65,51.75,5.175,140300,0.0,1.0
2003-12-31,52.611,53.05,52.11,52.48,5.248,128800,0.0,1.0
2003-12-30,53.3,53.92,52.56,52.68,5.268,177500,0.0,1.0
2003-12-29,52.2,53.55,51.86,53.49,5.349,283900,0.0,1.0
2003-12-26,51.87,52.17,51.71,52.021,5.2021,42000,0.0,1.0
2003-12-24,52.07,52.59,51.47,51.5,5.15,98900,0.0,1.0
2003-12-23,51.189,52.3,50.45,52.12,5.212,252200,0.0,1.0
2003-12-22,51.04,51.42,50.11,50.61,5.061,202700,0.0,1.0
2003-12-19,51.7,52.65,50.9,50.98,5.098,425000,0.0,1.0
2003-12-18,50.0,51.65,49.3,51.43,5.143,393300,0.0,1.0
2003-12-17,49.2,50.34,48.66,49.91,4.991,392000,0.0,1.0
2003-12-16,48.79,49.5,47.5,49.19,4.919,362000,0.0,1.0
2003-12-15,51.7,52.1,48.71,49.0,4.9,419300,0.0,1.0
2003-12-12,50.68,51.5,50.03,51.17,5.117,231500,0.0,1.0
2003-12-11,47.96,50.78,47.56,50.46,5.046,334500,0.0,1.0
2003-12-10,49.489,49.85,47.52,48.02,4.802,467000,0.0,1.0
2003-12-09,50.39,51.51,48.71,48.98,4.898,305400,0.0,1.0
2003-12-08,50.7,51.29,49.27,50.3,5.03,322600,0.0,1.0
2003-12-05,51.0,51.49,50.52,51.0,5.1,213200,0.0,1.0
2003-12-04,53.2,53.6,50.62,51.32,5.132,399400,0.0,1.0
2003-12-03,54.64,55.4,52.46,52.49,5.249,347400,0.0,1.0
2003-12-02,55.49,55.969,54.2,54.39,5.439,232000,0.0,1.0
2003-12-01,54.0,55.75,53.81,55.7,5.57,312800,0.0,1.0
2003-11-28,52.6,54.05,52.6,54.0,5.4,80200,0.0,1.0
2003-11-26,53.25,53.37,52.0,52.681,5.2681,258900,0.0,1.0
2003-11-25,53.84,53.93,52.65,52.94,5.294,237000,0.0,1.0
2003-11-24,52.99,53.99,52.36,53.51,5.351,262500,0.0,1.0
2003-11-21,52.49,54.939,51.77,52.36,5.236,274300,0.0,1.0
2003-11-20,49.27,53.25,49.26,51.95,5.195,557400,0.0,1.0
2003-11-19,50.2,51.13,49.56,49.72,4.972,325600,0.0,1.0
2003-11-18,51.7,52.74,50.25,50.39,5.039,323300,0.0,1.0
2003-11-17,52.25,52.6,50.92,51.2,5.12,256200,0.0,1.0
2003-11-14,55.15,55.5,52.62,52.8,5.28,304900,0.0,1.0
2003-11-13,54.901,56.3,54.71,54.9,5.49,222800,0.0,1.0
2003-11-12,53.249,55.7,53.161,55.58,5.558,255800,0.0,1.0
2003-11-11,53.9,54.68,52.71,53.05,5.305,226700,0.0,1.0
2003-11-10,55.02,55.26,53.4,53.6,5.36,217000,0.0,1.0
2003-11-07,55.75,56.31,54.75,55.09,5.509,183500,0.0,1.0
2003-11-06,55.871,56.5,55.27,55.53,5.553,208400,0.0,1.0
2003-11-05,55.35,56.37,55.2,56.06,5.606,255500,0.0,1.0
2003-11-04,56.1,56.38,55.16,56.03,5.603,317200,0.0,1.0
2003-11-03,55.25,56.65,55.11,55.97,5.597,476700,0.0,1.0
2003-10-31,54.8,55.8,53.83,54.95,5.495,439500,0.0,1.0
2003-10-30,54.35,57.1,53.94,55.71,5.571,949400,0.0,1.0
2003-10-29,45.99,53.883,45.51,53.17,5.317,1345700,0.0,1.0
2003-10-28,48.2,49.049,47.52,47.7,4.77,507500,0.0,1.0
2003-10-27,47.31,48.78,47.31,47.7,4.77,257400,0.0,1.0
2003-10-24,47.8,48.16,46.33,47.29,4.729,251000,0.0,1.0
2003-10-23,49.13,49.49,47.15,48.03,4.803,306600,0.0,1.0
2003-10-22,51.51,51.51,49.79,49.98,4.998,196400,0.0,1.0
2003-10-21,49.86,52.0,49.58,51.7,5.17,237400,0.0,1.0
2003-10-20,50.7,50.7,49.79,50.24,5.024,252300,0.0,1.0
2003-10-17,52.04,52.1,50.2,50.42,5.042,189400,0.0,1.0
2003-10-16,50.71,51.99,50.51,51.48,5.148,209000,0.0,1.0
2003-10-15,52.4,52.86,50.75,50.87,5.087,234900,0.0,1.0
2003-10-14,50.5,52.3,50.03,51.78,5.178,320900,0.0,1.0
2003-10-13,50.041,50.75,49.84,50.5,5.05,347400,0.0,1.0
2003-10-10,50.55,50.79,49.42,49.79,4.979,223700,0.0,1.0
2003-10-09,50.851,51.75,49.5,50.57,5.057,739200,0.0,1.0
2003-10-08,50.38,50.89,49.43,49.86,4.986,280200,0.0,1.0
2003-10-07,50.55,50.68,48.82,49.65,4.965,685100,0.0,1.0
2003-10-06,50.45,51.0,49.65,51.0,5.1,223900,0.0,1.0
2003-10-03,49.06,50.98,49.05,50.03,5.003,597400,0.0,1.0
2003-10-02,46.0,48.16,46.0,48.0,4.8,286900,0.0,1.0
2003-10-01,45.89,46.65,45.6,46.0,4.6,267300,0.0,1.0
2003-09-30,46.35,46.9,45.61,45.99,4.599,206200,0.0,1.0
2003-09-29,45.34,47.19,45.1,46.36,4.636,384800,0.0,1.0
2003-09-26,47.97,48.25,44.77,45.06,4.506,592200,0.0,1.0
2003-09-25,48.0,49.59,47.67,47.96,4.796,504800,0.0,1.0
2003-09-24,50.8,51.64,47.5,47.5,4.75,749100,0.0,1.0
2003-09-23,48.03,50.8,47.43,50.7,5.07,426400,0.0,1.0
2003-09-22,48.33,48.98,46.9,48.02,4.802,238500,0.0,1.0
2003-09-19,49.73,49.75,48.07,49.18,4.918,249200,0.0,1.0
2003-09-18,49.4,50.23,49.01,49.5,4.95,311000,0.0,1.0
2003-09-17,48.1,49.86,48.1,49.4,4.94,468000,0.0,1.0
2003-09-16,47.35,48.49,47.35,48.4,4.84,211200,0.0,1.0
2003-09-15,47.4,47.75,46.65,47.35,4.735,360800,0.0,1.0
2003-09-12,45.17,47.199,44.45,46.95,4.695,377700,0.0,1.0
2003-09-11,45.2,46.25,44.8,45.73,4.573,281300,0.0,1.0
2003-09-10,46.27,46.34,44.85,44.91,4.491,366800,0.0,1.0
2003-09-09,48.85,48.919,46.84,46.9,4.69,612800,0.0,1.0
2003-09-08,46.381,48.93,46.38,48.93,4.893,505200,0.0,1.0
2003-09-05,46.3,46.96,45.56,46.38,4.638,366200,0.0,1.0
2003-09-04,45.5,47.52,45.3,46.6,4.66,596800,0.0,1.0
2003-09-03,42.0,47.05,41.9,45.5,4.55,1502500,0.0,1.0
2003-09-02,40.8,41.47,39.55,41.47,4.147,308000,0.0,1.0
2003-08-29,38.6,40.49,38.52,40.34,4.034,371000,0.0,1.0
2003-08-28,38.3,39.45,37.9,39.03,3.903,276300,0.0,1.0
2003-08-27,36.5,38.15,36.39,38.05,3.805,304900,0.0,1.0
2003-08-26,37.27,38.05,36.14,36.48,3.648,778300,0.0,1.0
2003-08-25,38.75,39.25,37.85,38.22,3.822,306800,0.0,1.0
2003-08-22,41.51,41.88,38.5,38.81,3.881,333900,0.0,1.0
2003-08-21,41.2,41.99,39.58,40.73,4.073,356000,0.0,1.0
2003-08-20,39.67,41.68,39.63,41.27,4.127,420500,0.0,1.0
2003-08-19,38.68,40.5,38.57,40.3,4.03,518500,0.0,1.0
2003-08-18,37.4,38.7,36.97,38.6,3.86,417000,0.0,1.0
2003-08-15,36.85,37.03,36.3,36.899,3.6899,65000,0.0,1.0
2003-08-14,36.64,37.88,36.4,36.86,3.686,478200,0.0,1.0
2003-08-13,35.75,36.63,35.67,36.45,3.645,611400,0.0,1.0
2003-08-12,34.72,35.98,34.72,35.45,3.545,292400,0.0,1.0
2003-08-11,35.21,35.71,34.7,35.429,3.5429,371300,0.0,1.0
2003-08-08,37.07,37.19,34.55,34.9,3.49,754000,0.0,1.0
2003-08-07,37.45,37.5,36.85,37.0,3.7,156200,0.0,1.0
2003-08-06,39.44,39.46,37.42,37.65,3.765,400600,0.0,1.0
2003-08-05,40.87,41.0,39.02,39.35,3.935,527400,0.0,1.0
2003-08-04,42.99,42.99,40.52,40.87,4.087,493500,0.0,1.0
2003-08-01,43.66,43.75,42.55,42.63,4.263,348200,0.0,1.0
2003-07-31,42.9,43.8,42.3,43.62,4.362,673400,0.0,1.0
2003-07-30,38.5,42.95,38.09,42.3,4.23,875500,0.0,1.0
2003-07-29,41.52,42.5,40.29,40.829,4.0829,621500,0.0,1.0
2003-07-28,41.11,41.52,40.6,40.86,4.086,172000,0.0,1.0
2003-07-25,41.27,41.56,39.7,41.1,4.11,544500,0.0,1.0
2003-07-24,41.27,43.0,41.12,41.31,4.131,255800,0.0,1.0
2003-07-23,41.3,41.79,40.45,40.93,4.093,171400,0.0,1.0
2003-07-22,40.81,41.38,40.15,41.0,4.1,174400,0.0,1.0
2003-07-21,41.3,41.6,40.09,40.391,4.0391,229500,0.0,1.0
2003-07-18,40.22,41.5,40.22,41.0,4.1,217400,0.0,1.0
2003-07-17,41.68,41.68,39.52,40.001,4.0001,321300,0.0,1.0
2003-07-16,42.68,43.31,41.83,42.05,4.205,247400,0.0,1.0
2003-07-15,43.25,44.19,42.21,42.51,4.251,260300,0.0,1.0
2003-07-14,44.45,45.16,42.71,43.0,4.3,475900,0.0,1.0
2003-07-11,41.75,43.99,41.6,43.68,4.368,715300,0.0,1.0
2003-07-10,41.83,42.15,40.5,41.74,4.174,309100,0.0,1.0
2003-07-09,41.9,42.8,40.9,42.05,4.205,469700,0.0,1.0
2003-07-08,39.8,42.19,39.7,41.999,4.1999,1045100,0.0,1.0
2003-07-07,37.5,38.14,37.25,38.03,3.803,449900,0.0,1.0
2003-07-03,37.0,37.45,36.81,37.06,3.706,211200,0.0,1.0
2003-07-02,36.2,37.93,36.2,37.23,3.723,420500,0.0,1.0
2003-07-01,37.17,37.2,35.55,36.2,3.62,667400,0.0,1.0
2003-06-30,37.91,38.63,36.28,36.62,3.662,1037000,0.0,1.0
2003-06-27,37.65,38.12,36.85,37.39,3.739,540000,0.0,1.0
2003-06-26,36.86,38.05,36.75,37.32,3.732,1016700,0.0,1.0
2003-06-25,35.07,37.45,35.01,36.61,3.661,789200,0.0,1.0
2003-06-24,33.9,35.75,32.75,34.75,3.475,1894200,0.0,1.0
2003-06-23,37.8,38.05,34.83,34.98,3.498,864900,0.0,1.0
2003-06-20,39.7,41.19,37.79,38.0,3.8,754400,0.0,1.0
2003-06-19,41.65,42.68,41.35,41.75,4.175,473900,0.0,1.0
2003-06-18,40.0,41.59,38.36,41.43,4.143,415500,0.0,1.0
2003-06-17,41.67,42.0,40.16,40.16,4.016,360700,0.0,1.0
2003-06-16,39.17,41.35,39.17,40.66,4.066,302000,0.0,1.0
2003-06-13,41.76,42.75,39.14,39.15,3.915,465600,0.0,1.0
2003-06-12,40.48,41.83,40.14,41.58,4.158,262700,0.0,1.0
2003-06-11,39.59,40.59,39.046,40.25,4.025,175000,0.0,1.0
2003-06-10,39.44,39.6,37.771,39.59,3.959,340200,0.0,1.0
2003-06-09,39.99,40.38,37.48,38.4,3.84,439600,0.0,1.0
2003-06-06,39.14,42.68,38.98,39.85,3.985,983200,0.0,1.0
2003-06-05,37.45,38.65,37.2,38.4,3.84,536700,0.0,1.0
2003-06-04,35.3,38.02,35.26,38.02,3.802,393600,0.0,1.0
2003-06-03,35.78,36.53,34.7,35.17,3.517,517700,0.0,1.0
2003-06-02,34.0,36.96,34.0,35.79,3.579,713100,0.0,1.0
2003-05-30,34.93,35.32,33.99,34.15,3.415,592000,0.0,1.0
2003-05-29,35.35,35.72,34.38,34.93,3.493,861000,0.0,1.0
2003-05-28,35.43,37.0,35.18,35.45,3.545,746000,0.0,1.0
2003-05-27,32.8,35.66,32.73,35.4,3.54,1388000,0.0,1.0
2003-05-23,31.25,32.65,30.7,32.469,3.2469,928900,0.0,1.0
2003-05-22,29.98,30.85,29.51,30.73,3.073,1002500,0.0,1.0
2003-05-21,28.68,28.79,28.15,28.19,2.819,245400,0.0,1.0
2003-05-20,29.19,29.56,28.52,28.79,2.879,341600,0.0,1.0
2003-05-19,29.72,30.01,28.98,29.04,2.904,371600,0.0,1.0
2003-05-16,29.88,30.25,29.53,29.82,2.982,508100,0.0,1.0
2003-05-15,29.13,30.29,29.11,29.99,2.999,448300,0.0,1.0
2003-05-14,28.24,29.22,28.17,29.11,2.911,582500,0.0,1.0
2003-05-13,27.6,28.5,27.42,28.22,2.822,560100,0.0,1.0
2003-05-12,27.48,27.8,27.08,27.601,2.7601,360900,0.0,1.0
2003-05-09,26.88,27.69,26.88,27.28,2.728,361900,0.0,1.0
2003-05-08,26.75,27.29,26.6,26.8,2.68,204600,0.0,1.0
2003-05-07,27.6,27.89,26.7,26.99,2.699,580600,0.0,1.0
2003-05-06,28.01,28.4,27.7,27.7,2.77,589100,0.0,1.0
2003-05-05,29.15,29.15,28.0,28.14,2.814,591900,0.0,1.0
2003-05-02,28.79,29.58,28.5,28.751,2.8751,715500,0.0,1.0
2003-05-01,27.5,28.99,26.6,28.75,2.875,1476000,0.0,1.0
2003-04-30,27.579,28.5,27.11,27.61,2.761,4785800,0.0,1.0
2003-04-29,32.06,32.92,31.62,32.79,3.279,1078700,0.0,1.0
2003-04-28,30.62,31.82,30.5,31.61,3.161,789400,0.0,1.0
2003-04-25,30.19,30.68,29.9,30.35,3.035,279500,0.0,1.0
2003-04-24,29.79,30.19,29.69,30.17,3.017,284100,0.0,1.0
2003-04-23,30.12,30.25,29.33,29.95,2.995,364100,0.0,1.0
2003-04-22,30.5,30.9,30.0,30.11,3.011,436800,0.0,1.0
2003-04-21,29.9,30.94,29.805,30.3,3.03,660100,0.0,1.0
2003-04-17,27.69,29.67,27.55,29.38,2.938,410300,0.0,1.0
2003-04-16,28.02,28.45,27.4,27.66,2.766,317100,0.0,1.0
2003-04-15,26.92,27.63,26.75,27.37,2.737,177200,0.0,1.0
2003-04-14,26.15,27.14,26.15,26.62,2.662,196700,0.0,1.0
2003-04-11,26.24,26.92,26.02,26.13,2.613,225700,0.0,1.0
2003-04-10,25.21,26.3,24.68,26.25,2.625,281400,0.0,1.0
2003-04-09,26.95,27.24,24.95,25.37,2.537,395000,0.0,1.0
2003-04-08,27.0,27.27,26.68,26.99,2.699,305000,0.0,1.0
2003-04-07,27.57,27.8,26.61,27.04,2.704,456000,0.0,1.0
2003-04-04,27.0,27.38,26.0,26.39,2.639,314900,0.0,1.0
2003-04-03,26.3,27.29,25.8,26.9,2.69,581400,0.0,1.0
2003-04-02,25.01,25.94,24.8,25.6,2.56,493900,0.0,1.0
2003-04-01,24.44,24.53,23.63,24.39,2.439,495800,0.0,1.0
2003-03-31,23.0,24.45,22.46,24.11,2.411,423500,0.0,1.0
2003-03-28,25.18,25.54,22.4,23.06,2.306,804400,0.0,1.0
2003-03-27,24.96,25.48,24.18,25.06,2.506,436000,0.0,1.0
2003-03-26,25.96,26.99,25.01,25.14,2.514,525900,0.0,1.0
2003-03-25,24.35,26.94,24.31,25.9,2.59,506700,0.0,1.0
2003-03-24,24.74,25.15,24.25,24.27,2.427,187600,0.0,1.0
2003-03-21,25.2,25.88,24.77,25.45,2.545,244500,0.0,1.0
2003-03-20,23.85,25.2,23.6,25.0,2.5,228800,0.0,1.0
2003-03-19,24.33,24.35,23.48,23.74,2.374,599800,0.0,1.0
2003-03-18,25.05,25.36,24.33,24.45,2.445,254100,0.0,1.0
2003-03-17,23.96,25.73,23.58,24.72,2.472,560600,0.0,1.0
2003-03-14,24.58,24.88,23.0,24.22,2.422,525000,0.0,1.0
2003-03-13,22.7,24.59,22.5,24.2,2.42,617000,0.0,1.0
2003-03-12,21.45,22.68,21.11,22.13,2.213,351400,0.0,1.0
2003-03-11,20.99,21.68,20.85,21.41,2.141,196500,0.0,1.0
2003-03-10,22.71,22.71,20.85,21.28,2.128,682700,0.0,1.0
2003-03-07,21.11,23.4,21.05,22.6,2.26,1042400,0.0,1.0
2003-03-06,20.97,21.85,20.27,21.52,2.152,299200,0.0,1.0
2003-03-05,21.11,21.11,20.31,20.82,2.082,192300,0.0,1.0
2003-03-04,20.1,21.14,19.62,20.95,2.095,349600,0.0,1.0
2003-03-03,19.22,20.59,19.22,20.03,2.003,440800,0.0,1.0
2003-02-28,20.13,20.23,19.05,19.3,1.93,416800,0.0,1.0
2003-02-27,21.11,21.25,19.67,20.02,2.002,402800,0.0,1.0
2003-02-26,21.27,21.35,20.87,21.15,2.115,170700,0.0,1.0
2003-02-25,21.55,21.7,20.75,21.27,2.127,244900,0.0,1.0
2003-02-24,21.37,21.85,21.21,21.7,2.17,193700,0.0,1.0
2003-02-21,21.28,21.45,20.8,21.28,2.128,247500,0.0,1.0
2003-02-20,21.0,21.6,20.71,21.2,2.12,137500,0.0,1.0
2003-02-19,21.08,21.18,20.68,21.07,2.107,272400,0.0,1.0
2003-02-18,20.89,21.79,20.8,21.0,2.1,404500,0.0,1.0
2003-02-14,19.76,20.84,19.7,20.83,2.083,370800,0.0,1.0
2003-02-13,19.39,19.83,18.7,19.56,1.956,342100,0.0,1.0
2003-02-12,19.9,20.22,18.69,19.32,1.932,987200,0.0,1.0
2003-02-11,20.51,21.05,20.49,20.89,2.089,504500,0.0,1.0
2003-02-10,20.6,20.7,20.02,20.48,2.048,176200,0.0,1.0
2003-02-07,20.9,21.48,20.52,20.69,2.069,236100,0.0,1.0
2003-02-06,21.51,21.6,20.55,20.9,2.09,328700,0.0,1.0
2003-02-05,21.4,21.95,21.1,21.82,2.182,411400,0.0,1.0
2003-02-04,21.36,22.24,20.63,21.28,2.128,562500,0.0,1.0
2003-02-03,20.7,22.3,20.31,21.71,2.171,1137800,0.0,1.0
2003-01-31,18.47,21.28,17.92,20.78,2.078,3127000,0.0,1.0
2003-01-30,17.97,18.3,16.1,16.14,1.614,782700,0.0,1.0
2003-01-29,15.65,16.83,15.19,16.63,1.663,305400,0.0,1.0
2003-01-28,15.65,16.83,15.19,16.63,1.663,373700,0.0,1.0
2003-01-27,15.2,15.96,14.85,15.06,1.506,252000,0.0,1.0
2003-01-24,16.31,16.31,15.18,15.45,1.545,178400,0.0,1.0
2003-01-23,16.07,16.55,15.75,16.3,1.63,226400,0.0,1.0
2003-01-22,16.16,16.41,15.58,15.93,1.593,170900,0.0,1.0
2003-01-21,17.6,17.66,16.09,16.38,1.638,259200,0.0,1.0
2003-01-17,18.5,18.57,17.67,17.7,1.77,267000,0.0,1.0
2003-01-16,17.98,18.7,17.98,18.61,1.861,165600,0.0,1.0
2003-01-15,18.22,18.6,17.73,18.07,1.807,171800,0.0,1.0
2003-01-14,17.6,18.2,17.6,18.16,1.816,101800,0.0,1.0
2003-01-13,17.29,17.99,17.25,17.98,1.798,108700,0.0,1.0
2003-01-10,17.23,17.23,16.8,17.01,1.701,160800,0.0,1.0
