,OLLI_Open,OLLI_High,OLLI_Low,OLLI_Close,OLLI_Adj Close,OLLI_Volume,OLLI_Dividend Amount,OLLI_Split Coefficient
2021-11-26,64.47,66.93,64.33,64.62,64.62,559854,0.0,1.0
2021-11-24,65.84,66.065,64.0122,65.92,65.92,707047,0.0,1.0
2021-11-23,68.74,69.055,65.32,66.39,66.39,813185,0.0,1.0
2021-11-22,66.58,70.26,66.25,69.19,69.19,1036166,0.0,1.0
2021-11-19,67.15,67.44,65.17,66.04,66.04,713184,0.0,1.0
2021-11-18,67.76,68.57,66.78,67.36,67.36,555424,0.0,1.0
2021-11-17,68.4,68.95,66.83,67.28,67.28,917685,0.0,1.0
2021-11-16,67.55,68.79,67.28,68.67,68.67,723918,0.0,1.0
2021-11-15,65.85,69.71,65.77,67.7,67.7,1377798,0.0,1.0
2021-11-12,66.87,67.155,65.03,65.16,65.16,1083619,0.0,1.0
2021-11-11,67.97,67.97,66.15,66.25,66.25,1093611,0.0,1.0
2021-11-10,70.14,70.9,67.58,67.75,67.75,1187456,0.0,1.0
2021-11-09,71.9,73.12,70.16,70.23,70.23,564183,0.0,1.0
2021-11-08,72.71,72.94,71.66,72.21,72.21,631705,0.0,1.0
2021-11-05,71.16,73.26,70.9,72.91,72.91,908777,0.0,1.0
2021-11-04,73.49,74.085,70.18,70.26,70.26,907930,0.0,1.0
2021-11-03,71.57,75.27,70.94,73.43,73.43,1468623,0.0,1.0
2021-11-02,71.16,71.22,69.5,71.11,71.11,680024,0.0,1.0
2021-11-01,68.34,71.79,68.34,71.27,71.27,1006008,0.0,1.0
2021-10-29,68.01,68.72,66.81,67.66,67.66,560495,0.0,1.0
2021-10-28,66.83,69.22,66.56,68.43,68.43,746622,0.0,1.0
2021-10-27,68.0,68.19,66.54,66.57,66.57,554329,0.0,1.0
2021-10-26,67.63,68.47,66.9,67.81,67.81,572603,0.0,1.0
2021-10-25,67.28,68.1,66.95,67.51,67.51,604725,0.0,1.0
2021-10-22,66.71,67.25,65.96,66.99,66.99,546699,0.0,1.0
2021-10-21,66.35,67.32,66.27,66.99,66.99,645598,0.0,1.0
2021-10-20,66.24,66.83,65.9,66.7,66.7,851371,0.0,1.0
2021-10-19,66.6,66.66,65.36,66.35,66.35,1075192,0.0,1.0
2021-10-18,66.11,66.93,64.995,66.48,66.48,1020883,0.0,1.0
2021-10-15,66.22,66.89,65.635,66.11,66.11,952770,0.0,1.0
2021-10-14,64.0,67.36,63.795,66.22,66.22,2053418,0.0,1.0
2021-10-13,61.08,63.98,61.08,63.71,63.71,844614,0.0,1.0
2021-10-12,61.11,62.02,60.455,61.04,61.04,776611,0.0,1.0
2021-10-11,60.88,61.5508,60.4,61.12,61.12,770013,0.0,1.0
2021-10-08,62.29,62.69,60.99,61.03,61.03,644116,0.0,1.0
2021-10-07,59.94,62.605,59.705,62.45,62.45,1578245,0.0,1.0
2021-10-06,58.2,59.425,57.86,59.3,59.3,1340106,0.0,1.0
2021-10-05,59.63,60.23,58.66,59.06,59.06,843808,0.0,1.0
2021-10-04,59.73,60.54,58.89,59.53,59.53,892560,0.0,1.0
2021-10-01,60.48,60.5586,58.8,59.93,59.93,945393,0.0,1.0
2021-09-30,64.45,64.45,60.23,60.28,60.28,2212760,0.0,1.0
2021-09-29,65.4,66.37,64.43,64.58,64.58,1259269,0.0,1.0
2021-09-28,64.74,66.22,63.36,65.73,65.73,2004482,0.0,1.0
2021-09-27,63.01,64.48,61.76,64.22,64.22,712461,0.0,1.0
2021-09-24,64.39,64.7955,63.11,63.16,63.16,726325,0.0,1.0
2021-09-23,64.73,66.16,64.2,64.53,64.53,675680,0.0,1.0
2021-09-22,65.07,65.65,64.0,64.45,64.45,965384,0.0,1.0
2021-09-21,66.0,66.0,64.18,64.24,64.24,986634,0.0,1.0
2021-09-20,66.8,68.23,65.2,66.07,66.07,1167558,0.0,1.0
2021-09-17,69.1,69.335,67.64,67.98,67.98,1624443,0.0,1.0
2021-09-16,69.1,70.48,68.69,68.84,68.84,1062400,0.0,1.0
2021-09-15,69.37,70.31,68.42,69.25,69.25,1159478,0.0,1.0
2021-09-14,70.06,70.2244,68.59,69.5,69.5,809667,0.0,1.0
2021-09-13,70.59,71.87,69.27,69.85,69.85,828269,0.0,1.0
2021-09-10,73.43,74.28,70.44,70.84,70.84,2379382,0.0,1.0
2021-09-09,72.19,74.28,72.02,73.21,73.21,1122604,0.0,1.0
2021-09-08,75.17,75.175,72.145,72.5,72.5,2010249,0.0,1.0
2021-09-07,72.06,74.27,71.98,72.72,72.72,1140980,0.0,1.0
2021-09-03,72.59,72.905,71.19,71.75,71.75,1359349,0.0,1.0
2021-09-02,72.96,73.51,71.9,72.85,72.85,935696,0.0,1.0
2021-09-01,72.75,73.6,71.99,72.59,72.59,1138922,0.0,1.0
2021-08-31,76.07,76.48,72.25,72.38,72.38,1712297,0.0,1.0
2021-08-30,72.64,77.16,72.27,76.61,76.61,2185044,0.0,1.0
2021-08-27,65.61,73.94,65.3202,72.54,72.54,6530182,0.0,1.0
2021-08-26,82.09,82.79,77.52,77.74,77.74,2907830,0.0,1.0
2021-08-25,83.13,84.78,82.815,83.22,83.22,1182015,0.0,1.0
2021-08-24,83.96,84.19,82.32,83.1,83.1,965527,0.0,1.0
2021-08-23,82.73,84.24,81.88,83.82,83.82,1317657,0.0,1.0
2021-08-20,82.93,83.82,82.45,82.7,82.7,762303,0.0,1.0
2021-08-19,83.28,85.52,82.64,83.04,83.04,583905,0.0,1.0
2021-08-18,84.53,85.0,83.47,83.62,83.62,525128,0.0,1.0
2021-08-17,82.01,84.17,81.32,84.03,84.03,793047,0.0,1.0
2021-08-16,85.3,85.85,82.625,83.29,83.29,763528,0.0,1.0
2021-08-13,84.68,85.65,83.72,85.63,85.63,813676,0.0,1.0
2021-08-12,92.07,92.31,84.36,84.98,84.98,1708523,0.0,1.0
2021-08-11,91.81,92.78,89.55,92.5,92.5,812823,0.0,1.0
2021-08-10,90.04,92.59,89.695,91.58,91.58,777558,0.0,1.0
2021-08-09,89.13,91.37,88.57,90.08,90.08,1012363,0.0,1.0
2021-08-06,89.05,89.31,87.13,88.78,88.78,596712,0.0,1.0
2021-08-05,88.66,89.77,86.49,89.03,89.03,860555,0.0,1.0
2021-08-04,92.0,92.745,88.53,88.84,88.84,639194,0.0,1.0
2021-08-03,91.62,94.68,91.1813,92.61,92.61,519175,0.0,1.0
2021-08-02,93.84,93.84,91.37,91.54,91.54,528136,0.0,1.0
2021-07-30,92.15,94.7399,92.08,93.1,93.1,631877,0.0,1.0
2021-07-29,91.0,92.935,91.0,92.65,92.65,424701,0.0,1.0
2021-07-28,90.68,92.95,90.4,91.02,91.02,467170,0.0,1.0
2021-07-27,92.31,92.32,90.24,90.51,90.51,386592,0.0,1.0
2021-07-26,92.33,92.84,91.21,92.555,92.555,361142,0.0,1.0
2021-07-23,92.0,92.85,90.72,92.47,92.47,467792,0.0,1.0
2021-07-22,93.73,94.43,91.72,91.87,91.87,795557,0.0,1.0
2021-07-21,93.42,95.0,93.37,94.01,94.01,667349,0.0,1.0
2021-07-20,90.08,95.43,89.84,93.54,93.54,1789012,0.0,1.0
2021-07-19,87.47,89.56,84.83,89.25,89.25,979895,0.0,1.0
2021-07-16,90.27,90.36,87.79,88.01,88.01,815401,0.0,1.0
2021-07-15,89.12,90.435,88.33,89.7,89.7,566274,0.0,1.0
2021-07-14,88.68,89.96,87.9,89.16,89.16,528266,0.0,1.0
2021-07-13,89.16,90.59,88.49,89.08,89.08,515655,0.0,1.0
2021-07-12,89.45,89.8,87.47,89.29,89.29,821734,0.0,1.0
2021-07-09,87.22,89.72,87.12,89.58,89.58,922466,0.0,1.0
2021-07-08,87.0,87.43,84.96,86.79,86.79,1086372,0.0,1.0
2021-07-07,86.53,87.63,86.1,87.42,87.42,859581,0.0,1.0
2021-07-06,87.29,88.28,83.3015,86.33,86.33,992914,0.0,1.0
2021-07-02,85.8,86.97,85.13,86.85,86.85,724326,0.0,1.0
2021-07-01,84.2,85.73,83.59,85.41,85.41,858857,0.0,1.0
2021-06-30,83.92,85.815,83.58,84.13,84.13,900292,0.0,1.0
2021-06-29,85.47,85.9,83.86,84.04,84.04,788366,0.0,1.0
2021-06-28,89.1,89.24,85.37,85.49,85.49,942385,0.0,1.0
2021-06-25,85.23,89.0,85.18,88.87,88.87,2482803,0.0,1.0
2021-06-24,84.81,85.1,83.67,84.75,84.75,665903,0.0,1.0
2021-06-23,86.0,86.38,83.87,84.37,84.37,898611,0.0,1.0
2021-06-22,86.0,86.53,84.92,85.71,85.71,758383,0.0,1.0
2021-06-21,86.57,87.24,85.53,85.75,85.75,766256,0.0,1.0
2021-06-18,88.44,88.87,84.61,85.98,85.98,1275892,0.0,1.0
2021-06-17,88.38,89.6,87.31,88.55,88.55,899983,0.0,1.0
2021-06-16,87.79,88.81,87.1984,88.36,88.36,732353,0.0,1.0
2021-06-15,89.6928,89.6928,86.22,88.01,88.01,698108,0.0,1.0
2021-06-14,87.77,90.26,87.73,89.32,89.32,1006919,0.0,1.0
2021-06-11,85.47,87.66,85.27,87.42,87.42,541379,0.0,1.0
2021-06-10,86.52,87.1,84.83,85.45,85.45,563363,0.0,1.0
2021-06-09,86.53,88.57,85.92,86.24,86.24,514147,0.0,1.0
2021-06-08,84.08,87.68,83.54,86.88,86.88,925556,0.0,1.0
2021-06-07,83.97,84.5,82.71,83.77,83.77,819927,0.0,1.0
2021-06-04,86.77,87.5,83.485,84.01,84.01,1015553,0.0,1.0
2021-06-03,88.35,89.59,86.62,86.62,86.62,907022,0.0,1.0
2021-06-02,87.1129,89.58,86.21,89.11,89.11,1207298,0.0,1.0
2021-06-01,86.65,89.66,85.01,87.69,87.69,2113851,0.0,1.0
2021-05-28,88.75,90.25,85.37,86.44,86.44,3561476,0.0,1.0
2021-05-27,80.29,80.75,78.21,80.39,80.39,1718273,0.0,1.0
2021-05-26,80.03,81.53,78.7,80.41,80.41,1444050,0.0,1.0
2021-05-25,77.12,80.05,77.12,79.32,79.32,1705397,0.0,1.0
2021-05-24,78.06,79.18,76.48,77.21,77.21,1473877,0.0,1.0
2021-05-21,78.39,78.51,75.75,76.35,76.35,1023426,0.0,1.0
2021-05-20,80.36,80.915,77.46,78.27,78.27,1177629,0.0,1.0
2021-05-19,81.01,81.46,79.52,80.84,80.84,2010010,0.0,1.0
2021-05-18,79.99,81.98,79.62,81.5,81.5,1095971,0.0,1.0
2021-05-17,80.04,80.97,78.75,79.84,79.84,733658,0.0,1.0
2021-05-14,79.87,81.61,79.27,80.15,80.15,1309279,0.0,1.0
2021-05-13,79.87,80.76,78.98,79.27,79.27,1020700,0.0,1.0
2021-05-12,83.34,83.34,79.19,79.61,79.61,870595,0.0,1.0
2021-05-11,83.38,84.0,81.0,83.83,83.83,819076,0.0,1.0
2021-05-10,85.0,85.9,83.4,84.37,84.37,634648,0.0,1.0
2021-05-07,87.84,88.2,84.95,84.97,84.97,706979,0.0,1.0
2021-05-06,88.05,89.37,86.51,87.85,87.85,757630,0.0,1.0
2021-05-05,89.98,89.98,85.75,87.64,87.64,1111568,0.0,1.0
2021-05-04,86.95,90.81,85.45,90.07,90.07,1388027,0.0,1.0
2021-05-03,92.27,92.6556,87.6,88.26,88.26,936705,0.0,1.0
2021-04-30,92.32,92.77,91.22,92.27,92.27,893694,0.0,1.0
2021-04-29,92.9,94.35,91.83,92.47,92.47,557942,0.0,1.0
2021-04-28,95.12,95.12,92.6,92.76,92.76,441431,0.0,1.0
2021-04-27,95.18,96.19,94.67,95.05,95.05,482503,0.0,1.0
2021-04-26,95.91,96.28,93.54,94.87,94.87,846639,0.0,1.0
2021-04-23,95.41,96.84,94.0315,95.91,95.91,570197,0.0,1.0
2021-04-22,95.66,96.61,93.86,94.95,94.95,980423,0.0,1.0
2021-04-21,94.83,98.58,94.76,95.4,95.4,906007,0.0,1.0
2021-04-20,95.06,96.85,94.1,94.61,94.61,808190,0.0,1.0
2021-04-19,95.7,96.95,94.35,94.88,94.88,954016,0.0,1.0
2021-04-16,94.33,97.58,94.33,95.73,95.73,1678223,0.0,1.0
2021-04-15,91.22,94.29,90.89,94.1,94.1,943857,0.0,1.0
2021-04-14,90.1,92.0,89.614,90.8,90.8,696612,0.0,1.0
2021-04-13,91.46,91.68,88.82,89.92,89.92,732369,0.0,1.0
2021-04-12,89.12,91.5192,88.23,91.12,91.12,787890,0.0,1.0
2021-04-09,86.97,88.94,85.86,88.84,88.84,448557,0.0,1.0
2021-04-08,86.41,87.67,85.96,86.66,86.66,587801,0.0,1.0
2021-04-07,89.0,89.97,85.65,86.56,86.56,650606,0.0,1.0
2021-04-06,89.0,91.68,88.83,89.29,89.29,655467,0.0,1.0
2021-04-05,88.64,90.18,87.39,89.8,89.8,775306,0.0,1.0
2021-04-01,87.3,88.6699,86.02,88.2,88.2,1554948,0.0,1.0
2021-03-31,87.99,88.29,86.35,87.0,87.0,545166,0.0,1.0
2021-03-30,86.51,88.55,86.175,88.03,88.03,388918,0.0,1.0
2021-03-29,88.02,89.67,85.92,86.31,86.31,579635,0.0,1.0
2021-03-26,85.0,88.5,84.58,88.39,88.39,800257,0.0,1.0
2021-03-25,81.65,85.72,81.3132,85.0,85.0,1038126,0.0,1.0
2021-03-24,85.32,85.57,81.6,81.97,81.97,849118,0.0,1.0
2021-03-23,85.5,87.23,83.92,85.32,85.32,989065,0.0,1.0
2021-03-22,88.66,90.77,85.76,86.03,86.03,1794696,0.0,1.0
2021-03-19,90.52,90.7428,86.7,89.62,89.62,1908266,0.0,1.0
2021-03-18,89.94,90.99,85.05,86.01,86.01,1413881,0.0,1.0
2021-03-17,90.34,90.655,88.61,90.23,90.23,610521,0.0,1.0
2021-03-16,94.81,94.81,89.84,90.66,90.66,586107,0.0,1.0
2021-03-15,91.09,94.42,90.565,94.28,94.28,703175,0.0,1.0
2021-03-12,92.2,92.31,89.1,89.8,89.8,1010541,0.0,1.0
2021-03-11,91.17,93.58,91.16,92.43,92.43,518449,0.0,1.0
2021-03-10,95.58,95.62,90.06,90.15,90.15,1011255,0.0,1.0
2021-03-09,92.53,95.49,91.23,94.91,94.91,1195804,0.0,1.0
2021-03-08,84.99,91.78,84.87,91.1,91.1,1280774,0.0,1.0
2021-03-05,83.32,85.67,80.64,84.77,84.77,1099895,0.0,1.0
2021-03-04,85.49,85.89,81.37,82.16,82.16,1044296,0.0,1.0
2021-03-03,83.8,86.6378,83.43,85.7,85.7,892699,0.0,1.0
2021-03-02,86.98,87.158,83.39,84.06,84.06,773665,0.0,1.0
2021-03-01,83.52,87.1,82.98,86.72,86.72,1305621,0.0,1.0
2021-02-26,82.26,83.75,81.32,82.68,82.68,1320402,0.0,1.0
2021-02-25,87.21,87.98,81.98,82.32,82.32,792592,0.0,1.0
2021-02-24,89.31,89.31,85.79,87.4,87.4,1017834,0.0,1.0
2021-02-23,91.6,91.82,86.26,89.05,89.05,928088,0.0,1.0
2021-02-22,94.42,95.7,91.64,92.07,92.07,860286,0.0,1.0
2021-02-19,96.72,97.45,93.05,94.84,94.84,616876,0.0,1.0
2021-02-18,92.72,97.3674,92.3001,96.05,96.05,792291,0.0,1.0
2021-02-17,95.39,95.85,92.56,93.39,93.39,608383,0.0,1.0
2021-02-16,93.69,95.09,93.18,94.84,94.84,755098,0.0,1.0
2021-02-12,92.6,93.795,92.44,93.53,93.53,441421,0.0,1.0
2021-02-11,93.97,95.175,91.2,92.08,92.08,705598,0.0,1.0
2021-02-10,92.57,94.177,91.27,93.4,93.4,619606,0.0,1.0
2021-02-09,92.46,93.93,91.55,92.95,92.95,638509,0.0,1.0
2021-02-08,92.17,94.29,91.8606,92.19,92.19,712213,0.0,1.0
2021-02-05,92.25,93.45,89.91,91.38,91.38,669561,0.0,1.0
2021-02-04,91.67,93.1,91.18,92.05,92.05,807865,0.0,1.0
2021-02-03,91.84,93.31,89.91,91.64,91.64,735287,0.0,1.0
2021-02-02,92.66,93.06,89.01,91.58,91.58,1294008,0.0,1.0
2021-02-01,95.27,96.865,89.81,92.2,92.2,1002680,0.0,1.0
2021-01-29,97.74,103.42,93.89,94.73,94.73,1772345,0.0,1.0
2021-01-28,104.9,107.15,94.27,97.55,97.55,2602244,0.0,1.0
2021-01-27,100.25,123.52,99.6701,106.33,106.33,7419336,0.0,1.0
2021-01-26,96.05,101.1,93.81,100.34,100.34,1579029,0.0,1.0
2021-01-25,95.8,110.78,95.53,95.92,95.92,3318178,0.0,1.0
2021-01-22,92.66,94.63,91.93,94.49,94.49,728795,0.0,1.0
2021-01-21,94.5,95.22,92.9,93.2,93.2,857726,0.0,1.0
2021-01-20,92.48,95.36,91.26,93.66,93.66,1416818,0.0,1.0
2021-01-19,98.0679,99.17,94.88,95.33,95.33,1078007,0.0,1.0
2021-01-15,96.49,100.715,95.84,98.1,98.1,2072940,0.0,1.0
2021-01-14,92.41,97.8,91.73,96.5,96.5,2225560,0.0,1.0
2021-01-13,97.79,97.79,94.51,96.03,96.03,1195841,0.0,1.0
2021-01-12,95.99,99.85,95.47,98.14,98.14,1689673,0.0,1.0
2021-01-11,90.62,96.04,90.5,95.39,95.39,1173017,0.0,1.0
2021-01-08,93.31,94.48,89.79,91.33,91.33,1193925,0.0,1.0
2021-01-07,91.6,95.26,89.0,93.03,93.03,1945594,0.0,1.0
2021-01-06,83.18,92.1,82.5,90.86,90.86,2154488,0.0,1.0
2021-01-05,82.66,84.8,82.37,84.12,84.12,1552315,0.0,1.0
2021-01-04,81.67,82.61,79.91,81.93,81.93,1408941,0.0,1.0
2020-12-31,82.92,83.26,81.29,81.77,81.77,953146,0.0,1.0
2020-12-30,84.75,86.89,82.7,83.06,83.06,1142163,0.0,1.0
2020-12-29,84.5,85.38,83.4,84.16,84.16,1048662,0.0,1.0
2020-12-28,83.4,84.82,82.87,83.89,83.89,1039958,0.0,1.0
2020-12-24,83.51,83.62,82.25,82.51,82.51,401587,0.0,1.0
2020-12-23,82.61,84.45,81.7,82.6,82.6,746043,0.0,1.0
2020-12-22,82.12,82.57,81.2,82.3,82.3,681613,0.0,1.0
2020-12-21,81.23,84.56,81.0344,82.3,82.3,1278420,0.0,1.0
2020-12-18,83.45,83.53,80.27,81.85,81.85,1587583,0.0,1.0
2020-12-17,80.93,83.77,80.57,83.15,83.15,1104227,0.0,1.0
2020-12-16,79.71,83.6,79.45,80.73,80.73,1736656,0.0,1.0
2020-12-15,79.835,79.99,78.13,79.17,79.17,793929,0.0,1.0
2020-12-14,79.65,81.38,78.865,79.3,79.3,1187685,0.0,1.0
2020-12-11,77.46,79.74,76.7432,79.35,79.35,879372,0.0,1.0
2020-12-10,78.74,79.04,77.5,77.77,77.77,1055466,0.0,1.0
2020-12-09,80.005,81.17,78.03,79.04,79.04,1003158,0.0,1.0
2020-12-08,79.0,80.4,78.41,79.85,79.85,1200174,0.0,1.0
2020-12-07,80.45,80.71,77.59,78.77,78.77,2143480,0.0,1.0
2020-12-04,79.2,82.4255,78.55,80.71,80.71,8519686,0.0,1.0
2020-12-03,88.34,89.65,84.055,89.5,89.5,2093160,0.0,1.0
2020-12-02,88.0,88.2,86.11,86.78,86.78,750225,0.0,1.0
2020-12-01,88.7,88.74,86.82,88.33,88.33,770958,0.0,1.0
2020-11-30,90.69,91.83,87.51,88.06,88.06,934988,0.0,1.0
2020-11-27,90.55,92.14,90.21,91.5,91.5,277316,0.0,1.0
2020-11-25,93.86,93.9,89.41,90.26,90.26,785887,0.0,1.0
2020-11-24,93.99,95.09,93.0,94.0,94.0,683333,0.0,1.0
2020-11-23,91.63,94.64,91.42,92.35,92.35,732780,0.0,1.0
2020-11-20,90.86,91.885,89.54,91.66,91.66,619280,0.0,1.0
2020-11-19,89.39,91.63,88.74,90.4,90.4,828110,0.0,1.0
2020-11-18,88.84,91.49,87.75,89.37,89.37,893263,0.0,1.0
2020-11-17,87.02,89.3,86.73,89.23,89.23,1181729,0.0,1.0
2020-11-16,85.64,87.65,83.46,87.25,87.25,775041,0.0,1.0
2020-11-13,84.74,85.86,83.52,85.53,85.53,973268,0.0,1.0
2020-11-12,85.17,85.17,83.44,84.63,84.63,685414,0.0,1.0
2020-11-11,81.58,85.33,80.37,84.75,84.75,925583,0.0,1.0
2020-11-10,86.5,86.5,80.36,80.73,80.73,992238,0.0,1.0
2020-11-09,92.76,93.25,84.72,85.03,85.03,1298448,0.0,1.0
2020-11-06,90.2,92.15,89.35,92.1,92.1,722936,0.0,1.0
2020-11-05,88.78,90.36,86.57,90.24,90.24,646415,0.0,1.0
2020-11-04,86.42,89.355,84.13,87.38,87.38,860286,0.0,1.0
2020-11-03,82.37,86.315,82.275,85.11,85.11,713218,0.0,1.0
2020-11-02,83.59,84.88,80.56,82.11,82.11,1274173,0.0,1.0
2020-10-30,89.62,90.29,86.62,87.09,87.09,586812,0.0,1.0
2020-10-29,91.28,92.22,90.1,90.27,90.27,477165,0.0,1.0
2020-10-28,91.23,93.2393,90.51,91.08,91.08,586542,0.0,1.0
2020-10-27,91.61,92.425,91.195,92.14,92.14,357304,0.0,1.0
2020-10-26,92.18,93.21,90.12,91.32,91.32,433363,0.0,1.0
2020-10-23,92.47,93.01,91.0946,92.95,92.95,413272,0.0,1.0
2020-10-22,92.1,93.16,91.5,92.5,92.5,591245,0.0,1.0
2020-10-21,92.79,93.2292,91.06,91.67,91.67,520297,0.0,1.0
2020-10-20,93.65,94.86,92.18,93.0,93.0,431461,0.0,1.0
2020-10-19,96.0,96.5,92.335,92.42,92.42,592575,0.0,1.0
2020-10-16,93.97,95.6584,93.45,94.99,94.99,463111,0.0,1.0
2020-10-15,91.85,93.95,91.67,93.69,93.69,479875,0.0,1.0
2020-10-14,94.72,95.57,92.57,93.25,93.25,521385,0.0,1.0
2020-10-13,93.73,95.81,93.33,94.54,94.54,502072,0.0,1.0
2020-10-12,95.15,95.5547,92.25,92.98,92.98,537089,0.0,1.0
2020-10-09,95.0,95.25,93.41,94.78,94.78,406561,0.0,1.0
2020-10-08,94.49,94.89,92.54,93.38,93.38,590087,0.0,1.0
2020-10-07,92.22,93.53,91.43,93.14,93.14,647540,0.0,1.0
2020-10-06,92.2,93.32,90.09,90.49,90.49,918988,0.0,1.0
2020-10-05,89.24,92.59,89.24,92.21,92.21,868747,0.0,1.0
2020-10-02,85.55,89.505,85.55,88.78,88.78,744634,0.0,1.0
2020-10-01,88.0,89.48,87.055,88.24,88.24,762779,0.0,1.0
2020-09-30,89.07,89.07,85.745,87.35,87.35,840604,0.0,1.0
2020-09-29,88.05,90.66,87.44,87.96,87.96,694513,0.0,1.0
2020-09-28,88.33,88.855,86.67,87.52,87.52,506175,0.0,1.0
2020-09-25,87.68,88.05,85.6,87.53,87.53,576232,0.0,1.0
2020-09-24,85.21,89.41,84.41,87.58,87.58,618592,0.0,1.0
2020-09-23,87.6,89.11,86.39,86.55,86.55,604944,0.0,1.0
2020-09-22,86.36,88.115,86.09,87.7,87.7,690738,0.0,1.0
2020-09-21,83.08,85.95,83.08,85.88,85.88,741591,0.0,1.0
2020-09-18,85.03,85.48,83.085,84.43,84.43,1012381,0.0,1.0
2020-09-17,84.0,85.8193,83.29,84.19,84.19,1102545,0.0,1.0
2020-09-16,88.03,88.21,84.31,84.62,84.62,1402409,0.0,1.0
2020-09-15,86.71,89.72,86.63,87.92,87.92,984300,0.0,1.0
2020-09-14,90.0,90.7,84.57,85.52,85.52,1334866,0.0,1.0
2020-09-11,92.52,92.85,88.06,88.62,88.62,938312,0.0,1.0
2020-09-10,92.69,94.58,91.32,91.65,91.65,804699,0.0,1.0
2020-09-09,91.6592,92.3,89.59,91.53,91.53,645135,0.0,1.0
2020-09-08,90.21,92.29,89.76,90.02,90.02,695733,0.0,1.0
2020-09-04,93.48,94.22,89.21,92.64,92.64,879855,0.0,1.0
2020-09-03,94.81,95.61,92.26,93.03,93.03,936694,0.0,1.0
2020-09-02,95.26,97.5,91.82,95.3,95.3,1277216,0.0,1.0
2020-09-01,95.5,96.64,94.34,94.62,94.62,1033407,0.0,1.0
2020-08-31,97.11,97.3,93.39,95.54,95.54,1653691,0.0,1.0
2020-08-28,102.6,104.77,96.61,97.12,97.12,3252732,0.0,1.0
2020-08-27,110.76,111.8178,106.94,106.99,106.99,1801128,0.0,1.0
2020-08-26,109.65,112.58,108.8034,110.71,110.71,1179701,0.0,1.0
2020-08-25,106.0,110.64,105.15,109.2,109.2,1008268,0.0,1.0
2020-08-24,110.69,110.9659,104.04,105.34,105.34,1477268,0.0,1.0
2020-08-21,106.15,109.83,105.51,109.3,109.3,1153481,0.0,1.0
2020-08-20,104.24,108.43,103.5,106.4,106.4,1035473,0.0,1.0
2020-08-19,104.64,107.31,102.19,105.09,105.09,1156561,0.0,1.0
2020-08-18,107.62,108.195,100.59,104.11,104.11,1533990,0.0,1.0
2020-08-17,104.2,109.99,103.23,107.14,107.14,2100083,0.0,1.0
2020-08-14,102.78,104.23,102.1501,103.94,103.94,638674,0.0,1.0
2020-08-13,103.15,104.05,101.76,102.67,102.67,709989,0.0,1.0
2020-08-12,104.32,105.57,101.7,103.105,103.105,1258738,0.0,1.0
2020-08-11,103.34,103.79,101.29,103.75,103.75,1597543,0.0,1.0
2020-08-10,102.8,102.969,101.04,102.89,102.89,915896,0.0,1.0
2020-08-07,103.05,103.25,101.28,102.85,102.85,825254,0.0,1.0
2020-08-06,103.55,104.13,101.985,103.13,103.13,827996,0.0,1.0
2020-08-05,104.13,104.7192,100.55,103.23,103.23,813585,0.0,1.0
2020-08-04,102.79,104.56,101.96,103.71,103.71,743585,0.0,1.0
2020-08-03,106.0,106.0,102.88,103.27,103.27,724364,0.0,1.0
2020-07-31,107.57,107.9985,103.65,105.1,105.1,614046,0.0,1.0
2020-07-30,106.29,107.94,105.615,106.8,106.8,409992,0.0,1.0
2020-07-29,106.0,108.035,106.0,106.83,106.83,554713,0.0,1.0
2020-07-28,108.44,108.75,105.04,105.32,105.32,583007,0.0,1.0
2020-07-27,106.92,108.65,105.32,107.8,107.8,1037524,0.0,1.0
2020-07-24,101.72,107.24,100.63,105.75,105.75,1496542,0.0,1.0
2020-07-23,108.2,109.74,102.0,102.78,102.78,1816623,0.0,1.0
2020-07-22,101.73,110.17,99.8001,108.81,108.81,3785079,0.0,1.0
2020-07-21,97.04,99.76,96.24,98.6,98.6,1095306,0.0,1.0
2020-07-20,95.78,96.615,94.62,96.17,96.17,1113994,0.0,1.0
2020-07-17,96.26,96.5,94.12,96.15,96.15,1444900,0.0,1.0
2020-07-16,93.03,96.58,93.03,96.12,96.12,1489000,0.0,1.0
2020-07-15,95.95,96.75,93.04,95.13,95.13,1092000,0.0,1.0
2020-07-14,94.25,95.68,93.43,94.8,94.805,994700,0.0,1.0
2020-07-13,100.02,101.81,94.01,94.14,94.14,1249700,0.0,1.0
2020-07-10,99.56,101.4,98.68,100.26,100.26,662400,0.0,1.0
2020-07-09,100.78,101.51,98.62,100.3,100.3,1292700,0.0,1.0
2020-07-08,98.63,101.0,97.5,100.88,100.88,1381800,0.0,1.0
2020-07-07,98.15,100.58,97.07,98.73,98.73,1760100,0.0,1.0
2020-07-06,94.27,99.62,94.24,99.37,99.37,1879000,0.0,1.0
2020-07-02,97.19,97.28,92.57,93.3,93.3,1687200,0.0,1.0
2020-07-01,98.29,98.29,94.88,95.44,95.44,1342400,0.0,1.0
2020-06-30,99.6,100.19,96.45,97.65,97.65,1516600,0.0,1.0
2020-06-29,100.05,100.95,97.96,99.05,99.05,1072100,0.0,1.0
2020-06-26,100.56,102.66,97.86,98.48,98.48,1286707,0.0,1.0
2020-06-25,98.08,99.87,98.0,99.1,99.1,959161,0.0,1.0
2020-06-24,101.81,102.58,97.56,97.94,97.94,1153104,0.0,1.0
