,POST_Open,POST_High,POST_Low,POST_Close,POST_Adj Close,POST_Volume,POST_Dividend Amount,POST_Split Coefficient
2015-04-24,48.13,48.3,47.23,47.6,31.151832460733,276190,0.0,1.0
2015-04-23,48.14,48.54,47.17,48.18,31.5314136125654,753702,0.0,1.0
2015-04-22,47.89,48.39,47.45,48.31,31.6164921465969,324813,0.0,1.0
2015-04-21,47.76,48.018,46.9,47.91,31.3547120418848,269420,0.0,1.0
2015-04-20,47.82,48.184,47.54,47.67,31.1976439790576,302937,0.0,1.0
2015-04-17,47.82,48.07,47.11,47.72,31.2303664921466,506168,0.0,1.0
2015-04-16,48.36,48.81,48.15,48.3,31.6099476439791,264703,0.0,1.0
2015-04-15,48.49,48.87,47.98,48.55,31.7735602094241,497380,0.0,1.0
2015-04-14,47.67,48.46,46.99,48.25,31.5772251308901,448285,0.0,1.0
2015-04-13,47.66,47.93,47.28,47.62,31.1649214659686,355745,0.0,1.0
2015-04-10,47.86,48.05,47.28,47.7,31.217277486911,267460,0.0,1.0
2015-04-09,48.19,48.52,47.53,47.69,31.2107329842932,312109,0.0,1.0
2015-04-08,48.65,48.98,47.98,48.29,31.6034031413613,362748,0.0,1.0
2015-04-07,48.52,49.41,48.33,48.44,31.7015706806283,361581,0.0,1.0
2015-04-06,47.58,48.99,47.58,48.63,31.8259162303665,379024,0.0,1.0
2015-04-02,47.0,48.07,46.89,47.7,31.217277486911,305154,0.0,1.0
2015-04-01,46.71,47.066,45.76,46.95,30.7264397905759,516860,0.0,1.0
2015-03-31,47.52,47.866,46.72,46.84,30.6544502617801,602790,0.0,1.0
2015-03-30,47.64,48.33,46.83,48.0,31.413612565445,438856,0.0,1.0
2015-03-27,47.11,47.745,46.61,47.65,31.184554973822,395516,0.0,1.0
2015-03-26,48.09,48.56,47.29,47.37,31.0013089005236,358703,0.0,1.0
2015-03-25,48.71,49.43,48.0601,48.18,31.5314136125654,342935,0.0,1.0
2015-03-24,48.6,48.9,48.24,48.41,31.6819371727749,357552,0.0,1.0
2015-03-23,48.44,49.28,48.44,48.51,31.7473821989529,443444,0.0,1.0
2015-03-20,47.47,48.73,47.07,48.54,31.7670157068063,1014000,0.0,1.0
2015-03-19,47.63,47.85,46.61,47.14,30.8507853403141,584954,0.0,1.0
2015-03-18,47.81,48.03,46.1,47.85,31.315445026178,597776,0.0,1.0
2015-03-17,46.71,47.99,46.55,47.79,31.2761780104712,393766,0.0,1.0
2015-03-16,48.16,48.16,46.82,46.98,30.7460732984293,871292,0.0,1.0
2015-03-13,48.3,48.39,47.25,47.85,31.315445026178,424446,0.0,1.0
2015-03-12,48.95,49.43,48.26,48.5,31.7408376963351,492020,0.0,1.0
2015-03-11,48.46,48.69,47.5,48.57,31.7866492146597,390399,0.0,1.0
2015-03-10,48.7,49.24,48.26,48.28,31.5968586387435,581421,0.0,1.0
2015-03-09,49.11,49.51,48.76,49.44,32.3560209424084,523008,0.0,1.0
2015-03-06,49.61,49.93,48.53,48.92,32.0157068062827,670807,0.0,1.0
2015-03-05,50.1,50.83,49.66,50.11,32.794502617801,397814,0.0,1.0
2015-03-04,50.35,50.65,49.93,49.94,32.6832460732984,695593,0.0,1.0
2015-03-03,50.51,50.75,49.55,50.64,33.1413612565445,513015,0.0,1.0
2015-03-02,49.57,50.91,49.5,50.77,33.2264397905759,491485,0.0,1.0
2015-02-27,49.52,49.93,48.93,49.48,32.3821989528796,1557604,0.0,1.0
2015-02-26,49.39,49.89,49.18,49.48,32.3821989528796,726256,0.0,1.0
2015-02-25,49.72,50.5,49.22,49.59,32.4541884816754,541021,0.0,1.0
2015-02-24,49.51,49.95,49.18,49.58,32.4476439790576,492309,0.0,1.0
2015-02-23,49.41,49.79,49.07,49.45,32.3625654450262,518228,0.0,1.0
2015-02-20,49.5,50.0,48.5001,49.42,32.3429319371728,540313,0.0,1.0
2015-02-19,49.19,49.9,48.85,49.74,32.5523560209424,311229,0.0,1.0
2015-02-18,48.68,49.35,48.68,49.11,32.1400523560209,397499,0.0,1.0
2015-02-17,48.51,49.08,48.43,48.83,31.9568062827225,370114,0.0,1.0
2015-02-13,48.7,49.06,48.25,48.62,31.8193717277487,520958,0.0,1.0
2015-02-12,48.95,49.1,47.882,48.87,31.9829842931937,772422,0.0,1.0
2015-02-11,49.45,49.5,48.26,48.85,31.9698952879581,712760,0.0,1.0
2015-02-10,49.62,49.7,48.48,49.31,32.270942408377,968681,0.0,1.0
2015-02-09,47.65,50.04,47.0401,49.45,32.3625654450262,1589878,0.0,1.0
2015-02-06,45.93,48.2,44.44,47.69,31.2107329842932,1578945,0.0,1.0
2015-02-05,47.79,48.19,47.27,47.34,30.9816753926702,1451102,0.0,1.0
2015-02-04,46.42,47.68,46.42,47.61,31.1583769633508,1291893,0.0,1.0
2015-02-03,47.15,47.51,46.3,46.63,30.5170157068063,1029053,0.0,1.0
2015-02-02,47.31,47.59,46.2,46.98,30.7460732984293,1010599,0.0,1.0
2015-01-30,47.74,47.99,47.07,47.25,30.9227748691099,1409540,0.0,1.0
2015-01-29,47.92,48.39,47.42,48.24,31.5706806282723,4963379,0.0,1.0
2015-01-28,48.85,48.986,46.71,48.5,31.7408376963351,1082230,0.0,1.0
2015-01-27,48.47,49.74,48.02,48.72,31.8848167539267,1352603,0.0,1.0
2015-01-26,42.82,49.18,42.45,48.83,31.9568062827225,3961524,0.0,1.0
2015-01-23,42.27,42.3665,41.11,41.44,27.1204188481675,596311,0.0,1.0
2015-01-22,40.05,42.46,39.67,42.29,27.6767015706806,777666,0.0,1.0
2015-01-21,39.25,39.86,39.03,39.68,25.9685863874346,489067,0.0,1.0
2015-01-20,39.89,40.2,38.95,39.41,25.7918848167539,354964,0.0,1.0
2015-01-16,39.59,40.15,39.2924,39.78,26.0340314136126,754753,0.0,1.0
2015-01-15,40.94,41.03,39.41,39.67,25.9620418848168,858258,0.0,1.0
2015-01-14,40.97,41.58,40.6,41.2,26.9633507853403,520769,0.0,1.0
2015-01-13,41.95,42.43,40.98,41.46,27.1335078534031,424403,0.0,1.0
2015-01-12,41.48,41.76,40.97,41.56,27.1989528795812,429568,0.0,1.0
2015-01-09,41.46,41.96,40.8,41.33,27.0484293193717,645392,0.0,1.0
2015-01-08,41.41,41.96,41.21,41.44,27.1204188481675,929400,0.0,1.0
2015-01-07,40.23,41.02,40.16,41.0,26.8324607329843,522370,0.0,1.0
2015-01-06,41.1,41.56,39.96,40.06,26.217277486911,465164,0.0,1.0
2015-01-05,42.28,42.68,40.5,41.11,26.9044502617801,701140,0.0,1.0
2015-01-02,42.07,42.97,41.24,42.74,27.9712041884817,373852,0.0,1.0
2014-12-31,42.78,42.9,41.67,41.89,27.4149214659686,608612,0.0,1.0
2014-12-30,42.15,42.97,42.02,42.61,27.8861256544503,223586,0.0,1.0
2014-12-29,42.54,42.67,42.1,42.31,27.6897905759162,231869,0.0,1.0
2014-12-26,42.69,42.9,42.39,42.47,27.794502617801,202144,0.0,1.0
2014-12-24,42.19,42.679,42.02,42.51,27.8206806282722,138167,0.0,1.0
2014-12-23,42.31,42.59,41.78,42.02,27.5,411025,0.0,1.0
2014-12-22,41.7,42.24,41.37,42.24,27.6439790575916,404225,0.0,1.0
2014-12-19,41.57,41.96,41.23,41.61,27.2316753926702,1207785,0.0,1.0
2014-12-18,41.86,41.97,41.12,41.72,27.303664921466,617637,0.0,1.0
2014-12-17,40.5,41.95,40.37,41.86,27.3952879581152,651527,0.0,1.0
2014-12-16,40.12,42.25,40.04,40.52,26.5183246073298,895349,0.0,1.0
2014-12-15,41.56,41.7,39.97,40.25,26.3416230366492,686834,0.0,1.0
2014-12-12,41.7,42.61,40.75,41.39,27.0876963350785,748965,0.0,1.0
2014-12-11,41.52,42.73,41.39,42.2,27.6178010471204,1349823,0.0,1.0
2014-12-10,40.82,41.41,40.61,41.24,26.9895287958115,1010202,0.0,1.0
2014-12-09,40.43,41.29,39.64,40.96,26.8062827225131,926494,0.0,1.0
2014-12-08,41.43,41.73,40.7,40.83,26.7212041884817,803638,0.0,1.0
2014-12-05,40.94,41.81,40.79,41.49,27.1531413612565,631074,0.0,1.0
2014-12-04,41.58,41.58,40.4,41.02,26.8455497382199,735063,0.0,1.0
2014-12-03,40.91,42.2,40.82,41.6,27.2251308900524,732118,0.0,1.0
2014-12-02,40.65,41.39,40.41,40.97,26.8128272251309,874956,0.0,1.0
2014-12-01,39.65,40.9,39.58,40.0,26.1780104712042,869267,0.0,1.0
2014-11-28,40.5,40.5,39.88,40.0,26.1780104712042,544900,0.0,1.0
2014-11-26,38.43,41.31,38.07,40.37,26.4201570680628,2017715,0.0,1.0
2014-11-25,35.6,39.71,35.0,38.54,25.2225130890052,3156707,0.0,1.0
2014-11-24,36.93,37.21,36.41,37.1,24.2801047120419,1246331,0.0,1.0
2014-11-21,36.28,37.07,35.89,36.78,24.0706806282723,658651,0.0,1.0
2014-11-20,35.3,36.24,35.3,35.88,23.4816753926702,418128,0.0,1.0
2014-11-19,35.94,35.985,35.0,35.54,23.2591623036649,495954,0.0,1.0
2014-11-18,36.32,36.82,35.83,36.08,23.6125654450262,635772,0.0,1.0
2014-11-17,36.05,36.51,35.61,36.33,23.7761780104712,604702,0.0,1.0
2014-11-14,36.16,36.4,35.88,36.19,23.684554973822,584159,0.0,1.0
2014-11-13,37.09,37.37,35.87,36.22,23.7041884816754,430009,0.0,1.0
2014-11-12,36.62,37.42,36.49,37.14,24.3062827225131,655778,0.0,1.0
2014-11-11,37.43,37.66,36.45,36.91,24.1557591623037,522895,0.0,1.0
2014-11-10,37.27,37.63,36.825,37.37,24.4568062827225,357640,0.0,1.0
2014-11-07,37.57,37.79,36.86,37.28,24.3979057591623,490359,0.0,1.0
2014-11-06,37.23,37.67,36.905,37.67,24.6531413612565,447413,0.0,1.0
2014-11-05,38.54,38.79,37.13,37.23,24.3651832460733,667810,0.0,1.0
2014-11-04,38.14,38.8,38.09,38.19,24.9934554973822,847087,0.0,1.0
2014-11-03,37.45,38.2,37.29,37.92,24.8167539267016,729140,0.0,1.0
2014-10-31,37.27,37.74,36.93,37.5,24.5418848167539,739551,0.0,1.0
2014-10-30,36.1,37.03,35.98,36.83,24.1034031413613,470003,0.0,1.0
2014-10-29,36.75,36.9,35.87,36.29,23.75,402508,0.0,1.0
2014-10-28,35.8,36.76,35.78,36.74,24.044502617801,732259,0.0,1.0
2014-10-27,35.65,36.07,35.53,35.68,23.3507853403141,519236,0.0,1.0
2014-10-24,36.07,36.26,35.7428,35.81,23.4358638743456,345531,0.0,1.0
2014-10-23,36.25,36.66,35.93,36.22,23.7041884816754,816841,0.0,1.0
2014-10-22,36.51,36.92,35.83,35.87,23.4751308900524,824529,0.0,1.0
2014-10-21,35.91,37.2899,35.6,36.34,23.782722513089,1584533,0.0,1.0
2014-10-20,32.26,34.99,32.26,34.87,22.8206806282722,1489269,0.0,1.0
2014-10-17,32.0,32.25,31.663,32.02,20.955497382199,507849,0.0,1.0
2014-10-16,31.25,31.915,31.23,31.68,20.7329842931937,758054,0.0,1.0
2014-10-15,31.9,32.12,30.94,31.67,20.7264397905759,951758,0.0,1.0
2014-10-14,31.97,32.41,31.64,31.97,20.9227748691099,915535,0.0,1.0
2014-10-13,32.72,32.72,31.78,31.94,20.9031413612565,963788,0.0,1.0
2014-10-10,33.77,34.25,32.45,32.59,21.3285340314136,1248833,0.0,1.0
2014-10-09,34.48,34.66,33.32,33.79,22.1138743455497,708196,0.0,1.0
2014-10-08,33.85,34.57,33.49,34.55,22.6112565445026,548332,0.0,1.0
2014-10-07,34.02,34.26,33.78,33.91,22.1924083769633,670864,0.0,1.0
2014-10-06,34.37,34.64,33.75,34.25,22.4149214659686,589835,0.0,1.0
2014-10-03,34.01,34.6,33.6,34.3,22.4476439790576,733880,0.0,1.0
2014-10-02,32.99,33.93,32.92,33.66,22.0287958115183,552147,0.0,1.0
2014-10-01,33.23,33.44,32.42,32.91,21.5379581151832,800645,0.0,1.0
2014-09-30,33.82,34.0,33.14,33.18,21.7146596858639,852162,0.0,1.0
2014-09-29,34.24,34.465,33.4,33.98,22.238219895288,1639716,0.0,1.0
2014-09-26,33.47,34.7,33.47,34.63,22.663612565445,830105,0.0,1.0
2014-09-25,33.73,33.86,33.11,33.48,21.9109947643979,729059,0.0,1.0
2014-09-24,33.41,34.03,33.304,33.81,22.1269633507853,729723,0.0,1.0
2014-09-23,33.93,34.1393,33.34,33.34,21.8193717277487,551532,0.0,1.0
2014-09-22,34.49,34.57,33.72,33.99,22.2447643979058,948496,0.0,1.0
2014-09-19,35.39,35.45,34.38,34.45,22.5458115183246,1244600,0.0,1.0
2014-09-18,35.92,36.08,35.0,35.25,23.0693717277487,696500,0.0,1.0
2014-09-17,36.06,36.17,35.23,35.84,23.455497382199,883500,0.0,1.0
2014-09-16,36.56,37.02,36.02,36.06,23.5994764397906,627200,0.0,1.0
2014-09-15,37.18,37.23,35.735,36.4,23.8219895287958,649600,0.0,1.0
2014-09-12,37.7,37.7919,36.6,37.16,24.3193717277487,769500,0.0,1.0
2014-09-11,36.56,37.8,36.56,37.69,24.6662303664921,806200,0.0,1.0
2014-09-10,36.67,36.81,36.01,36.77,24.0641361256545,735200,0.0,1.0
2014-09-09,36.29,37.1,35.76,36.73,24.0379581151832,1408500,0.0,1.0
2014-09-08,35.28,36.33,34.36,36.25,23.7238219895288,1413400,0.0,1.0
2014-09-05,35.5,35.6,35.06,35.29,23.0955497382199,604400,0.0,1.0
2014-09-04,35.57,36.06,35.405,35.47,23.2133507853403,398800,0.0,1.0
2014-09-03,36.52,36.52,35.33,35.7,23.3638743455497,890300,0.0,1.0
2014-09-02,36.93,37.51,36.18,36.22,23.7041884816754,774700,0.0,1.0
2014-08-29,37.34,37.49,36.71,36.97,24.1950261780105,750700,0.0,1.0
2014-08-28,36.88,37.57,36.66,37.39,24.4698952879581,749000,0.0,1.0
2014-08-27,36.14,36.92,36.14,36.56,23.9267015706806,448000,0.0,1.0
2014-08-26,36.17,36.4,35.61,36.32,23.7696335078534,567500,0.0,1.0
2014-08-25,36.7,36.77,35.75,36.01,23.5667539267016,1065100,0.0,1.0
2014-08-22,36.11,36.67,35.8506,36.52,23.9005235602094,570300,0.0,1.0
2014-08-21,36.04,36.17,35.75,36.05,23.5929319371728,1134600,0.0,1.0
2014-08-20,37.06,37.27,36.14,36.15,23.6583769633508,1273800,0.0,1.0
2014-08-19,37.5,37.69,37.105,37.15,24.3128272251309,699600,0.0,1.0
2014-08-18,38.19,38.48,37.28,37.42,24.4895287958115,1062400,0.0,1.0
2014-08-15,38.26,38.33,37.54,37.88,24.7905759162304,1040200,0.0,1.0
2014-08-14,37.48,38.28,37.37,38.04,24.8952879581152,1370100,0.0,1.0
2014-08-13,37.33,37.4965,37.01,37.24,24.3717277486911,694900,0.0,1.0
2014-08-12,37.31,37.46,36.5519,37.03,24.2342931937173,1573900,0.0,1.0
2014-08-11,37.76,39.2,37.45,37.46,24.5157068062827,2103400,0.0,1.0
2014-08-08,36.38,37.842,32.87,37.43,24.4960732984293,12692800,0.0,1.0
2014-08-07,45.5,45.775,44.4708,44.51,29.1295811518325,899600,0.0,1.0
2014-08-06,45.02,45.915,45.01,45.28,29.6335078534031,396500,0.0,1.0
2014-08-05,45.53,45.575,44.6,45.15,29.5484293193717,448500,0.0,1.0
2014-08-04,45.04,45.92,44.52,45.71,29.9149214659686,383900,0.0,1.0
2014-08-01,44.96,45.3,44.17,44.95,29.4175392670157,842000,0.0,1.0
2014-07-31,45.29,45.59,44.5098,44.92,29.3979057591623,629300,0.0,1.0
2014-07-30,46.47,46.61,45.41,45.72,29.9214659685864,897600,0.0,1.0
2014-07-29,46.79,47.26,45.93,46.07,30.1505235602094,562100,0.0,1.0
2014-07-28,47.59,47.6,46.61,46.76,30.6020942408377,550000,0.0,1.0
2014-07-25,47.5,47.93,47.35,47.45,31.053664921466,350700,0.0,1.0
2014-07-24,47.36,47.91,47.35,47.79,31.2761780104712,357100,0.0,1.0
2014-07-23,46.88,47.38,46.13,47.33,30.9751308900524,377500,0.0,1.0
2014-07-22,47.05,47.375,46.8,46.84,30.6544502617801,333100,0.0,1.0
2014-07-21,46.87,46.99,46.44,46.8,30.6282722513089,317100,0.0,1.0
2014-07-18,46.58,47.34,46.58,47.21,30.8965968586387,979600,0.0,1.0
2014-07-17,47.48,47.48,46.54,46.68,30.5497382198953,579800,0.0,1.0
2014-07-16,48.62,48.89,47.53,47.56,31.1256544502618,560500,0.0,1.0
2014-07-15,49.07,49.25,48.43,48.5,31.7408376963351,447700,0.0,1.0
2014-07-14,49.7,49.7,48.95,49.25,32.2316753926702,293600,0.0,1.0
2014-07-11,48.04,49.2299,47.52,49.19,32.1924083769633,631900,0.0,1.0
2014-07-10,47.6,48.7,47.42,48.02,31.4267015706806,869800,0.0,1.0
2014-07-09,47.72,48.64,47.55,48.32,31.6230366492147,919000,0.0,1.0
2014-07-08,48.5,48.69,47.5,47.74,31.2434554973822,770400,0.0,1.0
2014-07-07,49.77,49.77,48.61,48.65,31.8390052356021,387500,0.0,1.0
2014-07-03,50.0,50.25,49.8,49.89,32.6505235602094,215400,0.0,1.0
2014-07-02,50.1,50.44,49.75,49.92,32.6701570680628,423400,0.0,1.0
2014-07-01,51.23,51.93,49.95,49.98,32.7094240837696,942800,0.0,1.0
2014-06-30,50.08,51.0,49.78,50.91,33.3180628272251,484600,0.0,1.0
2014-06-27,48.91,50.42,48.91,50.19,32.8468586387435,675300,0.0,1.0
2014-06-26,50.39,50.39,48.66,49.04,32.0942408376963,732300,0.0,1.0
2014-06-25,47.44,50.39,47.41,50.36,32.9581151832461,505900,0.0,1.0
2014-06-24,51.43,51.49,49.72,49.89,32.6505235602094,569200,0.0,1.0
2014-06-23,52.13,52.19,51.3,51.7,33.8350785340314,282700,0.0,1.0
2014-06-20,51.07,52.21,50.53,52.1,34.0968586387435,993900,0.0,1.0
2014-06-19,51.31,51.81,50.5,50.88,33.2984293193717,477600,0.0,1.0
2014-06-18,51.28,51.33,50.8,51.09,33.4358638743456,413600,0.0,1.0
2014-06-17,51.3,51.705,51.05,51.43,33.6583769633508,504400,0.0,1.0
2014-06-16,50.93,51.35,50.85,51.19,33.5013089005236,256900,0.0,1.0
2014-06-13,51.22,51.409,50.55,51.08,33.4293193717278,185900,0.0,1.0
2014-06-12,51.34,51.34,50.52,51.15,33.4751308900524,470500,0.0,1.0
2014-06-11,51.39,51.72,51.13,51.48,33.6910994764398,312500,0.0,1.0
2014-06-10,51.06,51.54,51.05,51.54,33.7303664921466,424600,0.0,1.0
2014-06-09,50.98,51.43,50.98,51.4,33.6387434554974,677600,0.0,1.0
2014-06-06,50.44,51.07,50.05,51.07,33.42277486911,447300,0.0,1.0
2014-06-05,50.03,50.62,49.9,50.31,32.9253926701571,694700,0.0,1.0
2014-06-04,49.75,50.11,49.46,50.05,32.7552356020942,532700,0.0,1.0
2014-06-03,49.62,49.96,49.3,49.71,32.532722513089,669200,0.0,1.0
2014-06-02,49.97,49.98,49.21,49.94,32.6832460732984,560200,0.0,1.0
2014-05-30,50.48,50.48,49.77,49.97,32.7028795811518,1190900,0.0,1.0
2014-05-29,50.56,50.56,50.01,50.23,32.8730366492147,980500,0.0,1.0
2014-05-28,49.69,50.39,49.54,50.18,32.8403141361257,849000,0.0,1.0
2014-05-27,49.35,49.6,49.16,49.6,32.4607329842932,778300,0.0,1.0
2014-05-23,48.27,49.4,48.09,49.3,32.2643979057592,1531200,0.0,1.0
2014-05-22,48.78,49.32,48.36,49.05,32.1007853403141,8078500,0.0,1.0
2014-05-21,46.75,47.71,46.51,47.7,31.217277486911,1383900,0.0,1.0
2014-05-20,45.78,46.65,45.55,46.52,30.4450261780105,985800,0.0,1.0
2014-05-19,46.21,47.28,45.6899,45.75,29.9410994764398,1126300,0.0,1.0
2014-05-16,47.03,47.52,46.4,46.96,30.7329842931937,445700,0.0,1.0
2014-05-15,47.89,48.08,46.18,47.22,30.9031413612565,1171100,0.0,1.0
2014-05-14,48.93,49.38,48.2,48.2,31.544502617801,501700,0.0,1.0
2014-05-13,49.3,49.717,48.56,49.09,32.1269633507853,446200,0.0,1.0
2014-05-12,49.17,50.14,48.78,49.4,32.3298429319372,713600,0.0,1.0
2014-05-09,51.14,51.14,46.5,48.03,31.4332460732984,2659900,0.0,1.0
2014-05-08,52.25,53.37,51.87,52.08,34.0837696335078,409300,0.0,1.0
2014-05-07,52.11,52.57,51.53,52.3,34.2277486910995,552700,0.0,1.0
2014-05-06,52.37,52.71,51.7,52.11,34.1034031413613,574100,0.0,1.0
2014-05-05,52.49,52.99,51.53,52.69,34.4829842931937,338700,0.0,1.0
2014-05-02,52.23,53.39,52.05,52.83,34.5746073298429,318700,0.0,1.0
2014-05-01,52.46,52.46,51.3,52.22,34.1753926701571,343500,0.0,1.0
2014-04-30,51.61,52.29,51.35,52.26,34.2015706806283,435600,0.0,1.0
2014-04-29,51.45,52.0,51.2,51.4,33.6387434554974,302700,0.0,1.0
2014-04-28,52.75,52.75,50.82,51.44,33.6649214659686,462900,0.0,1.0
2014-04-25,53.02,53.33,52.42,52.5,34.3586387434555,418700,0.0,1.0
2014-04-24,54.27,54.27,52.5,53.08,34.738219895288,451600,0.0,1.0
2014-04-23,53.71,54.22,53.52,53.96,35.3141361256544,252400,0.0,1.0
2014-04-22,54.63,54.74,53.27,53.7,35.1439790575916,756400,0.0,1.0
2014-04-21,54.15,54.525,53.7501,54.34,35.5628272251309,384700,0.0,1.0
2014-04-17,55.35,55.35,53.07,54.25,35.5039267015707,779100,0.0,1.0
2014-04-16,52.13,55.76,51.83,54.73,35.8180628272251,1728600,0.0,1.0
2014-04-15,52.0,52.05,50.45,51.8,33.9005235602094,375200,0.0,1.0
2014-04-14,52.64,52.72,51.07,51.81,33.9070680628272,383900,0.0,1.0
2014-04-11,50.92,51.59,50.62,51.18,33.4947643979058,472200,0.0,1.0
2014-04-10,52.54,52.73,51.1611,51.32,33.586387434555,385100,0.0,1.0
2014-04-09,52.23,52.6965,52.08,52.54,34.3848167539267,458500,0.0,1.0
2014-04-08,51.95,52.69,51.62,52.18,34.1492146596859,690900,0.0,1.0
2014-04-07,53.27,53.51,51.39,51.67,33.815445026178,805200,0.0,1.0
2014-04-04,54.36,54.77,52.81,53.21,34.8232984293194,533600,0.0,1.0
2014-04-03,54.84,54.84,53.73,54.62,35.7460732984293,452600,0.0,1.0
2014-04-02,54.89,55.01,54.39,54.69,35.7918848167539,278900,0.0,1.0
2014-04-01,55.38,55.42,53.77,54.96,35.9685863874346,528100,0.0,1.0
2014-03-31,53.62,55.71,53.58,55.12,36.0732984293194,1161500,0.0,1.0
2014-03-28,52.56,54.096,52.56,53.23,34.836387434555,511200,0.0,1.0
2014-03-27,54.62,54.7,52.37,52.67,34.4698952879581,1265200,0.0,1.0
2014-03-26,57.55,57.55,54.41,54.51,35.6740837696335,828000,0.0,1.0
2014-03-25,57.65,58.245,56.64,57.26,37.4738219895288,327100,0.0,1.0
2014-03-24,59.95,59.97,56.38,57.34,37.5261780104712,571000,0.0,1.0
2014-03-21,58.87,59.949,58.35,59.52,38.9528795811518,1047500,0.0,1.0
2014-03-20,58.26,58.89,57.72,58.44,38.2460732984293,282900,0.0,1.0
2014-03-19,57.94,58.65,57.57,58.33,38.1740837696335,313700,0.0,1.0
2014-03-18,58.19,58.33,57.54,58.06,37.9973821989529,368600,0.0,1.0
2014-03-17,58.34,59.09,57.96,58.21,38.0955497382199,836100,0.0,1.0
2014-03-14,56.89,57.98,56.71,57.49,37.6243455497382,682100,0.0,1.0
2014-03-13,56.8,57.5,55.1,57.28,37.4869109947644,4432600,0.0,1.0
2014-03-12,54.76,55.99,53.69,55.5,36.3219895287958,431500,0.0,1.0
2014-03-11,59.0,59.24,54.63,54.94,35.9554973821989,935500,0.0,1.0
2014-03-10,59.38,60.63,59.38,60.18,39.3848167539267,315000,0.0,1.0
2014-03-07,58.94,59.48,58.61,59.44,38.9005235602094,290200,0.0,1.0
2014-03-06,58.02,58.79,57.88,58.65,38.3835078534031,132200,0.0,1.0
2014-03-05,58.86,58.86,57.694,58.0,37.9581151832461,318000,0.0,1.0
2014-03-04,57.58,59.28,57.58,58.92,38.5602094240838,430900,0.0,1.0
2014-03-03,57.26,57.62,55.98,56.95,37.270942408377,274100,0.0,1.0
2014-02-28,57.27,57.88,56.695,57.12,37.3821989528796,296700,0.0,1.0
2014-02-27,56.71,57.04,56.2,57.02,37.3167539267016,152700,0.0,1.0
2014-02-26,56.78,57.47,56.5619,56.91,37.2447643979058,154000,0.0,1.0
2014-02-25,57.14,57.21,56.42,56.79,37.1662303664921,175100,0.0,1.0
2014-02-24,56.83,57.57,56.83,57.15,37.401832460733,487100,0.0,1.0
2014-02-21,57.54,57.54,56.26,56.89,37.2316753926702,281700,0.0,1.0
2014-02-20,55.51,57.5199,55.51,57.34,37.5261780104712,360400,0.0,1.0
2014-02-19,54.94,55.78,54.9,55.58,36.3743455497382,282700,0.0,1.0
2014-02-18,54.75,55.21,54.62,55.17,36.1060209424084,302400,0.0,1.0
2014-02-14,54.48,55.4,54.0,54.65,35.7657068062827,351400,0.0,1.0
2014-02-13,53.75,54.45,53.47,54.12,35.4188481675393,269700,0.0,1.0
2014-02-12,53.03,53.89,52.93,53.85,35.2421465968586,299200,0.0,1.0
2014-02-11,53.51,53.8878,52.51,53.31,34.8887434554974,371500,0.0,1.0
2014-02-10,53.5,53.63,52.55,53.6,35.0785340314136,285500,0.0,1.0
2014-02-07,52.25,55.23,52.01,53.57,35.0589005235602,736200,0.0,1.0
2014-02-06,54.12,54.545,53.89,54.08,35.3926701570681,319400,0.0,1.0
2014-02-05,54.04,54.33,53.7,54.03,35.3599476439791,347100,0.0,1.0
2014-02-04,53.42,54.11,53.13,54.06,35.3795811518325,620500,0.0,1.0
2014-02-03,54.0,55.25,52.88,53.38,34.934554973822,774200,0.0,1.0
2014-01-31,52.94,53.93,52.75,53.53,35.032722513089,515500,0.0,1.0
2014-01-30,53.82,54.62,53.22,53.72,35.1570680628272,516500,0.0,1.0
2014-01-29,53.32,53.78,52.822,53.37,34.9280104712042,621500,0.0,1.0
2014-01-28,54.27,54.4599,52.55,53.99,35.3337696335079,1880700,0.0,1.0
2014-01-27,54.75,55.11,54.08,54.38,35.5890052356021,447500,0.0,1.0
2014-01-24,55.3,55.98,54.23,54.8,35.8638743455497,579200,0.0,1.0
2014-01-23,54.68,55.96,54.08,55.74,36.479057591623,530900,0.0,1.0
2014-01-22,53.4,54.96,53.22,54.77,35.8442408376963,851700,0.0,1.0
2014-01-21,52.49,53.49,52.43,53.14,34.7774869109948,562900,0.0,1.0
2014-01-17,52.72,52.79,52.14,52.32,34.2408376963351,773900,0.0,1.0
2014-01-16,51.49,52.64,51.49,52.61,34.4306282722513,446100,0.0,1.0
2014-01-15,51.45,52.06,51.13,51.53,33.7238219895288,278800,0.0,1.0
2014-01-14,51.27,51.87,50.92,51.39,33.6321989528796,247300,0.0,1.0
2014-01-13,51.13,51.94,50.74,50.94,33.3376963350785,392100,0.0,1.0
2014-01-10,50.02,51.44,50.02,50.95,33.3442408376963,405500,0.0,1.0
2014-01-09,49.96,51.12,49.96,50.4,32.9842931937173,636900,0.0,1.0
2014-01-08,50.14,50.18,49.37,49.92,32.6701570680628,446500,0.0,1.0
2014-01-07,49.75,50.32,49.5,50.03,32.7421465968586,331200,0.0,1.0
2014-01-06,49.91,50.7,48.88,49.5,32.3952879581152,431900,0.0,1.0
2014-01-03,49.9,50.25,49.43,49.85,32.6243455497382,264100,0.0,1.0
2014-01-02,49.27,49.86,48.81,49.72,32.5392670157068,348400,0.0,1.0
2013-12-31,49.55,49.889,49.11,49.27,32.2447643979058,344700,0.0,1.0
