,MA_Open,MA_High,MA_Low,MA_Close,MA_Adj Close,MA_Volume,MA_Dividend Amount,MA_Split Coefficient
2010-04-07,258.9,259.55,254.91,255.66,23.7089164602456,783100,0.15,1.0
2010-04-06,254.85,261.0,254.8,258.75,23.9814007821764,1399200,0.0,1.0
2010-04-05,254.53,256.27,252.87,255.58,23.6875996595503,745700,0.0,1.0
2010-04-01,255.55,255.89,252.06,253.94,23.5356016024188,1118800,0.0,1.0
2010-03-31,252.2,254.28,251.42,254.0,23.541162506948,933300,0.0,1.0
2010-03-30,249.23,253.83,249.2,252.41,23.3937985369242,1204600,0.0,1.0
2010-03-29,246.93,249.24,246.61,248.01,22.9859988714495,728700,0.0,1.0
2010-03-26,247.25,248.75,245.065,246.24,22.8219521878381,1083600,0.0,1.0
2010-03-25,246.44,250.29,246.09,246.09,22.8080499265151,1314500,0.0,1.0
2010-03-24,245.2,246.88,243.95,244.68,22.6773686700789,770000,0.0,1.0
2010-03-23,247.07,250.65,244.38,245.59,22.7617090554384,1101600,0.0,1.0
2010-03-22,242.79,248.24,242.25,247.08,22.8998048512469,808900,0.0,1.0
2010-03-19,247.545,248.08,242.55,244.36,22.6477105125898,980100,0.0,1.0
2010-03-18,248.83,248.83,244.62,246.3,22.8275130923673,759300,0.0,1.0
2010-03-17,249.68,251.0,246.8,248.65,23.0453151864277,1114400,0.0,1.0
2010-03-16,250.25,251.3,246.92,249.34,23.1092655885135,967200,0.0,1.0
2010-03-15,250.98,250.98,245.95,250.08,23.1778500777069,1126200,0.0,1.0
2010-03-12,251.06,251.77,248.53,249.97,23.1676550860701,873600,0.0,1.0
2010-03-11,248.05,250.5,246.14,250.19,23.1880450693438,1150800,0.0,1.0
2010-03-10,247.1,250.5,246.08,249.6,23.1333628414733,1956100,0.0,1.0
2010-03-09,245.05,251.89,244.66,246.48,22.8441958059549,2184900,0.0,1.0
2010-03-08,239.09,247.08,238.39,245.61,22.7635626902815,2956100,0.0,1.0
2010-03-05,233.66,239.8,232.71,239.54,22.2009845154107,3291000,0.0,1.0
2010-03-04,232.15,233.46,229.82,233.0,21.5948459217279,1016100,0.0,1.0
2010-03-03,231.83,234.4895,231.0,232.15,21.5160664408976,1362000,0.0,1.0
2010-03-02,232.29,233.53,229.07,231.81,21.4845546485654,1324700,0.0,1.0
2010-03-01,225.94,232.86,225.38,232.74,21.570748668768,2426500,0.0,1.0
2010-02-26,222.98,225.14,221.06,224.37,20.7950024869446,1094700,0.0,1.0
2010-02-25,219.55,223.155,216.43,221.49,20.528079069543,1989600,0.0,1.0
2010-02-24,222.02,223.11,219.0,221.75,20.5521763225028,1519000,0.0,1.0
2010-02-23,223.22,223.69,219.37,222.02,20.5772003928842,1651700,0.0,1.0
2010-02-22,222.84,226.95,222.84,224.24,20.7829538604647,1085600,0.0,1.0
2010-02-19,221.92,223.89,219.6,222.63,20.6337362555978,1762000,0.0,1.0
2010-02-18,224.3,224.3,221.61,222.0,20.5753467580412,1728100,0.0,1.0
2010-02-17,225.6,226.05,223.43,224.83,20.8376360883351,1250000,0.0,1.0
2010-02-16,226.6,228.17,224.5,225.3,20.8811965071472,1756800,0.0,1.0
2010-02-12,227.75,227.75,224.65,225.48,20.8978792207348,1483800,0.0,1.0
2010-02-11,226.9,229.29,224.82,229.0,21.2241189531145,1222100,0.0,1.0
2010-02-10,221.7,227.86,221.7,226.9,21.0294872945925,1832600,0.0,1.0
2010-02-09,228.6,228.65,223.0,223.45,20.7097352841635,1648600,0.0,1.0
2010-02-08,221.0,228.46,220.17,226.4,20.9831464235159,2816500,0.0,1.0
2010-02-05,225.4,225.4,217.15,220.74,20.458567762928,5813600,0.0,1.0
2010-02-04,234.34,235.53,220.89,222.11,20.585541749678,10838000,0.0,1.0
2010-02-03,252.45,254.0,247.06,247.58,22.9461457223236,1796100,0.0,1.0
2010-02-02,256.2,256.3,251.81,252.56,23.4077007982472,1340400,0.0,1.0
2010-02-01,251.13,256.51,251.09,253.42,23.4874070964991,932900,0.0,1.0
2010-01-29,251.16,255.1438,249.09,249.9,23.1611673641193,1504200,0.0,1.0
2010-01-28,256.3,257.95,245.83,249.45,23.1194605801503,1612000,0.0,1.0
2010-01-27,249.68,256.43,248.35,256.33,23.7571109661653,1006600,0.0,1.0
2010-01-26,252.02,253.13,248.05,248.61,23.0416079167415,1119400,0.0,1.0
2010-01-25,253.4,254.23,248.49,252.45,23.3975058066103,1081100,0.0,1.0
2010-01-22,257.39,260.99,251.08,251.81,23.3381894916322,1325100,0.0,1.0
2010-01-21,263.55,267.0,256.11,258.51,23.9591571640596,1413100,0.0,1.0
2010-01-20,263.01,266.15,262.2,263.39,24.4114440657679,1021100,0.0,1.0
2010-01-19,262.5,269.88,261.7,264.75,24.5374912350964,1463300,0.0,1.0
2010-01-15,261.81,265.88,260.55,262.65,24.3428595765744,1941900,0.0,1.0
2010-01-14,256.25,261.84,254.5,260.48,24.1417401961017,1243300,0.0,1.0
2010-01-13,251.81,256.24,249.66,256.15,23.7404282525777,858500,0.0,1.0
2010-01-12,249.59,252.9385,248.56,249.66,23.1389237460025,859500,0.0,1.0
2010-01-11,254.57,255.364,247.88,249.8,23.151899189904,1117100,0.0,1.0
2010-01-08,252.33,254.92,251.7,253.98,23.5393088721049,863500,0.0,1.0
2010-01-07,253.4,254.06,250.98,253.89,23.5309675153111,1127300,0.0,1.0
2010-01-06,256.24,256.24,252.5,255.56,23.6857460247072,1078500,0.15,1.0
2010-01-05,257.84,257.96,253.05,256.08,23.7200181534043,1290600,0.0,1.0
2010-01-04,257.99,258.2,256.07,256.84,23.7904149582957,932100,0.0,1.0
2009-12-31,258.63,258.63,254.8,255.98,23.7107554159186,989800,0.0,1.0
2009-12-30,258.39,258.71,256.8,257.98,23.8960101656328,415600,0.0,1.0
2009-12-29,257.7,259.0,257.06,258.36,23.9312085680785,610600,0.0,1.0
2009-12-28,255.9,257.45,253.0,256.98,23.8033827907757,709500,0.0,1.0
2009-12-24,254.58,256.9,254.5,255.42,23.6588840859987,275200,0.0,1.0
2009-12-23,256.0,257.6,253.83,255.32,23.649621348513,819800,0.0,1.0
2009-12-22,255.83,258.15,254.99,255.62,23.6774095609701,846200,0.0,1.0
2009-12-21,256.0,256.5,253.71,255.36,23.6533264435072,922500,0.0,1.0
2009-12-18,249.25,255.72,248.86,254.84,23.6051602085816,2507600,0.0,1.0
2009-12-17,245.45,248.9,245.0,247.75,22.9484321208448,1283400,0.0,1.0
2009-12-16,245.41,247.68,245.01,246.4,22.8233851647877,1384200,0.0,1.0
2009-12-15,246.79,249.64,244.72,245.55,22.7446518961592,1515000,0.0,1.0
2009-12-14,247.0,247.76,242.39,247.48,22.9234227296333,1255500,0.0,1.0
2009-12-11,245.83,246.0,243.6,243.94,22.5955218226392,844900,0.0,1.0
2009-12-10,244.69,245.47,241.97,244.12,22.6121947501135,974900,0.0,1.0
2009-12-09,237.85,243.26,237.45,242.94,22.5028944477821,922300,0.0,1.0
2009-12-08,238.0,239.72,236.69,238.61,22.1018179146509,694000,0.0,1.0
2009-12-07,239.5,242.49,237.55,238.94,22.1323849483538,763200,0.0,1.0
2009-12-04,240.0,243.16,235.51,241.33,22.3537643742622,1431900,0.0,1.0
2009-12-03,243.83,244.76,235.41,236.16,21.8748808462511,1207700,0.0,1.0
2009-12-02,242.23,246.8885,241.91,242.42,22.4547282128565,1397900,0.0,1.0
2009-12-01,241.95,243.97,240.86,242.99,22.507525816525,1380500,0.0,1.0
2009-11-30,236.95,240.86,236.08,240.86,22.3102295080794,1392100,0.0,1.0
2009-11-27,234.52,238.4,234.5,235.59,21.8220832425825,648100,0.0,1.0
2009-11-25,238.46,240.58,237.62,239.84,22.2157495857252,1167700,0.0,1.0
2009-11-24,236.85,238.13,234.02,237.65,22.0128956347881,1048300,0.0,1.0
2009-11-23,233.49,236.29,232.79,236.19,21.8776596674968,1315200,0.0,1.0
2009-11-20,229.74,231.74,228.44,231.16,21.4117439719656,1811900,0.0,1.0
2009-11-19,225.77,235.96,222.87,230.09,21.3126326808685,4395700,0.0,1.0
2009-11-18,230.05,231.9264,225.91,227.28,21.0523497575201,2071700,0.0,1.0
2009-11-17,229.75,231.45,229.14,231.0,21.3969235919885,1889400,0.0,1.0
2009-11-16,236.43,236.75,228.92,230.8,21.378398117017,2659100,0.0,1.0
2009-11-13,237.6,238.5,232.64,234.72,21.7414974264568,1493600,0.0,1.0
2009-11-12,237.49,241.65,235.62,236.89,21.9424988298967,1381400,0.0,1.0
2009-11-11,239.03,242.83,236.41,237.9,22.0360524785024,1728400,0.0,1.0
2009-11-10,241.38,241.5,237.46,238.67,22.1073755571424,1992100,0.0,1.0
2009-11-09,238.5,242.93,235.0,242.19,22.4334239166393,2781800,0.0,1.0
2009-11-06,227.76,237.18,227.28,236.9,21.9434251036453,2483400,0.0,1.0
2009-11-05,228.0,230.26,224.54,230.25,21.3274530608456,1881200,0.0,1.0
2009-11-04,220.11,228.79,220.11,224.98,20.8393067953488,3479500,0.0,1.0
2009-11-03,224.98,226.15,209.57,219.2,20.3039205686748,5784400,0.0,1.0
2009-11-02,219.02,225.56,218.51,222.65,20.6234850119317,2258600,0.0,1.0
2009-10-30,225.68,226.4,218.0,219.02,20.2872476412005,2553400,0.0,1.0
2009-10-29,223.48,228.8,222.67,227.92,21.1116312774286,1753500,0.0,1.0
2009-10-28,221.9,228.9,219.53,220.5,20.424336155989,3007300,0.0,1.0
2009-10-27,221.06,223.19,219.18,220.55,20.4289675247318,1965300,0.0,1.0
2009-10-26,230.65,231.394,220.75,220.75,20.4474929997033,1832700,0.0,1.0
2009-10-23,231.29,232.25,227.37,229.96,21.3005911221371,1565100,0.0,1.0
2009-10-22,226.5,229.48,223.51,229.28,21.2376045072343,1103400,0.0,1.0
2009-10-21,223.34,232.16,223.34,225.67,20.9032196840002,1461300,0.0,1.0
2009-10-20,227.17,227.17,223.07,225.0,20.8411593428459,845400,0.0,1.0
2009-10-19,224.0,226.1,221.8709,225.6,20.8967357677602,932500,0.0,1.0
2009-10-16,223.8,225.91,221.7975,223.87,20.7364904092574,1300500,0.0,1.0
2009-10-15,217.5,227.23,216.92,225.36,20.8745051977945,2436800,0.0,1.0
2009-10-14,220.99,221.95,216.53,219.48,20.3298562336347,1860400,0.0,1.0
2009-10-13,215.82,218.27,214.14,217.36,20.1334861989377,1162900,0.0,1.0
2009-10-12,218.56,220.0,214.29,216.0,20.0075129691321,1379700,0.0,1.0
2009-10-09,211.0,214.83,210.24,214.42,19.8611617168579,1385200,0.0,1.0
2009-10-08,210.89,215.45,210.0,210.96,19.5406709998523,2342500,0.0,1.0
2009-10-07,201.12,211.5,200.82,210.9,19.5351133573609,3257100,0.15,1.0
2009-10-06,202.94,203.85,199.91,200.6,18.5678452475081,1878700,0.0,1.0
2009-10-05,200.51,201.7,197.8515,200.53,18.5613659395953,2002600,0.0,1.0
2009-10-02,197.16,200.0,196.95,199.69,18.4836142446406,1882400,0.0,1.0
2009-10-01,202.07,203.93,199.16,199.41,18.457697012989,1807100,0.0,1.0
2009-09-30,208.58,208.59,201.1,202.15,18.7113156370078,2455500,0.0,1.0
2009-09-29,209.45,212.87,205.85,206.74,19.1361731130101,2233600,0.0,1.0
2009-09-28,205.37,209.58,204.23,208.14,19.2657592712679,1945400,0.0,1.0
2009-09-25,214.35,214.35,204.06,204.7,18.9473475681202,4169600,0.0,1.0
2009-09-24,219.6,219.74,214.18,214.94,19.8951777542343,1556700,0.0,1.0
2009-09-23,225.82,225.82,219.15,219.39,20.3070766144108,1409700,0.0,1.0
2009-09-22,224.78,225.0,221.89,224.58,20.7874710153808,1180400,0.0,1.0
2009-09-21,222.91,225.83,221.72,222.62,20.6060503938199,1317600,0.0,1.0
2009-09-18,221.8,223.57,217.55,223.57,20.6939838583519,5383200,0.0,1.0
2009-09-17,219.84,221.52,218.3,220.2,20.3820514631171,1321500,0.0,1.0
2009-09-16,214.96,221.36,214.1,219.76,20.3413243848075,1998900,0.0,1.0
2009-09-15,208.965,215.64,208.38,214.03,19.8109467513667,2263300,0.0,1.0
2009-09-14,207.45,208.48,206.325,207.99,19.251875040026,1392800,0.0,1.0
2009-09-11,212.88,212.88,208.41,208.81,19.3277755041484,1186800,0.0,1.0
2009-09-10,209.99,212.11,209.26,211.6,19.5860222052479,905300,0.0,1.0
2009-09-09,209.37,211.69,207.25,210.31,19.4666178165675,1879600,0.0,1.0
2009-09-08,208.1,209.31,206.0,207.45,19.2018918075552,994100,0.0,1.0
2009-09-04,203.45,206.9,203.051,206.05,19.0723056492974,849100,0.0,1.0
2009-09-03,202.45,204.81,201.14,203.4,18.8270175640237,1511500,0.0,1.0
2009-09-02,200.0,202.53,199.05,200.45,18.5539610162662,892200,0.0,1.0
2009-09-01,201.69,207.18,200.67,200.67,18.574324555421,1662800,0.0,1.0
2009-08-31,202.08,203.22,199.6,202.63,18.7557451769819,1409300,0.0,1.0
2009-08-28,207.8,208.15,203.31,203.57,18.8427530260979,1035500,0.0,1.0
2009-08-27,206.5,206.89,203.0,206.6,19.1232144971844,897300,0.0,1.0
2009-08-26,208.15,208.15,204.2,206.69,19.1315450359295,1291600,0.0,1.0
2009-08-25,206.89,211.1,206.28,208.93,19.338882889142,1485600,0.0,1.0
2009-08-24,208.05,209.78,203.16,204.23,18.9038436435623,1175800,0.0,1.0
2009-08-21,205.03,208.07,202.24,207.25,19.1833794992326,1544500,0.0,1.0
2009-08-20,196.41,203.19,196.27,203.02,18.7918441782109,1072000,0.0,1.0
2009-08-19,196.93,198.22,195.35,197.3,18.2623921601862,942400,0.0,1.0
2009-08-18,196.85,199.17,196.85,198.17,18.3429207013893,673000,0.0,1.0
2009-08-17,196.0,199.91,195.94,195.94,18.136508463593,1290400,0.0,1.0
2009-08-14,203.88,206.23,201.56,202.61,18.7538939461497,1157200,0.0,1.0
2009-08-13,204.57,206.9399,203.48,203.97,18.879777642743,1486300,0.0,1.0
2009-08-12,201.2,205.48,200.3,204.32,18.9121741823074,1199300,0.0,1.0
2009-08-11,201.99,204.45,201.45,202.69,18.7612988694787,1314700,0.0,1.0
2009-08-10,204.79,204.9,201.01,202.34,18.7289023299142,784800,0.0,1.0
2009-08-07,203.83,206.0,203.07,204.34,18.9140254131397,1173900,0.0,1.0
2009-08-06,202.75,204.41,200.6,201.48,18.6492994041273,1621100,0.0,1.0
2009-08-05,203.1,204.0,200.0,202.98,18.7881417165464,1248900,0.0,1.0
2009-08-04,198.52,203.11,197.51,203.1,18.7992491015399,1590400,0.0,1.0
2009-08-03,196.21,200.86,195.51,200.66,18.5733989400049,1759900,0.0,1.0
2009-07-31,194.31,197.88,192.46,194.03,17.9597159191127,3083900,0.0,1.0
2009-07-30,205.98,209.27,193.88,194.11,17.9671208424417,6801300,0.0,1.0
2009-07-29,185.53,188.67,184.38,188.55,17.4524786710751,1807000,0.0,1.0
2009-07-28,188.94,188.94,185.57,186.94,17.3034545890786,1516200,0.0,1.0
2009-07-27,187.94,193.0,187.35,189.13,17.5061643652104,2534300,0.0,1.0
2009-07-24,184.13,189.1,183.87,185.47,17.167389122908,2019400,0.0,1.0
2009-07-23,182.59,186.57,180.86,185.87,17.204413739553,1508400,0.0,1.0
2009-07-22,179.01,182.55,178.0,181.48,16.7980685718733,1290700,0.0,1.0
2009-07-21,182.06,183.0,179.42,180.94,16.7480853394024,1449400,0.0,1.0
2009-07-20,180.52,185.4203,180.1,181.42,16.7925148793765,3059700,0.0,1.0
2009-07-17,179.04,181.25,178.29,179.84,16.6462676436284,1701500,0.0,1.0
2009-07-16,171.49,180.76,171.48,178.27,16.5009460232965,2844100,0.0,1.0
2009-07-15,167.28,172.69,166.7,172.37,15.9548329277816,2132000,0.0,1.0
2009-07-14,165.31,166.22,163.48,165.93,15.3587365997957,792300,0.0,1.0
2009-07-13,160.56,165.52,160.49,165.52,15.3207863677345,1527500,0.0,1.0
2009-07-10,160.59,162.4,158.57,160.56,14.8616811213355,1330600,0.0,1.0
2009-07-09,161.83,162.94,159.38,162.8,15.069018974548,1441100,0.0,1.0
2009-07-08,160.91,164.38,159.94,160.7,14.8746397371613,2446600,0.15,1.0
2009-07-07,166.9,167.195,160.8,161.0,14.888511020721,2385400,0.0,1.0
2009-07-06,165.0,167.37,164.97,166.81,15.4257920705992,1497700,0.0,1.0
2009-07-02,162.53,168.14,162.53,166.25,15.3740059453097,1884400,0.0,1.0
2009-07-01,167.48,169.25,165.4,165.84,15.3360911035799,1443600,0.0,1.0
2009-06-30,169.0,169.0,165.52,167.31,15.4720296824648,1126100,0.0,1.0
2009-06-29,169.49,169.49,165.51,168.15,15.549708870399,1467300,0.0,1.0
2009-06-26,164.04,168.91,163.32,168.91,15.6199900404347,2075800,0.0,1.0
2009-06-25,161.495,166.23,159.18,164.28,15.1918297545593,3604400,0.0,1.0
2009-06-24,161.3,162.59,159.75,161.06,14.8940595341449,1709300,0.0,1.0
2009-06-23,157.0,160.85,155.51,160.13,14.8080575760749,2109900,0.0,1.0
2009-06-22,161.15,163.21,156.78,156.78,14.4982655765754,2044800,0.0,1.0
2009-06-19,163.67,163.67,160.17,161.35,14.9208773490269,3214600,0.0,1.0
2009-06-18,163.21,165.16,162.11,163.39,15.1095268054385,1587500,0.0,1.0
2009-06-17,162.87,166.88,162.86,164.26,15.1899802500847,2563500,0.0,1.0
2009-06-16,167.73,168.23,162.64,163.56,15.1252475934728,2684000,0.0,1.0
2009-06-15,165.25,168.39,164.06,166.47,15.3943504945306,1731100,0.0,1.0
2009-06-12,169.005,169.95,165.8,167.06,15.448910876532,2540800,0.0,1.0
2009-06-11,174.92,175.35,169.13,169.95,15.7161642731151,4856000,0.0,1.0
2009-06-10,169.93,175.88,169.28,173.6,16.0536988397339,5882100,0.0,1.0
2009-06-09,166.03,169.83,164.4001,168.18,15.5524831271109,2755200,0.0,1.0
2009-06-08,166.31,168.27,164.55,165.97,15.348112882665,1560300,0.0,1.0
2009-06-05,170.72,171.29,166.13,167.68,15.5062455152453,2960000,0.0,1.0
2009-06-04,167.75,171.86,165.26,168.4,15.5728276763318,4680200,0.0,1.0
2009-06-03,167.83,168.64,162.25,167.51,15.490524727211,2435500,0.0,1.0
2009-06-02,173.12,174.1,168.2,168.39,15.5719029240945,2395800,0.0,1.0
2009-06-01,177.5,179.0,171.71,173.73,16.065720618819,2351400,0.0,1.0
2009-05-29,171.7,176.33,170.11,176.33,16.3061562005201,1501300,0.0,1.0
2009-05-28,168.75,172.53,168.01,172.11,15.9159107563745,1654800,0.0,1.0
2009-05-27,169.0,172.12,166.66,167.38,15.478502948126,1987100,0.0,1.0
2009-05-26,167.0,170.07,165.27,168.61,15.5922474733153,2291600,0.0,1.0
2009-05-22,168.35,171.69,167.39,168.36,15.5691286673825,2255400,0.0,1.0
2009-05-21,168.77,172.82,168.0,171.69,15.8770711624074,2022000,0.0,1.0
2009-05-20,168.94,176.49,168.16,169.63,15.6865722015211,5852400,0.0,1.0
2009-05-19,172.34,172.34,166.45,166.73,15.4183940527007,3226200,0.0,1.0
2009-05-18,174.66,175.0,171.26,173.4,16.0352037949877,2628200,0.0,1.0
2009-05-15,172.76,173.9199,170.05,173.13,16.0102354845803,1949800,0.0,1.0
2009-05-14,170.0,173.83,169.22,173.35,16.0305800338011,2690700,0.0,1.0
2009-05-13,174.0,176.26,170.5,170.76,15.7910692043374,3740600,0.0,1.0
2009-05-12,182.49,182.95,177.16,178.2,16.4790848688974,2048000,0.0,1.0
2009-05-11,181.6,184.69,179.25,180.98,16.7361659908701,2022900,0.0,1.0
2009-05-08,182.8,185.08,181.34,185.08,17.115314408168,2153800,0.0,1.0
2009-05-07,184.99,186.7525,180.25,180.78,16.7176709461239,2813800,0.0,1.0
2009-05-06,184.52,185.36,179.87,183.43,16.9627302890115,3273900,0.0,1.0
2009-05-05,176.07,183.41,175.46,183.41,16.9608807845369,4375900,0.0,1.0
2009-05-04,176.75,179.22,171.67,178.99,16.552140295645,4389600,0.0,1.0
2009-05-01,175.51,176.0,163.64,172.9,15.9889661831221,10920500,0.0,1.0
2009-04-30,180.89,188.77,180.35,183.45,16.9645797934861,6987200,0.0,1.0
2009-04-29,170.38,178.21,168.17,178.21,16.4800096211347,4592200,0.0,1.0
2009-04-28,164.37,170.76,162.7,167.54,15.4932989839229,2551500,0.0,1.0
2009-04-27,168.16,172.0,165.36,165.55,15.3092732886979,3218300,0.0,1.0
2009-04-24,168.49,173.1,164.62,173.09,16.006536475631,3901200,0.0,1.0
2009-04-23,162.2,165.37,158.8,165.25,15.2815307215785,3229500,0.0,1.0
2009-04-22,161.13,165.0,159.5601,160.77,14.8672417192628,3161500,0.0,1.0
2009-04-21,150.48,164.37,149.34,164.37,15.2001525246951,4572000,0.0,1.0
2009-04-20,159.76,161.67,151.85,151.85,14.0423627235806,3613600,0.0,1.0
2009-04-17,162.2,164.98,157.66,163.06,15.0790099816072,4052600,0.0,1.0
2009-04-16,161.0,163.37,157.9,161.7,14.9532436773328,3933400,0.0,1.0
2009-04-15,167.19,167.2,160.98,165.46,15.3009505185621,3496700,0.0,1.0
2009-04-14,175.0,175.0,166.0,166.1,15.36013466175,3381800,0.0,1.0
2009-04-13,170.1,176.62,168.96,176.06,16.2811878901127,2699700,0.0,1.0
2009-04-09,170.88,172.61,167.79,172.46,15.9482770846804,2768800,0.0,1.0
2009-04-08,167.95,167.95,163.8,167.33,15.4738791869394,1751200,0.15,1.0
2009-04-07,169.58,170.98,165.76,165.76,15.3149642585806,2615200,0.0,1.0
2009-04-06,171.6,177.45,168.27,171.53,15.8480684077843,4360500,0.0,1.0
2009-04-03,165.0,174.05,164.0,174.05,16.08089725631,3630300,0.0,1.0
2009-04-02,163.0,167.56,162.11,165.66,15.3057250185597,3961000,0.0,1.0
2009-04-01,163.39,163.75,157.15,160.08,14.7901754253956,5088900,0.0,1.0
2009-03-31,164.0,168.36,163.05,167.48,15.4738791869394,3189700,0.0,1.0
2009-03-30,164.34,167.19,162.07,163.05,15.0645808540152,2233000,0.0,1.0
2009-03-27,165.39,169.88,164.57,167.47,15.4729552629373,1836000,0.0,1.0
2009-03-26,166.95,171.41,164.93,169.88,15.6956209474401,3650700,0.0,1.0
2009-03-25,161.83,165.0,159.81,164.53,15.201321606324,3178800,0.0,1.0
2009-03-24,160.14,167.59,159.11,162.88,15.0488741459798,3156400,0.0,1.0
2009-03-23,158.5,162.94,155.71,162.89,15.0497980699818,2353500,0.0,1.0
2009-03-20,155.31,156.99,152.84,155.53,14.3697900044464,2470800,0.0,1.0
2009-03-19,163.47,165.28,153.29,154.1,14.2376688721481,3365800,0.0,1.0
2009-03-18,159.98,161.17,157.59,159.75,14.7596859333268,2808100,0.0,1.0
2009-03-17,153.39,162.47,152.51,162.38,15.0026779458754,2973700,0.0,1.0
2009-03-16,160.0,161.82,153.32,153.69,14.1997879880626,2205500,0.0,1.0
2009-03-13,158.0,160.23,154.5,158.31,14.6266408770264,2933500,0.0,1.0
2009-03-12,147.91,157.96,145.43,157.07,14.5120743007677,3367300,0.0,1.0
2009-03-11,150.23,150.23,142.82,147.84,13.6592924468421,2450500,0.0,1.0
2009-03-10,144.1,149.04,143.51,148.48,13.7184235829757,3908700,0.0,1.0
2009-03-09,140.25,146.0,139.56,142.44,13.1603734857156,2271900,0.0,1.0
2009-03-06,148.0,148.29,139.16,142.44,13.1603734857156,3759500,0.0,1.0
2009-03-05,147.77,154.14,145.18,146.92,13.5742914386502,3880400,0.0,1.0
2009-03-04,154.1,155.8,146.4,150.48,13.9032083833929,3955300,0.0,1.0
2009-03-03,152.8,154.97,147.79,151.01,13.9521763555035,3727400,0.0,1.0
2009-03-02,154.77,158.7,149.1,150.63,13.9170672434242,4141100,0.0,1.0
2009-02-27,151.76,162.53,151.76,158.03,14.600771004968,4544500,0.0,1.0
2009-02-26,164.5,164.5,155.0,155.7,14.3854967124819,4694400,0.0,1.0
2009-02-25,159.75,165.96,157.43,162.57,15.0202325019151,5281900,0.0,1.0
2009-02-24,153.0,161.75,151.43,161.27,14.9001223816439,4590500,0.0,1.0
2009-02-23,160.5,162.41,151.22,152.58,14.097232423831,2935600,0.0,1.0
2009-02-20,151.36,159.38,150.43,158.01,14.5989231569638,3307400,0.0,1.0
2009-02-19,160.75,162.0,154.23,154.55,14.279245452242,2985200,0.0,1.0
2009-02-18,157.04,160.5,153.7,159.04,14.6940873291787,3137300,0.0,1.0
2009-02-17,158.0,159.46,152.66,155.09,14.3291373483546,4649800,0.0,1.0
2009-02-13,163.49,168.88,161.86,161.9,14.9583295937753,4451600,0.0,1.0
2009-02-12,161.22,162.15,155.15,161.8,14.9490903537544,3954000,0.0,1.0
2009-02-11,159.99,164.0,156.73,163.98,15.1505057862092,2705600,0.0,1.0
2009-02-10,161.5,165.77,157.15,157.97,14.5952274609554,2710700,0.0,1.0
2009-02-09,162.24,163.26,157.5,162.02,14.9694166818003,3323800,0.0,1.0
2009-02-06,160.56,164.63,156.57,162.5,15.0137650339005,6428500,0.0,1.0
2009-02-05,147.19,160.39,145.73,159.84,14.7680012493456,9488500,0.0,1.0
2009-02-04,141.49,143.48,139.0,140.15,12.9487948892379,2943200,0.0,1.0
2009-02-03,138.01,141.66,136.6,139.7,12.907218309144,2890100,0.0,1.0
2009-02-02,133.61,138.57,130.27,136.98,12.6559109805765,1996200,0.0,1.0
2009-01-30,132.36,139.55,132.13,135.78,12.5450401003262,3733700,0.0,1.0
2009-01-29,130.78,132.13,128.5,129.09,11.9269349429305,1777700,0.0,1.0
2009-01-28,132.56,135.05,131.33,133.66,12.3491682118839,2734200,0.0,1.0
2009-01-27,126.01,129.49,125.46,126.76,11.7116606504445,2176800,0.0,1.0
2009-01-26,124.44,128.67,121.56,123.12,11.3753523136851,2385600,0.0,1.0
2009-01-23,121.89,127.55,120.14,125.45,11.5906266061712,3438300,0.0,1.0
2009-01-22,128.04,131.5,125.43,128.85,11.9047607668805,2248600,0.0,1.0
2009-01-21,121.0,132.38,121.0,132.1,12.2050360675585,5300200,0.0,1.0
2009-01-20,126.19,127.4,117.06,119.18,11.0113262568631,5560900,0.0,1.0
2009-01-16,130.3,131.0,120.16,128.22,11.846553554749,7129800,0.0,1.0
2009-01-15,144.02,144.75,128.56,130.3,12.038729747183,8042600,0.0,1.0
2009-01-14,147.57,148.5,139.07,145.3,13.4246157503122,4844200,0.0,1.0
2009-01-13,146.38,151.31,145.5,150.44,13.8995126873845,1930700,0.0,1.0
2009-01-12,147.73,151.62,145.89,148.04,13.6777709268839,2068700,0.0,1.0
2009-01-09,153.5,153.65,147.29,150.04,13.8625557273011,2003600,0.0,1.0
2009-01-08,150.96,152.96,148.36,152.78,14.1157109038727,2284100,0.0,1.0
2009-01-07,158.1,160.61,149.11,152.07,14.0501122997246,3953700,0.15,1.0
2009-01-06,156.26,165.0,155.29,162.02,14.9546655814044,4335700,0.0,1.0
2009-01-05,149.55,156.84,149.03,153.26,14.146105709209,2471900,0.0,1.0
2009-01-02,144.1,150.7,142.73,149.78,13.8248969928574,2231100,0.0,1.0
2008-12-31,139.48,144.91,137.54,142.93,13.1926327092342,1930700,0.0,1.0
2008-12-30,139.35,139.9,135.08,139.09,12.8381955049842,1806300,0.0,1.0
2008-12-29,140.02,141.83,136.01,139.34,12.8612708438026,1781100,0.0,1.0
2008-12-26,142.77,142.77,139.21,140.93,13.0080299986873,705700,0.0,1.0
2008-12-24,141.4,142.99,140.01,142.23,13.1280217605428,313300,0.0,1.0
2008-12-23,144.61,144.99,140.14,141.62,13.071717933826,1501400,0.0,1.0
2008-12-22,152.98,152.98,142.41,145.2,13.402156785705,1952900,0.0,1.0
2008-12-19,153.42,153.49,146.97,152.34,14.0611884623574,2809900,0.0,1.0
