,CMP_Open,CMP_High,CMP_Low,CMP_Close,CMP_Adj Close,CMP_Volume,CMP_Dividend Amount,CMP_Split Coefficient
2013-01-25,72.32,72.39,71.86,72.15,48.5593527101148,276400,0.0,1.0
2013-01-24,72.26,72.57,71.91,72.1,48.525701045035,403200,0.0,1.0
2013-01-23,72.34,72.68,72.0,72.12,48.5391617110669,246400,0.0,1.0
2013-01-22,72.64,72.85,72.56,72.73,48.9497120250402,166300,0.0,1.0
2013-01-18,72.47,73.0,72.265,72.52,48.8083750317051,161000,0.0,1.0
2013-01-17,72.83,72.89,72.3,72.53,48.8151053647211,200000,0.0,1.0
2013-01-16,72.73,73.2499,72.46,72.93,49.0843186853593,200200,0.0,1.0
2013-01-15,72.14,73.25,72.001,72.81,49.0035546891678,227500,0.0,1.0
2013-01-14,73.26,73.57,72.49,72.7,48.9295210259923,262800,0.0,1.0
2013-01-11,73.97,74.14,73.1,73.45,49.4342960021889,265400,0.0,1.0
2013-01-10,76.05,76.2,72.5,74.16,49.9121496463217,374500,0.0,1.0
2013-01-09,75.46,76.36,75.14,76.21,51.2918679145925,131400,0.0,1.0
2013-01-08,76.84,77.04,74.75,75.6,50.8813176006192,227400,0.0,1.0
2013-01-07,77.47,77.86,77.04,77.08,51.8774068869806,200300,0.0,1.0
2013-01-04,77.25,77.96,76.98,77.73,52.3148785330176,163400,0.0,1.0
2013-01-03,76.4,77.25,76.35,77.06,51.8639462209487,189800,0.0,1.0
2013-01-02,75.98,76.65,75.2,76.5,51.4870475720552,267400,0.0,1.0
2012-12-31,75.03,75.51,74.21,74.71,50.2823179621992,265100,0.0,1.0
2012-12-28,75.57,75.97,75.13,75.18,50.5986436139491,102000,0.0,1.0
2012-12-27,76.0,76.18,74.99,76.05,51.1841825863372,148400,0.0,1.0
2012-12-26,76.34,76.36,75.76,76.07,51.1976432523691,218200,0.0,1.0
2012-12-24,75.7,76.14,74.8615,76.02,51.1639915872893,91400,0.0,1.0
2012-12-21,75.81,76.86,75.42,75.56,50.8543962685554,650500,0.0,1.0
2012-12-20,76.24,76.93,75.87,76.37,51.3995532428478,190600,0.0,1.0
2012-12-19,76.12,76.34,75.73,75.92,51.0966882571298,188300,0.0,1.0
2012-12-18,75.18,75.82,74.85,75.71,50.9553512637947,221900,0.0,1.0
2012-12-17,74.4,75.75,74.32,75.01,50.4842279526779,296800,0.0,1.0
2012-12-14,75.65,75.87,73.48,74.42,50.0871383047366,319700,0.0,1.0
2012-12-13,76.31,76.57,75.35,75.68,50.9351602647469,85400,0.0,1.0
2012-12-12,77.3,77.3,76.1001,76.2,51.2851375815765,119100,0.0,1.0
2012-12-11,77.62,77.95,76.75,77.0,51.8235642228529,154300,0.0,1.0
2012-12-10,76.33,77.49,76.02,77.36,52.0658562114273,96000,0.0,1.0
2012-12-07,76.42,76.76,76.02,76.17,51.2649465825287,124000,0.0,1.0
2012-12-06,76.0,76.48,75.76,76.36,51.3928229098318,98400,0.0,1.0
2012-12-05,75.69,76.39,75.2,76.05,51.1841825863372,95800,0.0,1.0
2012-12-04,75.54,76.36,75.27,75.31,50.6861379431565,149100,0.0,1.0
2012-12-03,76.55,76.55,75.3,75.49,50.8072839374437,166400,0.0,1.0
2012-11-30,77.31,77.6,75.88,76.4,51.4197442418956,222200,0.0,1.0
2012-11-29,77.31,77.56,76.4,77.42,52.106238209523,124400,0.0,1.0
2012-11-28,76.88,77.5,76.3,77.15,51.9245192180923,152400,0.495,1.0
2012-11-27,78.31,78.83,77.42,77.7,51.9613000611214,180500,0.0,1.0
2012-11-26,78.07,78.83,77.92,78.31,52.3692330474442,201700,0.0,1.0
2012-11-23,77.3,78.37,77.3,78.07,52.2087348233172,72100,0.0,1.0
2012-11-21,77.47,77.74,77.06,77.34,51.7205527249308,65800,0.0,1.0
2012-11-20,76.31,77.95,75.92,77.16,51.6001790568356,315700,0.0,1.0
2012-11-19,75.29,76.64,75.0,76.63,51.2457454785551,177900,0.0,1.0
2012-11-16,74.31,75.51,73.75,74.77,50.0018842415707,117300,0.0,1.0
2012-11-15,74.57,75.67,73.7,74.2,49.620700959269,193400,0.0,1.0
2012-11-14,75.65,75.816,74.51,74.74,49.9818219635548,189600,0.0,1.0
2012-11-13,76.11,77.13,75.47,75.99,50.8177502142164,177200,0.0,1.0
2012-11-12,78.25,78.25,76.11,76.5,51.1588089404863,145800,0.0,1.0
2012-11-09,77.78,79.73,77.78,78.16,52.2689216573648,378200,0.0,1.0
2012-11-08,77.91,78.43,77.49,77.92,52.1084234332378,114300,0.0,1.0
2012-11-07,78.18,78.6,76.83,78.02,52.1752976932907,157700,0.0,1.0
2012-11-06,78.37,79.6,78.37,78.84,52.7236666257247,152500,0.0,1.0
2012-11-05,77.51,78.34,77.28,78.05,52.1953599713066,126300,0.0,1.0
2012-11-02,81.13,81.13,77.37,77.87,52.0749863032113,312500,0.0,1.0
2012-11-01,78.52,80.74,78.19,80.65,53.9340907326826,277400,0.0,1.0
2012-10-31,77.58,80.0,77.48,78.85,52.73035405173,188600,0.0,1.0
2012-10-26,77.84,78.5299,76.89,77.0,51.4931802407509,128900,0.0,1.0
2012-10-25,76.36,78.03,76.22,77.63,51.9144880790843,121100,0.0,1.0
2012-10-24,76.79,77.39,75.85,75.92,50.7709382321793,167500,0.0,1.0
2012-10-23,77.1,77.37,76.24,76.63,51.2457454785551,186700,0.0,1.0
2012-10-22,77.76,77.97,77.03,77.97,52.1418605632643,159300,0.0,1.0
2012-10-19,77.45,77.87,76.37,77.27,51.6737407428938,255700,0.0,1.0
2012-10-18,78.14,78.27,77.0,77.44,51.7874269849838,273100,0.0,1.0
2012-10-17,77.59,78.56,76.87,77.88,52.0816737292166,216200,0.0,1.0
2012-10-16,77.48,78.0,76.75,77.61,51.9011132270737,238700,0.0,1.0
2012-10-15,76.74,77.85,76.04,77.33,51.7138652989255,97800,0.0,1.0
2012-10-12,77.44,77.44,76.17,76.62,51.2390580525498,100300,0.0,1.0
2012-10-11,76.93,77.729,76.64,77.36,51.7339275769414,220300,0.0,1.0
2012-10-10,75.95,76.78,75.92,76.41,51.0986221064386,326800,0.0,1.0
2012-10-09,76.03,76.617,75.73,76.22,50.9715610123381,182800,0.0,1.0
2012-10-08,75.75,76.33,75.07,76.09,50.8846244742693,99100,0.0,1.0
2012-10-05,75.68,76.28,75.56,75.9,50.7575633801687,100500,0.0,1.0
2012-10-04,75.9,76.61,74.77,75.5,50.490066339957,262600,0.0,1.0
2012-10-03,75.73,76.33,74.85,75.68,50.6104400080523,301800,0.0,1.0
2012-10-02,74.41,75.67,74.375,75.52,50.5034411919676,252800,0.0,1.0
2012-10-01,74.81,76.04,74.035,74.57,49.8681357214649,319200,0.0,1.0
2012-09-28,74.13,74.91,74.06,74.59,49.8815105734754,158000,0.0,1.0
2012-09-27,74.65,74.9,73.89,74.59,49.8815105734754,207600,0.0,1.0
2012-09-26,75.85,76.04,74.0,74.41,49.7611369053802,272200,0.0,1.0
2012-09-25,76.72,77.07,75.34,75.92,50.7709382321793,507400,0.0,1.0
2012-09-24,75.98,76.66,75.11,76.46,51.1320592364651,357300,0.0,1.0
2012-09-21,75.84,77.24,75.712,76.47,51.1387466624704,671200,0.0,1.0
2012-09-20,74.07,75.73,73.7,75.63,50.5770028780258,358000,0.0,1.0
2012-09-19,73.15,74.47,72.56,74.28,49.6742003673114,230800,0.0,1.0
2012-09-18,71.91,73.016,71.8,72.84,48.7112110225493,284700,0.0,1.0
2012-09-17,71.69,72.89,71.5,72.29,48.3434025922582,423100,0.0,1.0
2012-09-14,73.05,73.05,71.39,72.13,48.2364037761735,475900,0.0,1.0
2012-09-13,73.01,74.23,72.68,72.81,48.6911487445334,277400,0.0,1.0
2012-09-12,74.08,74.08,72.87,73.32,49.0322074708033,104000,0.0,1.0
2012-09-11,75.85,76.44,72.9,73.86,49.3933284750891,335300,0.0,1.0
2012-09-10,76.09,77.44,75.8,75.86,50.7308136761476,117900,0.0,1.0
2012-09-07,75.1,76.66,75.0624,76.17,50.9381238823116,131100,0.0,1.0
2012-09-06,73.75,75.376,73.61,74.99,50.1490076136871,96900,0.0,1.0
2012-09-05,72.8,73.87,72.22,73.6,49.2194553989515,159400,0.0,1.0
2012-09-04,71.95,72.94,71.522,72.63,48.5707750764381,175000,0.0,1.0
2012-08-31,71.9,72.05,71.22,71.82,48.0290935700095,94100,0.0,1.0
2012-08-30,71.59,71.79,71.2,71.45,47.7816588078137,99900,0.0,1.0
2012-08-29,71.72,72.18,71.53,71.86,48.0558432740306,100400,0.495,1.0
2012-08-28,71.55,72.42,71.34,72.1,47.8864805480977,95100,0.0,1.0
2012-08-27,73.03,73.03,71.62,71.71,47.6274552025532,95000,0.0,1.0
2012-08-24,72.87,73.25,72.33,72.81,48.3580395104992,82400,0.0,1.0
2012-08-23,73.58,73.63,72.72,72.87,48.3978895636599,95900,0.0,1.0
2012-08-22,73.35,74.0,72.82,73.76,48.9889986855435,117200,0.0,1.0
2012-08-21,73.11,74.52,73.11,73.43,48.7698233931597,116000,0.0,1.0
2012-08-20,72.68,73.22,71.88,72.75,48.3181894573385,176400,0.0,1.0
2012-08-17,72.12,72.84,71.9,72.68,48.271697728651,83300,0.0,1.0
2012-08-16,71.54,72.23,71.43,72.13,47.906405574678,158000,0.0,1.0
2012-08-15,71.38,71.76,71.22,71.65,47.5876051493925,62200,0.0,1.0
2012-08-14,72.06,72.26,71.2,71.41,47.4282049367497,100800,0.0,1.0
2012-08-13,72.72,72.72,71.05,71.69,47.6141718514996,83200,0.0,1.0
2012-08-10,72.15,72.75,71.76,72.71,48.2916227552314,182000,0.0,1.0
2012-08-09,72.24,72.95,71.7446,72.23,47.9728223299459,100600,0.0,1.0
2012-08-08,73.24,73.24,71.36,72.03,47.8399888194102,129800,0.0,1.0
2012-08-07,71.94,72.68,71.73,72.47,48.1322225425886,139200,0.0,1.0
2012-08-06,71.77,72.27,71.66,71.77,47.6673052557139,98600,0.0,1.0
2012-08-03,71.92,72.16,71.26,71.81,47.693871957821,177000,0.0,1.0
2012-08-02,70.86,71.7492,70.02,70.82,47.0363460806696,247000,0.0,1.0
2012-08-01,72.565,72.565,71.01,71.23,47.3086547772677,277500,0.0,1.0
2012-07-31,73.29,73.44,71.89,72.34,48.0458807607405,466000,0.0,1.0
2012-07-30,74.34,75.99,74.06,74.58,49.5336160787396,388500,0.0,1.0
2012-07-27,74.35,74.56,73.7401,74.14,49.2413823555612,752400,0.0,1.0
2012-07-26,75.9,75.97,73.94,73.97,49.1284738716059,227000,0.0,1.0
2012-07-25,75.84,75.9,74.72,75.05,49.8457748284984,139500,0.0,1.0
2012-07-24,75.9,75.9,74.79,75.4,50.0782334719357,170800,0.0,1.0
2012-07-23,75.03,76.01,74.55,75.75,50.3106921153731,185100,0.0,1.0
2012-07-20,75.65,76.08,75.37,75.85,50.3771088706409,144000,0.0,1.0
2012-07-19,76.0,76.25,75.425,76.02,50.4900173545962,346800,0.0,1.0
2012-07-18,75.97,76.206,75.75,76.01,50.4833756790694,368700,0.0,1.0
2012-07-17,76.26,76.26,75.18,76.01,50.4833756790694,311900,0.0,1.0
2012-07-16,75.88,76.23,74.93,76.06,50.5165840567033,224000,0.0,1.0
2012-07-13,76.07,76.55,75.86,76.07,50.5232257322301,389900,0.0,1.0
2012-07-12,75.78,76.43,75.39,75.99,50.4700923280159,368400,0.0,1.0
2012-07-11,76.89,77.13,75.66,76.23,50.6294925406586,214500,0.0,1.0
2012-07-10,77.99,78.345,75.58,76.51,50.8154594554085,252100,0.0,1.0
2012-07-09,75.2,77.7,75.2,77.48,51.4597019815064,153600,0.0,1.0
2012-07-06,77.16,77.83,76.98,77.36,51.380001875185,120600,0.0,1.0
2012-07-05,77.21,78.21,76.85,77.81,51.6788772738902,147100,0.0,1.0
2012-07-03,76.22,78.55,75.9401,77.72,51.6191021941491,127000,0.0,1.0
2012-07-02,76.58,76.82,75.6,76.11,50.5497924343372,241400,0.0,1.0
2012-06-29,74.96,76.56,74.96,76.28,50.6627009182925,259300,0.0,1.0
2012-06-28,72.58,73.83,72.36,73.82,49.0288487387042,196500,0.0,1.0
2012-06-27,71.83,73.37,71.65,72.97,48.4643063189277,198300,0.0,1.0
2012-06-26,69.87,72.53,69.87,71.47,47.4680549899104,448600,0.0,1.0
2012-06-25,69.1,70.01,68.75,69.7,46.29247842167,214100,0.0,1.0
2012-06-22,69.71,70.15,69.44,69.7,46.29247842167,319900,0.0,1.0
2012-06-21,70.4,70.4,69.46,69.65,46.2592700440361,329400,0.0,1.0
2012-06-20,70.95,71.31,70.04,70.72,46.9699293254018,149100,0.0,1.0
2012-06-19,70.13,71.23,70.13,71.01,47.1625379156785,261100,0.0,1.0
2012-06-18,69.45,70.27,69.0,70.23,46.6444872245895,155300,0.0,1.0
2012-06-15,69.13,69.94,68.65,69.86,46.3987452300985,320900,0.0,1.0
2012-06-14,68.73,69.596,68.22,68.94,45.7877110816346,243400,0.0,1.0
2012-06-13,69.73,70.0,68.47,68.84,45.7212943263668,317100,0.0,1.0
2012-06-12,70.43,70.46,69.29,70.04,46.5182953895806,451800,0.0,1.0
2012-06-11,71.94,72.24,70.24,70.34,46.7175456553841,234300,0.0,1.0
2012-06-08,71.41,71.79,70.72,71.46,47.4614133143836,317200,0.0,1.0
2012-06-07,76.43,76.43,71.78,71.82,47.7005136333478,253800,0.0,1.0
2012-06-06,71.94,72.86,71.68,72.35,48.0525224362672,173600,0.0,1.0
2012-06-05,70.64,71.77,70.46,71.37,47.4016382346426,143800,0.0,1.0
2012-06-04,71.46,71.78,69.42,70.98,47.1426128890981,254800,0.0,1.0
2012-06-01,76.09,76.09,70.0,71.51,47.4946216920176,263500,0.0,1.0
2012-05-31,71.85,71.876,70.39,71.16,47.2621630485802,150800,0.0,1.0
2012-05-30,73.0,73.0,71.61,71.71,47.6274552025532,123700,0.495,1.0
2012-05-29,73.74,74.43,73.12,74.0,48.8114629871745,207700,0.0,1.0
2012-05-25,73.65,73.986,72.65,72.79,48.0133296058978,99900,0.0,1.0
2012-05-24,73.21,73.7,72.22,73.56,48.5212326667102,255700,0.0,1.0
2012-05-23,71.85,73.23,70.52,73.03,48.1716370534237,307000,0.0,1.0
2012-05-22,73.2,73.5,71.97,72.45,47.7890607219026,353800,0.0,1.0
2012-05-21,72.49,73.61,72.21,73.09,48.2112139153052,396400,0.0,1.0
2012-05-18,75.15,75.15,72.05,72.23,47.6439455616705,491600,0.0,1.0
2012-05-17,76.29,77.16,74.81,75.1,49.5370387883352,424800,0.0,1.0
2012-05-16,75.86,77.5,75.71,75.92,50.0779225673823,494900,0.0,1.0
2012-05-15,75.83,76.03,75.21,75.77,49.9789804126786,231000,0.0,1.0
2012-05-14,75.41,76.3,75.22,75.69,49.9262112635032,200700,0.0,1.0
2012-05-11,75.78,77.05,75.53,76.1,50.1966531530268,228000,0.0,1.0
2012-05-10,77.46,77.66,75.81,76.18,50.2494223022021,269600,0.0,1.0
2012-05-09,75.75,77.63,75.28,77.02,50.803498368543,311500,0.0,1.0
2012-05-08,76.23,76.65,74.77,76.53,50.4802873298441,455500,0.0,1.0
2012-05-07,76.34,77.53,75.95,76.81,50.6649793519578,189000,0.0,1.0
2012-05-04,77.43,77.8,76.62,76.68,50.5792294845479,532700,0.0,1.0
2012-05-03,76.9,78.11,76.83,77.53,51.1399016945357,340400,0.0,1.0
2012-05-02,75.88,77.1,75.75,76.88,50.7111523574862,305300,0.0,1.0
2012-05-01,76.36,77.255,75.61,76.49,50.4539027552565,271700,0.0,1.0
2012-04-30,76.1,76.97,75.43,76.52,50.4736911861972,328400,0.0,1.0
2012-04-27,74.35,75.61,73.75,75.46,49.7744999596242,283000,0.0,1.0
2012-04-26,73.98,75.74,73.88,75.44,49.7613076723304,183000,0.0,1.0
2012-04-25,74.47,74.5,73.51,74.17,48.9235974291721,120900,0.0,1.0
2012-04-24,73.15,74.13,72.99,73.28,48.3365406445966,226400,0.0,1.0
2012-04-23,73.2,73.77,71.75,73.23,48.303559926362,238300,0.0,1.0
2012-04-20,73.98,74.6,73.72,74.13,48.8972128545844,204400,0.0,1.0
2012-04-19,73.1,74.05,72.5,73.68,48.6003863904732,226700,0.0,1.0
2012-04-18,72.83,73.37,72.38,72.94,48.1122717606015,322300,0.0,1.0
2012-04-17,72.4,73.51,72.35,72.87,48.0660987550731,187900,0.0,1.0
2012-04-16,72.13,72.72,71.61,72.1,47.5581956942606,175200,0.0,1.0
2012-04-13,71.95,72.05,71.36,71.67,47.2745615174432,194100,0.0,1.0
2012-04-12,70.71,72.4,70.71,72.3,47.6901185671989,177700,0.0,1.0
2012-04-11,70.48,71.08,70.26,70.71,46.6413317273393,286700,0.0,1.0
2012-04-10,70.51,70.81,69.685,70.15,46.2719476831121,268400,0.0,1.0
2012-04-09,70.23,70.82,70.03,70.65,46.6017548654578,212100,0.0,1.0
2012-04-05,71.09,71.44,70.8422,71.09,46.8919851859221,227200,0.0,1.0
2012-04-04,71.0,71.35,70.52,71.24,46.9909273406259,250900,0.0,1.0
2012-04-03,71.53,71.99,71.2,71.73,47.3141383793247,345000,0.0,1.0
2012-04-02,71.68,72.3,71.52,71.78,47.3471190975593,391500,0.0,1.0
2012-03-30,72.25,72.3,71.22,71.74,47.3207345229716,222100,0.0,1.0
2012-03-29,70.5,72.01,70.5,71.8,47.3603113848531,267400,0.0,1.0
2012-03-28,70.91,71.03,70.1,70.93,46.7864468875715,247000,0.0,1.0
2012-03-27,70.08,71.08,70.01,70.75,46.667716301927,244500,0.0,1.0
2012-03-26,69.89,70.1,69.37,69.97,46.1532170974676,350500,0.0,1.0
2012-03-23,69.44,69.87,68.88,69.42,45.7904291968872,257200,0.0,1.0
2012-03-22,70.9,70.94,69.2606,69.58,45.8959674952379,303700,0.0,1.0
2012-03-21,70.93,71.64,70.56,71.4,47.0964656389765,211500,0.0,1.0
2012-03-20,71.25,71.3585,70.44,70.75,46.667716301927,187600,0.0,1.0
2012-03-19,71.26,72.52,71.26,71.78,47.3471190975593,230300,0.0,1.0
2012-03-16,71.81,72.62,71.41,71.56,47.2020039373271,262400,0.0,1.0
2012-03-15,71.39,72.35,71.03,71.83,47.3800998157939,160800,0.0,1.0
2012-03-14,72.7,72.92,70.87,71.55,47.1954077936802,206000,0.0,1.0
2012-03-13,71.8,73.2,71.8,73.05,48.1848293407176,152300,0.0,1.0
2012-03-12,72.07,72.16,71.46,71.69,47.2877538047371,201800,0.0,1.0
2012-03-09,71.22,72.96,70.88,72.13,47.5779841252013,140700,0.0,1.0
2012-03-08,71.27,71.99,70.73,71.14,46.9249659041567,137800,0.0,1.0
2012-03-07,70.49,70.89,69.82,70.66,46.6083510091048,160400,0.0,1.0
2012-03-06,70.22,70.6,69.75,70.48,46.4896204234603,254500,0.0,1.0
2012-03-05,70.77,71.08,70.4399,70.91,46.7732546002776,185000,0.0,1.0
2012-03-02,71.99,72.08,70.95,71.35,47.0634849207419,171900,0.0,1.0
2012-03-01,71.76,72.96,71.76,72.09,47.5515995506137,163000,0.0,1.0
2012-02-29,72.47,73.23,71.8,72.05,47.525214976026,395000,0.0,1.0
2012-02-28,72.79,72.99,72.19,72.29,47.683522423552,225000,0.495,1.0
2012-02-27,73.1,73.45,72.7,73.32,48.0340161309999,228200,0.0,1.0
2012-02-24,73.09,73.86,72.8156,73.6,48.2174520900381,202900,0.0,1.0
2012-02-23,72.72,73.29,72.04,72.96,47.7981698979508,123300,0.0,1.0
2012-02-22,72.01,72.8798,71.79,72.55,47.5295672436449,155400,0.0,1.0
2012-02-21,71.19,72.35,70.98,72.08,47.2216568838308,149800,0.0,1.0
2012-02-17,71.36,71.85,70.71,70.96,46.4879130476781,349400,0.0,1.0
2012-02-16,71.5,71.76,70.78,71.19,46.6385925854594,257500,0.0,1.0
2012-02-15,71.52,72.14,71.0,71.59,46.900643955514,366400,0.0,1.0
2012-02-14,70.32,71.32,70.2,71.25,46.6779002909676,348300,0.0,1.0
2012-02-13,72.06,72.13,70.67,70.9,46.4486053421699,274200,0.0,1.0
2012-02-10,72.47,72.47,71.17,71.27,46.6910028594703,389100,0.0,1.0
2012-02-09,75.43,75.43,72.71,73.45,48.1191828262677,430900,0.0,1.0
2012-02-08,73.26,77.22,71.25,76.31,49.9928501221577,663200,0.0,1.0
2012-02-07,72.66,73.23,72.49,72.85,47.7261057711858,309100,0.0,1.0
2012-02-06,73.33,73.88,72.76,73.1,47.8898878774699,264700,0.0,1.0
2012-02-03,73.62,74.14,73.27,73.51,48.1584905317759,221800,0.0,1.0
2012-02-02,74.38,74.44,72.81,72.95,47.7916186136995,205100,0.0,1.0
2012-02-01,73.53,74.95,73.41,74.17,48.5908752923659,260900,0.0,1.0
2012-01-31,73.46,73.87,71.5,73.07,47.8702340247158,197400,0.0,1.0
2012-01-30,73.54,73.92,72.74,73.19,47.9488494357322,161400,0.0,1.0
2012-01-27,73.28,74.78,73.24,74.27,48.6563881348795,115300,0.0,1.0
2012-01-26,74.57,74.85,73.49,73.61,48.2240033742895,181000,0.0,1.0
2012-01-25,73.14,74.46,72.86,74.15,48.5777727238631,140000,0.0,1.0
2012-01-24,72.2,73.465,71.52,73.09,47.8833365932186,159600,0.0,1.0
2012-01-23,72.54,73.06,72.08,72.69,47.621285223164,232500,0.0,1.0
2012-01-20,72.22,72.49,72.04,72.3,47.3657851373608,384500,0.0,1.0
2012-01-19,72.05,72.5,71.75,72.12,47.2478620208363,159900,0.0,1.0
2012-01-18,72.15,72.37,71.9,72.04,47.1954517468254,537200,0.0,1.0
2012-01-17,71.4,72.67,71.4,72.08,47.2216568838308,394700,0.0,1.0
2012-01-13,70.48,71.12,69.78,71.11,46.5861823114485,184900,0.0,1.0
2012-01-12,70.38,71.59,69.96,70.93,46.468259194924,378400,0.0,1.0
2012-01-11,69.48,70.23,69.07,70.15,45.9572590233176,212700,0.0,1.0
2012-01-10,69.51,70.16,69.07,69.23,45.3545408721921,218200,0.0,1.0
2012-01-09,69.37,69.37,68.36,68.65,44.974566385613,199200,0.0,1.0
2012-01-06,68.65,69.08,67.16,68.38,44.7976817108262,259600,0.0,1.0
2012-01-05,68.5,69.56,67.65,68.64,44.9680151013617,357600,0.0,1.0
2012-01-04,69.88,71.19,68.5,68.71,45.0138740911212,573200,0.0,1.0
2012-01-03,70.47,71.07,69.8,70.12,45.9376051705635,233600,0.0,1.0
2011-12-30,68.93,69.1829,68.66,68.85,45.1055920706403,232600,0.0,1.0
2011-12-29,68.5,69.03,68.195,68.9,45.1383484918971,342700,0.0,1.0
2011-12-28,70.23,70.23,68.02,68.36,44.7845791423235,222600,0.0,1.0
2011-12-27,70.84,71.12,69.56,70.24,46.0162205815799,201200,0.0,1.0
2011-12-23,70.61,71.625,69.82,70.99,46.5075669004322,226500,0.0,1.0
2011-12-22,71.22,71.7,70.2,70.58,46.2389642461262,252100,0.0,1.0
2011-12-21,72.39,72.65,70.35,71.12,46.5927335956999,231300,0.0,1.0
2011-12-20,71.88,73.4,71.67,73.17,47.9357468672295,145000,0.0,1.0
2011-12-19,72.87,73.25,70.6,70.85,46.4158489209131,171800,0.0,1.0
2011-12-16,71.04,72.76,70.6207,72.7,47.6278365074154,460800,0.0,1.0
2011-12-15,70.22,70.69,69.15,70.56,46.2258616776235,212000,0.0,1.0
2011-12-14,69.94,70.39,68.88,69.4,45.4659127044653,512400,0.0,1.0
2011-12-13,72.64,73.37,70.0,70.32,46.0686308555908,149000,0.0,1.0
2011-12-12,74.02,74.05,71.56,71.94,47.1299389043117,206000,0.0,1.0
2011-12-09,72.51,73.97,72.05,73.65,48.250208511295,134400,0.0,1.0
2011-12-08,74.15,75.24,72.25,72.62,47.5754262334045,132600,0.0,1.0
2011-12-07,74.33,75.22,73.37,74.86,49.04291390571,120800,0.0,1.0
2011-12-06,75.96,76.26,74.47,75.0,49.1346318852291,196400,0.0,1.0
2011-12-05,75.53,76.29,75.24,76.03,49.8094141631196,192400,0.0,1.0
2011-12-02,76.14,77.07,74.82,75.06,49.1739395907373,93500,0.0,1.0
2011-12-01,76.23,77.23,75.43,75.51,49.4687473820486,104900,0.0,1.0
2011-11-30,74.92,76.71,74.49,76.65,50.2155937867041,292200,0.0,1.0
2011-11-29,71.81,73.09,71.54,72.48,47.4837082538854,155300,0.45,1.0
2011-11-28,71.62,72.87,71.25,72.19,47.001904550226,183800,0.0,1.0
2011-11-25,69.72,70.43,69.17,69.42,45.1983960919337,60800,0.0,1.0
2011-11-23,71.35,71.35,69.86,69.91,45.5174282740865,123300,0.0,1.0
2011-11-22,73.05,73.05,71.3,71.8,46.7479809766759,72100,0.0,1.0
2011-11-21,73.74,73.8,71.71,73.01,47.5357951407675,102800,0.0,1.0
2011-11-18,73.97,75.0,73.54,74.5,48.5059134089464,136600,0.0,1.0
2011-11-17,75.4,75.8,73.17,73.64,47.9459793749639,172400,0.0,1.0
2011-11-16,76.8,77.62,75.45,75.49,49.1504886341123,117800,0.0,1.0
2011-11-15,76.16,77.71,75.47,77.3,50.3289544498195,139600,0.0,1.0
2011-11-14,76.94,77.5,75.52,76.44,49.7690204158371,104700,0.0,1.0
2011-11-11,77.37,78.3,77.09,77.41,50.4005739192824,115800,0.0,1.0
2011-11-10,77.75,78.19,75.96,76.48,49.7950638592781,206900,0.0,1.0
2011-11-09,77.09,77.45,76.1,76.59,49.866683328741,275200,0.0,1.0
2011-11-08,79.22,79.61,77.9,78.92,51.3837139091819,354800,0.0,1.0
2011-11-07,77.61,78.66,76.8916,78.56,51.1493229182125,160500,0.0,1.0
2011-11-04,77.54,78.24,76.14,77.65,50.5568345799287,206400,0.0,1.0
2011-11-03,76.99,77.98,75.88,77.86,50.6935626579942,223200,0.0,1.0
2011-11-02,75.62,76.59,75.3,76.3,49.6778683637934,207700,0.0,1.0
2011-11-01,73.88,77.02,72.34,74.46,48.4798699655053,375500,0.0,1.0
2011-10-31,78.64,78.74,76.05,76.07,49.5281185640074,203600,0.0,1.0
2011-10-28,79.86,80.24,78.52,79.14,51.5269528481076,265400,0.0,1.0
2011-10-27,78.3,81.36,78.29,80.5,52.4124299251032,684500,0.0,1.0
2011-10-26,75.15,75.87,73.0,75.5,49.1569994949725,103000,0.0,1.0
2011-10-25,76.13,76.56,74.2,74.48,48.4928916872259,137600,0.0,1.0
2011-10-24,73.56,76.27,73.56,76.24,49.6388031986318,196100,0.0,1.0
2011-10-21,70.72,72.96,70.52,72.96,47.5032408364662,181500,0.0,1.0
2011-10-20,69.97,70.8,68.78,70.25,45.7387975433354,193200,0.0,1.0
2011-10-19,73.25,73.43,70.22,70.72,46.0448080037676,133200,0.0,1.0
2011-10-18,70.64,73.83,70.07,73.45,47.822273018619,128800,0.0,1.0
2011-10-17,72.96,72.99,70.51,70.7,46.0317862820471,143600,0.0,1.0
2011-10-14,72.56,73.56,71.83,73.45,47.822273018619,88500,0.0,1.0
2011-10-13,72.34,72.47,71.08,71.98,46.8651764721606,129200,0.0,1.0
2011-10-12,73.16,73.33,72.17,72.63,47.2883824280775,166400,0.0,1.0
2011-10-11,71.68,73.5,71.64,72.31,47.0800348805492,142800,0.0,1.0
2011-10-10,70.65,72.3,70.07,72.21,47.0149262719466,112300,0.0,1.0
2011-10-07,71.13,71.52,68.77,69.34,45.1463092050516,94800,0.0,1.0
2011-10-06,68.87,71.35,68.71,70.63,45.9862102560253,191000,0.0,1.0
2011-10-05,68.01,70.14,66.74,68.67,44.7100815274141,311800,0.0,1.0
2011-10-04,63.82,68.69,62.85,68.46,44.5733534493486,572100,0.0,1.0
2011-10-03,65.41,66.86,64.71,64.8,42.190378374493,464100,0.0,1.0
2011-09-30,67.4,67.55,66.1,66.78,43.4795288248247,281800,0.0,1.0
