,CMP_Open,CMP_High,CMP_Low,CMP_Close,CMP_Adj Close,CMP_Volume,CMP_Dividend Amount,CMP_Split Coefficient
2017-08-03,68.95,69.05,68.25,68.25,53.0579149260884,375672,0.0,1.0
2017-08-02,68.6,69.45,68.455,69.0,53.6409689362652,283092,0.0,1.0
2017-08-01,69.25,69.4,68.775,69.05,53.6798392036103,419319,0.0,1.0
2017-07-31,69.2,69.5,68.9,69.05,53.6798392036103,393134,0.0,1.0
2017-07-28,69.15,69.55,68.75,69.1,53.7187094709554,268358,0.0,1.0
2017-07-27,69.5,69.5,68.6,69.15,53.7575797383005,293346,0.0,1.0
2017-07-26,69.0,69.35,68.5,68.95,53.60209866892,486338,0.0,1.0
2017-07-25,69.15,70.05,68.9,69.15,53.7575797383005,416469,0.0,1.0
2017-07-24,68.55,68.85,68.2,68.6,53.3300067975042,313465,0.0,1.0
2017-07-21,67.85,68.5,67.1,68.5,53.252266262814,345386,0.0,1.0
2017-07-20,66.75,67.45,66.55,67.3,52.3193798465311,312627,0.0,1.0
2017-07-19,66.4,67.15,66.25,66.8,51.9306771730799,206640,0.0,1.0
2017-07-18,66.9,66.9,65.7,66.5,51.6974555690092,261658,0.0,1.0
2017-07-17,66.65,67.55,66.6,67.0,52.0861582424604,255639,0.0,1.0
2017-07-14,66.65,66.95,66.3,66.4,51.6197150343189,247842,0.0,1.0
2017-07-13,67.05,67.05,66.05,66.35,51.5808447669738,263163,0.0,1.0
2017-07-12,67.6,68.1,66.7,67.0,52.0861582424604,323974,0.0,1.0
2017-07-11,66.6,67.5,65.9,67.25,52.280509579186,295840,0.0,1.0
2017-07-10,65.5,67.15,65.1,66.4,51.6197150343189,357695,0.0,1.0
2017-07-07,65.15,65.55,64.1,65.55,50.9589204894519,343253,0.0,1.0
2017-07-06,65.2,65.6,64.5,65.0,50.5313475486556,639098,0.0,1.0
2017-07-05,66.55,66.7,64.5,65.2,50.6868286180361,408629,0.0,1.0
2017-07-03,65.5,67.1,65.3,66.7,51.8529366383897,229464,0.0,1.0
2017-06-30,65.65,66.05,64.95,65.3,50.7645691527263,335784,0.0,1.0
2017-06-29,65.55,66.4,65.3,65.6,50.997790756797,366254,0.0,1.0
2017-06-28,66.35,66.85,65.5,65.55,50.9589204894519,281231,0.0,1.0
2017-06-27,66.7,66.9,65.825,65.85,51.1921420935226,401835,0.0,1.0
2017-06-26,65.3,66.4,64.95,66.25,51.5031042322836,364553,0.0,1.0
2017-06-23,65.55,65.75,65.05,65.2,50.6868286180361,2192096,0.0,1.0
2017-06-22,63.8,65.7,63.8,65.3,50.7645691527263,436103,0.0,1.0
2017-06-21,65.05,65.05,63.6,63.7,49.5207205976825,409996,0.0,1.0
2017-06-20,64.65,64.95,64.075,64.8,50.3758664792751,373458,0.0,1.0
2017-06-19,64.9,65.345,64.3,64.75,50.33699621193,276476,0.0,1.0
2017-06-16,64.95,65.0,63.85,64.75,50.33699621193,748116,0.0,1.0
2017-06-15,67.2,67.75,65.1,65.2,50.6868286180361,332961,0.0,1.0
2017-06-14,68.55,68.8,66.9,67.35,52.3582501138762,381605,0.0,1.0
2017-06-13,67.45,68.6,67.05,68.45,53.2133959954689,353435,0.0,1.0
2017-06-12,66.2,67.8,66.0,67.3,52.3193798465311,319094,0.0,1.0
2017-06-09,64.95,66.05,64.95,65.9,51.2310123608677,314832,0.0,1.0
2017-06-08,64.85,65.45,64.55,64.95,50.4924772813105,290182,0.0,1.0
2017-06-07,64.55,64.95,64.05,64.8,50.3758664792751,282942,0.0,1.0
2017-06-06,64.55,64.7,63.85,64.4,50.0649043405142,216963,0.0,1.0
2017-06-05,65.55,65.6,64.175,64.55,50.1815151425495,322158,0.0,1.0
2017-06-02,65.4,66.1,65.15,65.5,50.9200502221068,239831,0.0,1.0
2017-06-01,64.2,65.55,64.05,65.35,50.8034394200714,435874,0.0,1.0
2017-05-31,64.35,64.35,63.4173,64.15,49.8705530037886,359425,0.0,1.0
2017-05-30,64.4,64.75,63.85,64.35,50.026034073169,300060,0.72,1.0
2017-05-26,65.5,65.6,64.9,64.95,49.9337776710055,335185,0.0,1.0
2017-05-25,66.2,66.75,65.2,65.25,50.1644186764143,324018,0.0,1.0
2017-05-24,66.65,66.775,65.9,65.95,50.7025810223682,425826,0.0,1.0
2017-05-23,67.6,67.85,66.4,66.55,51.1638630331858,362389,0.0,1.0
2017-05-22,67.8,68.55,67.4,67.55,51.9326663845485,493998,0.0,1.0
2017-05-19,67.55,68.35,67.225,67.7,52.0479868872529,530684,0.0,1.0
2017-05-18,67.5,67.65,66.725,67.1,51.5867048764353,438130,0.0,1.0
2017-05-17,67.5,68.0,67.25,67.65,52.0095467196847,387415,0.0,1.0
2017-05-16,67.85,68.525,67.5,67.55,51.9326663845485,389701,0.0,1.0
2017-05-15,68.1,68.8,67.6,67.7,52.0479868872529,321557,0.0,1.0
2017-05-12,68.1,68.45,67.25,67.7,52.0479868872529,239014,0.0,1.0
2017-05-11,68.45,68.8,67.6,68.2,52.4323885629342,348732,0.0,1.0
2017-05-10,69.25,69.8,68.35,68.4,52.5861492332067,334989,0.0,1.0
2017-05-09,68.8,70.0,68.15,69.25,53.239632081865,416503,0.0,1.0
2017-05-08,67.6,68.75,67.155,68.7,52.8167902386155,342712,0.0,1.0
2017-05-05,65.65,67.95,65.65,67.7,52.0479868872529,435212,0.0,1.0
2017-05-04,64.45,68.3,64.45,65.6,50.4334998493912,862383,0.0,1.0
2017-05-03,64.6,64.85,62.7,62.9,48.357730800712,748540,0.0,1.0
2017-05-02,65.6,65.75,64.6,64.7,49.7415768331648,580131,0.0,1.0
2017-05-01,66.35,66.35,65.4,65.6,50.4334998493912,399652,0.0,1.0
2017-04-28,67.3,67.35,65.95,66.0,50.7410211899363,407417,0.0,1.0
2017-04-27,67.45,67.5,66.6,67.05,51.5482647088671,248345,0.0,1.0
2017-04-26,67.3,67.9,67.2,67.3,51.7404655467078,349723,0.0,1.0
2017-04-25,68.0,68.4,67.5,67.55,51.9326663845485,327779,0.0,1.0
2017-04-24,67.7,68.2,67.175,67.6,51.9711065521166,294234,0.0,1.0
2017-04-21,67.35,67.4,66.55,67.0,51.509824541299,367886,0.0,1.0
2017-04-20,66.9,67.65,66.5,67.4,51.8173458818441,300610,0.0,1.0
2017-04-19,67.15,67.15,66.15,66.4,51.0485425304814,315403,0.0,1.0
2017-04-18,66.5,67.1,65.65,66.85,51.3945040385946,377194,0.0,1.0
2017-04-17,68.1,68.25,66.4,66.7,51.2791835358902,384863,0.0,1.0
2017-04-13,68.5,68.6,67.9,67.95,52.2401877250935,341432,0.0,1.0
2017-04-12,69.25,69.7,68.05,68.4,52.5861492332067,422825,0.0,1.0
2017-04-11,69.3,69.85,68.7,69.5,53.4318329197057,446391,0.0,1.0
2017-04-10,69.3,69.3,68.35,68.8,52.8936705737518,321289,0.0,1.0
2017-04-07,68.5,69.55,68.25,69.2,53.2011919142969,359096,0.0,1.0
2017-04-06,68.0,68.845,67.9,68.6,52.7399099034793,378060,0.0,1.0
2017-04-05,69.3,69.4,67.85,68.1,52.3555082277979,769350,0.0,1.0
2017-04-04,68.1,69.05,67.7,69.0,53.0474312440243,447015,0.0,1.0
2017-04-03,68.15,68.85,67.4,68.0,52.2786278926617,383853,0.0,1.0
2017-03-31,67.9,68.5,67.85,67.85,52.1633073899573,233592,0.0,1.0
2017-03-30,68.0,68.4,67.575,67.9,52.2017475575254,237201,0.0,1.0
2017-03-29,67.7,68.1,67.4,67.85,52.1633073899573,283637,0.0,1.0
2017-03-28,66.2,67.95,66.2,67.7,52.0479868872529,487783,0.0,1.0
2017-03-27,65.7,66.15,65.3,66.05,50.7794613575045,368974,0.0,1.0
2017-03-24,67.1,67.6,65.65,65.95,50.7025810223682,326990,0.0,1.0
2017-03-23,66.65,67.4,66.45,67.05,51.5482647088671,319077,0.0,1.0
2017-03-22,66.85,67.3,66.55,66.75,51.3176237034583,515065,0.0,1.0
2017-03-21,68.95,69.25,66.7,66.85,51.3945040385946,668908,0.0,1.0
2017-03-20,69.15,69.3,68.4,68.6,52.7399099034793,489940,0.0,1.0
2017-03-17,69.35,69.55,68.9,68.95,53.0089910764562,1239335,0.0,1.0
2017-03-16,70.15,70.2,69.0639,69.3,53.2780722494331,580251,0.0,1.0
2017-03-15,69.9,70.45,69.15,70.0,53.816234595387,650863,0.0,1.0
2017-03-14,70.0,70.05,68.05,69.3,53.2780722494331,1078018,0.0,1.0
2017-03-13,73.55,73.55,70.05,70.05,53.8546747629551,1170297,0.0,1.0
2017-03-10,72.35,73.7,72.35,73.1,56.1995249846113,569451,0.0,1.0
2017-03-09,72.3,73.15,71.55,72.05,55.3922814656805,374302,0.0,1.0
2017-03-08,72.25,73.05,72.25,72.45,55.6998028062255,364530,0.0,1.0
2017-03-07,72.3,72.85,71.55,72.25,55.546042135953,488499,0.0,1.0
2017-03-06,72.0,72.6,71.15,72.35,55.6229224710893,379760,0.0,1.0
2017-03-03,73.45,73.7,72.1,72.35,55.6229224710893,399004,0.0,1.0
2017-03-02,75.65,75.7,72.85,73.25,56.3148454873157,366045,0.0,1.0
2017-03-01,76.65,77.25,75.6,75.65,58.1599735305861,501666,0.0,1.0
2017-02-28,75.85,76.25,75.15,75.8,58.2752940332905,750229,0.0,1.0
2017-02-27,75.05,76.05,75.0,75.75,58.2368538657224,6140,0.72,1.0
2017-02-24,75.6,75.95,74.6,75.7,57.650449034068,5134,0.0,1.0
2017-02-23,77.7,77.7128,75.2,75.65,57.6123707982463,396631,0.0,1.0
2017-02-22,77.6,77.75,76.4,77.2,58.7927961087193,500781,0.0,1.0
2017-02-21,77.95,78.75,77.15,77.6,59.097421995293,443909,0.0,1.0
2017-02-17,78.85,78.95,77.75,77.95,59.363969646045,219632,0.0,1.0
2017-02-16,79.3,79.45,78.55,78.9,60.0874561266575,215814,0.0,1.0
2017-02-15,79.7,80.4,79.0,79.15,60.277847305766,263764,0.0,1.0
2017-02-14,79.5,80.1,78.45,80.1,61.0013337863785,249047,0.0,1.0
2017-02-13,80.2,81.0,79.6,80.05,60.9632555505568,317545,0.0,1.0
2017-02-10,80.2,80.9,79.55,79.95,60.8870990789133,437810,0.0,1.0
2017-02-09,83.25,83.5,79.35,79.65,60.6586296639831,488465,0.0,1.0
2017-02-08,81.15,81.55,80.3,80.7,61.458272616239,309502,0.0,1.0
2017-02-07,81.55,82.0,81.0,81.15,61.8009767386344,343737,0.0,1.0
2017-02-06,81.95,82.8,81.35,81.65,62.1817590968515,182803,0.0,1.0
2017-02-03,81.9,82.95,80.2,82.0,62.4483067476034,239463,0.0,1.0
2017-02-02,81.9,82.095,80.65,81.8,62.2959938043166,301385,0.0,1.0
2017-02-01,83.85,84.4,81.75,81.85,62.3340720401383,377052,0.0,1.0
2017-01-31,82.45,83.7,81.9,83.6,63.6668102938981,252634,0.0,1.0
2017-01-30,82.1,82.55,80.7,82.1,62.5244632192468,226300,0.0,1.0
2017-01-27,82.25,83.0,81.65,82.55,62.8671673416422,172516,0.0,1.0
2017-01-26,82.2,82.55,81.15,82.2,62.6006196908903,269426,0.0,1.0
2017-01-25,82.2,83.1,81.55,82.6,62.9052455774639,217835,0.0,1.0
2017-01-24,82.35,83.05,81.65,82.35,62.7148543983554,293458,0.0,1.0
2017-01-23,80.5,81.275,80.25,81.25,61.8771332102778,211149,0.0,1.0
2017-01-20,80.5,81.3,80.2,80.7,61.458272616239,186185,0.0,1.0
2017-01-19,81.15,81.25,80.1,80.45,61.2678814371304,135166,0.0,1.0
2017-01-18,80.65,81.9,80.45,81.45,62.0294461535646,198160,0.0,1.0
2017-01-17,81.75,82.05,80.15,80.6,61.3821161445956,294984,0.0,1.0
2017-01-13,80.8,81.85,80.3,81.45,62.0294461535646,229191,0.0,1.0
2017-01-12,80.8,81.0,79.65,80.9,61.6105855595258,259676,0.0,1.0
2017-01-11,79.85,80.75,79.4,80.55,61.3440379087739,262039,0.0,1.0
2017-01-10,79.5,81.6,78.85,80.05,60.9632555505568,564625,0.0,1.0
2017-01-09,78.65,78.85,77.65,77.9,59.3258914102233,412488,0.0,1.0
2017-01-06,79.3,80.25,77.75,78.6,59.8589867117272,347338,0.0,1.0
2017-01-05,79.85,80.6,79.0039,79.55,60.5824731923397,251527,0.0,1.0
2017-01-04,79.2,79.85,78.3,79.75,60.7347861356265,374483,0.0,1.0
2017-01-03,78.85,79.65,78.35,78.8,60.011299655014,253548,0.0,1.0
2016-12-30,79.4,80.0,78.25,78.35,59.6685955326186,223071,0.0,1.0
2016-12-29,79.4,80.35,78.9,79.35,60.4301602490528,182160,0.0,1.0
2016-12-28,81.7,81.85,79.35,79.5,60.544394956518,174487,0.0,1.0
2016-12-27,81.6,82.55,80.9,81.0,61.6867420311692,149649,0.0,1.0
2016-12-23,81.5,81.5,80.7,81.15,61.8009767386344,40112,0.0,1.0
2016-12-22,81.4,81.45,80.65,81.45,62.0294461535646,60541,0.0,1.0
2016-12-21,81.0,82.1,79.95,81.5,62.0675243893863,277604,0.0,1.0
2016-12-20,80.0,81.0,79.4,80.8,61.5344290878824,250182,0.0,1.0
2016-12-19,78.65,79.8,77.255,79.75,60.7347861356265,234965,0.0,1.0
2016-12-16,80.0,80.0,78.35,78.5,59.7828302400838,923749,0.0,1.0
2016-12-15,80.05,80.6,79.05,80.1,61.0013337863785,258041,0.0,1.0
2016-12-14,80.4,80.95,79.7,79.95,60.8870990789133,227913,0.0,1.0
2016-12-13,82.1,82.125,80.3,80.75,61.4963508520607,202830,0.0,1.0
2016-12-12,80.85,82.25,80.845,81.85,62.3340720401383,250207,0.0,1.0
2016-12-09,80.5,80.845,79.9,80.3,61.1536467296653,295393,0.0,1.0
2016-12-08,79.2,81.0,78.95,80.5,61.3059596729521,288930,0.0,1.0
2016-12-07,78.75,79.35,78.6274,78.85,60.0493778908357,285125,0.0,1.0
2016-12-06,78.9,79.15,77.8,78.55,59.8209084759055,289284,0.0,1.0
2016-12-05,78.85,79.65,78.05,78.95,60.1255343624792,220217,0.0,1.0
2016-12-02,77.2,78.05,76.85,78.0,59.4020478818667,210342,0.0,1.0
2016-12-01,78.0,78.4,77.35,77.45,58.9831872878279,240103,0.0,1.0
2016-11-30,77.9,78.15,77.45,77.55,59.0593437594713,223398,0.0,1.0
2016-11-29,77.45,78.2,76.1,78.0,59.4020478818667,193703,0.695,1.0
2016-11-28,79.3,79.5,77.95,78.7,59.4058220764078,200313,0.0,1.0
2016-11-25,79.45,79.9,79.0,79.15,59.7454995851039,90003,0.0,1.0
2016-11-23,78.35,79.6,78.1,79.35,59.8964673667466,173230,0.0,1.0
2016-11-22,78.9,79.25,78.275,78.95,59.5945318034611,205708,0.0,1.0
2016-11-21,77.0,78.45,76.55,78.4,59.1793704039437,316818,0.0,1.0
2016-11-18,75.55,76.6,75.1,76.2,57.5187248058738,145682,0.0,1.0
2016-11-17,76.0,76.6,75.45,75.85,57.2545311879991,183854,0.0,1.0
2016-11-16,77.15,77.8,75.65,75.8,57.2167892425884,271278,0.0,1.0
2016-11-15,76.25,77.45,74.905,77.35,58.3867895503194,242245,0.0,1.0
2016-11-14,75.15,76.55,75.15,76.45,57.7074345329272,276840,0.0,1.0
2016-11-11,75.7,76.75,74.8,75.3,56.8393697884816,297240,0.0,1.0
2016-11-10,74.95,76.85,74.55,75.95,57.3300150788204,294489,0.0,1.0
2016-11-09,72.7,75.0,72.2,74.15,55.971305044036,354652,0.0,1.0
2016-11-08,72.45,73.625,72.35,72.7,54.8767886271264,213870,0.0,1.0
2016-11-07,72.95,74.05,72.7,72.7,54.8767886271264,294489,0.0,1.0
2016-11-04,72.35,73.1,71.45,72.05,54.3861433367875,220644,0.0,1.0
2016-11-03,71.05,73.05,71.0,72.6,54.801304736305,343592,0.0,1.0
2016-11-02,71.65,72.5,71.35,71.45,53.9332399918594,387970,0.0,1.0
2016-11-01,72.25,72.95,71.7,71.75,54.1596916643235,391516,0.0,1.0
2016-10-31,72.2,72.9,71.25,71.85,54.2351755551448,413529,0.0,1.0
2016-10-28,72.4,72.8,71.65,71.85,54.2351755551448,222317,0.0,1.0
2016-10-27,72.3,73.0,71.3,72.4,54.6503369546623,288124,0.0,1.0
2016-10-26,71.6,73.1,71.4,72.15,54.4616272276089,611736,0.0,1.0
2016-10-25,73.45,74.625,70.8,71.0,53.5935624831633,403085,0.0,1.0
2016-10-24,72.85,72.85,70.8,71.35,53.857756101038,376565,0.0,1.0
2016-10-21,72.65,72.95,72.05,72.1,54.4238852821982,187155,0.0,1.0
2016-10-20,72.2,73.25,70.75,72.95,55.0654983541797,443345,0.0,1.0
2016-10-19,72.6,73.2,72.15,72.25,54.5371111184302,177965,0.0,1.0
2016-10-18,72.55,72.55,71.95,72.55,54.7635627908943,141302,0.0,1.0
2016-10-17,71.65,72.05,71.3,71.55,54.0087238826807,206379,0.0,1.0
2016-10-14,71.44,71.89,70.92,71.32,53.8351109337916,215485,0.0,1.0
2016-10-13,71.03,71.69,70.34,71.21,53.7520786538881,192892,0.0,1.0
2016-10-12,72.16,72.685,71.79,71.83,54.2200787769805,181969,0.0,1.0
2016-10-11,73.47,73.47,71.65,72.17,54.4767240057732,254295,0.0,1.0
2016-10-10,73.25,74.6,73.2201,74.06,55.9033695422968,167865,0.0,1.0
2016-10-07,74.8,74.89,72.27,73.03,55.1258854668368,359610,0.0,1.0
2016-10-06,74.07,74.98,74.01,74.52,56.250595440075,254517,0.0,1.0
2016-10-05,74.15,74.855,73.08,74.48,56.2204018837465,362516,0.0,1.0
2016-10-04,73.34,74.11,72.85,73.48,55.4655629755329,358285,0.0,1.0
2016-10-03,73.8,74.12,73.19,73.58,55.5410468663543,347314,0.0,1.0
2016-09-30,73.83,74.04,73.26,73.7,55.6316275353399,303024,0.0,1.0
2016-09-29,73.79,74.02,73.23,73.73,55.6542727025863,364273,0.0,1.0
2016-09-28,72.78,74.1,72.52,74.02,55.8731759859683,231700,0.0,1.0
2016-09-27,72.06,72.71,72.03,72.45,54.688078900073,263510,0.0,1.0
2016-09-26,72.73,72.94,71.65,71.95,54.3106594459662,365414,0.0,1.0
2016-09-23,73.59,74.35,72.74,72.8,54.9522725179477,283670,0.0,1.0
2016-09-22,73.35,74.57,73.08,74.06,55.9033695422968,370112,0.0,1.0
2016-09-21,72.14,72.89,71.26,72.81,54.9598209070298,451459,0.0,1.0
2016-09-20,72.28,72.95,71.53,71.54,54.0011754935986,281594,0.0,1.0
2016-09-19,71.36,72.39,71.16,72.28,54.5597562856766,458394,0.0,1.0
2016-09-16,70.49,71.45,70.1,70.73,53.3897559779456,483189,0.0,1.0
2016-09-15,70.28,71.0,69.8,70.95,53.5558205377526,246469,0.0,1.0
2016-09-14,70.75,71.57,70.0,70.36,53.1104655819066,327355,0.0,1.0
2016-09-13,71.38,72.58,70.28,70.86,53.4878850360134,510570,0.0,1.0
2016-09-12,71.3,72.48,71.3,72.3,54.5748530638409,265158,0.0,1.0
2016-09-09,73.93,74.15,71.56,71.68,54.1068529407485,320686,0.0,1.0
2016-09-08,75.16,75.16,74.13,74.15,55.971305044036,342823,0.0,1.0
2016-09-07,75.41,75.48,73.97,75.13,56.7110471740853,508961,0.0,1.0
2016-09-06,75.67,76.21,75.1,75.51,56.9978859592065,232867,0.0,1.0
2016-09-02,75.5,75.84,74.17,75.72,57.1564021299313,320554,0.0,1.0
2016-09-01,74.45,74.57,73.67,74.09,55.9260147095432,201707,0.0,1.0
2016-08-31,75.26,75.26,73.575,74.53,56.2581438291572,323433,0.0,1.0
2016-08-30,73.5,75.5299,72.51,75.32,56.8544665666459,645557,0.695,1.0
2016-08-29,73.03,73.78,73.03,73.5,54.9734038367227,186329,0.0,1.0
2016-08-26,73.36,74.18,72.45,72.96,54.5695176044529,197604,0.0,1.0
2016-08-25,73.53,74.18,72.94,73.28,54.8088575939461,174919,0.0,1.0
2016-08-24,74.26,74.26,73.19,73.44,54.9285275886927,264497,0.0,1.0
2016-08-23,74.11,74.7795,73.72,74.33,55.5941919344707,246671,0.0,1.0
2016-08-22,72.72,73.79,72.72,73.71,55.1304707048276,244027,0.0,1.0
2016-08-19,72.31,73.12,71.77,72.72,54.390012612333,217763,0.0,1.0
2016-08-18,71.69,72.9333,71.69,72.9,54.5246413564229,284391,0.0,1.0
2016-08-17,73.13,73.52,71.99,72.24,54.0310026280931,365919,0.0,1.0
2016-08-16,73.1,73.34,71.985,73.06,54.6443113511695,706920,0.0,1.0
2016-08-15,71.09,71.91,71.07,71.68,53.61215764648,166699,0.0,1.0
2016-08-12,71.03,71.2,70.6,70.88,53.013807672747,304216,0.0,1.0
2016-08-11,71.2,71.47,70.48,70.87,53.0063282980753,430745,0.0,1.0
2016-08-10,70.36,71.22,70.23,71.08,53.1633951661802,413168,0.0,1.0
2016-08-09,70.58,70.755,69.9,70.7,52.879178928657,311614,0.0,1.0
2016-08-08,70.1,70.75,70.1,70.48,52.7146326858805,193358,0.0,1.0
2016-08-05,70.03,70.3,69.7,70.09,52.4229370736856,236125,0.0,1.0
2016-08-04,69.31,70.02,69.31,70.0,52.3556227016406,302646,0.0,1.0
2016-08-03,69.02,69.63,68.88,69.57,52.0340095907591,418382,0.0,1.0
2016-08-02,68.95,69.65,68.55,69.23,51.7797108519226,314524,0.0,1.0
2016-08-01,69.51,69.51,67.99,68.8,51.4580977410411,452536,0.0,1.0
2016-07-29,69.53,69.78,69.05,69.59,52.0489683401025,432770,0.0,1.0
2016-07-28,69.63,69.78,69.04,69.72,52.1462002108341,389437,0.0,1.0
2016-07-27,72.0,72.01,69.02,69.63,52.0788858387891,573819,0.0,1.0
2016-07-26,69.51,73.87,68.84,71.89,53.7692245145849,1553137,0.0,1.0
2016-07-25,71.67,71.91,69.605,70.07,52.4079783243423,585517,0.0,1.0
2016-07-22,72.4,72.638,71.94,71.94,53.8066213879432,304827,0.0,1.0
2016-07-21,73.0,73.34,71.99,72.34,54.1057963748098,272088,0.0,1.0
2016-07-20,72.49,73.36,71.74,72.72,54.390012612333,525916,0.0,1.0
2016-07-19,72.76,73.825,72.48,72.61,54.3077394909447,418442,0.0,1.0
2016-07-18,73.4,73.95,73.01,73.2,54.7490225965728,387954,0.0,1.0
2016-07-15,74.02,74.48,73.38,73.55,55.010800710081,542809,0.0,1.0
2016-07-14,74.89,75.0,74.14,74.17,55.4745219397241,802495,0.0,1.0
2016-07-13,73.4,74.84,73.0301,74.6,55.7961350506056,945484,0.0,1.0
2016-07-12,72.75,73.125,72.34,72.5,54.2254663695564,481835,0.0,1.0
2016-07-11,73.27,73.9299,72.03,72.34,54.1057963748098,405398,0.0,1.0
2016-07-08,72.83,74.16,71.23,72.94,54.5545588551095,896008,0.0,1.0
2016-07-07,74.47,74.76,72.14,72.65,54.3376569896313,546513,0.0,1.0
2016-07-06,74.69,74.89,73.5001,74.37,55.6241094331574,392540,0.0,1.0
2016-07-05,74.68,75.175,73.58,74.25,55.5343569370974,350631,0.0,1.0
2016-07-01,74.55,75.805,74.3038,74.59,55.7886556759339,621798,0.0,1.0
2016-06-30,73.9,74.39,73.49,74.19,55.4894806890674,782724,0.0,1.0
2016-06-29,74.85,75.05,73.61,73.83,55.2202232008875,392944,0.0,1.0
2016-06-28,74.85,75.743,73.6791,73.8,55.1977850768726,400373,0.0,1.0
2016-06-27,77.69,78.45,74.01,74.52,55.7363000532323,638502,0.0,1.0
2016-06-24,78.91,79.58,78.02,78.03,58.361560562986,750095,0.0,1.0
2016-06-23,80.28,81.28,80.07,80.87,60.4857029697383,177289,0.0,1.0
2016-06-22,80.23,80.42,78.84,79.5,59.4610286397204,188359,0.0,1.0
2016-06-21,80.4,80.4,79.56,79.81,59.692889254542,161994,0.0,1.0
2016-06-20,79.9,80.96,79.9,80.45,60.1715692335284,195408,0.0,1.0
2016-06-17,78.45,79.76,78.43,79.48,59.4460698903771,710143,0.0,1.0
2016-06-16,78.05,78.6,77.3,78.46,58.6831736738675,203111,0.0,1.0
2016-06-15,77.65,78.92,77.271,78.28,58.5485449297776,273454,0.0,1.0
2016-06-14,78.02,78.53,77.5,78.34,58.5934211778075,199096,0.0,1.0
2016-06-13,78.71,79.77,77.95,78.09,58.406436811016,176463,0.0,1.0
2016-06-10,78.45,79.09,77.69,78.71,58.8701580406591,271896,0.0,1.0
2016-06-09,79.02,79.58,78.44,79.22,59.2516061489139,174371,0.0,1.0
2016-06-08,80.71,80.9,79.28,80.01,59.8424767479753,363091,0.0,1.0
2016-06-07,80.54,80.86,79.76,80.33,60.0818167374685,565628,0.0,1.0
2016-06-06,79.01,80.605,79.01,80.5,60.2089661068867,247465,0.0,1.0
2016-06-03,78.43,80.08,77.98,78.67,58.8402405419724,410712,0.0,1.0
2016-06-02,78.18,78.59,77.73,77.99,58.3316430642993,379170,0.0,1.0
2016-06-01,77.36,78.62,76.81,78.29,58.5560243044492,270914,0.0,1.0
2016-05-31,78.26,78.72,77.45,77.95,58.3017255656127,245821,0.0,1.0
2016-05-27,77.37,78.56,77.37,78.11,58.4213955603593,180088,0.695,1.0
2016-05-26,79.05,79.26,78.01,78.29,58.0396048273654,176788,0.0,1.0
2016-05-25,78.2,79.5,77.95,78.58,58.2545937838086,231540,0.0,1.0
2016-05-24,78.3,78.7,77.7648,78.06,57.8690963446691,249425,0.0,1.0
2016-05-23,77.88,78.65,77.74,77.89,57.7430683357196,290623,0.0,1.0
2016-05-20,78.22,78.57,77.78,78.02,57.8394426955045,308643,0.0,1.0
2016-05-19,75.75,78.29,75.25,78.09,57.8913365815425,343323,0.0,1.0
2016-05-18,77.36,78.01,76.18,76.34,56.5939894305923,361217,0.0,1.0
2016-05-17,77.47,78.49,76.905,77.94,57.7801353971753,227589,0.0,1.0
2016-05-16,76.82,78.02,76.41,77.55,57.4910123178207,262600,0.0,1.0
2016-05-13,77.06,78.07,76.28,76.74,56.8905259222381,248456,0.0,1.0
2016-05-12,77.74,78.48,76.9005,77.3,57.3056770105421,267152,0.0,1.0
2016-05-11,77.55,77.93,76.76,77.2,57.2315428876307,248301,0.0,1.0
2016-05-10,75.24,77.41,75.0,77.32,57.3205038351244,352679,0.0,1.0
2016-05-09,73.61,75.6599,71.03,74.95,55.5635251221233,639090,0.0,1.0
2016-05-06,75.11,75.6,74.51,75.34,55.8526482014779,344623,0.0,1.0
2016-05-05,75.46,76.0,74.63,74.95,55.5635251221233,316301,0.0,1.0
2016-05-04,74.4,75.36,74.08,75.0,55.6005921835791,418300,0.0,1.0
2016-05-03,73.89,74.94,73.25,74.84,55.4819775869207,407927,0.0,1.0
2016-05-02,74.99,75.5999,74.06,74.88,55.5116312360853,222277,0.0,1.0
2016-04-29,74.53,75.16,74.45,74.96,55.5709385344145,270941,0.0,1.0
2016-04-28,75.43,76.16,74.1,74.39,55.1483740338193,284002,0.0,1.0
2016-04-27,74.67,75.41,74.36,75.24,55.7785140785665,296917,0.0,1.0
2016-04-26,74.41,75.4,72.01,74.86,55.496804411503,476976,0.0,1.0
2016-04-25,73.03,73.21,71.83,72.34,53.6286245141348,280317,0.0,1.0
2016-04-22,73.06,73.575,72.78,73.1,54.1920438482617,310182,0.0,1.0
2016-04-21,73.9,74.43,72.69,72.85,54.0067085409831,216216,0.0,1.0
2016-04-20,73.94,74.34,73.5375,73.74,54.6665022348949,327693,0.0,1.0
2016-04-19,73.38,74.72,73.38,73.81,54.7183961209329,298489,0.0,1.0
2016-04-18,72.9,73.77,72.29,73.57,54.5404742259455,198963,0.0,1.0
2016-04-15,72.31,73.53,71.43,73.22,54.2810047957554,291466,0.0,1.0
2016-04-14,72.47,72.8,71.72,72.42,53.6879318124639,250131,0.0,1.0
2016-04-13,70.85,72.35,70.3,72.23,53.5470769789322,319857,0.0,1.0
