,TRIP_Open,TRIP_High,TRIP_Low,TRIP_Close,TRIP_Adj Close,TRIP_Volume,TRIP_Dividend Amount,TRIP_Split Coefficient
2017-12-07,34.37,34.65,34.13,34.45,30.6678481806775,2312262,0.0,1.0
2017-12-06,34.25,34.705,34.09,34.42,30.6411417816813,2143809,0.0,1.0
2017-12-05,34.71,34.95,34.25,34.39,30.6144353826851,2191907,0.0,1.0
2017-12-04,34.66,35.44,34.33,34.76,30.9438143036386,3509771,0.0,1.0
2017-12-01,34.63,34.78,34.05,34.29,30.5254140526976,2591841,0.0,1.0
2017-11-30,34.51,35.17,34.38,34.62,30.8191844416562,2465822,0.0,1.0
2017-11-29,34.85,35.32,34.44,34.57,30.7746737766625,3512604,0.0,1.0
2017-11-28,34.35,34.74,33.95,34.71,30.8993036386449,4983892,0.0,1.0
2017-11-27,34.44,35.6699,34.13,34.4,30.6233375156838,4853444,0.0,1.0
2017-11-24,34.13,34.3403,33.62,34.17,30.4185884567127,2253458,0.0,1.0
2017-11-22,32.77,34.48,32.31,34.19,30.4363927227102,8145891,0.0,1.0
2017-11-21,30.51,32.96,30.5,32.81,29.2078983688833,11398922,0.0,1.0
2017-11-20,30.51,30.92,30.15,30.48,27.1337013801757,3397968,0.0,1.0
2017-11-17,30.24,30.64,29.82,30.59,27.2316248431619,3123368,0.0,1.0
2017-11-16,30.55,30.835,29.97,30.33,27.0001693851945,4527532,0.0,1.0
2017-11-15,30.0,30.66,29.5,30.53,27.1782120451694,3995578,0.0,1.0
2017-11-14,30.49,30.8525,29.99,30.06,26.7598117942284,4819927,0.0,1.0
2017-11-13,30.8,31.17,30.4,30.75,27.3740589711418,3785304,0.0,1.0
2017-11-10,31.49,31.69,30.93,31.19,27.7657528230866,2801598,0.0,1.0
2017-11-09,31.03,32.09,31.02,31.56,28.0951317440402,5592816,0.0,1.0
2017-11-08,30.19,32.32,29.79,31.66,28.1841530740276,13228319,0.0,1.0
2017-11-07,34.71,34.8,30.21,30.35,27.017973651192,29146589,0.0,1.0
2017-11-06,39.05,39.75,38.57,39.53,35.1901317440402,4725776,0.0,1.0
2017-11-03,38.68,38.94,38.03,38.88,34.6114930991217,2376742,0.0,1.0
2017-11-02,37.72,38.9,37.72,38.49,34.2643099121706,3113529,0.0,1.0
2017-11-01,37.76,38.47,37.675,37.87,33.7123776662484,2582412,0.0,1.0
2017-10-31,37.4,38.22,36.58,37.5,33.3829987452949,6639638,0.0,1.0
2017-10-30,36.95,37.67,36.8451,37.35,33.2494667503137,1925324,0.0,1.0
2017-10-27,36.7,37.2,35.88,37.05,32.9824027603513,6159835,0.0,1.0
2017-10-26,37.67,38.28,37.3,37.75,33.6055520702635,3374012,0.0,1.0
2017-10-25,38.37,38.5,37.25,37.59,33.4631179422836,5380497,0.0,1.0
2017-10-24,40.46,40.46,38.47,39.3,34.985382685069,2480466,0.0,1.0
2017-10-23,40.36,40.5501,39.68,39.74,35.3770765370138,1428176,0.0,1.0
2017-10-20,40.66,40.77,40.19,40.3,35.8755959849435,1593499,0.0,1.0
2017-10-19,39.81,40.69,39.57,40.48,36.035834378921,1473661,0.0,1.0
2017-10-18,40.46,40.46,39.73,40.01,35.6174341279799,1637703,0.0,1.0
2017-10-17,39.71,40.56,39.5,40.36,35.929008782936,1699583,0.0,1.0
2017-10-16,39.41,39.805,38.78,39.72,35.3592722710163,1639285,0.0,1.0
2017-10-13,39.7,40.29,39.35,39.4,35.0744040150565,1907549,0.0,1.0
2017-10-12,40.18,40.46,39.15,39.53,35.1901317440402,2448079,0.0,1.0
2017-10-11,41.2,41.67,40.3,40.33,35.9023023839398,2263362,0.0,1.0
2017-10-10,42.28,42.39,40.84,40.99,36.489843161857,2324291,0.0,1.0
2017-10-09,41.55,42.18,41.26,42.04,37.4245671267252,1447094,0.0,1.0
2017-10-06,43.73,43.78,41.23,41.61,37.0417754077792,2410337,0.0,1.0
2017-10-05,43.39,44.01,42.65,43.61,38.8222020075282,2944141,0.0,1.0
2017-10-04,42.02,43.44,41.85,43.4,38.6352572145546,2129132,0.0,1.0
2017-10-03,40.92,41.94,40.52,41.84,37.2465244667503,2442633,0.0,1.0
2017-10-02,41.11,41.81,40.06,40.98,36.4809410288582,2071496,0.0,1.0
2017-09-29,40.73,41.1,40.49,40.53,36.0803450439147,1505129,0.0,1.0
2017-09-28,41.81,42.17,40.38,40.46,36.0180301129235,2711468,0.0,1.0
2017-09-27,40.93,42.17,40.6225,41.94,37.3355457967378,2318504,0.0,1.0
2017-09-26,41.49,42.14,40.86,41.13,36.6144730238394,2173801,0.0,1.0
2017-09-25,43.51,43.59,39.91,41.225,36.6990432873275,8558884,0.0,1.0
2017-09-22,44.29,44.5,44.08,44.365,39.4943130489335,1136316,0.0,1.0
2017-09-21,43.87,44.64,43.5001,44.24,39.3830363864492,1446882,0.0,1.0
2017-09-20,43.6,44.05,43.31,43.92,39.0981681304893,1515644,0.0,1.0
2017-09-19,43.73,44.09,43.25,43.6,38.8132998745295,1762037,0.0,1.0
2017-09-18,44.22,44.8125,43.32,43.59,38.8043977415307,1754113,0.0,1.0
2017-09-15,43.15,44.09,42.65,43.93,39.1070702634881,2800971,0.0,1.0
2017-09-14,44.21,44.58,42.84,42.97,38.2524654956085,2666475,0.0,1.0
2017-09-13,44.65,44.72,44.08,44.41,39.5343726474279,2306804,0.0,1.0
2017-09-12,44.5,45.3,44.5,44.82,39.8993601003764,2005392,0.0,1.0
2017-09-11,45.38,45.47,44.3,44.48,39.5966875784191,2767041,0.0,1.0
2017-09-08,45.63,45.75,44.73,45.06,40.1130112923463,2406633,0.0,1.0
2017-09-07,44.35,45.97,44.06,45.81,40.7806712672522,3483700,0.0,1.0
2017-09-06,43.52,44.51,42.52,44.31,39.4453513174404,3826973,0.0,1.0
2017-09-05,42.59,44.84,42.59,44.55,39.6590025094103,3686468,0.0,1.0
2017-09-01,42.91,43.39,42.67,42.74,38.0477164366374,2107228,0.0,1.0
2017-08-31,42.64,43.195,42.321,42.73,38.0388143036386,1934427,0.0,1.0
2017-08-30,41.79,42.99,41.09,42.57,37.8963801756587,1890772,0.0,1.0
2017-08-29,41.6,41.83,40.86,41.69,37.1129924717691,2326996,0.0,1.0
2017-08-28,41.64,42.06,41.17,41.98,37.3711543287328,1758052,0.0,1.0
2017-08-25,42.24,42.88,41.29,41.72,37.1396988707654,4005693,0.0,1.0
2017-08-24,42.0,43.86,42.0,43.32,38.5640401505646,4582581,0.0,1.0
2017-08-23,40.86,41.62,40.52,41.34,36.8014178168131,1674556,0.0,1.0
2017-08-22,40.66,41.17,40.42,41.09,36.5788644918444,1721481,0.0,1.0
2017-08-21,39.93,40.64,39.79,40.48,36.035834378921,2198003,0.0,1.0
2017-08-18,39.03,40.22,38.95,39.92,35.5373149309912,2272222,0.0,1.0
2017-08-17,39.77,40.31,39.17,39.21,34.9052634880803,3788368,0.0,1.0
2017-08-16,40.91,41.73,40.07,40.17,35.7598682559599,3212564,0.0,1.0
2017-08-15,41.38,41.54,40.61,40.66,36.1960727728984,3059171,0.0,1.0
2017-08-14,42.36,42.38,41.33,41.48,36.9260476787955,4489985,0.0,1.0
2017-08-11,39.83,42.36,39.78,42.18,37.5491969887077,5441596,0.0,1.0
2017-08-10,40.23,41.7,39.37,39.71,35.3503701380176,7585467,0.0,1.0
2017-08-09,36.55,40.82,35.55,40.54,36.0892471769134,15167912,0.0,1.0
2017-08-08,39.58,39.98,38.85,39.55,35.2079360100376,4446801,0.0,1.0
2017-08-07,39.49,40.27,39.25,39.56,35.2168381430364,4320900,0.0,1.0
2017-08-04,38.0,39.7799,37.86,39.51,35.1723274780427,3836570,0.0,1.0
2017-08-03,37.58,37.97,37.21,37.81,33.658964868256,2020158,0.0,1.0
2017-08-02,37.26,37.65,36.86,37.57,33.4453136762861,2695065,0.0,1.0
2017-08-01,39.24,39.2565,37.11,37.35,33.2494667503137,3240080,0.0,1.0
2017-07-31,39.43,39.4999,38.43,39.02,34.7361229611041,2236675,0.0,1.0
2017-07-28,38.0,39.77,38.0,39.38,35.056599749059,4356714,0.0,1.0
2017-07-27,39.01,39.36,38.13,38.53,34.2999184441656,2969818,0.0,1.0
2017-07-26,39.04,39.49,38.55,39.06,34.7717314930991,2132650,0.0,1.0
2017-07-25,37.56,38.93,37.1401,38.82,34.5580803011292,1842630,0.0,1.0
2017-07-24,37.48,37.66,37.0,37.27,33.1782496863237,1444968,0.0,1.0
2017-07-21,37.86,38.09,36.819,37.54,33.4186072772898,2348468,0.0,1.0
2017-07-20,39.6,39.76,37.87,37.89,33.7301819322459,2111516,0.0,1.0
2017-07-19,39.1,39.84,38.63,39.6,35.2524466750314,3719297,0.0,1.0
2017-07-18,38.0,38.31,37.75,38.28,34.077365119197,1536537,0.0,1.0
2017-07-17,38.13,38.69,37.805,38.0,33.8281053952321,942423,0.0,1.0
2017-07-14,38.14,38.55,37.79,38.13,33.9438331242158,1485405,0.0,1.0
2017-07-13,37.37,38.15,37.31,38.03,33.8548117942284,1496833,0.0,1.0
2017-07-12,36.74,37.58,36.35,37.31,33.2138582183187,1754519,0.0,1.0
2017-07-11,36.23,36.85,35.99,36.41,32.4126662484316,1384401,0.0,1.0
2017-07-10,36.6,36.7,36.05,36.19,32.2168193224592,1920527,0.0,1.0
2017-07-07,36.68,37.15,36.53,36.64,32.6174153074028,1437501,0.0,1.0
2017-07-06,37.68,37.85,36.6,36.66,32.6352195734002,2005267,0.0,1.0
2017-07-05,38.45,38.64,37.45,37.78,33.6322584692597,2261480,0.0,1.0
2017-07-03,38.48,38.79,38.21,38.48,34.2554077791719,1092058,0.0,1.0
2017-06-30,38.2,38.91,38.14,38.2,34.006148055207,2008770,0.0,1.0
2017-06-29,38.02,38.49,37.2202,38.0,33.8281053952321,2112584,0.0,1.0
2017-06-28,37.06,38.73,37.0,38.14,33.9527352572146,3984361,0.0,1.0
2017-06-27,36.79,37.25,36.24,36.49,32.4838833124216,1422096,0.0,1.0
2017-06-26,37.07,37.3531,36.62,36.67,32.644121706399,1988109,0.0,1.0
2017-06-23,35.85,36.995,35.71,36.96,32.9022835633626,2838780,0.0,1.0
2017-06-22,35.82,36.23,35.61,35.74,31.8162233375157,1684504,0.0,1.0
2017-06-21,36.1,36.1,35.34,35.82,31.8874404015056,1600447,0.0,1.0
2017-06-20,36.09,36.58,35.69,36.01,32.0565809284818,2464200,0.0,1.0
2017-06-19,37.07,37.39,35.96,36.1,32.1367001254705,3860676,0.0,1.0
2017-06-16,37.77,37.98,37.34,37.91,33.7479861982434,3376827,0.0,1.0
2017-06-15,38.26,38.37,37.4,37.91,33.7479861982434,1376735,0.0,1.0
2017-06-14,38.92,39.39,38.44,38.57,34.3355269761606,2314216,0.0,1.0
2017-06-13,37.95,38.81,37.88,38.78,34.5224717691343,2521810,0.0,1.0
2017-06-12,37.42,38.4,37.34,37.81,33.658964868256,2490249,0.0,1.0
2017-06-09,37.31,37.79,37.05,37.48,33.3651944792974,2790260,0.0,1.0
2017-06-08,36.97,37.65,36.96,37.39,33.2850752823087,2039009,0.0,1.0
2017-06-07,38.2,38.5,36.85,37.28,33.1871518193225,3171008,0.0,1.0
2017-06-06,38.93,38.93,38.01,38.07,33.8904203262233,2272549,0.0,1.0
2017-06-05,39.13,39.29,38.77,39.04,34.7539272271016,1515341,0.0,1.0
2017-06-02,40.0,40.11,38.76,39.13,34.8340464240903,2277155,0.0,1.0
2017-06-01,38.65,40.14,38.65,39.97,35.5818255959849,3152145,0.0,1.0
2017-05-31,39.25,39.315,38.23,38.51,34.2821141781681,3260814,0.0,1.0
2017-05-30,38.91,39.23,38.66,39.06,34.7717314930991,3264498,0.0,1.0
2017-05-26,39.25,39.68,38.32,39.07,34.7806336260979,4836639,0.0,1.0
2017-05-25,40.81,40.83,39.79,39.82,35.4482936010038,3480339,0.0,1.0
2017-05-24,40.77,40.905,39.93,40.8,36.3207026348808,4171424,0.0,1.0
2017-05-23,42.93,42.93,40.67,40.87,36.383017565872,5633486,0.0,1.0
2017-05-22,44.3,44.56,42.46,42.97,38.2524654956085,4645304,0.0,1.0
2017-05-19,44.74,44.74,43.89,44.08,39.2406022584693,2073590,0.0,1.0
2017-05-18,43.97,44.93,43.66,44.61,39.7124153074028,1831934,0.0,1.0
2017-05-17,45.0,45.53,43.76,43.97,39.1426787954831,4198730,0.0,1.0
2017-05-16,47.04,47.04,45.52,45.62,40.611530740276,2618368,0.0,1.0
2017-05-15,46.4,47.08,46.2,46.67,41.5462547051443,2011991,0.0,1.0
2017-05-12,46.09,46.68,45.573,46.25,41.172365119197,2163901,0.0,1.0
2017-05-11,47.36,47.52,45.51,45.63,40.6204328732748,4087139,0.0,1.0
2017-05-10,49.8,50.95,46.7,47.99,42.7213362609787,8629688,0.0,1.0
2017-05-09,47.1,48.1,46.82,46.92,41.7688080301129,3978894,0.0,1.0
2017-05-08,46.18,47.38,46.03,47.03,41.8667314930991,3878561,0.0,1.0
2017-05-05,45.86,46.45,45.73,46.17,41.101148055207,1866149,0.0,1.0
2017-05-04,45.12,45.95,45.02,45.89,40.8518883312422,2878102,0.0,1.0
2017-05-03,46.13,46.23,44.85,45.11,40.15752195734,2750672,0.0,1.0
2017-05-02,45.07,46.12,44.74,46.1,41.0388331242158,2515124,0.0,1.0
2017-05-01,45.03,45.5,44.77,44.96,40.0239899623588,2079067,0.0,1.0
2017-04-28,45.2,45.2,43.66,45.01,40.0685006273526,3954713,0.0,1.0
2017-04-27,44.51,45.31,44.11,45.1,40.1486198243413,3636934,0.0,1.0
2017-04-26,43.7,44.86,43.68,44.5,39.6144918444166,2891717,0.0,1.0
2017-04-25,43.48,43.9396,42.77,43.65,38.8578105395232,1902560,0.0,1.0
2017-04-24,43.1,43.8,42.82,43.34,38.5818444165621,2486920,0.0,1.0
2017-04-21,42.68,43.055,42.32,42.65,37.9675972396487,5112946,0.0,1.0
2017-04-20,42.28,42.995,42.15,42.71,38.0210100376412,1928027,0.0,1.0
2017-04-19,42.18,42.89,41.96,42.03,37.4156649937265,2355633,0.0,1.0
2017-04-18,41.49,42.095,41.14,41.97,37.362252195734,1922392,0.0,1.0
2017-04-17,41.72,41.8,40.89,41.77,37.1842095357591,3688579,0.0,1.0
2017-04-13,41.5,41.755,41.16,41.36,36.8192220828105,1830721,0.0,1.0
2017-04-12,41.45,42.1,41.2,41.5,36.943851944793,1875367,0.0,1.0
2017-04-11,42.08,42.14,41.12,41.45,36.8993412797993,3849454,0.0,1.0
2017-04-10,42.2,42.63,42.03,42.24,37.6026097867001,3605844,0.0,1.0
2017-04-07,42.29,42.59,42.04,42.06,37.4423713927227,3169424,0.0,1.0
2017-04-06,41.94,42.7525,41.75,42.3,37.6560225846926,4144477,0.0,1.0
2017-04-05,41.78,42.33,41.35,41.76,37.1753074027604,4075598,0.0,1.0
2017-04-04,42.54,42.76,41.58,41.64,37.0684818067754,2186776,0.0,1.0
2017-04-03,43.26,43.44,42.16,42.77,38.0744228356336,3074130,0.0,1.0
2017-03-31,43.38,43.62,43.02,43.16,38.4216060225847,2435647,0.0,1.0
2017-03-30,43.5,43.58,42.8,43.31,38.5551380175659,2848970,0.0,1.0
2017-03-29,43.1,43.77,42.83,43.65,38.8578105395232,1706971,0.0,1.0
2017-03-28,42.52,43.42,42.5,43.13,38.3948996235885,1793289,0.0,1.0
2017-03-27,42.33,42.94,42.0,42.66,37.9764993726474,1548733,0.0,1.0
2017-03-24,42.73,43.02,42.45,42.69,38.0032057716437,2440526,0.0,1.0
2017-03-23,41.35,42.7,40.92,42.52,37.851869510665,5023091,0.0,1.0
2017-03-22,41.8,41.8,40.87,41.4,36.8548306148055,2869119,0.0,1.0
2017-03-21,43.26,43.36,41.645,41.71,37.1307967377666,2304181,0.0,1.0
2017-03-20,43.19,43.399,42.82,43.0,38.2791718946048,1307757,0.0,1.0
2017-03-17,43.23,43.39,42.88,43.27,38.5195294855709,2213001,0.0,1.0
2017-03-16,42.82,43.18,42.61,43.07,38.341486825596,1522658,0.0,1.0
2017-03-15,42.44,42.88,41.995,42.71,38.0210100376412,1910256,0.0,1.0
2017-03-14,43.4,43.5,41.94,42.26,37.6204140526976,1819716,0.0,1.0
2017-03-13,43.62,44.0,43.15,43.51,38.7331806775408,1482343,0.0,1.0
2017-03-10,43.72,44.35,43.275,43.6,38.8132998745295,2706853,0.0,1.0
2017-03-09,43.94,44.6,43.1167,43.59,38.8043977415307,4063861,0.0,1.0
2017-03-08,41.23,44.06,41.2,43.83,39.0180489335006,7547721,0.0,1.0
2017-03-07,41.35,41.92,41.1,41.31,36.7747114178168,3401785,0.0,1.0
2017-03-06,41.5,41.685,40.81,41.6,37.0328732747804,3430341,0.0,1.0
2017-03-03,40.94,41.785,40.81,41.74,37.1575031367629,3667698,0.0,1.0
2017-03-02,40.85,41.5303,40.45,40.82,36.3385069008783,3173973,0.0,1.0
2017-03-01,41.79,41.9,40.74,41.47,36.9171455457967,3881821,0.0,1.0
2017-02-28,42.18,42.25,41.147,41.47,36.9171455457967,3918310,0.0,1.0
2017-02-27,42.01,43.2,41.81,42.81,38.1100313676286,5004487,0.0,1.0
2017-02-24,43.15,43.36,42.0,42.62,37.9408908406525,4670239,0.0,1.0
2017-02-23,46.12,46.2,43.21,43.46,38.6886700125471,6814868,0.0,1.0
2017-02-22,45.84,46.16,44.96,45.55,40.5492158092848,4343788,0.0,1.0
2017-02-21,47.25,47.31,46.77,46.84,41.697590966123,2424593,0.0,1.0
2017-02-17,46.97,47.65,46.32,47.06,41.8934378920954,5935715,0.0,1.0
2017-02-16,49.0,50.36,46.8425,46.92,41.7688080301129,12391044,0.0,1.0
2017-02-15,52.33,53.29,52.2,52.7,46.9142409033877,6553366,0.0,1.0
2017-02-14,51.5,52.46,50.72,52.19,46.4602321204517,3855261,0.0,1.0
2017-02-13,52.02,52.2025,51.33,51.39,45.7480614805521,2586323,0.0,1.0
2017-02-10,52.7,52.9,51.82,52.0,46.2910915934755,2486631,0.0,1.0
2017-02-09,52.12,52.9,52.04,52.51,46.7451003764115,2395161,0.0,1.0
2017-02-08,51.96,52.32,51.45,51.89,46.1931681304893,1786303,0.0,1.0
2017-02-07,52.03,52.4,51.5,51.96,46.2554830614806,1305017,0.0,1.0
2017-02-06,52.5,52.8702,51.63,51.96,46.2554830614806,1644297,0.0,1.0
2017-02-03,52.4,52.955,52.06,52.61,46.834121706399,960986,0.0,1.0
2017-02-02,51.81,52.73,51.3,52.06,46.344504391468,1044984,0.0,1.0
2017-02-01,52.99,53.47,51.57,51.87,46.1753638644918,1800906,0.0,1.0
2017-01-31,51.98,53.18,51.8,52.9,47.0922835633626,1405737,0.0,1.0
2017-01-30,51.97,52.33,51.23,52.25,46.5136449184442,1145599,0.0,1.0
2017-01-27,52.46,52.46,51.67,52.0,46.2910915934755,812887,0.0,1.0
2017-01-26,52.73,52.84,52.1,52.18,46.451329987453,772717,0.0,1.0
2017-01-25,52.75,52.86,52.06,52.65,46.869730238394,1892979,0.0,1.0
2017-01-24,51.66,52.38,50.76,52.13,46.4068193224592,1412610,0.0,1.0
2017-01-23,51.79,51.8454,50.91,51.39,45.7480614805521,1550456,0.0,1.0
2017-01-20,52.23,52.92,51.26,51.85,46.1575595984944,2137540,0.0,1.0
2017-01-19,52.9,53.11,51.58,52.16,46.4335257214555,2097831,0.0,1.0
2017-01-18,52.66,53.39,52.46,52.88,47.0744792973651,1289302,0.0,1.0
2017-01-17,52.56,53.58,52.38,52.6,46.8252195734003,1926548,0.0,1.0
2017-01-13,52.03,53.3,52.03,52.92,47.1100878293601,2254501,0.0,1.0
2017-01-12,51.72,52.35,50.81,51.88,46.1842659974906,2499996,0.0,1.0
2017-01-11,51.01,51.92,50.83,51.66,45.9884190715182,1560165,0.0,1.0
2017-01-10,51.07,51.88,50.24,51.31,45.6768444165621,2572763,0.0,1.0
2017-01-09,50.92,51.425,50.4,50.92,45.329661229611,2646900,0.0,1.0
2017-01-06,49.01,51.06,48.555,50.77,45.1961292346299,2940673,0.0,1.0
2017-01-05,48.89,49.75,48.83,49.2,43.7984943538269,1734681,0.0,1.0
2017-01-04,47.74,48.995,47.63,48.86,43.4958218318695,2011388,0.0,1.0
2017-01-03,46.75,47.6319,46.21,47.51,42.2940338770389,1913990,0.0,1.0
2016-12-30,47.0,47.27,46.16,46.37,41.2791907151819,1533636,0.0,1.0
2016-12-29,46.75,47.12,46.53,46.95,41.7955144291092,1622578,0.0,1.0
2016-12-28,47.23,47.65,46.64,46.85,41.7064930991217,1368879,0.0,1.0
2016-12-27,46.58,47.4825,46.49,47.29,42.0981869510665,1416035,0.0,1.0
2016-12-23,46.47,46.69,46.17,46.54,41.4305269761606,1222638,0.0,1.0
2016-12-22,46.43,46.454,45.63,46.39,41.2969949811794,2677539,0.0,1.0
2016-12-21,49.49,49.49,46.205,46.28,41.1990715181932,2703936,0.0,1.0
2016-12-20,47.09,49.75,47.02,48.79,43.4335069008783,5586721,0.0,1.0
2016-12-19,47.53,47.6,46.385,46.45,41.3504077791719,1919516,0.0,1.0
2016-12-16,47.57,48.09,47.18,47.37,42.1694040150565,4050510,0.0,1.0
2016-12-15,47.69,47.98,47.14,47.38,42.1783061480552,1880917,0.0,1.0
2016-12-14,49.02,49.19,47.38,47.62,42.3919573400251,3847126,0.0,1.0
2016-12-13,48.83,49.55,48.66,49.03,43.6471580928482,1412366,0.0,1.0
2016-12-12,49.01,49.36,48.25,48.71,43.3622898368883,2146347,0.0,1.0
2016-12-09,48.17,49.4,48.01,49.23,43.8252007528231,1811601,0.0,1.0
2016-12-08,47.39,48.31,47.25,48.06,42.7836511919699,1664396,0.0,1.0
2016-12-07,48.19,48.405,47.54,47.6,42.3741530740276,2724765,0.0,1.0
2016-12-06,48.13,48.5,47.773,48.17,42.8815746549561,1379642,0.0,1.0
2016-12-05,47.13,48.51,46.69,47.98,42.7124341279799,2761415,0.0,1.0
2016-12-02,47.2,47.35,45.95,46.46,41.3593099121706,2588672,0.0,1.0
2016-12-01,48.34,48.39,46.88,47.16,41.9824592220828,2264462,0.0,1.0
2016-11-30,49.24,49.72,48.25,48.28,42.9794981179423,2706159,0.0,1.0
2016-11-29,50.43,50.82,49.16,49.3,43.8875156838143,2349047,0.0,1.0
2016-11-28,51.06,51.19,50.07,50.18,44.6709033877039,1925887,0.0,1.0
2016-11-25,50.92,51.4,50.66,51.17,45.5522145545797,501095,0.0,1.0
2016-11-23,51.0,51.01,50.39,50.79,45.2139335006274,1060034,0.0,1.0
2016-11-22,51.69,52.08,51.23,51.34,45.7035508155584,1305155,0.0,1.0
2016-11-21,51.3,52.045,50.93,51.68,46.0062233375157,1433253,0.0,1.0
2016-11-18,50.77,51.51,50.29,50.79,45.2139335006274,1338828,0.0,1.0
2016-11-17,50.18,51.69,50.099,50.97,45.3741718946048,2253659,0.0,1.0
2016-11-16,49.84,51.2,49.74,50.4,44.8667503136763,3272105,0.0,1.0
2016-11-15,49.57,50.52,49.33,50.02,44.528469259724,4645583,0.0,1.0
2016-11-14,51.03,51.28,48.52,48.8,43.442409033877,5540386,0.0,1.0
2016-11-11,51.94,51.94,50.59,51.01,45.4097804265998,3326432,0.0,1.0
2016-11-10,52.7,53.73,51.01,51.83,46.1397553324969,6272164,0.0,1.0
2016-11-09,53.0,56.02,51.0,52.63,46.8519259723965,18906705,0.0,1.0
2016-11-08,63.56,65.562,62.82,63.1,56.1724592220828,6931425,0.0,1.0
2016-11-07,64.6,64.85,63.36,63.43,56.4662296110414,2595436,0.0,1.0
2016-11-04,62.31,64.05,62.31,63.64,56.6531744040151,1357805,0.0,1.0
2016-11-03,61.66,63.25,61.39,62.74,55.851982434128,1098684,0.0,1.0
2016-11-02,63.38,63.65,61.5,61.63,54.8638456712673,1262500,0.0,1.0
2016-11-01,64.41,64.58,62.93,63.47,56.5018381430364,1256084,0.0,1.0
2016-10-31,64.63,64.74,64.0,64.48,57.4009535759097,1155706,0.0,1.0
2016-10-28,62.48,64.86,61.835,64.34,57.2763237139272,2363536,0.0,1.0
2016-10-27,62.39,62.53,61.24,61.85,55.0596925972397,1397483,0.0,1.0
2016-10-26,62.54,63.52,61.51,61.75,54.9706712672522,1503632,0.0,1.0
2016-10-25,63.72,64.265,63.105,63.53,56.5552509410289,812610,0.0,1.0
2016-10-24,63.57,63.94,63.17,63.83,56.8223149309912,1174848,0.0,1.0
2016-10-21,61.87,63.67,61.74,62.96,56.0478293601004,2069710,0.0,1.0
2016-10-20,63.69,63.71,61.91,62.03,55.2199309912171,1534496,0.0,1.0
2016-10-19,63.16,64.24,63.16,63.87,56.8579234629862,2040040,0.0,1.0
2016-10-18,62.66,63.49,62.07,63.19,56.2525784190715,1666284,0.0,1.0
2016-10-17,61.43,61.85,60.69,61.46,54.7125094102886,1471267,0.0,1.0
2016-10-14,62.4,62.65,61.11,61.31,54.5789774153074,1983138,0.0,1.0
2016-10-13,62.66,62.66,61.75,62.24,55.4068757841907,1737510,0.0,1.0
2016-10-12,63.39,63.445,62.5,62.99,56.0745357590966,1558721,0.0,1.0
2016-10-11,64.5,64.6,63.1,63.43,56.4662296110414,2072689,0.0,1.0
2016-10-10,64.24,64.8,64.01,64.6,57.5077791718946,1203585,0.0,1.0
2016-10-07,65.09,65.09,63.6,64.0,56.9736511919699,1185144,0.0,1.0
2016-10-06,65.89,65.89,64.36,64.84,57.7214303638645,1675302,0.0,1.0
2016-10-05,64.75,66.13,64.54,65.87,58.6383500627353,2138443,0.0,1.0
2016-10-04,63.74,64.73,63.41,64.42,57.3475407779172,1019351,0.0,1.0
2016-10-03,62.9,63.445,62.21,63.35,56.3950125470515,841938,0.0,1.0
2016-09-30,62.98,63.48,62.96,63.18,56.2436762860728,1690269,0.0,1.0
2016-09-29,63.79,64.42,62.82,63.0,56.0834378920954,2562317,0.0,1.0
2016-09-28,64.37,65.03,63.72,64.08,57.0448682559599,1525973,0.0,1.0
2016-09-27,62.01,64.68,61.92,64.26,57.2051066499373,3147105,0.0,1.0
2016-09-26,61.65,61.97,61.33,61.89,55.0953011292346,999651,0.0,1.0
2016-09-23,61.44,62.17,61.21,61.87,55.0774968632371,1326433,0.0,1.0
2016-09-22,60.74,61.43,60.39,61.36,54.6234880803011,1193797,0.0,1.0
2016-09-21,60.5,60.78,59.87,60.54,53.893513174404,1350266,0.0,1.0
2016-09-20,60.16,60.46,59.72,60.25,53.6353513174404,1188312,0.0,1.0
2016-09-19,61.56,61.64,59.81,60.0,53.4127979924718,1918491,0.0,1.0
2016-09-16,61.69,61.73,60.49,61.29,54.5611731493099,2782011,0.0,1.0
2016-09-15,61.65,62.036,60.95,61.82,55.0329861982434,1433257,0.0,1.0
2016-09-14,62.08,63.38,61.76,61.81,55.0240840652447,1656163,0.0,1.0
2016-09-13,62.86,63.34,62.52,63.04,56.1190464240903,1475554,0.0,1.0
2016-09-12,61.54,63.74,61.54,63.61,56.6264680050188,2142976,0.0,1.0
2016-09-09,61.36,62.97,61.13,61.72,54.943964868256,2517765,0.0,1.0
2016-09-08,61.95,62.25,61.44,61.8,55.0151819322459,1037936,0.0,1.0
2016-09-07,61.81,62.85,61.5828,62.16,55.3356587202008,1324100,0.0,1.0
2016-09-06,61.11,61.98,60.64,61.52,54.7659222082811,1995430,0.0,1.0
2016-09-02,61.6,61.96,60.89,61.2,54.4810539523212,1035119,0.0,1.0
2016-09-01,60.91,61.58,60.8,61.32,54.5878795483062,1024136,0.0,1.0
2016-08-31,61.37,61.48,60.75,61.0,54.3030112923463,1230265,0.0,1.0
2016-08-30,62.39,62.51,60.95,61.25,54.5255646173149,1457591,0.0,1.0
2016-08-29,62.25,62.4,61.79,61.94,55.1398117942284,1295313,0.0,1.0
2016-08-26,62.28,63.21,61.975,62.37,55.5226035131744,1135514,0.0,1.0
