,QHC_Open,QHC_High,QHC_Low,QHC_Close,QHC_Adj Close,QHC_Volume,QHC_Dividend Amount,QHC_Split Coefficient
2017-05-22,3.93,3.95,3.35,3.6,3.6,1920142,0.0,1.0
2017-05-19,3.0,4.1,2.99,3.98,3.98,3600919,0.0,1.0
2017-05-18,2.71,2.89,2.54,2.88,2.88,1218668,0.0,1.0
2017-05-17,2.9,2.915,2.685,2.72,2.72,973776,0.0,1.0
2017-05-16,3.16,3.19,2.86,2.9,2.9,1290436,0.0,1.0
2017-05-15,3.5,3.61,2.87,3.15,3.15,1218302,0.0,1.0
2017-05-12,4.06,4.09,3.87,3.9,3.9,345992,0.0,1.0
2017-05-11,4.0,4.07,3.87,4.0,4.0,405107,0.0,1.0
2017-05-10,3.95,4.07,3.94,4.01,4.01,502804,0.0,1.0
2017-05-09,4.13,4.16,3.94,3.95,3.95,252623,0.0,1.0
2017-05-08,4.27,4.27,4.06,4.07,4.07,268944,0.0,1.0
2017-05-05,4.26,4.33,4.2,4.26,4.26,117549,0.0,1.0
2017-05-04,4.19,4.24,4.0,4.22,4.22,357201,0.0,1.0
2017-05-03,4.47,4.5,4.14,4.18,4.18,197020,0.0,1.0
2017-05-02,4.19,4.59,4.14,4.47,4.47,464548,0.0,1.0
2017-05-01,4.27,4.3,4.15,4.18,4.18,133794,0.0,1.0
2017-04-28,4.36,4.48,4.26,4.27,4.27,153051,0.0,1.0
2017-04-27,4.7,4.76,4.38,4.41,4.41,345187,0.0,1.0
2017-04-26,4.5,4.81,4.49,4.7,4.7,300370,0.0,1.0
2017-04-25,4.52,4.54,4.46,4.5,4.5,438030,0.0,1.0
2017-04-24,4.59,4.59,4.43,4.47,4.47,182755,0.0,1.0
2017-04-21,4.46,4.52,4.4,4.49,4.49,264552,0.0,1.0
2017-04-20,4.67,4.67,4.4,4.49,4.49,305306,0.0,1.0
2017-04-19,4.77,4.8,4.63,4.66,4.66,222755,0.0,1.0
2017-04-18,4.62,4.75,4.58,4.73,4.73,233135,0.0,1.0
2017-04-17,4.74,4.74,4.47,4.69,4.69,269938,0.0,1.0
2017-04-13,4.97,4.985,4.72,4.76,4.76,181048,0.0,1.0
2017-04-12,4.96,5.0,4.76,4.98,4.98,305383,0.0,1.0
2017-04-11,5.01,5.11,4.9,4.96,4.96,207256,0.0,1.0
2017-04-10,4.89,5.12,4.87,5.05,5.05,251982,0.0,1.0
2017-04-07,5.18,5.18,4.85,4.93,4.93,388770,0.0,1.0
2017-04-06,5.01,5.22,4.92,5.2,5.2,405143,0.0,1.0
2017-04-05,5.19,5.33,4.99,5.0,5.0,794208,0.0,1.0
2017-04-04,5.18,5.31,5.04,5.16,5.16,388889,0.0,1.0
2017-04-03,5.43,5.57,5.06,5.15,5.15,556237,0.0,1.0
2017-03-31,5.45,5.78,5.4,5.44,5.44,642613,0.0,1.0
2017-03-30,5.46,5.52,5.3,5.34,5.34,620770,0.0,1.0
2017-03-29,5.48,5.7,5.12,5.46,5.46,2463180,0.0,1.0
2017-03-28,6.88,6.89,6.12,6.37,6.37,359981,0.0,1.0
2017-03-27,7.3,7.37,6.81,6.9,6.9,349948,0.0,1.0
2017-03-24,6.92,7.32,6.86,7.17,7.17,256439,0.0,1.0
2017-03-23,6.64,6.97,6.64,6.84,6.84,215983,0.0,1.0
2017-03-22,6.9,6.91,6.54,6.63,6.63,309088,0.0,1.0
2017-03-21,7.39,7.44,6.42,6.92,6.92,654131,0.0,1.0
2017-03-20,7.95,7.96,7.41,7.45,7.45,306153,0.0,1.0
2017-03-17,7.85,8.29,7.73,8.03,8.03,748014,0.0,1.0
2017-03-16,7.63,7.94,7.53,7.89,7.89,279996,0.0,1.0
2017-03-15,7.42,7.59,7.15,7.58,7.58,355854,0.0,1.0
2017-03-14,7.74,7.74,7.35,7.36,7.36,194450,0.0,1.0
2017-03-13,7.78,7.94,7.435,7.76,7.76,271382,0.0,1.0
2017-03-10,8.0,8.1,7.71,7.73,7.73,141040,0.0,1.0
2017-03-09,8.04,8.1,7.86,8.01,8.01,167702,0.0,1.0
2017-03-08,8.31,8.51,7.95,8.0,8.0,296556,0.0,1.0
2017-03-07,8.42,8.42,8.0,8.32,8.32,176689,0.0,1.0
2017-03-06,8.56,8.62,8.15,8.48,8.48,218529,0.0,1.0
2017-03-03,8.29,8.67,8.29,8.6,8.6,197342,0.0,1.0
2017-03-02,8.45,8.52,8.21,8.23,8.23,100959,0.0,1.0
2017-03-01,8.72,8.72,8.42,8.52,8.52,228895,0.0,1.0
2017-02-28,8.73,8.8,8.44,8.55,8.55,130201,0.0,1.0
2017-02-27,8.27,8.76,8.27,8.75,8.75,179495,0.0,1.0
2017-02-24,8.33,8.37,8.08,8.29,8.29,138745,0.0,1.0
2017-02-23,8.61,8.64,8.13,8.33,8.33,167915,0.0,1.0
2017-02-22,8.57,8.68,8.34,8.54,8.54,177010,0.0,1.0
2017-02-21,8.22,8.83,8.18,8.59,8.59,232474,0.0,1.0
2017-02-17,8.2,8.25,7.89,8.16,8.16,274854,0.0,1.0
2017-02-16,8.46,8.51,8.08,8.18,8.18,100909,0.0,1.0
2017-02-15,8.24,8.56,8.235,8.46,8.46,155578,0.0,1.0
2017-02-14,8.22,8.32,8.05,8.3,8.3,116888,0.0,1.0
2017-02-13,8.43,8.48,8.24,8.27,8.27,90921,0.0,1.0
2017-02-10,8.5,8.7,8.33,8.37,8.37,170176,0.0,1.0
2017-02-09,8.13,8.53,8.01,8.49,8.49,169618,0.0,1.0
2017-02-08,8.1,8.18,7.85,8.13,8.13,612267,0.0,1.0
2017-02-07,8.41,8.61,8.1,8.1,8.1,284321,0.0,1.0
2017-02-06,8.66,8.94,8.35,8.45,8.45,199682,0.0,1.0
2017-02-03,8.64,8.79,8.5,8.69,8.69,169869,0.0,1.0
2017-02-02,8.87,8.93,8.59,8.6,8.6,157563,0.0,1.0
2017-02-01,8.83,8.985,8.76,8.87,8.87,69466,0.0,1.0
2017-01-31,8.65,8.92,8.6,8.79,8.79,244377,0.0,1.0
2017-01-30,8.67,8.7925,8.45,8.63,8.63,288508,0.0,1.0
2017-01-27,8.89,8.9317,8.63,8.72,8.72,87996,0.0,1.0
2017-01-26,9.16,9.22,8.78,8.91,8.91,136714,0.0,1.0
2017-01-25,8.9,9.33,8.9,9.17,9.17,229646,0.0,1.0
2017-01-24,8.76,8.95,8.64,8.81,8.81,827915,0.0,1.0
2017-01-23,8.78,8.79,8.34,8.68,8.68,323405,0.0,1.0
2017-01-20,9.07,9.26,8.64,8.81,8.81,420983,0.0,1.0
2017-01-19,8.9,9.15,8.54,9.04,9.04,230105,0.0,1.0
2017-01-18,9.36,9.37,8.865,8.98,8.98,133433,0.0,1.0
2017-01-17,9.05,9.46,8.95,9.37,9.37,167026,0.0,1.0
2017-01-13,8.67,9.11,8.6,9.09,9.09,239351,0.0,1.0
2017-01-12,8.68,8.73,8.21,8.67,8.67,276636,0.0,1.0
2017-01-11,8.59,8.82,8.59,8.69,8.69,264064,0.0,1.0
2017-01-10,8.57,8.65,8.28,8.61,8.61,301922,0.0,1.0
2017-01-09,8.63,8.81,8.54,8.57,8.57,117982,0.0,1.0
2017-01-06,8.72,8.76,8.42,8.63,8.63,118155,0.0,1.0
2017-01-05,8.67,8.79,8.4,8.66,8.66,143704,0.0,1.0
2017-01-04,8.05,8.8985,8.05,8.74,8.74,413830,0.0,1.0
2017-01-03,7.34,8.1,7.34,8.03,8.03,326190,0.0,1.0
2016-12-30,7.37,7.69,7.25,7.27,7.27,229800,0.0,1.0
2016-12-29,7.8,7.84,7.31,7.37,7.37,224799,0.0,1.0
2016-12-28,7.88,7.99,7.71,7.77,7.77,115554,0.0,1.0
2016-12-27,7.84,8.02,7.75,7.84,7.84,106166,0.0,1.0
2016-12-23,7.66,7.89,7.65,7.86,7.86,157858,0.0,1.0
2016-12-22,7.8,8.2399,7.68,7.72,7.72,374690,0.0,1.0
2016-12-21,7.75,7.945,7.75,7.85,7.85,166557,0.0,1.0
2016-12-20,7.9,8.025,7.671,7.8,7.8,253724,0.0,1.0
2016-12-19,8.02,8.1304,7.83,7.9,7.9,229574,0.0,1.0
2016-12-16,7.45,8.06,7.4,8.0,8.0,1933152,0.0,1.0
2016-12-15,6.72,7.42,6.57,7.42,7.42,588270,0.0,1.0
2016-12-14,6.69,6.77,6.55,6.74,6.74,282552,0.0,1.0
2016-12-13,6.64,6.79,6.57,6.75,6.75,323155,0.0,1.0
2016-12-12,6.34,6.64,6.34,6.64,6.64,235115,0.0,1.0
2016-12-09,6.34,6.43,6.23,6.38,6.38,158467,0.0,1.0
2016-12-08,6.15,6.32,6.06,6.29,6.29,266423,0.0,1.0
2016-12-07,6.01,6.34,6.0,6.2,6.2,197951,0.0,1.0
2016-12-06,6.06,6.12,5.77,6.04,6.04,159983,0.0,1.0
2016-12-05,5.71,6.041,5.68,6.01,6.01,217907,0.0,1.0
2016-12-02,5.81,5.86,5.69,5.69,5.69,115855,0.0,1.0
2016-12-01,5.71,5.87,5.67,5.78,5.78,232993,0.0,1.0
2016-11-30,5.78,5.98,5.7,5.72,5.72,571028,0.0,1.0
2016-11-29,6.1,6.12,5.75,5.79,5.79,283432,0.0,1.0
2016-11-28,6.12,6.46,5.96,6.07,6.07,292396,0.0,1.0
2016-11-25,6.65,6.77,6.08,6.12,6.12,183610,0.0,1.0
2016-11-23,6.72,6.79,6.53,6.7,6.7,107018,0.0,1.0
2016-11-22,7.05,7.05,6.52,6.76,6.76,239874,0.0,1.0
2016-11-21,6.98,7.07,6.76,7.05,7.05,259490,0.0,1.0
2016-11-18,6.76,7.0594,6.76,6.98,6.98,297214,0.0,1.0
2016-11-17,6.61,7.065,6.61,6.76,6.76,493315,0.0,1.0
2016-11-16,6.6,6.83,6.42,6.66,6.66,386794,0.0,1.0
2016-11-15,5.39,7.06,5.39,6.6,6.6,1119753,0.0,1.0
2016-11-14,4.75,5.47,4.74,5.39,5.39,656550,0.0,1.0
2016-11-11,4.19,4.93,4.19,4.72,4.72,1212546,0.0,1.0
2016-11-10,3.95,4.31,3.89,4.22,4.22,600067,0.0,1.0
2016-11-09,3.99,4.16,3.87,4.03,4.03,385749,0.0,1.0
2016-11-08,4.12,4.21,4.04,4.17,4.17,120964,0.0,1.0
2016-11-07,4.01,4.31,3.87,4.15,4.15,236666,0.0,1.0
2016-11-04,3.81,4.04,3.81,3.91,3.91,182875,0.0,1.0
2016-11-03,4.06,4.06,3.75,3.8,3.8,290994,0.0,1.0
2016-11-02,3.95,4.05,3.94,4.0,4.0,206736,0.0,1.0
2016-11-01,4.07,4.12,3.87,3.98,3.98,346963,0.0,1.0
2016-10-31,4.15,4.19,4.01,4.04,4.04,251678,0.0,1.0
2016-10-28,4.28,4.38,4.15,4.19,4.19,249509,0.0,1.0
2016-10-27,4.72,4.72,4.195,4.32,4.32,807152,0.0,1.0
2016-10-26,5.01,5.05,4.73,4.74,4.74,277031,0.0,1.0
2016-10-25,5.47,5.49,4.91,5.06,5.06,652791,0.0,1.0
2016-10-24,5.85,5.91,5.42,5.44,5.44,409773,0.0,1.0
2016-10-21,5.81,5.9,5.79,5.85,5.85,131903,0.0,1.0
2016-10-20,5.9,5.96,5.82,5.85,5.85,302974,0.0,1.0
2016-10-19,6.09,6.09,5.89,5.9,5.9,425914,0.0,1.0
2016-10-18,6.0,6.075,6.0,6.06,6.06,122343,0.0,1.0
2016-10-17,6.07,6.07,5.92,5.98,5.98,155719,0.0,1.0
2016-10-14,6.04,6.33,6.0,6.06,6.06,226397,0.0,1.0
2016-10-13,5.99,6.05,5.94,6.04,6.04,212914,0.0,1.0
2016-10-12,6.0,6.02,5.95,6.0,6.0,158949,0.0,1.0
2016-10-11,5.91,6.12,5.91,6.0,6.0,229652,0.0,1.0
2016-10-10,6.04,6.1,5.875,5.96,5.96,189826,0.0,1.0
2016-10-07,6.23,6.24,5.95,6.06,6.06,183994,0.0,1.0
2016-10-06,6.25,6.29,6.2,6.23,6.23,112695,0.0,1.0
2016-10-05,6.27,6.42,6.24,6.25,6.25,143120,0.0,1.0
2016-10-04,6.26,6.35,6.23,6.29,6.29,210821,0.0,1.0
2016-10-03,6.04,6.29,6.04,6.29,6.29,186472,0.0,1.0
2016-09-30,6.05,6.32,6.05,6.27,6.27,217706,0.0,1.0
2016-09-29,6.06,6.14,6.0,6.08,6.08,173210,0.0,1.0
2016-09-28,6.11,6.215,6.02,6.04,6.04,484392,0.0,1.0
2016-09-27,6.04,6.19,5.985,6.14,6.14,875285,0.0,1.0
2016-09-26,6.23,6.3,6.01,6.04,6.04,306072,0.0,1.0
2016-09-23,6.22,6.33,6.03,6.28,6.28,307315,0.0,1.0
2016-09-22,6.3,6.48,6.2,6.25,6.25,277493,0.0,1.0
2016-09-21,6.83,6.85,6.33,6.35,6.35,377132,0.0,1.0
2016-09-20,6.87,6.93,6.73,6.84,6.84,279698,0.0,1.0
2016-09-19,6.49,6.91,6.38,6.88,6.88,435543,0.0,1.0
2016-09-16,6.35,6.51,6.185,6.47,6.47,1389565,0.0,1.0
2016-09-15,6.27,6.38,6.1,6.32,6.32,232339,0.0,1.0
2016-09-14,6.65,6.7,6.24,6.3,6.3,297907,0.0,1.0
2016-09-13,6.5,6.68,6.37,6.61,6.61,355000,0.0,1.0
2016-09-12,6.79,6.85,6.31,6.51,6.51,906235,0.0,1.0
2016-09-09,7.06,7.1999,6.7,6.88,6.88,678231,0.0,1.0
2016-09-08,7.01,7.3,6.97,7.15,7.15,500984,0.0,1.0
2016-09-07,6.11,7.08,6.1,7.01,7.01,714693,0.0,1.0
2016-09-06,6.14,6.22,6.06,6.16,6.16,291546,0.0,1.0
2016-09-02,6.19,6.22,6.07,6.15,6.15,194144,0.0,1.0
2016-09-01,6.13,6.25,6.1,6.19,6.19,304653,0.0,1.0
2016-08-31,6.17,6.2,6.05,6.15,6.15,246523,0.0,1.0
2016-08-30,6.06,6.25,6.02,6.2,6.2,253045,0.0,1.0
2016-08-29,6.0,6.06,5.95,6.05,6.05,209329,0.0,1.0
2016-08-26,6.03,6.14,5.96,6.02,6.02,185198,0.0,1.0
2016-08-25,6.0,6.09,5.97,6.01,6.01,320899,0.0,1.0
2016-08-24,6.33,6.35,5.99,6.02,6.02,354698,0.0,1.0
2016-08-23,6.33,6.44,6.2895,6.33,6.33,195861,0.0,1.0
2016-08-22,6.21,6.37,6.05,6.26,6.26,371906,0.0,1.0
2016-08-19,6.45,6.45,6.11,6.21,6.21,400905,0.0,1.0
2016-08-18,6.96,6.99,6.44,6.48,6.48,670256,0.0,1.0
2016-08-17,6.72,6.93,6.3501,6.92,6.92,983010,0.0,1.0
2016-08-16,5.88,6.8,5.857,6.66,6.66,1206838,0.0,1.0
2016-08-15,5.61,6.25,5.61,5.89,5.89,1421325,0.0,1.0
2016-08-12,5.23,5.28,5.03,5.11,5.11,815709,0.0,1.0
2016-08-11,5.49,5.5,4.12,5.03,5.03,5165421,0.0,1.0
2016-08-10,9.77,10.12,9.74,10.02,10.02,333153,0.0,1.0
2016-08-09,9.94,10.08,9.74,9.81,9.81,237228,0.0,1.0
2016-08-08,9.95,10.05,9.87,9.93,9.93,100371,0.0,1.0
2016-08-05,10.08,10.24,9.84,9.91,9.91,121573,0.0,1.0
2016-08-04,10.12,10.22,9.81,10.07,10.07,119731,0.0,1.0
2016-08-03,10.36,10.45,9.9,10.09,10.09,249646,0.0,1.0
2016-08-02,10.6,10.7599,10.27,10.46,10.46,164310,0.0,1.0
2016-08-01,10.81,10.935,10.56,10.58,10.58,143674,0.0,1.0
2016-07-29,11.04,11.07,10.77,10.89,10.89,213725,0.0,1.0
2016-07-28,10.87,11.07,10.77,10.98,10.98,101068,0.0,1.0
2016-07-27,10.9,11.0,10.85,10.9,10.9,83521,0.0,1.0
2016-07-26,10.93,11.14,10.86,11.01,11.01,104550,0.0,1.0
2016-07-25,10.86,10.95,10.76,10.8,10.8,94630,0.0,1.0
2016-07-22,10.98,11.1,10.8,10.86,10.86,159643,0.0,1.0
2016-07-21,10.7,11.33,10.7,11.02,11.02,128152,0.0,1.0
2016-07-20,10.86,11.0,10.71,10.77,10.77,366359,0.0,1.0
2016-07-19,11.37,11.4999,10.7872,10.86,10.86,167382,0.0,1.0
2016-07-18,10.99,11.59,10.94,11.44,11.44,138843,0.0,1.0
2016-07-15,10.96,11.07,10.85,10.98,10.98,245463,0.0,1.0
2016-07-14,10.84,10.97,10.73,10.86,10.86,249073,0.0,1.0
2016-07-13,10.93,11.07,10.79,10.84,10.84,195994,0.0,1.0
2016-07-12,10.9,11.02,10.85,10.9,10.9,167324,0.0,1.0
2016-07-11,10.46,10.98,10.46,10.83,10.83,199822,0.0,1.0
2016-07-08,10.49,10.54,10.35,10.46,10.46,200343,0.0,1.0
2016-07-07,10.8,11.04,10.22,10.35,10.35,173582,0.0,1.0
2016-07-06,10.85,11.01,10.76,10.85,10.85,252791,0.0,1.0
2016-07-05,10.9,11.02,10.81,10.93,10.93,140761,0.0,1.0
2016-07-01,10.63,11.06,10.63,11.01,11.01,168563,0.0,1.0
2016-06-30,10.46,10.72,10.31,10.71,10.71,351816,0.0,1.0
2016-06-29,10.77,10.9,10.23,10.33,10.33,626274,0.0,1.0
2016-06-28,11.0,11.2,10.65,10.75,10.75,292629,0.0,1.0
2016-06-27,10.81,11.32,10.58,10.98,10.98,280986,0.0,1.0
2016-06-24,10.89,11.58,10.78,11.0,11.0,2683032,0.0,1.0
2016-06-23,10.94,11.66,10.78,11.61,11.61,539198,0.0,1.0
2016-06-22,10.55,11.0,10.55,10.87,10.87,250472,0.0,1.0
2016-06-21,10.9,11.04,10.47,10.6,10.6,321550,0.0,1.0
2016-06-20,11.25,11.46,10.8,10.9,10.9,318648,0.0,1.0
2016-06-17,11.5,11.53,11.11,11.33,11.33,735945,0.0,1.0
2016-06-16,11.53,11.75,11.3,11.46,11.46,361190,0.0,1.0
2016-06-15,11.95,12.22,11.52,11.69,11.69,414696,0.0,1.0
2016-06-14,12.43,12.59,11.71,12.08,12.08,812611,0.0,1.0
2016-06-13,12.54,12.58,12.3301,12.49,12.49,322929,0.0,1.0
2016-06-10,12.61,12.74,12.37,12.51,12.51,252062,0.0,1.0
2016-06-09,12.65,12.87,12.53,12.72,12.72,283871,0.0,1.0
2016-06-08,12.83,13.14,12.4,12.8,12.8,305822,0.0,1.0
2016-06-07,12.4,13.12,12.29,12.91,12.91,286602,0.0,1.0
2016-06-06,13.05,13.09,12.43,12.55,12.55,525219,0.0,1.0
2016-06-03,12.69,13.11,12.69,12.88,12.88,305037,0.0,1.0
2016-06-02,12.85,12.95,12.31,12.84,12.84,503430,0.0,1.0
2016-06-01,13.12,13.44,12.33,12.55,12.55,508229,0.0,1.0
2016-05-31,13.18,13.52,13.15,13.25,13.25,358294,0.0,1.0
2016-05-27,13.08,13.48,13.08,13.18,13.18,136773,0.0,1.0
2016-05-26,12.66,13.24,12.66,13.14,13.14,1297845,0.0,1.0
2016-05-25,11.96,12.83,11.94,12.59,12.59,295785,0.0,1.0
2016-05-24,12.01,12.35,11.71,12.02,12.02,368249,0.0,1.0
2016-05-23,12.31,12.924,11.99,12.01,12.01,702792,0.0,1.0
2016-05-20,12.23,12.8,11.99,12.16,12.16,603136,0.0,1.0
2016-05-19,11.15,11.87,11.07,11.74,11.74,561398,0.0,1.0
2016-05-18,11.05,11.95,11.05,11.31,11.31,602373,0.0,1.0
2016-05-17,11.2,11.49,10.77,11.05,11.05,594928,0.0,1.0
2016-05-16,10.85,11.89,10.71,11.25,11.25,437553,0.0,1.0
2016-05-13,10.94,11.3,10.65,11.2,11.2,1166285,0.0,1.0
2016-05-12,9.91,10.92,9.71,10.79,10.79,1691933,0.0,1.0
2016-05-11,10.19,10.3999,9.83,9.93,9.93,682387,0.0,1.0
2016-05-10,9.76,10.59,9.76,10.33,10.33,1259712,0.0,1.0
2016-05-09,8.99,10.0,8.82,9.98,9.98,1593565,0.0,1.0
2016-05-06,10.03,10.06,9.0,9.08,9.08,2780400,0.0,1.0
2016-05-05,11.5,11.5418,9.57,10.04,10.04,1740915,0.0,1.0
2016-05-04,12.77,12.77,11.27,11.67,11.67,690190,0.0,1.0
2016-05-03,12.54,13.0,12.16,12.77,12.77,1440301,0.0,1.0
2016-05-02,13.15,13.51,12.35,13.08,13.08,5677700,0.0,1.0
