,ELV_Open,ELV_High,ELV_Low,ELV_Close,ELV_Adj Close,ELV_Volume,ELV_Dividend Amount,ELV_Split Coefficient
2023-06-07,463.58,465.7,459.54,460.13,451.566561285787,1497445,0.0,1.0
2023-06-06,480.38,480.59,460.56,464.6,455.953370511327,1359851,0.0,1.0
2023-06-05,472.38,482.09,471.72,480.43,471.488759782085,1525970,0.0,1.0
2023-06-02,467.74,473.31,462.32,471.02,462.253888459417,1618169,0.0,1.0
2023-06-01,449.8,467.52,448.05,464.43,455.786534366284,1629970,0.0,1.0
2023-05-31,440.91,450.26,438.78,447.82,439.485661606505,2317730,0.0,1.0
2023-05-30,442.75,443.9199,438.56,441.73,433.509002057616,1635533,0.0,1.0
2023-05-26,449.11,454.2,445.45,445.89,437.591580665724,1201469,0.0,1.0
2023-05-25,452.66,454.4,446.1,450.08,441.703600946487,979687,0.0,1.0
2023-05-24,459.41,460.8,456.32,456.59,448.092443912541,763132,0.0,1.0
2023-05-23,454.03,460.13,450.03,457.51,448.99532187395,1012923,0.0,1.0
2023-05-22,458.69,461.28,454.89,457.04,448.534069002361,709925,0.0,1.0
2023-05-19,455.83,461.78,454.35,457.83,449.309366382266,890953,0.0,1.0
2023-05-18,456.9,457.33,449.27,455.01,446.541849152731,954367,0.0,1.0
2023-05-17,446.95,460.78,446.19,459.74,451.183819541277,1175614,0.0,1.0
2023-05-16,453.81,454.27,445.15,445.88,437.581766774839,767708,0.0,1.0
2023-05-15,457.95,457.95,449.3,452.55,444.127631995052,936767,0.0,1.0
2023-05-12,457.63,459.55,454.29,457.46,448.946252419526,600505,0.0,1.0
2023-05-11,458.82,459.02,454.505,456.78,448.278907839354,823638,0.0,1.0
2023-05-10,459.55,462.68,456.81,459.35,450.801077796767,779084,0.0,1.0
2023-05-09,465.66,469.35,460.13,460.48,451.910047466758,601908,0.0,1.0
2023-05-08,463.62,465.75,459.21,465.19,456.532390073535,648005,0.0,1.0
2023-05-05,462.37,469.375,458.85,464.47,455.825789929823,800259,0.0,1.0
2023-05-04,458.0,459.52,452.19,456.69,448.19058282139,695621,0.0,1.0
2023-05-03,467.04,467.86,456.47,458.18,449.652852563237,937956,0.0,1.0
2023-05-02,471.4,474.68,460.84,466.32,457.641359743525,809919,0.0,1.0
2023-05-01,468.82,477.17,468.58,472.28,463.490438710911,785020,0.0,1.0
2023-04-28,464.96,472.3,464.55,468.65,459.927996319701,1083342,0.0,1.0
2023-04-27,457.67,466.31,457.67,465.4,456.738481782117,1122469,0.0,1.0
2023-04-26,456.0,458.36,447.81,452.38,443.960795850009,1149189,0.0,1.0
2023-04-25,465.1,470.065,460.56,460.87,452.292789211268,1125887,0.0,1.0
2023-04-24,451.8,465.18,450.095,462.92,454.304636842668,1535563,0.0,1.0
2023-04-21,454.99,455.53,443.65,450.74,442.351317744889,1456318,0.0,1.0
2023-04-20,457.27,457.27,450.245,454.93,446.463338025652,1952869,0.0,1.0
2023-04-19,467.84,469.4,453.345,457.33,448.818671838022,2960180,0.0,1.0
2023-04-18,483.0,484.79,479.5,483.08,474.089440866577,943921,0.0,1.0
2023-04-17,483.45,484.61,479.19,484.27,475.257293881877,842712,0.0,1.0
2023-04-14,495.53,497.56,482.51,484.46,475.44375780869,941401,0.0,1.0
2023-04-13,495.07,498.395,490.88,496.2,486.965265707534,932577,0.0,1.0
2023-04-12,488.17,496.21,487.075,492.99,483.815006733489,1152558,0.0,1.0
2023-04-11,487.58,490.785,485.37,489.68,480.566608850595,1121533,0.0,1.0
2023-04-10,481.27,485.02,479.5,484.93,475.905010680279,826827,0.0,1.0
2023-04-06,486.77,488.52,480.72,483.54,474.540879847282,815898,0.0,1.0
2023-04-05,478.77,487.46,473.9,484.69,475.669477299042,1428497,0.0,1.0
2023-04-04,475.0,476.34,472.655,475.43,466.581814339647,846796,0.0,1.0
2023-04-03,467.49,478.82,464.54,476.49,467.622086773444,1224363,0.0,1.0
2023-03-31,461.33,461.81,457.425,459.81,451.252516777471,1084012,0.0,1.0
2023-03-30,457.74,460.92,449.6,458.92,450.379080488717,1034343,0.0,1.0
2023-03-29,459.82,460.05,453.3901,456.17,447.680260495377,804997,0.0,1.0
2023-03-28,467.88,469.56,457.44,458.53,449.996338744207,865108,0.0,1.0
2023-03-27,467.83,470.34,462.25,463.97,455.33509538558,1104264,0.0,1.0
2023-03-24,445.62,456.87,440.31,456.69,448.19058282139,1668234,0.0,1.0
2023-03-23,466.67,470.41,443.14,446.3,437.993950192004,1900375,0.0,1.0
2023-03-22,471.95,474.89,465.21,465.39,456.728667891232,717342,0.0,1.0
2023-03-21,467.93,471.12,466.26,469.7,460.958454862614,847172,0.0,1.0
2023-03-20,463.32,470.845,463.32,466.99,458.298890432812,927937,0.0,1.0
2023-03-17,468.44,468.87,460.86,463.17,454.54998411479,1743145,0.0,1.0
2023-03-16,454.68,469.48,453.44,468.5,459.780787956428,1230364,0.0,1.0
2023-03-15,451.44,459.56,450.95,456.48,447.984491112808,1136493,0.0,1.0
2023-03-14,460.37,463.2,453.8,458.58,450.045408198632,1610831,0.0,1.0
2023-03-13,453.75,466.29,453.73,458.95,450.408522161372,944580,0.0,1.0
2023-03-10,458.58,464.5257,453.2,454.56,446.100224062912,1282938,0.0,1.0
2023-03-09,469.13,470.195,458.2,459.96,451.399725140745,1061522,1.48,1.0
2023-03-08,464.2,467.95,463.0,466.67,456.515927816035,1346418,0.0,1.0
2023-03-07,475.49,477.0,463.74,466.79,456.633316787552,1221911,0.0,1.0
2023-03-06,471.46,473.75,469.25,472.84,462.551677434877,1517258,0.0,1.0
2023-03-03,471.21,471.21,465.14,470.24,460.008249718671,1236000,0.0,1.0
2023-03-02,468.61,471.63,465.16,468.78,458.580017231879,1008581,0.0,1.0
2023-03-01,464.3,470.41,463.0,469.03,458.824577589206,807703,0.0,1.0
2023-02-28,475.42,475.78,466.8,469.67,459.450652103965,1533921,0.0,1.0
2023-02-27,481.99,482.96,474.86,476.3,465.936392780289,947526,0.0,1.0
2023-02-24,485.43,485.71,476.105,478.03,467.628750452995,1145354,0.0,1.0
2023-02-23,484.59,492.09,482.85,486.12,475.542723616112,766502,0.0,1.0
2023-02-22,481.15,485.78,478.21,483.82,473.292768328699,782960,0.0,1.0
2023-02-21,494.1,497.265,477.8,478.82,468.40156118215,1422118,0.0,1.0
2023-02-17,486.74,495.48,485.01,495.04,484.268637165556,798725,0.0,1.0
2023-02-16,486.95,492.005,485.9269,486.99,476.393793659612,640084,0.0,1.0
2023-02-15,485.77,491.02,485.11,487.13,476.530747459715,769407,0.0,1.0
2023-02-14,497.37,500.0,490.1927,491.48,480.786097677213,670301,0.0,1.0
2023-02-13,490.68,501.78,490.68,495.21,484.434938208539,880839,0.0,1.0
2023-02-10,488.38,493.72,488.086,490.78,480.101328676696,656588,0.0,1.0
2023-02-09,484.8,488.25,482.375,485.6,475.034038072871,948054,0.0,1.0
2023-02-08,476.43,485.2,475.01,483.54,473.018860728492,1010643,0.0,1.0
2023-02-07,475.6,478.03,470.28,477.87,467.472231824306,1007775,0.0,1.0
2023-02-06,480.5,484.23,477.71,478.67,468.254824967753,977723,0.0,1.0
2023-02-03,481.19,487.24,476.44,477.71,467.315713195616,1171978,0.0,1.0
2023-02-02,491.83,493.675,472.95,480.41,469.956965054753,1704755,0.0,1.0
2023-02-01,499.01,503.705,493.325,498.77,487.917477696882,1242550,0.0,1.0
2023-01-31,492.0,508.78,490.5,499.99,489.11093224064,1293885,0.0,1.0
2023-01-30,491.81,496.68,488.62,489.08,478.438318246869,818109,0.0,1.0
2023-01-27,503.18,504.49,489.13,492.53,481.813251177988,1145335,0.0,1.0
2023-01-26,499.87,504.78,490.08,502.19,491.263063385121,1267934,0.0,1.0
2023-01-25,483.0,499.88,480.45,495.59,484.806669951676,2059549,0.0,1.0
2023-01-24,479.9,482.0,474.75,478.52,468.108088753357,1269728,0.0,1.0
2023-01-23,480.89,484.25,476.67,477.94,467.540708724357,926235,0.0,1.0
2023-01-20,480.6,482.0,472.685,479.49,469.056982939788,987615,0.0,1.0
2023-01-19,475.36,482.0,473.61,480.22,469.771099183184,941039,0.0,1.0
2023-01-18,481.98,486.3171,471.095,471.71,461.446264619757,1003603,0.0,1.0
2023-01-17,484.25,488.0,479.36,480.96,470.494997840873,967802,0.0,1.0
2023-01-13,473.17,489.62,471.45,483.0,472.490610356665,1007919,0.0,1.0
2023-01-12,478.11,483.91,474.57,477.08,466.699421095151,1386602,0.0,1.0
2023-01-11,470.67,483.52,470.67,480.54,470.084136440563,1240233,0.0,1.0
2023-01-10,472.23,473.96,467.975,470.68,460.438675947568,855297,0.0,1.0
2023-01-09,476.96,482.79,469.69,470.71,460.468023190447,1254681,0.0,1.0
2023-01-06,474.73,477.93,464.64,475.48,465.134234808255,2329434,0.0,1.0
2023-01-05,484.99,484.99,471.03,473.0,462.708196063567,1845502,0.0,1.0
2023-01-04,502.33,505.0,483.7,485.44,474.877519444181,1632492,0.0,1.0
2023-01-03,508.68,511.97,493.53,502.2,491.272845799415,1075617,0.0,1.0
2022-12-30,512.95,514.06,508.456,512.97,501.808505993082,468241,0.0,1.0
2022-12-29,515.58,515.58,511.29,512.88,501.720464264444,301746,0.0,1.0
2022-12-28,516.92,521.86,511.45,512.68,501.524815978582,576877,0.0,1.0
2022-12-27,516.8,520.0,513.57,514.21,503.021525365426,641532,0.0,1.0
2022-12-23,510.0,514.93,506.26,514.29,503.099784679771,710991,0.0,1.0
2022-12-22,511.96,514.1,504.825,510.06,498.96182343379,652403,0.0,1.0
2022-12-21,507.97,511.28,495.26,510.84,499.724851748652,721345,0.0,1.0
2022-12-20,505.14,506.12,499.83,504.65,493.669537301224,674973,0.0,1.0
2022-12-19,501.72,507.53,499.16,502.89,491.947832385638,783041,0.0,1.0
2022-12-16,504.46,506.56,491.5,502.05,491.126109585018,2903792,0.0,1.0
2022-12-15,516.14,516.17,505.9,508.98,497.905322690135,1250238,0.0,1.0
2022-12-14,521.16,523.11,514.74,520.15,508.832279455527,874362,0.0,1.0
2022-12-13,539.98,544.01,517.82,519.32,508.0203390692,1059362,0.0,1.0
2022-12-12,526.79,534.5,525.52,534.18,522.557006708744,769513,0.0,1.0
2022-12-09,529.11,532.08,524.0,524.92,513.498491073335,873250,0.0,1.0
2022-12-08,531.86,533.71,528.045,529.12,517.607105076436,604502,0.0,1.0
2022-12-07,528.6,534.82,528.21,529.9,518.370133391298,1634326,0.0,1.0
2022-12-06,523.45,530.26,523.34,528.4,516.902771247333,1380623,0.0,1.0
2022-12-05,517.25,525.59,517.05,522.34,510.974628185715,714111,0.0,1.0
2022-12-02,522.28,527.735,521.7701,523.6,512.207212386646,630287,1.28,1.0
2022-12-01,535.47,537.08,524.12,525.25,512.568279046802,900743,0.0,1.0
2022-11-30,516.83,533.23,514.262,532.92,520.053093326267,2586453,0.0,1.0
2022-11-29,513.86,517.55,511.1,515.36,502.917064806397,894344,0.0,1.0
2022-11-28,510.97,516.58,510.665,512.78,500.399356743683,722452,0.0,1.0
2022-11-25,509.67,514.73,508.36,513.86,501.453281049005,464048,0.0,1.0
2022-11-23,506.22,511.83,506.06,507.16,494.915046932654,656499,0.0,1.0
2022-11-22,504.3,508.665,504.26,505.06,492.865749672305,955552,0.0,1.0
2022-11-21,494.79,502.67,494.0301,499.91,487.840092105259,1460466,0.0,1.0
2022-11-18,483.49,497.24,481.19,495.32,483.360913807639,1585886,0.0,1.0
2022-11-17,474.56,485.63,474.25,477.01,465.492993409072,1868390,0.0,1.0
2022-11-16,481.6,488.58,474.5,476.14,464.643998829785,1862088,0.0,1.0
2022-11-15,493.58,494.35,477.92,479.01,467.444705085595,1922502,0.0,1.0
2022-11-14,494.82,499.505,490.31,490.8,478.950045418697,1344514,0.0,1.0
2022-11-11,518.93,519.445,480.65,491.36,479.496524688123,2411501,0.0,1.0
2022-11-10,530.56,533.0,509.88,521.88,509.279644871862,969482,0.0,1.0
2022-11-09,527.38,532.11,519.48,520.0,507.44503589593,873522,0.0,1.0
2022-11-08,532.32,537.37,524.57,530.31,517.506109588405,1262124,0.0,1.0
2022-11-07,517.57,531.23,517.48,528.46,515.700776287622,1041929,0.0,1.0
2022-11-04,532.66,536.96,519.61,526.66,513.944235778751,1109102,0.0,1.0
2022-11-03,536.57,540.27,532.06,533.86,520.970397814233,735014,0.0,1.0
2022-11-02,542.34,547.74,537.86,538.12,525.127543685227,1053628,0.0,1.0
2022-11-01,545.0,548.045,538.16,544.53,531.382779608482,918533,0.0,1.0
2022-10-31,539.53,549.52,538.9,546.77,533.568696686188,1131704,0.0,1.0
2022-10-28,536.17,545.18,529.68,543.65,530.524026470812,777225,0.0,1.0
2022-10-27,534.06,536.34,528.87,531.62,518.784480736528,904621,0.0,1.0
2022-10-26,528.63,540.34,527.04,533.57,520.687399621137,1278598,0.0,1.0
2022-10-25,524.31,529.25,518.25,523.95,511.299666457063,1411394,0.0,1.0
2022-10-24,515.24,528.99,514.58,526.5,513.788098844629,1502614,0.0,1.0
2022-10-21,503.23,522.275,502.88,511.04,498.701367585108,1581762,0.0,1.0
2022-10-20,490.99,509.33,489.32,502.22,490.094319091642,1946524,0.0,1.0
2022-10-19,487.39,493.5,477.4925,487.81,476.032236462295,1416301,0.0,1.0
2022-10-18,485.56,485.56,474.63,478.27,466.722571765282,1291811,0.0,1.0
2022-10-17,474.89,479.79,472.16,477.08,465.561303317751,868683,0.0,1.0
2022-10-14,478.0,482.0,469.66,470.77,459.403652978321,872428,0.0,1.0
2022-10-13,457.46,477.97,455.67,474.14,462.692287153262,1087878,0.0,1.0
2022-10-12,471.13,474.88,465.02,465.23,453.997411634353,706880,0.0,1.0
2022-10-11,466.25,477.54,464.02,470.73,459.364618744791,751386,0.0,1.0
2022-10-10,468.8,470.69,460.87,467.15,455.871054843815,784807,0.0,1.0
2022-10-07,474.0,474.0,464.76,467.06,455.783227818371,708083,0.0,1.0
2022-10-06,478.26,481.36,476.08,477.95,466.410297897038,822097,0.0,1.0
2022-10-05,478.59,481.15,472.02,478.8,467.23977535956,855760,0.0,1.0
2022-10-04,472.34,481.56,469.75,479.23,467.659393370013,946193,0.0,1.0
2022-10-03,455.1,471.34,453.9,470.06,458.710795333156,908404,0.0,1.0
2022-09-30,456.76,470.605,454.24,454.24,443.27275597186,1120562,0.0,1.0
2022-09-29,453.83,458.79,448.18,456.79,445.761188359427,1070396,0.0,1.0
2022-09-28,449.73,455.84,440.02,453.1,442.160280316242,1120052,0.0,1.0
2022-09-27,453.16,455.56,443.85,445.98,435.212186747821,902767,0.0,1.0
2022-09-26,447.37,453.205,441.52,448.14,437.320035358466,827701,0.0,1.0
2022-09-23,458.01,458.01,446.0,453.85,442.892172194938,850505,0.0,1.0
2022-09-22,462.31,465.92,457.4451,462.88,451.704150414439,847353,0.0,1.0
2022-09-21,479.1,483.96,465.44,465.74,454.495098111866,725993,0.0,1.0
2022-09-20,478.39,478.39,469.145,475.47,463.99017541815,794012,0.0,1.0
2022-09-19,477.89,482.0,470.78,479.99,468.401043807091,648578,0.0,1.0
2022-09-16,482.18,484.9,473.45,480.23,468.635249208274,1112891,0.0,1.0
2022-09-15,475.5,488.37,473.02,485.33,473.612113983407,736475,0.0,1.0
2022-09-14,482.0,482.47,467.56,470.11,458.759588125069,1152117,0.0,1.0
2022-09-13,487.68,489.39,478.91,480.56,468.9572816349,864784,0.0,1.0
2022-09-12,493.32,498.42,490.25,493.66,481.740993116125,883452,0.0,1.0
2022-09-09,496.91,499.39,492.52,493.6,481.682441765829,958503,0.0,1.0
2022-09-08,482.54,489.63,482.54,489.35,477.535054453218,521983,1.28,1.0
2022-09-07,476.91,486.97,474.54,485.02,472.074785705929,795808,0.0,1.0
2022-09-06,481.15,487.29,476.06,477.0,464.26884001016,1013909,0.0,1.0
2022-09-02,492.89,494.57,479.67,481.99,469.12565659643,741113,0.0,1.0
2022-09-01,487.85,494.9,483.87,490.17,477.087331882139,712258,0.0,1.0
2022-08-31,484.83,492.62,484.83,485.11,472.16238360027,1350626,0.0,1.0
2022-08-30,488.27,492.15,483.92,486.85,473.855942890873,984255,0.0,1.0
2022-08-29,481.13,490.85,478.81,488.51,475.471637386506,600726,0.0,1.0
2022-08-26,492.05,494.725,483.08,483.48,470.575888402751,619654,0.0,1.0
2022-08-25,490.13,492.43,482.31,492.34,479.199414445707,714307,0.0,1.0
2022-08-24,492.53,495.53,489.03,493.4,480.231122979063,664541,0.0,1.0
2022-08-23,501.83,504.175,493.01,493.23,480.065660289751,577769,0.0,1.0
2022-08-22,505.25,512.99,503.835,507.0,493.468138124007,972273,0.0,1.0
2022-08-19,492.22,506.79,491.63,503.54,490.100485741543,711988,0.0,1.0
2022-08-18,489.56,493.2,487.82,491.77,478.644627781544,407719,0.0,1.0
2022-08-17,487.69,492.96,486.63,490.85,477.749182639386,459945,0.0,1.0
2022-08-16,493.15,498.18,489.17,492.28,479.14101584948,567182,0.0,1.0
2022-08-15,488.95,495.7,486.5,493.22,480.05592719038,429884,0.0,1.0
2022-08-12,480.0,492.595,479.67,491.7,478.576496085945,801333,0.0,1.0
2022-08-11,481.62,483.56,474.21,477.11,464.375904103245,894731,0.0,1.0
2022-08-10,488.84,489.87,479.96,481.33,468.483272037926,619840,0.0,1.0
2022-08-09,479.25,488.99,477.03,483.97,471.052810271944,798756,0.0,1.0
2022-08-08,478.3,479.62,472.15,475.72,463.023003290636,479071,0.0,1.0
2022-08-05,470.83,476.99,470.83,475.13,462.448750427731,624530,0.0,1.0
2022-08-04,479.91,479.91,473.74,474.9,462.224889142191,614964,0.0,1.0
2022-08-03,475.42,483.77,473.295,479.53,466.731314151095,810242,0.0,1.0
2022-08-02,472.08,479.945,465.54,472.14,459.538553715717,1164579,0.0,1.0
2022-08-01,475.0,483.72,465.55,470.9,458.331649393678,837644,0.0,1.0
2022-07-29,475.89,479.96,471.24,477.1,464.366171003873,885146,0.0,1.0
2022-07-28,469.39,477.35,465.23,475.73,463.032736390008,835980,0.0,1.0
2022-07-27,467.22,470.37,459.55,468.0,455.509050576006,1122804,0.0,1.0
2022-07-26,474.53,475.33,468.45,468.96,456.44342811565,818103,0.0,1.0
2022-07-25,464.69,474.37,462.325,470.86,458.292716996193,861455,0.0,1.0
2022-07-22,461.9,464.46,455.74,459.6,447.333247104129,1008354,0.0,1.0
2022-07-21,458.58,464.86,451.58,461.94,449.610792357009,1547210,0.0,1.0
2022-07-20,482.0,487.0,451.37,459.54,447.274848507902,2653661,0.0,1.0
2022-07-19,486.16,499.33,485.51,497.43,484.15356202569,933082,0.0,1.0
2022-07-18,491.0,491.94,479.68,480.8,467.967417771248,687917,0.0,1.0
2022-07-15,478.16,490.48,474.99,488.92,475.870694460729,1035395,0.0,1.0
2022-07-14,464.81,467.88,458.01,466.39,453.94202157723,861381,0.0,1.0
2022-07-13,473.35,477.62,470.34,470.71,458.146720505624,802151,0.0,1.0
2022-07-12,480.53,486.0,475.08,477.97,465.212950649175,801637,0.0,1.0
2022-07-11,480.2,485.7,477.29,481.62,468.765531919693,629533,0.0,1.0
2022-07-08,483.59,491.08,480.965,484.29,471.364269451825,751418,0.0,1.0
2022-07-07,483.0,486.82,477.22,478.83,466.049997195105,857440,0.0,1.0
2022-07-06,476.36,486.58,473.08,484.27,471.344803253083,803741,0.0,1.0
2022-07-05,481.56,481.56,461.9,476.94,464.210441413933,1043099,0.0,1.0
2022-07-01,480.33,486.82,469.8,485.98,473.009163245572,997302,0.0,1.0
2022-06-30,485.45,488.99,479.585,482.58,469.699909459336,1519396,0.0,1.0
2022-06-29,472.62,487.745,472.39,485.57,472.610106171349,1087237,0.0,1.0
2022-06-28,485.96,490.715,471.43,473.09,460.463198155989,752756,0.0,1.0
2022-06-27,469.53,485.75,466.29,482.58,469.699909459336,1274535,0.0,1.0
2022-06-24,475.28,477.55,467.4,469.87,457.329140158436,2358806,0.0,1.0
2022-06-23,468.95,475.42,464.955,472.34,459.733215703143,795025,0.0,1.0
2022-06-22,454.43,469.99,452.91,465.75,453.319103217468,1474210,0.0,1.0
2022-06-21,455.2,465.01,452.0,460.76,448.462286631198,1402127,0.0,1.0
2022-06-17,454.77,459.49,443.92,444.32,432.46107126481,2265256,0.0,1.0
2022-06-16,456.98,457.28,447.535,454.76,442.622427008429,1140602,0.0,1.0
2022-06-15,463.24,467.39,453.94,462.88,450.52570369791,961278,0.0,1.0
2022-06-14,460.41,462.95,456.85,460.4,448.111895053832,1060455,0.0,1.0
2022-06-13,473.03,476.72,459.6,462.89,450.535436797281,1112279,0.0,1.0
2022-06-10,478.85,488.19,473.12,482.83,469.943236943618,922905,0.0,1.0
2022-06-09,495.67,497.93,486.0,486.2,473.22329143174,887194,1.28,1.0
2022-06-08,497.99,500.0,495.0,498.3,483.726852630746,582166,0.0,1.0
2022-06-07,497.3,501.22,491.76,500.41,485.775144139979,996950,0.0,1.0
2022-06-06,496.35,501.1,495.19,497.42,482.872588873341,634037,0.0,1.0
2022-06-03,492.82,494.85,489.59,493.26,478.834251111061,744051,0.0,1.0
2022-06-02,500.96,500.96,488.33,496.93,482.396919281149,1186545,0.0,1.0
2022-06-01,510.8,512.45,498.81,499.19,484.590823930849,813641,0.0,1.0
2022-05-31,515.4,520.61,506.8,509.61,494.706083421944,3939086,0.0,1.0
2022-05-27,512.57,521.52,510.03,520.55,505.326135133323,1190291,0.0,1.0
2022-05-26,507.07,515.0,505.605,512.43,497.44361046272,987940,0.0,1.0
2022-05-25,504.42,510.99,500.295,504.78,490.017340298912,1027370,0.0,1.0
2022-05-24,496.93,506.33,492.0,505.29,490.512424976499,1397411,0.0,1.0
2022-05-23,490.57,500.61,490.31,494.85,480.377750400009,1194266,0.0,1.0
2022-05-20,483.5,493.54,480.11,492.85,478.436241860452,1365171,0.0,1.0
2022-05-19,468.88,483.81,466.78,479.92,465.884389152213,1284891,0.0,1.0
2022-05-18,493.43,496.41,473.65,476.39,462.457626579894,981339,0.0,1.0
2022-05-17,497.79,499.23,491.01,497.19,482.649315391292,916473,0.0,1.0
2022-05-16,488.06,498.08,486.71,493.59,479.154600020088,851884,0.0,1.0
2022-05-13,487.21,488.52,480.14,486.45,472.223414533868,1065167,0.0,1.0
2022-05-12,485.82,486.64,474.82,484.52,470.349858793195,1280480,0.0,1.0
2022-05-11,489.32,505.33,485.85,487.36,473.106800919367,1166847,0.0,1.0
2022-05-10,494.46,497.3,484.69,489.32,475.009479288133,1296441,0.0,1.0
2022-05-09,500.32,501.66,487.64,490.88,476.523855948988,1115126,0.0,1.0
2022-05-06,500.88,508.07,498.24,504.64,489.881434701143,946630,0.0,1.0
2022-05-05,511.06,517.18,499.08,506.86,492.036509180052,985183,0.0,1.0
2022-05-04,499.49,513.13,492.51,510.29,495.366196325393,1216118,0.0,1.0
2022-05-03,499.61,503.68,496.91,498.48,483.901588399306,841763,0.0,1.0
2022-05-02,505.5,509.975,488.33,497.11,482.571655049709,1095202,0.0,1.0
2022-04-29,510.22,513.26,501.0,501.93,487.250690630043,937586,0.0,1.0
2022-04-28,510.03,519.19,505.135,516.74,501.627561365466,1181185,0.0,1.0
2022-04-27,503.57,514.69,498.16,508.38,493.512055670116,1140468,0.0,1.0
2022-04-26,504.14,511.37,502.04,502.31,487.619577252559,1117421,0.0,1.0
2022-04-25,500.0,508.61,492.505,506.87,492.04621672275,1211506,0.0,1.0
2022-04-22,518.9,519.13,502.0,502.63,487.930218618888,956648,0.0,1.0
2022-04-21,533.68,533.68,520.67,522.87,507.57828503921,932062,0.0,1.0
2022-04-20,522.4,532.164,516.16,529.84,514.344442299568,1584064,0.0,1.0
2022-04-19,516.07,520.44,513.5,517.04,501.9187876464,1157418,0.0,1.0
2022-04-18,513.78,519.34,510.81,512.95,497.948402683005,740858,0.0,1.0
2022-04-14,514.34,522.765,514.34,516.72,501.60814628007,1571789,0.0,1.0
2022-04-13,508.76,513.11,506.62,512.21,497.230044523368,1062221,0.0,1.0
2022-04-12,510.0,514.535,506.4,509.61,494.706083421944,897671,0.0,1.0
2022-04-11,521.13,523.53,508.705,510.64,495.705960319816,915420,0.0,1.0
2022-04-08,518.03,526.62,517.77,520.67,505.442625645696,1368545,0.0,1.0
2022-04-07,505.81,516.805,504.4327,514.66,499.608392484326,1357874,0.0,1.0
2022-04-06,497.71,507.86,495.08,506.87,492.04621672275,1524191,0.0,1.0
2022-04-05,486.72,501.78,486.01,494.78,480.309797601125,1013809,0.0,1.0
2022-04-04,498.74,500.96,487.065,489.34,475.028894373528,1065849,0.0,1.0
2022-04-01,493.78,500.095,489.48,499.33,484.726729528618,1226106,0.0,1.0
2022-03-31,500.0,505.945,491.18,491.22,476.853912400713,1445651,0.0,1.0
2022-03-30,492.38,502.65,492.265,502.48,487.784605478421,1442517,0.0,1.0
