,ELV_Open,ELV_High,ELV_Low,ELV_Close,ELV_Adj Close,ELV_Volume,ELV_Dividend Amount,ELV_Split Coefficient
2015-08-26,140.26,142.31,138.32,142.16,125.637128337652,2606054,0.0,1.0
2015-08-25,142.51,143.86,137.94,138.14,122.084362046731,2623509,0.0,1.0
2015-08-24,138.89,145.53,136.04,140.68,124.32914472806,4219211,0.0,1.0
2015-08-21,145.67,147.5,144.77,146.62,129.578754620615,3752818,0.0,1.0
2015-08-20,150.54,151.625,147.72,147.86,130.674632780003,1939650,0.0,1.0
2015-08-19,152.43,152.87,150.78,151.95,134.289263160568,1354901,0.0,1.0
2015-08-18,152.18,154.4997,151.87,153.3,135.482356317967,1996937,0.0,1.0
2015-08-17,149.39,152.25,149.27,151.9,134.245074525108,1860194,0.0,1.0
2015-08-14,149.69,150.45,148.44,149.3,131.947265481229,1687575,0.0,1.0
2015-08-13,149.97,150.61,148.45,149.69,132.291936837811,1542790,0.0,1.0
2015-08-12,151.58,152.0,148.8,149.47,132.09750684179,2005484,0.0,1.0
2015-08-11,152.0,152.76,151.43,152.42,134.704636333884,1153541,0.0,1.0
2015-08-10,152.6,153.7699,152.2,152.33,134.625096790058,997835,0.0,1.0
2015-08-07,152.29,153.0,151.89,152.63,134.890228602813,1864580,0.0,1.0
2015-08-06,154.72,155.95,152.18,152.44,134.722311788068,1423151,0.0,1.0
2015-08-05,153.44,155.01,152.38,154.95,136.940581288121,2209179,0.0,1.0
2015-08-04,153.8,154.0,151.77,152.5,134.775338150619,1449088,0.0,1.0
2015-08-03,154.28,155.27,152.05,152.78,135.022794509191,1868093,0.0,1.0
2015-07-31,155.86,156.12,153.64,154.27,136.339615845875,2615967,0.0,1.0
2015-07-30,156.03,157.05,152.62,154.89,136.88755492557,3408137,0.0,1.0
2015-07-29,155.85,156.995,151.73,155.27,137.22338855506,3495214,0.0,1.0
2015-07-28,152.43,155.0,151.0,154.2,136.277751756232,3244521,0.0,1.0
2015-07-27,150.8,152.03,149.89,151.5,133.891565441435,2481103,0.0,1.0
2015-07-24,152.31,154.15,148.78,150.86,133.325950907557,4747563,0.0,1.0
2015-07-23,156.6,157.12,154.01,155.21,137.170362192509,2284446,0.0,1.0
2015-07-22,155.61,156.79,154.77,155.1,137.073147194498,1092133,0.0,1.0
2015-07-21,156.35,157.0,154.39,155.78,137.674112636744,1448557,0.0,1.0
2015-07-20,158.555,158.84,154.5,156.59,138.389968531183,2109669,0.0,1.0
2015-07-17,157.67,158.61,157.05,158.59,140.157513949552,1469595,0.0,1.0
2015-07-16,159.43,160.06,157.01,157.6,139.282578967459,1551337,0.0,1.0
2015-07-15,160.1,161.8,158.82,159.6,141.050124385828,1292624,0.0,1.0
2015-07-14,156.57,160.81,156.41,159.97,141.377120288226,1823305,0.0,1.0
2015-07-13,160.2,160.8216,155.0701,156.45,138.266240351897,2716201,0.0,1.0
2015-07-10,159.67,161.005,159.3,159.73,141.165014838022,1539059,0.0,1.0
2015-07-09,161.29,161.98,158.58,158.58,140.14867622246,1675326,0.0,1.0
2015-07-08,159.5,160.55,159.0,159.39,140.864532116899,1312481,0.0,1.0
2015-07-07,162.49,162.66,158.09,160.33,141.695278463533,2611148,0.0,1.0
2015-07-06,160.82,162.43,157.37,161.6,142.817669804197,2772791,0.0,1.0
2015-07-02,165.79,165.79,162.62,163.14,144.178679776341,1559205,0.0,1.0
2015-07-01,165.62,165.93,164.02,165.22,146.016927011444,1140648,0.0,1.0
2015-06-30,163.8,165.85,163.69,164.14,145.062452485525,1791623,0.0,1.0
2015-06-29,165.25,165.38,162.44,163.06,144.107977959606,2083716,0.0,1.0
2015-06-26,170.53,171.0,164.68,164.68,145.539689748485,4343151,0.0,1.0
2015-06-25,167.73,170.58,165.9,170.34,150.541843282468,2724549,0.0,1.0
2015-06-24,170.06,170.91,167.47,167.97,148.447301961701,1915636,0.0,1.0
2015-06-23,170.74,170.74,162.02,170.0,150.241360561346,3527588,0.0,1.0
2015-06-22,170.5,173.59,168.72,171.04,151.160484178898,5005951,0.0,1.0
2015-06-19,165.1,165.86,164.45,165.06,145.875523377975,1326619,0.0,1.0
2015-06-18,165.49,167.06,164.95,165.24,146.034602465628,1275588,0.0,1.0
2015-06-17,167.5,167.98,164.6,165.16,145.963900648893,1170005,0.0,1.0
2015-06-16,164.31,167.85,164.26,166.85,147.457476527415,1505708,0.0,1.0
2015-06-15,161.45,167.2,160.36,164.46,145.345259752464,3500529,0.0,1.0
2015-06-12,163.31,163.8,160.65,160.71,142.031112093023,1567478,0.0,1.0
2015-06-11,164.53,165.33,163.74,163.97,144.912211124964,1200762,0.0,1.0
2015-06-10,163.13,164.56,162.43,164.37,145.265720208638,1146011,0.0,1.0
2015-06-09,162.34,162.94,161.59,162.59,143.692604786289,1080879,0.0,1.0
2015-06-08,162.54,163.9,161.71,161.89,143.07396388986,1097377,0.625,1.0
2015-06-05,161.4,163.38,159.65,162.82,143.342477928481,1367340,0.0,1.0
2015-06-04,162.54,163.45,160.97,161.45,142.136365689431,1174138,0.0,1.0
2015-06-03,164.45,165.11,162.23,163.76,144.17002939177,2181874,0.0,1.0
2015-06-02,167.46,168.22,164.015,164.14,144.504571472674,1910020,0.0,1.0
2015-06-01,168.97,169.0,166.78,168.07,147.964440888342,1747129,0.0,1.0
2015-05-29,164.66,170.98,162.5116,167.85,147.770758630976,5196050,0.0,1.0
2015-05-28,162.84,164.25,162.57,164.22,144.575001384444,1251025,0.0,1.0
2015-05-27,162.96,164.17,162.35,163.38,143.835487310866,1535065,0.0,1.0
2015-05-26,164.01,164.01,162.18,162.34,142.919898457865,910739,0.0,1.0
2015-05-22,164.13,165.47,163.46,164.19,144.54859016753,1337263,0.0,1.0
2015-05-21,163.0,164.855,162.5,164.62,144.92715094329,1123552,0.0,1.0
2015-05-20,164.45,164.45,162.68,163.57,144.002758351318,2315531,0.0,1.0
2015-05-19,163.37,165.3291,163.25,164.44,144.768683641809,1250392,0.0,1.0
2015-05-18,162.0,163.43,161.43,163.25,143.721038704241,1495003,0.0,1.0
2015-05-15,160.35,161.38,159.9,161.37,142.065935777662,1191233,0.0,1.0
2015-05-14,160.13,160.91,158.88,160.0,140.859823538613,2106470,0.0,1.0
2015-05-13,159.41,160.63,158.3,158.79,139.794571123102,2027845,0.0,1.0
2015-05-12,157.92,159.69,157.33,158.47,139.512851476025,1714785,0.0,1.0
2015-05-11,158.24,160.53,158.08,158.81,139.812178601044,1398790,0.0,1.0
2015-05-08,157.21,158.595,156.36,158.4,139.451225303227,1969104,0.0,1.0
2015-05-07,158.91,159.45,155.58,155.8,137.162253170724,3969144,0.0,1.0
2015-05-06,154.97,159.85,154.03,159.85,140.727767454045,6746497,0.0,1.0
2015-05-05,154.67,155.7,153.91,154.2,135.753654935338,1552425,0.0,1.0
2015-05-04,153.45,156.17,153.01,155.84,137.197468126609,1865167,0.0,1.0
2015-05-01,151.92,153.28,151.49,153.23,134.899692255135,1362021,0.0,1.0
2015-04-30,151.83,154.22,150.46,150.93,132.874832291768,2032829,0.0,1.0
2015-04-29,155.96,157.0,148.29,151.07,132.998084637364,3196897,0.0,1.0
2015-04-28,150.15,154.52,149.19,154.22,135.77126241328,2249379,0.0,1.0
2015-04-27,154.49,154.89,150.67,151.02,132.954065942508,1585635,0.0,1.0
2015-04-24,154.04,154.58,153.55,154.28,135.824084847107,758346,0.0,1.0
2015-04-23,152.3,154.53,152.05,154.2,135.753654935338,889076,0.0,1.0
2015-04-22,153.0,153.49,152.04,152.84,134.55634643526,701037,0.0,1.0
2015-04-21,153.05,153.63,152.55,152.88,134.591561391145,795710,0.0,1.0
2015-04-20,153.3,154.1,152.7303,152.87,134.582757652173,693778,0.0,1.0
2015-04-17,153.81,154.31,151.37,152.48,134.239411832298,1103263,0.0,1.0
2015-04-16,155.35,155.43,153.955,154.93,136.396327880233,1602908,0.0,1.0
2015-04-15,154.3,155.0,150.61,151.3,133.200570633701,1701577,0.0,1.0
2015-04-14,154.52,154.99,153.45,154.25,135.797673630194,1019780,0.0,1.0
2015-04-13,154.5,155.82,153.5,153.51,135.146196946328,1220591,0.0,1.0
2015-04-10,154.12,154.27,152.97,153.92,135.507150244146,1371248,0.0,1.0
2015-04-09,154.37,154.72,152.74,153.49,135.128589468386,1249254,0.0,1.0
2015-04-08,155.0,155.98,154.02,154.64,136.141019450069,880019,0.0,1.0
2015-04-07,156.7,157.56,154.84,155.19,136.625225093483,1199930,0.0,1.0
2015-04-06,152.9,156.07,152.9,155.43,136.836514828791,1373023,0.0,1.0
2015-04-02,154.18,155.08,153.54,153.95,135.533561461059,1628355,0.0,1.0
2015-04-01,154.08,154.39,152.53,153.99,135.568776416944,1595425,0.0,1.0
2015-03-31,155.81,156.8,154.31,154.41,135.938533453733,1466027,0.0,1.0
2015-03-30,157.31,158.45,156.54,156.85,138.086645762696,1430967,0.0,1.0
2015-03-27,154.13,157.58,154.13,156.27,137.576028902369,1548700,0.0,1.0
2015-03-26,154.18,154.42,152.64,152.82,134.538738957318,1966784,0.0,1.0
2015-03-25,159.54,159.54,154.39,154.42,135.947337192704,1457756,0.0,1.0
2015-03-24,156.85,158.29,156.85,157.6,138.746926185534,1611343,0.0,1.0
2015-03-23,158.2,158.88,157.04,157.57,138.72051496862,1571079,0.0,1.0
2015-03-20,158.75,160.64,157.7501,158.38,139.433617825284,2497635,0.0,1.0
2015-03-19,157.78,158.1,156.41,157.32,138.500421494341,2341882,0.0,1.0
2015-03-18,153.03,157.98,153.03,157.39,138.562047667139,2275177,0.0,1.0
2015-03-17,152.65,153.56,152.39,153.3,134.961318427933,2678664,0.0,1.0
2015-03-16,150.08,154.84,150.08,153.25,134.917299733078,2959327,0.0,1.0
2015-03-13,146.83,150.03,146.4,150.01,132.064888306421,2124513,0.0,1.0
2015-03-12,145.28,147.56,145.12,147.46,129.819934868774,1836593,0.0,1.0
2015-03-11,145.35,145.86,144.28,144.38,127.108383265656,1246363,0.0,1.0
2015-03-10,145.33,145.89,144.28,144.28,127.020345875944,1495269,0.0,1.0
2015-03-09,145.16,146.93,145.03,146.75,129.194869401821,970709,0.0,1.0
2015-03-06,145.12,146.8699,144.9,145.16,127.795074905406,1494112,0.625,1.0
2015-03-05,146.5,147.7,146.26,146.85,128.72865349562,1175695,0.0,1.0
2015-03-04,144.78,147.3033,144.2,146.55,128.465673611053,1847885,0.0,1.0
2015-03-03,146.06,147.07,144.62,145.99,127.974777826527,1478903,0.0,1.0
2015-03-02,146.45,147.71,146.3006,146.93,128.798781464838,1339118,0.0,1.0
2015-02-27,146.72,147.43,146.24,146.45,128.37801364953,1523476,0.0,1.0
2015-02-26,146.63,147.335,146.23,146.72,128.614695545641,1129374,0.0,1.0
2015-02-25,147.5,148.0,146.555,146.97,128.833845449447,1228614,0.0,1.0
2015-02-24,147.35,148.76,147.0,147.28,129.105591330166,1998170,0.0,1.0
2015-02-23,145.5,147.48,145.3,147.35,129.166953303232,2219033,0.0,1.0
2015-02-20,141.88,144.74,141.8,144.59,126.747538365214,1622117,0.0,1.0
2015-02-19,141.99,142.9,141.69,142.65,125.04693511168,1192455,0.0,1.0
2015-02-18,141.76,142.77,141.04,141.84,124.336889423348,1300021,0.0,1.0
2015-02-17,140.56,141.94,140.0,141.76,124.266761454131,1091037,0.0,1.0
2015-02-13,141.37,141.735,140.6801,141.05,123.644375727322,1447132,0.0,1.0
2015-02-12,142.56,142.56,140.78,142.0,124.477145361784,1515774,0.0,1.0
2015-02-11,138.6,141.72,138.56,141.49,124.03007955802,2104377,0.0,1.0
2015-02-10,136.38,139.04,135.61,138.74,121.619430616155,2100226,0.0,1.0
2015-02-09,134.79,135.69,134.38,134.88,118.235756101391,1745541,0.0,1.0
2015-02-06,136.95,137.23,135.09,135.69,118.945801789722,2244555,0.0,1.0
2015-02-05,135.5,138.37,135.4,137.23,120.295765197167,2314494,0.0,1.0
2015-02-04,136.49,138.67,135.4,137.65,120.663937035561,1674628,0.0,1.0
2015-02-03,136.08,137.24,135.5,136.96,120.059083301056,1710527,0.0,1.0
2015-02-02,134.96,135.59,132.94,135.5,118.779247862829,1819776,0.0,1.0
2015-01-30,135.41,137.4,134.14,134.96,118.305884070608,2246853,0.0,1.0
2015-01-29,134.62,137.37,133.76,137.1,120.181807247187,1950356,0.0,1.0
2015-01-28,138.21,139.28,133.03,133.58,117.0961766016,3476129,0.0,1.0
2015-01-27,138.12,138.97,137.09,137.78,120.77789498554,2393683,0.0,1.0
2015-01-26,140.6,140.6,138.01,138.7,121.584366631546,2513623,0.0,1.0
2015-01-23,142.5,143.65,140.44,140.77,123.398927835059,1795668,0.0,1.0
2015-01-22,140.74,143.38,139.521,142.86,125.231021030877,2329548,0.0,1.0
2015-01-21,136.86,140.53,136.67,139.68,122.443434254465,2536819,0.0,1.0
2015-01-20,136.94,137.74,135.83,137.13,120.208105235644,2269281,0.0,1.0
2015-01-16,133.75,136.26,133.18,136.01,119.226313666594,2317508,0.0,1.0
2015-01-15,132.0,134.93,131.935,134.09,117.543242405364,1967922,0.0,1.0
2015-01-14,128.68,132.8,127.85,131.81,115.544595282653,3216781,0.0,1.0
2015-01-13,130.12,131.49,128.9,130.28,114.203397871361,1194803,0.0,1.0
2015-01-12,130.435,130.66,128.19,128.83,112.932328429286,1230048,0.0,1.0
2015-01-09,131.74,131.74,129.73,129.8,113.782630056054,1381409,0.0,1.0
2015-01-08,126.02,131.8,126.02,131.55,115.316679382695,1971082,0.0,1.0
2015-01-07,125.14,127.9,125.14,125.56,110.065847687504,1578468,0.0,1.0
2015-01-06,125.02,126.94,124.27,124.94,109.522355926066,2117001,0.0,1.0
2015-01-05,124.3,125.46,122.86,123.26,108.04966857249,1549972,0.0,1.0
2015-01-02,126.65,127.73,124.4,125.46,109.978187725982,1181918,0.0,1.0
2014-12-31,128.25,129.32,125.63,125.67,110.162273645179,868259,0.0,1.0
2014-12-30,126.34,128.46,126.34,128.21,112.388836667848,624335,0.0,1.0
2014-12-29,126.0,127.4,126.0,127.07,111.389513106492,692675,0.0,1.0
2014-12-26,126.93,127.605,126.11,126.36,110.767127379684,455021,0.0,1.0
2014-12-24,127.1,127.5,126.62,126.93,111.266789160361,445325,0.0,1.0
2014-12-23,129.0,129.17,126.87,126.94,111.275555156513,1269070,0.0,1.0
2014-12-22,127.94,128.67,127.05,128.47,112.616752567806,666555,0.0,1.0
2014-12-19,127.9,129.34,127.54,127.95,112.160920767889,1862009,0.0,1.0
2014-12-18,125.76,127.83,124.29,127.71,111.950536860236,1670597,0.0,1.0
2014-12-17,122.02,124.495,121.8,123.71,108.44413839934,1499224,0.0,1.0
2014-12-16,122.34,124.89,121.22,121.32,106.349065318955,1368957,0.0,1.0
2014-12-15,123.88,124.26,121.26,122.22,107.138004972657,1350489,0.0,1.0
2014-12-12,124.02,125.96,122.61,122.65,107.514942807203,1286275,0.0,1.0
2014-12-11,123.96,126.19,123.78,125.4,109.925591749069,1316917,0.0,1.0
2014-12-10,126.14,126.615,123.62,123.69,108.426606407036,1303688,0.0,1.0
2014-12-09,124.89,126.8,123.86,126.66,111.030107264251,980834,0.0,1.0
2014-12-08,128.21,128.37,126.09,126.34,110.749595387379,1088779,0.0,1.0
2014-12-05,126.98,129.96,126.79,127.91,112.12585678328,1110886,0.0,1.0
2014-12-04,128.39,129.49,126.56,127.64,111.88917488717,1694585,0.0,1.0
2014-12-03,125.25,129.5,125.25,129.16,113.22160630231,871118,0.4375,1.0
2014-12-02,127.76,128.82,126.93,128.71,112.446250484541,1123621,0.0,1.0
2014-12-01,128.25,128.58,127.19,127.77,111.625028547975,1384780,0.0,1.0
2014-11-28,127.21,128.35,127.21,127.91,111.747338198102,728937,0.0,1.0
2014-11-26,127.9,128.36,126.33,126.9,110.864961436472,1071585,0.0,1.0
2014-11-25,126.57,127.86,126.27,127.15,111.083371525984,1529656,0.0,1.0
2014-11-24,126.48,127.41,124.49,126.14,110.200994764354,1660343,0.0,1.0
2014-11-21,127.92,127.92,125.73,125.89,109.982584674842,1368097,0.0,1.0
2014-11-20,125.47,126.58,125.1668,126.25,110.29709520374,1284005,0.0,1.0
2014-11-19,128.59,128.6873,125.72,125.82,109.921429849779,1518145,0.0,1.0
2014-11-18,127.41,129.96,127.41,129.04,112.734551802698,1416691,0.0,1.0
2014-11-17,125.36,127.69,125.21,127.27,111.18820836895,1166415,0.0,1.0
2014-11-14,127.0,127.45,125.24,125.36,109.519555285076,843294,0.0,1.0
2014-11-13,126.57,128.1864,125.91,126.63,110.629078539799,1148603,0.0,1.0
2014-11-12,125.83,127.4399,125.23,126.64,110.637814943379,1063796,0.0,1.0
2014-11-11,125.99,127.19,125.6,126.62,110.620342136218,1634912,0.0,1.0
2014-11-10,124.16,126.14,124.01,125.5,109.641864935203,1483337,0.0,1.0
2014-11-07,126.79,127.52,123.411,124.15,108.462450451836,2411565,0.0,1.0
2014-11-06,127.42,127.98,126.85,127.8,111.651237758716,1126082,0.0,1.0
2014-11-05,128.16,128.16,126.08,127.03,110.978534683018,1408146,0.0,1.0
2014-11-04,126.31,128.09,126.31,126.83,110.803806611408,1796897,0.0,1.0
2014-11-03,126.61,127.59,125.83,126.31,110.349513625223,1386568,0.0,1.0
2014-10-31,124.53,126.69,124.31,126.69,110.681496961282,2444771,0.0,1.0
2014-10-30,122.2,123.75,121.02,123.29,107.711119743914,2304984,0.0,1.0
2014-10-29,122.91,123.8,121.09,122.2,106.75885175364,3310943,0.0,1.0
2014-10-28,118.85,120.54,117.6,120.0,104.836842965931,3119032,0.0,1.0
2014-10-27,120.13,120.87,119.95,120.34,105.133880687668,1081612,0.0,1.0
2014-10-24,119.93,120.24,119.01,120.21,105.020307441121,1099489,0.0,1.0
2014-10-23,120.32,120.64,119.33,119.77,104.63590568358,2138420,0.0,1.0
2014-10-22,120.48,120.637,118.83,118.87,103.849629361335,1898248,0.0,1.0
2014-10-21,117.48,120.73,117.41,120.43,105.212508319892,1936014,0.0,1.0
2014-10-20,115.31,116.6,115.0,116.23,101.543218816085,1609146,0.0,1.0
2014-10-17,113.71,115.94,112.75,114.99,100.459904772103,2103509,0.0,1.0
2014-10-16,111.25,114.33,110.54,111.92,97.7778288728916,3380060,0.0,1.0
2014-10-15,111.46,113.43,108.92,111.06,97.0264981649691,3733303,0.0,1.0
2014-10-14,114.78,114.915,111.13,113.2,98.8960885311948,2657303,0.0,1.0
2014-10-13,116.9,117.66,114.28,114.41,99.9531933644346,1980214,0.0,1.0
2014-10-10,119.25,120.01,116.95,116.95,102.17223987388,1954585,0.0,1.0
2014-10-09,120.03,120.89,118.54,118.93,103.902047782818,1491355,0.0,1.0
2014-10-08,117.51,120.01,117.17,119.85,104.705796912223,1813463,0.0,1.0
2014-10-07,118.71,119.39,117.49,117.52,102.670214877968,1262068,0.0,1.0
2014-10-06,122.15,123.35,118.98,119.07,104.024357432945,1455506,0.0,1.0
2014-10-03,119.64,122.53,118.83,122.07,106.645278507093,1941737,0.0,1.0
2014-10-02,118.36,119.21,116.87,118.45,103.482700410954,1694082,0.0,1.0
2014-10-01,119.27,119.58,117.24,118.15,103.220608303539,2282853,0.0,1.0
2014-09-30,121.46,121.66,119.34,119.62,104.504859629872,1705286,0.0,1.0
2014-09-29,120.09,121.92,119.78,121.31,105.981311834976,1683970,0.0,1.0
2014-09-26,121.18,121.97,119.754,120.8,105.53575525237,1823666,0.0,1.0
2014-09-25,123.71,123.87,120.4999,120.69,105.439654812985,1932157,0.0,1.0
2014-09-24,119.76,124.58,119.4,124.17,108.479923258997,2781351,0.0,1.0
2014-09-23,121.42,122.0,119.28,119.36,104.277713136779,1422669,0.0,1.0
2014-09-22,122.53,124.48,121.59,121.82,106.426868417581,2520078,0.0,1.0
2014-09-19,122.84,122.86,121.64,122.04,106.619069296352,2203200,0.0,1.0
2014-09-18,120.48,122.19,120.34,122.16,106.723906139318,1308500,0.0,1.0
2014-09-17,120.25,121.21,119.0,120.22,105.029043844702,1367100,0.0,1.0
2014-09-16,118.51,120.57,118.11,120.32,105.116407880507,1948000,0.0,1.0
2014-09-15,118.65,119.11,118.01,118.4,103.439018393052,1322200,0.0,1.0
2014-09-12,120.0,120.17,118.19,118.62,103.631219271823,1208700,0.0,1.0
2014-09-11,119.21,120.18,118.62,119.95,104.793160948028,1756400,0.0,1.0
2014-09-10,121.06,121.06,119.32,119.8,104.662114894321,1284200,0.0,1.0
2014-09-09,118.26,121.33,118.21,120.89,105.614382884595,2919500,0.0,1.0
2014-09-08,118.15,118.62,117.47,118.13,103.203135496378,1285700,0.4375,1.0
2014-09-05,117.72,119.2,117.38,118.97,103.553478229735,1636300,0.0,1.0
2014-09-04,117.0,119.05,116.76,118.01,102.717878170052,1996300,0.0,1.0
2014-09-03,115.46,117.14,115.31,116.62,101.507998916968,1382100,0.0,1.0
2014-09-02,116.46,116.63,114.63,115.64,100.654990522708,1485300,0.0,1.0
2014-08-29,116.47,117.36,116.15,116.51,101.412253076796,1401300,0.0,1.0
2014-08-28,115.31,116.74,115.3,116.25,101.185944727299,1682400,0.0,1.0
2014-08-27,114.82,116.24,114.36,115.78,100.776848864745,1516900,0.0,1.0
2014-08-26,113.55,114.92,113.2,114.67,99.8106862957364,1174000,0.0,1.0
2014-08-25,113.36,113.8,112.45,113.22,98.5485820389227,777400,0.0,1.0
2014-08-22,113.13,113.62,112.5,112.87,98.2439361838298,999000,0.0,1.0
2014-08-21,113.48,114.0,112.86,113.12,98.4615403660391,1005700,0.0,1.0
2014-08-20,113.5,113.6,112.6,113.07,98.4180195295972,1279600,0.0,1.0
2014-08-19,112.56,113.78,111.86,113.62,98.8967487304575,1059000,0.0,1.0
2014-08-18,112.49,112.52,111.16,112.4,97.8348403212764,1064000,0.0,1.0
2014-08-15,112.56,112.81,110.63,111.78,97.2951819493975,1679200,0.0,1.0
2014-08-14,111.0,112.84,110.65,112.48,97.9044736595834,1916900,0.0,1.0
2014-08-13,109.0,110.67,109.0,110.35,96.0504860271606,1960800,0.0,1.0
2014-08-12,107.61,108.73,107.19,108.66,94.5794817554261,1620400,0.0,1.0
2014-08-11,108.91,109.0,107.28,107.39,93.4740525098032,1543400,0.0,1.0
2014-08-08,107.59,108.62,106.52,108.58,94.5098484171192,1547800,0.0,1.0
2014-08-07,111.67,111.86,107.07,107.29,93.3870108369195,2246200,0.0,1.0
2014-08-06,110.48,112.5,110.44,111.34,96.9121985887092,1636500,0.0,1.0
2014-08-05,111.17,112.0,109.96,110.44,96.1288235327559,1841100,0.0,1.0
2014-08-04,110.83,111.9,110.23,111.6,97.1385069382068,1519400,0.0,1.0
2014-08-01,109.65,111.7,109.49,111.0,96.6162569009047,1940300,0.0,1.0
2014-07-31,109.56,111.9,106.88,109.81,95.5804609935886,5201100,0.0,1.0
2014-07-30,116.15,116.5,108.01,112.47,97.895769492295,5450200,0.0,1.0
2014-07-29,114.71,114.98,112.13,112.55,97.965402830602,2970600,0.0,1.0
2014-07-28,114.31,115.64,113.54,115.57,100.59406135169,1708100,0.0,1.0
2014-07-25,113.52,114.23,111.12,113.51,98.8010028902855,1984000,0.0,1.0
2014-07-24,115.72,116.17,114.9,115.25,100.315527998462,1167500,0.0,1.0
2014-07-23,115.52,115.91,115.0,115.44,100.480907176941,864700,0.0,1.0
2014-07-22,115.0,116.26,114.96,115.32,100.37645716948,2121000,0.0,1.0
2014-07-21,112.23,114.77,112.23,114.43,99.6017862808155,1284000,0.0,1.0
2014-07-18,113.71,115.0,113.27,114.93,100.036994645234,1754200,0.0,1.0
2014-07-17,111.93,115.52,111.93,113.44,98.7400737192669,3750900,0.0,1.0
2014-07-16,112.94,113.2,111.84,112.18,97.6433486409323,1199300,0.0,1.0
2014-07-15,113.05,114.68,112.55,112.77,98.1568945109461,2019400,0.0,1.0
2014-07-14,111.25,113.44,111.08,113.15,98.4876528679042,2722000,0.0,1.0
2014-07-11,110.55,111.31,109.99,110.9,96.529215228021,1445100,0.0,1.0
2014-07-10,110.37,111.27,109.68,110.76,96.4073568859838,1501400,0.0,1.0
2014-07-09,109.47,111.08,109.39,110.87,96.5031027261558,2080400,0.0,1.0
2014-07-08,108.77,109.67,108.26,109.46,95.2758151384957,1425800,0.0,1.0
2014-07-07,109.99,110.0,108.58,109.13,94.9885776179795,1279600,0.0,1.0
2014-07-03,110.67,111.01,109.19,110.16,95.8851068486816,1433900,0.0,1.0
2014-07-02,108.04,110.34,107.12,110.32,96.0243735252955,2169800,0.0,1.0
2014-07-01,108.27,109.15,107.93,108.38,94.3357650713518,1748200,0.0,1.0
2014-06-30,107.5,109.5,107.32,107.61,93.6655441901473,1461400,0.0,1.0
2014-06-27,107.47,107.87,106.37,107.55,93.6133191864171,1281600,0.0,1.0
2014-06-26,108.83,109.36,107.41,108.12,94.1094567218542,1760700,0.0,1.0
2014-06-25,107.94,109.09,107.78,108.74,94.6491150937331,1248300,0.0,1.0
2014-06-24,108.48,108.95,107.89,107.91,93.9266692087984,1295600,0.0,1.0
2014-06-23,108.13,108.7,107.62,108.65,94.5707775881378,906300,0.0,1.0
2014-06-20,108.01,108.61,107.3,108.55,94.4837359152541,1439300,0.0,1.0
2014-06-19,106.49,107.85,106.33,107.69,93.7351775284543,1479400,0.0,1.0
2014-06-18,105.79,106.34,105.43,106.25,92.481777438929,1046400,0.0,1.0
2014-06-17,105.92,106.35,105.02,106.06,92.31639826045,1364500,0.0,1.0
2014-06-16,106.88,107.41,106.02,106.1,92.3512149296035,1237600,0.0,1.0
2014-06-13,106.93,107.09,106.15,106.88,93.0301399780963,1272800,0.0,1.0
2014-06-12,107.68,107.68,106.8,107.1,93.2216316584404,2097500,0.0,1.0
2014-06-11,105.51,107.92,105.33,107.68,93.7264733611659,2450100,0.0,1.0
2014-06-10,104.88,105.7,104.79,105.7,92.0030482380687,2647500,0.0,1.0
2014-06-09,106.14,106.36,105.21,105.28,91.6374732119571,1753100,0.0,1.0
2014-06-06,106.89,107.25,105.75,106.13,92.3773274314686,2301500,0.4375,1.0
2014-06-05,108.73,108.87,107.16,107.26,92.9776164430931,2376300,0.0,1.0
2014-06-04,108.14,108.91,107.8,108.63,94.1651918162707,1442100,0.0,1.0
2014-06-03,108.25,108.45,107.7,108.01,93.6277489466575,1825400,0.0,1.0
2014-06-02,108.56,108.95,107.81,108.35,93.9224756816067,1270100,0.0,1.0
2014-05-30,108.46,108.77,107.73,108.36,93.9311441149875,2016800,0.0,1.0
2014-05-29,108.07,108.65,107.61,108.55,94.0958443492239,1591800,0.0,1.0
2014-05-28,110.0,110.03,107.66,107.88,93.5150593127063,1986900,0.0,1.0
2014-05-27,108.81,108.86,108.33,108.48,94.0351653155578,1621900,0.0,1.0
2014-05-23,107.64,109.33,107.44,108.82,94.329892050507,2294200,0.0,1.0
2014-05-22,107.23,107.69,106.57,107.34,93.0469639101399,1518200,0.0,1.0
2014-05-21,106.19,107.25,105.89,107.12,92.856258375761,1192100,0.0,1.0
2014-05-20,106.19,107.37,105.45,106.0,91.8853938371048,2648900,0.0,1.0
2014-05-19,104.99,106.74,104.91,106.43,92.2581364724818,1758400,0.0,1.0
2014-05-16,105.04,105.73,104.17,105.12,91.1225716995892,1725100,0.0,1.0
2014-05-15,105.45,105.75,104.18,104.93,90.9578714653529,1478300,0.0,1.0
2014-05-14,106.4,106.4,104.98,105.67,91.5993355355365,1720000,0.0,1.0
2014-05-13,106.88,107.59,106.32,106.45,92.2754733392435,1843300,0.0,1.0
2014-05-12,104.87,107.09,104.8,107.01,92.7609056085716,2421400,0.0,1.0
2014-05-09,103.18,104.55,102.84,104.51,90.5937972633568,1491400,0.0,1.0
2014-05-08,104.67,104.96,103.07,103.28,89.5275799575112,2445000,0.0,1.0
2014-05-07,102.32,105.0,101.97,104.74,90.7931712311166,2210800,0.0,1.0
