,CMG_Open,CMG_High,CMG_Low,CMG_Close,CMG_Adj Close,CMG_Volume,CMG_Dividend Amount,CMG_Split Coefficient
2009-10-02,92.07,93.35,90.791,91.97,1.8394,407900,0.0,1.0
2009-10-01,96.75,97.11,93.07,93.25,1.865,949600,0.0,1.0
2009-09-30,96.11,97.81,95.25,97.05,1.941,707700,0.0,1.0
2009-09-29,92.6,98.66,92.6,96.37,1.9274,1013200,0.0,1.0
2009-09-28,92.03,92.99,91.697,92.65,1.853,167400,0.0,1.0
2009-09-25,92.94,92.94,91.51,91.69,1.8338,252500,0.0,1.0
2009-09-24,92.98,93.53,91.57,92.8,1.856,365900,0.0,1.0
2009-09-23,93.36,94.0,92.14,92.14,1.8428,522500,0.0,1.0
2009-09-22,93.16,93.49,92.0,92.92,1.8584,283000,0.0,1.0
2009-09-21,92.84,93.3899,91.64,92.78,1.8556,260700,0.0,1.0
2009-09-18,91.49,95.18,90.91,93.67,1.8734,679300,0.0,1.0
2009-09-17,90.0,91.4,89.46,91.01,1.8202,306200,0.0,1.0
2009-09-16,90.01,91.56,89.3,89.77,1.7954,391400,0.0,1.0
2009-09-15,88.38,89.68,87.52,89.43,1.7886,250900,0.0,1.0
2009-09-14,87.12,88.3,86.81,87.98,1.7596,286200,0.0,1.0
2009-09-11,89.24,89.47,87.0,87.59,1.7518,467500,0.0,1.0
2009-09-10,88.16,89.85,87.632,88.85,1.777,357300,0.0,1.0
2009-09-09,87.17,88.33,86.43,88.18,1.7636,340000,0.0,1.0
2009-09-08,86.14,88.62,85.6,87.42,1.7484,563000,0.0,1.0
2009-09-04,84.68,86.08,84.0,85.82,1.7164,519800,0.0,1.0
2009-09-03,82.16,84.51,81.13,84.5,1.69,553300,0.0,1.0
2009-09-02,80.88,82.24,80.15,81.6,1.632,402800,0.0,1.0
2009-09-01,83.51,85.1,80.86,81.22,1.6244,643700,0.0,1.0
2009-08-31,84.47,85.39,83.57,83.88,1.6776,233600,0.0,1.0
2009-08-28,85.47,85.99,84.16,85.06,1.7012,203000,0.0,1.0
2009-08-27,85.83,85.8399,83.65,85.06,1.7012,355800,0.0,1.0
2009-08-26,85.85,86.94,85.0,85.1,1.702,400300,0.0,1.0
2009-08-25,87.14,87.98,85.71,86.05,1.721,260900,0.0,1.0
2009-08-24,89.49,89.49,86.805,87.05,1.741,362300,0.0,1.0
2009-08-21,89.25,89.7,88.328,88.67,1.7734,254300,0.0,1.0
2009-08-20,86.41,89.8,86.2,88.45,1.769,485600,0.0,1.0
2009-08-19,85.31,87.25,84.602,86.26,1.7252,487400,0.0,1.0
2009-08-18,86.44,86.94,84.98,86.26,1.7252,360100,0.0,1.0
2009-08-17,86.72,86.72,83.15,86.56,1.7312,459800,0.0,1.0
2009-08-14,90.75,90.9125,86.8,87.95,1.759,638500,0.0,1.0
2009-08-13,91.13,91.34,89.6,90.74,1.8148,417400,0.0,1.0
2009-08-12,90.71,92.53,89.59,91.11,1.8222,450100,0.0,1.0
2009-08-11,93.39,93.88,91.8,92.37,1.8474,346400,0.0,1.0
2009-08-10,93.23,93.76,92.2997,93.63,1.8726,296500,0.0,1.0
2009-08-07,93.74,94.5,91.57,93.7,1.874,643300,0.0,1.0
2009-08-06,96.31,96.85,92.55,93.26,1.8652,622400,0.0,1.0
2009-08-05,96.73,97.04,95.97,96.6,1.932,250100,0.0,1.0
2009-08-04,94.96,97.15,94.86,96.88,1.9376,443800,0.0,1.0
2009-08-03,94.86,95.64,93.41,95.0,1.9,508500,0.0,1.0
2009-07-31,94.05,95.39,93.45,93.83,1.8766,296700,0.0,1.0
2009-07-30,94.76,95.9,93.8101,94.02,1.8804,463800,0.0,1.0
2009-07-29,95.29,97.21,93.7922,94.29,1.8858,930900,0.0,1.0
2009-07-28,91.73,96.96,91.69,95.62,1.9124,1104300,0.0,1.0
2009-07-27,91.23,92.0,90.0,92.0,1.84,516600,0.0,1.0
2009-07-24,91.0,91.8,89.94,91.09,1.8218,518400,0.0,1.0
2009-07-23,86.85,93.35,83.64,91.71,1.8342,1734700,0.0,1.0
2009-07-22,88.3,91.68,87.44,88.78,1.7756,1476400,0.0,1.0
2009-07-21,89.91,90.9,87.55,88.7,1.774,769400,0.0,1.0
2009-07-20,85.21,90.0,85.21,88.3,1.766,973800,0.0,1.0
2009-07-17,85.46,85.46,83.98,85.05,1.701,285900,0.0,1.0
2009-07-16,82.99,85.39,82.5,85.22,1.7044,528400,0.0,1.0
2009-07-15,83.19,83.6,81.39,81.9,1.638,416800,0.0,1.0
2009-07-14,80.9,82.36,79.92,82.2,1.644,347800,0.0,1.0
2009-07-13,79.97,81.5937,78.47,80.7,1.614,375300,0.0,1.0
2009-07-10,79.47,81.37,79.24,79.59,1.5918,465300,0.0,1.0
2009-07-09,78.49,79.8573,78.21,79.63,1.5926,283700,0.0,1.0
2009-07-08,76.87,78.47,76.76,78.37,1.5674,282500,0.0,1.0
2009-07-07,79.3,79.9,76.75,76.85,1.537,358600,0.0,1.0
2009-07-06,78.78,79.42,77.38,79.28,1.5856,291300,0.0,1.0
2009-07-02,81.76,82.75,78.78,78.84,1.5768,523000,0.0,1.0
2009-07-01,81.21,82.81,79.5,82.71,1.6542,623900,0.0,1.0
2009-06-30,79.45,80.8,79.45,80.0,1.6,525400,0.0,1.0
2009-06-29,80.36,81.0,78.621,79.34,1.5868,379900,0.0,1.0
2009-06-26,80.53,80.875,79.8001,80.5,1.61,511500,0.0,1.0
2009-06-25,78.73,82.0,78.1,80.66,1.6132,383100,0.0,1.0
2009-06-24,79.38,81.5,78.74,79.04,1.5808,414400,0.0,1.0
2009-06-23,81.02,81.65,78.6,78.71,1.5742,369700,0.0,1.0
2009-06-22,83.39,83.58,80.78,81.02,1.6204,386000,0.0,1.0
2009-06-19,82.78,84.9,82.78,83.93,1.6786,682100,0.0,1.0
2009-06-18,79.43,83.17,79.43,81.77,1.6354,608200,0.0,1.0
2009-06-17,80.57,80.57,77.21,79.16,1.5832,726100,0.0,1.0
2009-06-16,81.34,81.76,78.25,78.6,1.572,779500,0.0,1.0
2009-06-15,82.55,82.55,79.58,80.96,1.6192,495100,0.0,1.0
2009-06-12,80.54,81.96,79.22,81.84,1.6368,542100,0.0,1.0
2009-06-11,83.13,83.59,80.7401,80.89,1.6178,439100,0.0,1.0
2009-06-10,85.9,86.35,81.38,82.99,1.6598,654400,0.0,1.0
2009-06-09,83.77,84.88,82.0016,84.62,1.6924,734200,0.0,1.0
2009-06-08,84.51,84.83,82.0,83.06,1.6612,1072400,0.0,1.0
2009-06-05,87.01,89.55,85.11,85.43,1.7086,790800,0.0,1.0
2009-06-04,89.06,89.24,87.32,88.9,1.778,449900,0.0,1.0
2009-06-03,85.68,88.28,85.2,87.02,1.7404,499300,0.0,1.0
2009-06-02,83.96,87.27,83.32,86.61,1.7322,554700,0.0,1.0
2009-06-01,80.54,84.83,80.0,84.56,1.6912,672800,0.0,1.0
2009-05-29,80.54,80.54,77.8,79.19,1.5838,634400,0.0,1.0
2009-05-28,81.93,82.03,78.66,80.07,1.6014,442400,0.0,1.0
2009-05-27,79.89,83.64,79.4,80.79,1.6158,701900,0.0,1.0
2009-05-26,73.33,80.08,73.33,79.16,1.5832,605500,0.0,1.0
2009-05-22,75.85,76.0,73.79,74.54,1.4908,223900,0.0,1.0
2009-05-21,74.96,77.1178,74.3401,75.35,1.507,379900,0.0,1.0
2009-05-20,78.5,78.96,74.75,75.17,1.5034,722100,0.0,1.0
2009-05-19,77.39,79.03,76.39,78.1,1.562,746900,0.0,1.0
2009-05-18,75.72,77.51,73.9891,77.32,1.5464,504000,0.0,1.0
2009-05-15,75.19,77.35,74.5,74.86,1.4972,601400,0.0,1.0
2009-05-14,72.15,77.42,72.15,75.37,1.5074,871000,0.0,1.0
2009-05-13,73.77,73.83,71.3,72.52,1.4504,798100,0.0,1.0
2009-05-12,77.14,77.42,72.87,74.89,1.4978,693000,0.0,1.0
2009-05-11,76.5,77.65,74.65,76.55,1.531,313800,0.0,1.0
2009-05-08,77.5,78.35,75.27,77.35,1.547,645700,0.0,1.0
2009-05-07,81.48,81.9,75.66,76.88,1.5376,978900,0.0,1.0
2009-05-06,84.82,85.13,80.0,80.66,1.6132,598600,0.0,1.0
2009-05-05,82.65,86.0,82.65,84.27,1.6854,649100,0.0,1.0
2009-05-04,80.26,84.1,79.48,82.82,1.6564,599700,0.0,1.0
2009-05-01,80.41,81.9,79.66,80.16,1.6032,618900,0.0,1.0
2009-04-30,82.23,84.45,80.61,81.09,1.6218,1010700,0.0,1.0
2009-04-29,84.98,86.0,81.0,81.44,1.6288,1026100,0.0,1.0
2009-04-28,82.96,85.5,82.41,84.17,1.6834,787500,0.0,1.0
2009-04-27,80.67,86.55,80.59,83.47,1.6694,1206700,0.0,1.0
2009-04-24,83.07,83.83,80.2,81.97,1.6394,1881900,0.0,1.0
2009-04-23,92.39,92.39,82.54,85.31,1.7062,3013600,0.0,1.0
2009-04-22,80.0,86.74,80.0,85.5,1.71,2071300,0.0,1.0
2009-04-21,77.65,81.74,76.3,80.99,1.6198,765700,0.0,1.0
2009-04-20,78.2,79.1,76.73,77.77,1.5554,652100,0.0,1.0
2009-04-17,79.41,80.02,77.18,79.25,1.585,728200,0.0,1.0
2009-04-16,75.96,80.39,75.0,79.01,1.5802,960500,0.0,1.0
2009-04-15,72.0,75.595,71.51,74.54,1.4908,785600,0.0,1.0
2009-04-14,72.82,73.55,71.84,73.05,1.461,446200,0.0,1.0
2009-04-13,71.08,74.0,70.55,73.6,1.472,488000,0.0,1.0
2009-04-09,70.27,72.24,70.05,71.5,1.43,437700,0.0,1.0
2009-04-08,67.71,69.95,67.71,69.72,1.3944,522400,0.0,1.0
2009-04-07,70.13,70.45,66.75,67.17,1.3434,354500,0.0,1.0
2009-04-06,70.69,71.33,68.5,69.35,1.387,287200,0.0,1.0
2009-04-03,70.01,72.55,69.21,71.08,1.4216,365400,0.0,1.0
2009-04-02,68.75,73.59,68.25,69.81,1.3962,833600,0.0,1.0
2009-04-01,67.06,68.19,66.08,67.5,1.35,630000,0.0,1.0
2009-03-31,65.5,68.3,64.8415,66.38,1.3276,418500,0.0,1.0
2009-03-30,66.8,67.29,63.1,64.73,1.2946,394100,0.0,1.0
2009-03-27,69.9,69.95,67.34,68.5,1.37,618500,0.0,1.0
2009-03-26,65.58,70.75,65.58,70.75,1.415,791700,0.0,1.0
2009-03-25,65.25,67.49,61.98,65.46,1.3092,394400,0.0,1.0
2009-03-24,63.01,67.12,63.01,64.5,1.29,540900,0.0,1.0
2009-03-23,62.01,63.83,60.65,63.83,1.2766,396300,0.0,1.0
2009-03-20,62.48,62.68,60.39,61.11,1.2222,342600,0.0,1.0
2009-03-19,63.6,63.71,62.08,62.34,1.2468,652800,0.0,1.0
2009-03-18,59.69,65.16,59.2,63.72,1.2744,950600,0.0,1.0
2009-03-17,56.45,60.0,56.15,59.2,1.184,518800,0.0,1.0
2009-03-16,56.8,57.8,55.76,56.13,1.1226,426200,0.0,1.0
2009-03-13,56.34,56.61,54.5,56.5,1.13,488100,0.0,1.0
2009-03-12,52.85,55.89,52.02,55.15,1.103,494100,0.0,1.0
2009-03-11,52.64,54.71,51.79,52.85,1.057,436500,0.0,1.0
2009-03-10,49.76,52.92,49.76,52.25,1.045,642100,0.0,1.0
2009-03-09,48.61,51.05,48.47,49.07,0.9814,369200,0.0,1.0
2009-03-06,50.27,50.27,47.89,49.19,0.9838,462600,0.0,1.0
2009-03-05,50.0,51.08,49.3,49.99,0.9998,451500,0.0,1.0
2009-03-04,51.25,52.35,50.0,50.75,1.015,370100,0.0,1.0
2009-03-03,53.21,53.21,49.75,50.7,1.014,658900,0.0,1.0
2009-03-02,53.93,54.28,51.88,52.6,1.052,694300,0.0,1.0
2009-02-27,53.16,55.42,53.0,54.63,1.0926,307000,0.0,1.0
2009-02-26,56.23,57.26,53.751,54.13,1.0826,564300,0.0,1.0
2009-02-25,56.49,56.99,54.95,55.46,1.1092,807400,0.0,1.0
2009-02-24,55.21,57.38,54.97,56.23,1.1246,761500,0.0,1.0
2009-02-23,56.07,56.71,54.3,54.67,1.0934,877900,0.0,1.0
2009-02-20,52.7,55.9,52.41,55.5,1.11,921200,0.0,1.0
2009-02-19,55.31,56.0,53.44,53.74,1.0748,456700,0.0,1.0
2009-02-18,53.49,54.65,52.43,54.45,1.089,599200,0.0,1.0
2009-02-17,54.88,54.94,52.85,53.36,1.0672,657500,0.0,1.0
2009-02-13,53.47,55.36,52.43,55.05,1.101,946600,0.0,1.0
2009-02-12,50.71,53.97,49.34,53.25,1.065,3271600,0.0,1.0
2009-02-11,48.17,49.06,46.88,47.42,0.9484,1416600,0.0,1.0
2009-02-10,49.91,51.49,47.68,48.11,0.9622,1139600,0.0,1.0
2009-02-09,51.42,51.65,49.82,50.38,1.0076,479800,0.0,1.0
2009-02-06,51.11,53.53,50.78,51.31,1.0262,629500,0.0,1.0
2009-02-05,48.99,51.89,48.87,51.53,1.0306,563000,0.0,1.0
2009-02-04,49.11,50.98,48.99,49.17,0.9834,604900,0.0,1.0
2009-02-03,48.35,49.85,47.96,49.11,0.9822,557500,0.0,1.0
2009-02-02,47.45,48.94,47.19,48.1,0.962,554300,0.0,1.0
2009-01-30,48.55,48.55,46.46,47.76,0.9552,492400,0.0,1.0
2009-01-29,50.0,50.3,48.67,48.96,0.9792,312100,0.0,1.0
2009-01-28,49.5,50.96,49.01,50.38,1.0076,618400,0.0,1.0
2009-01-27,49.27,49.86,47.6,48.09,0.9618,363400,0.0,1.0
2009-01-26,48.89,49.6999,47.18,48.59,0.9718,429900,0.0,1.0
2009-01-23,48.55,50.14,48.1,48.95,0.979,445700,0.0,1.0
2009-01-22,49.23,51.0,48.64,49.12,0.9824,534900,0.0,1.0
2009-01-21,50.51,51.0,48.51,50.3,1.006,311200,0.0,1.0
2009-01-20,52.88,52.88,48.99,49.6,0.992,428100,0.0,1.0
2009-01-16,53.01,53.66,51.48,53.05,1.061,458100,0.0,1.0
2009-01-15,50.0,52.34,48.33,51.48,1.0296,502800,0.0,1.0
2009-01-14,51.26,51.5,49.12,49.97,0.9994,593500,0.0,1.0
2009-01-13,53.66,53.78,51.13,52.26,1.0452,436400,0.0,1.0
2009-01-12,53.42,55.55,52.67,54.28,1.0856,620600,0.0,1.0
2009-01-09,57.1,57.3899,53.36,53.41,1.0682,543100,0.0,1.0
2009-01-08,56.83,57.81,54.85,57.26,1.1452,618400,0.0,1.0
2009-01-07,59.61,59.9,58.11,58.51,1.1702,673100,0.0,1.0
2009-01-06,63.48,63.55,59.84,60.38,1.2076,658500,0.0,1.0
2009-01-05,64.68,64.85,61.3112,62.55,1.251,606500,0.0,1.0
2009-01-02,61.89,64.48,60.4,64.14,1.2828,470800,0.0,1.0
2008-12-31,62.0,63.2374,61.05,61.98,1.2396,443500,0.0,1.0
2008-12-30,57.97,60.84,57.68,60.59,1.2118,513000,0.0,1.0
2008-12-29,58.38,58.38,56.03,57.34,1.1468,437300,0.0,1.0
2008-12-26,58.98,60.452,57.55,58.28,1.1656,269700,0.0,1.0
2008-12-24,59.67,60.39,58.41,58.74,1.1748,273100,0.0,1.0
2008-12-23,63.25,63.42,58.48,59.19,1.1838,572400,0.0,1.0
2008-12-22,63.98,64.0,61.5,63.31,1.2662,643400,0.0,1.0
2008-12-19,64.25,66.18,63.23,63.76,1.2752,816700,0.0,1.0
2008-12-18,65.15,67.92,63.01,64.08,1.2816,684600,0.0,1.0
2008-12-17,60.39,66.05,59.04,64.63,1.2926,781200,0.0,1.0
2008-12-16,57.49,60.98,56.9701,60.93,1.2186,539900,0.0,1.0
2008-12-15,57.91,58.25,55.295,56.59,1.1318,330000,0.0,1.0
2008-12-12,53.92,58.425,53.42,57.47,1.1494,378700,0.0,1.0
2008-12-11,58.52,59.15,53.32,55.05,1.101,345700,0.0,1.0
2008-12-10,54.18,59.5,54.18,58.91,1.1782,670000,0.0,1.0
2008-12-09,56.45,57.31,52.72,53.4,1.068,365200,0.0,1.0
2008-12-08,53.27,58.04,53.27,56.89,1.1378,540200,0.0,1.0
2008-12-05,50.22,53.21,49.1,53.1,1.062,397300,0.0,1.0
2008-12-04,48.52,51.76,48.18,50.76,1.0152,498400,0.0,1.0
2008-12-03,45.26,49.99,45.25,49.12,0.9824,605600,0.0,1.0
2008-12-02,46.0,48.64,45.24,45.92,0.9184,463600,0.0,1.0
2008-12-01,48.09,48.76,45.4,45.63,0.9126,354500,0.0,1.0
2008-11-28,47.55,49.88,47.21,49.58,0.9916,149200,0.0,1.0
2008-11-26,44.03,48.43,42.82,48.08,0.9616,343900,0.0,1.0
2008-11-25,43.8,44.9,42.61,44.8,0.896,421600,0.0,1.0
2008-11-24,39.69,43.87,39.08,42.61,0.8522,407100,0.0,1.0
2008-11-21,39.41,40.0,36.86,39.3,0.786,578300,0.0,1.0
2008-11-20,40.06,41.63,38.55,38.69,0.7738,372000,0.0,1.0
2008-11-19,44.04,44.04,40.25,40.7,0.814,339700,0.0,1.0
2008-11-18,44.14,44.99,41.53,43.89,0.8778,354700,0.0,1.0
2008-11-17,44.06,45.39,43.59,44.14,0.8828,272500,0.0,1.0
2008-11-14,43.95,45.49,42.35,44.32,0.8864,408300,0.0,1.0
2008-11-13,42.38,45.23,40.93,44.84,0.8968,578700,0.0,1.0
2008-11-12,43.55,44.39,41.82,42.2,0.844,568300,0.0,1.0
2008-11-11,44.86,45.72,43.9411,44.68,0.8936,698200,0.0,1.0
2008-11-10,49.64,50.0,44.57,45.43,0.9086,451700,0.0,1.0
2008-11-07,49.17,49.5199,47.67,48.57,0.9714,149600,0.0,1.0
2008-11-06,48.59,50.43,48.03,48.65,0.973,160900,0.0,1.0
2008-11-05,50.59,51.12,48.55,48.59,0.9718,130000,0.0,1.0
2008-11-04,49.27,53.22,49.21,50.61,1.0122,378900,0.0,1.0
2008-11-03,49.97,50.5,48.33,49.02,0.9804,326800,0.0,1.0
2008-10-31,51.03,51.91,47.62,50.75,1.015,589000,0.0,1.0
2008-10-30,56.0,57.45,50.0,50.84,1.0168,633400,0.0,1.0
2008-10-29,51.7,54.97,51.7,54.68,1.0936,446500,0.0,1.0
2008-10-28,48.52,52.79,48.06,51.5,1.03,548000,0.0,1.0
2008-10-27,44.8,49.0,43.29,47.46,0.9492,429000,0.0,1.0
2008-10-24,41.62,46.41,40.77,44.77,0.8954,559300,0.0,1.0
2008-10-23,42.28,47.23,41.94,44.29,0.8858,1192600,0.0,1.0
2008-10-22,42.91,43.87,40.0,41.08,0.8216,708600,0.0,1.0
2008-10-21,45.5,45.6,42.74,43.34,0.8668,607100,0.0,1.0
2008-10-20,44.91,46.36,44.17,45.85,0.917,486200,0.0,1.0
2008-10-17,44.49,46.85,42.11,44.25,0.885,568000,0.0,1.0
2008-10-16,43.38,45.12,40.98,44.69,0.8938,479900,0.0,1.0
2008-10-15,44.79,46.0,40.44,40.77,0.8154,894900,0.0,1.0
2008-10-14,52.29,52.55,43.66,45.5,0.91,904500,0.0,1.0
2008-10-13,51.32,52.26,49.34,51.0,1.02,97400,0.0,1.0
2008-10-10,46.67,50.8,45.0,48.35,0.967,624200,0.0,1.0
2008-10-09,51.31,52.74,48.9,49.4,0.988,323200,0.0,1.0
2008-10-08,47.08,53.0,46.5,51.28,1.0256,629800,0.0,1.0
2008-10-07,49.89,49.92,46.8301,48.0,0.96,437600,0.0,1.0
2008-10-06,49.95,49.95,45.19,48.95,0.979,817600,0.0,1.0
2008-10-03,57.5,57.5,50.55,50.55,1.011,504900,0.0,1.0
2008-10-02,56.76,58.2,53.25,54.55,1.091,321700,0.0,1.0
2008-10-01,55.25,59.25,54.0,57.51,1.1502,350900,0.0,1.0
2008-09-30,57.7,58.25,54.16,55.49,1.1098,499300,0.0,1.0
2008-09-29,58.0,61.0,55.0,56.5,1.13,494600,0.0,1.0
2008-09-26,56.51,58.941,56.01,58.82,1.1764,453200,0.0,1.0
2008-09-25,59.76,59.77,56.92,57.41,1.1482,250800,0.0,1.0
2008-09-24,57.19,59.71,56.22,56.83,1.1366,348700,0.0,1.0
2008-09-23,57.79,59.74,56.64,56.95,1.139,451500,0.0,1.0
2008-09-22,59.5,59.89,57.68,57.9,1.158,296400,0.0,1.0
2008-09-19,62.83,66.0,59.59,60.31,1.2062,1182300,0.0,1.0
2008-09-18,57.9,60.91,54.79,60.2,1.204,1583500,0.0,1.0
2008-09-17,56.53,58.0,55.6,58.0,1.16,1567000,0.0,1.0
2008-09-16,54.67,59.0,53.0,57.19,1.1438,1125400,0.0,1.0
2008-09-15,53.57,57.82,53.57,56.11,1.1222,790000,0.0,1.0
2008-09-12,59.18,59.5,55.42,56.7,1.134,4329400,0.0,1.0
2008-09-11,67.5,71.49,66.22,71.15,1.423,744000,0.0,1.0
2008-09-10,68.65,68.79,66.25,67.88,1.3576,404200,0.0,1.0
2008-09-09,69.55,70.65,67.07,67.28,1.3456,417500,0.0,1.0
2008-09-08,72.99,73.0,69.58,70.1,1.402,516200,0.0,1.0
2008-09-05,69.0,70.38,67.08,69.97,1.3994,603100,0.0,1.0
2008-09-04,70.81,73.36,68.56,68.7,1.374,546700,0.0,1.0
2008-09-03,73.6,73.6,71.15,71.66,1.4332,1041100,0.0,1.0
2008-09-02,70.29,74.74,69.52,73.6,1.472,1023100,0.0,1.0
2008-08-29,69.68,70.22,69.05,69.32,1.3864,199100,0.0,1.0
2008-08-28,69.06,70.69,68.465,70.24,1.4048,700000,0.0,1.0
2008-08-27,70.4,71.32,68.64,69.24,1.3848,418200,0.0,1.0
2008-08-26,70.12,70.47,66.4,70.37,1.4074,818200,0.0,1.0
2008-08-25,71.56,72.42,69.28,70.13,1.4026,348000,0.0,1.0
2008-08-22,71.37,72.86,71.0,72.0,1.44,371500,0.0,1.0
2008-08-21,70.04,71.4,69.0,70.53,1.4106,589700,0.0,1.0
2008-08-20,72.97,73.33,69.6,70.06,1.4012,451100,0.0,1.0
2008-08-19,74.67,74.67,70.31,72.02,1.4404,696900,0.0,1.0
2008-08-18,76.93,76.93,73.6,73.96,1.4792,472600,0.0,1.0
2008-08-15,76.01,77.75,75.5,76.12,1.5224,415600,0.0,1.0
2008-08-14,72.18,76.42,71.59,75.84,1.5168,700700,0.0,1.0
2008-08-13,75.18,75.2,71.74,72.19,1.4438,651300,0.0,1.0
2008-08-12,76.69,76.78,75.4,75.76,1.5152,380500,0.0,1.0
2008-08-11,74.18,77.98,73.98,76.7,1.534,900700,0.0,1.0
2008-08-08,72.35,74.0,71.65,73.58,1.4716,1237600,0.0,1.0
2008-08-07,72.17,73.31,70.9,71.14,1.4228,478700,0.0,1.0
2008-08-06,72.27,74.5,70.79,74.37,1.4874,563900,0.0,1.0
2008-08-05,68.46,73.16,67.74,72.61,1.4522,1199800,0.0,1.0
2008-08-04,66.25,68.68,66.0,67.6,1.352,593100,0.0,1.0
2008-08-01,69.37,69.53,66.54,67.17,1.3434,484600,0.0,1.0
2008-07-31,69.29,70.74,67.85,68.5,1.37,432300,0.0,1.0
2008-07-30,70.01,70.63,67.74,68.95,1.379,796700,0.0,1.0
2008-07-29,66.27,70.3,65.41,69.69,1.3938,911000,0.0,1.0
2008-07-28,67.3,67.325,65.15,65.49,1.3098,845300,0.0,1.0
2008-07-25,68.5,69.33,66.0,66.31,1.3262,1791000,0.0,1.0
2008-07-24,73.68,76.0,67.1,67.3,1.346,3729300,0.0,1.0
2008-07-23,82.11,89.27,80.09,83.8,1.676,1638400,0.0,1.0
2008-07-22,75.15,82.29,74.22,81.66,1.6332,828500,0.0,1.0
2008-07-21,79.39,81.04,75.81,76.39,1.5278,628100,0.0,1.0
2008-07-18,82.08,82.08,78.44,79.91,1.5982,772100,0.0,1.0
2008-07-17,79.55,81.28,74.98,80.83,1.6166,761500,0.0,1.0
2008-07-16,72.71,77.55,71.0001,77.07,1.5414,879100,0.0,1.0
2008-07-15,69.18,74.87,69.12,72.34,1.4468,989800,0.0,1.0
2008-07-14,71.69,73.99,69.35,70.0,1.4,1448800,0.0,1.0
2008-07-11,71.69,73.75,69.73,72.61,1.4522,1088900,0.0,1.0
2008-07-10,79.19,80.14,70.46,71.52,1.4304,1360300,0.0,1.0
2008-07-09,83.85,83.85,78.26,79.14,1.5828,1005300,0.0,1.0
2008-07-08,78.62,84.16,77.84,83.84,1.6768,819500,0.0,1.0
2008-07-07,82.73,83.47,77.13,78.51,1.5702,646900,0.0,1.0
2008-07-03,79.81,81.81,79.13,80.77,1.6154,184700,0.0,1.0
2008-07-02,83.74,83.74,80.05,80.05,1.601,579100,0.0,1.0
2008-07-01,83.03,83.03,79.08,81.65,1.633,820500,0.0,1.0
2008-06-30,89.03,89.03,81.83,82.62,1.6524,1375900,0.0,1.0
2008-06-27,90.49,92.44,86.91,89.52,1.7904,2380100,0.0,1.0
2008-06-26,91.81,91.9,89.5,90.87,1.8174,424200,0.0,1.0
2008-06-25,89.8,93.84,88.93,92.9,1.858,399500,0.0,1.0
2008-06-24,88.39,91.61,87.5,88.97,1.7794,431600,0.0,1.0
2008-06-23,90.49,90.82,88.23,88.63,1.7726,501800,0.0,1.0
2008-06-20,89.94,92.9,89.3,89.81,1.7962,509000,0.0,1.0
2008-06-19,90.83,93.28,88.96,93.21,1.8642,594200,0.0,1.0
2008-06-18,89.52,91.9,89.4,90.6,1.812,581800,0.0,1.0
2008-06-17,87.84,90.15,87.44,90.15,1.803,521200,0.0,1.0
2008-06-16,87.07,88.0,85.95,87.22,1.7444,676000,0.0,1.0
2008-06-13,87.03,88.46,85.69,87.38,1.7476,433600,0.0,1.0
2008-06-12,87.81,88.6,86.42,86.78,1.7356,447600,0.0,1.0
2008-06-11,91.92,91.92,87.2,87.43,1.7486,772400,0.0,1.0
2008-06-10,90.1,92.56,90.0,92.17,1.8434,336300,0.0,1.0
2008-06-09,93.28,93.28,90.06,90.96,1.8192,1310000,0.0,1.0
2008-06-06,94.11,94.61,91.34,92.26,1.8452,462600,0.0,1.0
2008-06-05,93.19,95.64,92.5,94.95,1.899,812900,0.0,1.0
2008-06-04,91.21,93.65,91.21,92.39,1.8478,616500,0.0,1.0
2008-06-03,90.64,91.22,88.95,90.6,1.812,534300,0.0,1.0
2008-06-02,91.34,91.59,89.54,90.61,1.8122,704500,0.0,1.0
2008-05-30,91.1,92.3,90.475,92.3,1.846,521900,0.0,1.0
2008-05-29,90.15,91.47,88.9,90.47,1.8094,837400,0.0,1.0
2008-05-28,87.19,90.49,87.05,90.49,1.8098,715100,0.0,1.0
2008-05-27,85.43,88.09,85.01,86.73,1.7346,443400,0.0,1.0
2008-05-23,85.65,86.09,83.68,85.07,1.7014,475600,0.0,1.0
2008-05-22,87.9076,88.74,85.43,86.1,1.722,526900,0.0,1.0
2008-05-21,88.91,91.262,85.7,87.36,1.7472,623400,0.0,1.0
2008-05-20,90.44,90.44,87.17,89.4,1.788,802000,0.0,1.0
2008-05-19,95.02,95.99,90.57,90.57,1.8114,1259700,0.0,1.0
2008-05-16,99.0,99.76,94.7,95.42,1.9084,560200,0.0,1.0
2008-05-15,99.69,99.91,98.0,98.69,1.9738,369400,0.0,1.0
2008-05-14,101.27,101.75,99.0,100.67,2.0134,626900,0.0,1.0
2008-05-13,97.04,101.0,96.04,100.7,2.014,730100,0.0,1.0
2008-05-12,95.01,97.9,94.0,97.55,1.951,441500,0.0,1.0
2008-05-09,93.5,95.35,92.09,94.93,1.8986,1198400,0.0,1.0
2008-05-08,95.72,97.33,92.7,93.89,1.8778,693400,0.0,1.0
2008-05-07,98.16,99.5,95.08,95.56,1.9112,292600,0.0,1.0
2008-05-06,98.2,98.8,97.12,98.38,1.9676,225200,0.0,1.0
2008-05-05,98.99,99.77,96.0,99.09,1.9818,482000,0.0,1.0
