,SPPI_Open,SPPI_High,SPPI_Low,SPPI_Close,SPPI_Adj Close,SPPI_Volume,SPPI_Dividend Amount,SPPI_Split Coefficient
2010-01-25,4.87,4.94,4.64,4.64,4.57931996512642,1108200,0.0,1.0
2010-01-22,5.0,5.0,4.8,4.81,4.74709677419355,1042300,0.0,1.0
2010-01-21,5.2,5.23,5.0,5.01,4.944481255449,1053300,0.0,1.0
2010-01-20,5.21,5.31,5.11,5.18,5.11225806451613,906800,0.0,1.0
2010-01-19,5.06,5.29,5.04,5.2,5.13199651264167,1725300,0.0,1.0
2010-01-15,5.05,5.05,4.91,5.0,4.93461203138622,1021200,0.0,1.0
2010-01-14,5.0,5.06,4.97,5.01,4.944481255449,1177400,0.0,1.0
2010-01-13,5.14,5.19,4.96,5.01,4.944481255449,1942100,0.0,1.0
2010-01-12,5.0,5.32,4.82,5.16,5.09251961639058,5960800,0.0,1.0
2010-01-11,4.7,4.7,4.59,4.61,4.5497122929381,606300,0.0,1.0
2010-01-08,4.61,4.66,4.57,4.66,4.59905841325196,370000,0.0,1.0
2010-01-07,4.69,4.72,4.59,4.65,4.58918918918919,609400,0.0,1.0
2010-01-06,4.66,4.76,4.6,4.68,4.61879686137751,1007600,0.0,1.0
2010-01-05,4.52,4.66,4.52,4.65,4.58918918918919,724500,0.0,1.0
2010-01-04,4.45,4.6,4.44,4.57,4.51023539668701,809900,0.0,1.0
2009-12-31,4.5,4.5,4.42,4.44,4.38193548387097,706100,0.0,1.0
2009-12-30,4.46,4.49,4.4,4.46,4.40167393199651,596300,0.0,1.0
2009-12-29,4.5,4.5,4.42,4.45,4.39180470793374,550400,0.0,1.0
2009-12-28,4.53,4.55,4.45,4.47,4.41154315605928,543800,0.0,1.0
2009-12-24,4.53,4.56,4.47,4.48,4.42141238012206,276200,0.0,1.0
2009-12-23,4.55,4.61,4.5,4.53,4.47075850043592,701400,0.0,1.0
2009-12-22,4.6,4.65,4.54,4.56,4.50036617262424,594600,0.0,1.0
2009-12-21,4.56,4.64,4.42,4.63,4.56945074106364,949300,0.0,1.0
2009-12-18,4.6,4.6,4.49,4.49,4.43128160418483,1106700,0.0,1.0
2009-12-17,4.63,4.656,4.55,4.57,4.51023539668701,556100,0.0,1.0
2009-12-16,4.61,4.7,4.56,4.66,4.59905841325196,742800,0.0,1.0
2009-12-15,4.63,4.7,4.5897,4.61,4.5497122929381,943500,0.0,1.0
2009-12-14,4.7,4.76,4.64,4.69,4.62866608544028,669200,0.0,1.0
2009-12-11,4.73,4.84,4.67,4.7,4.63853530950305,418700,0.0,1.0
2009-12-10,4.74,4.8,4.65,4.67,4.60892763731473,611900,0.0,1.0
2009-12-09,4.75,4.81,4.67,4.75,4.68788142981691,414100,0.0,1.0
2009-12-08,4.85,4.85,4.73,4.74,4.67801220575414,486800,0.0,1.0
2009-12-07,4.89,4.91,4.81,4.87,4.80631211857018,461200,0.0,1.0
2009-12-04,4.84,4.91,4.8,4.87,4.80631211857018,836200,0.0,1.0
2009-12-03,4.91,4.95,4.8,4.81,4.74709677419355,875600,0.0,1.0
2009-12-02,4.96,5.0,4.78,4.91,4.84578901482127,922900,0.0,1.0
2009-12-01,4.4,4.98,4.4,4.956,4.89118744551003,3103200,0.0,1.0
2009-11-30,4.43,4.48,4.28,4.4,4.34245858761988,1221800,0.0,1.0
2009-11-27,4.37,4.59,4.28,4.43,4.37206625980819,1020600,0.0,1.0
2009-11-25,4.65,4.72,4.59,4.67,4.60892763731473,614700,0.0,1.0
2009-11-24,4.69,4.7015,4.56,4.69,4.62866608544028,881100,0.0,1.0
2009-11-23,4.86,4.96,4.62,4.71,4.64840453356582,1466100,0.0,1.0
2009-11-20,4.78,4.85,4.55,4.74,4.67801220575414,1863900,0.0,1.0
2009-11-19,4.98,4.98,4.78,4.78,4.71748910200523,1089300,0.0,1.0
2009-11-18,5.0,5.0,4.9,4.97,4.90500435919791,685800,0.0,1.0
2009-11-17,4.82,5.0,4.82,4.98,4.91487358326068,1248100,0.0,1.0
2009-11-16,4.77,4.9,4.73,4.83,4.76683522231909,1823800,0.0,1.0
2009-11-13,4.95,4.995,4.7412,4.77,4.70761987794246,1527900,0.0,1.0
2009-11-12,5.24,5.24,4.8601,4.89,4.82605056669573,2082700,0.0,1.0
2009-11-11,5.08,5.18,5.03,5.13,5.06291194420227,1421400,0.0,1.0
2009-11-10,5.0,5.19,4.92,5.0,4.93461203138622,3373500,0.0,1.0
2009-11-09,4.75,4.8,4.67,4.79,4.727358326068,1121300,0.0,1.0
2009-11-06,4.68,4.74,4.6101,4.67,4.60892763731473,785100,0.0,1.0
2009-11-05,4.6,4.72,4.54,4.69,4.62866608544028,1073100,0.0,1.0
2009-11-04,4.75,4.85,4.51,4.54,4.48062772449869,1606800,0.0,1.0
2009-11-03,4.52,4.73,4.42,4.66,4.59905841325196,2904800,0.0,1.0
2009-11-02,4.22,4.34,4.16,4.27,4.21415867480384,1585300,0.0,1.0
2009-10-30,4.17,4.28,4.09,4.15,4.09572798605057,1303900,0.0,1.0
2009-10-29,4.13,4.2401,4.11,4.22,4.16481255448997,1276300,0.0,1.0
2009-10-28,4.16,4.16,3.97,4.1,4.0463818657367,2208000,0.0,1.0
2009-10-27,4.18,4.19,4.01,4.12,4.06612031386225,1829200,0.0,1.0
2009-10-26,4.36,4.3684,4.17,4.18,4.12533565823888,1399600,0.0,1.0
2009-10-23,4.4,4.4,4.21,4.23,4.17468177855275,1246900,0.0,1.0
2009-10-22,4.43,4.45,4.25,4.37,4.31285091543156,1593000,0.0,1.0
2009-10-21,4.44,4.53,4.41,4.43,4.37206625980819,1272700,0.0,1.0
2009-10-20,4.69,4.7,4.42,4.43,4.37206625980819,2155100,0.0,1.0
2009-10-19,4.71,4.76,4.52,4.55,4.49049694856146,2258100,0.0,1.0
2009-10-16,4.75,4.84,4.5,4.76,4.69775065387969,4840700,0.0,1.0
2009-10-15,4.39,4.47,4.35,4.4,4.34245858761988,2238700,0.0,1.0
2009-10-14,4.57,4.68,4.33,4.56,4.50036617262424,3625100,0.0,1.0
2009-10-13,4.86,4.88,4.51,4.56,4.50036617262424,4533800,0.0,1.0
2009-10-12,5.06,5.13,4.85,4.92,4.85565823888405,4247600,0.0,1.0
2009-10-09,4.98,5.44,4.82,5.09,5.02343504795118,11289000,0.0,1.0
2009-10-08,6.4,6.55,6.03,6.21,6.12878814298169,2772300,0.0,1.0
2009-10-07,6.35,6.53,6.23,6.42,6.33604184829991,3670200,0.0,1.0
2009-10-06,6.69,6.7099,6.28,6.4,6.31630340017437,2874500,0.0,1.0
2009-10-05,6.37,6.74,6.23,6.55,6.46434176111595,3383800,0.0,1.0
2009-10-02,6.15,6.48,6.05,6.29,6.20774193548387,2180700,0.0,1.0
2009-10-01,6.66,6.71,6.35,6.35,6.26695727986051,2022100,0.0,1.0
2009-09-30,6.78,6.8,6.56,6.73,6.64198779424586,2055600,0.0,1.0
2009-09-29,6.89,7.05,6.8,6.8,6.71107236268527,1352900,0.0,1.0
2009-09-28,6.55,6.84,6.5,6.82,6.73081081081081,1850000,0.0,1.0
2009-09-25,6.59,6.6,6.35,6.5,6.41499564080209,2312200,0.0,1.0
2009-09-24,7.02,7.06,6.43,6.55,6.46434176111595,4771400,0.0,1.0
2009-09-23,7.22,7.24,7.04,7.04,6.9479337401918,2497400,0.0,1.0
2009-09-22,7.22,7.29,7.05,7.07,6.97754141238012,1637200,0.0,1.0
2009-09-21,7.12,7.2,6.96,7.15,7.0564952048823,2367000,0.0,1.0
2009-09-18,7.51,7.67,7.06,7.18,7.08610287707062,4868800,0.0,1.0
2009-09-17,7.29,7.51,7.19,7.51,7.41178727114211,1886400,0.0,1.0
2009-09-16,7.41,7.49,7.26,7.33,7.2341412380122,1591900,0.0,1.0
2009-09-15,7.69,7.7,7.36,7.42,7.32296425457716,2172500,0.0,1.0
2009-09-14,7.06,7.6,6.94,7.51,7.41178727114211,4743700,0.0,1.0
2009-09-11,7.15,7.24,7.0,7.07,6.97754141238012,1893500,0.0,1.0
2009-09-10,7.4,7.4,7.06,7.14,7.04662598081953,2284500,0.0,1.0
2009-09-09,7.25,7.33,6.98,7.3,7.20453356582389,3719500,0.0,1.0
2009-09-08,8.19,8.22,6.93,7.19,7.09597210113339,9393000,0.0,1.0
2009-09-04,8.94,10.0,7.9,8.33,8.22106364428945,15476100,0.0,1.0
2009-09-03,8.48,9.01,8.19,8.76,8.64544027898867,5064400,0.0,1.0
2009-09-02,8.3,8.39,8.01,8.22,8.11250217959895,2070200,0.0,1.0
2009-09-01,8.73,8.94,8.05,8.28,8.17171752397559,4381100,0.0,1.0
2009-08-31,7.85,8.78,7.75,8.5,8.38884045335658,5747800,0.0,1.0
2009-08-28,7.46,7.79,7.38,7.71,7.60917175239756,1440600,0.0,1.0
2009-08-27,7.6,7.6,7.23,7.43,7.33283347863993,2036300,0.0,1.0
2009-08-26,7.78,7.8,7.43,7.61,7.51047951176983,2540800,0.0,1.0
2009-08-25,7.07,7.6,7.05,7.49,7.39204882301656,3599700,0.0,1.0
2009-08-24,6.72,7.0,6.62,6.92,6.82950305143853,2390300,0.0,1.0
2009-08-21,6.36,6.53,6.3,6.49,6.40512641673932,1200300,0.0,1.0
2009-08-20,6.29,6.37,6.22,6.28,6.1978727114211,1192200,0.0,1.0
2009-08-19,6.13,6.39,6.13,6.32,6.23734960767219,710400,0.0,1.0
2009-08-18,6.22,6.42,6.15,6.26,6.17813426329555,842700,0.0,1.0
2009-08-17,6.25,6.26,6.05,6.18,6.09918047079337,1097400,0.0,1.0
2009-08-14,6.65,6.72,6.35,6.43,6.34591107236268,1777300,0.0,1.0
2009-08-13,6.75,6.95,6.69,6.75,6.6617262423714,1086500,0.0,1.0
2009-08-12,6.8,7.19,6.68,6.83,6.74068003487358,1323000,0.0,1.0
2009-08-11,7.0,7.06,6.71,6.8,6.71107236268527,962000,0.0,1.0
2009-08-10,7.02,7.17,6.88,6.99,6.89858761987794,908500,0.0,1.0
2009-08-07,6.76,7.24,6.66,7.1,7.00714908456844,2700000,0.0,1.0
2009-08-06,7.05,7.05,6.43,6.66,6.57290322580645,1663000,0.0,1.0
2009-08-05,7.21,7.27,6.9,7.02,6.92819529206626,1233000,0.0,1.0
2009-08-04,7.24,7.36,6.92,7.15,7.0564952048823,1579100,0.0,1.0
2009-08-03,6.91,7.24,6.82,7.18,7.08610287707062,2184900,0.0,1.0
2009-07-31,6.75,6.75,6.6,6.7,6.61238012205754,990900,0.0,1.0
2009-07-30,6.71,6.81,6.65,6.69,6.60251089799477,801100,0.0,1.0
2009-07-29,6.8,6.85,6.6,6.66,6.57290322580645,753700,0.0,1.0
2009-07-28,6.68,6.91,6.56,6.75,6.6617262423714,1450200,0.0,1.0
2009-07-27,6.57,6.81,6.47,6.62,6.53342632955536,1214700,0.0,1.0
2009-07-24,6.27,6.7,6.18,6.5,6.41499564080209,1115400,0.0,1.0
2009-07-23,6.47,6.72,6.16,6.33,6.24721883173496,2062400,0.0,1.0
2009-07-22,6.53,6.72,6.25,6.44,6.35578029642546,1956100,0.0,1.0
2009-07-21,6.25,6.62,6.0,6.59,6.50381865736704,4054000,0.0,1.0
2009-07-20,6.09,6.1499,5.62,5.87,5.79323452484743,2054800,0.0,1.0
2009-07-17,5.23,5.78,5.2,5.55,5.47741935483871,1673300,0.0,1.0
2009-07-16,5.17,5.27,5.1,5.23,5.16160418482999,827900,0.0,1.0
2009-07-15,4.95,5.3,4.95,5.24,5.17147340889276,1291800,0.0,1.0
2009-07-14,4.98,5.05,4.76,4.95,4.88526591107236,995200,0.0,1.0
2009-07-13,4.94,4.99,4.78,4.98,4.91487358326068,1512900,0.0,1.0
2009-07-10,5.19,5.2,5.01,5.08,5.0135658238884,959900,0.0,1.0
2009-07-09,5.3,5.4299,5.1301,5.23,5.16160418482999,1057000,0.0,1.0
2009-07-08,5.66,5.72,5.04,5.23,5.16160418482999,1720100,0.0,1.0
2009-07-07,5.35,5.88,5.18,5.63,5.55637314734089,3092300,0.0,1.0
2009-07-06,5.78,5.959,5.3,5.4,5.32938099389712,5415100,0.0,1.0
2009-07-02,6.63,6.7,6.01,6.5,6.41499564080209,2848100,0.0,1.0
2009-07-01,7.01,7.05,6.34,6.59,6.50381865736704,7315300,0.0,1.0
2009-06-30,7.25,8.15,7.16,7.65,7.54995640802092,5216100,0.0,1.0
2009-06-29,7.0,7.2,6.68,7.11,7.01701830863121,2896500,0.0,1.0
2009-06-26,6.32,6.94,6.15,6.78,6.69133391455972,10063300,0.0,1.0
2009-06-25,5.94,6.09,5.85,6.09,6.01035745422842,1581000,0.0,1.0
2009-06-24,5.31,5.95,5.13,5.85,5.77349607672188,1218500,0.0,1.0
2009-06-23,5.92,5.9399,4.92,5.24,5.17147340889276,1944400,0.0,1.0
2009-06-22,6.02,6.09,5.75,5.88,5.8031037489102,1580900,0.0,1.0
2009-06-19,5.97,6.1,5.95,6.03,5.95114210985179,1144200,0.0,1.0
2009-06-18,5.81,5.92,5.67,5.87,5.79323452484743,701300,0.0,1.0
2009-06-17,5.79,5.9299,5.4,5.73,5.65506538796861,935600,0.0,1.0
2009-06-16,5.98,6.0,5.54,5.69,5.61558849171752,1619600,0.0,1.0
2009-06-15,6.0,6.35,5.85,6.15,6.06957279860506,2583900,0.0,1.0
2009-06-12,5.41,5.87,5.3,5.83,5.75375762859634,1582100,0.0,1.0
2009-06-11,5.21,5.4,5.2,5.35,5.28003487358326,472300,0.0,1.0
2009-06-10,5.5,5.5,5.22,5.29,5.22081952920663,540400,0.0,1.0
2009-06-09,5.21,5.47,5.05,5.43,5.35898866608544,890500,0.0,1.0
2009-06-08,5.0,5.2,4.86,5.2,5.13199651264167,909600,0.0,1.0
2009-06-05,4.94,5.0527,4.77,4.98,4.91487358326068,779000,0.0,1.0
2009-06-04,4.8,4.8,4.56,4.8,4.73722755013078,507100,0.0,1.0
2009-06-03,4.77,4.7899,4.59,4.74,4.67801220575414,337100,0.0,1.0
2009-06-02,4.6,4.8,4.51,4.72,4.6582737576286,397400,0.0,1.0
2009-06-01,4.87,4.98,4.48,4.58,4.52010462074978,610300,0.0,1.0
2009-05-29,4.9,5.09,4.76,4.88,4.81618134263296,524200,0.0,1.0
2009-05-28,4.99,5.0,4.8,4.87,4.80631211857018,512400,0.0,1.0
2009-05-27,5.01,5.05,4.65,4.79,4.727358326068,850000,0.0,1.0
2009-05-26,5.1,5.47,4.85,5.13,5.06291194420227,748500,0.0,1.0
2009-05-22,5.05,5.2,4.97,5.01,4.944481255449,432200,0.0,1.0
2009-05-21,4.85,5.08,4.79,4.97,4.90500435919791,409500,0.0,1.0
2009-05-20,5.0,5.3,4.75,4.89,4.82605056669573,1179400,0.0,1.0
2009-05-19,4.22,5.04,4.1,4.95,4.88526591107236,1056400,0.0,1.0
2009-05-18,4.09,4.35,3.91,4.2,4.14507410636443,737400,0.0,1.0
2009-05-15,4.12,4.16,3.89,4.0,3.94768962510898,484500,0.0,1.0
2009-05-14,3.95,4.23,3.95,4.07,4.01677419354839,547800,0.0,1.0
2009-05-13,4.02,4.05,3.61,3.88,3.82925893635571,673300,0.0,1.0
2009-05-12,4.35,4.4,3.78,4.01,3.95755884917175,878100,0.0,1.0
2009-05-11,3.73,4.35,3.6901,4.35,4.29311246730602,1383900,0.0,1.0
2009-05-08,3.6,3.75,3.3,3.66,3.61213600697472,958000,0.0,1.0
2009-05-07,2.75,3.65,2.7,3.57,3.52331299040976,1859400,0.0,1.0
2009-05-06,2.68,2.74,2.65,2.7,2.66469049694856,203300,0.0,1.0
2009-05-05,2.64,2.65,2.5,2.65,2.6153443766347,162700,0.0,1.0
2009-05-04,2.54,2.6,2.4,2.6,2.56599825632084,423100,0.0,1.0
2009-05-01,2.48,2.53,2.37,2.5,2.46730601569311,319400,0.0,1.0
2009-04-30,2.42,2.5,2.31,2.44,2.40809067131648,265900,0.0,1.0
2009-04-29,2.41,2.48,2.23,2.4038,2.37236408020924,370100,0.0,1.0
2009-04-28,2.41,2.46,2.41,2.44,2.40809067131648,143200,0.0,1.0
2009-04-27,2.49,2.5,2.42,2.42,2.38835222319093,175800,0.0,1.0
2009-04-24,2.47,2.5,2.44,2.47,2.43769834350479,160900,0.0,1.0
2009-04-23,2.5,2.53,2.28,2.42,2.38835222319093,259700,0.0,1.0
2009-04-22,2.58,2.59,2.5,2.5,2.46730601569311,144400,0.0,1.0
2009-04-21,2.38,2.65,2.3,2.58,2.54625980819529,250000,0.0,1.0
2009-04-20,2.44,2.6,2.41,2.45,2.41795989537925,280300,0.0,1.0
2009-04-17,2.55,2.63,2.51,2.51,2.47717523975588,238800,0.0,1.0
2009-04-16,2.53,2.66,2.48,2.54,2.5067829119442,389400,0.0,1.0
2009-04-15,2.2,2.51,2.2,2.51,2.47717523975588,344200,0.0,1.0
2009-04-14,2.53,2.53,2.21,2.25,2.2205754141238,310500,0.0,1.0
2009-04-13,2.62,2.62,2.2,2.5,2.46730601569311,549400,0.0,1.0
2009-04-09,2.55,2.76,2.55,2.62,2.58573670444638,682700,0.0,1.0
2009-04-08,2.11,2.5,2.075,2.5,2.46730601569311,789000,0.0,1.0
2009-04-07,2.0,2.17,1.92,2.06,2.03306015693112,325300,0.0,1.0
2009-04-06,1.89,2.01,1.82,2.01,1.98371403661726,278000,0.0,1.0
2009-04-03,1.79,1.89,1.79,1.82,1.79619877942459,186800,0.0,1.0
2009-04-02,1.83,2.1,1.77,1.78,1.7567218831735,604100,0.0,1.0
2009-04-01,1.8,1.87,1.75,1.83,1.80606800348736,120500,0.0,1.0
2009-03-31,1.8,1.8,1.74,1.75,1.72711421098518,95900,0.0,1.0
2009-03-30,1.92,1.92,1.75,1.8,1.77646033129904,211000,0.0,1.0
2009-03-27,1.92,2.1,1.79,1.88,1.85541412380122,825700,0.0,1.0
2009-03-26,1.82,1.83,1.64,1.83,1.80606800348736,473300,0.0,1.0
2009-03-25,1.48,1.55,1.48,1.53,1.50999128160418,143600,0.0,1.0
2009-03-24,1.48,1.51,1.48,1.49,1.47051438535309,126400,0.0,1.0
2009-03-23,1.49,1.5,1.48,1.49,1.47051438535309,65700,0.0,1.0
2009-03-20,1.5,1.5,1.45,1.5,1.48038360941587,272200,0.0,1.0
2009-03-19,1.48,1.49,1.42,1.48,1.46064516129032,184600,0.0,1.0
2009-03-18,1.44,1.52,1.44,1.5,1.48038360941587,83600,0.0,1.0
2009-03-17,1.47,1.51,1.4,1.5001,1.48048230165649,74800,0.0,1.0
2009-03-16,1.57,1.57,1.45,1.51,1.49025283347864,100400,0.0,1.0
2009-03-13,1.53,1.56,1.45,1.49,1.47051438535309,56000,0.0,1.0
2009-03-12,1.57,1.57,1.44,1.5,1.48038360941587,77500,0.0,1.0
2009-03-11,1.45,1.54,1.45,1.54,1.51986050566696,180500,0.0,1.0
2009-03-10,1.5,1.51,1.41,1.46,1.44090671316478,27100,0.0,1.0
2009-03-09,1.45,1.46,1.41,1.4484,1.42945841325196,133300,0.0,1.0
2009-03-06,1.45,1.47,1.39,1.43,1.41129904097646,254800,0.0,1.0
2009-03-05,1.48,1.48,1.4,1.45,1.43103748910201,138400,0.0,1.0
2009-03-04,1.47,1.47,1.44,1.46,1.44090671316478,99200,0.0,1.0
2009-03-03,1.48,1.5,1.4,1.42,1.40142981691369,172900,0.0,1.0
2009-03-02,1.48,1.53,1.4,1.43,1.41129904097646,181800,0.0,1.0
2009-02-27,1.59,1.62,1.5,1.5,1.48038360941587,80600,0.0,1.0
2009-02-26,1.73,1.73,1.6,1.635,1.6136181342633,198000,0.0,1.0
2009-02-25,1.65,1.68,1.58,1.65,1.62842197035745,220900,0.0,1.0
2009-02-24,1.64,1.64,1.58,1.62,1.59881429816914,127300,0.0,1.0
2009-02-23,1.55,1.64,1.51,1.59,1.56920662598082,124300,0.0,1.0
2009-02-20,1.6,1.65,1.5801,1.65,1.62842197035745,115500,0.0,1.0
2009-02-19,1.56,1.7,1.56,1.6,1.57907585004359,304600,0.0,1.0
2009-02-18,1.6,1.6401,1.55,1.59,1.56920662598082,141800,0.0,1.0
2009-02-17,1.65,1.65,1.55,1.58,1.55933740191805,384500,0.0,1.0
2009-02-13,1.6,1.85,1.58,1.58,1.55933740191805,554500,0.0,1.0
2009-02-12,1.56,1.6,1.5599,1.58,1.55933740191805,216500,0.0,1.0
2009-02-11,1.51,1.6099,1.51,1.56,1.5395989537925,322600,0.0,1.0
2009-02-10,1.48,1.51,1.46,1.51,1.49025283347864,99700,0.0,1.0
2009-02-09,1.53,1.53,1.47,1.48,1.46064516129032,102700,0.0,1.0
2009-02-06,1.51,1.54,1.5,1.51,1.49025283347864,259400,0.0,1.0
2009-02-05,1.48,1.49,1.47,1.47,1.45077593722755,157500,0.0,1.0
2009-02-04,1.47,1.49,1.46,1.46,1.44090671316478,124900,0.0,1.0
2009-02-03,1.48,1.48,1.45,1.45,1.43103748910201,233300,0.0,1.0
2009-02-02,1.43,1.48,1.43,1.48,1.46064516129032,42400,0.0,1.0
2009-01-30,1.5,1.5,1.44,1.44,1.42116826503923,106700,0.0,1.0
2009-01-29,1.46,1.5,1.46,1.47,1.45077593722755,76200,0.0,1.0
2009-01-28,1.48,1.52,1.48,1.4984,1.47880453356582,95900,0.0,1.0
2009-01-27,1.46,1.49,1.46,1.46,1.44090671316478,44900,0.0,1.0
2009-01-26,1.5,1.5,1.46,1.47,1.45077593722755,341200,0.0,1.0
2009-01-23,1.49,1.5,1.46,1.47,1.45077593722755,21799,0.0,1.0
2009-01-22,1.5,1.53,1.45,1.45,1.43103748910201,33541,0.0,1.0
2009-01-21,1.45,1.5,1.42,1.48,1.46064516129032,52800,0.0,1.0
2009-01-20,1.5,1.55,1.41,1.45,1.43103748910201,78700,0.0,1.0
2009-01-16,1.5,1.52,1.46,1.48,1.46064516129032,47000,0.0,1.0
2009-01-15,1.46,1.51,1.46,1.47,1.45077593722755,77300,0.0,1.0
2009-01-14,1.52,1.52,1.46,1.47,1.45077593722755,82600,0.0,1.0
2009-01-13,1.48,1.55,1.48,1.5,1.48038360941587,34900,0.0,1.0
2009-01-12,1.56,1.6,1.49,1.49,1.47051438535309,185800,0.0,1.0
2009-01-09,1.52,1.53,1.49,1.51,1.49025283347864,104000,0.0,1.0
2009-01-08,1.52,1.54,1.46,1.5,1.48038360941587,74000,0.0,1.0
2009-01-07,1.51,1.57,1.46,1.5,1.48038360941587,101400,0.0,1.0
2009-01-06,1.46,1.51,1.46,1.51,1.49025283347864,42400,0.0,1.0
2009-01-05,1.47,1.52,1.47,1.48,1.46064516129032,57700,0.0,1.0
2009-01-02,1.4799,1.5,1.4799,1.5,1.48038360941587,66600,0.0,1.0
2008-12-31,1.47,1.5,1.42,1.49,1.47051438535309,137500,0.0,1.0
2008-12-30,1.47,1.5,1.42,1.48,1.46064516129032,90000,0.0,1.0
2008-12-29,1.46,1.5,1.43,1.45,1.43103748910201,75800,0.0,1.0
2008-12-26,1.47,1.5,1.46,1.49,1.47051438535309,32600,0.0,1.0
2008-12-24,1.5199,1.52,1.43,1.49,1.47051438535309,32300,0.0,1.0
2008-12-23,1.44,1.53,1.44,1.5,1.48038360941587,59500,0.0,1.0
2008-12-22,1.51,1.51,1.48,1.48,1.46064516129032,54300,0.0,1.0
2008-12-19,1.5127,1.54,1.5,1.52,1.50012205754141,62800,0.0,1.0
2008-12-18,1.6,1.6,1.5,1.5,1.48038360941587,64500,0.0,1.0
2008-12-17,1.55,1.6,1.5,1.6,1.57907585004359,100100,0.0,1.0
2008-12-16,1.54,1.57,1.5,1.55,1.52972972972973,167800,0.0,1.0
2008-12-15,1.54,1.54,1.5,1.52,1.50012205754141,91600,0.0,1.0
2008-12-12,1.6,1.6,1.48,1.52,1.50012205754141,58900,0.0,1.0
2008-12-11,1.61,1.75,1.6,1.61,1.58894507410636,54500,0.0,1.0
2008-12-10,1.74,1.78,1.62,1.66,1.63829119442023,65600,0.0,1.0
2008-12-09,1.69,1.75,1.57,1.68,1.65802964254577,146300,0.0,1.0
2008-12-08,1.5,1.69,1.47,1.655,1.63335658238884,227700,0.0,1.0
2008-12-05,1.37,1.46,1.35,1.43,1.41129904097646,115100,0.0,1.0
2008-12-04,1.4,1.45,1.32,1.34,1.32247602441151,410500,0.0,1.0
2008-12-03,1.42,1.46,1.38,1.45,1.43103748910201,486800,0.0,1.0
2008-12-02,1.42,1.42,1.38,1.41,1.39156059285092,773500,0.0,1.0
2008-12-01,1.48,1.48,1.33,1.36,1.34221447253705,126200,0.0,1.0
2008-11-28,1.44,1.48,1.35,1.4,1.38169136878814,177500,0.0,1.0
2008-11-26,1.35,1.45,1.31,1.4,1.38169136878814,164900,0.0,1.0
2008-11-25,1.38,1.41,1.29,1.34,1.32247602441151,101100,0.0,1.0
2008-11-24,1.3,1.39,1.3,1.33,1.31260680034874,221200,0.0,1.0
2008-11-21,1.25,1.29,1.21,1.25,1.23365300784656,391700,0.0,1.0
2008-11-20,1.35,1.35,1.25,1.28,1.26326068003487,256000,0.0,1.0
2008-11-19,1.4,1.41,1.33,1.35,1.33234524847428,143700,0.0,1.0
2008-11-18,1.43,1.44,1.3721,1.41,1.39156059285092,199300,0.0,1.0
2008-11-17,1.42,1.47,1.42,1.45,1.43103748910201,41300,0.0,1.0
2008-11-14,1.51,1.54,1.47,1.49,1.47051438535309,101000,0.0,1.0
2008-11-13,1.55,1.59,1.41,1.49,1.47051438535309,107400,0.0,1.0
2008-11-12,1.61,1.63,1.55,1.57,1.54946817785527,84200,0.0,1.0
2008-11-11,1.7,1.7,1.61,1.65,1.62842197035745,113800,0.0,1.0
2008-11-10,1.79,1.79,1.68,1.71,1.68763731473409,151200,0.0,1.0
2008-11-07,1.8,1.81,1.61,1.76,1.73698343504795,209400,0.0,1.0
2008-11-06,1.74,1.78,1.64,1.7,1.67776809067132,90500,0.0,1.0
2008-11-05,1.614,1.84,1.614,1.74,1.71724498692241,142800,0.0,1.0
2008-11-04,1.76,1.87,1.7,1.7,1.67776809067132,176300,0.0,1.0
2008-11-03,1.85,1.85,1.74,1.81,1.78632955536181,257800,0.0,1.0
2008-10-31,1.68,1.84,1.6692,1.7901,1.7666897994769,261600,0.0,1.0
2008-10-30,1.6,1.68,1.51,1.63,1.60868352223191,324600,0.0,1.0
2008-10-29,2.2,2.25,1.37,1.42,1.40142981691369,1238800,0.0,1.0
2008-10-28,1.0,1.0,0.94,0.95,0.937576285963383,59100,0.0,1.0
2008-10-27,0.96,1.0,0.96,0.98,0.9671839581517,148100,0.0,1.0
2008-10-24,0.85,0.99,0.85,0.96,0.947445510026155,48300,0.0,1.0
2008-10-23,0.95,0.97,0.91,0.94,0.92770706190061,34000,0.0,1.0
2008-10-22,1.0,1.005,0.92,0.93,0.917837837837838,47100,0.0,1.0
2008-10-21,0.98,1.05,0.98,1.01,0.996791630340017,62700,0.0,1.0
2008-10-20,1.01,1.11,0.96,1.04,1.02639930252833,74100,0.0,1.0
2008-10-17,0.88,0.98,0.84,0.92,0.907968613775065,114500,0.0,1.0
2008-10-16,1.06,1.06,1.06,1.06,1.04613775065388,224800,0.0,1.0
2008-10-15,1.2,1.21,1.02,1.06,1.04613775065388,60600,0.0,1.0
2008-10-14,1.03,1.24,1.03,1.2,1.18430688753269,116800,0.0,1.0
2008-10-13,0.96,1.09,0.96,1.04,1.02639930252833,216000,0.0,1.0
2008-10-10,0.91,0.93,0.86,0.93,0.917837837837838,164000,0.0,1.0
2008-10-09,0.97,1.01,0.92,0.99,0.977053182214472,210700,0.0,1.0
2008-10-08,1.09,1.09,0.91,1.03,1.01653007846556,199900,0.0,1.0
2008-10-07,1.15,1.28,1.06,1.07,1.05600697471665,83800,0.0,1.0
2008-10-06,1.3,1.3499,1.06,1.14,1.12509154315606,362800,0.0,1.0
