,ALGT_Open,ALGT_High,ALGT_Low,ALGT_Close,ALGT_Adj Close,ALGT_Volume,ALGT_Dividend Amount,ALGT_Split Coefficient
2015-10-29,199.93,201.64,197.16,197.77,174.830714687662,180272,0.0,1.0
2015-10-28,203.46,204.02,198.28,199.95,176.757857115832,144807,0.0,1.0
2015-10-27,201.59,204.49,197.94,204.28,180.585621663526,175464,0.0,1.0
2015-10-26,203.12,205.85,199.95,201.64,178.251834502807,191497,0.0,1.0
2015-10-23,201.0,203.24,199.38,203.07,179.515969214863,159147,0.0,1.0
2015-10-22,212.5,212.5,194.0,201.01,177.694908021272,512499,0.0,1.0
2015-10-21,219.0,219.1,214.2115,215.97,190.919701932014,143570,0.0,1.0
2015-10-20,220.48,221.02,215.0,217.66,192.413679318989,115766,0.0,1.0
2015-10-19,214.83,221.13,213.18,219.95,194.438062878856,107493,0.0,1.0
2015-10-16,216.52,216.52,210.05,214.75,189.841209380469,172231,0.0,1.0
2015-10-15,215.0,217.2,212.6,216.52,191.405907590497,140417,0.0,1.0
2015-10-14,219.79,221.8649,213.35,214.83,189.911930203521,105346,0.0,1.0
2015-10-13,224.98,227.21,218.41,218.93,193.536372384941,136784,0.0,1.0
2015-10-12,219.12,228.79,219.1,227.86,201.430584258131,172802,0.0,1.0
2015-10-09,211.45,219.74,210.94,217.68,192.431359524752,96860,0.0,1.0
2015-10-08,212.95,214.23,209.4,212.66,187.993627878233,96861,0.0,1.0
2015-10-07,209.95,215.064,207.146,213.84,189.036760018252,173146,0.0,1.0
2015-10-06,216.28,216.28,208.0,208.6,184.404546108339,239805,0.0,1.0
2015-10-05,216.56,218.89,213.266,216.06,190.999262857947,182150,0.0,1.0
2015-10-02,216.3,220.46,210.55,215.59,190.583778022516,107745,0.0,1.0
2015-10-01,215.36,219.98,212.3,217.98,192.696562611198,123980,0.0,1.0
2015-09-30,212.49,217.45,211.3,216.25,191.167224812696,176169,0.0,1.0
2015-09-29,213.32,214.49,209.45,210.85,186.39356925668,205538,0.0,1.0
2015-09-28,217.91,219.26,210.0,213.03,188.320711684849,228953,0.0,1.0
2015-09-25,217.03,220.43,215.08,219.34,193.898816603083,168065,0.0,1.0
2015-09-24,214.01,217.4,210.68,214.8,189.885409894877,146046,0.0,1.0
2015-09-23,213.49,217.274,209.03,215.47,190.477696787938,113654,0.0,1.0
2015-09-22,216.6,216.6,209.75,212.12,187.516262322632,95227,0.0,1.0
2015-09-21,218.7,220.9524,214.0,218.16,192.855684463065,87281,0.0,1.0
2015-09-18,216.2,220.7,213.74,218.09,192.793803742894,287152,0.0,1.0
2015-09-17,213.0,220.1391,211.522,218.74,193.368410430193,163647,0.0,1.0
2015-09-16,212.76,214.82,211.82,212.88,188.188110141627,125937,0.0,1.0
2015-09-15,213.13,216.04,210.51,213.76,188.9660391952,148942,0.0,1.0
2015-09-14,211.66,214.372,210.27,211.87,187.295259750594,118542,0.0,1.0
2015-09-11,207.9,213.95,207.9,211.99,187.401340985172,143357,0.0,1.0
2015-09-10,210.44,212.035,207.75,208.49,184.307304976643,92130,0.0,1.0
2015-09-09,213.34,214.82,206.95,209.86,185.51839907141,160819,0.0,1.0
2015-09-08,205.99,211.95,205.99,210.85,186.39356925668,166666,0.0,1.0
2015-09-04,201.78,205.59,200.19,203.07,179.515969214863,225212,0.0,1.0
2015-09-03,206.49,209.59,202.93,203.87,180.223177445384,226103,0.0,1.0
2015-09-02,197.3,206.59,196.23,206.43,182.486243783051,267525,0.0,1.0
2015-09-01,200.21,203.37,194.34,195.79,173.080374317123,437346,0.0,1.0
2015-08-31,207.9,211.855,202.03,203.26,179.683931169612,246386,0.0,1.0
2015-08-28,208.51,211.66,205.72,208.41,184.236584153591,289666,0.0,1.0
2015-08-27,218.7,220.4155,203.57,209.79,185.456518351239,306096,0.0,1.0
2015-08-26,217.4,219.9499,207.78,215.93,190.884341520488,125191,0.0,1.0
2015-08-25,216.97,221.61,211.3601,212.24,187.62234355721,174065,0.0,1.0
2015-08-24,206.83,218.05,192.35,209.27,184.996833001401,167091,0.0,1.0
2015-08-21,215.71,221.965,212.57,216.09,191.025783166592,290811,0.0,1.0
2015-08-20,224.4,225.042,219.19,219.92,194.411542570211,236638,0.0,1.0
2015-08-19,228.8,231.4695,225.2,226.72,200.422812529639,317237,0.0,1.0
2015-08-18,234.68,237.39,228.2,228.84,202.29691434052,222694,0.3,1.0
2015-08-17,230.55,238.1299,229.0697,233.98,206.569922394147,176485,0.0,1.0
2015-08-14,232.27,232.969,228.88,232.87,205.589955671104,152282,0.0,1.0
2015-08-13,227.67,235.88,224.64,233.37,206.031382122925,224617,0.0,1.0
2015-08-12,225.9,227.8,215.21,226.01,199.53358475212,199962,0.0,1.0
2015-08-11,221.0,230.22,221.0,226.99,200.398780597689,156469,0.0,1.0
2015-08-10,222.02,225.34,218.05,221.99,195.98451607948,177619,0.0,1.0
2015-08-07,222.96,225.25,219.72,220.0,194.227638801232,200564,0.0,1.0
2015-08-06,228.8,232.67,222.501,223.96,197.723736299654,211120,0.0,1.0
2015-08-05,221.26,229.69,221.07,228.8,201.996744353281,227038,0.0,1.0
2015-08-04,219.08,220.66,216.39,220.07,194.289438504487,154912,0.0,1.0
2015-08-03,215.67,224.3,213.51,219.87,194.112867923759,307401,0.0,1.0
2015-07-31,211.37,215.475,210.0,212.73,187.809298191755,201908,0.0,1.0
2015-07-30,210.0,220.8,205.47,212.09,187.244272333424,513050,0.0,1.0
2015-07-29,207.55,209.8,204.96,205.61,181.523385517824,210781,0.0,1.0
2015-07-28,203.32,207.95,202.0,207.46,183.156663389562,183081,0.0,1.0
2015-07-27,203.08,204.96,200.81,203.42,179.589937658848,133104,0.0,1.0
2015-07-24,205.2,208.45,202.29,204.06,180.154963517179,119927,0.0,1.0
2015-07-23,206.1,208.89,203.26,205.05,181.028987891785,199223,0.0,1.0
2015-07-22,204.47,207.65,203.88,205.0,180.984845246603,249193,0.0,1.0
2015-07-21,202.5,204.63,199.65,203.73,179.863622058977,183809,0.0,1.0
2015-07-20,204.43,204.7373,200.17,203.04,179.254453555464,260764,0.0,1.0
2015-07-17,200.67,204.03,199.82,202.99,179.210310910282,177133,0.0,1.0
2015-07-16,199.0,202.65,196.35,200.98,177.435776573962,167129,0.0,1.0
2015-07-15,192.22,200.59,191.062,197.85,174.672446985563,176203,0.0,1.0
2015-07-14,195.0,198.0,192.26,193.48,170.814379796647,277394,0.0,1.0
2015-07-13,197.16,199.48,195.01,195.6,172.686027952368,185603,0.0,1.0
2015-07-10,190.16,194.75,190.16,194.35,171.582461822816,274102,0.0,1.0
2015-07-09,190.78,193.91,188.0,188.81,166.691456736639,256024,0.0,1.0
2015-07-08,182.96,190.75,180.19,190.44,168.130506969576,209055,0.0,1.0
2015-07-07,182.0,184.11,179.52,182.92,161.491453134188,171202,0.0,1.0
2015-07-06,176.02,182.4699,176.02,181.85,160.546800527291,239894,0.0,1.0
2015-07-02,176.77,179.5,175.98,177.15,156.397391880174,148465,0.0,1.0
2015-07-01,180.43,180.6797,175.0,177.17,156.415048938247,218512,0.0,1.0
2015-06-30,177.0,181.25,176.56,177.88,157.041874499833,151435,0.0,1.0
2015-06-29,178.15,181.43,175.79,175.99,155.373282511949,156880,0.0,1.0
2015-06-26,180.63,181.31,179.06,179.55,158.516238848915,220609,0.0,1.0
2015-06-25,179.31,183.51,178.95,180.64,159.478548513884,234438,0.0,1.0
2015-06-24,179.08,180.06,176.32,178.49,157.580414771054,117844,0.0,1.0
2015-06-23,179.45,181.66,176.38,179.07,158.092469455166,117566,0.0,1.0
2015-06-22,181.04,181.19,177.02,179.45,158.42795355855,202764,0.0,1.0
2015-06-19,177.81,181.91,177.17,179.43,158.410296500478,209633,0.0,1.0
2015-06-18,170.38,178.31,169.21,178.02,157.165473906342,233765,0.0,1.0
2015-06-17,167.09,168.59,166.31,168.06,148.372258986068,113402,0.0,1.0
2015-06-16,163.97,168.21,162.72,167.5,147.877861360029,153415,0.0,1.0
2015-06-15,163.72,166.25,160.1,163.51,144.355278274498,141030,0.0,1.0
2015-06-12,161.69,165.77,160.85,165.25,145.891442326835,123015,0.0,1.0
2015-06-11,163.55,164.08,160.94,162.32,143.304683319164,83500,0.0,1.0
2015-06-10,158.61,164.3725,158.61,162.84,143.763766829057,159137,0.0,1.0
2015-06-09,158.7,162.59,153.755,159.11,140.470725498473,185064,0.0,1.0
2015-06-08,165.25,165.25,159.005,160.29,141.51249192477,196577,0.0,1.0
2015-06-05,165.95,166.56,164.0,165.88,146.447639656129,142352,0.0,1.0
2015-06-04,165.0,166.83,164.87,165.74,146.324040249619,203700,0.0,1.0
2015-06-03,159.74,164.29,159.0,164.05,144.832018842464,120118,0.0,1.0
2015-06-02,159.37,160.9799,158.02,158.94,140.320640504854,154811,0.0,1.0
2015-06-01,157.6,161.95,155.45,161.03,142.165803073465,167190,0.0,1.0
2015-05-29,153.91,157.79,153.685,157.47,139.0228467365,143456,0.0,1.0
2015-05-28,154.25,154.44,152.05,154.34,136.259517148101,95993,0.0,1.0
2015-05-27,153.56,155.24,151.045,154.64,136.524373019193,93148,0.0,1.0
2015-05-26,157.68,157.68,151.07,152.63,134.749838682873,135644,0.0,1.0
2015-05-22,159.33,161.95,156.23,157.53,139.075817910719,59556,0.0,1.0
2015-05-21,157.03,160.8532,156.26,159.1,140.461896969436,180530,0.0,1.0
2015-05-20,165.38,165.38,156.5301,157.32,138.890418800954,219571,0.0,1.0
2015-05-19,166.87,167.21,163.23,164.57,145.291102352358,170578,0.0,1.0
2015-05-18,166.22,167.29,165.26,166.48,146.977351398314,107172,0.25,1.0
2015-05-15,167.08,167.73,165.0151,166.35,146.642370329932,125736,0.0,1.0
2015-05-14,165.32,167.23,163.68,166.66,146.915644359402,103274,0.0,1.0
2015-05-13,166.85,168.14,164.3,164.66,145.152586104759,118876,0.0,1.0
2015-05-12,166.5,167.25,164.89,166.01,146.342650426643,128883,0.0,1.0
2015-05-11,164.5,168.56,164.5,167.3,147.479823000887,125150,0.0,1.0
2015-05-08,163.19,166.34,162.12,164.44,144.958649696748,191925,0.0,1.0
2015-05-07,157.66,162.98,156.21,162.08,142.878240956269,154368,0.0,1.0
2015-05-06,159.7,159.7,153.78,158.28,139.528430272447,172106,0.0,1.0
2015-05-05,159.14,161.46,155.01,156.45,137.915231969449,168784,0.0,1.0
2015-05-04,159.0,161.64,157.42,159.92,140.974138041255,260001,0.0,1.0
2015-05-01,153.93,159.13,153.752,157.78,139.087665708787,205448,0.0,1.0
2015-04-30,159.04,160.92,153.02,153.76,135.543918616954,226814,0.0,1.0
2015-04-29,164.12,164.23,156.3043,159.59,140.683233429239,131008,0.0,1.0
2015-04-28,164.0,167.07,160.23,164.42,144.941019114201,164670,0.0,1.0
2015-04-27,167.0,168.792,161.165,164.31,144.844050910196,173008,0.0,1.0
2015-04-24,167.02,169.11,164.62,168.12,148.202676885291,140642,0.0,1.0
2015-04-23,170.35,170.69,164.06,167.02,147.232994845237,192891,0.0,1.0
2015-04-22,169.0,170.94,167.57,167.85,147.964664020914,169108,0.0,1.0
2015-04-21,170.06,170.2499,167.88,168.95,148.934346060968,144311,0.0,1.0
2015-04-20,168.82,169.96,166.3,168.86,148.855008439509,142147,0.0,1.0
2015-04-17,167.76,169.03,166.67,167.34,147.51508416598,117081,0.0,1.0
2015-04-16,168.3,172.09,168.0,168.44,148.484766206034,114229,0.0,1.0
2015-04-15,169.16,170.27,167.2601,168.01,148.105708681286,159907,0.0,1.0
2015-04-14,169.9,169.9,167.17,168.14,148.220307467837,180967,0.0,1.0
2015-04-13,167.5,172.543,167.5,169.11,149.075390721339,124263,0.0,1.0
2015-04-10,169.86,169.86,166.21,168.22,148.290829798023,144078,0.0,1.0
2015-04-09,169.68,170.66,166.461,168.63,148.652256740225,206930,0.0,1.0
2015-04-08,169.0,171.94,167.5401,169.45,149.375110624629,298833,0.0,1.0
2015-04-07,166.4,168.7,164.5,167.2,147.391670088155,199014,0.0,1.0
2015-04-06,163.5,169.7941,163.01,166.61,146.871567903036,541792,0.0,1.0
2015-04-02,180.87,183.75,161.37,161.9,142.719565713351,503479,0.0,1.0
2015-04-01,191.38,191.4,179.09,179.65,158.366707723308,207440,0.0,1.0
2015-03-31,194.6,194.94,189.66,192.29,169.509235892652,118102,0.0,1.0
2015-03-30,192.74,195.8699,191.66,194.97,171.871733953873,82678,0.0,1.0
2015-03-27,188.92,194.93,188.92,192.45,169.650280553023,85528,0.0,1.0
2015-03-26,186.47,189.83,182.64,188.23,165.930227635726,83771,0.0,1.0
2015-03-25,196.98,196.98,187.82,188.7,166.344546325568,100180,0.0,1.0
2015-03-24,195.48,197.41,193.3,194.89,171.801211623688,108615,0.0,1.0
2015-03-23,195.34,197.125,192.8,196.32,173.061798275757,177538,0.0,1.0
2015-03-20,195.1,195.86,191.71,194.67,171.607275215677,242845,0.0,1.0
2015-03-19,194.75,197.33,193.04,193.7,170.752191962175,149917,0.0,1.0
2015-03-18,197.43,199.195,192.52,194.0,171.016650700372,179860,0.0,1.0
2015-03-17,195.61,197.6,194.36,197.33,173.952142694352,202400,0.0,1.0
2015-03-16,194.94,197.19,193.57,195.91,172.700371333556,186181,0.0,1.0
2015-03-13,195.74,197.49,193.48,194.95,171.854103371327,125427,0.0,1.0
2015-03-12,192.3,197.48,190.48,195.75,172.559326673184,162879,0.0,1.0
2015-03-11,191.77,192.74,190.06,192.13,169.36819123228,126728,0.0,1.0
2015-03-10,191.04,193.53,187.6,191.76,169.042025455171,134095,0.0,1.0
2015-03-09,187.0,192.06,186.77,191.24,168.583630308964,140643,0.0,1.0
2015-03-06,189.34,190.29,185.58,186.15,164.096647050898,150791,0.0,1.0
2015-03-05,185.04,190.0,183.71,189.73,167.252521326709,124265,0.0,1.0
2015-03-04,185.22,186.16,183.51,184.8,162.906582729014,92818,0.0,1.0
2015-03-03,185.57,187.25,183.09,186.49,164.396366954187,127445,0.0,1.0
2015-03-02,183.69,187.81,183.0,186.77,164.643195109837,110903,0.25,1.0
2015-02-27,183.72,186.46,182.08,183.62,161.650002599018,138553,0.0,1.0
2015-02-26,181.96,184.85,180.57,184.55,162.468728785801,92007,0.0,1.0
2015-02-25,189.62,189.62,180.87,181.47,159.757248511294,104214,0.0,1.0
2015-02-24,185.35,188.81,184.68,188.59,166.025345769245,92582,0.0,1.0
2015-02-23,185.62,188.0,182.601,186.28,163.991735563365,139435,0.0,1.0
2015-02-20,181.27,184.99,180.09,184.79,162.680012963035,94175,0.0,1.0
2015-02-19,179.12,181.74,178.66,180.55,158.947325831895,152512,0.0,1.0
2015-02-18,174.8,176.78,173.125,176.72,155.575582503531,147282,0.0,1.0
2015-02-17,177.91,180.0,173.77,174.8,153.885309085657,113859,0.0,1.0
2015-02-13,181.79,181.79,177.8001,178.42,157.072178758941,130969,0.0,1.0
2015-02-12,183.55,184.09,179.36,182.49,160.655206264539,112245,0.0,1.0
2015-02-11,179.05,182.45,178.0,181.52,159.801266048217,129730,0.0,1.0
2015-02-10,176.71,180.0,176.23,179.05,157.626799724181,117848,0.0,1.0
2015-02-09,175.85,176.65,173.13,175.31,154.33428796228,85566,0.0,1.0
2015-02-06,176.92,180.0,175.54,176.94,155.769259665996,144479,0.0,1.0
2015-02-05,179.93,179.95,175.11,177.74,156.473540256777,148536,0.0,1.0
2015-02-04,174.0,180.19,173.83,179.0,157.582782187257,168255,0.0,1.0
2015-02-03,179.46,180.701,173.43,173.83,153.031368869335,268104,0.0,1.0
2015-02-02,180.25,180.523,174.05,179.73,158.225438226345,222229,0.0,1.0
2015-01-30,178.88,183.97,175.05,181.27,159.581178363598,301043,0.0,1.0
2015-01-29,177.5,180.97,173.58,180.69,159.070574935282,234316,0.0,1.0
2015-01-28,183.42,185.3,175.71,176.61,155.478743922299,254228,0.0,1.0
2015-01-27,176.19,182.93,174.51,182.42,160.593581712846,219074,0.0,1.0
2015-01-26,174.27,177.49,172.78,177.33,156.112596454002,141833,0.0,1.0
2015-01-23,173.8,174.58,172.01,174.27,153.418723194264,143048,0.0,1.0
2015-01-22,172.98,175.57,172.27,173.84,153.04017237672,201587,0.0,1.0
2015-01-21,170.85,174.53,168.1,171.15,150.672028890218,230346,0.0,1.0
2015-01-20,164.4,171.39,164.4,171.14,150.663225382834,183952,0.0,1.0
2015-01-16,160.74,163.64,159.1,163.22,143.690847534101,171951,0.0,1.0
2015-01-15,159.07,163.73,156.85,160.74,141.50757770268,249486,0.0,1.0
2015-01-14,156.81,160.2,153.43,156.07,137.396339753996,177661,0.0,1.0
2015-01-13,156.27,163.22,155.51,158.3,139.359521900798,187560,0.0,1.0
2015-01-12,155.65,156.76,153.12,154.36,135.890939991201,142871,0.0,1.0
2015-01-09,155.72,157.56,153.83,155.11,136.551203045058,180353,0.0,1.0
2015-01-08,151.4,157.19,151.4,155.29,136.709666177984,250897,0.0,1.0
2015-01-07,148.5,150.1,145.84,149.98,132.035003756675,158739,0.0,1.0
2015-01-06,149.49,149.57,144.51,147.84,130.151053176336,173191,0.0,1.0
2015-01-05,149.71,150.29,147.38,148.63,130.846530259732,160598,0.0,1.0
2015-01-02,151.87,152.58,147.349,149.86,131.929361668058,169891,0.0,1.0
2014-12-31,148.16,152.137,147.71,150.33,132.343126515142,254529,0.0,1.0
2014-12-30,145.83,148.06,145.12,147.46,129.816519895715,94738,0.0,1.0
2014-12-29,144.64,146.947,143.48,145.67,128.240692073842,152479,0.0,1.0
2014-12-26,144.29,145.15,142.85,144.91,127.5716255126,125807,0.0,1.0
2014-12-24,140.75,144.72,140.75,144.22,126.964183503052,94912,0.0,1.0
2014-12-23,141.8,142.48,139.83,140.74,123.900562933154,155280,0.0,1.0
2014-12-22,140.22,142.6,139.63,142.09,125.089036430097,124161,0.0,1.0
2014-12-19,141.21,143.0,139.12,139.72,123.002605179908,214557,0.0,1.0
2014-12-18,143.37,143.37,141.03,141.9,124.921769789787,131592,0.0,1.0
2014-12-17,137.3,143.335,136.715,142.45,125.405962695949,272153,2.5,1.0
2014-12-16,137.29,138.32,134.74,138.02,119.410355096894,180758,0.0,1.0
2014-12-15,136.87,138.187,134.68,136.84,118.389457987676,129259,0.0,1.0
2014-12-12,136.01,136.54,134.73,135.51,117.238785822201,109391,0.0,1.0
2014-12-11,135.26,138.5108,135.24,136.78,118.337547965173,114333,0.0,1.0
2014-12-10,137.5,140.26,133.96,134.38,116.261147065068,163637,0.0,1.0
2014-12-09,141.61,141.61,136.7201,138.86,120.137095411931,191744,0.0,1.0
2014-12-08,143.48,145.99,141.47,143.47,124.125515474217,124293,0.0,1.0
2014-12-05,145.48,146.63,141.5,142.55,123.329561795843,155372,0.0,1.0
2014-12-04,141.15,145.43,138.48,144.07,124.644615699243,232039,0.0,1.0
2014-12-03,138.95,141.16,138.81,140.39,121.460800985748,110732,0.0,1.0
2014-12-02,138.86,142.61,137.75,139.73,120.889790738219,193947,0.0,1.0
2014-12-01,140.47,141.58,137.69,138.91,120.180353764017,144924,0.0,1.0
2014-11-28,138.9,144.1,138.9,140.26,121.348329270326,106770,0.0,1.0
2014-11-26,135.0,135.61,134.184,134.61,116.460135484661,71681,0.0,1.0
2014-11-25,135.69,136.378,133.002,134.92,116.728337267591,69900,0.0,1.0
2014-11-24,133.47,135.08,132.754,134.94,116.745640608426,123151,0.0,1.0
2014-11-21,134.22,134.22,131.09,132.54,114.66923970832,99733,0.0,1.0
2014-11-20,132.72,133.17,131.035,132.57,114.695194719572,69502,0.0,1.0
2014-11-19,134.47,135.26,131.77,133.13,115.179688262929,105951,0.0,1.0
2014-11-18,132.49,135.66,132.03,134.91,116.719685597174,147345,0.0,1.0
2014-11-17,132.45,134.65,131.34,131.49,113.760814314524,162120,0.0,1.0
2014-11-14,132.85,134.64,131.54,131.85,114.07227444954,128584,0.0,1.0
2014-11-13,134.73,135.602,132.95,133.32,115.344070000854,121876,0.0,1.0
2014-11-12,135.33,136.2,133.46,133.95,115.889125237132,186583,0.0,1.0
2014-11-11,137.34,138.19,134.99,135.83,117.515639275548,184113,0.0,1.0
2014-11-10,134.39,137.32,132.381,137.0,118.527884714349,205537,0.0,1.0
2014-11-07,136.0,136.0,133.904,134.65,116.49474216633,133717,0.0,1.0
2014-11-06,136.03,136.85,134.298,136.02,117.680021013473,193458,0.0,1.0
2014-11-05,138.82,138.82,134.94,135.33,117.083055754693,143100,0.0,1.0
2014-11-04,134.83,138.65,134.51,137.31,118.79608649728,228076,0.0,1.0
2014-11-03,133.33,135.07,132.34,134.59,116.442832143827,145496,0.0,1.0
2014-10-31,131.43,134.1,129.97,133.47,115.473845057111,152573,0.0,1.0
2014-10-30,128.8,129.9399,126.7001,128.74,111.38160494982,129182,0.0,1.0
2014-10-29,128.96,129.939,126.73,128.97,111.580593369413,120474,0.0,1.0
2014-10-28,125.96,129.65,124.85,129.25,111.822840141092,170478,0.0,1.0
2014-10-27,122.02,125.84,121.43,125.61,108.673632109266,191033,0.0,1.0
2014-10-24,121.97,122.9,120.23,122.11,105.645547463279,151146,0.0,1.0
2014-10-23,121.23,123.84,119.13,121.85,105.420604032434,232755,0.0,1.0
2014-10-22,121.07,121.97,118.96,120.31,104.0882467882,110770,0.0,1.0
2014-10-21,118.94,121.24,117.42,120.97,104.659257035729,121764,0.0,1.0
2014-10-20,112.11,118.02,112.03,117.88,101.985890876843,206131,0.0,1.0
2014-10-17,114.51,114.57,111.35,112.02,96.9160120124191,78951,0.0,1.0
2014-10-16,109.31,113.79,109.31,112.83,97.6167973162047,107007,0.0,1.0
2014-10-15,107.22,112.44,106.72,111.49,96.4574734803125,180522,0.0,1.0
2014-10-14,106.14,110.7,105.46,109.18,94.4589376139611,143318,0.0,1.0
2014-10-13,109.62,110.05,104.52,105.09,90.9204044133648,225135,0.0,1.0
2014-10-10,108.77,111.2,108.18,109.02,94.3205108872874,223658,0.0,1.0
2014-10-09,110.36,110.67,108.6,109.51,94.7444427377256,155049,0.0,1.0
2014-10-08,115.43,115.755,110.29,110.75,95.8172498694467,672331,0.0,1.0
2014-10-07,118.31,119.66,116.07,116.29,100.610275280523,193055,0.0,1.0
2014-10-06,122.69,123.21,118.83,118.91,102.877012929805,123466,0.0,1.0
2014-10-03,121.74,123.29,121.14,122.08,105.619592452028,150752,0.0,1.0
2014-10-02,120.7,122.49,119.19,120.25,104.036336765697,219049,0.0,1.0
2014-10-01,123.24,123.24,119.8,121.01,104.693863717397,129104,0.0,1.0
2014-09-30,123.77,125.0,123.05,123.66,106.98655637793,156073,0.0,1.0
2014-09-29,123.12,124.0,122.7,123.38,106.744309606251,42226,0.0,1.0
2014-09-26,124.36,124.9,122.94,124.18,107.43644323962,86687,0.0,1.0
2014-09-25,125.38,125.765,123.38,123.66,106.98655637793,171083,0.0,1.0
2014-09-24,124.2,126.07,122.94,125.37,108.465992019255,151782,0.0,1.0
2014-09-23,124.5,125.14,122.56,123.75,107.064421411684,235100,0.0,1.0
2014-09-22,124.83,125.0,124.195,124.48,107.695993352133,108600,0.0,1.0
2014-09-19,125.87,127.17,124.32,124.78,107.955543464646,205100,0.0,1.0
2014-09-18,125.14,126.11,124.93,125.72,108.768800483854,86000,0.0,1.0
2014-09-17,123.83,125.15,122.92,125.07,108.206441906742,109600,0.0,1.0
2014-09-16,123.38,124.69,121.895,123.82,107.124983104604,90300,0.0,1.0
2014-09-15,126.0,128.504,123.83,123.99,107.272061501695,119600,0.0,1.0
2014-09-12,126.77,128.554,124.91,125.75,108.794755495105,123300,0.0,1.0
2014-09-11,126.6,127.5895,124.59,126.02,109.028350596367,93700,0.0,1.0
2014-09-10,126.27,127.38,124.6601,126.76,109.668574207233,44400,0.0,1.0
2014-09-09,126.09,126.71,125.39,125.79,108.829362176774,65900,0.0,1.0
2014-09-08,126.34,126.84,125.5,126.59,109.521495810142,73500,0.0,1.0
2014-09-05,124.85,126.58,123.46,126.04,109.045653937201,53800,0.0,1.0
2014-09-04,126.81,128.27,124.89,125.31,108.414081996753,81700,0.0,1.0
2014-09-03,126.71,126.71,123.74,126.19,109.175428993458,91300,0.0,1.0
2014-09-02,123.4,127.13,122.84,126.88,109.772394252238,142500,0.0,1.0
2014-08-29,123.99,123.99,121.86,122.86,106.294422744562,78100,0.0,1.0
2014-08-28,123.8,125.0,122.3425,123.33,106.701051254166,80100,0.0,1.0
2014-08-27,124.17,126.11,123.39,124.2,107.453746580454,101900,0.0,1.0
2014-08-26,126.42,126.65,123.82,124.43,107.652735000047,78900,0.0,1.0
2014-08-25,126.25,126.72,125.26,126.13,109.123518970955,88900,0.0,1.0
2014-08-22,124.54,126.3,124.0,125.86,108.889923869694,163400,0.0,1.0
2014-08-21,127.16,127.16,124.32,124.93,108.085318520903,158200,0.0,1.0
2014-08-20,126.44,128.28,126.41,127.4,110.222281113928,160200,0.0,1.0
2014-08-19,127.25,128.39,126.09,127.05,109.919472649329,134000,0.0,1.0
2014-08-18,124.78,127.22,124.69,126.75,109.659922536816,64600,0.0,1.0
2014-08-15,124.97,126.0,120.98,123.47,106.822174640005,88700,0.0,1.0
2014-08-14,123.19,123.99,121.921,123.79,107.099028093353,83100,0.0,1.0
2014-08-13,120.09,123.06,120.09,123.05,106.458804482487,61100,0.0,1.0
2014-08-12,121.49,123.25,120.99,121.59,105.195660601589,78300,0.0,1.0
2014-08-11,120.48,122.42,118.92,122.07,105.61094078161,111100,0.0,1.0
2014-08-08,118.13,120.67,116.33,119.97,103.794089994018,123000,0.0,1.0
2014-08-07,119.83,120.08,117.14,118.0,102.089710921848,105100,0.0,1.0
2014-08-06,117.21,120.27,116.01,119.42,103.318248121077,123100,0.0,1.0
2014-08-05,116.84,119.94,116.37,117.33,101.510049003902,103600,0.0,1.0
2014-08-04,118.78,118.95,116.13,117.53,101.683082412244,99500,0.0,1.0
2014-08-01,117.9,119.0,115.8,118.18,102.245440989356,103300,0.0,1.0
2014-07-31,118.0,119.64,117.56,117.76,101.882070831838,103600,0.0,1.0
2014-07-30,119.05,120.9699,118.0,118.93,102.894316270639,130700,0.0,1.0
2014-07-29,118.12,119.43,117.22,118.03,102.1156659331,98600,0.0,1.0
2014-07-28,118.68,118.835,117.14,117.98,102.072407581014,125500,0.0,1.0
2014-07-25,115.56,119.2968,115.56,118.22,102.280047671025,144700,0.0,1.0
2014-07-24,119.84,122.06,114.93,115.91,100.281511804673,206700,0.0,1.0
2014-07-23,122.01,125.6299,122.01,124.85,108.016105157566,100000,0.0,1.0
2014-07-22,122.0,122.5,121.22,122.34,105.844535882872,83200,0.0,1.0
2014-07-21,121.99,122.264,119.28,121.32,104.962065500328,72600,0.0,1.0
2014-07-18,118.09,121.4,118.09,120.8,104.512178638638,89700,0.0,1.0
2014-07-17,122.14,122.5,118.05,118.36,102.401171056864,106200,0.0,1.0
2014-07-16,123.29,123.71,120.43,120.95,104.641953694895,54000,0.0,1.0
2014-07-15,121.22,122.63,120.01,122.36,105.861839223707,71200,0.0,1.0
2014-07-14,123.19,123.19,120.495,120.79,104.503526968221,65900,0.0,1.0
2014-07-11,121.89,123.43,121.48,121.78,105.360042339514,37200,0.0,1.0
2014-07-10,120.43,123.25,120.04,122.43,105.922400916626,90500,0.0,1.0
2014-07-09,119.6,122.14,119.12,121.95,105.507120736605,132800,0.0,1.0
2014-07-08,115.61,118.97,113.79,118.61,102.617462817292,129800,0.0,1.0
2014-07-07,117.65,118.225,115.54,116.0,100.359376838427,104900,0.0,1.0
2014-07-03,117.93,119.01,117.34,117.64,101.778250786833,43800,0.0,1.0
2014-07-02,120.01,120.01,116.72,117.34,101.518700674319,73600,0.0,1.0
2014-07-01,118.26,121.29,117.703,120.5,104.252628526125,86000,0.0,1.0
2014-06-30,119.15,120.25,116.85,117.77,101.890722502255,124600,0.0,1.0
