,LOGM_Open,LOGM_High,LOGM_Low,LOGM_Close,LOGM_Adj Close,LOGM_Volume,LOGM_Dividend Amount,LOGM_Split Coefficient
2015-01-29,48.42,49.49,47.73,48.69,46.2210815940731,173960,0.0,1.0
2015-01-28,48.82,49.9,47.86,48.12,45.679984520575,132462,0.0,1.0
2015-01-27,48.25,49.34,47.61,48.53,46.0691946962491,117413,0.0,1.0
2015-01-26,49.06,49.6,48.39,48.9,46.4204331474671,136108,0.0,1.0
2015-01-23,48.89,49.94,48.715,48.98,46.4963765963791,157685,0.0,1.0
2015-01-22,48.38,49.04,47.3,48.91,46.4299260785811,165894,0.0,1.0
2015-01-21,48.42,48.85,47.93,48.05,45.613534002777,159031,0.0,1.0
2015-01-20,49.14,49.14,47.705,48.64,46.1736169385031,147505,0.0,1.0
2015-01-16,47.02,48.88,47.02,48.81,46.3349967674411,198515,0.0,1.0
2015-01-15,48.43,49.002,46.61,47.19,44.7971419269729,386810,0.0,1.0
2015-01-14,48.22,49.04,47.64,48.31,45.860350211741,143953,0.0,1.0
2015-01-13,48.35,49.43,47.855,48.68,46.2115886629591,257554,0.0,1.0
2015-01-12,48.55,49.102,47.405,47.61,45.1958450337609,267447,0.0,1.0
2015-01-09,48.3,49.37,47.76,48.56,46.0976734895911,280525,0.0,1.0
2015-01-08,46.77,48.45,46.4,48.33,45.879336073969,342947,0.0,1.0
2015-01-07,47.11,47.54,45.73,46.33,43.9807498511688,316572,0.0,1.0
2015-01-06,45.2,47.1,45.06,46.17,43.8288629533447,493532,0.0,1.0
2015-01-05,48.2,49.44,46.72,46.79,44.4174246824128,276150,0.0,1.0
2015-01-02,49.72,49.97,48.13,48.24,45.793899693943,160158,0.0,1.0
2014-12-31,49.11,50.57,49.04,49.34,46.8381221164832,220589,0.0,1.0
2014-12-30,48.63,49.45,48.261,48.92,46.4394190096951,93868,0.0,1.0
2014-12-29,49.29,49.95,48.52,48.86,46.3824614230111,133574,0.0,1.0
2014-12-26,49.87,50.3,48.99,49.31,46.8096433231412,115084,0.0,1.0
2014-12-24,50.27,50.5299,49.48,49.7,47.1798676365872,128523,0.0,1.0
2014-12-23,49.94,50.5,49.53,50.22,47.6735000545153,172300,0.0,1.0
2014-12-22,48.47,49.78,48.2145,49.63,47.1134171187892,150647,0.0,1.0
2014-12-19,48.38,49.11,48.01,48.48,46.0217300406791,377461,0.0,1.0
2014-12-18,47.83,48.3,46.44,48.12,45.679984520575,305597,0.0,1.0
2014-12-17,46.26,47.81,45.475,47.11,44.7211984780609,430618,0.0,1.0
2014-12-16,49.19,49.19,45.96,46.28,43.9332851955987,697144,0.0,1.0
2014-12-15,50.05,50.39,48.08,49.21,46.7147140120012,269200,0.0,1.0
2014-12-12,48.77,49.94,48.22,49.67,47.1513888432452,280182,0.0,1.0
2014-12-11,50.18,50.92,49.26,49.31,46.8096433231412,218435,0.0,1.0
2014-12-10,51.28,51.88,49.85,50.18,47.6355283300593,164313,0.0,1.0
2014-12-09,49.83,51.65,48.51,51.58,48.9645386860195,269102,0.0,1.0
2014-12-08,52.64,53.19,50.29,50.49,47.9298091945934,240634,0.0,1.0
2014-12-05,51.23,53.14,51.16,52.9,50.2176055930677,306033,0.0,1.0
2014-12-04,51.58,51.92,50.65,51.24,48.6417790281435,179768,0.0,1.0
2014-12-03,51.72,51.94,51.1,51.76,49.1354114460715,142875,0.0,1.0
2014-12-02,50.48,51.99,50.29,51.55,48.9360598926775,243822,0.0,1.0
2014-12-01,50.41,51.12,49.7101,50.47,47.9108233323654,217762,0.0,1.0
2014-11-28,51.44,51.44,50.31,50.57,48.0057526435054,101505,0.0,1.0
2014-11-26,51.0,51.6,50.76,51.35,48.7462012703975,266967,0.0,1.0
2014-11-25,50.62,51.48,50.5,51.12,48.5278638547754,323065,0.0,1.0
2014-11-24,48.9,50.74,48.774,50.56,47.9962597123914,184472,0.0,1.0
2014-11-21,50.81,51.25,48.6,48.81,46.3349967674411,302585,0.0,1.0
2014-11-20,49.99,50.5,49.58,49.86,47.3317545344113,179936,0.0,1.0
2014-11-19,50.6,50.6,49.11,50.14,47.5975566056033,281247,0.0,1.0
2014-11-18,52.46,52.7,49.87,50.87,48.2905405769254,460572,0.0,1.0
2014-11-17,52.26,53.38,52.12,52.35,49.6954943817976,533074,0.0,1.0
2014-11-14,51.55,52.25,51.0,52.19,49.5436074839736,261636,0.0,1.0
2014-11-13,51.88,52.0299,51.47,51.81,49.1828761016416,400510,0.0,1.0
2014-11-12,49.58,51.75,49.58,51.61,48.9930174793615,390561,0.0,1.0
2014-11-11,49.48,50.6,48.87,49.97,47.4361767766653,451418,0.0,1.0
2014-11-10,48.95,49.54,48.24,49.46,46.9520372898512,249111,0.0,1.0
2014-11-07,47.4,49.39,47.23,49.05,46.5628271141771,383932,0.0,1.0
2014-11-06,47.04,47.72,46.38,47.49,45.0819298603929,258188,0.0,1.0
2014-11-05,47.84,47.84,46.89,47.05,44.6642408913769,154328,0.0,1.0
2014-11-04,46.88,47.555,46.525,47.25,44.8540995136569,214114,0.0,1.0
2014-11-03,48.2,48.2899,46.98,47.28,44.8825783069989,307277,0.0,1.0
2014-10-31,47.38,48.32,47.09,48.05,45.613534002777,476065,0.0,1.0
2014-10-30,45.68,46.6,45.0968,46.32,43.9712569200547,357539,0.0,1.0
2014-10-29,47.25,47.61,45.5,45.79,43.4681315710127,311462,0.0,1.0
2014-10-28,44.45,47.35,44.05,47.25,44.8540995136569,450829,0.0,1.0
2014-10-27,44.86,45.48,43.51,44.29,42.0441919039125,445802,0.0,1.0
2014-10-24,44.1,45.905,42.85,44.96,42.6802182885506,1365374,0.0,1.0
2014-10-23,43.79,44.83,43.31,44.49,42.2340505261925,543551,0.0,1.0
2014-10-22,44.31,44.905,42.84,43.46,41.2562786214503,359422,0.0,1.0
2014-10-21,43.42,44.62,43.07,44.42,42.1676000083945,401479,0.0,1.0
2014-10-20,42.9,43.63,42.46,42.99,40.8101108590923,221036,0.0,1.0
2014-10-17,43.49,43.9,42.72,43.28,41.0854058613983,365088,0.0,1.0
2014-10-16,42.43,43.73,41.9901,42.82,40.6487310301542,328996,0.0,1.0
2014-10-15,41.29,43.71,40.92,43.32,41.1233775858543,336699,0.0,1.0
2014-10-14,42.6,43.69,41.71,41.93,39.8038601610081,319650,0.0,1.0
2014-10-13,42.05,43.29,41.25,42.11,39.9747329210601,269144,0.0,1.0
2014-10-10,43.87,44.7,41.78,41.84,39.7184237809821,351428,0.0,1.0
2014-10-09,44.79,45.63,44.04,44.09,41.8543332816324,289254,0.0,1.0
2014-10-08,43.31,45.16,43.1,44.99,42.7086970818926,279825,0.0,1.0
2014-10-07,44.8,44.85,43.26,43.34,41.1423634480823,474153,0.0,1.0
2014-10-06,48.64,48.8799,44.85,45.34,43.0409496708826,668145,0.0,1.0
2014-10-03,46.68,50.34,46.65,48.25,45.803392625057,784325,0.0,1.0
2014-10-02,45.18,46.5,45.11,46.4,44.0472003689668,257736,0.0,1.0
2014-10-01,46.17,46.17,45.2,45.41,43.1074001886806,332306,0.0,1.0
2014-09-30,46.37,47.12,45.93,46.07,43.7339336422047,314609,0.0,1.0
2014-09-29,45.46,46.52,45.11,46.41,44.0566933000808,159584,0.0,1.0
2014-09-26,45.79,46.46,45.57,46.01,43.6769760555207,210615,0.0,1.0
2014-09-25,47.09,47.29,45.01,45.75,43.4301598465567,388139,0.0,1.0
2014-09-24,46.54,47.45,46.17,47.33,44.9300429625689,269330,0.0,1.0
2014-09-23,46.33,47.04,45.72,46.48,44.1231438178788,328100,0.0,1.0
2014-09-22,46.64,46.64,45.3,46.32,43.9712569200547,267700,0.0,1.0
2014-09-19,48.29,50.0,45.9695,46.79,44.4174246824128,730700,0.0,1.0
2014-09-18,47.05,48.86,47.05,47.84,45.414182449383,684300,0.0,1.0
2014-09-17,46.31,47.2,46.25,46.71,44.3414812335008,333800,0.0,1.0
2014-09-16,45.99,46.55,45.555,46.43,44.0756791623088,304800,0.0,1.0
2014-09-15,46.5,47.71,45.5,45.99,43.6579901932927,689800,0.0,1.0
2014-09-12,45.21,46.45,44.9,46.39,44.0377074378528,606600,0.0,1.0
2014-09-11,44.9,45.99,44.74,45.34,43.0409496708826,667100,0.0,1.0
2014-09-10,42.74,44.99,42.5,44.92,42.6422465640945,511800,0.0,1.0
2014-09-09,43.42,43.885,42.51,42.61,40.4493794767602,256500,0.0,1.0
2014-09-08,42.8,43.8,42.7,43.66,41.4461372437304,154400,0.0,1.0
2014-09-05,42.86,43.58,42.33,43.05,40.8670684457763,125200,0.0,1.0
2014-09-04,42.73,43.59,42.62,43.06,40.8765613768903,221800,0.0,1.0
2014-09-03,43.0,43.17,42.33,42.72,40.5538017190142,160400,0.0,1.0
2014-09-02,42.52,42.89,42.0609,42.76,40.5917734434702,133000,0.0,1.0
2014-08-29,41.99,42.47,41.5,42.28,40.1361127499982,158100,0.0,1.0
2014-08-28,41.78,42.74,41.28,41.72,39.6045086076141,192300,0.0,1.0
2014-08-27,42.51,42.96,41.76,42.16,40.0221975766301,181500,0.0,1.0
2014-08-26,42.78,43.09,42.36,42.7,40.5348158567862,214000,0.0,1.0
2014-08-25,43.51,43.51,42.1,42.71,40.5443087879002,157700,0.0,1.0
2014-08-22,43.28,43.52,42.88,43.14,40.9525048258023,125700,0.0,1.0
2014-08-21,42.52,43.43,41.75,43.3,41.1043917236263,152400,0.0,1.0
2014-08-20,42.91,42.95,42.25,42.49,40.3354643033922,93600,0.0,1.0
2014-08-19,43.17,43.43,42.985,43.18,40.9904765502583,109700,0.0,1.0
2014-08-18,43.01,43.37,42.7,43.14,40.9525048258023,150500,0.0,1.0
2014-08-15,43.81,43.92,41.97,42.62,40.4588724078742,238500,0.0,1.0
2014-08-14,42.76,43.89,42.71,43.49,41.2847574147923,327500,0.0,1.0
2014-08-13,42.18,42.83,42.0,42.81,40.6392380990402,201500,0.0,1.0
2014-08-12,42.65,42.67,41.59,41.94,39.8133530921221,124600,0.0,1.0
2014-08-11,41.99,42.95,41.68,42.86,40.6867027546102,256300,0.0,1.0
2014-08-08,42.16,42.52,41.79,41.83,39.7089308498681,212000,0.0,1.0
2014-08-07,42.24,42.58,41.89,42.11,39.9747329210601,180300,0.0,1.0
2014-08-06,41.08,42.42,41.08,42.13,39.9937187832881,407100,0.0,1.0
2014-08-05,40.87,41.6995,40.65,41.5,39.3956641231061,274800,0.0,1.0
2014-08-04,40.23,41.11,39.78,41.06,38.97797515409,292000,0.0,1.0
2014-08-01,40.73,40.73,39.52,39.9,37.8767951448658,422600,0.0,1.0
2014-07-31,41.56,42.2,40.66,40.71,38.6457225650999,496300,0.0,1.0
2014-07-30,42.64,42.72,41.92,42.03,39.8987894721481,534100,0.0,1.0
2014-07-29,42.18,42.7,41.87,42.34,40.1930703366822,294200,0.0,1.0
2014-07-28,42.13,42.8,41.6,42.32,40.1740844744542,406400,0.0,1.0
2014-07-25,45.0,45.0,40.59,41.95,39.8228460232361,1788500,0.0,1.0
2014-07-24,39.6,40.61,39.06,40.24,38.1995548027419,666500,0.0,1.0
2014-07-23,40.02,40.05,39.2,39.28,37.2882334157977,239700,0.0,1.0
2014-07-22,40.08,40.23,39.44,39.81,37.7913587648398,179300,0.0,1.0
2014-07-21,40.1,40.33,39.5,39.74,37.7249082470418,148900,0.0,1.0
2014-07-18,40.07,40.36,39.94,40.14,38.1046254916019,221200,0.0,1.0
2014-07-17,39.07,40.55,39.07,39.96,37.9337527315498,365700,0.0,1.0
2014-07-16,40.22,40.22,39.07,39.32,37.3262051402537,245300,0.0,1.0
2014-07-15,40.61,40.97,39.49,39.97,37.9432456626638,253300,0.0,1.0
2014-07-14,40.41,41.17,40.2,40.72,38.6552154962139,393500,0.0,1.0
2014-07-11,40.55,41.25,39.61,39.97,37.9432456626638,645800,0.0,1.0
2014-07-10,40.25,40.8999,39.43,39.95,37.9242598004358,862800,0.0,1.0
2014-07-09,42.25,42.5,40.25,41.18,39.091890327458,1312000,0.0,1.0
2014-07-08,45.29,45.29,43.69,44.09,41.8543332816324,293100,0.0,1.0
2014-07-07,45.97,46.49,45.2,45.33,43.0314567397686,166100,0.0,1.0
2014-07-03,46.57,46.635,46.06,46.29,43.9427781267127,181800,0.0,1.0
2014-07-02,46.94,47.23,46.21,46.32,43.9712569200547,135100,0.0,1.0
2014-07-01,46.8,47.336,46.8,46.91,44.5313398557808,327000,0.0,1.0
2014-06-30,45.99,46.7,45.99,46.62,44.2560448534748,410300,0.0,1.0
2014-06-27,46.06,46.59,45.765,46.175,43.8336094189017,584100,0.0,1.0
2014-06-26,46.53,46.734,45.98,46.36,44.0092286445108,87100,0.0,1.0
2014-06-25,46.3,46.73,45.81,46.58,44.2180731290188,112600,0.0,1.0
2014-06-24,46.9,47.5,46.375,46.6,44.2370589912468,321600,0.0,1.0
2014-06-23,46.93,47.22,46.34,46.84,44.4648893379828,408700,0.0,1.0
2014-06-20,46.92,47.31,46.5,46.91,44.5313398557808,396000,0.0,1.0
2014-06-19,46.22,46.83,45.82,46.65,44.2845236468168,203400,0.0,1.0
2014-06-18,46.19,46.48,45.91,46.18,43.8383558844587,152500,0.0,1.0
2014-06-17,45.64,46.4,45.35,46.15,43.8098770911167,169600,0.0,1.0
2014-06-16,45.52,46.15,45.316,45.79,43.4681315710127,281700,0.0,1.0
2014-06-13,45.2,45.99,45.2,45.77,43.4491457087847,288700,0.0,1.0
2014-06-12,44.75,45.47,44.48,45.18,42.8890627730586,340800,0.0,1.0
2014-06-11,44.2,44.888,44.01,44.78,42.5093455284985,239900,0.0,1.0
2014-06-10,43.8,44.6,43.38,44.41,42.1581070772805,274500,0.0,1.0
2014-06-09,43.33,44.62,43.17,43.78,41.5600524170984,200500,0.0,1.0
2014-06-06,43.81,44.1,43.11,43.41,41.2088139658803,121300,0.0,1.0
2014-06-05,42.1,44.0,41.82,43.56,41.3512079325903,180800,0.0,1.0
2014-06-04,41.15,42.09,40.7501,42.02,39.8892965410341,186800,0.0,1.0
2014-06-03,41.02,41.65,40.95,41.48,39.376678260878,183300,0.0,1.0
2014-06-02,42.5,42.5,41.16,41.63,39.5190722275881,108200,0.0,1.0
2014-05-30,43.22,43.22,41.93,42.57,40.4114077523042,161800,0.0,1.0
2014-05-29,42.9,43.28,42.48,43.12,40.9335189635743,119900,0.0,1.0
2014-05-28,43.67,43.675,42.43,42.73,40.5632946501282,144600,0.0,1.0
2014-05-27,43.37,43.97,42.67,43.68,41.4651231059584,169400,0.0,1.0
2014-05-23,43.25,43.5975,42.555,43.46,41.2562786214503,189300,0.0,1.0
2014-05-22,43.03,43.59,42.54,43.26,41.0664199991703,206300,0.0,1.0
2014-05-21,42.68,43.16,42.14,43.01,40.8290967213203,154800,0.0,1.0
2014-05-20,42.5,43.08,41.67,42.39,40.2405349922522,164400,0.0,1.0
2014-05-19,42.08,43.3,42.08,42.87,40.6961956857242,179700,0.0,1.0
2014-05-16,42.02,42.41,41.1,42.31,40.1645915433402,149200,0.0,1.0
2014-05-15,42.08,42.165,40.69,41.72,39.6045086076141,200400,0.0,1.0
2014-05-14,43.79,44.0,42.04,42.23,40.0886480944282,198700,0.0,1.0
2014-05-13,43.54,44.17,42.9301,44.01,41.7783898327204,290000,0.0,1.0
2014-05-12,40.76,43.81,40.76,43.57,41.3607008637044,278300,0.0,1.0
2014-05-09,40.33,40.94,39.86,40.41,38.3609346316799,255100,0.0,1.0
2014-05-08,40.45,42.0,40.0,40.45,38.3989063561359,217300,0.0,1.0
2014-05-07,41.66,41.66,39.99,40.52,38.4653568739339,275800,0.0,1.0
2014-05-06,42.66,42.95,41.3801,41.48,39.376678260878,253800,0.0,1.0
2014-05-05,44.0,44.0,42.24,43.04,40.8575755146623,393600,0.0,1.0
2014-05-02,43.93,44.76,43.59,44.5,42.2435434573065,339400,0.0,1.0
2014-05-01,45.26,46.1396,43.41,43.98,41.7499110393784,481600,0.0,1.0
2014-04-30,44.53,47.689,43.448,45.45,43.1453719131366,1671900,0.0,1.0
2014-04-29,38.52,39.43,37.526,39.12,37.1363465179737,366900,0.0,1.0
2014-04-28,38.75,39.08,37.06,38.15,36.2155321999156,182900,0.0,1.0
2014-04-25,40.44,40.44,38.19,38.46,36.5098130644496,254300,0.0,1.0
2014-04-24,41.21,41.24,39.77,40.73,38.6647084273279,143900,0.0,1.0
2014-04-23,41.73,42.22,40.78,40.96,38.88304584295,208900,0.0,1.0
2014-04-22,41.08,42.458,40.65,41.97,39.8418318854641,258400,0.0,1.0
2014-04-21,41.24,41.69,40.57,41.1,39.015946878546,145200,0.0,1.0
2014-04-17,40.0,41.37,40.0,41.18,39.091890327458,159700,0.0,1.0
2014-04-16,40.84,41.86,39.53,40.13,38.0951325604879,227500,0.0,1.0
2014-04-15,40.39,41.13,39.03,40.43,38.3799204939079,168600,0.0,1.0
2014-04-14,40.64,41.5,39.645,40.18,38.1425972160579,183800,0.0,1.0
2014-04-11,40.27,41.4,40.01,40.14,38.1046254916019,191600,0.0,1.0
2014-04-10,42.72,43.008,40.41,40.62,38.5602861850739,210300,0.0,1.0
2014-04-09,42.05,43.12,41.74,42.79,40.6202522368122,193500,0.0,1.0
2014-04-08,41.26,42.18,40.79,42.0,39.8703106788061,220700,0.0,1.0
2014-04-07,43.15,43.33,40.77,41.18,39.091890327458,355400,0.0,1.0
2014-04-04,44.9,44.9,42.12,43.3,41.1043917236263,310500,0.0,1.0
2014-04-03,44.97,45.48,44.29,44.55,42.2910081128765,264300,0.0,1.0
2014-04-02,45.48,45.78,44.14,44.91,42.6327536329805,196400,0.0,1.0
2014-04-01,45.04,45.9799,45.03,45.49,43.1833436375926,187300,0.0,1.0
2014-03-31,43.38,45.27,43.35,44.89,42.6137677707525,271900,0.0,1.0
2014-03-28,44.27,44.79,43.12,43.18,40.9904765502583,159400,0.0,1.0
2014-03-27,44.1,44.82,43.21,44.24,41.9967272483425,208300,0.0,1.0
2014-03-26,44.99,45.75,43.9,44.14,41.9017979372024,228500,0.0,1.0
2014-03-25,45.11,45.72,43.64,44.56,42.3005010439905,302500,0.0,1.0
2014-03-24,46.58,46.58,44.3,44.67,42.4049232862445,331600,0.0,1.0
2014-03-21,47.17,47.17,46.09,46.39,44.0377074378528,237400,0.0,1.0
2014-03-20,46.23,47.08,45.26,46.8,44.4269176135268,352400,0.0,1.0
2014-03-19,46.89,47.045,46.12,46.4,44.0472003689668,186900,0.0,1.0
2014-03-18,46.56,47.57,46.0701,46.99,44.6072833046928,297100,0.0,1.0
2014-03-17,45.71,46.25,45.28,45.95,43.6200184688367,226200,0.0,1.0
2014-03-14,44.29,45.74,43.7102,45.33,43.0314567397686,230200,0.0,1.0
2014-03-13,45.4,45.4,43.8006,44.26,42.0157131105705,207200,0.0,1.0
2014-03-12,44.64,45.45,43.93,45.14,42.8510910486026,180200,0.0,1.0
2014-03-11,45.15,45.26,43.81,44.21,41.9682484550004,177000,0.0,1.0
2014-03-10,45.05,45.7999,44.44,45.04,42.7561617374626,228100,0.0,1.0
2014-03-07,44.98,45.79,43.715,45.26,42.9650062219706,540400,0.0,1.0
2014-03-06,44.95,45.012,44.016,44.48,42.2245575950785,148100,0.0,1.0
2014-03-05,44.17,45.8699,43.86,44.92,42.6422465640945,414400,0.0,1.0
2014-03-04,42.68,44.69,42.36,44.37,42.1201353528245,778400,0.0,1.0
2014-03-03,41.31,42.63,40.9,42.35,40.2025632677962,237200,0.0,1.0
2014-02-28,42.25,42.75,41.6,41.85,39.7279167120961,328600,0.0,1.0
2014-02-27,40.89,42.55,40.43,42.25,40.1076339566562,305500,0.0,1.0
2014-02-26,40.85,41.819,40.51,41.21,39.1203691208,244000,0.0,1.0
2014-02-25,41.0,41.5,40.29,40.71,38.6457225650999,145300,0.0,1.0
2014-02-24,41.55,42.11,40.85,40.92,38.845074118494,312000,0.0,1.0
2014-02-21,41.55,42.57,41.22,41.7,39.5855227453861,271500,0.0,1.0
2014-02-20,40.56,41.52,40.51,41.2,39.110876189686,274300,0.0,1.0
2014-02-19,40.0,40.75,38.83,40.38,38.3324558383379,373800,0.0,1.0
2014-02-18,40.53,41.9694,40.53,41.03,38.949496360748,553300,0.0,1.0
2014-02-14,39.89,42.74,39.65,40.48,38.4273851494779,3577600,0.0,1.0
2014-02-13,31.79,33.77,31.51,33.27,31.5829818162829,563800,0.0,1.0
2014-02-12,31.9,32.46,31.66,32.18,30.5482523248567,259000,0.0,1.0
2014-02-11,32.09,32.25,31.66,31.91,30.2919431847787,153700,0.0,1.0
2014-02-10,32.16,32.36,31.67,32.12,30.4912947381727,155100,0.0,1.0
2014-02-07,32.2,32.48,31.51,32.24,30.6052099115407,135700,0.0,1.0
2014-02-06,31.85,32.57,31.85,32.15,30.5197735315147,155500,0.0,1.0
2014-02-05,32.13,32.355,31.25,31.7,30.0925916313846,165400,0.0,1.0
2014-02-04,32.48,33.14,31.87,32.34,30.7001392226807,162700,0.0,1.0
2014-02-03,33.97,34.26,32.1825,32.36,30.7191250849087,164200,0.0,1.0
2014-01-31,33.16,34.03,33.08,33.96,32.237994063149,115800,0.0,1.0
2014-01-30,34.05,34.76,33.66,33.74,32.0291495786409,158400,0.0,1.0
2014-01-29,34.03,34.23,33.36,33.84,32.1240788897809,146200,0.0,1.0
2014-01-28,34.17,34.82,34.05,34.31,32.570246652139,229000,0.0,1.0
2014-01-27,34.99,35.26,34.01,34.08,32.351909236517,171100,0.0,1.0
2014-01-24,34.88,35.42,33.695,34.86,33.0923578634091,269800,0.0,1.0
2014-01-23,35.37,35.37,34.5,35.18,33.3961316590571,254700,0.0,1.0
2014-01-22,34.32,36.68,34.19,35.61,33.8043276969592,337700,0.0,1.0
2014-01-21,33.32,35.04,33.32,34.94,33.1683013123211,356700,0.0,1.0
2014-01-17,33.57,33.829,32.96,33.04,31.3646444006608,98700,0.0,1.0
2014-01-16,33.41,33.98,32.42,33.7,31.9911778541849,201600,0.0,1.0
2014-01-15,31.89,34.0,31.89,33.45,31.7538545763349,188500,0.0,1.0
2014-01-14,31.51,32.09,31.08,31.72,30.1115774936126,147100,0.0,1.0
2014-01-13,32.66,32.99,31.1,31.33,29.7413531801666,264400,0.0,1.0
2014-01-10,32.89,33.04,32.16,32.84,31.1747857783808,188900,0.0,1.0
2014-01-09,32.5,33.13,32.1501,32.86,31.1937716406088,191300,0.0,1.0
2014-01-08,32.47,32.68,32.06,32.49,30.8425331893907,311800,0.0,1.0
2014-01-07,32.14,32.58,31.813,32.42,30.7760826715927,360200,0.0,1.0
2014-01-06,32.84,32.84,31.93,31.97,30.3489007714627,138100,0.0,1.0
2014-01-03,32.57,32.94,32.36,32.71,31.0513776738988,82600,0.0,1.0
2014-01-02,33.39,33.7,32.328,32.51,30.8615190516187,89400,0.0,1.0
2013-12-31,33.11,33.81,33.03,33.55,31.8487838874749,82300,0.0,1.0
2013-12-30,32.74,33.58,32.0,33.07,31.3931231940028,88600,0.0,1.0
2013-12-27,33.01,33.28,32.62,32.78,31.1178281916968,70800,0.0,1.0
2013-12-26,33.24,33.3453,32.68,32.89,31.2222504339508,88000,0.0,1.0
2013-12-24,33.32,33.69,32.86,33.18,31.4975454362568,62000,0.0,1.0
2013-12-23,33.15,33.54,31.6701,33.38,31.6874040585369,81500,0.0,1.0
2013-12-20,32.09,33.05,32.09,32.93,31.2602221584068,282500,0.0,1.0
2013-12-19,31.94,32.27,31.58,31.93,30.3109290470067,230900,0.0,1.0
2013-12-18,31.75,32.07,31.6,31.99,30.3678866336907,107700,0.0,1.0
2013-12-17,32.03,32.03,31.59,31.68,30.0736057691566,83100,0.0,1.0
2013-12-16,31.81,32.3,31.46,31.98,30.3583937025767,114400,0.0,1.0
2013-12-13,31.72,32.0,31.41,31.6,29.9976623202446,78200,0.0,1.0
2013-12-12,32.15,32.28,31.5,31.62,30.0166481824726,76200,0.0,1.0
2013-12-11,32.63,32.84,31.94,32.23,30.5957169804267,97200,0.0,1.0
2013-12-10,32.94,33.2,32.436,32.58,30.9279695694167,85900,0.0,1.0
2013-12-09,33.32,33.49,32.84,33.0,31.3266726762048,74600,0.0,1.0
2013-12-06,33.8,33.9499,33.28,33.3,31.6114606096248,58700,0.0,1.0
2013-12-05,32.8,33.525,32.8,33.38,31.6874040585369,121200,0.0,1.0
2013-12-04,32.94,33.2,32.295,32.88,31.2127575028368,79900,0.0,1.0
2013-12-03,33.27,33.58,32.64,33.0,31.3266726762048,217000,0.0,1.0
2013-12-02,34.47,34.525,33.31,33.36,31.6684181963089,107500,0.0,1.0
2013-11-29,33.91,34.56,33.76,34.5,32.750612343305,185900,0.0,1.0
2013-11-27,33.52,33.82,33.47,33.73,32.0196566475269,72800,0.0,1.0
2013-11-26,32.96,33.84,32.88,33.5,31.8013192319049,152100,0.0,1.0
2013-11-25,32.1,33.18,31.72,32.83,31.1652928472668,205200,0.0,1.0
2013-11-22,32.31,32.31,31.76,32.09,30.4628159448307,127700,0.0,1.0
2013-11-21,32.2,32.44,31.83,32.24,30.6052099115407,116100,0.0,1.0
2013-11-20,32.06,32.07,31.58,31.97,30.3489007714627,207600,0.0,1.0
2013-11-19,31.91,32.39,31.78,32.0,30.3773795648047,128800,0.0,1.0
2013-11-18,32.12,32.4,31.81,31.93,30.3109290470067,102800,0.0,1.0
2013-11-15,31.48,32.23,31.45,31.99,30.3678866336907,134900,0.0,1.0
2013-11-14,31.88,31.93,31.34,31.53,29.9312118024466,112700,0.0,1.0
2013-11-13,31.94,32.545,31.75,32.0,30.3773795648047,213200,0.0,1.0
2013-11-12,31.96,32.21,31.39,32.08,30.4533230137167,102800,0.0,1.0
2013-11-11,32.19,32.42,31.565,31.981,30.3593429956881,108000,0.0,1.0
2013-11-08,31.06,32.6,30.93,32.16,30.5292664626287,263600,0.0,1.0
2013-11-07,32.0,32.236,30.74,31.07,29.4945369712025,188700,0.0,1.0
2013-11-06,31.76,32.2,31.72,31.93,30.3109290470067,313100,0.0,1.0
2013-11-05,30.5,31.66,30.36,31.63,30.0261411135866,219600,0.0,1.0
2013-11-04,30.6,30.78,29.74,30.59,29.0388762777305,260000,0.0,1.0
2013-11-01,32.25,32.53,30.56,30.62,29.0673550710725,306200,0.0,1.0
2013-10-31,32.1,32.395,31.45,32.3,30.6621674982247,154100,0.0,1.0
2013-10-30,32.62,32.86,31.58,32.09,30.4628159448307,160200,0.0,1.0
2013-10-29,32.69,32.85,32.18,32.6,30.9469554316448,326800,0.0,1.0
2013-10-28,33.86,33.87,32.18,32.65,30.9944200872148,266800,0.0,1.0
2013-10-25,32.5,34.5299,32.255,33.09,31.4121090562308,902000,0.0,1.0
2013-10-24,30.99,31.19,30.3463,30.62,29.0673550710725,240500,0.0,1.0
2013-10-23,30.75,31.23,30.51,30.83,29.2667066244665,166500,0.0,1.0
2013-10-22,31.7,31.99,30.93,31.0,29.4280864534045,96600,0.0,1.0
2013-10-21,31.25,31.8398,31.25,31.5,29.9027330091046,173400,0.0,1.0
2013-10-18,31.23,31.5,30.84,31.23,29.6464238690266,137600,0.0,1.0
2013-10-17,30.8,31.09,30.43,30.95,29.3806217978345,162400,0.0,1.0
2013-10-16,30.64,31.32,30.64,31.05,29.4755511089745,169500,0.0,1.0
2013-10-15,31.22,31.23,30.33,30.49,28.9439469665904,90400,0.0,1.0
2013-10-14,30.87,31.43,30.78,31.33,29.7413531801666,112200,0.0,1.0
2013-10-11,31.15,31.27,30.63,31.16,29.5799733512285,166900,0.0,1.0
2013-10-10,30.36,31.35,30.36,31.33,29.7413531801666,274600,0.0,1.0
2013-10-09,29.79,30.39,29.674,30.13,28.6022014464864,301500,0.0,1.0
2013-10-08,30.31,30.77,29.6,29.62,28.1180619596723,258700,0.0,1.0
2013-10-07,30.59,30.89,30.23,30.29,28.7540883443104,189500,0.0,1.0
