,MCF_Open,MCF_High,MCF_Low,MCF_Close,MCF_Adj Close,MCF_Volume,MCF_Dividend Amount,MCF_Split Coefficient
2009-08-25,47.28,47.28,46.48,46.85,44.5191542288557,53800,0.0,1.0
2009-08-24,46.31,47.32,45.7201,46.95,44.6141791044776,69900,0.0,1.0
2009-08-21,46.28,47.2,45.965,46.31,44.0060199004975,87100,0.0,1.0
2009-08-20,44.99,45.7,44.75,45.63,43.3598507462687,68100,0.0,1.0
2009-08-19,43.53,44.7,43.01,44.7,42.4761194029851,48400,0.0,1.0
2009-08-18,44.1,44.71,43.8,44.27,42.0675124378109,42600,0.0,1.0
2009-08-17,43.85,44.25,43.37,43.67,41.4973631840796,62100,0.0,1.0
2009-08-14,46.28,46.28,44.51,44.82,42.5901492537313,34800,0.0,1.0
2009-08-13,47.6,47.6,46.0,46.21,43.9109950248756,56500,0.0,1.0
2009-08-12,45.65,47.16,45.65,46.54,44.2245771144279,42800,0.0,1.0
2009-08-11,45.82,46.17,45.25,45.74,43.4643781094527,39400,0.0,1.0
2009-08-10,44.58,46.7,44.58,45.95,43.6639303482587,59000,0.0,1.0
2009-08-07,43.81,45.0,43.52,44.76,42.5331343283582,85800,0.0,1.0
2009-08-06,45.07,45.36,43.9,43.92,41.7349253731343,47000,0.0,1.0
2009-08-05,45.96,45.96,43.78,45.1,42.8562189054726,76500,0.0,1.0
2009-08-04,47.35,47.86,45.5,46.07,43.777960199005,65800,0.0,1.0
2009-08-03,46.33,48.05,46.33,47.92,45.53592039801,65000,0.0,1.0
2009-07-31,46.58,47.62,46.0,46.39,44.082039800995,45900,0.0,1.0
2009-07-30,46.43,47.7,45.87,46.92,44.5856716417911,60900,0.0,1.0
2009-07-29,46.37,46.37,44.5,45.93,43.6449253731343,41500,0.0,1.0
2009-07-28,46.955,47.1,44.64,46.69,44.3671144278607,55800,0.0,1.0
2009-07-27,47.04,47.8,46.5,47.48,45.1178109452736,53400,0.0,1.0
2009-07-24,45.63,46.99,45.242,46.98,44.6426865671642,56200,0.0,1.0
2009-07-23,44.03,46.4525,43.75,45.8,43.5213930348259,145300,0.0,1.0
2009-07-22,44.18,44.4899,43.63,43.82,41.6399004975124,44400,0.0,1.0
2009-07-21,44.35,45.0,43.14,44.3,42.0960199004975,44600,0.0,1.0
2009-07-20,44.35,45.0,43.57,43.95,41.7634328358209,72300,0.0,1.0
2009-07-17,43.61,44.39,43.61,43.75,41.5733830845771,54700,0.0,1.0
2009-07-16,42.53,43.8,42.3101,43.74,41.5638805970149,51700,0.0,1.0
2009-07-15,41.85,43.22,41.7001,43.22,41.0697512437811,103900,0.0,1.0
2009-07-14,40.71,41.7,40.4,41.7,39.6253731343284,55800,0.0,1.0
2009-07-13,40.47,40.98,39.45,40.8,38.7701492537313,41900,0.0,1.0
2009-07-10,39.6,40.86,39.5,40.4,38.3900497512438,76300,0.0,1.0
2009-07-09,40.61,41.45,40.08,40.57,38.551592039801,56600,0.0,1.0
2009-07-08,41.55,41.91,39.5,40.4,38.3900497512438,150700,0.0,1.0
2009-07-07,42.04,43.31,41.13,41.47,39.406815920398,107000,0.0,1.0
2009-07-06,41.03,42.29,40.28,42.14,40.0434825870647,94300,0.0,1.0
2009-07-02,41.92,42.66,41.39,41.56,39.4923383084577,76200,0.0,1.0
2009-07-01,44.13,44.13,42.2,42.57,40.4520895522388,89000,0.0,1.0
2009-06-30,42.61,43.57,42.09,42.49,40.3760696517413,90400,0.0,1.0
2009-06-29,42.04,42.97,42.04,42.69,40.5661194029851,64400,0.0,1.0
2009-06-26,42.61,42.83,41.56,42.1,40.0054726368159,126900,0.0,1.0
2009-06-25,41.05,42.77,41.05,42.76,40.6326368159204,65800,0.0,1.0
2009-06-24,42.06,42.79,41.0,41.4,39.3402985074627,100800,0.0,1.0
2009-06-23,41.87,42.35,41.2,41.53,39.4638308457711,119000,0.0,1.0
2009-06-22,43.32,43.43,41.37,41.87,39.7869154228856,147500,0.0,1.0
2009-06-19,44.75,45.0,43.765,43.8,41.6208955223881,95900,0.0,1.0
2009-06-18,44.33,44.33,43.5,44.2,42.0009950248756,70600,0.0,1.0
2009-06-17,43.26,43.9083,43.0,43.88,41.6969154228856,64400,0.0,1.0
2009-06-16,44.68,45.31,43.36,43.9,41.7159203980099,101700,0.0,1.0
2009-06-15,47.28,47.28,43.9,44.35,42.1435323383085,92900,0.0,1.0
2009-06-12,45.92,46.53,45.27,46.53,44.2150746268657,60600,0.0,1.0
2009-06-11,45.8,47.57,45.19,46.47,44.1580597014925,94300,0.0,1.0
2009-06-10,46.02,46.39,44.74,45.62,43.3503482587065,91400,0.0,1.0
2009-06-09,46.41,46.91,45.3,45.71,43.4358706467662,93700,0.0,1.0
2009-06-08,48.24,48.24,46.01,46.01,43.7209452736318,112000,0.0,1.0
2009-06-05,49.8,49.8,47.61,47.99,45.6024378109453,65400,0.0,1.0
2009-06-04,49.0,49.78,47.5,49.2,46.7522388059702,60100,0.0,1.0
2009-06-03,49.22,49.35,47.34,48.56,46.1440796019901,116000,0.0,1.0
2009-06-02,48.25,50.22,48.0,49.66,47.1893532338308,105000,0.0,1.0
2009-06-01,49.91,50.23,48.55,49.03,46.5906965174129,155700,0.0,1.0
2009-05-29,48.82,50.15,48.69,49.87,47.3889054726368,194200,0.0,1.0
2009-05-28,46.66,48.82,46.66,48.79,46.3626368159204,161900,0.0,1.0
2009-05-27,45.09,47.85,45.03,46.92,44.5856716417911,232700,0.0,1.0
2009-05-26,44.99,45.49,43.65,45.49,43.226815920398,113100,0.0,1.0
2009-05-22,44.47,44.82,44.0,44.55,42.3335820895522,100000,0.0,1.0
2009-05-21,43.88,44.43,42.5,44.3,42.0960199004975,193100,0.0,1.0
2009-05-20,44.52,45.59,44.21,44.5,42.2860696517413,194400,0.0,1.0
2009-05-19,43.46,44.72,42.99,44.26,42.0580099502488,165100,0.0,1.0
2009-05-18,42.4,43.59,41.99,43.19,41.0412437810945,158700,0.0,1.0
2009-05-15,42.4,43.76,41.29,42.01,39.9199502487562,202300,0.0,1.0
2009-05-14,41.43,43.0,40.87,42.29,40.1860199004975,146400,0.0,1.0
2009-05-13,41.92,42.25,40.82,41.36,39.3022885572139,157900,0.0,1.0
2009-05-12,40.09,42.99,40.09,42.57,40.4520895522388,163300,0.0,1.0
2009-05-11,42.99,42.99,39.35,41.14,39.0932338308458,124000,0.0,1.0
2009-05-08,42.18,42.84,41.36,42.53,40.4140796019901,159400,0.0,1.0
2009-05-07,43.53,43.66,40.67,41.13,39.0837313432836,166400,0.0,1.0
2009-05-06,41.22,43.0,40.96,43.0,40.8606965174129,171100,0.0,1.0
2009-05-05,40.49,40.8455,39.0,40.61,38.5896019900498,120600,0.0,1.0
2009-05-04,38.95,40.84,38.62,40.56,38.5420895522388,239700,0.0,1.0
2009-05-01,37.98,39.07,37.5,38.83,36.8981592039801,189000,0.0,1.0
2009-04-30,37.5,38.71,36.8601,37.89,36.0049253731343,219100,0.0,1.0
2009-04-29,36.79,37.39,35.83,37.1,35.2542288557214,155800,0.0,1.0
2009-04-28,35.64,37.0,35.46,36.15,34.3514925373134,220100,0.0,1.0
2009-04-27,37.15,37.66,35.87,35.87,34.0854228855721,221400,0.0,1.0
2009-04-24,38.0,38.6,37.54,38.06,36.1664676616915,198800,0.0,1.0
2009-04-23,38.01,38.8,37.66,37.66,35.786368159204,82200,0.0,1.0
2009-04-22,38.51,39.74,37.75,38.02,36.1284577114428,145700,0.0,1.0
2009-04-21,38.31,40.13,38.31,39.0,37.0597014925373,174300,0.0,1.0
2009-04-20,40.65,40.79,38.71,38.97,37.0311940298507,158500,0.0,1.0
2009-04-17,41.18,42.65,41.18,41.71,39.6348756218906,91900,0.0,1.0
2009-04-16,39.86,41.14,38.92,41.04,38.9982089552239,73600,0.0,1.0
2009-04-15,39.31,39.96,39.0,39.84,37.8579104477612,42700,0.0,1.0
2009-04-14,39.5,40.64,38.87,39.42,37.4588059701493,64800,0.0,1.0
2009-04-13,39.76,40.4899,39.2,40.11,38.1144776119403,59900,0.0,1.0
2009-04-09,39.9,40.75,39.48,40.75,38.7226368159204,74500,0.0,1.0
2009-04-08,38.02,39.15,37.6,38.74,36.8126368159204,62100,0.0,1.0
2009-04-07,39.33,39.59,36.9511,37.5,35.634328358209,119000,0.0,1.0
2009-04-06,41.12,41.14,39.3,40.11,38.1144776119403,61800,0.0,1.0
2009-04-03,40.67,41.87,40.22,41.53,39.4638308457711,51700,0.0,1.0
2009-04-02,41.5,42.99,40.24,40.67,38.6466169154229,206500,0.0,1.0
2009-04-01,38.47,40.74,38.05,40.45,38.4375621890547,94800,0.0,1.0
2009-03-31,41.69,41.69,39.2,39.2,37.2497512437811,94500,0.0,1.0
2009-03-30,39.62,40.11,38.45,39.98,37.9909452736318,141300,0.0,1.0
2009-03-27,41.73,41.918,40.25,40.25,38.2475124378109,57100,0.0,1.0
2009-03-26,41.69,42.53,40.85,42.53,40.4140796019901,116400,0.0,1.0
2009-03-25,40.8,41.94,39.82,41.12,39.0742288557214,130400,0.0,1.0
2009-03-24,41.84,41.84,40.43,40.6,38.5800995024876,126600,0.0,1.0
2009-03-23,41.56,43.18,41.45,42.7,40.5756218905473,190300,0.0,1.0
2009-03-20,42.5,43.0,40.05,40.15,38.1524875621891,150900,0.0,1.0
2009-03-19,45.96,45.96,42.29,42.55,40.4330845771144,232900,0.0,1.0
2009-03-18,41.63,43.2,40.5,43.2,41.0507462686567,225500,0.0,1.0
2009-03-17,37.65,41.8,36.92,41.8,39.7203980099503,179800,0.0,1.0
2009-03-16,36.93,39.37,36.18,37.6,35.7293532338308,144700,0.0,1.0
2009-03-13,38.8,38.8,36.26,36.64,34.8171144278607,106100,0.0,1.0
2009-03-12,34.21,38.99,34.21,38.3,36.3945273631841,245900,0.0,1.0
2009-03-11,32.0,35.15,32.0,34.29,32.5840298507463,236200,0.0,1.0
2009-03-10,33.04,34.11,32.21,32.72,31.0921393034826,197200,0.0,1.0
2009-03-09,32.34,34.8477,31.88,32.2,30.5980099502488,154600,0.0,1.0
2009-03-06,34.16,34.85,31.69,33.28,31.6242786069652,207600,0.0,1.0
2009-03-05,35.58,35.58,33.64,33.8,32.118407960199,259900,0.0,1.0
2009-03-04,38.72,39.6,35.6,35.92,34.1329353233831,200300,0.0,1.0
2009-03-03,34.86,38.14,33.37,36.91,35.0736815920398,332500,0.0,1.0
2009-03-02,35.95,35.95,33.18,33.31,31.6527860696517,243700,0.0,1.0
2009-02-27,35.49,38.19,35.0,36.42,34.6080597014925,224500,0.0,1.0
2009-02-26,37.22,38.05,35.05,35.05,33.3062189054726,259800,0.0,1.0
2009-02-25,38.14,38.98,36.29,36.65,34.8266169154229,191200,0.0,1.0
2009-02-24,36.5,39.25,36.5,38.6,36.6796019900498,186600,0.0,1.0
2009-02-23,40.6,41.0,36.11,36.11,34.3134825870647,253800,0.0,1.0
2009-02-20,39.76,40.43,37.85,40.05,38.0574626865672,210600,0.0,1.0
2009-02-19,41.46,41.58,39.62,40.67,38.6466169154229,123000,0.0,1.0
2009-02-18,42.66,42.75,39.0,39.86,37.8769154228856,198900,0.0,1.0
2009-02-17,44.24,44.65,41.59,41.98,39.8914427860697,131000,0.0,1.0
2009-02-13,45.02,46.28,44.65,45.43,43.1698009950249,54200,0.0,1.0
2009-02-12,45.84,45.84,43.51,44.85,42.6186567164179,95000,0.0,1.0
2009-02-11,46.0,47.59,43.1,45.75,43.4738805970149,161100,0.0,1.0
2009-02-10,49.66,50.5,45.5,45.77,43.4928855721393,157800,0.0,1.0
2009-02-09,50.28,50.28,48.2701,48.7,46.2771144278607,147000,0.0,1.0
2009-02-06,48.1,49.499,47.51,49.3,46.847263681592,102600,0.0,1.0
2009-02-05,48.24,49.38,47.51,48.49,46.0775621890547,107500,0.0,1.0
2009-02-04,48.2,51.66,47.3,48.44,46.0300497512438,196500,0.0,1.0
2009-02-03,45.8,47.65,45.45,47.58,45.2128358208955,159900,0.0,1.0
2009-02-02,44.0,45.66,43.99,45.54,43.274328358209,103600,0.0,1.0
2009-01-30,45.87,46.82,44.0,44.6,42.3810945273632,81800,0.0,1.0
2009-01-29,48.09,48.09,46.06,46.06,43.7684577114428,41200,0.0,1.0
2009-01-28,48.4,48.69,47.26,48.1,45.7069651741294,59900,0.0,1.0
2009-01-27,48.11,48.99,45.99,47.32,44.9657711442786,50600,0.0,1.0
2009-01-26,48.63,49.86,46.43,48.16,45.7639800995025,77000,0.0,1.0
2009-01-23,45.55,47.77,44.5,47.37,45.0132835820895,76200,0.0,1.0
2009-01-22,46.96,46.96,44.21,45.9,43.6164179104478,105800,0.0,1.0
2009-01-21,44.97,48.2,44.0,48.0,45.6119402985075,91200,0.0,1.0
2009-01-20,48.55,48.55,44.12,44.12,41.9249751243781,170100,0.0,1.0
2009-01-16,49.08,50.83,46.05,47.69,45.3173631840796,140800,0.0,1.0
2009-01-15,45.5,48.5,44.57,48.5,46.0870646766169,199800,0.0,1.0
2009-01-14,48.5,48.79,45.51,45.72,43.4453731343284,151500,0.0,1.0
2009-01-13,49.91,51.17,48.8,49.66,47.1893532338308,135700,0.0,1.0
2009-01-12,53.99,53.99,48.98,49.93,47.44592039801,124000,0.0,1.0
2009-01-09,56.21,56.21,52.05,53.53,50.866815920398,109800,0.0,1.0
2009-01-08,56.82,57.1672,54.34,55.2,52.4537313432836,154500,0.0,1.0
2009-01-07,58.05,58.05,52.8,55.61,52.8433333333333,136900,0.0,1.0
2009-01-06,58.2,58.99,55.31,56.82,53.9931343283582,107500,0.0,1.0
2009-01-05,55.38,57.87,55.02,57.15,54.3067164179105,115100,0.0,1.0
2009-01-02,56.08,57.49,55.47,56.55,53.7365671641791,79800,0.0,1.0
2008-12-31,55.2,57.66,54.55,56.3,53.4990049751244,253200,0.0,1.0
2008-12-30,51.62,56.0,51.15,55.96,53.17592039801,123000,0.0,1.0
2008-12-29,51.34,52.0,48.9301,51.61,49.0423383084577,102500,0.0,1.0
2008-12-26,47.27,50.24,47.27,50.24,47.7404975124378,102500,0.0,1.0
2008-12-24,46.66,47.74,44.74,47.15,44.8042288557214,88300,0.0,1.0
2008-12-23,45.88,47.1,44.9201,46.9,44.5666666666667,64200,0.0,1.0
2008-12-22,48.72,49.99,43.9,45.7,43.426368159204,124300,0.0,1.0
2008-12-19,49.45,50.14,46.0301,48.75,46.3246268656716,203900,0.0,1.0
2008-12-18,50.01,50.86,46.86,47.85,45.4694029850746,93300,0.0,1.0
2008-12-17,53.0,53.74,50.785,51.09,48.5482089552239,79400,0.0,1.0
2008-12-16,50.93,53.5,49.48,53.5,50.8383084577114,102100,0.0,1.0
2008-12-15,52.73,53.75,48.52,50.06,47.5694527363184,91900,0.0,1.0
2008-12-12,45.28,51.0,45.28,51.0,48.4626865671642,83400,0.0,1.0
2008-12-11,49.73,53.0,48.37,49.75,47.2748756218906,138400,0.0,1.0
2008-12-10,49.0,51.89,49.0,50.85,48.3201492537313,114900,0.0,1.0
2008-12-09,50.99,52.28,47.59,48.05,45.6594527363184,101700,0.0,1.0
2008-12-08,50.3,52.01,49.8,50.82,48.2916417910448,242800,0.0,1.0
2008-12-05,44.11,48.27,41.2,48.27,45.8685074626866,192500,0.0,1.0
2008-12-04,47.66,49.35,44.41,45.91,43.62592039801,159900,0.0,1.0
2008-12-03,50.0,51.0,47.14,49.75,47.2748756218906,136500,0.0,1.0
2008-12-02,49.97,51.9,45.49,51.9,49.3179104477612,251700,0.0,1.0
2008-12-01,51.76,51.76,44.69,45.1,42.8562189054726,131900,0.0,1.0
2008-11-28,51.99,52.54,49.5,52.54,49.9260696517413,95600,0.0,1.0
2008-11-26,47.99,52.25,47.22,52.25,49.6504975124378,185200,0.0,1.0
2008-11-25,48.45,48.45,44.86,47.73,45.3553731343284,125300,0.0,1.0
2008-11-24,42.7,47.8,42.59,46.5,44.1865671641791,185900,0.0,1.0
2008-11-21,38.09,41.8,36.57,41.8,39.7203980099503,215600,0.0,1.0
2008-11-20,40.0,40.002,35.5001,36.55,34.731592039801,198000,0.0,1.0
2008-11-19,42.92,43.14,40.2,40.64,38.6181094527363,120900,0.0,1.0
2008-11-18,43.08,43.89,40.05,43.34,41.1837810945274,103700,0.0,1.0
2008-11-17,43.71,44.58,42.0,42.58,40.461592039801,88700,0.0,1.0
2008-11-14,48.35,48.75,43.77,43.77,41.5923880597015,79700,0.0,1.0
2008-11-13,43.17,49.75,39.0,49.75,47.2748756218906,193200,0.0,1.0
2008-11-12,45.51,47.51,43.27,43.57,41.4023383084577,123900,0.0,1.0
2008-11-11,48.5,49.18,45.0,46.75,44.4241293532338,111900,0.0,1.0
2008-11-10,51.84,51.84,47.2,48.99,46.5526865671642,67900,0.0,1.0
2008-11-07,49.5,51.99,47.3,48.75,46.3246268656716,85600,0.0,1.0
2008-11-06,52.33,52.85,47.28,48.02,45.6309452736318,109400,0.0,1.0
2008-11-05,54.42,55.7,50.971,53.7,51.0283582089552,150100,0.0,1.0
2008-11-04,55.13,55.74,51.76,55.7,52.928855721393,185700,0.0,1.0
2008-11-03,54.03,56.26,50.2,52.35,49.7455223880597,154800,0.0,1.0
2008-10-31,49.24,55.0,46.74,55.0,52.2636815920398,278500,0.0,1.0
2008-10-30,47.8,48.43,44.55,48.43,46.0205472636816,100400,0.0,1.0
2008-10-29,42.79,46.84,42.79,44.04,41.8489552238806,153100,0.0,1.0
2008-10-28,40.13,42.0,37.8,42.0,39.910447761194,131200,0.0,1.0
2008-10-27,40.01,41.97,38.5,38.5,36.5845771144279,130100,0.0,1.0
2008-10-24,37.35,41.75,37.11,41.01,38.9697014925373,169200,0.0,1.0
2008-10-23,41.95,44.34,38.02,41.04,38.9982089552239,314400,0.0,1.0
2008-10-22,45.99,46.08,41.5,42.1,40.0054726368159,361600,0.0,1.0
2008-10-21,49.09,49.66,46.5,47.65,45.2793532338308,136600,0.0,1.0
2008-10-20,46.5,49.98,45.76,49.28,46.8282587064677,173700,0.0,1.0
2008-10-17,45.99,48.64,43.2,44.63,42.4096019900498,428100,0.0,1.0
2008-10-16,43.5,45.58,38.06,45.58,43.3123383084577,411200,0.0,1.0
2008-10-15,50.43,50.43,41.92,41.92,39.8344278606965,374000,0.0,1.0
2008-10-14,54.16,54.85,48.18,50.62,48.101592039801,320800,0.0,1.0
2008-10-13,44.14,51.91,43.0,51.59,49.0233333333333,285600,0.0,1.0
2008-10-10,37.33,44.29,35.71,41.0,38.9601990049751,404800,0.0,1.0
2008-10-09,43.9,44.15,38.04,40.06,38.0669651741294,298900,0.0,1.0
2008-10-08,38.66,44.82,36.42,41.71,39.6348756218906,545400,0.0,1.0
2008-10-07,44.5,47.11,39.28,40.09,38.0954726368159,330300,0.0,1.0
2008-10-06,44.75,45.26,39.56,44.3,42.0960199004975,320200,0.0,1.0
2008-10-03,46.7,50.91,45.51,45.68,43.4073631840796,130500,0.0,1.0
2008-10-02,49.47,50.34,46.0,46.55,44.23407960199,420700,0.0,1.0
2008-10-01,52.94,54.0,49.5,50.1,47.6074626865672,181300,0.0,1.0
2008-09-30,50.23,55.25,49.46,53.98,51.2944278606965,200600,0.0,1.0
2008-09-29,54.01,54.02,48.3,49.46,46.9993034825871,223500,0.0,1.0
2008-09-26,54.24,55.0,52.01,54.78,52.0546268656716,121600,0.0,1.0
2008-09-25,54.66,56.05,53.34,54.45,51.7410447761194,123200,0.0,1.0
2008-09-24,55.12,56.0,52.15,54.21,51.5129850746269,169800,0.0,1.0
2008-09-23,58.52,58.69,53.8,54.4,51.6935323383085,219700,0.0,1.0
2008-09-22,56.84,60.0,54.67,58.53,55.6180597014925,243400,0.0,1.0
2008-09-19,54.23,55.53,52.0,55.5,52.7388059701493,403700,0.0,1.0
2008-09-18,48.55,52.0,48.42,51.3,48.7477611940298,271600,0.0,1.0
2008-09-17,47.72,51.01,46.17,48.57,46.1535820895522,437700,0.0,1.0
2008-09-16,49.35,51.87,45.0,48.11,45.7164676616915,695300,0.0,1.0
2008-09-15,53.4,54.76,49.81,51.13,48.5862189054726,297600,0.0,1.0
2008-09-12,52.91,56.9,52.91,55.76,52.9858706467662,202300,0.0,1.0
2008-09-11,54.55,55.5,51.48,54.12,51.4274626865672,434400,0.0,1.0
2008-09-10,54.48,58.49,54.48,56.05,53.2614427860697,303900,0.0,1.0
2008-09-09,60.54,60.84,54.89,55.0,52.2636815920398,226400,0.0,1.0
2008-09-08,66.97,67.49,60.25,60.81,57.7846268656716,155500,0.0,1.0
2008-09-05,62.36,65.69,60.0,64.78,61.5571144278607,257300,0.0,1.0
2008-09-04,63.27,63.29,60.32,62.16,59.0674626865672,916000,0.0,1.0
2008-09-03,66.21,67.18,62.95,63.49,60.3312935323383,237600,0.0,1.0
2008-09-02,70.94,71.86,65.66,67.03,63.6951741293532,213800,0.0,1.0
2008-08-29,75.44,75.44,71.05,71.12,67.5816915422886,187800,0.0,1.0
2008-08-28,78.36,78.36,73.81,75.12,71.3826865671642,123300,0.0,1.0
2008-08-27,77.51,81.34,76.28,77.13,73.2926865671642,120600,0.0,1.0
2008-08-26,76.3,80.23,76.3,78.76,74.841592039801,84300,0.0,1.0
2008-08-25,76.8,78.48,75.51,76.88,73.0551243781095,40200,0.0,1.0
2008-08-22,80.0,80.0,76.65,77.98,74.1003980099503,53800,0.0,1.0
2008-08-21,79.5,81.15,78.03,80.26,76.2669651741294,80800,0.0,1.0
2008-08-20,75.54,79.38,74.35,78.45,74.5470149253731,101200,0.0,1.0
2008-08-19,72.81,74.8,72.46,74.65,70.9360696517413,43700,0.0,1.0
2008-08-18,74.92,76.74,73.2,73.72,70.0523383084577,47500,0.0,1.0
2008-08-15,75.99,77.15,73.6,75.38,71.6297512437811,95800,0.0,1.0
2008-08-14,75.25,77.69,74.2001,75.73,71.9623383084577,103800,0.0,1.0
2008-08-13,72.5,77.42,70.39,76.06,72.27592039801,211600,0.0,1.0
2008-08-12,73.53,74.49,69.76,72.6,68.9880597014925,302800,0.0,1.0
2008-08-11,78.13,78.87,72.81,74.5,70.7935323383085,246900,0.0,1.0
2008-08-08,79.74,80.0,76.6,78.72,74.8035820895522,106400,0.0,1.0
2008-08-07,81.76,84.58,80.97,81.37,77.3217412935323,90800,0.0,1.0
2008-08-06,77.07,81.78,77.07,81.0,76.9701492537313,114700,0.0,1.0
2008-08-05,78.53,80.02,75.4,78.04,74.1574129353234,149600,0.0,1.0
2008-08-04,85.64,85.64,77.74,78.65,74.7370646766169,158800,0.0,1.0
2008-08-01,84.2601,87.36,84.2601,84.9,80.6761194029851,40500,0.0,1.0
2008-07-31,89.24,89.24,84.62,85.28,81.0372139303483,72300,0.0,1.0
2008-07-30,84.25,89.41,80.12,89.06,84.6291542288557,92500,0.0,1.0
2008-07-29,84.8,86.88,83.1,83.82,79.6498507462687,96500,0.0,1.0
2008-07-28,81.99,87.49,81.56,84.69,80.4765671641791,175900,0.0,1.0
2008-07-25,79.99,82.0,79.0,80.59,76.5805472636816,92700,0.0,1.0
2008-07-24,77.29,80.85,73.47,79.08,75.1456716417911,218600,0.0,1.0
2008-07-23,81.57,83.25,77.08,78.0,74.1194029850746,157900,0.0,1.0
2008-07-22,85.25,86.0,82.1201,83.25,79.1082089552239,104200,0.0,1.0
2008-07-21,84.11,86.32,82.5,85.55,81.2937810945274,69600,0.0,1.0
2008-07-18,84.75,85.65,83.0,84.03,79.8494029850746,128400,0.0,1.0
2008-07-17,87.73,88.0,82.45,85.35,81.1037313432836,240300,0.0,1.0
2008-07-16,90.6,91.0,87.0,88.26,83.8689552238806,96300,0.0,1.0
2008-07-15,94.62,95.0,90.0,90.6,86.0925373134328,112300,0.0,1.0
2008-07-14,91.93,95.0,91.01,94.4,89.7034825870647,76800,0.0,1.0
2008-07-11,91.93,94.1,91.0,92.15,87.5654228855721,86400,0.0,1.0
2008-07-10,87.48,90.65,86.0,90.65,86.1400497512438,85600,0.0,1.0
2008-07-09,88.09,89.9,85.55,86.4,82.1014925373134,80200,0.0,1.0
2008-07-08,88.34,89.38,86.04,88.57,84.1635323383085,251300,0.0,1.0
2008-07-07,92.48,92.48,85.29,89.2,84.7621890547264,143100,0.0,1.0
2008-07-03,91.62,92.65,89.7201,91.49,86.9382587064677,103500,0.0,1.0
2008-07-02,91.6,92.73,90.01,91.52,86.9667661691542,112800,0.0,1.0
2008-07-01,92.1,92.74,91.56,92.05,87.4703980099502,71600,0.0,1.0
2008-06-30,92.85,94.91,92.28,92.92,88.2971144278607,110500,0.0,1.0
2008-06-27,93.38,95.0,92.51,92.67,88.059552238806,212800,0.0,1.0
2008-06-26,93.65,94.7599,92.0,93.22,88.5821890547264,55700,0.0,1.0
2008-06-25,94.0,94.07,91.1001,93.44,88.7912437810945,73800,0.0,1.0
2008-06-24,94.38,94.99,92.5,93.5,88.8482587064677,71500,0.0,1.0
2008-06-23,92.49,95.0,91.034,94.4,89.7034825870647,83900,0.0,1.0
2008-06-20,93.05,95.0,91.71,92.19,87.6034328358209,191200,0.0,1.0
2008-06-19,93.49,94.99,92.27,93.79,89.1238308457712,133400,0.0,1.0
2008-06-18,91.87,95.16,91.87,93.74,89.0763184079602,217800,0.0,1.0
2008-06-17,84.18,91.91,83.0,91.7,87.1378109452736,331000,0.0,1.0
2008-06-16,84.75,85.06,83.165,84.09,79.9064179104478,64100,0.0,1.0
2008-06-13,85.0,85.79,83.03,84.34,80.1439800995025,69800,0.0,1.0
2008-06-12,86.0,86.67,84.04,84.7,80.4860696517413,87300,0.0,1.0
2008-06-11,85.62,87.365,85.62,86.8,82.481592039801,97200,0.0,1.0
2008-06-10,85.5,86.84,83.86,85.67,81.4078109452736,163800,0.0,1.0
2008-06-09,86.17,86.17,84.1901,85.5,81.2462686567164,109400,0.0,1.0
2008-06-06,83.98,86.77,83.98,84.0,79.8208955223881,83300,0.0,1.0
2008-06-05,82.81,84.45,81.0,84.0,79.8208955223881,73300,0.0,1.0
2008-06-04,82.87,84.62,82.0001,82.27,78.1769651741294,96700,0.0,1.0
2008-06-03,84.0,84.89,83.0,83.05,78.9181592039801,93600,0.0,1.0
2008-06-02,83.0,84.78,82.02,83.52,79.364776119403,89700,0.0,1.0
2008-05-30,82.19,83.55,81.85,83.55,79.3932835820896,97300,0.0,1.0
2008-05-29,82.47,83.84,81.71,81.95,77.8728855721393,74300,0.0,1.0
2008-05-28,84.15,84.76,82.2,82.57,78.462039800995,122200,0.0,1.0
2008-05-27,84.67,85.89,82.27,83.4,79.2507462686567,69600,0.0,1.0
2008-05-23,85.4,85.76,83.42,84.66,80.4480597014925,72900,0.0,1.0
2008-05-22,86.5,89.94,85.0,85.57,81.3127860696517,105700,0.0,1.0
2008-05-21,85.02,90.22,85.02,86.37,82.0729850746269,166800,0.0,1.0
2008-05-20,83.0001,85.09,82.69,85.09,80.8566666666667,132600,0.0,1.0
2008-05-19,83.4,84.99,82.25,84.0,79.8208955223881,193900,0.0,1.0
2008-05-16,84.0,85.0,81.56,83.6,79.4407960199005,97900,0.0,1.0
2008-05-15,82.48,83.95,80.57,83.35,79.2032338308458,106200,0.0,1.0
2008-05-14,82.35,83.6,81.86,82.5,78.3955223880597,104300,0.0,1.0
2008-05-13,79.78,82.32,78.16,82.12,78.0344278606965,107800,0.0,1.0
2008-05-12,79.4,80.7,77.4,79.5,75.544776119403,90100,0.0,1.0
2008-05-09,80.07,80.25,78.17,79.2,75.2597014925373,49000,0.0,1.0
2008-05-08,81.26,81.63,79.08,80.11,76.1244278606965,68700,0.0,1.0
2008-05-07,82.1,83.25,79.2,81.25,77.2077114427861,118600,0.0,1.0
2008-05-06,80.05,82.63,79.01,81.7,77.6353233830846,150500,0.0,1.0
2008-05-05,77.4,81.54,76.76,80.18,76.1909452736319,111000,0.0,1.0
