,MCF_Open,MCF_High,MCF_Low,MCF_Close,MCF_Adj Close,MCF_Volume,MCF_Dividend Amount,MCF_Split Coefficient
2020-07-06,2.3,2.38,2.18,2.34,2.34,704100,0.0,1.0
2020-07-02,2.21,2.3,2.1,2.24,2.24,802500,0.0,1.0
2020-07-01,2.33,2.57,2.17,2.18,2.18,1107000,0.0,1.0
2020-06-30,2.54,2.59,2.25,2.29,2.29,1232100,0.0,1.0
2020-06-29,2.7,3.34,2.55,2.65,2.65,2684500,0.0,1.0
2020-06-26,3.14,3.14,2.28,2.42,2.42,11982829,0.0,1.0
2020-06-25,3.0,3.27,2.975,3.18,3.18,1449073,0.0,1.0
2020-06-24,3.34,3.38,3.01,3.06,3.06,805322,0.0,1.0
2020-06-23,3.35,3.44,3.25,3.38,3.38,774555,0.0,1.0
2020-06-22,3.53,3.55,3.05,3.38,3.38,1371542,0.0,1.0
2020-06-19,3.34,3.4,3.05,3.39,3.39,1495030,0.0,1.0
2020-06-18,3.05,3.41,3.0398,3.19,3.19,715119,0.0,1.0
2020-06-17,3.19,3.3399,2.94,3.02,3.02,1102916,0.0,1.0
2020-06-16,3.06,4.13,3.05,3.35,3.35,1819923,0.0,1.0
2020-06-15,3.01,3.37,2.85,3.0,3.0,1169110,0.0,1.0
2020-06-12,3.28,3.71,3.26,3.26,3.26,548110,0.0,1.0
2020-06-11,3.6,3.7199,3.27,3.27,3.27,749378,0.0,1.0
2020-06-10,3.93,4.045,3.45,3.81,3.81,1000461,0.0,1.0
2020-06-09,3.7,4.2,3.5801,3.83,3.83,710932,0.0,1.0
2020-06-08,3.75,3.99,3.58,3.74,3.74,1438536,0.0,1.0
2020-06-05,3.15,3.87,3.0,3.57,3.57,859238,0.0,1.0
2020-06-04,3.0,3.24,2.87,3.06,3.06,749124,0.0,1.0
2020-06-03,3.03,3.05,2.85,2.94,2.94,587376,0.0,1.0
2020-06-02,2.87,3.03,2.83,3.03,3.03,306388,0.0,1.0
2020-06-01,2.8,2.94,2.7,2.85,2.85,243449,0.0,1.0
2020-05-29,2.61,2.87,2.5,2.75,2.75,917807,0.0,1.0
2020-05-28,2.64,2.74,2.56,2.63,2.63,203635,0.0,1.0
2020-05-27,2.65,2.72,2.455,2.6,2.6,521246,0.0,1.0
2020-05-26,2.77,2.78,2.61,2.63,2.63,826233,0.0,1.0
2020-05-22,2.59,2.78,2.45,2.71,2.71,204507,0.0,1.0
2020-05-21,2.79,2.79,2.56,2.57,2.57,288496,0.0,1.0
2020-05-20,2.86,2.97,2.66,2.76,2.76,454316,0.0,1.0
2020-05-19,2.87,2.92,2.72,2.83,2.83,417311,0.0,1.0
2020-05-18,2.63,2.82,2.62,2.82,2.82,725129,0.0,1.0
2020-05-15,2.41,2.57,2.4,2.49,2.49,352532,0.0,1.0
2020-05-14,2.47,2.64,2.25,2.5,2.5,569738,0.0,1.0
2020-05-13,2.7,2.71,2.33,2.5,2.5,671103,0.0,1.0
2020-05-12,2.74,2.74,2.54,2.58,2.58,279916,0.0,1.0
2020-05-11,2.47,2.81,2.4,2.7,2.7,957684,0.0,1.0
2020-05-08,2.46,2.59,2.22,2.39,2.39,285809,0.0,1.0
2020-05-07,2.22,2.41,2.2008,2.38,2.38,184427,0.0,1.0
2020-05-06,2.23,2.28,2.08,2.18,2.18,306689,0.0,1.0
2020-05-05,2.43,2.85,2.26,2.34,2.34,968101,0.0,1.0
2020-05-04,1.95,2.88,1.92,2.38,2.38,3230341,0.0,1.0
2020-05-01,2.06,2.06,1.825,1.91,1.91,160791,0.0,1.0
2020-04-30,2.11,2.16,1.79,2.04,2.04,207408,0.0,1.0
2020-04-29,1.7,1.98,1.7,1.97,1.97,754083,0.0,1.0
2020-04-28,1.75,1.75,1.62,1.66,1.66,150945,0.0,1.0
2020-04-27,1.82,1.82,1.66,1.71,1.71,164461,0.0,1.0
2020-04-24,2.08,2.08,1.66,1.75,1.75,242426,0.0,1.0
2020-04-23,1.8,2.05,1.79,1.93,1.93,422734,0.0,1.0
2020-04-22,1.69,1.79,1.56,1.76,1.76,200617,0.0,1.0
2020-04-21,1.5,1.575,1.4,1.57,1.57,182311,0.0,1.0
2020-04-20,1.5,1.59,1.41,1.57,1.57,235803,0.0,1.0
2020-04-17,1.45,1.6,1.45,1.58,1.58,197387,0.0,1.0
2020-04-16,1.65,1.66,1.4,1.47,1.47,241278,0.0,1.0
2020-04-15,1.53,1.68,1.36,1.62,1.62,258669,0.0,1.0
2020-04-14,1.39,1.61,1.38,1.56,1.56,176094,0.0,1.0
2020-04-13,1.51,1.52,1.37,1.44,1.44,238223,0.0,1.0
2020-04-09,1.41,1.55,1.36,1.52,1.52,422294,0.0,1.0
2020-04-08,1.27,1.46,1.26,1.4,1.4,237513,0.0,1.0
2020-04-07,1.52,1.52,1.22,1.27,1.27,388971,0.0,1.0
2020-04-06,1.53,1.53,1.36,1.43,1.43,315952,0.0,1.0
2020-04-03,1.5,1.65,1.35,1.45,1.45,339101,0.0,1.0
2020-04-02,1.61,1.75,1.43,1.45,1.45,628738,0.0,1.0
2020-04-01,1.49,1.52,1.35,1.4,1.4,246468,0.0,1.0
2020-03-31,1.31,1.6,1.3,1.5,1.5,380726,0.0,1.0
2020-03-30,1.25,1.39,1.25,1.3,1.3,449710,0.0,1.0
2020-03-27,1.45,1.45,1.185,1.27,1.27,318941,0.0,1.0
2020-03-26,1.41,1.57,1.4,1.44,1.44,240495,0.0,1.0
2020-03-25,1.42,1.55,1.32,1.41,1.41,250089,0.0,1.0
2020-03-24,1.32,1.55,1.307,1.31,1.31,316926,0.0,1.0
2020-03-23,1.37,1.375,1.23,1.28,1.28,336750,0.0,1.0
2020-03-20,1.41,1.63,1.36,1.41,1.41,468340,0.0,1.0
2020-03-19,0.93,1.49,0.89,1.36,1.36,577278,0.0,1.0
2020-03-18,1.11,1.11,0.84,0.95,0.95,938960,0.0,1.0
2020-03-17,1.3,1.32,1.02,1.08,1.08,637803,0.0,1.0
2020-03-16,1.31,1.4,1.0,1.31,1.31,790787,0.0,1.0
2020-03-13,1.54,1.68,1.36,1.58,1.58,725402,0.0,1.0
2020-03-12,1.29,1.63,1.29,1.45,1.45,438482,0.0,1.0
2020-03-11,2.02,2.02,1.44,1.64,1.64,1208345,0.0,1.0
2020-03-10,2.21,2.32,1.98,1.99,1.99,733388,0.0,1.0
2020-03-09,2.38,2.45,1.96,2.05,2.05,934210,0.0,1.0
2020-03-06,3.2,3.28,2.97,3.05,3.05,716858,0.0,1.0
2020-03-05,3.32,3.52,3.27,3.3,3.3,456951,0.0,1.0
2020-03-04,3.58,3.58,3.33,3.53,3.53,275524,0.0,1.0
2020-03-03,3.5,3.67,3.23,3.33,3.33,418235,0.0,1.0
2020-03-02,3.32,3.655,3.25,3.49,3.49,469949,0.0,1.0
2020-02-28,3.33,3.52,3.19,3.28,3.28,930926,0.0,1.0
2020-02-27,3.39,3.6582,3.21,3.44,3.44,879827,0.0,1.0
2020-02-26,3.87,3.9,3.5,3.52,3.52,512595,0.0,1.0
2020-02-25,4.06,4.18,3.83,3.83,3.83,490400,0.0,1.0
2020-02-24,3.82,4.16,3.57,4.08,4.08,366575,0.0,1.0
2020-02-21,4.47,4.47,4.106,4.25,4.25,203078,0.0,1.0
2020-02-20,4.11,4.56,4.02,4.54,4.54,389578,0.0,1.0
2020-02-19,3.99,4.17,3.91,4.08,4.08,330725,0.0,1.0
2020-02-18,3.93,4.0,3.82,3.97,3.97,185341,0.0,1.0
2020-02-14,3.72,3.99,3.72,3.91,3.91,244752,0.0,1.0
2020-02-13,3.63,3.9,3.601,3.71,3.71,258436,0.0,1.0
2020-02-12,3.575,3.77,3.49,3.68,3.68,279860,0.0,1.0
2020-02-11,3.53,3.5686,3.31,3.46,3.46,441634,0.0,1.0
2020-02-10,3.61,3.64,3.44,3.46,3.46,230920,0.0,1.0
2020-02-07,3.84,3.9,3.42,3.61,3.61,344514,0.0,1.0
2020-02-06,4.0,4.0,3.81,3.85,3.85,219997,0.0,1.0
2020-02-05,4.05,4.25,3.835,3.95,3.95,611674,0.0,1.0
2020-02-04,4.05,4.07,3.85,4.01,4.01,575754,0.0,1.0
2020-02-03,3.93,4.1,3.82,4.0,4.0,496244,0.0,1.0
2020-01-31,4.04,4.07,3.74,3.91,3.91,267986,0.0,1.0
2020-01-30,3.99,4.08,3.78,4.08,4.08,271814,0.0,1.0
2020-01-29,3.71,3.98,3.69,3.94,3.94,244471,0.0,1.0
2020-01-28,3.81,3.81,3.64,3.69,3.69,268616,0.0,1.0
2020-01-27,3.74,3.8,3.61,3.65,3.65,339953,0.0,1.0
2020-01-24,3.91,3.96,3.67,3.82,3.82,382958,0.0,1.0
2020-01-23,3.99,4.04,3.85,3.96,3.96,230972,0.0,1.0
2020-01-22,4.04,4.09,3.88,4.06,4.06,384136,0.0,1.0
2020-01-21,4.04,4.14,3.87,4.05,4.05,348135,0.0,1.0
2020-01-17,3.89,4.2,3.85,4.08,4.08,252248,0.0,1.0
2020-01-16,3.97,4.09,3.87,3.88,3.88,332934,0.0,1.0
2020-01-15,3.73,4.09,3.66,4.01,4.01,324220,0.0,1.0
2020-01-14,3.65,3.75,3.59,3.75,3.75,97073,0.0,1.0
2020-01-13,3.8,3.85,3.55,3.63,3.63,201274,0.0,1.0
2020-01-10,3.75,3.86,3.64,3.84,3.84,170993,0.0,1.0
2020-01-09,3.52,3.91,3.38,3.78,3.78,274398,0.0,1.0
2020-01-08,3.78,3.78,3.48,3.5,3.5,317886,0.0,1.0
2020-01-07,3.98,4.0,3.72,3.76,3.76,244174,0.0,1.0
2020-01-06,3.95,4.1,3.88,3.95,3.95,242042,0.0,1.0
2020-01-03,3.78,4.12,3.758,3.89,3.89,316958,0.0,1.0
2020-01-02,3.78,3.78,3.55,3.71,3.71,218263,0.0,1.0
2019-12-31,3.64,3.79,3.64,3.67,3.67,149924,0.0,1.0
2019-12-30,3.83,3.845,3.59,3.64,3.64,352563,0.0,1.0
2019-12-27,3.9,3.9,3.75,3.77,3.77,187758,0.0,1.0
2019-12-26,3.75,3.99,3.75,3.89,3.89,362607,0.0,1.0
2019-12-24,4.0,4.0281,3.72,3.8,3.8,217627,0.0,1.0
2019-12-23,4.09,4.2,3.93,3.97,3.97,467155,0.0,1.0
2019-12-20,4.14,4.3,3.27,4.1,4.1,1725916,0.0,1.0
2019-12-19,4.25,4.79,4.19,4.57,4.57,559782,0.0,1.0
2019-12-18,3.62,4.27,3.5426,4.22,4.22,497649,0.0,1.0
2019-12-17,3.07,3.63,3.07,3.63,3.63,529081,0.0,1.0
2019-12-16,2.87,3.1,2.85,3.1,3.1,168681,0.0,1.0
2019-12-13,2.95,3.01,2.84,2.87,2.87,214878,0.0,1.0
2019-12-12,3.06,3.09,2.93,2.95,2.95,197956,0.0,1.0
2019-12-11,3.07,3.11,2.95,3.03,3.03,308957,0.0,1.0
2019-12-10,3.11,3.2,3.02,3.05,3.05,408967,0.0,1.0
2019-12-09,3.17,3.2,3.06,3.08,3.08,181554,0.0,1.0
2019-12-06,3.14,3.21,3.12,3.12,3.12,334394,0.0,1.0
2019-12-05,3.13,3.19,3.09,3.1,3.1,191806,0.0,1.0
2019-12-04,3.14,3.28,3.08,3.1,3.1,190284,0.0,1.0
2019-12-03,3.13,3.225,3.07,3.12,3.12,315292,0.0,1.0
2019-12-02,3.31,3.34,3.13,3.16,3.16,526171,0.0,1.0
2019-11-29,3.13,3.4,3.0591,3.3,3.3,110664,0.0,1.0
2019-11-27,3.15,3.27,3.07,3.22,3.22,213217,0.0,1.0
2019-11-26,2.89,3.25,2.89,3.13,3.13,356062,0.0,1.0
2019-11-25,3.01,3.01,2.9,2.91,2.91,452234,0.0,1.0
2019-11-22,3.02,3.04,2.86,3.0,3.0,188487,0.0,1.0
2019-11-21,2.96,3.29,2.93,3.04,3.04,699446,0.0,1.0
2019-11-20,2.86,3.0,2.82,2.93,2.93,275099,0.0,1.0
2019-11-19,3.0,3.0,2.83,2.85,2.85,117385,0.0,1.0
2019-11-18,2.83,3.0,2.8,2.98,2.98,172116,0.0,1.0
2019-11-15,2.91,3.0,2.8,2.9,2.9,168489,0.0,1.0
2019-11-14,2.87,3.05,2.86,2.95,2.95,152473,0.0,1.0
2019-11-13,2.78,2.96,2.78,2.9,2.9,157388,0.0,1.0
2019-11-12,2.76,2.95,2.7,2.92,2.92,142950,0.0,1.0
2019-11-11,2.97,3.01,2.89,2.99,2.99,97578,0.0,1.0
2019-11-08,2.81,3.05,2.66,2.98,2.98,175491,0.0,1.0
2019-11-07,2.76,3.05,2.76,2.84,2.84,263318,0.0,1.0
2019-11-06,2.86,3.03,2.71,2.73,2.73,279479,0.0,1.0
2019-11-05,2.75,2.92,2.675,2.89,2.89,211879,0.0,1.0
2019-11-04,2.43,3.0,2.43,2.75,2.75,527402,0.0,1.0
2019-11-01,2.5,2.62,2.38,2.44,2.44,122500,0.0,1.0
2019-10-31,2.44,2.5503,2.37,2.49,2.49,371346,0.0,1.0
2019-10-30,2.58,2.62,2.3398,2.5,2.5,135030,0.0,1.0
2019-10-29,2.54,2.63,2.5,2.58,2.58,138241,0.0,1.0
2019-10-28,2.71,2.7499,2.5,2.57,2.57,302549,0.0,1.0
2019-10-25,2.75,2.84,2.56,2.7,2.7,209621,0.0,1.0
2019-10-24,2.54,2.9,2.53,2.73,2.73,461452,0.0,1.0
2019-10-23,2.35,2.6,2.35,2.53,2.53,282542,0.0,1.0
2019-10-22,2.37,2.5,2.33,2.37,2.37,141268,0.0,1.0
2019-10-21,2.49,2.5714,2.21,2.38,2.38,430903,0.0,1.0
2019-10-18,2.23,2.49,2.2,2.49,2.49,622746,0.0,1.0
2019-10-17,2.07,2.21,2.03,2.17,2.17,267603,0.0,1.0
2019-10-16,2.16,2.2299,2.03,2.1,2.1,149926,0.0,1.0
2019-10-15,2.19,2.236,2.05,2.18,2.18,209339,0.0,1.0
2019-10-14,2.28,2.36,2.13,2.18,2.18,156793,0.0,1.0
2019-10-11,2.28,2.332,2.16,2.3,2.3,311553,0.0,1.0
2019-10-10,2.35,2.38,2.22,2.24,2.24,132707,0.0,1.0
2019-10-09,2.28,2.38,2.23,2.31,2.31,242598,0.0,1.0
2019-10-08,2.41,2.5,2.2,2.22,2.22,362450,0.0,1.0
2019-10-07,2.54,2.56,2.33,2.45,2.45,387519,0.0,1.0
2019-10-04,2.52,2.61,2.3136,2.59,2.59,1443741,0.0,1.0
2019-10-03,2.84,2.84,2.43,2.51,2.51,1265962,0.0,1.0
2019-10-02,2.89,2.98,2.52,2.77,2.77,2103774,0.0,1.0
2019-10-01,2.9,3.24,2.82,3.0,3.0,1980740,0.0,1.0
2019-09-30,2.48,2.95,2.45,2.78,2.78,988689,0.0,1.0
2019-09-27,2.5,3.05,2.36,2.48,2.48,3200646,0.0,1.0
2019-09-26,2.19,2.54,2.14,2.51,2.51,984163,0.0,1.0
2019-09-25,1.84,2.19,1.81,2.16,2.16,849066,0.0,1.0
2019-09-24,1.88,1.95,1.8,1.85,1.85,136709,0.0,1.0
2019-09-23,1.71,1.95,1.71,1.89,1.89,351710,0.0,1.0
2019-09-20,1.78,1.8025,1.65,1.7,1.7,307826,0.0,1.0
2019-09-19,1.67,1.79,1.67,1.79,1.79,166552,0.0,1.0
2019-09-18,1.71,1.76,1.62,1.67,1.67,207936,0.0,1.0
2019-09-17,1.69,1.81,1.57,1.71,1.71,526598,0.0,1.0
2019-09-16,1.57,1.98,1.4,1.79,1.79,1731826,0.0,1.0
2019-09-13,0.9,1.55,0.8544,1.35,1.35,2861912,0.0,1.0
2019-09-12,1.1,1.1,0.9501,1.0,1.0,327591,0.0,1.0
2019-09-11,1.09,1.11,1.06,1.09,1.09,75677,0.0,1.0
2019-09-10,1.05,1.16,1.05,1.08,1.08,466080,0.0,1.0
2019-09-09,0.95,1.07,0.95,1.07,1.07,126319,0.0,1.0
2019-09-06,0.9599,0.96,0.9101,0.9108,0.9108,56427,0.0,1.0
2019-09-05,0.91,0.9609,0.91,0.95,0.95,169258,0.0,1.0
2019-09-04,0.985,0.985,0.9131,0.9306,0.9306,58686,0.0,1.0
2019-09-03,0.98,1.02,0.91,0.9494,0.9494,98778,0.0,1.0
2019-08-30,1.01,1.04,0.98,0.98,0.98,101741,0.0,1.0
2019-08-29,1.08,1.09,1.0,1.0,1.0,89108,0.0,1.0
2019-08-28,1.07,1.09,1.0352,1.09,1.09,62736,0.0,1.0
2019-08-27,1.08,1.09,1.06,1.07,1.07,153464,0.0,1.0
2019-08-26,1.03,1.08,1.0124,1.08,1.08,69199,0.0,1.0
2019-08-23,1.1,1.11,1.05,1.07,1.07,32100,0.0,1.0
2019-08-22,1.09,1.11,1.05,1.09,1.09,13110,0.0,1.0
2019-08-21,1.06,1.11,1.0452,1.08,1.08,39199,0.0,1.0
2019-08-20,1.08,1.11,1.05,1.07,1.07,5887,0.0,1.0
2019-08-19,1.1,1.11,1.03,1.09,1.09,75665,0.0,1.0
2019-08-16,1.0722,1.11,1.04,1.085,1.085,17649,0.0,1.0
2019-08-15,1.13,1.13,1.04,1.07,1.07,13205,0.0,1.0
2019-08-14,1.04,1.15,1.0,1.09,1.09,183172,0.0,1.0
2019-08-13,1.1,1.11,1.05,1.05,1.05,58189,0.0,1.0
2019-08-12,1.13,1.2,1.03,1.12,1.12,135161,0.0,1.0
2019-08-09,1.07,1.26,1.07,1.15,1.15,185607,0.0,1.0
2019-08-08,1.28,1.32,1.2,1.21,1.21,58488,0.0,1.0
2019-08-07,1.25,1.34,1.16,1.28,1.28,219478,0.0,1.0
2019-08-06,1.27,1.27,1.2375,1.26,1.26,30855,0.0,1.0
2019-08-05,1.32,1.32,1.25,1.25,1.25,18219,0.0,1.0
2019-08-02,1.32,1.35,1.3146,1.34,1.34,70086,0.0,1.0
2019-08-01,1.33,1.34,1.25,1.27,1.27,63760,0.0,1.0
2019-07-31,1.35,1.405,1.33,1.33,1.33,183290,0.0,1.0
2019-07-30,1.34,1.54,1.335,1.41,1.41,119560,0.0,1.0
2019-07-29,1.36,1.4,1.31,1.33,1.33,60636,0.0,1.0
2019-07-26,1.41,1.41,1.35,1.35,1.35,22377,0.0,1.0
2019-07-25,1.4,1.42,1.37,1.4,1.4,30928,0.0,1.0
2019-07-24,1.44,1.46,1.38,1.39,1.39,19757,0.0,1.0
2019-07-23,1.39,1.4731,1.35,1.45,1.45,48102,0.0,1.0
2019-07-22,1.43,1.44,1.3769,1.38,1.38,41595,0.0,1.0
2019-07-19,1.42,1.49,1.33,1.42,1.42,54451,0.0,1.0
2019-07-18,1.46,1.49,1.36,1.41,1.41,92899,0.0,1.0
2019-07-17,1.49,1.53,1.42,1.45,1.45,102012,0.0,1.0
2019-07-16,1.52,1.57,1.4799,1.48,1.48,97608,0.0,1.0
2019-07-15,1.67,1.67,1.51,1.52,1.52,62435,0.0,1.0
2019-07-12,1.67,1.69,1.65,1.65,1.65,65755,0.0,1.0
2019-07-11,1.64,1.7,1.64,1.68,1.68,121323,0.0,1.0
2019-07-10,1.59,1.6917,1.59,1.66,1.66,83733,0.0,1.0
2019-07-09,1.63,1.63,1.57,1.59,1.59,34968,0.0,1.0
2019-07-08,1.63,1.67,1.61,1.61,1.61,38476,0.0,1.0
2019-07-05,1.58,1.68,1.555,1.63,1.63,74078,0.0,1.0
2019-07-03,1.61,1.625,1.55,1.6,1.6,30047,0.0,1.0
2019-07-02,1.65,1.68,1.465,1.61,1.61,116253,0.0,1.0
2019-07-01,1.77,1.77,1.65,1.65,1.65,96342,0.0,1.0
2019-06-28,1.72,1.81,1.695,1.74,1.74,116842,0.0,1.0
2019-06-27,1.75,1.75,1.7,1.7,1.7,34271,0.0,1.0
2019-06-26,1.8,1.85,1.77,1.77,1.77,77477,0.0,1.0
2019-06-25,1.9,1.9,1.77,1.77,1.77,59927,0.0,1.0
2019-06-24,1.94,1.95,1.89,1.89,1.89,74320,0.0,1.0
2019-06-21,1.92,2.02,1.92,1.95,1.95,350125,0.0,1.0
2019-06-20,1.89,2.09,1.85,1.92,1.92,137927,0.0,1.0
2019-06-19,1.69,1.9,1.69,1.86,1.86,326869,0.0,1.0
2019-06-18,1.88,1.89,1.68,1.69,1.69,86878,0.0,1.0
2019-06-17,1.8,1.93,1.74,1.89,1.89,44125,0.0,1.0
2019-06-14,1.73,1.83,1.64,1.81,1.81,127705,0.0,1.0
2019-06-13,1.74,1.81,1.68,1.72,1.72,100479,0.0,1.0
2019-06-12,1.71,1.77,1.655,1.73,1.73,89886,0.0,1.0
2019-06-11,1.95,1.95,1.69,1.71,1.71,201882,0.0,1.0
2019-06-10,1.97,1.99,1.91,1.92,1.92,52438,0.0,1.0
2019-06-07,2.05,2.05,1.97,1.97,1.97,64599,0.0,1.0
2019-06-06,2.05,2.08,2.03,2.06,2.06,55740,0.0,1.0
2019-06-05,2.1,2.1,2.0,2.03,2.03,80719,0.0,1.0
2019-06-04,2.13,2.15,2.01,2.08,2.08,151187,0.0,1.0
2019-06-03,2.15,2.28,2.11,2.12,2.12,89946,0.0,1.0
2019-05-31,2.17,2.19,2.13,2.14,2.14,51396,0.0,1.0
2019-05-30,2.24,2.2995,2.2,2.21,2.21,97411,0.0,1.0
2019-05-29,2.4,2.41,2.24,2.26,2.26,111253,0.0,1.0
2019-05-28,2.44,2.44,2.35,2.43,2.43,26596,0.0,1.0
2019-05-24,2.61,2.61,2.36,2.45,2.45,85248,0.0,1.0
2019-05-23,2.46,2.64,2.4,2.56,2.56,93456,0.0,1.0
2019-05-22,2.67,2.7373,2.43,2.5,2.5,155903,0.0,1.0
2019-05-21,2.67,2.87,2.64,2.7,2.7,150667,0.0,1.0
2019-05-20,2.54,2.69,2.5,2.67,2.67,134952,0.0,1.0
2019-05-17,2.6,2.6755,2.53,2.61,2.61,181243,0.0,1.0
2019-05-16,2.67,2.75,2.54,2.6,2.6,252404,0.0,1.0
2019-05-15,2.73,2.79,2.59,2.66,2.66,157569,0.0,1.0
2019-05-14,2.98,2.98,2.71,2.75,2.75,135007,0.0,1.0
2019-05-13,3.04,3.07,2.93,2.97,2.97,90963,0.0,1.0
2019-05-10,3.12,3.12,3.03,3.04,3.04,32507,0.0,1.0
2019-05-09,3.16,3.28,3.01,3.08,3.08,44095,0.0,1.0
2019-05-08,3.1055,3.25,3.1055,3.24,3.24,115817,0.0,1.0
2019-05-07,3.27,3.3,3.1301,3.27,3.27,75040,0.0,1.0
2019-05-06,3.05,3.4,3.05,3.27,3.27,62529,0.0,1.0
2019-05-03,2.99,3.19,2.98,3.15,3.15,42365,0.0,1.0
2019-05-02,2.93,3.06,2.825,3.01,3.01,86185,0.0,1.0
2019-05-01,3.0,3.01,2.94,2.94,2.94,55758,0.0,1.0
2019-04-30,3.13,3.13,3.0,3.02,3.02,46604,0.0,1.0
2019-04-29,3.0201,3.13,2.96,3.09,3.09,37948,0.0,1.0
2019-04-26,3.06,3.12,2.97,3.12,3.12,72281,0.0,1.0
2019-04-25,3.12,3.13,3.06,3.07,3.07,36476,0.0,1.0
2019-04-24,3.17,3.17,3.09,3.09,3.09,35979,0.0,1.0
2019-04-23,3.11,3.24,3.1,3.11,3.11,126537,0.0,1.0
2019-04-22,3.15,3.25,3.1,3.13,3.13,87144,0.0,1.0
2019-04-18,3.16,3.24,3.1,3.12,3.12,85969,0.0,1.0
2019-04-17,3.18,3.26,3.15,3.17,3.17,42055,0.0,1.0
2019-04-16,3.26,3.26,3.17,3.18,3.18,40975,0.0,1.0
2019-04-15,3.2,3.29,3.14,3.25,3.25,32322,0.0,1.0
2019-04-12,3.35,3.41,3.21,3.22,3.22,50848,0.0,1.0
2019-04-11,3.29,3.29,3.15,3.25,3.25,62055,0.0,1.0
2019-04-10,3.21,3.35,3.2039,3.3,3.3,45867,0.0,1.0
2019-04-09,3.28,3.37,3.15,3.21,3.21,162252,0.0,1.0
2019-04-08,3.36,3.37,3.23,3.3,3.3,78175,0.0,1.0
2019-04-05,3.33,3.36,3.23,3.33,3.33,35404,0.0,1.0
2019-04-04,3.35,3.36,3.25,3.29,3.29,41184,0.0,1.0
2019-04-03,3.21,3.39,3.21,3.34,3.34,117497,0.0,1.0
2019-04-02,3.25,3.44,3.15,3.21,3.21,213704,0.0,1.0
2019-04-01,3.17,3.25,3.15,3.19,3.19,78254,0.0,1.0
2019-03-29,3.33,3.34,3.15,3.15,3.15,67138,0.0,1.0
2019-03-28,3.1957,3.26,3.07,3.23,3.23,76842,0.0,1.0
2019-03-27,3.26,3.31,3.03,3.21,3.21,153982,0.0,1.0
2019-03-26,3.42,3.47,3.13,3.23,3.23,352460,0.0,1.0
2019-03-25,3.39,3.48,3.37,3.41,3.41,67786,0.0,1.0
2019-03-22,3.48,3.53,3.4,3.44,3.44,74356,0.0,1.0
2019-03-21,3.64,3.72,3.53,3.55,3.55,97557,0.0,1.0
2019-03-20,3.37,3.67,3.37,3.64,3.64,204001,0.0,1.0
2019-03-19,3.5,3.52,3.35,3.43,3.43,108704,0.0,1.0
2019-03-18,3.36,3.64,3.36,3.6,3.6,59922,0.0,1.0
2019-03-15,3.42,3.45,3.33,3.35,3.35,206436,0.0,1.0
2019-03-14,3.46,3.51,3.3,3.44,3.44,41338,0.0,1.0
2019-03-13,3.38,3.6,3.36,3.44,3.44,135663,0.0,1.0
2019-03-12,3.25,3.4,3.25,3.36,3.36,49112,0.0,1.0
2019-03-11,3.2,3.2769,3.15,3.23,3.23,45883,0.0,1.0
2019-03-08,3.23,3.27,3.16,3.2,3.2,64063,0.0,1.0
2019-03-07,3.51,3.53,3.26,3.27,3.27,272501,0.0,1.0
2019-03-06,3.54,3.54,3.45,3.51,3.51,118151,0.0,1.0
2019-03-05,3.55,3.6,3.4875,3.58,3.58,198872,0.0,1.0
2019-03-04,3.53,3.6,3.43,3.55,3.55,139921,0.0,1.0
2019-03-01,3.4,3.5,3.33,3.5,3.5,149461,0.0,1.0
2019-02-28,3.41,3.45,3.31,3.39,3.39,187042,0.0,1.0
2019-02-27,3.32,3.52,3.29,3.41,3.41,167667,0.0,1.0
2019-02-26,3.53,3.55,3.33,3.33,3.33,199153,0.0,1.0
2019-02-25,3.45,3.565,3.359,3.54,3.54,149503,0.0,1.0
2019-02-22,3.73,3.738,3.3985,3.43,3.43,235050,0.0,1.0
2019-02-21,3.81,3.9,3.71,3.73,3.73,48552,0.0,1.0
2019-02-20,3.75,3.9,3.75,3.8,3.8,106189,0.0,1.0
2019-02-19,3.94,4.04,3.82,3.83,3.83,186309,0.0,1.0
2019-02-15,3.91,4.05,3.85,3.95,3.95,207389,0.0,1.0
2019-02-14,3.85,3.99,3.77,3.9,3.9,124278,0.0,1.0
2019-02-13,3.73,3.96,3.73,3.85,3.85,202839,0.0,1.0
2019-02-12,3.73,3.86,3.67,3.73,3.73,106262,0.0,1.0
2019-02-11,3.59,3.76,3.5577,3.74,3.74,71706,0.0,1.0
2019-02-08,3.65,3.78,3.58,3.6,3.6,43072,0.0,1.0
2019-02-07,3.72,3.72,3.51,3.65,3.65,88616,0.0,1.0
2019-02-06,3.65,3.76,3.641,3.74,3.74,32848,0.0,1.0
2019-02-05,3.8501,3.89,3.64,3.71,3.71,40158,0.0,1.0
2019-02-04,3.67,3.855,3.67,3.85,3.85,78761,0.0,1.0
2019-02-01,3.8,3.86,3.63,3.76,3.76,88426,0.0,1.0
2019-01-31,3.78,3.82,3.66,3.78,3.78,41100,0.0,1.0
2019-01-30,3.46,3.75,3.46,3.75,3.75,64908,0.0,1.0
2019-01-29,3.53,3.64,3.41,3.45,3.45,61858,0.0,1.0
2019-01-28,3.61,3.63,3.45,3.51,3.51,115751,0.0,1.0
2019-01-25,3.69,3.75,3.64,3.69,3.69,58239,0.0,1.0
