,RS_Open,RS_High,RS_Low,RS_Close,RS_Adj Close,RS_Volume,RS_Dividend Amount,RS_Split Coefficient
2004-05-10,32.09,33.54,32.02,32.69,11.8089181548266,346000,0.0,1.0
2004-05-07,34.56,35.25,32.07,32.09,11.5921744750195,195300,0.0,1.0
2004-05-06,35.19,35.19,34.24,34.66,12.5205599035268,176700,0.0,1.0
2004-05-05,35.45,35.83,35.16,35.18,12.7084044260264,178400,0.06,1.0
2004-05-04,34.88,35.94,33.93,35.1,12.6579170077618,205100,0.0,1.0
2004-05-03,33.2,35.17,32.7,34.88,12.5785796362032,395400,0.0,1.0
2004-04-30,33.37,33.75,32.6,33.02,11.9078182221166,227500,0.0,1.0
2004-04-29,33.7,34.12,33.33,33.61,12.1205866276602,331300,0.0,1.0
2004-04-28,36.2,36.2,33.81,34.32,12.3766299631448,388200,0.0,1.0
2004-04-27,36.61,36.89,35.61,36.2,13.0546038655549,216200,0.0,1.0
2004-04-26,37.11,37.92,36.33,36.48,13.155578702084,167300,0.0,1.0
2004-04-23,36.95,37.1,36.52,37.04,13.3575283751423,226300,0.0,1.0
2004-04-22,36.3,37.24,35.98,36.85,13.289009736069,323500,0.0,1.0
2004-04-21,37.09,37.16,34.88,35.81,12.9139603432464,392900,0.0,1.0
2004-04-20,36.91,37.41,36.72,37.08,13.3719533517894,365200,0.0,1.0
2004-04-19,37.75,38.25,36.59,36.79,13.2673722710985,455600,0.0,1.0
2004-04-16,35.6,37.39,35.3,36.9,13.3070409568778,572800,0.0,1.0
2004-04-15,36.0,36.0,34.39,35.01,12.625460810306,393100,0.0,1.0
2004-04-14,33.82,34.49,33.49,33.55,12.0989491626897,147000,0.0,1.0
2004-04-13,35.85,35.86,33.54,33.82,12.1963177550571,115100,0.0,1.0
2004-04-12,35.28,36.0,35.1,36.0,12.9824789823198,91300,0.0,1.0
2004-04-08,36.07,36.18,34.93,35.03,12.6326732986295,134200,0.0,1.0
2004-04-07,35.96,36.07,35.31,35.9,12.9464165407022,121700,0.0,1.0
2004-04-06,35.99,36.39,35.83,35.96,12.9680540056727,287800,0.0,1.0
2004-04-05,36.05,36.2,35.64,36.09,13.0149351797756,188300,0.0,1.0
2004-04-02,35.0,35.96,34.75,35.85,12.9283853198934,287400,0.0,1.0
2004-04-01,35.7,35.91,33.7,34.57,12.4667860671887,683800,0.0,1.0
2004-03-31,36.0,36.0,34.51,35.15,12.6759482285706,235900,0.0,1.0
2004-03-30,34.74,36.12,34.74,35.95,12.964447761511,231600,0.0,1.0
2004-03-29,33.95,34.85,33.95,34.74,12.5280922179386,192200,0.0,1.0
2004-03-26,32.11,33.99,32.04,33.71,12.1566490692778,164000,0.0,1.0
2004-03-25,31.45,32.25,31.4,32.1,11.5760437592351,169400,0.0,1.0
2004-03-24,32.5,33.25,31.06,31.39,11.3200004237505,669600,0.0,1.0
2004-03-23,30.95,31.01,30.32,30.55,11.017075914163,258600,0.0,1.0
2004-03-22,32.0,32.1,29.78,30.0,10.8187324852665,135200,0.0,1.0
2004-03-19,32.25,32.94,31.27,31.78,11.460643946059,200500,0.0,1.0
2004-03-18,30.5,30.68,29.87,30.18,10.8836448801781,138500,0.0,1.0
2004-03-17,29.68,30.84,29.63,30.68,11.0639570882658,112100,0.0,1.0
2004-03-16,29.68,30.35,29.25,29.36,10.5879328589141,111300,0.0,1.0
2004-03-15,30.92,30.98,29.25,29.43,10.6131765680464,128300,0.0,1.0
2004-03-12,29.68,30.78,29.26,30.78,11.1000195298834,181600,0.0,1.0
2004-03-11,30.2,31.56,29.66,29.67,10.6997264279285,120100,0.0,1.0
2004-03-10,31.4,31.55,30.19,30.19,10.8872511243398,98500,0.06,1.0
2004-03-09,31.88,31.92,31.2,31.54,11.3515338995596,96500,0.0,1.0
2004-03-08,32.27,32.27,31.6,31.68,11.4019211774904,101700,0.0,1.0
2004-03-05,31.58,32.3,31.4,32.17,11.5782766502483,70200,0.0,1.0
2004-03-04,31.5,31.58,31.0,31.58,11.3659302646827,125200,0.0,1.0
2004-03-03,31.82,31.82,31.01,31.25,11.2471602524172,203700,0.0,1.0
2004-03-02,32.25,32.65,31.79,31.82,11.4523084554213,180200,0.0,1.0
2004-03-01,31.78,32.5,31.74,32.29,11.6214657456176,187400,0.0,1.0
2004-02-27,31.45,31.94,31.3,31.44,11.3155429867519,123600,0.0,1.0
2004-02-26,30.91,31.85,30.67,31.5,11.3371375344365,144600,0.0,1.0
2004-02-25,29.9,30.8,29.88,30.8,11.0852011447824,142400,0.0,1.0
2004-02-24,30.2,30.97,29.8,29.8,10.725292016705,142000,0.0,1.0
2004-02-23,30.7,30.9,30.15,30.15,10.8512602115321,122500,0.0,1.0
2004-02-20,30.7,30.7,29.72,30.54,10.9916247714823,151200,0.0,1.0
2004-02-19,30.68,31.0,30.11,30.28,10.8980483981821,150000,0.0,1.0
2004-02-18,31.0,31.12,29.92,30.32,10.9124447633052,75400,0.0,1.0
2004-02-17,29.88,31.0,29.88,30.81,11.0888002360631,93900,0.0,1.0
2004-02-13,30.52,30.61,29.34,29.78,10.7180938341435,137800,0.0,1.0
2004-02-12,30.61,30.78,30.2,30.27,10.8944493069014,60900,0.0,1.0
2004-02-11,30.31,30.64,29.82,30.5,10.9772284063592,64400,0.0,1.0
2004-02-10,29.4,30.52,29.4,30.31,10.9088456720245,191200,0.0,1.0
2004-02-09,28.41,29.34,28.36,29.12,10.4805538096124,154800,0.0,1.0
2004-02-06,28.63,28.69,28.09,28.25,10.1674328681851,134800,0.0,1.0
2004-02-05,27.58,28.5,27.58,28.45,10.2394146938006,86900,0.0,1.0
2004-02-04,28.3,28.3,27.17,27.39,9.85791101803861,150700,0.0,1.0
2004-02-03,29.07,29.07,28.29,28.3,10.185428324589,100700,0.0,1.0
2004-02-02,29.15,29.73,28.5,29.07,10.4625583532086,96300,0.0,1.0
2004-01-30,28.9,29.22,28.45,29.0,10.4373647142431,117000,0.0,1.0
2004-01-29,29.29,29.3,28.15,28.8,10.3653828886277,206400,0.0,1.0
2004-01-28,30.98,30.99,28.75,28.91,10.4049728927162,130200,0.0,1.0
2004-01-27,30.9,31.07,30.49,30.9,11.1211920575901,114700,0.0,1.0
2004-01-26,31.59,31.69,30.19,30.74,11.0636065970977,73700,0.0,1.0
2004-01-23,31.49,31.79,30.66,31.58,11.3659302646827,89100,0.0,1.0
2004-01-22,32.49,32.57,31.07,31.24,11.2435611611364,91900,0.0,1.0
2004-01-21,31.5,32.79,31.44,32.49,11.6934475712331,104500,0.0,1.0
2004-01-20,31.25,31.43,31.12,31.24,11.2435611611364,78200,0.0,1.0
2004-01-16,31.5,31.7,31.08,31.28,11.2579575262595,117700,0.0,1.0
2004-01-15,31.75,31.75,30.16,30.58,11.0060211366054,243100,0.0,1.0
2004-01-14,33.38,33.38,32.1,32.55,11.7150421189177,135000,0.0,1.0
2004-01-13,33.14,33.38,32.12,33.38,12.0137666952219,89800,0.0,1.0
2004-01-12,32.69,32.9,32.45,32.81,11.8086184922178,80500,0.0,1.0
2004-01-09,33.86,33.86,32.54,32.54,11.711443027637,61200,0.0,1.0
2004-01-08,33.95,34.11,33.67,33.86,12.1865230766991,57800,0.0,1.0
2004-01-07,33.4,33.72,32.9,33.72,12.1361357987682,114100,0.0,1.0
2004-01-06,34.47,34.7,33.4,33.4,12.0209648777835,136900,0.0,1.0
2004-01-05,35.09,35.09,34.1,34.18,12.3016939976838,98200,0.0,1.0
2004-01-02,34.3,35.1,34.3,34.48,12.409666736107,169200,0.0,1.0
2003-12-31,34.6,34.61,33.0,33.21,11.9525821434488,117200,0.0,1.0
2003-12-30,35.0,35.0,34.34,34.68,12.4816485617225,113700,0.0,1.0
2003-12-29,33.65,35.0,33.65,35.0,12.5968194827072,75200,0.0,1.0
2003-12-26,33.22,33.65,33.22,33.65,12.1109421598028,50500,0.0,1.0
2003-12-24,33.77,33.77,33.23,33.25,11.9669785085719,34600,0.0,1.0
2003-12-23,33.66,33.89,33.1,33.89,12.1973203505414,115700,0.0,1.0
2003-12-22,32.96,33.65,32.89,33.65,12.1109421598028,90500,0.0,1.0
2003-12-19,33.5,33.57,32.55,32.98,11.869803043991,120700,0.0,1.0
2003-12-18,31.65,34.02,31.65,33.5,12.0569557905912,242700,0.0,1.0
2003-12-17,31.85,32.07,31.64,31.9,11.4811011856675,90600,0.0,1.0
2003-12-16,31.32,31.85,30.82,31.85,11.4631057292636,100300,0.0,1.0
2003-12-15,31.94,32.21,31.31,31.42,11.3083448041903,99200,0.0,1.0
2003-12-12,30.93,31.64,30.77,31.64,11.3875248123673,165100,0.0,1.0
2003-12-11,29.8,31.56,29.8,30.78,11.0780029622208,303500,0.0,1.0
2003-12-10,32.35,32.44,30.15,30.16,10.8548593028129,195800,0.0,1.0
2003-12-09,32.15,32.75,32.09,32.45,11.67905120611,86500,0.0,1.0
2003-12-08,31.8,32.3,31.75,32.04,11.5314884635983,116300,0.0,1.0
2003-12-05,31.65,31.93,31.2,31.7,11.409119360052,104600,0.0,1.0
2003-12-04,30.95,32.04,30.72,31.87,11.4703039118251,130800,0.0,1.0
2003-12-03,30.83,31.37,30.7,30.7,11.0492102319746,92500,0.06,1.0
2003-12-02,31.02,31.07,30.78,30.82,11.0707626576547,142500,0.0,1.0
2003-12-01,29.7,31.25,29.7,30.78,11.056394373868,154000,0.0,1.0
2003-11-28,29.75,29.95,29.48,29.48,10.5894251508001,49900,0.0,1.0
2003-11-26,29.7,29.98,29.17,29.84,10.7187397048805,222300,0.0,1.0
2003-11-25,29.95,30.15,29.82,30.08,10.8049494076007,151200,0.0,1.0
2003-11-24,30.07,30.24,29.75,30.16,10.8336859751741,84100,0.0,1.0
2003-11-21,30.82,30.82,29.79,30.26,10.8696066846408,95200,0.0,1.0
2003-11-20,30.55,30.99,30.4,30.82,11.0707626576547,94500,0.0,1.0
2003-11-19,29.75,30.67,29.68,30.55,10.9737767420944,76800,0.0,1.0
2003-11-18,29.88,30.13,29.61,29.85,10.7223317758271,93900,0.0,1.0
2003-11-17,29.34,29.98,29.3,29.98,10.7690286981339,74900,0.0,1.0
2003-11-14,30.22,30.25,29.32,29.34,10.5391361575467,60000,0.0,1.0
2003-11-13,29.81,30.36,29.81,30.12,10.8193176913874,76800,0.0,1.0
2003-11-12,28.66,29.81,28.66,29.81,10.7079634920404,134900,0.0,1.0
2003-11-11,28.9,29.05,28.71,28.77,10.3343881135862,71300,0.0,1.0
2003-11-10,29.3,29.45,28.9,28.95,10.3990453906263,90000,0.0,1.0
2003-11-07,29.0,29.3,28.95,29.3,10.52476787376,101000,0.0,1.0
2003-11-06,29.65,29.65,28.7,29.0,10.4170057453597,78000,0.0,1.0
2003-11-05,30.05,30.05,29.3,29.65,10.6504903568936,60100,0.0,1.0
2003-11-04,29.5,30.3,29.49,29.98,10.7690286981339,147800,0.0,1.0
2003-11-03,28.73,29.4,28.73,29.4,10.5606885832267,146100,0.0,1.0
2003-10-31,28.42,28.96,28.08,28.7,10.3092436169594,152500,0.0,1.0
2003-10-30,28.65,28.93,28.17,28.3,10.1655607790924,158300,0.0,1.0
2003-10-29,27.15,28.52,27.14,28.4,10.2014814885592,148400,0.0,1.0
2003-10-28,27.5,27.5,26.63,27.05,9.71655191075793,229100,0.0,1.0
2003-10-27,26.55,27.74,26.27,27.68,9.9428523803985,232300,0.0,1.0
2003-10-24,26.19,26.49,25.81,26.23,9.42200209313052,137100,0.0,1.0
2003-10-23,27.08,27.2,26.06,26.09,9.37171309987706,165600,0.0,1.0
2003-10-22,27.4,27.55,26.77,27.07,9.72373605265128,125500,0.0,1.0
2003-10-21,26.66,27.47,26.64,27.47,9.86741889051831,185300,0.0,1.0
2003-10-20,25.23,26.68,25.23,26.65,9.5728690728909,288700,0.0,1.0
2003-10-17,26.3,26.65,25.08,25.08,9.00891393426281,233700,0.0,1.0
2003-10-16,24.23,25.16,24.2,25.16,9.03765050183621,120100,0.0,1.0
2003-10-15,24.21,24.26,23.94,24.01,8.6245623429685,110600,0.0,1.0
2003-10-14,23.95,24.3,23.55,24.2,8.69281169095534,57000,0.0,1.0
2003-10-13,23.13,23.81,23.13,23.81,8.55272092403498,61300,0.0,1.0
2003-10-10,23.3,23.36,22.86,23.03,8.27253939019428,34500,0.0,1.0
2003-10-09,23.05,23.4,22.95,23.23,8.34438080912779,70400,0.0,1.0
2003-10-08,23.4,23.4,22.88,22.9,8.22584246788749,46900,0.0,1.0
2003-10-07,23.18,23.49,23.04,23.43,8.4162222280613,93000,0.0,1.0
2003-10-06,22.85,23.26,22.82,23.12,8.30486802871436,101300,0.0,1.0
2003-10-03,23.0,23.25,22.94,23.0,8.26176317735425,99600,0.0,1.0
2003-10-02,22.87,23.1,22.78,22.95,8.24380282262087,130500,0.0,1.0
2003-10-01,22.2,22.99,22.12,22.9,8.22584246788749,51800,0.0,1.0
2003-09-30,22.19,22.75,21.9,22.19,7.97080543067351,147700,0.0,1.0
2003-09-29,21.5,22.25,21.37,22.24,7.98876578540689,91900,0.0,1.0
2003-09-26,22.0,22.12,21.42,21.42,7.69421596777948,67100,0.0,1.0
2003-09-25,22.6,22.66,21.89,22.0,7.90255608268667,76200,0.0,1.0
2003-09-24,23.03,23.1,22.51,22.55,8.10011998475384,68500,0.0,1.0
2003-09-23,22.75,23.06,22.75,23.03,8.27253939019428,73400,0.0,1.0
2003-09-22,23.09,23.09,22.36,22.75,8.17196140368735,66100,0.0,1.0
2003-09-19,22.9,23.21,22.9,23.08,8.29049974492765,110700,0.0,1.0
2003-09-18,22.87,23.08,22.85,23.02,8.2689473192476,93600,0.0,1.0
2003-09-17,22.99,23.0,22.71,22.87,8.21506625504746,46800,0.0,1.0
2003-09-16,22.8,23.11,22.75,23.08,8.29049974492765,78000,0.0,1.0
2003-09-15,22.95,23.0,22.68,22.71,8.15759311990065,36200,0.0,1.0
2003-09-12,22.91,23.13,22.67,22.86,8.21147418410079,49400,0.0,1.0
2003-09-11,22.9,23.02,22.77,22.93,8.23661868072752,60500,0.0,1.0
2003-09-10,23.0,23.0,22.66,22.83,8.20069797126076,83000,0.0,1.0
2003-09-09,23.38,23.38,22.81,22.81,8.19351382936741,38100,0.0,1.0
2003-09-08,23.22,23.5,23.1,23.25,8.35156495102114,100200,0.0,1.0
2003-09-05,23.1,23.4,23.08,23.22,8.34078873818111,116400,0.0,1.0
2003-09-04,23.18,23.2,22.81,23.08,8.29049974492765,76300,0.0,1.0
2003-09-03,23.15,23.33,23.1,23.15,8.31564424155438,146100,0.0,1.0
2003-09-02,23.07,23.3,22.89,23.1,8.29768388682101,367400,0.0,1.0
2003-08-29,22.97,23.25,22.97,23.07,8.28690767398098,81100,0.0,1.0
2003-08-28,22.96,23.08,22.5,23.02,8.2689473192476,69800,0.0,1.0
2003-08-27,22.95,23.02,22.88,22.95,8.24380282262087,58700,0.0,1.0
2003-08-26,22.65,23.0,22.28,23.0,8.26176317735425,164700,0.0,1.0
2003-08-25,22.8,22.8,22.4,22.7,8.15400104895397,45700,0.0,1.0
2003-08-22,22.95,23.0,22.7,22.85,8.20788211315411,45500,0.0,1.0
2003-08-21,23.0,23.15,22.9,23.09,8.29409181587433,280400,0.0,1.0
2003-08-20,23.6,23.6,22.91,23.0,8.26176317735425,129500,0.0,1.0
2003-08-19,23.48,23.8,23.48,23.68,8.5060240017282,120000,0.0,1.0
2003-08-18,23.15,23.6,23.11,23.45,8.42340636995466,80800,0.0,1.0
2003-08-15,23.1,23.1,23.0,23.07,8.28690767398098,28700,0.0,1.0
2003-08-14,23.0,23.21,22.95,23.1,8.29768388682101,107500,0.0,1.0
2003-08-13,23.09,23.55,22.95,23.08,8.29049974492765,184700,0.0,1.0
2003-08-12,22.08,23.29,22.08,23.29,8.36593323480784,84600,0.0,1.0
2003-08-11,21.59,22.27,21.59,22.23,7.98517371446021,75000,0.0,1.0
2003-08-08,21.5,21.6,21.35,21.54,7.73732081913959,76200,0.0,1.0
2003-08-07,21.55,21.57,21.3,21.37,7.6762556130461,95300,0.0,1.0
2003-08-06,21.78,21.78,21.51,21.55,7.74091289008626,39300,0.0,1.0
2003-08-05,22.01,22.07,21.66,21.68,7.78760981239305,60100,0.0,1.0
2003-08-04,22.43,22.43,22.0,22.0,7.90255608268667,100100,0.0,1.0
2003-08-01,22.4,22.63,22.02,22.42,8.05342306244705,96700,0.0,1.0
2003-07-31,22.5,22.5,22.05,22.4,8.0462389205537,74200,0.0,1.0
2003-07-30,21.87,22.5,21.5,22.5,8.08215963002046,121400,0.06,1.0
2003-07-29,21.5,21.97,21.24,21.97,7.87079109359705,75400,0.0,1.0
2003-07-28,21.06,21.65,21.06,21.43,7.67733514500614,61100,0.0,1.0
2003-07-25,20.9,21.24,20.78,21.05,7.5411994774792,73400,0.0,1.0
2003-07-24,20.61,21.32,20.61,20.83,7.46238409101623,92000,0.0,1.0
2003-07-23,20.88,20.95,20.4,20.61,7.38356870455327,45400,0.0,1.0
2003-07-22,20.31,20.85,20.16,20.84,7.46596660858273,88900,0.0,1.0
2003-07-21,20.67,20.69,20.16,20.31,7.27609317755831,107400,0.0,1.0
2003-07-18,20.1,20.88,20.07,20.79,7.44805402075024,135400,0.0,1.0
2003-07-17,20.0,20.18,19.74,19.96,7.15070506273087,137300,0.0,1.0
2003-07-16,21.05,21.5,19.7,19.73,7.0683071587014,140000,0.0,1.0
2003-07-15,21.5,21.61,21.05,21.05,7.5411994774792,46700,0.0,1.0
2003-07-14,21.35,21.9,21.33,21.5,7.70241276797163,34100,0.0,1.0
2003-07-11,20.93,21.46,20.8,21.24,7.60926731124267,34300,0.0,1.0
2003-07-10,21.28,21.4,20.87,20.92,7.49462674911472,56200,0.0,1.0
2003-07-09,21.1,21.4,20.79,21.4,7.66658759230664,53000,0.0,1.0
2003-07-08,20.3,21.09,20.3,21.05,7.5411994774792,115400,0.0,1.0
2003-07-07,20.4,21.01,20.22,20.3,7.27251065999182,123000,0.0,1.0
2003-07-03,20.4,20.41,20.26,20.27,7.26176310729232,34700,0.0,1.0
2003-07-02,20.3,20.6,20.25,20.45,7.32624842348929,77500,0.0,1.0
2003-07-01,20.7,20.7,20.22,20.24,7.25101555459282,59000,0.0,1.0
2003-06-30,20.9,20.93,20.5,20.7,7.41581136265175,73600,0.0,1.0
2003-06-27,21.25,21.45,20.84,20.89,7.48387919641522,64200,0.0,1.0
2003-06-26,20.56,21.35,20.5,21.25,7.61284982880917,95600,0.0,1.0
2003-06-25,20.77,20.77,20.38,20.51,7.34774352888828,91200,0.0,1.0
2003-06-24,20.7,21.0,20.6,20.87,7.47671416128223,25600,0.0,1.0
2003-06-23,21.12,21.14,20.51,20.75,7.43372395048424,34700,0.0,1.0
2003-06-20,21.07,21.29,20.92,21.12,7.56627710044469,33400,0.0,1.0
2003-06-19,21.0,21.4,20.92,21.0,7.52328688964671,33800,0.0,1.0
2003-06-18,20.52,21.16,20.51,21.15,7.57702465314418,28900,0.0,1.0
2003-06-17,20.8,20.8,20.45,20.57,7.36923863428727,30400,0.0,1.0
2003-06-16,20.21,20.72,20.21,20.72,7.42297639778475,28800,0.0,1.0
2003-06-13,20.95,20.95,20.16,20.2,7.23668548432683,30400,0.0,1.0
2003-06-12,20.1,20.7,20.0,20.7,7.41581136265175,26500,0.0,1.0
2003-06-11,19.63,20.35,19.45,20.1,7.20086030866185,63400,0.0,1.0
2003-06-10,19.5,19.65,19.16,19.63,7.03248198303642,53600,0.0,1.0
2003-06-09,20.0,20.04,19.53,19.65,7.03964701816942,28600,0.0,1.0
2003-06-06,20.05,20.5,20.05,20.1,7.20086030866185,24100,0.0,1.0
2003-06-05,20.05,20.13,19.98,20.0,7.16503513299686,70700,0.0,1.0
2003-06-04,19.76,20.49,19.74,19.99,7.16145261543036,44000,0.0,1.0
2003-06-03,19.9,19.91,19.58,19.76,7.0790547114009,44300,0.0,1.0
2003-06-02,19.29,20.06,19.29,20.0,7.16503513299686,48900,0.0,1.0
2003-05-30,19.0,19.49,18.85,19.21,6.88201624524349,120700,0.0,1.0
2003-05-29,19.5,19.7,19.11,19.47,6.97516170197244,151900,0.0,1.0
2003-05-28,18.45,18.56,18.16,18.4,6.59183232235711,28400,0.0,1.0
2003-05-27,17.75,18.45,17.7,18.45,6.60974491018961,34500,0.0,1.0
2003-05-23,17.25,17.73,17.23,17.66,6.32672602243623,23200,0.0,1.0
2003-05-22,17.15,17.36,17.01,17.25,6.17984280220979,19200,0.0,1.0
2003-05-21,17.55,17.73,16.92,17.18,6.1547651792443,47900,0.0,1.0
2003-05-20,17.25,17.75,17.19,17.65,6.32314350486973,73200,0.0,1.0
2003-05-19,17.75,17.87,17.1,17.11,6.12968755627882,62600,0.0,1.0
2003-05-16,17.92,18.03,17.75,17.75,6.35896868053471,50400,0.0,1.0
2003-05-15,18.0,18.1,17.95,18.1,6.48435679536216,72000,0.0,1.0
2003-05-14,17.96,18.15,17.93,18.13,6.49510434806166,33500,0.0,1.0
2003-05-13,17.87,18.06,17.8,17.96,6.43420154943118,44700,0.0,1.0
2003-05-12,18.05,18.14,17.92,17.99,6.44494910213068,19400,0.0,1.0
2003-05-09,17.78,18.05,17.78,18.0,6.44853161969718,47800,0.0,1.0
2003-05-08,17.91,17.98,17.71,17.83,6.3876288210667,46900,0.0,1.0
2003-05-07,17.93,18.24,17.68,17.87,6.4019588913327,119500,0.06,1.0
2003-05-06,17.6,18.05,17.52,17.98,6.41981153743234,77200,0.0,1.0
2003-05-05,17.22,17.54,17.0,17.5,6.24842613487575,110200,0.0,1.0
2003-05-02,16.9,17.2,16.9,17.18,6.13416919983802,79200,0.0,1.0
2003-05-01,16.95,17.02,16.69,16.95,6.05204702777965,58800,0.0,1.0
2003-04-30,16.78,17.05,16.69,17.0,6.0698996738793,84400,0.0,1.0
2003-04-29,16.6,16.9,16.6,16.72,5.96992485572129,74700,0.0,1.0
2003-04-28,16.2,16.65,16.1,16.65,5.94493115118178,26100,0.0,1.0
2003-04-25,16.11,16.19,16.1,16.13,5.75926363174548,45700,0.0,1.0
2003-04-24,16.1,16.2,16.06,16.1,5.74855204408569,48600,0.0,1.0
2003-04-23,16.17,16.39,16.1,16.2,5.78425733628498,17300,0.0,1.0
2003-04-22,16.11,16.25,16.03,16.13,5.75926363174548,65800,0.0,1.0
2003-04-21,16.17,16.37,15.87,16.18,5.77711627784512,59700,0.0,1.0
2003-04-17,15.95,16.08,15.4,16.07,5.7378404564259,79800,0.0,1.0
2003-04-16,15.21,15.42,15.19,15.32,5.47005076493123,32100,0.0,1.0
2003-04-15,15.17,15.17,15.05,15.09,5.38792859287286,21800,0.0,1.0
2003-04-14,15.15,15.25,15.02,15.17,5.41649282663229,17200,0.0,1.0
2003-04-11,15.12,15.22,14.95,15.07,5.380787534433,54500,0.0,1.0
2003-04-10,15.1,15.28,14.9,15.03,5.36650541755329,41400,0.0,1.0
2003-04-09,15.0,15.18,14.69,15.03,5.36650541755329,79100,0.0,1.0
2003-04-08,15.38,15.38,15.05,15.05,5.37364647599315,72500,0.0,1.0
2003-04-07,15.32,15.65,15.08,15.15,5.40935176819244,65900,0.0,1.0
2003-04-04,15.0,15.32,14.95,15.12,5.39864018053265,58200,0.0,1.0
2003-04-03,15.0,15.01,14.9,15.0,5.3557938298935,45700,0.0,1.0
2003-04-02,14.73,15.11,14.73,14.97,5.34508224223371,98800,0.0,1.0
2003-04-01,15.0,15.01,14.62,14.66,5.23439583641591,70200,0.0,1.0
2003-03-31,15.0,15.15,14.51,15.1,5.39149912209279,106800,0.0,1.0
2003-03-28,15.3,15.35,15.0,15.0,5.3557938298935,84600,0.0,1.0
2003-03-27,15.48,15.49,15.18,15.18,5.42006335585222,134800,0.0,1.0
2003-03-26,16.11,16.11,15.48,15.5,5.53432029088995,165300,0.0,1.0
2003-03-25,15.44,16.18,15.44,16.11,5.75212257330562,82400,0.0,1.0
2003-03-24,16.64,16.64,15.5,15.51,5.53789082010988,72100,0.0,1.0
2003-03-21,15.3,16.89,15.15,16.89,6.03062385246008,145600,0.0,1.0
2003-03-20,15.4,15.68,14.99,15.39,5.49504446947073,41200,0.0,1.0
2003-03-19,15.35,15.7,15.3,15.5,5.53432029088995,50000,0.0,1.0
2003-03-18,15.24,15.52,15.15,15.35,5.48076235259102,52500,0.0,1.0
2003-03-17,14.2,15.37,14.2,15.37,5.48790341103087,65600,0.0,1.0
2003-03-14,14.1,14.35,14.05,14.14,5.04872831697961,37600,0.0,1.0
2003-03-13,13.48,14.06,13.15,14.03,5.00945249556039,201000,0.0,1.0
2003-03-12,13.94,13.94,13.48,13.48,4.81307338846429,107700,0.0,1.0
2003-03-11,14.52,14.8,13.87,13.96,4.98445879102088,85100,0.0,1.0
2003-03-10,15.1,15.1,14.51,14.52,5.18440842733691,65700,0.0,1.0
2003-03-07,14.7,15.65,14.7,15.15,5.40935176819244,125600,0.0,1.0
2003-03-06,15.0,15.07,14.45,14.8,5.28438324549492,41300,0.06,1.0
2003-03-05,15.2,15.3,15.0,15.24,5.41951552229762,87100,0.0,1.0
2003-03-04,15.25,15.5,15.13,15.25,5.42307163484506,79700,0.0,1.0
2003-03-03,16.3,16.45,15.62,15.8,5.61865782495422,53000,0.0,1.0
2003-02-28,16.3,16.39,16.24,16.35,5.81424401506339,81600,0.0,1.0
2003-02-27,15.95,16.13,15.73,16.13,5.73600953901972,101300,0.0,1.0
2003-02-26,16.15,16.24,15.72,15.8,5.61865782495422,59100,0.0,1.0
2003-02-25,16.1,16.13,15.75,16.09,5.72178508882996,41900,0.0,1.0
2003-02-24,16.35,16.35,15.81,16.05,5.70756063864021,45700,0.0,1.0
2003-02-21,16.1,16.44,15.75,16.4,5.83202457780058,34200,0.0,1.0
2003-02-20,16.0,16.25,15.7,16.14,5.73956565156716,41200,0.0,1.0
2003-02-19,16.4,16.4,15.71,16.0,5.68978007590301,82600,0.0,1.0
2003-02-18,15.5,16.3,15.4,16.3,5.79646345232619,99500,0.0,1.0
2003-02-14,15.6,15.7,15.3,15.46,5.49774999834128,127700,0.0,1.0
2003-02-13,15.55,15.64,15.35,15.58,5.54042334891056,103700,0.0,1.0
2003-02-12,15.91,15.91,15.4,15.56,5.53331112381568,131600,0.0,1.0
2003-02-11,16.9,16.9,15.77,15.9,5.65421895042862,201700,0.0,1.0
2003-02-10,17.81,17.81,15.17,16.75,5.95648851696096,272400,0.0,1.0
2003-02-07,17.95,18.05,17.21,17.81,6.33343644698954,62300,0.0,1.0
2003-02-06,18.2,18.34,17.62,17.82,6.33699255953698,40200,0.0,1.0
2003-02-05,18.0,18.25,17.72,17.93,6.37610979755881,75700,0.0,1.0
2003-02-04,18.85,18.85,18.02,18.1,6.43656371086528,151800,0.0,1.0
2003-02-03,18.9,19.16,18.5,18.91,6.72460882720787,28200,0.0,1.0
2003-01-31,19.11,19.7,18.85,18.9,6.72105271466043,67700,0.0,1.0
2003-01-30,18.25,19.39,18.19,19.07,6.7815066279669,128700,0.0,1.0
2003-01-29,18.8,18.8,18.0,18.16,6.45790038614992,107600,0.0,1.0
2003-01-28,18.6,19.26,18.57,18.9,6.72105271466043,74000,0.0,1.0
2003-01-27,19.15,19.15,18.81,18.85,6.70327215192323,52900,0.0,1.0
2003-01-24,19.72,19.72,19.15,19.25,6.84551665382081,57700,0.0,1.0
2003-01-23,19.35,19.83,19.04,19.77,7.03043450628766,50600,0.0,1.0
2003-01-22,19.6,19.89,19.4,19.4,6.8988583420324,37100,0.0,1.0
2003-01-21,20.25,20.36,19.67,19.67,6.99487338081326,48500,0.0,1.0
2003-01-17,20.4,20.4,19.92,20.16,7.16912289563779,53000,0.0,1.0
2003-01-16,20.58,20.6,20.0,20.45,7.27225015951353,72400,0.0,1.0
2003-01-15,20.9,21.2,19.84,20.55,7.30781128498793,84800,0.0,1.0
