,LITE_Open,LITE_High,LITE_Low,LITE_Close,LITE_Adj Close,LITE_Volume,LITE_Dividend Amount,LITE_Split Coefficient
2021-11-23,89.64,90.44,87.4573,90.36,90.36,898920,0.0,1.0
2021-11-22,91.22,93.32,89.9,89.98,89.98,696541,0.0,1.0
2021-11-19,90.23,91.25,89.6,91.19,91.19,609564,0.0,1.0
2021-11-18,90.92,91.51,89.37,90.07,90.07,631206,0.0,1.0
2021-11-17,89.59,91.7,88.65,91.47,91.47,750924,0.0,1.0
2021-11-16,88.4756,90.46,88.038,89.94,89.94,784483,0.0,1.0
2021-11-15,92.19,92.19,89.3,90.06,90.06,620550,0.0,1.0
2021-11-12,91.12,92.48,90.91,91.8,91.8,379992,0.0,1.0
2021-11-11,91.5,92.64,91.1,91.16,91.16,498983,0.0,1.0
2021-11-10,90.68,93.0,90.58,91.33,91.33,694602,0.0,1.0
2021-11-09,91.25,92.77,90.36,92.26,92.26,885091,0.0,1.0
2021-11-08,93.28,93.94,90.61,91.16,91.16,1187950,0.0,1.0
2021-11-05,89.6,93.43,89.3,93.34,93.34,1469017,0.0,1.0
2021-11-04,85.75,89.42,85.5,88.34,88.34,1505457,0.0,1.0
2021-11-03,86.79,87.05,85.3,86.81,86.81,898137,0.0,1.0
2021-11-02,84.62,87.35,84.4,86.78,86.78,609683,0.0,1.0
2021-11-01,82.39,85.08,82.0,84.49,84.49,522609,0.0,1.0
2021-10-29,81.53,83.52,81.5,82.58,82.58,451790,0.0,1.0
2021-10-28,80.95,83.22,80.95,82.1,82.1,422389,0.0,1.0
2021-10-27,80.83,81.87,80.6,80.7,80.7,628367,0.0,1.0
2021-10-26,81.69,82.22,80.67,80.78,80.78,675706,0.0,1.0
2021-10-25,83.99,84.3,81.18,81.34,81.34,747633,0.0,1.0
2021-10-22,84.75,85.7,83.8,84.05,84.05,211639,0.0,1.0
2021-10-21,85.87,85.87,84.56,84.88,84.88,304588,0.0,1.0
2021-10-20,85.45,85.74,84.77,85.37,85.37,557163,0.0,1.0
2021-10-19,84.96,86.39,84.7833,85.22,85.22,1466759,0.0,1.0
2021-10-18,85.03,85.58,84.0,84.65,84.65,472103,0.0,1.0
2021-10-15,87.17,87.17,85.13,85.19,85.19,354612,0.0,1.0
2021-10-14,86.0,86.86,85.75,86.39,86.39,337163,0.0,1.0
2021-10-13,84.89,85.35,84.04,85.15,85.15,337179,0.0,1.0
2021-10-12,83.71,84.94,83.59,84.62,84.62,469042,0.0,1.0
2021-10-11,84.1,86.38,83.89,85.54,85.54,482255,0.0,1.0
2021-10-08,85.14,85.58,84.09,84.16,84.16,230197,0.0,1.0
2021-10-07,82.81,86.15,82.65,84.83,84.83,881337,0.0,1.0
2021-10-06,81.51,82.35,80.77,81.85,81.85,449791,0.0,1.0
2021-10-05,82.97,83.65,81.94,81.98,81.98,425147,0.0,1.0
2021-10-04,85.18,85.48,81.9,82.26,82.26,564227,0.0,1.0
2021-10-01,83.9,86.0,82.671,85.37,85.37,489965,0.0,1.0
2021-09-30,84.52,85.56,83.54,83.54,83.54,563880,0.0,1.0
2021-09-29,84.5,85.92,83.6,83.98,83.98,389110,0.0,1.0
2021-09-28,85.6,85.63,83.66,84.49,84.49,518182,0.0,1.0
2021-09-27,86.61,86.9764,85.54,85.99,85.99,394897,0.0,1.0
2021-09-24,85.42,87.04,85.305,86.58,86.58,411659,0.0,1.0
2021-09-23,84.59,86.34,84.48,85.48,85.48,516879,0.0,1.0
2021-09-22,84.91,85.475,84.26,84.37,84.37,354591,0.0,1.0
2021-09-21,85.25,85.71,83.5,84.22,84.22,631037,0.0,1.0
2021-09-20,84.19,84.95,83.59,84.79,84.79,781660,0.0,1.0
2021-09-17,86.51,86.51,84.59,85.38,85.38,1365861,0.0,1.0
2021-09-16,86.5,86.82,85.4,86.47,86.47,453981,0.0,1.0
2021-09-15,86.5,87.15,85.73,86.5,86.5,615774,0.0,1.0
2021-09-14,87.7,87.7999,85.23,85.91,85.91,413472,0.0,1.0
2021-09-13,86.16,88.04,85.0401,87.57,87.57,562774,0.0,1.0
2021-09-10,88.39,88.51,85.7501,85.82,85.82,684590,0.0,1.0
2021-09-09,88.13,89.65,87.7,88.72,88.72,547382,0.0,1.0
2021-09-08,87.5,88.21,87.09,88.17,88.17,341674,0.0,1.0
2021-09-07,88.73,88.7908,87.0012,87.99,87.99,485348,0.0,1.0
2021-09-03,88.06,89.34,87.66,89.03,89.03,489235,0.0,1.0
2021-09-02,87.83,89.04,87.83,88.33,88.33,412245,0.0,1.0
2021-09-01,87.01,88.24,86.7901,87.45,87.45,469079,0.0,1.0
2021-08-31,87.25,87.28,85.781,86.64,86.64,368969,0.0,1.0
2021-08-30,86.91,87.65,86.44,87.07,87.07,364694,0.0,1.0
2021-08-27,85.53,87.45,85.53,86.96,86.96,493467,0.0,1.0
2021-08-26,86.67,86.74,85.36,85.52,85.52,322232,0.0,1.0
2021-08-25,87.0,87.51,86.4,86.91,86.91,434318,0.0,1.0
2021-08-24,86.48,86.88,85.46,86.75,86.75,441291,0.0,1.0
2021-08-23,84.92,87.43,84.8,86.21,86.21,1097760,0.0,1.0
2021-08-20,83.7861,85.79,83.13,84.58,84.58,807648,0.0,1.0
2021-08-19,81.84,84.99,81.46,84.96,84.96,1469379,0.0,1.0
2021-08-18,81.75,83.56,79.86,81.67,81.67,1651566,0.0,1.0
2021-08-17,77.915,81.38,77.32,80.24,80.24,1689460,0.0,1.0
2021-08-16,78.43,79.22,78.17,78.38,78.38,545708,0.0,1.0
2021-08-13,79.37,79.7,78.25,78.64,78.64,437560,0.0,1.0
2021-08-12,79.51,79.73,78.679,79.11,79.11,341294,0.0,1.0
2021-08-11,79.97,80.0777,77.91,79.7,79.7,601885,0.0,1.0
2021-08-10,80.39,81.9924,79.23,79.83,79.83,880610,0.0,1.0
2021-08-09,81.49,81.8329,80.51,80.65,80.65,348748,0.0,1.0
2021-08-06,80.58,82.445,80.58,81.26,81.26,919388,0.0,1.0
2021-08-05,81.72,82.955,80.6,80.87,80.87,603111,0.0,1.0
2021-08-04,81.76,82.22,80.41,81.66,81.66,1010146,0.0,1.0
2021-08-03,83.4,83.42,81.03,81.53,81.53,653185,0.0,1.0
2021-08-02,84.12,85.92,83.43,83.47,83.47,752994,0.0,1.0
2021-07-30,82.95,84.25,82.9,83.99,83.99,573180,0.0,1.0
2021-07-29,83.66,85.0,83.2258,83.68,83.68,399463,0.0,1.0
2021-07-28,81.23,83.8179,80.87,83.3,83.3,382261,0.0,1.0
2021-07-27,82.5,82.55,80.1,81.09,81.09,459898,0.0,1.0
2021-07-26,82.9,83.95,82.76,83.09,83.09,297100,0.0,1.0
2021-07-23,82.74,83.3172,81.73,82.97,82.97,331414,0.0,1.0
2021-07-22,82.5,83.16,81.8215,82.47,82.47,270177,0.0,1.0
2021-07-21,81.58,83.2,81.24,82.8,82.8,427590,0.0,1.0
2021-07-20,81.15,81.98,80.25,81.21,81.21,803316,0.0,1.0
2021-07-19,79.64,81.44,79.2,80.64,80.64,523120,0.0,1.0
2021-07-16,81.32,82.0,80.27,80.27,80.27,347120,0.0,1.0
2021-07-15,82.45,82.795,80.57,81.33,81.33,537098,0.0,1.0
2021-07-14,83.01,84.65,82.52,82.63,82.63,715689,0.0,1.0
2021-07-13,82.7,83.26,82.0,82.29,82.29,451570,0.0,1.0
2021-07-12,82.7,82.99,81.64,82.51,82.51,469124,0.0,1.0
2021-07-09,82.03,83.11,81.65,82.67,82.67,360248,0.0,1.0
2021-07-08,80.97,82.65,80.35,82.23,82.23,456699,0.0,1.0
2021-07-07,83.82,84.19,80.79,82.41,82.41,532398,0.0,1.0
2021-07-06,83.36,83.88,82.26,83.72,83.72,603840,0.0,1.0
2021-07-02,84.27,84.64,83.1792,83.47,83.47,456565,0.0,1.0
2021-07-01,82.48,84.3,82.15,83.98,83.98,854326,0.0,1.0
2021-06-30,83.31,83.42,82.02,82.03,82.03,1033108,0.0,1.0
2021-06-29,83.78,84.98,82.775,83.1,83.1,563777,0.0,1.0
2021-06-28,83.0,84.55,83.0,83.7,83.7,700803,0.0,1.0
2021-06-25,83.0,84.57,82.26,82.64,82.64,1640947,0.0,1.0
2021-06-24,81.36,82.99,81.36,82.98,82.98,819623,0.0,1.0
2021-06-23,80.4,81.88,80.28,80.95,80.95,825936,0.0,1.0
2021-06-22,80.87,81.0,79.39,80.24,80.24,953666,0.0,1.0
2021-06-21,80.52,82.49,79.935,81.17,81.17,950989,0.0,1.0
2021-06-18,80.84,81.25,79.72,80.02,80.02,1008152,0.0,1.0
2021-06-17,80.5,82.15,80.27,81.14,81.14,495678,0.0,1.0
2021-06-16,81.49,81.49,79.99,81.08,81.08,662625,0.0,1.0
2021-06-15,82.72,82.75,80.78,81.32,81.32,729442,0.0,1.0
2021-06-14,81.12,82.7,80.96,82.18,82.18,779186,0.0,1.0
2021-06-11,81.56,81.78,80.47,80.79,80.79,909207,0.0,1.0
2021-06-10,80.72,81.78,80.24,81.28,81.28,714770,0.0,1.0
2021-06-09,81.68,82.02,80.16,80.19,80.19,665204,0.0,1.0
2021-06-08,80.2,81.55,80.08,81.45,81.45,616749,0.0,1.0
2021-06-07,81.79,81.94,79.92,80.05,80.05,1020089,0.0,1.0
2021-06-04,81.06,82.8,80.75,81.94,81.94,732725,0.0,1.0
2021-06-03,81.49,81.53,80.06,80.69,80.69,783015,0.0,1.0
2021-06-02,80.12,81.99,79.785,81.33,81.33,1131047,0.0,1.0
2021-06-01,79.64,80.78,79.2,80.06,80.06,1380733,0.0,1.0
2021-05-28,81.63,82.1,80.875,81.37,81.37,594459,0.0,1.0
2021-05-27,80.19,82.11,80.04,81.15,81.15,967782,0.0,1.0
2021-05-26,80.0,81.83,80.0,80.53,80.53,1059498,0.0,1.0
2021-05-25,80.5,81.0,79.7,80.05,80.05,1630781,0.0,1.0
2021-05-24,79.81,81.42,79.65,80.28,80.28,1032081,0.0,1.0
2021-05-21,79.1,80.3,78.55,79.35,79.35,1794975,0.0,1.0
2021-05-20,76.85,79.79,76.66,79.27,79.27,1996106,0.0,1.0
2021-05-19,73.72,76.76,73.41,76.63,76.63,2309328,0.0,1.0
2021-05-18,72.93,75.83,72.78,74.67,74.67,2593264,0.0,1.0
2021-05-17,69.26,72.585,69.26,72.18,72.18,2544016,0.0,1.0
2021-05-14,67.775,70.5,66.3126,70.05,70.05,2411834,0.0,1.0
2021-05-13,68.51,68.6219,65.67,67.43,67.43,4674222,0.0,1.0
2021-05-12,71.5,72.0,68.07,68.24,68.24,9809914,0.0,1.0
2021-05-11,79.8,82.98,79.31,82.14,82.14,1145739,0.0,1.0
2021-05-10,82.29,82.5,80.371,80.77,80.77,926959,0.0,1.0
2021-05-07,82.03,83.6,81.55,82.93,82.93,837218,0.0,1.0
2021-05-06,80.07,81.68,79.35,81.39,81.39,1508741,0.0,1.0
2021-05-05,83.17,83.99,80.69,81.17,81.17,1429753,0.0,1.0
2021-05-04,82.88,83.93,81.5,83.72,83.72,1307254,0.0,1.0
2021-05-03,85.29,86.73,83.72,83.87,83.87,1069652,0.0,1.0
2021-04-30,90.71,91.005,85.03,85.05,85.05,2039301,0.0,1.0
2021-04-29,95.37,95.5,91.44,92.64,92.64,1154728,0.0,1.0
2021-04-28,94.31,95.21,93.9,94.45,94.45,472118,0.0,1.0
2021-04-27,94.9,95.25,94.0,94.71,94.71,637820,0.0,1.0
2021-04-26,94.25,94.88,93.51,94.5,94.5,647113,0.0,1.0
2021-04-23,92.65,94.49,92.34,94.08,94.08,578693,0.0,1.0
2021-04-22,93.0,93.51,91.845,92.3,92.3,488608,0.0,1.0
2021-04-21,91.73,93.5,91.2638,93.12,93.12,498248,0.0,1.0
2021-04-20,92.99,93.94,91.76,91.97,91.97,674667,0.0,1.0
2021-04-19,93.93,95.1,91.87,92.52,92.52,861813,0.0,1.0
2021-04-16,93.64,93.92,92.84,93.19,93.19,1064861,0.0,1.0
2021-04-15,92.67,93.8,91.69,93.04,93.04,864943,0.0,1.0
2021-04-14,92.67,93.63,92.12,92.47,92.47,656726,0.0,1.0
2021-04-13,92.68,93.2499,91.88,92.5,92.5,728538,0.0,1.0
2021-04-12,91.89,93.22,91.3777,92.61,92.61,1458553,0.0,1.0
2021-04-09,91.35,91.91,88.92,91.2,91.2,917823,0.0,1.0
2021-04-08,91.38,92.01,90.17,91.27,91.27,746798,0.0,1.0
2021-04-07,90.93,91.0,89.2,90.4,90.4,1388459,0.0,1.0
2021-04-06,93.4,93.51,90.7,90.95,90.95,1241073,0.0,1.0
2021-04-05,93.19,94.25,92.78,93.6,93.6,723490,0.0,1.0
2021-04-01,91.51,93.38,91.51,92.57,92.57,1334822,0.0,1.0
2021-03-31,91.04,92.545,90.045,91.35,91.35,1077974,0.0,1.0
2021-03-30,90.0,90.585,88.13,90.36,90.36,1464717,0.0,1.0
2021-03-29,90.99,92.21,89.825,90.09,90.09,1441075,0.0,1.0
2021-03-26,87.28,92.26,86.57,91.93,91.93,3209862,0.0,1.0
2021-03-25,83.03,87.0787,81.53,85.74,85.74,5475645,0.0,1.0
2021-03-24,83.1,83.22,78.001,79.0,79.0,3147506,0.0,1.0
2021-03-23,84.21,84.44,82.22,82.5,82.5,1337426,0.0,1.0
2021-03-22,84.15,86.4041,83.9,85.51,85.51,1226616,0.0,1.0
2021-03-19,84.0,85.36,83.5,83.54,83.54,1793996,0.0,1.0
2021-03-18,86.18,88.13,84.75,84.92,84.92,1821449,0.0,1.0
2021-03-17,88.09,89.41,86.93,88.41,88.41,1642940,0.0,1.0
2021-03-16,91.15,91.85,89.12,90.17,90.17,724574,0.0,1.0
2021-03-15,89.55,90.9799,88.1,90.38,90.38,851158,0.0,1.0
2021-03-12,85.31,89.2799,84.1453,88.72,88.72,1499703,0.0,1.0
2021-03-11,87.66,88.51,85.9,86.66,86.66,1147693,0.0,1.0
2021-03-10,84.3,85.52,82.7,84.97,84.97,1688882,0.0,1.0
2021-03-09,84.73,86.98,84.03,85.69,85.69,1383357,0.0,1.0
2021-03-08,84.71,86.0,82.91,82.91,82.91,1475154,0.0,1.0
2021-03-05,85.54,86.35,82.5864,86.11,86.11,1248948,0.0,1.0
2021-03-04,86.5,88.5,84.14,85.32,85.32,1415929,0.0,1.0
2021-03-03,88.38,88.84,86.15,86.57,86.57,895812,0.0,1.0
2021-03-02,91.67,91.88,88.83,88.89,88.89,826460,0.0,1.0
2021-03-01,90.84,91.93,90.31,91.19,91.19,1103768,0.0,1.0
2021-02-26,89.81,91.58,88.28,90.0,90.0,685157,0.0,1.0
2021-02-25,92.71,93.53,89.07,89.72,89.72,972582,0.0,1.0
2021-02-24,89.96,93.73,89.23,93.53,93.53,1170376,0.0,1.0
2021-02-23,88.88,90.22,85.29,90.01,90.01,1365099,0.0,1.0
2021-02-22,90.345,91.53,89.53,90.0,90.0,942407,0.0,1.0
2021-02-19,93.13,93.14,91.36,91.74,91.74,1537548,0.0,1.0
2021-02-18,91.27,92.1,90.54,91.42,91.42,913415,0.0,1.0
2021-02-17,93.79,94.362,91.14,92.76,92.76,1150701,0.0,1.0
2021-02-16,95.22,95.91,94.11,94.23,94.23,1197254,0.0,1.0
2021-02-12,95.25,96.32,92.46,93.95,93.95,4069013,0.0,1.0
2021-02-11,88.52,93.48,88.52,92.55,92.55,2583368,0.0,1.0
2021-02-10,87.53,89.5,86.09,88.72,88.72,1471714,0.0,1.0
2021-02-09,88.43,89.7,86.43,87.07,87.07,2209542,0.0,1.0
2021-02-08,90.56,91.8,87.69,88.14,88.14,3562637,0.0,1.0
2021-02-05,91.13,91.13,87.97,88.78,88.78,1264422,0.0,1.0
2021-02-04,89.1,89.6325,87.64,89.55,89.55,2317001,0.0,1.0
2021-02-03,90.23,90.91,87.89,88.54,88.54,2574889,0.0,1.0
2021-02-02,91.0,91.86,85.9,88.14,88.14,6670204,0.0,1.0
2021-02-01,95.86,96.2,92.93,95.62,95.62,2281240,0.0,1.0
2021-01-29,97.32,97.97,93.41,93.8,93.8,1589906,0.0,1.0
2021-01-28,99.31,100.0,95.3826,95.52,95.52,1553016,0.0,1.0
2021-01-27,96.715,101.4,95.25,99.54,99.54,1773840,0.0,1.0
2021-01-26,99.0,99.98,97.44,97.55,97.55,1222974,0.0,1.0
2021-01-25,101.1,102.22,97.65,98.86,98.86,1806104,0.0,1.0
2021-01-22,97.83,100.8199,97.0,99.0,99.0,2341176,0.0,1.0
2021-01-21,96.38,97.99,94.4554,97.47,97.47,3297989,0.0,1.0
2021-01-20,97.13,98.99,94.12,96.01,96.01,5342258,0.0,1.0
2021-01-19,95.01,96.78,91.91,94.6,94.6,11441820,0.0,1.0
2021-01-15,106.51,107.88,104.53,106.32,106.32,793911,0.0,1.0
2021-01-14,108.72,110.785,106.0,106.24,106.24,842337,0.0,1.0
2021-01-13,109.23,110.98,107.1433,107.29,107.29,887926,0.0,1.0
2021-01-12,109.75,112.08,106.435,108.93,108.93,1724759,0.0,1.0
2021-01-11,105.92,108.64,105.42,107.89,107.89,1811309,0.0,1.0
2021-01-08,105.52,106.87,103.54,106.55,106.55,1546496,0.0,1.0
2021-01-07,103.0,104.74,102.0,104.61,104.61,1118385,0.0,1.0
2021-01-06,100.12,104.12,99.7748,102.68,102.68,1466122,0.0,1.0
2021-01-05,96.28,101.62,96.18,101.38,101.38,1464056,0.0,1.0
2021-01-04,95.0,98.27,94.7,96.72,96.72,1023995,0.0,1.0
2020-12-31,95.11,95.5,94.34,94.8,94.8,405277,0.0,1.0
2020-12-30,95.42,96.67,94.52,95.11,95.11,621707,0.0,1.0
2020-12-29,99.46,100.12,95.4,95.8,95.8,1326013,0.0,1.0
2020-12-28,99.41,101.25,98.67,98.94,98.94,906012,0.0,1.0
2020-12-24,98.0,98.94,97.65,98.3,98.3,519355,0.0,1.0
2020-12-23,97.705,99.0,96.5901,98.13,98.13,1422254,0.0,1.0
2020-12-22,90.32,98.4099,89.97,97.75,97.75,2278510,0.0,1.0
2020-12-21,90.13,90.98,87.9,89.64,89.64,1348132,0.0,1.0
2020-12-18,92.64,93.56,90.74,91.13,91.13,1513630,0.0,1.0
2020-12-17,93.21,93.95,91.08,92.75,92.75,881254,0.0,1.0
2020-12-16,94.0,94.19,92.12,93.01,93.01,854426,0.0,1.0
2020-12-15,91.76,94.09,90.79,93.98,93.98,1781711,0.0,1.0
2020-12-14,87.92,88.95,87.52,87.97,87.97,541466,0.0,1.0
2020-12-11,86.66,87.63,85.82,86.62,86.62,873825,0.0,1.0
2020-12-10,84.85,89.81,84.5839,88.34,88.34,913617,0.0,1.0
2020-12-09,90.78,91.0,85.35,87.13,87.13,1193047,0.0,1.0
2020-12-08,91.02,91.95,89.945,90.34,90.34,1166699,0.0,1.0
2020-12-07,89.22,91.76,89.15,91.47,91.47,838768,0.0,1.0
2020-12-04,87.88,89.36,87.6,89.31,89.31,873018,0.0,1.0
2020-12-03,87.2,88.8,86.88,88.08,88.08,1054554,0.0,1.0
2020-12-02,86.22,87.65,85.5,87.14,87.14,527387,0.0,1.0
2020-12-01,86.95,87.88,86.0,86.97,86.97,635868,0.0,1.0
2020-11-30,84.78,86.76,83.5,86.38,86.38,1151892,0.0,1.0
2020-11-27,84.36,84.83,82.765,84.53,84.53,296168,0.0,1.0
2020-11-25,82.81,83.86,82.03,83.38,83.38,490108,0.0,1.0
2020-11-24,83.7,84.48,82.47,83.17,83.17,735145,0.0,1.0
2020-11-23,84.0,84.495,82.87,83.34,83.34,605210,0.0,1.0
2020-11-20,82.1,84.75,81.88,83.35,83.35,948866,0.0,1.0
2020-11-19,80.95,82.1,79.94,82.04,82.04,921137,0.0,1.0
2020-11-18,82.53,83.955,80.55,80.69,80.69,1496466,0.0,1.0
2020-11-17,82.32,84.02,81.36,83.2,83.2,650149,0.0,1.0
2020-11-16,84.805,84.805,82.24,82.64,82.64,929154,0.0,1.0
2020-11-13,82.72,84.17,82.25,83.69,83.69,893211,0.0,1.0
2020-11-12,85.68,85.94,82.31,82.48,82.48,1376874,0.0,1.0
2020-11-11,84.51,85.9899,84.22,85.28,85.28,733138,0.0,1.0
2020-11-10,87.19,88.15,83.4248,84.29,84.29,1185786,0.0,1.0
2020-11-09,90.75,92.58,88.28,88.59,88.59,1319580,0.0,1.0
2020-11-06,90.28,90.48,87.14,88.66,88.66,1277014,0.0,1.0
2020-11-05,87.04,90.65,86.25,89.52,89.52,1622459,0.0,1.0
2020-11-04,83.0,85.57,82.49,84.9,84.9,917104,0.0,1.0
2020-11-03,84.1,85.47,81.57,81.79,81.79,1499065,0.0,1.0
2020-11-02,83.76,84.89,80.0,81.42,81.42,1983927,0.0,1.0
2020-10-30,84.0,85.0,81.58,82.69,82.69,1293040,0.0,1.0
2020-10-29,83.82,85.82,82.75,85.18,85.18,1299068,0.0,1.0
2020-10-28,82.7,82.99,80.7,81.33,81.33,681499,0.0,1.0
2020-10-27,82.64,84.805,82.59,83.84,83.84,897519,0.0,1.0
2020-10-26,83.8,83.86,80.785,82.6,82.6,747087,0.0,1.0
2020-10-23,85.32,85.7,83.32,84.03,84.03,898703,0.0,1.0
2020-10-22,84.78,86.28,84.01,85.29,85.29,750317,0.0,1.0
2020-10-21,84.54,85.66,83.39,83.42,83.42,800178,0.0,1.0
2020-10-20,83.85,84.925,83.63,84.33,84.33,830916,0.0,1.0
2020-10-19,83.33,84.94,82.95,83.31,83.31,777573,0.0,1.0
2020-10-16,83.48,83.93,81.5,82.73,82.73,880375,0.0,1.0
2020-10-15,80.75,83.89,80.635,83.54,83.54,1124093,0.0,1.0
2020-10-14,83.84,84.49,81.79,82.67,82.67,916506,0.0,1.0
2020-10-13,84.58,85.48,83.05,83.06,83.06,802204,0.0,1.0
2020-10-12,83.8,85.19,82.63,84.22,84.22,844161,0.0,1.0
2020-10-09,83.2,83.88,82.51,82.74,82.74,860563,0.0,1.0
2020-10-08,81.8239,83.88,81.61,82.05,82.05,720292,0.0,1.0
2020-10-07,81.04,82.1299,79.92,80.49,80.49,960714,0.0,1.0
2020-10-06,81.06,82.81,79.88,80.45,80.45,1064588,0.0,1.0
2020-10-05,78.12,80.76,77.75,80.68,80.68,1085705,0.0,1.0
2020-10-02,75.54,77.99,75.175,77.37,77.37,1363710,0.0,1.0
2020-10-01,76.08,77.5,75.88,77.01,77.01,957646,0.0,1.0
2020-09-30,74.32,76.8,74.18,75.13,75.13,1308705,0.0,1.0
2020-09-29,75.0,75.88,74.33,74.61,74.61,779107,0.0,1.0
2020-09-28,75.15,75.61,73.92,75.14,75.14,1085247,0.0,1.0
2020-09-25,73.43,74.45,72.88,74.2,74.2,912991,0.0,1.0
2020-09-24,70.85,74.17,70.79,73.03,73.03,1315075,0.0,1.0
2020-09-23,74.49,76.295,72.31,72.55,72.55,1102067,0.0,1.0
2020-09-22,76.25,76.65,73.355,74.8,74.8,1686094,0.0,1.0
2020-09-21,70.28,75.77,70.16,75.71,75.71,2486790,0.0,1.0
2020-09-18,71.74,72.4,69.31,71.51,71.51,1810108,0.0,1.0
2020-09-17,69.7,70.96,69.25,70.89,70.89,1432559,0.0,1.0
2020-09-16,72.17,72.91,71.18,71.35,71.35,1345707,0.0,1.0
2020-09-15,74.2,74.7,71.56,71.94,71.94,1553999,0.0,1.0
2020-09-14,71.78,73.31,71.52,72.97,72.97,1452163,0.0,1.0
2020-09-11,71.03,72.14,69.15,70.49,70.49,1668709,0.0,1.0
2020-09-10,73.5,74.2,69.72,70.25,70.25,2499953,0.0,1.0
2020-09-09,75.19,75.98,72.1,72.62,72.62,2077057,0.0,1.0
2020-09-08,74.01,75.93,73.02,73.11,73.11,1403459,0.0,1.0
2020-09-04,77.9,79.69,73.18,76.35,76.35,2192139,0.0,1.0
2020-09-03,78.85,78.85,75.38,77.08,77.08,4310547,0.0,1.0
2020-09-02,87.14,87.58,84.66,87.39,87.39,903732,0.0,1.0
2020-09-01,85.27,87.55,85.21,86.28,86.28,909831,0.0,1.0
2020-08-31,85.46,86.39,84.815,86.0,86.0,619505,0.0,1.0
2020-08-28,84.47,85.47,83.42,85.25,85.25,595629,0.0,1.0
2020-08-27,86.72,87.0,84.36,84.43,84.43,607204,0.0,1.0
2020-08-26,84.75,87.38,84.415,86.33,86.33,1416596,0.0,1.0
2020-08-25,84.61,84.73,83.08,84.0,84.0,880850,0.0,1.0
2020-08-24,86.94,87.35,84.165,84.5,84.5,993827,0.0,1.0
2020-08-21,83.84,86.1802,83.84,85.74,85.74,1487440,0.0,1.0
2020-08-20,85.31,87.0,83.425,84.28,84.28,1454536,0.0,1.0
2020-08-19,87.13,88.47,86.15,86.71,86.71,839942,0.0,1.0
2020-08-18,90.2,90.78,86.41,87.19,87.19,1786860,0.0,1.0
2020-08-17,94.095,94.095,90.08,90.3,90.3,1315121,0.0,1.0
2020-08-14,93.44,94.5,92.5,92.99,92.99,909832,0.0,1.0
2020-08-13,92.05,95.09,90.91,94.3,94.3,1186757,0.0,1.0
2020-08-12,90.16,93.7,90.16,92.97,92.97,1470088,0.0,1.0
2020-08-11,92.75,94.46,89.55,89.84,89.84,3254752,0.0,1.0
2020-08-10,91.2,91.86,85.89,88.02,88.02,3124189,0.0,1.0
2020-08-07,93.67,94.0242,89.3296,91.34,91.34,1760601,0.0,1.0
2020-08-06,94.14,95.56,93.03,93.69,93.69,945329,0.0,1.0
2020-08-05,94.94,94.95,92.61,94.14,94.14,921477,0.0,1.0
2020-08-04,95.11,95.91,93.5925,95.56,95.56,1010563,0.0,1.0
2020-08-03,94.0,96.735,93.89,94.58,94.58,1292060,0.0,1.0
2020-07-31,92.5,92.85,90.87,92.83,92.83,1248019,0.0,1.0
2020-07-30,88.01,91.645,87.94,91.09,91.09,1109040,0.0,1.0
2020-07-29,86.9,89.65,86.9,89.01,89.01,895447,0.0,1.0
2020-07-28,87.25,88.1,86.28,86.43,86.43,665933,0.0,1.0
2020-07-27,85.5,87.89,85.0,87.59,87.59,656728,0.0,1.0
2020-07-24,86.83,87.0,84.27,84.47,84.47,929211,0.0,1.0
2020-07-23,88.03,90.33,86.6868,87.47,87.47,1234997,0.0,1.0
2020-07-22,86.68,88.3551,86.6,87.24,87.24,613356,0.0,1.0
2020-07-21,87.67,88.4,86.13,86.66,86.66,715510,0.0,1.0
2020-07-20,84.54,87.6,83.66,87.13,87.13,1270889,0.0,1.0
2020-07-17,82.91,84.65,82.33,84.0,84.0,852200,0.0,1.0
2020-07-16,81.29,82.36,80.68,82.11,82.11,998900,0.0,1.0
2020-07-15,81.8,82.94,80.66,82.58,82.58,1251200,0.0,1.0
2020-07-14,78.71,81.09,77.76,80.63,80.63,1125700,0.0,1.0
2020-07-13,83.84,84.43,78.43,78.5,78.5,1391400,0.0,1.0
2020-07-10,83.55,84.0,81.65,82.43,82.43,907400,0.0,1.0
2020-07-09,83.09,84.54,81.5,83.84,83.84,1023100,0.0,1.0
2020-07-08,83.5,85.55,81.15,82.21,82.21,1538100,0.0,1.0
2020-07-07,83.99,85.93,82.94,82.95,82.95,1439300,0.0,1.0
2020-07-06,83.84,85.54,82.56,84.22,84.22,1524100,0.0,1.0
2020-07-02,82.82,84.79,81.89,82.26,82.26,1697900,0.0,1.0
2020-07-01,81.75,81.75,79.09,80.18,80.18,1825200,0.0,1.0
2020-06-30,78.88,82.27,78.6,81.43,81.43,2407000,0.0,1.0
2020-06-29,76.59,78.8,74.83,78.41,78.41,1978800,0.0,1.0
2020-06-26,75.76,78.73,75.0,76.13,76.13,12645012,0.0,1.0
2020-06-25,72.56,75.675,71.1,75.62,75.62,2067528,0.0,1.0
2020-06-24,75.5,75.99,72.795,72.84,72.84,2025039,0.0,1.0
2020-06-23,76.25,77.25,75.29,75.93,75.93,1946444,0.0,1.0
2020-06-22,74.37,75.62,73.12,75.39,75.39,1223827,0.0,1.0
