,BA_Open,BA_High,BA_Low,BA_Close,BA_Adj Close,BA_Volume,BA_Dividend Amount,BA_Split Coefficient
2010-08-13,64.59,65.7,64.54,64.84,51.4055252224246,3665200,0.0,1.0
2010-08-12,64.65,65.27,64.44,64.7,51.2945324165773,3847700,0.0,1.0
2010-08-11,67.18,67.26,64.92,65.6,52.0080575970243,5230700,0.0,1.0
2010-08-10,68.29,68.97,67.54,68.62,54.4023309803019,4126200,0.0,1.0
2010-08-09,69.17,69.47,68.45,68.99,54.6956691100412,2904300,0.0,1.0
2010-08-06,68.03,68.72,67.36,68.7,54.4657554407861,4498800,0.0,1.0
2010-08-05,68.73,69.25,68.33,68.71,54.4736834983466,4312900,0.0,1.0
2010-08-04,69.42,69.93,69.16,69.25,54.9017986066148,3860000,0.42,1.0
2010-08-03,69.31,70.0,68.93,69.54,54.7993551758862,3773400,0.0,1.0
2010-08-02,69.01,69.93,68.5,69.69,54.9175591344192,5430800,0.0,1.0
2010-07-30,66.61,68.38,66.47,68.14,53.6961182295785,6022000,0.0,1.0
2010-07-29,67.85,68.53,66.69,67.22,52.9711339505762,4458600,0.0,1.0
2010-07-28,67.62,68.0,66.9018,67.32,53.0499365895982,5540700,0.0,1.0
2010-07-27,69.25,69.75,68.4,68.62,54.074370896884,5686800,0.0,1.0
2010-07-26,68.15,68.99,68.0,68.85,54.2556169666345,5836600,0.0,1.0
2010-07-23,66.49,68.17,66.36,67.93,53.5306326876323,5023400,0.0,1.0
2010-07-22,64.02,67.11,64.02,66.6,52.4825575886399,7572300,0.0,1.0
2010-07-21,64.4,64.81,62.665,63.18,49.7875073340882,4459500,0.0,1.0
2010-07-20,62.26,64.0,61.83,63.88,50.339125807242,5068600,0.0,1.0
2010-07-19,62.72,63.36,62.04,63.18,49.7875073340882,5031500,0.0,1.0
2010-07-16,63.96,64.264,61.68,61.9,48.7788335546068,7016400,0.0,1.0
2010-07-15,65.65,65.78,63.36,64.37,50.7252587384497,8068800,0.0,1.0
2010-07-14,64.29,65.39,64.05,64.75,51.0247087667333,3822500,0.0,1.0
2010-07-13,65.15,65.36,64.18,64.43,50.7725403218629,6208300,0.0,1.0
2010-07-12,64.55,64.98,64.01,64.34,50.7016179467431,2299500,0.0,1.0
2010-07-09,65.2,65.2,64.01,64.66,50.9537863916135,3145000,0.0,1.0
2010-07-08,64.09,64.89,63.55,64.73,51.0089482389289,4489200,0.0,1.0
2010-07-07,61.48,63.37,61.03,63.3,49.8820705009145,4785100,0.0,1.0
2010-07-06,62.71,63.02,60.65,61.36,48.3532993038881,5444200,0.0,1.0
2010-07-02,62.32,62.5,61.17,61.94,48.8103546102156,3561300,0.0,1.0
2010-07-01,62.48,62.72,61.31,62.26,49.0625230550859,6465100,0.0,1.0
2010-06-30,63.05,64.21,62.58,62.75,49.4486559862936,7102200,0.0,1.0
2010-06-29,66.11,66.2,62.56,63.04,49.6771836394574,9210000,0.0,1.0
2010-06-28,68.43,68.62,67.26,67.3,53.0341760617938,5517000,0.0,1.0
2010-06-25,67.31,68.77,66.67,68.77,54.1925748554169,13325500,0.0,1.0
2010-06-24,67.17,68.24,67.14,67.43,53.1366194925224,7768700,0.0,1.0
2010-06-23,66.42,67.88,65.651,67.45,53.1523800203268,6098600,0.0,1.0
2010-06-22,67.97,68.47,66.15,66.28,52.2303891437696,4188200,0.0,1.0
2010-06-21,68.95,69.34,67.57,67.97,53.5621537432411,4109500,0.0,1.0
2010-06-18,67.38,68.1436,67.16,67.96,53.5542734793389,6213700,0.0,1.0
2010-06-17,67.48,67.49,65.88,67.26,53.002655006185,3637100,0.0,1.0
2010-06-16,66.93,67.56,66.6,67.03,52.8214089364345,4451700,0.0,1.0
2010-06-15,65.67,67.57,65.47,67.48,53.1760208120334,6400600,0.0,1.0
2010-06-14,66.22,66.55,64.71,64.82,51.0798706140487,6000100,0.0,1.0
2010-06-11,63.16,65.7,63.15,65.38,51.5211653925718,8461800,0.0,1.0
2010-06-10,62.81,64.01,62.3,63.89,50.3470060711442,5682900,0.0,1.0
2010-06-09,61.48,63.18,61.17,61.71,48.629108540465,7726900,0.0,1.0
2010-06-08,60.33,61.1,59.84,61.015,48.0814301992623,7191200,0.0,1.0
2010-06-07,61.69,61.7,60.07,60.11,47.3682663161133,5918400,0.0,1.0
2010-06-04,63.25,63.41,60.93,61.1525,48.1897838279175,8228800,0.0,1.0
2010-06-03,64.84,64.84,63.51,64.31,50.6779771550366,3775600,0.0,1.0
2010-06-02,63.39,64.37,62.06,64.34,50.7016179467431,4587900,0.0,1.0
2010-06-01,64.27,65.2,62.86,62.95,49.6062612643376,6318500,0.0,1.0
2010-05-28,65.15,65.26,63.51,64.18,50.575533724308,5775600,0.0,1.0
2010-05-27,64.86,65.23,63.91,65.13,51.3241587950168,7443400,0.0,1.0
2010-05-26,63.6,65.41,63.0,63.26,49.8505494453057,7386100,0.0,1.0
2010-05-25,61.0,62.975,60.61,62.78,49.4722967780002,6903200,0.0,1.0
2010-05-24,63.66,64.61,63.06,63.15,49.7638665423816,6160500,0.0,1.0
2010-05-21,61.99,65.0,61.39,64.56,50.8749837525915,10882600,0.0,1.0
2010-05-20,65.0,65.11,62.8,63.0,49.6456625838486,10899800,0.0,1.0
2010-05-19,66.85,67.55,65.285,66.21,52.1752272964542,9974000,0.0,1.0
2010-05-18,69.89,70.13,67.2964,67.725,53.3690872776372,8881500,0.0,1.0
2010-05-17,70.36,70.372,67.62,69.68,54.909678870517,4813600,0.0,1.0
2010-05-14,71.08,71.4,68.98,69.82,55.0200025651477,7952800,0.0,1.0
2010-05-13,72.66,73.3,71.56,71.76,56.5487737621742,3952900,0.0,1.0
2010-05-12,72.04,73.37,72.04,72.87,57.4234830553182,6330100,0.0,1.0
2010-05-11,70.31,72.67,70.14,71.42,56.2808447894995,6550300,0.0,1.0
2010-05-10,69.96,71.73,69.8,71.0,55.9498737056071,8841700,0.0,1.0
2010-05-07,68.29,69.12,65.8,66.72,52.5771207554663,8926100,0.0,1.0
2010-05-06,70.66,71.49,62.0,67.97,53.5621537432411,13769700,0.0,1.0
2010-05-05,71.9,72.04,70.44,71.0,55.9498737056071,5509200,0.42,1.0
2010-05-04,74.39,74.39,74.39,74.39,58.2765486552803,6229300,0.0,1.0
2010-05-03,72.62,74.7,72.46,74.39,58.2765486552803,5407700,0.0,1.0
2010-04-30,73.8,74.48,72.26,72.43,56.7410998669438,5600900,0.0,1.0
2010-04-29,73.0,74.0,72.67,73.79,57.8065133119119,5202000,0.0,1.0
2010-04-28,72.95,72.99,71.34,72.37,56.694096332607,5699500,0.0,1.0
2010-04-27,74.65,74.93,72.23,72.48,56.7802694788911,6048300,0.0,1.0
2010-04-26,74.58,75.29,74.14,74.34,58.2373790433329,4023900,0.0,1.0
2010-04-23,75.04,75.6799,74.55,75.13,58.8562589121012,5198200,0.0,1.0
2010-04-22,74.46,76.0,73.68,75.59,59.2166193420169,9088900,0.0,1.0
2010-04-21,71.51,74.65,71.51,74.16,58.0963684403224,12035700,0.0,1.0
2010-04-20,71.54,71.98,70.95,71.41,55.9420397832177,4759600,0.0,1.0
2010-04-19,70.27,71.28,70.16,70.96,55.5895132756914,4203100,0.0,1.0
2010-04-16,72.1,72.1,69.88,70.79,55.4563365950704,8071300,0.0,1.0
2010-04-15,71.34,72.61,71.34,72.09,56.4747465057018,2943700,0.0,1.0
2010-04-14,70.83,71.76,70.81,71.7,56.1692235325124,3495900,0.0,1.0
2010-04-13,71.54,71.69,70.5,71.19,55.7696934906493,5079300,0.0,1.0
2010-04-12,72.15,72.57,71.8,71.92,56.3415698250807,3666100,0.0,1.0
2010-04-09,72.26,72.66,71.81,72.42,56.7332659445543,3345700,0.0,1.0
2010-04-08,71.89,72.46,71.21,72.28,56.6235910311017,3741500,0.0,1.0
2010-04-07,72.16,72.52,71.47,72.1,56.4825804280912,6717200,0.0,1.0
2010-04-06,71.84,73.18,71.77,72.36,56.6862624102175,5193800,0.0,1.0
2010-04-05,72.99,73.05,70.95,72.04,56.4355768937544,9326300,0.0,1.0
2010-04-01,73.24,73.51,72.3,72.99,57.1797995207542,4411000,0.0,1.0
2010-03-31,72.92,73.06,71.95,72.61,56.8821104699543,5884600,0.0,1.0
2010-03-30,73.84,74.18,72.7,73.53,57.6028313297857,4381300,0.0,1.0
2010-03-29,73.08,74.53,73.0,74.11,58.057198828375,9064200,0.0,1.0
2010-03-26,72.66,72.99,72.35,72.59,56.8664426251753,4933700,0.0,1.0
2010-03-25,72.95,73.43,72.0,72.49,56.7881034012806,5431000,0.0,1.0
2010-03-24,72.42,73.2,71.78,72.32,56.6549267206596,7700000,0.0,1.0
2010-03-23,72.54,72.63,71.51,72.18,56.545251807207,4985400,0.0,1.0
2010-03-22,71.66,72.64,71.51,71.91,56.3337359026913,9013600,0.0,1.0
2010-03-19,73.2,73.3,70.72,70.72,55.4014991383441,17722500,0.0,1.0
2010-03-18,69.35,70.93,69.19,70.87,55.5190079741862,7433700,0.0,1.0
2010-03-17,68.97,69.49,68.29,69.38,54.3517535381549,6004300,0.0,1.0
2010-03-16,69.24,69.3149,68.3,68.72,53.8347146604498,7494400,0.0,1.0
2010-03-15,69.37,69.77,68.52,69.4,54.3674213829339,7709000,0.0,1.0
2010-03-12,70.48,70.49,69.25,69.83,54.7042800456811,5302100,0.0,1.0
2010-03-11,70.08,70.43,69.15,70.07,54.8922941830285,7289500,0.0,1.0
2010-03-10,68.14,70.48,68.03,70.01,54.8452906486916,10616500,0.0,1.0
2010-03-09,67.57,68.34,67.35,67.79,53.1061598782289,7655900,0.0,1.0
2010-03-08,68.01,68.01,67.13,67.24,52.675294146808,5075600,0.0,1.0
2010-03-05,66.06,68.04,66.03,67.93,53.2158347916815,8505600,0.0,1.0
2010-03-04,65.09,65.8,64.85,65.55,51.3513612629872,7718700,0.0,1.0
2010-03-03,64.58,64.97,64.05,64.45,50.4896298001453,4289400,0.0,1.0
2010-03-02,64.64,65.33,64.36,64.44,50.4817958777559,4383200,0.0,1.0
2010-03-01,63.05,64.33,63.0,64.0,50.1371032926191,5265600,0.0,1.0
2010-02-26,63.09,63.88,63.03,63.16,49.4790538119035,4416000,0.0,1.0
2010-02-25,62.72,62.97,62.0,62.87,49.2518700626088,5043100,0.0,1.0
2010-02-24,63.0,63.7,62.64,63.48,49.7297393283666,3400400,0.0,1.0
2010-02-23,63.81,64.17,62.25,62.77,49.1735308387141,6483800,0.0,1.0
2010-02-22,63.58,64.47,63.19,63.97,50.1136015254507,6034100,0.0,1.0
2010-02-19,62.65,64.34,62.65,63.59,49.8159124746508,7371100,0.0,1.0
2010-02-18,61.78,63.01,61.72,62.89,49.2675379073878,4390300,0.0,1.0
2010-02-17,61.39,62.0,61.0,61.82,48.4293082117143,4116200,0.0,1.0
2010-02-16,60.42,61.29,59.9,61.26,47.9906085579039,4268700,0.0,1.0
2010-02-12,59.87,59.92,58.93,59.65,46.7293470531989,5178300,0.0,1.0
2010-02-11,59.75,60.75,58.94,60.59,47.4657357578093,4395800,0.0,1.0
2010-02-10,59.71,60.05,58.94,59.54,46.6431739069147,4237100,0.0,1.0
2010-02-09,58.62,60.43,58.39,59.74,46.7998523547042,8250900,0.0,1.0
2010-02-08,58.33,58.9704,57.78,57.89,45.3505767126519,4724500,0.0,1.0
2010-02-05,59.21,59.74,57.14,58.4,45.7501067545149,9675700,0.0,1.0
2010-02-04,60.95,61.17,59.25,59.32,46.4708276143463,7490700,0.0,1.0
2010-02-03,61.52,61.8,60.85,61.46,48.1472870056933,5480600,0.42,1.0
2010-02-02,61.29,62.0,61.0,61.52,47.8671799707539,7862300,0.0,1.0
2010-02-01,60.74,61.86,60.72,61.7,48.0072334882236,5919900,0.0,1.0
2010-01-29,62.8,63.4,60.32,60.6,47.1513508814643,8725400,0.0,1.0
2010-01-28,62.15,62.95,61.31,62.56,48.6763780716899,8862500,0.0,1.0
2010-01-27,58.84,62.08,58.83,61.93,48.186190760546,14758500,0.0,1.0
2010-01-26,57.54,58.5,57.23,57.71,44.9027138509787,4552000,0.0,1.0
2010-01-25,58.35,58.7464,57.5,57.78,44.9571791077724,3489900,0.0,1.0
2010-01-22,58.62,59.17,57.7,57.77,44.9493983568019,4743300,0.0,1.0
2010-01-21,60.3,61.26,58.9,59.2,46.0620457455889,5401300,0.0,1.0
2010-01-20,60.33,60.57,58.53,60.2,46.8401208426428,5374100,0.0,1.0
2010-01-19,60.6,61.01,59.96,60.65,47.190254636317,5427100,0.0,1.0
2010-01-15,61.53,61.56,60.21,60.82,47.3225274028162,5067300,0.0,1.0
2010-01-14,61.03,61.62,60.78,61.56,47.8983029746361,3000400,0.0,1.0
2010-01-13,60.61,61.7,60.35,61.16,47.5870729358145,4950400,0.0,1.0
2010-01-12,60.07,61.2,59.91,60.43,47.0190781149652,5273800,0.0,1.0
2010-01-11,61.95,62.09,60.51,60.87,47.3614311576689,5624900,0.0,1.0
2010-01-08,61.54,61.78,60.86,61.6,47.9294259785182,7146600,0.0,1.0
2010-01-07,59.51,62.31,59.02,62.2,48.3962710367505,14379100,0.0,1.0
2010-01-06,58.23,59.99,57.88,59.78,46.5133293018802,8836500,0.0,1.0
2010-01-05,56.25,58.28,56.0,58.02,45.1439171310654,8867800,0.0,1.0
2010-01-04,55.72,56.39,54.8,56.18,43.7122589524862,6186700,0.0,1.0
2009-12-31,55.0,55.22,54.05,54.13,42.1172050035258,2189400,0.0,1.0
2009-12-30,54.86,55.29,54.75,54.96,42.7630073340805,2461000,0.0,1.0
2009-12-29,55.34,55.46,55.14,55.21,42.957526108344,2164000,0.0,1.0
2009-12-28,55.33,55.55,54.89,55.14,42.9030608515502,2072200,0.0,1.0
2009-12-24,55.26,55.56,55.11,55.48,43.1676063845485,1004000,0.0,1.0
2009-12-23,55.41,55.65,54.92,54.96,42.7630073340805,3061900,0.0,1.0
2009-12-22,54.38,55.37,54.31,55.1,42.8719378476681,3669800,0.0,1.0
2009-12-21,53.36,54.5,53.36,54.3,42.249477770025,3655800,0.0,1.0
2009-12-18,54.7,54.74,53.1,53.44,41.5803331865586,8920500,0.0,1.0
2009-12-17,54.9,55.4,54.41,54.47,42.3817505365241,5824200,0.0,1.0
2009-12-16,56.11,56.14,54.45,55.13,42.8952801005797,7803800,0.0,1.0
2009-12-15,56.37,56.37,55.33,55.67,43.3154406529888,7364800,0.0,1.0
2009-12-14,56.02,56.56,55.82,56.05,43.6111091898692,4830600,0.0,1.0
2009-12-11,55.47,55.8,55.12,55.6,43.260975396195,7396600,0.0,1.0
2009-12-10,55.65,56.39,54.72,55.01,42.8019110889332,5755600,0.0,1.0
2009-12-09,55.75,55.8,55.11,55.47,43.159825633578,3900100,0.0,1.0
2009-12-08,55.99,56.22,55.06,55.66,43.3076599020182,4658500,0.0,1.0
2009-12-07,55.2,55.95,54.9,55.82,43.4321519175469,4948800,0.0,1.0
2009-12-04,54.75,55.45,53.62,54.68,42.5451463069054,5449900,0.0,1.0
2009-12-03,53.99,54.41,53.51,53.77,41.8370979685864,3997600,0.0,1.0
2009-12-02,54.04,54.57,53.26,53.78,41.844878719557,5980000,0.0,1.0
2009-12-01,52.75,54.22,52.75,53.72,41.7981942137337,6359000,0.0,1.0
2009-11-30,52.43,52.69,51.78,52.41,40.7789158365932,5432200,0.0,1.0
2009-11-27,51.35,52.811,51.0,52.45,40.8100388404753,3281400,0.0,1.0
2009-11-25,51.97,52.95,51.83,52.93,41.1835148870612,3021500,0.0,1.0
2009-11-24,52.08,52.63,50.95,51.97,40.4365627938895,3288200,0.0,1.0
2009-11-23,52.5,53.0,52.32,52.63,40.950092357945,3255300,0.0,1.0
2009-11-20,51.12,51.89,51.07,51.7,40.2264825176849,4696400,0.0,1.0
2009-11-19,51.54,51.8,50.75,51.43,40.0164022414804,3182700,0.0,1.0
2009-11-18,52.59,52.64,51.45,52.02,40.4754665487422,4377300,0.0,1.0
2009-11-17,52.42,52.69,51.7,52.53,40.8722848482396,3945400,0.0,1.0
2009-11-16,51.0,52.52,50.88,52.48,40.8333810933869,5704600,0.0,1.0
2009-11-13,49.98,50.94,49.72,50.68,39.43284591869,3545300,0.0,1.0
2009-11-12,50.62,50.92,50.09,50.28,39.1216158798684,3323500,0.0,1.0
2009-11-11,50.78,51.42,50.544,50.68,39.43284591869,3545800,0.0,1.0
2009-11-10,51.07,51.07,50.13,50.32,39.1527388837506,4735600,0.0,1.0
2009-11-09,50.01,51.48,49.89,51.35,39.9541562337161,4444100,0.0,1.0
2009-11-06,49.71,49.98,49.314,49.68,38.6547708216361,3212400,0.0,1.0
2009-11-05,48.49,49.86,48.32,49.77,38.724797580371,4916000,0.0,1.0
2009-11-04,48.28,48.9,47.8,48.07,37.4020699153794,5082000,0.42,1.0
2009-11-03,48.27,48.27,48.27,48.27,37.2323760531112,4899700,0.0,1.0
2009-11-02,47.82,48.41,47.33,48.27,37.2323760531112,5932500,0.0,1.0
2009-10-30,48.7,48.81,47.66,47.8,36.8698482564474,8702600,0.0,1.0
2009-10-29,48.31,49.13,47.8103,48.81,37.6488973514058,8301100,0.0,1.0
2009-10-28,47.72,47.8,47.18,47.22,36.4224735286495,6909800,0.0,1.0
2009-10-27,48.3,48.53,47.55,47.75,36.8312814695683,7044700,0.0,1.0
2009-10-26,49.85,49.98,48.0,48.29,37.2478027678629,7427700,0.0,1.0
2009-10-23,51.06,51.06,49.5,49.89,38.481939947995,5856700,0.0,1.0
2009-10-22,50.33,51.23,49.75,51.07,39.3921161183424,6375000,0.0,1.0
2009-10-21,51.07,52.0,50.5,50.63,39.0527283938061,8115500,0.0,1.0
2009-10-20,51.71,52.3,51.07,51.89,40.0246114231602,8189400,0.0,1.0
2009-10-19,53.32,53.75,52.59,53.45,41.227895173789,3841200,0.0,1.0
2009-10-16,51.19,53.72,50.85,53.19,41.0273478820175,7431400,0.0,1.0
2009-10-15,52.03,52.53,50.94,51.76,39.9243377772744,5684300,0.0,1.0
2009-10-14,52.31,52.55,51.57,52.51,40.5028395804614,4646100,0.0,1.0
2009-10-13,51.64,51.98,51.36,51.9,40.032324780536,3023600,0.0,1.0
2009-10-12,52.66,52.73,51.38,51.66,39.8472042035162,3974100,0.0,1.0
2009-10-09,52.49,52.75,51.96,52.69,40.6416800132262,2589700,0.0,1.0
2009-10-08,52.3,52.6,51.86,52.3,40.340859075569,3190600,0.0,1.0
2009-10-07,52.18,52.25,51.25,51.79,39.9474778494019,3659300,0.0,1.0
2009-10-06,51.54,52.57,51.15,52.29,40.3331457181932,6244300,0.0,1.0
2009-10-05,51.75,52.52,51.38,52.28,40.3254323608174,3083000,0.0,1.0
2009-10-02,51.19,51.76,50.1,51.4,39.6466569117447,6041200,0.0,1.0
2009-10-01,53.85,53.9,52.03,52.11,40.1943052854283,6606000,0.0,1.0
2009-09-30,54.86,55.25,53.46,54.15,41.7678301900968,5939600,0.0,1.0
2009-09-29,53.28,55.48,53.28,54.62,42.1303579867606,7266000,0.0,1.0
2009-09-28,51.82,53.34,51.76,53.07,40.9347875935076,4921900,0.0,1.0
2009-09-25,51.86,52.4,51.3,51.52,39.7392172002546,3638600,0.0,1.0
2009-09-24,52.23,52.52,51.52,51.79,39.9474778494019,5351900,0.0,1.0
2009-09-23,53.35,53.4,52.26,52.37,40.3948525771998,4609100,0.0,1.0
2009-09-22,52.96,53.31,52.13,53.14,40.9887810951384,3898300,0.0,1.0
2009-09-21,52.6,53.36,52.42,52.86,40.7728070886153,3076100,0.0,1.0
2009-09-18,53.02,53.29,52.1,53.02,40.8962208066285,6532900,0.0,1.0
2009-09-17,52.25,53.16,52.2,52.88,40.7882338033669,4676800,0.0,1.0
2009-09-16,52.44,52.76,51.79,52.36,40.387139219824,5101400,0.0,1.0
2009-09-15,51.26,52.34,50.88,52.07,40.163451855925,6584400,0.0,1.0
2009-09-14,50.99,51.26,50.44,50.97,39.3149825445842,4392700,0.0,1.0
2009-09-11,50.64,51.44,50.48,51.35,39.6080901248656,5880500,0.0,1.0
2009-09-10,50.42,50.72,49.79,50.49,38.9447413905445,3847200,0.0,1.0
2009-09-09,49.7,51.15,49.7,50.53,38.9755948200478,5895800,0.0,1.0
2009-09-08,49.73,49.88,48.81,49.5,38.1811190103378,4583900,0.0,1.0
2009-09-04,48.74,49.26,48.05,49.15,37.9111515021839,5711400,0.0,1.0
2009-09-03,48.67,48.83,47.761,48.46,37.3789298432519,5466500,0.0,1.0
2009-09-02,48.59,48.98,48.16,48.4,37.3326496989969,3835700,0.0,1.0
2009-09-01,49.21,50.38,48.47,48.77,37.6180439219025,8242400,0.0,1.0
2009-08-31,50.17,50.25,49.02,49.67,38.3122460857268,9297900,0.0,1.0
2009-08-28,51.68,52.53,50.7,51.04,39.368976046215,11455800,0.0,1.0
2009-08-27,51.37,52.38,51.0,51.82,39.9706179215294,17771800,0.0,1.0
2009-08-26,48.07,48.38,47.44,47.82,36.8852749711991,3956000,0.0,1.0
2009-08-25,47.5,48.77,47.28,48.25,37.2169493383596,8247900,0.0,1.0
2009-08-24,46.51,47.7868,45.973,47.13,36.3530533122671,6157100,0.0,1.0
2009-08-21,45.18,46.02,44.92,45.87,35.381170282913,5529800,0.0,1.0
2009-08-20,43.54,44.83,43.49,44.74,34.5095608994447,5192100,0.0,1.0
2009-08-19,43.5,43.91,43.1,43.52,33.5685312995939,6578900,0.0,1.0
2009-08-18,44.0,44.53,43.69,43.78,33.7690785913654,5444200,0.0,1.0
2009-08-17,43.99,44.28,43.7,44.16,34.0621861716468,5211100,0.0,1.0
2009-08-14,45.82,46.24,44.21,44.87,34.6098345453304,10505300,0.0,1.0
2009-08-13,46.45,46.87,45.75,46.62,35.9596720860999,3484300,0.0,1.0
2009-08-12,45.33,46.78,45.31,46.34,35.7436980795768,4682100,0.0,1.0
2009-08-11,45.56,45.83,44.84,45.39,35.0109291288734,5121500,0.0,1.0
2009-08-10,46.41,46.41,45.19,45.77,35.3040367091548,5620600,0.0,1.0
2009-08-07,45.89,47.21,45.38,46.69,36.0136655877307,6689100,0.0,1.0
2009-08-06,44.29,45.73,44.0301,45.52,35.1112027747591,10207000,0.0,1.0
2009-08-05,43.63,44.2101,43.4,44.03,33.9619125257611,7129800,0.42,1.0
2009-08-04,43.64,44.44,43.35,43.74,33.41943878238,5964600,0.0,1.0
2009-08-03,43.18,44.02,42.51,43.79,33.4576411586744,6064800,0.0,1.0
2009-07-31,43.32,43.49,42.8,42.91,32.7852793358922,6029200,0.0,1.0
2009-07-30,43.94,44.5,43.13,43.24,33.0374150194355,8279800,0.0,1.0
2009-07-29,43.0,43.5,42.64,43.37,33.1367411978011,5078100,0.0,1.0
2009-07-28,41.99,43.35,41.8,43.25,33.0450554946944,7831200,0.0,1.0
2009-07-27,42.0,42.37,41.43,42.24,32.2733674935466,5671700,0.0,1.0
2009-07-24,41.95,42.49,41.72,42.37,32.3726936719122,5068000,0.0,1.0
2009-07-23,42.0,42.19,40.78,41.95,32.0517937110388,13617700,0.0,1.0
2009-07-22,42.4,43.46,41.95,42.0,32.0899960873333,12052300,0.0,1.0
2009-07-21,42.82,43.71,42.5,43.02,32.86932456374,9161800,0.0,1.0
2009-07-20,41.71,42.26,41.16,42.2,32.2428055925111,5535200,0.0,1.0
2009-07-17,42.25,42.4,41.1,41.36,31.6010056707644,5691600,0.0,1.0
2009-07-16,41.01,42.22,41.01,42.05,32.1281984636277,5356800,0.0,1.0
2009-07-15,40.77,41.46,40.51,41.36,31.6010056707644,7867100,0.0,1.0
2009-07-14,40.39,40.9,40.11,40.41,30.87516052117,5748500,0.0,1.0
2009-07-13,39.68,40.83,39.26,40.44,30.8980819469466,6549000,0.0,1.0
2009-07-10,39.2,39.71,38.92,39.65,30.2944844014944,5833500,0.0,1.0
2009-07-09,39.75,40.0,39.02,39.3,30.0270677674333,5432600,0.0,1.0
2009-07-08,39.12,39.83,38.92,39.55,30.2180796489055,8800400,0.0,1.0
2009-07-07,40.5,40.69,38.9405,39.04,29.8284154107022,7701600,0.0,1.0
2009-07-06,40.38,40.76,39.92,40.56,30.9897676500533,7132800,0.0,1.0
2009-07-02,41.81,41.81,40.62,40.9,31.2495438088555,7201500,0.0,1.0
2009-07-01,42.63,42.95,42.15,42.23,32.2657270182877,6346700,0.0,1.0
2009-06-30,43.63,43.79,42.1,42.5,32.4720198502777,8321200,0.0,1.0
2009-06-29,42.15,43.02,42.08,42.65,32.5866269791611,5514600,0.0,1.0
2009-06-26,42.11,42.78,41.5,41.88,31.9983103842266,15578800,0.0,1.0
2009-06-25,41.4,42.6,41.11,42.53,32.4949412760544,14005100,0.0,1.0
2009-06-24,43.14,43.55,41.09,41.32,31.5704437697288,21282800,0.0,1.0
2009-06-23,44.39,44.5,42.52,43.87,33.5187649607455,27281100,0.0,1.0
2009-06-22,47.83,48.03,46.53,46.9,35.8338289641888,5198500,0.0,1.0
2009-06-19,49.18,49.53,48.11,48.44,37.0104621540577,7032600,0.0,1.0
2009-06-18,48.43,49.28,48.15,48.96,37.4077668675199,3098700,0.0,1.0
2009-06-17,48.55,49.16,48.05,48.55,37.0945073819055,4870800,0.0,1.0
2009-06-16,49.57,50.15,48.7,48.83,37.3084406891544,5725700,0.0,1.0
2009-06-15,50.9,51.09,49.0175,49.52,37.8356334820177,6363200,0.0,1.0
2009-06-12,50.76,51.56,50.11,51.44,39.3026047317244,5476700,0.0,1.0
2009-06-11,51.83,52.57,50.48,50.66,38.7066476615311,11852300,0.0,1.0
2009-06-10,52.82,53.2,51.1,52.3,39.9596856039888,6556200,0.0,1.0
2009-06-09,53.39,53.39,51.31,52.35,39.9978879802833,7723800,0.0,1.0
2009-06-08,52.49,53.33,51.13,52.83,40.3646307927099,7957400,0.0,1.0
2009-06-05,52.16,53.26,52.16,52.65,40.2271022380499,13724100,0.0,1.0
2009-06-04,48.63,50.91,48.57,50.57,38.6378833842011,7324600,0.0,1.0
2009-06-03,48.71,49.2,47.7917,48.37,36.9569788272455,4700000,0.0,1.0
2009-06-02,47.7,49.43,47.31,49.2,37.5911382737333,7453200,0.0,1.0
2009-06-01,45.54,47.81,45.54,47.7,36.4450669849,6920500,0.0,1.0
2009-05-29,44.61,45.08,43.95,44.85,34.2675315361166,5417400,0.0,1.0
2009-05-28,43.99,44.45,43.19,44.32,33.8625863473955,4559600,0.0,1.0
2009-05-27,43.89,44.33,43.4504,43.57,33.2895507029788,4622300,0.0,1.0
2009-05-26,42.61,44.33,42.52,44.16,33.7403387432533,4718300,0.0,1.0
2009-05-22,43.47,43.61,42.86,42.94,32.8082007616688,2951600,0.0,1.0
2009-05-21,43.99,44.0,42.7,43.29,33.0756173957299,5785000,0.0,1.0
2009-05-20,45.05,45.74,44.54,44.58,34.0612387041266,4734200,0.0,1.0
2009-05-19,44.36,45.06,43.9,44.62,34.0918006051622,4792100,0.0,1.0
2009-05-18,44.25,44.53,43.81,44.37,33.9007887236899,7288000,0.0,1.0
2009-05-15,43.27,43.99,42.71,43.0,32.8540436132222,5189300,0.0,1.0
2009-05-14,42.94,43.81,42.72,43.44,33.1902245246133,5251600,0.0,1.0
2009-05-13,43.18,43.42,42.38,42.95,32.8158412369277,6323700,0.0,1.0
2009-05-12,44.54,45.07,43.29,44.1,33.6944958917,7068700,0.0,1.0
2009-05-11,45.26,45.6,44.53,44.72,34.1682053577511,9595700,0.0,1.0
2009-05-08,43.96,45.84,43.77,45.83,35.0162981114877,7491100,0.0,1.0
2009-05-07,44.47,44.62,42.75,43.53,33.2589888019433,7106700,0.0,1.0
2009-05-06,43.3,44.21,43.08,44.2,33.7709006442888,7930300,0.42,1.0
2009-05-05,41.92,43.25,41.92,43.15,32.6583227880113,7683900,0.0,1.0
2009-05-04,41.9,42.18,41.51,42.18,31.924172774005,5269800,0.0,1.0
