,ICE_Open,ICE_High,ICE_Low,ICE_Close,ICE_Adj Close,ICE_Volume,ICE_Dividend Amount,ICE_Split Coefficient
2014-07-14,185.96,187.52,185.04,186.51,32.6916356162116,656200,0.0,1.0
2014-07-11,183.56,184.65,182.81,184.4,32.321792974261,1297000,0.0,1.0
2014-07-10,184.77,185.39,182.4,183.45,32.1552761449468,773700,0.0,1.0
2014-07-09,185.5,187.13,184.28,186.91,32.7617479653966,801200,0.0,1.0
2014-07-08,189.25,189.25,184.57,185.39,32.4953210384937,961500,0.0,1.0
2014-07-07,190.3,190.3,188.45,189.41,33.1999501478025,563900,0.0,1.0
2014-07-03,188.48,190.97,188.48,190.29,33.3541973160094,514500,0.0,1.0
2014-07-02,186.49,188.15,185.7,187.72,32.9037254724961,856900,0.0,1.0
2014-07-01,189.84,190.67,186.17,186.32,32.6583322503488,927700,0.0,1.0
2014-06-30,188.31,190.11,188.04,188.9,33.1105569025917,830600,0.0,1.0
2014-06-27,188.41,189.9,185.7,187.93,32.9405344558182,971800,0.0,1.0
2014-06-26,187.63,189.47,187.48,189.25,33.1719052081285,568600,0.0,1.0
2014-06-25,190.25,191.18,187.17,187.93,32.9405344558182,1051100,0.0,1.0
2014-06-24,194.11,195.08,189.71,190.18,33.3349164199835,1866900,0.0,1.0
2014-06-23,194.74,198.48,193.62,198.19,34.7389162124121,648400,0.0,1.0
2014-06-20,197.93,197.93,193.37,194.86,34.1552309054474,1243300,0.0,1.0
2014-06-19,203.0,203.0,194.62,196.96,34.5233207386684,962700,0.0,1.0
2014-06-18,194.25,198.89,193.92,198.18,34.7371634036825,1069800,0.0,1.0
2014-06-17,192.61,195.24,191.73,194.66,34.1201747308549,840900,0.0,1.0
2014-06-16,193.45,194.19,191.48,192.52,33.7450736627155,496800,0.0,1.0
2014-06-13,191.97,193.63,191.3,193.26,33.8747815087076,730300,0.0,1.0
2014-06-12,187.6,193.12,187.32,192.02,33.6574332262343,1077300,0.65,1.0
2014-06-11,189.99,189.99,187.0,188.34,32.9010275280478,776400,0.0,1.0
2014-06-10,188.06,190.41,188.0,190.12,33.2119749051314,1090000,0.0,1.0
2014-06-09,189.51,191.25,188.64,188.91,33.0006005645296,976000,0.0,1.0
2014-06-06,191.0,191.42,189.16,190.05,33.1997466374932,599200,0.0,1.0
2014-06-05,192.62,192.78,188.23,190.42,33.2643817664376,1345200,0.0,1.0
2014-06-04,193.95,194.92,191.6,192.84,33.6871304476411,954200,0.0,1.0
2014-06-03,194.03,196.63,193.76,194.8,34.0295219415085,775100,0.0,1.0
2014-06-02,197.0,197.09,193.31,194.19,33.9229613235191,671600,0.0,1.0
2014-05-30,195.0,197.57,194.57,196.4,34.3090252018083,841500,0.0,1.0
2014-05-29,196.87,196.87,194.35,195.0,34.0644598490459,646200,0.0,1.0
2014-05-28,196.8,196.93,194.15,195.8,34.2042114791959,568600,0.0,1.0
2014-05-27,193.5,198.61,192.59,197.39,34.4819678441189,829300,0.0,1.0
2014-05-23,193.61,193.61,190.87,192.67,33.6574332262343,577700,0.0,1.0
2014-05-22,191.95,194.97,191.22,193.85,33.8635668807054,578400,0.0,1.0
2014-05-21,188.64,192.7,188.03,192.19,33.5735822481443,689900,0.0,1.0
2014-05-20,191.33,191.47,187.22,187.88,32.8206703407116,859600,0.0,1.0
2014-05-19,187.21,191.76,186.92,191.56,33.4635278394012,734700,0.0,1.0
2014-05-16,189.07,189.53,187.1,188.51,32.9307247494546,976500,0.0,1.0
2014-05-15,191.2,191.83,187.24,189.07,33.0285508905596,1275000,0.0,1.0
2014-05-14,190.82,192.03,189.13,191.83,33.5106940145768,748000,0.0,1.0
2014-05-13,191.21,191.96,189.93,190.82,33.3342575815126,605000,0.0,1.0
2014-05-12,188.64,191.67,188.64,191.36,33.4285899318638,1072900,0.0,1.0
2014-05-09,191.87,192.3,186.9,188.23,32.8818116789021,2796400,0.0,1.0
2014-05-08,198.25,198.25,190.84,192.14,33.5648477712599,3160600,0.0,1.0
2014-05-07,198.67,202.09,197.56,201.75,35.243614228436,1010500,0.0,1.0
2014-05-06,201.15,201.66,197.91,198.21,34.6252132650226,733700,0.0,1.0
2014-05-05,201.75,202.83,199.29,202.27,35.3344527880335,571800,0.0,1.0
2014-05-02,205.84,207.0,202.1,202.3,35.3396934741641,626100,0.0,1.0
2014-05-01,204.78,206.0,203.52,205.48,35.8952062040101,533000,0.0,1.0
2014-04-30,203.58,204.94,201.61,204.44,35.7135290848151,642400,0.0,1.0
2014-04-29,202.56,203.8,201.08,203.35,35.5231174887359,680200,0.0,1.0
2014-04-28,203.09,203.24,199.64,201.59,35.215663902406,901600,0.0,1.0
2014-04-25,205.33,205.75,201.93,202.45,35.3658969048172,766100,0.0,1.0
2014-04-24,204.45,206.23,202.7,205.77,35.9458661699394,824200,0.0,1.0
2014-04-23,203.73,206.07,201.23,204.29,35.687325654162,1048300,0.0,1.0
2014-04-22,200.38,204.85,198.8,203.83,35.6069684668258,814300,0.0,1.0
2014-04-21,197.9,200.69,196.29,200.59,35.0409743647186,530100,0.0,1.0
2014-04-17,197.56,198.92,195.86,198.27,34.6356946372838,632900,0.0,1.0
2014-04-16,194.6,198.39,193.95,198.03,34.5937691482388,1023500,0.0,1.0
2014-04-15,191.55,196.72,191.26,193.85,33.8635668807054,1073800,0.0,1.0
2014-04-14,189.7,192.13,188.78,191.52,33.4565402578937,866200,0.0,1.0
2014-04-11,189.09,191.19,188.3,189.13,33.0390322628208,842800,0.0,1.0
2014-04-10,192.83,193.91,189.09,190.51,33.2801038248295,942500,0.0,1.0
2014-04-09,192.05,194.16,191.47,192.7,33.6626739123649,733800,0.0,1.0
2014-04-08,192.58,193.98,190.22,191.92,33.5264160729687,1001600,0.0,1.0
2014-04-07,196.46,196.75,192.18,192.27,33.5875574111593,1385900,0.0,1.0
2014-04-04,202.34,203.34,196.42,196.55,34.3352286324614,1415800,0.0,1.0
2014-04-03,204.54,205.23,200.58,202.18,35.3187307296416,1544300,0.0,1.0
2014-04-02,193.44,201.4,193.44,200.29,34.9885675034124,1642800,0.0,1.0
2014-04-01,197.59,198.05,192.24,193.14,33.7395373089473,1761300,0.0,1.0
2014-03-31,196.68,201.11,196.38,197.83,34.5588312407013,1832300,0.0,1.0
2014-03-28,199.92,200.27,195.34,196.17,34.2688466081402,1295100,0.0,1.0
2014-03-27,199.86,200.5,195.54,199.42,34.8365876056243,1077200,0.0,1.0
2014-03-26,200.34,202.24,199.31,199.47,34.8453220825087,847500,0.0,1.0
2014-03-25,204.22,204.98,199.71,199.98,34.9344137467293,1275100,0.0,1.0
2014-03-24,203.42,205.17,203.42,203.77,35.5964870945646,968000,0.0,1.0
2014-03-21,206.2,207.75,203.85,203.85,35.6104622575796,2234500,0.0,1.0
2014-03-20,204.05,205.43,201.94,203.41,35.5335988609971,909600,0.0,1.0
2014-03-19,205.77,206.63,202.83,203.48,35.5458271286352,1022600,0.0,1.0
2014-03-18,209.16,209.16,205.65,205.94,35.9755633913463,823600,0.0,1.0
2014-03-17,206.0,209.5,205.76,209.16,36.5380637026997,696500,0.0,1.0
2014-03-14,204.02,206.0,203.0,204.93,35.799126958282,785600,0.0,1.0
2014-03-13,209.17,209.51,203.44,204.05,35.6454001651171,703600,0.65,1.0
2014-03-12,207.95,209.42,206.04,209.14,36.4185588203839,568700,0.0,1.0
2014-03-11,211.9,211.9,207.69,208.45,36.2984057861194,689600,0.0,1.0
2014-03-10,212.6,212.83,209.57,210.28,36.6170725291686,598600,0.0,1.0
2014-03-07,215.73,216.21,212.04,212.64,37.0280307333194,945300,0.0,1.0
2014-03-06,214.55,219.34,214.55,214.97,37.4337648925023,1032500,0.0,1.0
2014-03-05,214.58,216.08,212.67,213.9,37.2474406219763,737400,0.0,1.0
2014-03-04,211.52,215.39,211.27,214.92,37.4250581508889,555700,0.0,1.0
2014-03-03,207.41,210.62,206.71,209.98,36.5648320794884,773700,0.0,1.0
2014-02-28,209.27,211.72,207.69,208.84,36.3663183707037,748000,0.0,1.0
2014-02-27,213.46,213.46,206.25,209.08,36.4081107304478,875100,0.0,1.0
2014-02-26,215.23,215.27,208.67,208.89,36.3750251123171,1066700,0.0,1.0
2014-02-25,214.65,217.21,213.29,214.23,37.3049051166245,692100,0.0,1.0
2014-02-24,212.67,216.4,212.27,215.32,37.4947120837958,686000,0.0,1.0
2014-02-21,211.37,213.93,210.08,212.91,37.0750471380316,952000,0.0,1.0
2014-02-20,212.41,213.33,209.65,210.25,36.6118484842006,667100,0.0,1.0
2014-02-19,215.47,216.38,211.58,211.78,36.8782747775696,837000,0.0,1.0
2014-02-18,214.88,218.45,214.85,216.95,37.7785518603915,810000,0.0,1.0
2014-02-14,216.25,217.0,213.22,214.85,37.4128687126302,689500,0.0,1.0
2014-02-13,216.46,219.83,215.74,216.91,37.7715864671008,711700,0.0,1.0
2014-02-12,216.55,218.75,213.47,217.41,37.8586538832345,1171600,0.0,1.0
2014-02-11,213.4,216.99,212.11,216.48,37.6967084892259,1279800,0.0,1.0
2014-02-10,215.6,216.9,211.27,212.11,36.9357392722178,1437000,0.0,1.0
2014-02-07,210.18,216.3,210.18,215.53,37.531280398572,1216800,0.0,1.0
2014-02-06,208.11,210.58,207.38,210.42,36.641451405686,816400,0.0,1.0
2014-02-05,208.68,210.51,205.0,207.56,36.1434257854015,711800,0.0,1.0
2014-02-04,203.12,209.0,202.9,208.87,36.3715424156717,1045100,0.0,1.0
2014-02-03,208.18,208.58,203.0,203.45,35.4277316247829,1191300,0.0,1.0
2014-01-31,205.6,210.25,205.6,208.79,36.3576116290903,828400,0.0,1.0
2014-01-30,201.01,209.55,201.01,209.3,36.4464203935467,581800,0.0,1.0
2014-01-29,203.04,207.63,203.04,204.78,35.6593309516984,836900,0.0,1.0
2014-01-28,209.0,209.0,204.0,206.9,36.0284967961051,801100,0.0,1.0
2014-01-27,208.23,208.23,202.61,203.16,35.3772325234254,1426300,0.0,1.0
2014-01-24,206.0,207.02,204.34,204.36,35.5861943221462,1312400,0.0,1.0
2014-01-23,208.15,208.99,205.98,206.89,36.0267554477824,1036400,0.0,1.0
2014-01-22,209.16,210.98,207.37,209.98,36.5648320794884,1162800,0.0,1.0
2014-01-21,208.38,212.33,207.62,208.0,36.2200451115992,1548600,0.0,1.0
2014-01-17,209.02,210.31,206.03,206.87,36.0232727511371,1713600,0.0,1.0
2014-01-16,208.8,212.66,208.1,209.33,36.4516444385147,1396100,0.0,1.0
2014-01-15,219.71,219.99,208.32,210.88,36.721553428529,3625200,0.0,1.0
2014-01-14,221.06,221.33,218.28,219.8,38.2748361323533,984400,0.0,1.0
2014-01-13,225.0,225.56,220.01,220.51,38.3984718632631,620900,0.0,1.0
2014-01-10,226.45,227.38,224.05,225.33,39.2378017547915,601500,0.0,1.0
2014-01-09,227.94,228.86,227.0,227.53,39.6208983857796,543000,0.0,1.0
2014-01-08,227.17,228.21,224.99,227.01,39.5303482730006,647900,0.0,1.0
2014-01-07,228.84,229.5,226.05,227.82,39.6713974871371,856600,0.0,1.0
2014-01-06,226.9,228.82,226.01,226.46,39.4345741152536,671700,0.0,1.0
2014-01-03,224.6,226.96,224.47,225.88,39.3335759125385,972800,0.0,1.0
2014-01-02,224.16,225.49,222.15,224.6,39.1106833272364,766700,0.0,1.0
2013-12-31,223.5,225.89,222.45,224.92,39.1664064735619,442200,0.0,1.0
2013-12-30,225.38,225.7,221.89,223.52,38.9226177083877,343600,0.0,1.0
2013-12-27,224.68,225.63,223.62,224.74,39.1350622037538,437200,0.0,1.0
2013-12-26,226.23,227.07,224.08,224.86,39.1559583836259,349200,0.0,1.0
2013-12-24,226.01,226.08,223.77,226.01,39.3562134407333,280800,0.0,1.0
2013-12-23,226.57,226.66,223.91,226.06,39.3649201823467,774000,0.0,1.0
2013-12-20,223.0,225.74,222.11,224.46,39.086304450719,2514700,0.0,1.0
2013-12-19,225.0,225.88,222.06,222.63,38.7676377076698,846200,0.0,1.0
2013-12-18,221.58,225.7,219.77,225.15,39.2064574849834,1468600,0.0,1.0
2013-12-17,222.29,223.16,219.79,222.22,38.6962424264402,1167400,0.0,1.0
2013-12-16,221.0,222.39,220.11,221.84,38.6300711901786,1019100,0.0,1.0
2013-12-13,218.83,221.25,218.57,220.44,38.3862824250044,931600,0.0,1.0
2013-12-12,216.86,219.49,215.77,217.83,37.9317905127868,1396100,0.65,1.0
2013-12-11,218.26,220.07,216.69,218.5,37.9352628480589,1069800,0.0,1.0
2013-12-10,217.29,218.09,215.94,216.77,37.6349058470193,526400,0.0,1.0
2013-12-09,216.24,219.02,215.72,217.37,37.7390759051833,746800,0.0,1.0
2013-12-06,214.38,218.5,213.5,218.2,37.8831778189769,974200,0.0,1.0
2013-12-05,211.77,213.38,210.95,212.65,36.9196047809598,1202400,0.0,1.0
2013-12-04,211.04,213.68,210.37,212.3,36.8588389136975,602200,0.0,1.0
2013-12-03,214.15,214.42,212.13,212.71,36.9300217867762,844100,0.0,1.0
2013-12-02,213.83,215.96,212.66,214.89,37.3085063314388,888500,0.0,1.0
2013-11-29,215.0,215.29,213.12,213.29,37.0307195096681,204747,0.0,1.0
2013-11-27,213.94,215.625,212.714,214.42,37.2269064525436,458592,0.0,1.0
2013-11-26,216.0,216.63,213.28,213.28,37.028983342032,1276000,0.0,1.0
2013-11-25,217.88,218.05,215.6,216.32,37.5567783033963,656600,0.0,1.0
2013-11-22,215.71,218.13,214.88,217.41,37.7460205757276,924700,0.0,1.0
2013-11-21,215.2,216.04,213.07,215.71,37.4508720775963,1440600,0.0,1.0
2013-11-20,206.95,213.23,206.0,213.07,36.9925238216746,1678300,0.0,1.0
2013-11-19,203.59,207.84,203.59,206.42,35.8379723436902,1796300,0.0,1.0
2013-11-18,204.33,204.52,201.27,203.17,35.2737178619685,939900,0.0,1.0
2013-11-15,199.0,203.44,199.0,202.36,35.1330882834471,799800,0.0,1.0
2013-11-14,197.37,198.78,197.28,198.78,34.5115402697352,850100,0.0,1.0
2013-11-13,200.222,200.222,200.04,200.04,34.7302973918796,762600,0.0,1.0
2013-11-12,202.41,203.18,197.8,197.8,34.3413958414007,1884900,0.0,1.0
2013-11-11,204.2,205.8,202.29,202.72,35.1955903183455,352500,0.0,1.0
2013-11-08,200.29,205.25,200.29,204.2,35.4525431284834,679800,0.0,1.0
2013-11-07,199.8,202.44,198.94,200.33,34.7806462533256,1301200,0.0,1.0
2013-11-06,198.81,199.96,197.0,199.8,34.688629368614,772900,0.0,1.0
2013-11-05,198.77,200.87,195.46,197.97,34.3709106912138,1005500,0.0,1.0
2013-11-04,195.51,196.06,192.21,193.84,33.6538734575182,698700,0.0,1.0
2013-11-01,194.68,196.31,193.06,195.35,33.9160347705643,713700,0.0,1.0
2013-10-31,191.46,194.09,191.39,192.73,33.4611588499148,846500,0.0,1.0
2013-10-30,193.05,193.81,190.47,190.6,33.0913551434326,905400,0.0,1.0
2013-10-29,193.61,195.19,191.78,192.85,33.4819928615476,1023000,0.0,1.0
2013-10-28,196.32,196.32,192.79,193.81,33.64866495461,603200,0.0,1.0
2013-10-25,196.4,197.06,195.25,196.0,34.0288856669086,432400,0.0,1.0
2013-10-24,196.08,196.83,195.28,196.2,34.06360901963,503200,0.0,1.0
2013-10-23,197.1,197.1,194.85,195.94,34.0184686610922,736800,0.0,1.0
2013-10-22,197.48,198.46,195.76,197.47,34.2841023094105,393000,0.0,1.0
2013-10-21,198.42,198.42,196.57,197.25,34.245906621417,394800,0.0,1.0
2013-10-18,197.08,198.53,195.97,198.22,34.4143148821155,637200,0.0,1.0
2013-10-17,194.99,197.6,194.14,197.25,34.245906621417,510200,0.0,1.0
2013-10-16,195.73,197.48,194.44,195.51,33.9438134527414,366900,0.0,1.0
2013-10-15,194.73,196.04,193.42,194.12,33.7024861513281,484200,0.0,1.0
2013-10-14,193.89,196.21,193.11,195.66,33.9698559672824,289100,0.0,1.0
2013-10-11,192.57,195.26,192.2,194.68,33.7997115389478,599100,0.0,1.0
2013-10-10,190.66,194.7,190.01,193.16,33.5358140582657,855900,0.0,1.0
2013-10-09,189.9,191.2,187.35,188.96,32.8066236511176,944600,0.0,1.0
2013-10-08,192.5,193.7,187.68,189.66,32.9281553856423,1097100,0.0,1.0
2013-10-07,192.0,194.34,191.54,193.0,33.5080353760886,688600,0.0,1.0
2013-10-04,188.71,193.78,187.88,193.65,33.620886272433,1190400,0.0,1.0
2013-10-03,183.89,188.52,183.78,188.03,32.6451600609634,1158100,0.0,1.0
2013-10-02,182.58,184.11,179.1,184.11,31.9645823476253,1174100,0.0,1.0
2013-10-01,181.09,184.23,180.82,183.93,31.9333313301761,708500,0.0,1.0
2013-09-30,179.47,181.76,178.41,181.42,31.4975532535233,553100,0.0,1.0
2013-09-27,178.85,182.0,178.43,181.28,31.4732469066184,379800,0.0,1.0
2013-09-26,179.26,180.78,178.61,179.92,31.2371281081133,390300,0.0,1.0
2013-09-25,180.91,181.62,178.6,178.9,31.0600390092345,559200,0.0,1.0
2013-09-24,180.77,182.19,179.84,180.69,31.3708130160904,402600,0.0,1.0
2013-09-23,181.3,181.73,179.6,181.14,31.4489405597134,358700,0.0,1.0
2013-09-20,183.17,184.95,181.55,182.13,31.620821155684,638000,0.0,1.0
2013-09-19,182.0,183.16,181.03,182.97,31.7666592371137,579900,0.0,1.0
2013-09-18,181.93,182.3,180.77,181.72,31.5496382826053,548600,0.0,1.0
2013-09-17,181.69,182.32,181.09,181.6,31.5288042709725,586100,0.0,1.0
2013-09-16,182.39,182.73,180.69,181.07,31.436787386261,557300,0.0,1.0
2013-09-13,180.75,180.99,178.42,180.53,31.3430343339134,563600,0.0,1.0
2013-09-12,181.31,181.97,179.65,180.0,31.2510174492018,537700,0.0,1.0
2013-09-11,180.95,181.72,180.13,181.55,31.5201234327922,476700,0.0,1.0
2013-09-10,182.5,182.97,180.91,181.0,31.4246342128085,666500,0.0,1.0
2013-09-09,179.04,181.46,179.04,181.43,31.4992894211594,692500,0.0,1.0
2013-09-06,181.95,182.02,177.26,179.39,31.1451112234017,827900,0.0,1.0
2013-09-05,182.67,183.23,180.86,181.0,31.4246342128085,637200,0.0,1.0
2013-09-04,181.56,183.6,179.45,182.95,31.7631869018415,507600,0.0,1.0
2013-09-03,182.23,183.98,180.82,181.67,31.540957444425,516600,0.0,1.0
2013-08-30,179.9,180.61,178.57,179.75,31.2076132583002,422100,0.0,1.0
2013-08-29,179.44,181.68,179.33,180.27,31.2978939753756,423100,0.0,1.0
2013-08-28,180.25,182.97,179.26,179.93,31.2388642757494,456700,0.0,1.0
2013-08-27,181.91,182.58,179.27,180.24,31.2926854724674,646700,0.0,1.0
2013-08-26,185.34,186.48,183.2,183.37,31.8361059425563,499000,0.0,1.0
2013-08-23,185.52,186.44,184.03,185.33,32.1763947992254,567000,0.0,1.0
2013-08-22,182.23,186.21,181.71,185.51,32.2076458166746,515200,0.0,1.0
2013-08-21,182.45,184.37,181.42,181.66,31.5392212767889,453000,0.0,1.0
2013-08-20,181.37,183.57,180.6,183.29,31.8222166014678,783200,0.0,1.0
2013-08-19,180.55,183.67,180.55,181.66,31.5392212767889,517900,0.0,1.0
2013-08-16,180.15,182.4,179.37,181.79,31.5617914560578,468500,0.0,1.0
2013-08-15,180.83,181.19,178.77,180.35,31.3117833164642,446400,0.0,1.0
2013-08-14,182.96,183.6,181.29,182.1,31.6156126527758,301100,0.0,1.0
2013-08-13,183.2,183.61,181.83,183.0,31.7718677400219,387700,0.0,1.0
2013-08-12,183.94,184.38,182.0,183.14,31.7961740869268,428900,0.0,1.0
2013-08-09,187.05,187.97,184.63,184.92,32.1052119261467,206800,0.0,1.0
2013-08-08,185.38,187.83,184.5,187.17,32.4958496442617,508900,0.0,1.0
2013-08-07,186.16,186.32,180.14,184.99,32.1173650995991,631100,0.0,1.0
2013-08-06,184.38,187.44,183.95,186.82,32.4350837769994,644700,0.0,1.0
2013-08-05,187.43,187.88,184.74,185.64,32.2302159959435,808400,0.0,1.0
2013-08-02,187.22,188.78,183.94,188.44,32.7163429340422,934500,0.0,1.0
2013-08-01,184.01,185.95,183.03,185.8,32.2579946781205,637700,0.0,1.0
2013-07-31,180.09,183.89,179.66,182.45,31.6763785200382,948900,0.0,1.0
2013-07-30,178.1,180.13,178.1,179.66,31.1919877495755,380100,0.0,1.0
2013-07-29,176.47,179.19,176.4,178.25,30.9471881128901,388700,0.0,1.0
2013-07-26,177.82,177.9,174.9,177.28,30.7787798521917,442700,0.0,1.0
2013-07-25,176.18,178.76,175.76,178.65,31.0166348183328,366400,0.0,1.0
2013-07-24,178.68,179.45,176.1,176.78,30.6919714703883,545600,0.0,1.0
2013-07-23,177.25,178.85,176.49,178.49,30.9888561361557,516600,0.0,1.0
2013-07-22,178.69,178.69,176.37,177.18,30.761418175831,471700,0.0,1.0
2013-07-19,180.62,180.62,177.46,178.99,31.0756645179591,568400,0.0,1.0
2013-07-18,181.49,182.26,180.18,181.47,31.5062340917036,379000,0.0,1.0
2013-07-17,181.88,182.76,180.54,181.02,31.4281065480806,504300,0.0,1.0
2013-07-16,181.62,183.44,181.24,181.56,31.5218596004282,680600,0.0,1.0
2013-07-15,180.84,182.43,179.78,181.86,31.5739446295102,565100,0.0,1.0
2013-07-12,179.35,181.11,178.66,180.67,31.3673406808183,519300,0.0,1.0
2013-07-11,180.74,181.45,177.01,179.23,31.1173325412247,894500,0.0,1.0
2013-07-10,175.56,179.49,175.19,179.27,31.1242772117689,782100,0.0,1.0
2013-07-09,179.0,179.72,173.54,175.35,30.4436994984308,929700,0.0,1.0
2013-07-08,177.45,179.58,176.98,177.38,30.7961415285523,454900,0.0,1.0
2013-07-05,176.35,177.35,174.87,177.03,30.73537566129,652100,0.0,1.0
2013-07-03,174.37,175.97,173.62,174.9,30.3655719548078,723400,0.0,1.0
2013-07-02,177.52,178.85,173.63,174.5,30.2961252493651,1417400,0.0,1.0
2013-07-01,179.6,181.25,177.93,178.02,30.9072562572606,728100,0.0,1.0
2013-06-28,179.1,180.13,177.76,177.76,30.8621158987229,808100,0.0,1.0
2013-06-27,179.81,181.43,178.22,179.66,31.1919877495755,738900,0.0,1.0
2013-06-26,176.96,180.72,174.45,179.9,31.2336557728412,1126300,0.0,1.0
2013-06-25,173.28,177.15,172.68,175.12,30.4037676428012,901800,0.0,1.0
2013-06-24,170.41,173.96,168.7,171.94,29.851666334532,940700,0.0,1.0
2013-06-21,174.06,175.32,170.34,172.56,29.9593087279681,851900,0.0,1.0
2013-06-20,176.84,178.18,172.34,173.47,30.1172999828502,941400,0.0,1.0
2013-06-19,183.0,183.0,178.46,178.85,31.0513581710541,636600,0.0,1.0
2013-06-18,180.0,184.12,179.76,183.07,31.7840209134743,1062500,0.0,1.0
2013-06-17,174.37,179.6,173.62,178.87,31.0548305063263,943600,0.0,1.0
2013-06-14,175.0,175.22,173.02,173.15,30.0617426184961,489900,0.0,1.0
2013-06-13,171.6,175.5,170.54,175.39,30.450644168975,567000,0.0,1.0
2013-06-12,171.26,173.03,171.0,172.06,29.8725003461648,548600,0.0,1.0
2013-06-11,172.17,173.09,170.48,171.14,29.7127729236467,548600,0.0,1.0
2013-06-10,175.0,175.86,173.01,175.08,30.396822972257,507100,0.0,1.0
2013-06-07,169.86,174.87,166.87,174.7,30.3308486020864,701800,0.0,1.0
2013-06-06,163.93,169.36,163.93,169.2,29.3759564022497,652600,0.0,1.0
2013-06-05,163.51,166.18,162.95,164.84,28.6189873129246,720000,0.0,1.0
2013-06-04,168.99,169.11,163.25,164.76,28.6050979718361,843800,0.0,1.0
2013-06-03,171.42,171.55,166.69,169.2,29.3759564022497,656200,0.0,1.0
2013-05-31,176.72,176.96,171.21,171.21,29.7249260970991,977800,0.0,1.0
2013-05-30,171.3,177.87,170.75,177.44,30.8065585343687,779200,0.0,1.0
2013-05-29,168.33,171.92,168.33,171.21,29.7249260970991,580900,0.0,1.0
2013-05-28,169.53,171.56,168.85,169.51,29.4297775989678,720800,0.0,1.0
2013-05-24,167.71,168.5,166.18,167.66,29.1085865862954,721600,0.0,1.0
2013-05-23,168.09,169.45,166.35,168.29,29.2179651473676,652600,0.0,1.0
2013-05-22,173.27,174.38,168.01,169.52,29.4315137666038,1644500,0.0,1.0
2013-05-21,178.4,179.1,173.39,173.49,30.1207723181224,1075900,0.0,1.0
2013-05-20,176.55,178.82,175.32,176.06,30.5669674005915,615100,0.0,1.0
2013-05-17,174.89,178.18,174.26,177.41,30.8013500314605,719700,0.0,1.0
2013-05-16,174.34,175.96,173.96,174.02,30.2127892028339,499700,0.0,1.0
2013-05-15,174.47,177.7,173.73,174.81,30.3499464460832,644300,0.0,1.0
2013-05-14,172.48,176.15,172.18,175.91,30.5409248860505,394700,0.0,1.0
2013-05-13,171.59,173.7,170.84,172.26,29.9072236988861,311400,0.0,1.0
2013-05-10,171.23,172.35,170.76,172.1,29.8794450167091,338200,0.0,1.0
2013-05-09,171.82,172.34,170.53,171.21,29.7249260970991,332600,0.0,1.0
2013-05-08,170.85,172.04,169.66,171.66,29.8030536407221,447600,0.0,1.0
2013-05-07,171.94,172.61,170.01,171.12,29.7093005883745,633800,0.0,1.0
2013-05-06,171.31,172.54,171.26,171.68,29.8065259759943,494400,0.0,1.0
2013-05-03,172.63,174.25,171.93,172.02,29.8655556756205,688300,0.0,1.0
2013-05-02,166.65,171.73,166.09,171.56,29.7856919643615,842300,0.0,1.0
2013-05-01,159.5,170.73,158.45,166.56,28.9176081463281,2003500,0.0,1.0
2013-04-30,161.12,163.52,160.99,162.93,28.2873792944359,1913200,0.0,1.0
2013-04-29,159.51,162.14,159.34,161.89,28.1068178602849,649300,0.0,1.0
2013-04-26,159.32,160.38,158.0,159.51,27.693609962901,385800,0.0,1.0
2013-04-25,158.59,160.13,157.83,159.59,27.7074993039896,531900,0.0,1.0
2013-04-24,157.84,159.0,156.84,158.39,27.4991591876615,544300,0.0,1.0
2013-04-23,155.64,157.9,155.64,157.39,27.3255424240549,460100,0.0,1.0
2013-04-22,154.44,156.15,152.86,155.27,26.9574748852087,411900,0.0,1.0
2013-04-19,152.85,154.52,152.56,154.38,26.8029559655988,404600,0.0,1.0
2013-04-18,154.17,155.64,152.08,152.41,26.4609309412936,431600,0.0,1.0
2013-04-17,153.85,154.72,153.02,153.97,26.73177309252,583600,0.0,1.0
2013-04-16,155.07,155.69,153.32,155.51,26.9991429084743,500000,0.0,1.0
2013-04-15,158.0,159.54,154.14,154.16,26.7647602776053,488700,0.0,1.0
2013-04-12,158.1,158.43,156.83,158.2,27.4661720025763,301600,0.0,1.0
2013-04-11,158.09,159.26,156.97,158.32,27.4870060142091,453400,0.0,1.0
2013-04-10,155.49,158.23,155.49,157.76,27.3897806265893,414700,0.0,1.0
2013-04-09,155.91,156.42,154.17,155.05,26.9192791972152,322500,0.0,1.0
2013-04-08,154.91,156.12,153.95,155.97,27.0790066197334,383800,0.0,1.0
2013-04-05,155.33,155.48,150.12,155.06,26.9210153648513,1477500,0.0,1.0
2013-04-04,157.33,159.11,156.09,157.1,27.2751935626089,550500,0.0,1.0
2013-04-03,161.9,162.07,156.66,156.83,27.2283170364351,738600,0.0,1.0
2013-04-02,161.41,163.31,160.3,161.48,28.0356349872062,931900,0.0,1.0
2013-04-01,162.47,163.21,159.63,160.09,27.7943076857929,513500,0.0,1.0
2013-03-28,159.6,163.18,158.65,163.07,28.3116856413408,657800,0.0,1.0
2013-03-27,160.5,161.0,158.58,159.81,27.745694991983,648400,0.0,1.0
2013-03-26,162.61,163.19,159.38,161.57,28.0512604959308,503000,0.0,1.0
2013-03-25,163.49,163.81,161.2,162.0,28.1259157042816,483800,0.0,1.0
2013-03-22,161.63,162.86,161.11,162.31,28.1797369009997,562000,0.0,1.0
