,ICE_Open,ICE_High,ICE_Low,ICE_Close,ICE_Adj Close,ICE_Volume,ICE_Dividend Amount,ICE_Split Coefficient
2023-06-13,108.61,109.54,108.26,108.99,106.806475562501,1755476,0.0,1.0
2023-06-12,109.69,109.855,107.54,108.5,106.326292306921,2904184,0.0,1.0
2023-06-09,110.52,110.7,109.75,109.96,107.757042415383,2075726,0.0,1.0
2023-06-08,108.32,110.81,108.145,110.6,108.384220545119,2463556,0.0,1.0
2023-06-07,108.38,108.81,107.74,108.32,106.149898457932,2296108,0.0,1.0
2023-06-06,108.5,109.21,107.86,108.44,106.267494357258,2655251,0.0,1.0
2023-06-05,108.45,109.03,107.52,108.32,106.149898457932,2181075,0.0,1.0
2023-06-02,106.99,109.0,106.51,107.98,105.81671007651,2296890,0.0,1.0
2023-06-01,106.1,106.51,105.25,106.37,104.238965093891,1966402,0.0,1.0
2023-05-31,104.04,106.5,103.87,105.95,103.827379446251,4261237,0.0,1.0
2023-05-30,105.52,105.61,103.81,104.4,102.308432413295,1541272,0.0,1.0
2023-05-26,105.04,105.79,104.62,105.16,103.053206442358,1516223,0.0,1.0
2023-05-25,106.39,106.39,104.47,105.11,103.004208150972,2835982,0.0,1.0
2023-05-24,107.4,107.59,106.25,106.58,104.444757917711,1457580,0.0,1.0
2023-05-23,108.48,108.87,107.25,107.89,105.728513152016,2321066,0.0,1.0
2023-05-22,108.46,109.51,108.17,109.18,106.992669069766,1736692,0.0,1.0
2023-05-19,108.97,109.17,107.94,108.03,105.865708367896,3565782,0.0,1.0
2023-05-18,108.91,108.99,107.49,108.55,106.375290598307,2166734,0.0,1.0
2023-05-17,109.47,109.65,107.25,108.6,106.424288889692,3467799,0.0,1.0
2023-05-16,109.82,110.16,108.95,109.0,106.816275220778,2292923,0.0,1.0
2023-05-15,109.03,109.93,108.89,109.86,107.659045832611,2170589,0.0,1.0
2023-05-12,108.38,108.9797,108.0,108.59,106.414489231415,1620958,0.0,1.0
2023-05-11,108.38,108.48,107.41,108.21,106.042102216884,1320154,0.0,1.0
2023-05-10,106.79,108.88,106.55,108.49,106.316492648644,1748371,0.0,1.0
2023-05-09,106.81,107.01,106.06,106.21,104.082170561457,1975742,0.0,1.0
2023-05-08,108.4,108.4,107.16,107.22,105.071936047448,1593961,0.0,1.0
2023-05-05,107.23,108.52,106.72,108.31,106.140098799655,2010270,0.0,1.0
2023-05-04,104.5,107.49,104.26,106.75,104.611352108422,3122185,0.0,1.0
2023-05-03,107.27,107.35,104.79,104.83,102.729817719212,2684421,0.0,1.0
2023-05-02,108.39,108.61,105.69,107.11,104.964139806399,2163460,0.0,1.0
2023-05-01,108.78,109.1896,108.13,108.62,106.443888206247,1616176,0.0,1.0
2023-04-28,107.3,108.95,107.19,108.93,106.747677612838,2179509,0.0,1.0
2023-04-27,105.32,107.51,104.88,107.42,105.26792921299,2007849,0.0,1.0
2023-04-26,105.46,105.75,103.97,104.61,102.514225237115,3319676,0.0,1.0
2023-04-25,107.5,107.53,106.05,106.34,104.20956611906,1859906,0.0,1.0
2023-04-24,108.81,108.93,107.64,107.93,105.767711785124,1355655,0.0,1.0
2023-04-21,107.93,108.49,107.075,108.35,106.179297432764,1667041,0.0,1.0
2023-04-20,108.02,108.42,107.18,107.76,105.601117594413,1502838,0.0,1.0
2023-04-19,107.34,109.1,107.34,108.34,106.169497774487,1580818,0.0,1.0
2023-04-18,107.94,108.21,107.45,107.49,105.33652682093,1923135,0.0,1.0
2023-04-17,107.33,107.99,107.03,107.99,105.826509734787,2216443,0.0,1.0
2023-04-14,107.7,107.89,106.73,107.51,105.356126137485,2051182,0.0,1.0
2023-04-13,107.13,107.96,106.78,107.51,105.356126137485,1734390,0.0,1.0
2023-04-12,106.91,107.65,106.53,107.09,104.944540489845,2256534,0.0,1.0
2023-04-11,106.53,107.18,105.89,106.13,104.00377329524,2512334,0.0,1.0
2023-04-10,107.53,107.76,105.74,106.38,104.248764752168,1780951,0.0,1.0
2023-04-06,106.31,108.32,106.24,108.25,106.081300849993,3104254,0.0,1.0
2023-04-05,106.46,107.19,105.47,106.22,104.091970219734,2964670,0.0,1.0
2023-04-04,105.85,106.78,105.13,106.04,103.915576370746,3159686,0.0,1.0
2023-04-03,104.48,105.49,104.085,105.42,103.307997557563,2661428,0.0,1.0
2023-03-31,103.5,104.38,103.3,104.29,102.200636172247,3192342,0.0,1.0
2023-03-30,102.54,103.03,101.83,102.73,100.671889481014,2908906,0.0,1.0
2023-03-29,100.18,101.865,99.84,101.67,99.6331257036373,3677824,0.0,1.0
2023-03-28,98.59,99.32,98.42,99.1,97.1146135264135,1752760,0.0,1.0
2023-03-27,98.36,98.92,97.62,98.05,96.0856494073143,2229469,0.0,1.0
2023-03-24,96.06,97.78,95.72,97.49,95.5368685437947,1995234,0.0,1.0
2023-03-23,97.36,97.7,95.66,96.53,94.5961013491897,3436038,0.0,1.0
2023-03-22,100.34,100.34,97.32,97.4,95.4486716193005,2157217,0.0,1.0
2023-03-21,99.3,100.09,98.87,99.72,97.7221923395959,2618310,0.0,1.0
2023-03-20,97.36,98.26,96.8075,98.04,96.0758497490371,3112518,0.0,1.0
2023-03-17,98.79,99.56,96.43,97.0,95.056685288215,6093991,0.0,1.0
2023-03-16,96.48,100.0,96.2,99.23,97.2420090840163,3963252,0.42,1.0
2023-03-15,96.98,98.555,96.73,97.52,95.1634794367613,4261333,0.0,1.0
2023-03-14,99.33,99.77,98.21,98.85,96.4613406719018,3523535,0.0,1.0
2023-03-13,94.4,98.18,94.16,97.67,95.3098547640328,5414114,0.0,1.0
2023-03-10,99.4,99.72,94.72,95.39,93.0849497895064,5375119,0.0,1.0
2023-03-09,102.7,102.83,99.55,100.1,97.6811350658307,3507963,0.0,1.0
2023-03-08,103.0,103.63,102.17,102.61,100.13048220884,2651737,0.0,1.0
2023-03-07,104.28,106.12,102.75,102.96,100.47202463914,4810343,0.0,1.0
2023-03-06,102.9,104.37,102.55,103.24,100.74525858338,2382977,0.0,1.0
2023-03-03,102.87,102.87,101.93,102.48,100.003623591871,2938247,0.0,1.0
2023-03-02,100.18,102.755,100.18,102.71,100.228065760354,5821563,0.0,1.0
2023-03-01,101.71,102.12,100.63,100.9,98.4618034779452,2864175,0.0,1.0
2023-02-28,101.32,102.415,100.87,101.8,99.3400554415741,4180141,0.0,1.0
2023-02-27,102.94,103.59,101.11,101.51,99.0570631421826,4052198,0.0,1.0
2023-02-24,102.83,103.13,101.55,102.51,100.032898657326,2765695,0.0,1.0
2023-02-23,104.8,104.97,102.76,103.76,101.252693051255,2729281,0.0,1.0
2023-02-22,103.9,104.64,103.2301,104.29,101.769885874281,2323759,0.0,1.0
2023-02-21,106.2,106.55,103.5301,104.16,101.643027257312,2639810,0.0,1.0
2023-02-17,106.79,107.53,106.285,107.11,104.521742026984,1700059,0.0,1.0
2023-02-16,107.33,108.24,106.98,107.13,104.541258737287,2219922,0.0,1.0
2023-02-15,108.07,109.2568,107.61,108.64,106.014770365153,1430008,0.0,1.0
2023-02-14,109.07,110.05,107.78,108.4,105.780569841519,1959442,0.0,1.0
2023-02-13,109.06,109.365,108.63,109.19,106.551479898482,1573095,0.0,1.0
2023-02-10,107.14,108.89,106.9,108.71,106.083078851213,1592904,0.0,1.0
2023-02-09,109.69,109.9,107.28,107.54,104.941351298496,3564531,0.0,1.0
2023-02-08,108.49,109.87,108.3,109.25,106.610030029391,2338351,0.0,1.0
2023-02-07,107.49,109.65,107.19,109.35,106.707613580905,2043753,0.0,1.0
2023-02-06,106.53,108.59,105.61,108.32,105.702503000308,2097599,0.0,1.0
2023-02-03,107.33,108.65,106.31,107.66,105.058451560313,2314087,0.0,1.0
2023-02-02,110.34,111.285,107.485,108.33,105.712261355459,3469041,0.0,1.0
2023-02-01,106.82,109.56,106.78,109.01,106.375829505756,2438337,0.0,1.0
2023-01-31,106.76,107.59,106.51,107.55,104.951109653647,2150508,0.0,1.0
2023-01-30,107.26,108.16,106.56,106.66,104.08261604517,1966326,0.0,1.0
2023-01-27,107.35,108.46,106.425,107.94,105.331685504553,3466474,0.0,1.0
2023-01-26,106.93,108.28,106.35,108.19,105.575644383339,1339966,0.0,1.0
2023-01-25,104.92,106.99,104.2,106.49,103.916724007596,2384108,0.0,1.0
2023-01-24,108.8,108.85,105.785,106.25,103.682523483961,2516231,0.0,1.0
2023-01-23,108.57,109.58,107.66,108.67,106.044045430608,1963962,0.0,1.0
2023-01-20,107.05,108.57,106.5,108.48,105.85863668273,1688942,0.0,1.0
2023-01-19,107.06,107.8,106.3,106.92,104.336333279107,2182430,0.0,1.0
2023-01-18,107.65,108.86,107.25,107.67,105.068209915464,2399838,0.0,1.0
2023-01-17,107.45,108.4,106.96,107.41,104.814492681527,2424044,0.0,1.0
2023-01-13,108.09,108.26,106.38,107.63,105.029176494859,1726283,0.0,1.0
2023-01-12,109.0,109.59,107.72,109.03,106.395346216059,2816215,0.0,1.0
2023-01-11,107.27,109.07,106.89,108.69,106.06356214091,2651608,0.0,1.0
2023-01-10,105.11,106.85,104.85,106.65,104.072857690018,1468117,0.0,1.0
2023-01-09,105.28,106.56,104.85,105.24,102.696929613667,3975483,0.0,1.0
2023-01-06,103.41,105.25,102.15,104.9,102.365145538518,1594508,0.0,1.0
2023-01-05,102.95,103.67,102.38,102.58,100.101207143386,1223466,0.0,1.0
2023-01-04,104.44,104.76,103.3574,103.93,101.418585088829,1527135,0.0,1.0
2023-01-03,103.62,104.47,102.42,103.23,100.735500228229,1919717,0.0,1.0
2022-12-30,103.24,103.9,101.5,102.59,100.110965498537,1175529,0.0,1.0
2022-12-29,103.14,104.62,102.865,104.1,101.584477126403,993846,0.0,1.0
2022-12-28,102.81,103.52,102.22,102.27,99.7986981336914,1587336,0.0,1.0
2022-12-27,102.79,103.15,101.64,102.11,99.6425644512685,2693546,0.0,1.0
2022-12-23,102.5,103.22,102.15,102.81,100.325649311869,1321169,0.0,1.0
2022-12-22,101.33,102.51,100.75,102.46,99.9841068815686,2161403,0.0,1.0
2022-12-21,100.83,102.83,100.81,102.55,100.071932077931,2415658,0.0,1.0
2022-12-20,100.45,101.23,99.87,100.39,97.9641273652222,1639327,0.0,1.0
2022-12-19,100.83,101.6,99.58,100.28,97.8567854585565,1674149,0.0,1.0
2022-12-16,101.15,101.75,100.085,100.76,98.3251865058252,6124780,0.0,1.0
2022-12-15,102.62,103.14,101.34,102.22,99.7499063579342,2023951,0.0,1.0
2022-12-14,105.55,106.87,103.46,103.93,101.418585088829,2237566,0.38,1.0
2022-12-13,108.25,108.38,105.69,106.38,103.431205845553,2295146,0.0,1.0
2022-12-12,102.85,105.3,102.65,105.26,102.342251619693,2226689,0.0,1.0
2022-12-09,104.1,104.72,103.27,103.33,100.465750141201,2155164,0.0,1.0
2022-12-08,103.91,105.0,103.35,104.44,101.544981561474,2133337,0.0,1.0
2022-12-07,105.03,105.956,103.24,103.53,100.660206252962,3043818,0.0,1.0
2022-12-06,107.11,107.48,105.465,105.74,102.808946287919,1871107,0.0,1.0
2022-12-05,108.87,109.23,106.7,107.09,104.121525042304,1841648,0.0,1.0
2022-12-02,107.97,109.71,107.37,109.25,106.22165104932,1171966,0.0,1.0
2022-12-01,108.89,109.97,108.28,109.53,106.493889605785,1745246,0.0,1.0
2022-11-30,105.1,108.38,104.61,108.31,105.307707324044,3504353,0.0,1.0
2022-11-29,104.93,106.31,104.79,105.34,102.420034064397,1414055,0.0,1.0
2022-11-28,106.42,106.95,104.68,105.08,102.167241119108,2261337,0.0,1.0
2022-11-25,106.41,107.46,106.315,107.12,104.150693459068,817734,0.0,1.0
2022-11-23,105.98,107.7,105.41,106.94,103.975682958483,1346964,0.0,1.0
2022-11-22,105.95,106.27,104.8,106.03,103.090907649972,1518623,0.0,1.0
2022-11-21,103.95,106.32,103.11,105.35,102.429756869985,1994709,0.0,1.0
2022-11-18,105.43,105.57,103.22,104.21,101.321357032949,1590637,0.0,1.0
2022-11-17,103.58,104.58,102.48,104.1,101.21440617148,2354430,0.0,1.0
2022-11-16,105.05,105.93,103.56,104.02,101.136623726776,2261728,0.0,1.0
2022-11-15,105.23,106.22,103.57,105.05,102.138072702344,2745384,0.0,1.0
2022-11-14,103.93,105.87,103.51,104.1,101.21440617148,2817861,0.0,1.0
2022-11-11,103.05,104.64,102.02,104.32,101.428307894417,2450598,0.0,1.0
2022-11-10,100.61,102.625,99.08,102.54,99.6976484997462,2863835,0.0,1.0
2022-11-09,99.36,99.51,97.08,97.26,94.5640071492619,1676759,0.0,1.0
2022-11-08,97.73,101.23,97.36,99.43,96.6738559618663,2934924,0.0,1.0
2022-11-07,97.69,97.79,96.6075,97.5,94.7973544833748,2081679,0.0,1.0
2022-11-04,96.48,96.71,94.19,96.62,93.9417475916275,3173755,0.0,1.0
2022-11-03,92.61,97.38,92.26,95.47,92.823624949003,3604578,0.0,1.0
2022-11-02,93.79,94.805,92.33,92.63,90.0623481620001,4570931,0.0,1.0
2022-11-01,96.5,96.69,93.895,94.02,91.4138181387375,5011287,0.0,1.0
2022-10-31,96.6,96.86,95.28,95.57,92.9208530048834,2007333,0.0,1.0
2022-10-28,95.4,96.82,95.1,96.68,94.0000844251557,1779492,0.0,1.0
2022-10-27,94.52,96.47,93.93,95.63,92.9791898384117,2611581,0.0,1.0
2022-10-26,95.16,95.99,93.8,93.89,91.287421666093,2842643,0.0,1.0
2022-10-25,92.91,95.18,92.4277,95.16,92.5222179757738,3096556,0.0,1.0
2022-10-24,93.73,94.63,92.97,93.24,90.6554393028705,2282170,0.0,1.0
2022-10-21,90.31,93.14,89.4887,93.05,90.4707059966977,4954357,0.0,1.0
2022-10-20,91.84,92.145,90.16,90.33,87.8261028767513,2488047,0.0,1.0
2022-10-19,92.39,92.84,90.56,91.63,89.0900676031963,2198097,0.0,1.0
2022-10-18,94.18,94.45,91.9905,92.71,90.1401306067044,2829869,0.0,1.0
2022-10-17,90.97,92.6,90.9627,91.78,89.2359096870169,3045128,0.0,1.0
2022-10-14,93.25,94.49,89.92,90.15,87.6510923761666,2929657,0.0,1.0
2022-10-13,89.03,92.86,88.6,92.47,89.9067832725915,3026738,0.0,1.0
2022-10-12,90.54,91.79,90.31,90.61,88.0983414332164,2670372,0.0,1.0
2022-10-11,90.25,91.99,89.66,90.79,88.2733519338011,3677104,0.0,1.0
2022-10-10,90.34,90.69,89.58,90.26,87.758043237635,2320932,0.0,1.0
2022-10-07,92.52,92.75,89.21,90.02,87.5246959035221,3887339,0.0,1.0
2022-10-06,93.11,93.87,92.79,93.35,90.7623901643389,3296297,0.0,1.0
2022-10-05,93.875,94.53,93.11,93.41,90.8207269978671,2246130,0.0,1.0
2022-10-04,93.77,94.87,93.4374,94.16,91.54993741697,3751020,0.0,1.0
2022-10-03,90.94,93.26,90.36,92.82,90.2470814681729,2187109,0.0,1.0
2022-09-30,90.59,92.571,90.32,90.35,87.8455484879274,3007732,0.0,1.0
2022-09-29,92.07,92.36,90.67,90.75,88.2344607114489,2430142,0.0,1.0
2022-09-28,91.76,93.28,90.94,93.05,90.4707059966977,3862221,0.0,1.0
2022-09-27,92.19,92.39,90.5,91.5,88.9636711305518,3650802,0.0,1.0
2022-09-26,92.86,93.05,91.55,91.59,89.0511763808441,4205014,0.0,1.0
2022-09-23,93.46,93.95,91.96,93.24,90.6554393028705,2980216,0.0,1.0
2022-09-22,93.46,94.55,92.97,94.06,91.4527093610896,2591554,0.0,1.0
2022-09-21,95.52,96.11,93.56,93.61,91.0151831096279,3828494,0.0,1.0
2022-09-20,96.35,96.62,93.78,94.85,92.2208110025447,3095543,0.0,1.0
2022-09-19,96.9,97.48,96.155,97.02,94.330659815149,2252227,0.0,1.0
2022-09-16,97.62,98.12,96.78,97.27,94.57372995485,3136818,0.0,1.0
2022-09-15,99.27,100.16,98.2,98.39,95.6626841807103,1340774,0.38,1.0
2022-09-14,100.69,100.89,98.93,99.86,96.7183926524828,2443549,0.0,1.0
2022-09-13,102.0,102.14,99.68,99.86,96.7183926524828,2586311,0.0,1.0
2022-09-12,103.77,104.15,103.35,104.09,100.815316354866,2075016,0.0,1.0
2022-09-09,103.43,103.9,102.75,103.4,100.147023836038,2077057,0.0,1.0
2022-09-08,101.83,103.44,101.36,103.21,99.9630012583893,1902511,0.0,1.0
2022-09-07,99.72,102.43,99.72,102.3,99.0816299654416,2281764,0.0,1.0
2022-09-06,101.4,101.7,99.74,99.91,96.7668196466008,2517836,0.0,1.0
2022-09-02,103.02,103.517,100.825,101.28,98.0937192854342,2360737,0.0,1.0
2022-09-01,100.26,102.1,99.07,102.04,98.8298095960279,2713489,0.0,1.0
2022-08-31,101.36,102.0,100.62,100.85,97.6772471360194,3005360,0.0,1.0
2022-08-30,101.89,102.49,100.17,100.51,97.3479435760169,2939694,0.0,1.0
2022-08-29,103.07,103.12,101.54,101.59,98.3939666489659,3118297,0.0,1.0
2022-08-26,107.0,107.18,103.51,103.59,100.331046413686,1684276,0.0,1.0
2022-08-25,107.25,107.81,106.0,107.01,103.643452811358,1855272,0.0,1.0
2022-08-24,106.39,107.11,106.0331,106.92,103.556284221945,2525704,0.0,1.0
2022-08-23,107.73,107.73,105.9354,106.45,103.101070477236,1498523,0.0,1.0
2022-08-22,107.51,109.24,106.74,107.83,104.437655514893,2312460,0.0,1.0
2022-08-19,111.67,112.05,108.85,109.09,105.658015766667,4531029,0.0,1.0
2022-08-18,111.65,113.07,111.325,112.62,109.076961551398,2338225,0.0,1.0
2022-08-17,110.48,111.86,110.01,111.7,108.185904859627,1877130,0.0,1.0
2022-08-16,108.91,111.55,108.78,111.06,107.566039334916,2148609,0.0,1.0
2022-08-15,109.4,110.36,108.98,109.6,106.151971106671,2548214,0.0,1.0
2022-08-12,107.26,109.82,107.23,109.68,106.229454297259,1971509,0.0,1.0
2022-08-11,106.77,107.94,106.24,106.63,103.275407656061,1937451,0.0,1.0
2022-08-10,106.11,106.8999,105.435,106.05,102.713654524292,1779508,0.0,1.0
2022-08-09,104.06,104.95,103.62,104.91,101.609519058402,1597032,0.0,1.0
2022-08-08,105.62,106.1,103.88,104.3,101.018709730162,1812209,0.0,1.0
2022-08-05,106.34,107.0,104.04,105.02,101.716058445461,2773228,0.0,1.0
2022-08-04,106.79,108.31,106.12,107.44,104.059924960773,3800783,0.0,1.0
2022-08-03,101.13,103.454,101.13,103.02,99.7789786807408,2561840,0.0,1.0
2022-08-02,99.74,101.52,99.56,100.66,97.4932245583709,2083063,0.0,1.0
2022-08-01,100.96,101.68,100.06,100.4,97.2414041889573,1952576,0.0,1.0
2022-07-29,101.9,102.86,101.32,101.99,98.7813826019099,2266376,0.0,1.0
2022-07-28,97.99,103.05,97.8,102.56,99.3334503348552,3034015,0.0,1.0
2022-07-27,97.65,97.99,96.12,97.51,94.4423239289365,2363542,0.0,1.0
2022-07-26,98.23,98.57,96.77,97.64,94.5682341136433,1940861,0.0,1.0
2022-07-25,99.41,99.6827,98.1,98.97,95.8563921571823,1710465,0.0,1.0
2022-07-22,99.48,100.49,98.29,99.11,95.9919877407127,2886683,0.0,1.0
2022-07-21,98.29,99.59,97.89,99.47,96.3406620983624,2800946,0.0,1.0
2022-07-20,97.22,98.905,96.87,98.44,95.3430660195314,3179027,0.0,1.0
2022-07-19,95.47,97.03,94.83,96.81,93.7643460112844,2257322,0.0,1.0
2022-07-18,96.85,97.16,94.66,94.88,91.8950640383294,2700105,0.0,1.0
2022-07-15,94.97,95.98,94.785,95.83,92.8151769265715,3338204,0.0,1.0
2022-07-14,93.18,93.9,92.49,93.62,90.6747037865556,3046675,0.0,1.0
2022-07-13,92.15,95.0,91.8428,94.49,91.5173334842089,3378201,0.0,1.0
2022-07-12,94.9,96.45,93.18,93.34,90.4035126194948,2254670,0.0,1.0
2022-07-11,95.26,95.64,94.11,94.54,91.5657604783269,1846447,0.0,1.0
2022-07-08,95.81,96.56,95.5478,95.87,92.8539185218659,1260209,0.0,1.0
2022-07-07,95.65,97.35,95.55,96.68,93.6384358265776,1671963,0.0,1.0
2022-07-06,96.3,96.94,94.9,95.5,92.4955587653927,2108317,0.0,1.0
2022-07-05,94.52,96.085,93.685,96.02,92.9991995042199,4313208,0.0,1.0
2022-07-01,93.86,95.42,93.02,95.23,92.2340529971554,2293927,0.0,1.0
2022-06-30,95.41,95.51,93.33,94.04,91.0814905371469,2917115,0.0,1.0
2022-06-29,96.53,97.29,95.51,96.41,93.3769300583404,2194792,0.0,1.0
2022-06-28,98.69,99.36,96.72,96.75,93.7062336183428,2993864,0.0,1.0
2022-06-27,98.33,99.13,97.4,98.68,95.5755155912979,3143387,0.0,1.0
2022-06-24,97.04,97.95,96.2,97.91,94.8297398818806,3064166,0.0,1.0
2022-06-23,94.8,96.91,94.581,96.68,93.6384358265776,2131570,0.0,1.0
2022-06-22,92.55,95.2,92.28,93.96,91.004007346558,2835151,0.0,1.0
2022-06-21,91.57,94.12,91.22,93.81,90.858726364204,4550467,0.0,1.0
2022-06-17,93.93,94.7,90.05,90.33,87.4882075735908,10177992,0.0,1.0
2022-06-16,93.72,95.24,93.35,94.85,91.8660078418586,2618769,0.0,1.0
2022-06-15,94.83,96.93,93.62,95.63,92.6214689500995,3087528,0.0,1.0
2022-06-14,96.14,96.41,93.52,94.05,91.0911759359705,3975403,0.38,1.0
2022-06-13,96.37,97.98,95.23,96.82,93.3966711227434,2995386,0.0,1.0
2022-06-10,98.14,98.79,97.04,97.78,94.3227277668028,2705336,0.0,1.0
2022-06-09,100.22,101.24,99.39,99.5,95.9819125874093,2304535,0.0,1.0
2022-06-08,102.2,103.66,101.24,101.38,97.7954401820257,2791001,0.0,1.0
2022-06-07,100.3,101.91,100.16,101.76,98.1620042702992,3503422,0.0,1.0
2022-06-06,101.13,102.775,100.5525,100.86,97.2938261664935,2371664,0.0,1.0
2022-06-03,102.14,102.545,100.9,100.94,97.3709975534984,2366856,0.0,1.0
2022-06-02,102.39,103.1,101.86,102.9,99.2616965351198,2296140,0.0,1.0
2022-06-01,102.32,103.49,101.53,101.99,98.3838720079384,3182861,0.0,1.0
2022-05-31,102.28,102.89,101.715,102.39,98.7697289429632,4122035,0.0,1.0
2022-05-27,100.69,102.7,100.22,102.7,99.0687680676074,2482105,0.0,1.0
2022-05-26,98.12,100.13,97.23,99.53,96.0108518575362,3645361,0.0,1.0
2022-05-25,97.6,98.555,96.62,97.52,94.0719207590367,4443656,0.0,1.0
2022-05-24,97.66,98.75,96.5,98.36,94.8822203225887,2168692,0.0,1.0
2022-05-23,99.08,99.08,96.68,98.11,94.6410597381983,3023995,0.0,1.0
2022-05-20,96.48,97.89,95.7024,97.62,94.1683849927929,3235872,0.0,1.0
2022-05-19,93.61,96.92,93.45,95.9,92.5092001721865,3671927,0.0,1.0
2022-05-18,97.86,98.36,94.69,95.11,91.7471327255125,3181271,0.0,1.0
2022-05-17,98.84,99.5,97.36,99.12,95.6153484991358,3343812,0.0,1.0
2022-05-16,97.76,98.28,96.24,97.31,93.8693458681487,2811803,0.0,1.0
2022-05-13,96.56,99.25,95.77,98.27,94.7954025122082,3984493,0.0,1.0
2022-05-12,94.29,97.19,93.52,95.5,92.1233432371617,4099626,0.0,1.0
2022-05-11,95.85,97.74,94.52,94.55,91.2069330164779,4052795,0.0,1.0
2022-05-10,99.19,100.07,95.43,96.47,93.0590463045967,5215724,0.0,1.0
2022-05-09,97.87,102.01,96.55,96.99,93.5606603201289,5503845,0.0,1.0
2022-05-06,101.36,101.48,98.67,99.81,96.2809517120535,7995774,0.0,1.0
2022-05-05,108.17,108.49,100.89,101.63,98.0366007664161,9393429,0.0,1.0
2022-05-04,114.67,114.8,103.0,109.86,105.975607204551,8320771,0.0,1.0
2022-05-03,113.47,115.23,113.24,114.48,110.432254804087,3704098,0.0,1.0
2022-05-02,115.26,116.6813,111.72,113.48,109.467612466525,2825624,0.0,1.0
2022-04-29,118.35,119.47,115.53,115.81,111.715229113044,3641740,0.0,1.0
2022-04-28,117.59,119.595,116.8389,119.25,115.033598754257,2922559,0.0,1.0
2022-04-27,114.36,117.345,114.19,116.7,112.573760793474,3542510,0.0,1.0
2022-04-26,117.01,117.14,114.23,114.33,110.287558453452,2979765,0.0,1.0
2022-04-25,116.57,116.92,114.5,116.85,112.718457144108,5443571,0.0,1.0
2022-04-22,120.43,120.97,117.09,117.25,113.104314079133,3896121,0.0,1.0
2022-04-21,124.49,124.49,120.39,120.71,116.441976567097,2882439,0.0,1.0
2022-04-20,123.17,125.365,122.615,123.85,119.470953507042,2329555,0.0,1.0
2022-04-19,122.6,123.05,121.56,122.93,118.583482556485,4039924,0.0,1.0
2022-04-18,124.0,124.59,122.09,122.62,118.28444343184,2046881,0.0,1.0
2022-04-14,125.73,126.53,124.04,124.53,120.126910296584,4301976,0.0,1.0
2022-04-13,124.74,126.1,124.22,125.83,121.380945335414,2049409,0.0,1.0
2022-04-12,127.89,129.27,124.6,124.83,120.416302997852,2955096,0.0,1.0
2022-04-11,129.49,129.79,126.72,128.1,123.57068344168,4007695,0.0,1.0
2022-04-08,130.41,132.3,129.68,129.89,125.297393225915,5297006,0.0,1.0
2022-04-07,129.11,130.38,128.1,129.88,125.28774680254,3611765,0.0,1.0
2022-04-06,129.76,130.42,128.37,129.13,124.564265049368,3364748,0.0,1.0
2022-04-05,130.75,133.52,130.02,130.53,125.914764321955,2174234,0.0,1.0
2022-04-04,132.7,132.93,130.045,130.62,126.001582132336,1687741,0.0,1.0
2022-04-01,132.13,133.05,131.51,132.7,128.008038194464,1731191,0.0,1.0
2022-03-31,134.27,136.04,132.11,132.12,127.448545638679,3263518,0.0,1.0
2022-03-30,132.65,134.69,132.65,134.35,129.599698051442,1861873,0.0,1.0
2022-03-29,135.28,135.485,131.48,132.65,127.959806077586,2520337,0.0,1.0
