,QLYS_Open,QLYS_High,QLYS_Low,QLYS_Close,QLYS_Adj Close,QLYS_Volume,QLYS_Dividend Amount,QLYS_Split Coefficient
2021-04-16,107.38,107.38,104.12,104.79,104.79,551741,0.0,1.0
2021-04-15,106.44,107.79,105.55,107.38,107.38,238596,0.0,1.0
2021-04-14,105.8,107.89,105.09,105.38,105.38,340100,0.0,1.0
2021-04-13,106.35,108.03,104.19,106.05,106.05,294132,0.0,1.0
2021-04-12,104.26,106.81,102.78,105.48,105.48,274667,0.0,1.0
2021-04-09,103.69,104.375,101.28,104.16,104.16,237248,0.0,1.0
2021-04-08,104.07,105.43,103.46,103.78,103.78,220078,0.0,1.0
2021-04-07,105.47,105.47,102.62,102.95,102.95,266282,0.0,1.0
2021-04-06,103.88,106.67,103.395,105.17,105.17,281705,0.0,1.0
2021-04-05,104.63,106.0818,103.76,105.97,105.97,312318,0.0,1.0
2021-04-01,106.03,107.64,102.76,103.88,103.88,385821,0.0,1.0
2021-03-31,104.66,105.94,104.1,104.78,104.78,335873,0.0,1.0
2021-03-30,104.55,105.24,102.03,103.79,103.79,334757,0.0,1.0
2021-03-29,105.25,108.2,105.18,105.95,105.95,490230,0.0,1.0
2021-03-26,100.78,105.47,100.315,105.33,105.33,491542,0.0,1.0
2021-03-25,100.03,101.52,98.96,100.33,100.33,358076,0.0,1.0
2021-03-24,105.43,105.53,100.5,100.68,100.68,540770,0.0,1.0
2021-03-23,104.43,107.33,101.25,105.48,105.48,602092,0.0,1.0
2021-03-22,100.72,106.84,100.72,105.58,105.58,574689,0.0,1.0
2021-03-19,98.0,101.825,97.0,100.77,100.77,1193579,0.0,1.0
2021-03-18,101.3,102.45,97.56,97.67,97.67,400679,0.0,1.0
2021-03-17,101.67,104.2637,99.06,102.9,102.9,493527,0.0,1.0
2021-03-16,104.22,106.0,102.48,103.02,103.02,480610,0.0,1.0
2021-03-15,101.28,104.31,101.21,103.6,103.6,454204,0.0,1.0
2021-03-12,99.64,100.89,97.3,100.53,100.53,381239,0.0,1.0
2021-03-11,98.73,102.96,98.73,100.72,100.72,313606,0.0,1.0
2021-03-10,100.34,102.6284,97.31,97.43,97.43,389387,0.0,1.0
2021-03-09,100.54,103.79,98.15,98.51,98.51,578452,0.0,1.0
2021-03-08,95.7,99.94,95.565,97.75,97.75,564473,0.0,1.0
2021-03-05,92.88,97.06,90.88,96.89,96.89,791664,0.0,1.0
2021-03-04,91.87,93.61,90.26,91.85,91.85,535058,0.0,1.0
2021-03-03,97.72,97.94,91.725,91.75,91.75,664067,0.0,1.0
2021-03-02,100.27,100.27,96.82,97.47,97.47,344295,0.0,1.0
2021-03-01,98.55,99.785,96.585,99.75,99.75,450467,0.0,1.0
2021-02-26,98.14,99.5,96.455,97.16,97.16,471881,0.0,1.0
2021-02-25,101.04,102.15,96.38,97.23,97.23,519345,0.0,1.0
2021-02-24,99.65,102.19,98.56,101.24,101.24,548125,0.0,1.0
2021-02-23,98.19,99.55,94.62,99.34,99.34,627983,0.0,1.0
2021-02-22,102.52,102.52,98.15,99.76,99.76,770317,0.0,1.0
2021-02-19,102.52,103.96,101.28,102.47,102.47,837547,0.0,1.0
2021-02-18,103.3,103.61,101.02,101.95,101.95,560878,0.0,1.0
2021-02-17,103.67,104.39,101.5,104.03,104.03,561613,0.0,1.0
2021-02-16,104.97,107.04,102.21,103.75,103.75,631812,0.0,1.0
2021-02-12,105.25,106.88,102.09,103.54,103.54,723623,0.0,1.0
2021-02-11,107.0135,108.0,100.0394,105.07,105.07,2031081,0.0,1.0
2021-02-10,126.45,126.49,116.75,117.5,117.5,1156376,0.0,1.0
2021-02-09,127.32,130.3199,125.135,129.78,129.78,353018,0.0,1.0
2021-02-08,125.7,127.58,123.81,126.79,126.79,387356,0.0,1.0
2021-02-05,123.23,124.69,121.64,124.64,124.64,319816,0.0,1.0
2021-02-04,126.22,127.4628,121.17,122.9,122.9,533393,0.0,1.0
2021-02-03,138.24,140.18,123.05,124.65,124.65,1256148,0.0,1.0
2021-02-02,143.08,145.18,141.19,142.6,142.6,302490,0.0,1.0
2021-02-01,141.63,143.9,136.58,143.32,143.32,359514,0.0,1.0
2021-01-29,136.67,139.78,135.63,138.47,138.47,432015,0.0,1.0
2021-01-28,144.63,147.135,137.68,137.83,137.83,824796,0.0,1.0
2021-01-27,130.59,148.84,129.74,145.3,145.3,1414094,0.0,1.0
2021-01-26,133.22,135.44,128.86,131.72,131.72,384803,0.0,1.0
2021-01-25,127.9,134.56,127.725,131.42,131.42,812523,0.0,1.0
2021-01-22,121.53,126.78,121.53,126.28,126.28,309755,0.0,1.0
2021-01-21,125.52,126.21,121.3,121.53,121.53,239612,0.0,1.0
2021-01-20,125.09,128.275,123.54,124.98,124.98,297180,0.0,1.0
2021-01-19,121.26,124.79,120.01,124.09,124.09,312860,0.0,1.0
2021-01-15,117.87,123.55,117.87,119.985,119.985,344253,0.0,1.0
2021-01-14,116.86,119.23,116.86,118.57,118.57,341345,0.0,1.0
2021-01-13,121.3,122.77,116.22,116.89,116.89,417127,0.0,1.0
2021-01-12,121.47,123.69,119.87,121.55,121.55,260289,0.0,1.0
2021-01-11,120.59,123.445,117.64,121.78,121.78,279031,0.0,1.0
2021-01-08,121.48,123.81,120.18,122.18,122.18,335698,0.0,1.0
2021-01-07,115.59,120.65,115.5,120.11,120.11,343434,0.0,1.0
2021-01-06,112.63,116.86,111.43,115.3,115.3,390739,0.0,1.0
2021-01-05,114.4,115.6,112.03,113.34,113.34,351050,0.0,1.0
2021-01-04,122.46,123.965,114.29,115.72,115.72,712741,0.0,1.0
2020-12-31,120.07,122.73,118.075,121.87,121.87,377779,0.0,1.0
2020-12-30,119.31,121.25,118.98,119.73,119.73,382463,0.0,1.0
2020-12-29,123.88,124.47,117.25,118.75,118.75,384838,0.0,1.0
2020-12-28,122.24,125.81,122.24,123.63,123.63,402498,0.0,1.0
2020-12-24,123.45,124.85,120.15,120.36,120.36,167981,0.0,1.0
2020-12-23,124.07,126.3,121.32,122.49,122.49,525906,0.0,1.0
2020-12-22,116.85,125.92,116.0,125.48,125.48,784129,0.0,1.0
2020-12-21,124.7819,124.8,115.27,116.12,116.12,1454204,0.0,1.0
2020-12-18,107.17,125.21,104.22,124.54,124.54,2801791,0.0,1.0
2020-12-17,102.56,105.03,102.56,104.95,104.95,337750,0.0,1.0
2020-12-16,102.65,104.85,101.23,101.74,101.74,420960,0.0,1.0
2020-12-15,102.99,104.21,100.71,102.04,102.04,528803,0.0,1.0
2020-12-14,95.76,102.83,95.76,102.19,102.19,857292,0.0,1.0
2020-12-11,92.77,95.14,92.77,95.05,95.05,255595,0.0,1.0
2020-12-10,91.76,93.6,91.55,93.08,93.08,195423,0.0,1.0
2020-12-09,93.95,94.45,91.7,92.46,92.46,414855,0.0,1.0
2020-12-08,91.93,94.35,91.3,94.25,94.25,300408,0.0,1.0
2020-12-07,92.0,93.5,91.47,91.71,91.71,307690,0.0,1.0
2020-12-04,92.94,93.77,91.68,91.82,91.82,286117,0.0,1.0
2020-12-03,93.98,95.88,92.54,92.74,92.74,418580,0.0,1.0
2020-12-02,93.79,93.92,92.52,93.54,93.54,280029,0.0,1.0
2020-12-01,95.32,95.9,93.42,94.38,94.38,526155,0.0,1.0
2020-11-30,94.25,95.17,93.32,95.01,95.01,507419,0.0,1.0
2020-11-27,92.0,93.99,92.0,93.71,93.71,192960,0.0,1.0
2020-11-25,91.82,92.25,90.37,91.88,91.88,267137,0.0,1.0
2020-11-24,90.63,91.98,89.56,91.28,91.28,271714,0.0,1.0
2020-11-23,91.41,91.74,89.9054,90.71,90.71,283454,0.0,1.0
2020-11-20,89.13,91.84,88.73,91.33,91.33,452255,0.0,1.0
2020-11-19,88.92,89.95,87.75,89.88,89.88,415578,0.0,1.0
2020-11-18,90.87,91.74,89.0697,89.17,89.17,491061,0.0,1.0
2020-11-17,91.31,91.99,90.06,91.41,91.41,349733,0.0,1.0
2020-11-16,92.92,93.265,89.8,91.005,91.005,651375,0.0,1.0
2020-11-13,91.29,93.07,90.65,92.8,92.8,449622,0.0,1.0
2020-11-12,91.61,93.28,90.08,90.47,90.47,412415,0.0,1.0
2020-11-11,92.73,94.0,90.87,91.63,91.63,418920,0.0,1.0
2020-11-10,91.0,92.28,88.725,91.92,91.92,460244,0.0,1.0
2020-11-09,91.21,95.35,91.12,91.55,91.55,406004,0.0,1.0
2020-11-06,94.07,94.82,90.285,91.99,91.99,451201,0.0,1.0
2020-11-05,100.8848,102.5318,92.72,94.13,94.13,925429,0.0,1.0
2020-11-04,93.38,96.32,92.49,94.74,94.74,598491,0.0,1.0
2020-11-03,90.47,92.415,89.91,90.66,90.66,362067,0.0,1.0
2020-11-02,88.76,91.36,88.18,89.87,89.87,468308,0.0,1.0
2020-10-30,90.02,90.73,86.65,87.85,87.85,486084,0.0,1.0
2020-10-29,92.08,92.37,90.2,91.11,91.11,425337,0.0,1.0
2020-10-28,93.58,95.0,91.17,91.68,91.68,419024,0.0,1.0
2020-10-27,96.99,99.04,95.89,96.03,96.03,309771,0.0,1.0
2020-10-26,97.4,98.45,94.82,96.02,96.02,292949,0.0,1.0
2020-10-23,95.8387,97.9,95.1,97.67,97.67,384383,0.0,1.0
2020-10-22,95.53,96.94,93.91,96.73,96.73,550814,0.0,1.0
2020-10-21,98.69,100.68,98.15,98.48,98.48,185343,0.0,1.0
2020-10-20,100.48,102.37,98.52,98.76,98.76,151448,0.0,1.0
2020-10-19,101.93,103.13,99.99,100.37,100.37,154867,0.0,1.0
2020-10-16,102.06,102.99,101.19,101.62,101.62,176314,0.0,1.0
2020-10-15,100.0,101.8125,99.4,101.75,101.75,137326,0.0,1.0
2020-10-14,104.6,105.04,100.87,101.64,101.64,224368,0.0,1.0
2020-10-13,102.78,104.96,102.49,104.34,104.34,223109,0.0,1.0
2020-10-12,100.89,102.54,100.16,102.33,102.33,249148,0.0,1.0
2020-10-09,99.59,101.0,99.0,99.9,99.9,274209,0.0,1.0
2020-10-08,100.19,100.59,98.475,99.02,99.02,206466,0.0,1.0
2020-10-07,97.35,99.6,97.04,98.9,98.9,266656,0.0,1.0
2020-10-06,98.75,99.27,96.73,96.91,96.91,262541,0.0,1.0
2020-10-05,96.61,98.73,96.19,98.34,98.34,206775,0.0,1.0
2020-10-02,96.46,98.7,95.99,96.13,96.13,277977,0.0,1.0
2020-10-01,98.52,99.185,97.14,97.56,97.56,305629,0.0,1.0
2020-09-30,99.49,100.8,97.83,98.01,98.01,419764,0.0,1.0
2020-09-29,100.04,101.3,99.38,99.46,99.46,348340,0.0,1.0
2020-09-28,100.02,101.54,99.275,100.51,100.51,409569,0.0,1.0
2020-09-25,97.89,99.98,97.79,99.19,99.19,254827,0.0,1.0
2020-09-24,96.14,97.85,95.0,97.54,97.54,386152,0.0,1.0
2020-09-23,96.95,100.72,96.56,97.11,97.11,522617,0.0,1.0
2020-09-22,96.99,97.44,94.21,97.2,97.2,233053,0.0,1.0
2020-09-21,92.6,96.27,91.75,96.11,96.11,303233,0.0,1.0
2020-09-18,94.9,95.9199,90.93,93.84,93.84,819670,0.0,1.0
2020-09-17,93.0,94.03,91.48,93.87,93.87,442174,0.0,1.0
2020-09-16,98.29,99.225,94.585,94.87,94.87,381865,0.0,1.0
2020-09-15,98.66,98.8194,96.3,98.45,98.45,319204,0.0,1.0
2020-09-14,97.2,99.73,97.03,97.69,97.69,304648,0.0,1.0
2020-09-11,99.96,99.96,95.68,96.23,96.23,390033,0.0,1.0
2020-09-10,104.01,104.55,98.8,98.89,98.89,374218,0.0,1.0
2020-09-09,102.36,103.88,98.83,103.49,103.49,420385,0.0,1.0
2020-09-08,97.85,100.37,97.31,98.67,98.67,405591,0.0,1.0
2020-09-04,101.75,102.81,94.92,100.27,100.27,699031,0.0,1.0
2020-09-03,108.85,110.37,100.84,102.355,102.355,699978,0.0,1.0
2020-09-02,109.2,111.13,108.5,110.99,110.99,345765,0.0,1.0
2020-09-01,107.28,109.25,106.85,108.42,108.42,634012,0.0,1.0
2020-08-31,106.3,107.47,105.69,106.14,106.14,282394,0.0,1.0
2020-08-28,106.84,107.91,105.89,106.49,106.49,211483,0.0,1.0
2020-08-27,109.0,109.5,106.4,106.72,106.72,226692,0.0,1.0
2020-08-26,107.3,109.46,106.63,108.4,108.4,260592,0.0,1.0
2020-08-25,106.76,107.88,106.26,107.06,107.06,225054,0.0,1.0
2020-08-24,107.17,107.81,105.925,107.12,107.12,201316,0.0,1.0
2020-08-21,108.64,108.64,105.04,106.13,106.13,629490,0.0,1.0
2020-08-20,106.05,109.54,105.4243,108.54,108.54,316488,0.0,1.0
2020-08-19,106.94,109.135,106.51,107.59,107.59,314188,0.0,1.0
2020-08-18,105.81,107.26,105.12,107.24,107.24,362719,0.0,1.0
2020-08-17,103.24,106.09,103.24,104.69,104.69,320379,0.0,1.0
2020-08-14,103.75,104.745,102.46,102.97,102.97,317415,0.0,1.0
2020-08-13,101.57,105.74,101.01,103.73,103.73,607035,0.0,1.0
2020-08-12,106.06,108.6,100.46,100.95,100.95,680552,0.0,1.0
2020-08-11,107.31,110.0,102.0,104.76,104.76,1348474,0.0,1.0
2020-08-10,121.0,121.0,111.64,112.87,112.87,879201,0.0,1.0
2020-08-07,123.3,123.8,119.42,120.39,120.39,446428,0.0,1.0
2020-08-06,124.63,124.77,121.77,123.52,123.52,294417,0.0,1.0
2020-08-05,124.6,125.22,123.84,124.11,124.11,295061,0.0,1.0
2020-08-04,123.32,124.27,122.42,124.02,124.02,278094,0.0,1.0
2020-08-03,124.9,124.9,122.685,123.51,123.51,281497,0.0,1.0
2020-07-31,123.75,123.93,120.7,123.48,123.48,382809,0.0,1.0
2020-07-30,120.53,122.87,119.54,122.43,122.43,414055,0.0,1.0
2020-07-29,116.25,122.03,115.6,121.65,121.65,493881,0.0,1.0
2020-07-28,112.66,116.9,112.66,114.71,114.71,370915,0.0,1.0
2020-07-27,111.21,113.68,111.21,113.5,113.5,405333,0.0,1.0
2020-07-24,111.5,111.5,109.285,110.28,110.28,334911,0.0,1.0
2020-07-23,112.0,114.21,110.87,111.57,111.57,261592,0.0,1.0
2020-07-22,113.76,114.205,110.8593,112.15,112.15,324711,0.0,1.0
2020-07-21,114.62,114.9,111.75,112.85,112.85,334765,0.0,1.0
2020-07-20,108.84,113.74,108.75,113.5,113.5,292036,0.0,1.0
2020-07-17,106.45,108.69,105.92,108.49,108.49,329700,0.0,1.0
2020-07-16,108.51,108.59,104.83,106.23,106.23,554800,0.0,1.0
2020-07-15,110.56,113.16,109.35,109.74,109.74,468600,0.0,1.0
2020-07-14,106.3,109.2,104.1,109.06,109.06,400700,0.0,1.0
2020-07-13,110.85,112.25,106.83,106.93,106.93,446900,0.0,1.0
2020-07-10,109.49,110.35,107.99,110.01,110.01,291400,0.0,1.0
2020-07-09,108.89,110.24,106.73,109.49,109.49,456200,0.0,1.0
2020-07-08,106.82,107.34,105.19,107.28,107.28,318300,0.0,1.0
2020-07-07,106.25,108.61,105.77,105.95,105.95,305200,0.0,1.0
2020-07-06,106.4,108.14,104.86,106.83,106.83,369400,0.0,1.0
2020-07-02,104.96,106.49,103.72,104.71,104.71,341100,0.0,1.0
2020-07-01,104.3,104.6,102.8,104.01,104.01,403300,0.0,1.0
2020-06-30,101.47,104.24,101.09,104.02,104.02,410700,0.0,1.0
2020-06-29,100.46,102.13,98.7,100.83,100.83,444800,0.0,1.0
2020-06-26,103.02,103.5,100.56,100.87,100.87,595956,0.0,1.0
2020-06-25,102.02,102.795,100.93,102.79,102.79,467937,0.0,1.0
2020-06-24,103.64,105.705,101.52,102.43,102.43,562753,0.0,1.0
2020-06-23,104.11,104.4808,102.8,103.19,103.19,497491,0.0,1.0
2020-06-22,101.31,103.28,99.37,103.17,103.17,704748,0.0,1.0
2020-06-19,101.29,103.46,100.4,100.4,100.4,6386100,0.0,1.0
2020-06-18,102.58,103.37,99.41,101.16,101.16,859081,0.0,1.0
2020-06-17,103.26,103.945,101.86,103.2,103.2,591502,0.0,1.0
2020-06-16,104.05,104.52,101.61,102.6,102.6,543072,0.0,1.0
2020-06-15,98.02,102.38,97.1,101.61,101.61,988963,0.0,1.0
2020-06-12,104.76,104.97,101.05,103.11,103.11,517806,0.0,1.0
2020-06-11,107.26,107.8,102.11,102.28,102.28,524778,0.0,1.0
2020-06-10,108.16,109.3,107.33,108.01,108.01,329232,0.0,1.0
2020-06-09,108.65,109.61,107.08,107.38,107.38,402314,0.0,1.0
2020-06-08,108.13,108.15,104.73,108.01,108.01,579366,0.0,1.0
2020-06-05,110.52,112.53,107.74,108.54,108.54,633318,0.0,1.0
2020-06-04,113.87,113.87,110.065,110.91,110.91,351593,0.0,1.0
2020-06-03,114.19,114.78,112.25,114.29,114.29,303338,0.0,1.0
2020-06-02,118.0,119.0059,111.72,113.84,113.84,614086,0.0,1.0
2020-06-01,115.43,119.195,114.64,117.93,117.93,541963,0.0,1.0
2020-05-29,112.27,115.4099,111.23,115.32,115.32,414071,0.0,1.0
2020-05-28,112.24,115.38,111.22,111.66,111.66,322894,0.0,1.0
2020-05-27,116.52,117.49,108.7427,112.79,112.79,703689,0.0,1.0
2020-05-26,113.73,117.54,113.67,117.32,117.32,620628,0.0,1.0
2020-05-22,109.96,112.09,108.77,112.0,112.0,275275,0.0,1.0
2020-05-21,111.36,112.22,109.07,109.6,109.6,260064,0.0,1.0
2020-05-20,111.5,113.02,110.34,111.42,111.42,397878,0.0,1.0
2020-05-19,109.63,111.11,109.26,109.36,109.36,412915,0.0,1.0
2020-05-18,106.23,109.24,105.7538,108.75,108.75,563177,0.0,1.0
2020-05-15,104.72,106.155,104.065,105.81,105.81,591052,0.0,1.0
2020-05-14,101.08,104.64,100.5,104.59,104.59,564422,0.0,1.0
2020-05-13,105.12,105.76,100.47,101.77,101.77,473169,0.0,1.0
2020-05-12,106.62,108.335,104.6718,104.81,104.81,445169,0.0,1.0
2020-05-11,103.49,107.32,103.28,106.52,106.52,919787,0.0,1.0
2020-05-08,107.0,108.98,100.055,104.4,104.4,1251936,0.0,1.0
2020-05-07,108.54,111.79,106.84,111.25,111.25,729747,0.0,1.0
2020-05-06,103.33,107.24,102.835,105.41,105.41,489225,0.0,1.0
2020-05-05,102.57,104.06,101.43,102.58,102.58,438049,0.0,1.0
2020-05-04,99.63,101.49,98.241,101.24,101.24,613763,0.0,1.0
2020-05-01,101.93,103.79,99.25,99.86,99.86,520184,0.0,1.0
2020-04-30,105.05,107.94,103.62,105.44,105.44,505610,0.0,1.0
2020-04-29,106.36,106.77,103.28,104.84,104.84,635188,0.0,1.0
2020-04-28,108.31,109.11,103.25,104.8,104.8,584423,0.0,1.0
2020-04-27,108.24,110.43,107.545,108.31,108.31,341782,0.0,1.0
2020-04-24,108.27,110.0,107.14,109.26,109.26,290388,0.0,1.0
2020-04-23,107.01,108.73,105.76,106.12,106.12,361016,0.0,1.0
2020-04-22,108.36,109.82,107.035,107.55,107.55,338430,0.0,1.0
2020-04-21,107.33,109.15,105.35,106.92,106.92,545021,0.0,1.0
2020-04-20,106.14,110.89,105.2323,107.84,107.84,540976,0.0,1.0
2020-04-17,106.96,108.33,104.21,106.13,106.13,766339,0.0,1.0
2020-04-16,105.57,107.72,103.28,105.81,105.81,598194,0.0,1.0
2020-04-15,106.63,108.99,104.6032,105.5,105.5,658669,0.0,1.0
2020-04-14,105.0,108.0,104.17,107.24,107.24,798697,0.0,1.0
2020-04-13,102.65,104.95,101.56,104.61,104.61,608701,0.0,1.0
2020-04-09,96.72,103.04,96.4276,100.7,100.7,1094229,0.0,1.0
2020-04-08,91.05,97.2377,89.55,95.5,95.5,601072,0.0,1.0
2020-04-07,92.87,92.98,86.42,89.43,89.43,433426,0.0,1.0
2020-04-06,90.13,92.9864,89.58,91.13,91.13,472230,0.0,1.0
2020-04-03,84.81,89.4,84.76,87.89,87.89,604112,0.0,1.0
2020-04-02,82.34,86.635,82.34,85.54,85.54,505029,0.0,1.0
2020-04-01,84.91,86.99,81.8,82.8,82.8,421547,0.0,1.0
2020-03-31,87.49,89.15,85.23,86.99,86.99,584517,0.0,1.0
2020-03-30,85.11,89.55,85.01,87.66,87.66,525194,0.0,1.0
2020-03-27,86.01,87.645,81.79,84.14,84.14,429289,0.0,1.0
2020-03-26,81.9,87.62,79.995,87.58,87.58,463108,0.0,1.0
2020-03-25,82.0,85.7,79.9948,80.88,80.88,756660,0.0,1.0
2020-03-24,81.21,84.055,76.24,81.55,81.55,450699,0.0,1.0
2020-03-23,81.8,83.31,77.3,78.06,78.06,693398,0.0,1.0
2020-03-20,78.94,82.53,77.01,81.25,81.25,792947,0.0,1.0
2020-03-19,76.29,80.2,73.41,78.84,78.84,676052,0.0,1.0
2020-03-18,70.91,78.16,66.97,76.35,76.35,762714,0.0,1.0
2020-03-17,71.33,76.48,68.335,74.39,74.39,970532,0.0,1.0
2020-03-16,64.49,70.945,63.37,69.55,69.55,674494,0.0,1.0
2020-03-13,70.9,73.9,66.86,71.35,71.35,489230,0.0,1.0
2020-03-12,70.01,76.35,67.4,68.0,68.0,758062,0.0,1.0
2020-03-11,75.41,76.85,73.69,74.4,74.4,420087,0.0,1.0
2020-03-10,77.52,77.97,74.21,77.41,77.41,478492,0.0,1.0
2020-03-09,74.03,78.5,73.3016,75.01,75.01,434096,0.0,1.0
2020-03-06,79.94,80.66,77.05,78.87,78.87,328817,0.0,1.0
2020-03-05,81.13,82.61,80.46,82.23,82.23,286098,0.0,1.0
2020-03-04,81.52,83.22,79.99,83.16,83.16,255689,0.0,1.0
2020-03-03,82.44,83.95,78.48,79.95,79.95,316233,0.0,1.0
2020-03-02,80.32,82.27,78.76,82.03,82.03,315785,0.0,1.0
2020-02-28,75.17,80.35,75.17,80.18,80.18,765907,0.0,1.0
2020-02-27,79.48,82.045,77.64,77.68,77.68,454304,0.0,1.0
2020-02-26,84.26,85.21,81.69,81.88,81.88,561796,0.0,1.0
2020-02-25,89.27,89.59,83.805,83.92,83.92,391550,0.0,1.0
2020-02-24,88.47,89.56,87.155,88.86,88.86,327076,0.0,1.0
2020-02-21,94.18,94.29,90.91,91.64,91.64,243254,0.0,1.0
2020-02-20,93.31,94.72,92.3,94.32,94.32,372436,0.0,1.0
2020-02-19,93.01,94.26,92.67,93.41,93.41,334738,0.0,1.0
2020-02-18,90.89,94.49,90.89,92.86,92.86,396748,0.0,1.0
2020-02-14,90.5,93.195,90.2,92.44,92.44,422965,0.0,1.0
2020-02-13,91.99,94.32,87.4,90.08,90.08,750476,0.0,1.0
2020-02-12,89.8,91.23,86.85,91.05,91.05,646163,0.0,1.0
2020-02-11,90.41,91.12,89.26,89.61,89.61,306307,0.0,1.0
2020-02-10,88.4,90.04,88.22,89.92,89.92,254482,0.0,1.0
2020-02-07,88.59,89.82,88.28,88.57,88.57,160323,0.0,1.0
2020-02-06,88.27,89.03,87.73,88.71,88.71,242358,0.0,1.0
2020-02-05,88.31,88.495,86.5,87.97,87.97,247604,0.0,1.0
2020-02-04,86.5,87.81,85.97,87.41,87.41,171276,0.0,1.0
2020-02-03,85.91,86.51,84.1447,85.57,85.57,351044,0.0,1.0
2020-01-31,86.86,86.86,85.36,85.74,85.74,250540,0.0,1.0
2020-01-30,87.18,87.62,86.0,86.81,86.81,186661,0.0,1.0
2020-01-29,87.65,88.49,86.92,87.23,87.23,305160,0.0,1.0
2020-01-28,85.58,87.68,85.5,87.22,87.22,170007,0.0,1.0
2020-01-27,85.22,86.5787,84.89,85.29,85.29,243076,0.0,1.0
2020-01-24,87.75,88.28,85.995,86.75,86.75,268018,0.0,1.0
2020-01-23,86.1,87.1,85.74,87.01,87.01,261195,0.0,1.0
2020-01-22,85.88,86.655,85.72,86.1,86.1,168795,0.0,1.0
2020-01-21,84.83,85.98,84.575,85.42,85.42,230620,0.0,1.0
2020-01-17,85.89,85.97,84.58,84.9,84.9,273575,0.0,1.0
2020-01-16,85.79,86.29,84.97,85.34,85.34,189248,0.0,1.0
2020-01-15,84.07,86.45,84.07,85.34,85.34,311986,0.0,1.0
2020-01-14,83.93,84.45,83.09,84.09,84.09,238803,0.0,1.0
2020-01-13,83.51,84.5787,83.115,83.95,83.95,244807,0.0,1.0
2020-01-10,84.53,84.7645,83.06,83.58,83.58,252761,0.0,1.0
2020-01-09,84.54,84.78,83.79,84.08,84.08,306020,0.0,1.0
2020-01-08,83.88,84.7,82.925,84.05,84.05,347148,0.0,1.0
2020-01-07,84.76,85.37,83.6,83.69,83.69,349184,0.0,1.0
2020-01-06,82.94,85.06,82.59,84.88,84.88,440110,0.0,1.0
2020-01-03,83.06,83.65,82.99,83.57,83.57,384076,0.0,1.0
2020-01-02,83.76,84.65,83.4218,84.24,84.24,210599,0.0,1.0
2019-12-31,83.42,83.84,82.51,83.37,83.37,271069,0.0,1.0
2019-12-30,84.5,84.915,82.723,83.44,83.44,270479,0.0,1.0
2019-12-27,85.45,85.45,84.31,84.64,84.64,137928,0.0,1.0
2019-12-26,85.22,85.89,84.725,85.01,85.01,336269,0.0,1.0
2019-12-24,85.74,85.74,84.78,84.97,84.97,84199,0.0,1.0
2019-12-23,85.57,85.57,84.31,85.4,85.4,307017,0.0,1.0
2019-12-20,84.96,85.6,84.67,85.13,85.13,998006,0.0,1.0
2019-12-19,83.97,85.0,83.115,84.71,84.71,589462,0.0,1.0
2019-12-18,84.76,84.9817,83.55,83.8,83.8,230668,0.0,1.0
2019-12-17,85.14,86.0,83.87,84.54,84.54,309922,0.0,1.0
2019-12-16,85.8,86.1,84.9569,84.96,84.96,239112,0.0,1.0
2019-12-13,84.9,86.53,84.635,85.08,85.08,332784,0.0,1.0
2019-12-12,84.42,85.66,83.875,84.77,84.77,196829,0.0,1.0
2019-12-11,85.92,85.92,83.64,84.4,84.4,142340,0.0,1.0
2019-12-10,85.75,85.9,85.0,85.76,85.76,189969,0.0,1.0
2019-12-09,85.61,86.385,85.23,85.6,85.6,296551,0.0,1.0
2019-12-06,85.91,86.82,85.28,85.32,85.32,238489,0.0,1.0
2019-12-05,85.76,86.35,85.1,85.77,85.77,190235,0.0,1.0
2019-12-04,85.13,86.49,84.21,85.46,85.46,222328,0.0,1.0
2019-12-03,83.59,84.71,82.01,84.43,84.43,580654,0.0,1.0
2019-12-02,87.38,87.45,84.29,84.41,84.41,398594,0.0,1.0
2019-11-29,86.6,87.99,86.52,87.51,87.51,210509,0.0,1.0
2019-11-27,88.05,88.63,86.69,87.42,87.42,263730,0.0,1.0
2019-11-26,87.56,88.25,87.275,87.87,87.87,214092,0.0,1.0
2019-11-25,86.97,88.19,86.8,87.43,87.43,346757,0.0,1.0
2019-11-22,88.35,88.78,86.13,86.25,86.25,340052,0.0,1.0
2019-11-21,88.42,88.89,87.38,87.69,87.69,269778,0.0,1.0
2019-11-20,87.73,88.91,87.26,87.94,87.94,289874,0.0,1.0
2019-11-19,87.22,88.49,87.07,88.3,88.3,221773,0.0,1.0
2019-11-18,85.97,87.45,85.443,86.68,86.68,419955,0.0,1.0
2019-11-15,85.04,86.03,84.76,85.64,85.64,199411,0.0,1.0
2019-11-14,84.99,85.485,84.29,84.76,84.76,127637,0.0,1.0
2019-11-13,84.78,85.66,84.465,84.93,84.93,142258,0.0,1.0
2019-11-12,84.35,85.36,84.165,85.22,85.22,212094,0.0,1.0
2019-11-11,83.36,84.38,83.0,84.09,84.09,276437,0.0,1.0
2019-11-08,84.62,84.62,82.34,83.74,83.74,391416,0.0,1.0
2019-11-07,84.41,85.88,84.025,84.69,84.69,317330,0.0,1.0
2019-11-06,84.2,84.82,83.66,84.07,84.07,304936,0.0,1.0
2019-11-05,84.94,85.5373,83.15,84.35,84.35,402159,0.0,1.0
2019-11-04,86.65,87.0,84.34,84.78,84.78,516102,0.0,1.0
